Path,length,all_abandoned,is_cross,lag,is_cross_service
"[574869, 586374]",2,False,True,1060.21,True
"[584205, 584206, 584207]",3,False,True,0.04,True
"[584787, 584796]",2,False,True,0.49,True
"[584624, 582146, 584550]",3,False,True,237.57,True
"[580085, 586261]",2,False,True,534.69,False
"[585550, 585551]",2,False,True,0.01,False
"[578084, 578989, 577815]",3,False,True,78.75,False
"[584771, 585908, 586715]",3,False,True,109.33,False
"[578170, 570845]",2,False,False,683.71,False
"[585960, 585942]",2,False,False,1.78,False
"[574752, 567239, 581393, 581651, 584756, 584825, 574237]",7,False,True,1797.4,False
"[585139, 585710]",2,False,True,29.44,False
"[581427, 581428]",2,False,True,0.03,True
"[566699, 569092]",2,False,True,233.14,False
"[566366, 566246]",2,False,True,8.1,False
"[584901, 581391]",2,False,True,311.3,False
"[529464, 526046]",2,False,True,351.64,False
"[575051, 575054]",2,True,True,0.07,False
"[583165, 583565]",2,False,True,27.86,False
"[583557, 583536, 583537, 583861, 583484]",5,True,True,21.62,False
"[583179, 582885]",2,False,True,25.54,False
"[579803, 579815]",2,False,True,0.65,False
"[575052, 575055]",2,True,True,0.14,False
"[572099, 572297, 572306, 572308, 572309, 570902]",6,False,True,165.69,False
"[574475, 574391]",2,False,True,2.66,True
"[583507, 571076]",2,False,True,1181.12,False
"[580232, 583075]",2,False,True,291.32,True
"[576276, 579903]",2,True,True,354.18,True
"[583024, 583023]",2,False,True,0.03,True
"[569449, 569442, 563926, 564246]",4,False,True,579.26,True
"[529505, 456140, 529199, 536241, 636726, 535671, 468632, 532793]",8,False,True,16137.33,True
"[563303, 562759, 562544, 549012, 563100, 568637]",6,False,True,1798.71,False
"[563106, 563111, 563114, 568502, 563516, 563519]",6,False,True,594.74,False
"[584393, 584394, 584387, 584385]",4,False,True,0.37,False
"[574006, 573394, 583955, 573398]",4,False,True,1002.92,True
"[553587, 553639]",2,False,False,4.99,False
"[577986, 577869]",2,True,True,11.77,True
"[570017, 570022]",2,True,True,0.48,True
"[583961, 583940]",2,False,True,1.65,True
"[583419, 583421]",2,False,True,0.1,False
"[583553, 583922, 575119]",3,False,True,860.87,False
"[580455, 567530, 579151, 583161, 579770, 579071]",6,False,True,1631.58,False
"[584481, 579676]",2,False,True,430.41,False
"[570708, 579534, 571366]",3,False,True,847.89,False
"[573136, 583632]",2,False,True,989.62,False
"[579301, 579303]",2,False,False,0.07,False
"[566184, 566182]",2,False,True,0.45,False
"[584033, 584037, 584038, 584042, 584048, 584049, 584052]",7,False,True,0.73,True
"[571434, 571436]",2,True,True,0.05,False
"[583433, 583244]",2,False,False,12.48,False
"[577611, 533564]",2,False,True,3815.13,False
"[583698, 583699, 584003, 583695]",4,False,True,21.28,True
"[582109, 582831]",2,False,True,92.04,True
"[584017, 583988]",2,False,True,1.12,True
"[584005, 584053, 583215]",3,False,True,54.5,True
"[581162, 566143]",2,False,True,1612.63,True
"[580619, 575724, 583058, 583031, 583032, 583033, 583034, 583035, 583037]",9,False,True,753.71,False
"[658780, 583582, 583319]",3,False,True,7192.67,True
"[582985, 583226, 582951]",3,False,True,23.2,False
"[582932, 573255]",2,False,True,933.68,False
"[575594, 577773]",2,False,True,246.76,False
"[577155, 577158, 577551, 577322, 558380, 575281, 577592, 573496, 576954, 573502, 573503, 573508, 573509, 577605, 577607, 576584, 577604, 573514, 577606, 576971, 573526, 576989, 577517, 576883, 577523, 576884, 577528, 576891, 577148, 577151]",30,False,True,1941.9,True
"[583049, 582682, 583052, 583053]",4,True,True,73.46,False
"[582977, 582973]",2,False,True,0.07,True
"[560907, 558741]",2,False,True,197.42,False
"[571081, 579884, 579126]",3,False,False,826.9,False
"[581225, 581367]",2,False,True,6.74,True
"[581049, 581612]",2,False,True,41.3,False
"[580537, 580538, 581939]",3,False,True,145.22,False
"[574882, 578963]",2,False,True,382.26,True
"[506524, 578094]",2,True,True,6656.2,True
"[583068, 583102]",2,True,True,3.67,True
"[414251, 523604, 572212]",3,False,True,12699.33,True
"[570016, 570028]",2,False,True,1.79,False
"[484361, 484362]",2,True,True,0.07,False
"[582696, 582697, 582754, 582753]",4,False,True,36.02,False
"[577908, 577863]",2,False,True,3.02,True
"[574738, 574734]",2,True,True,0.08,False
"[582418, 582995]",2,False,True,88.78,True
"[582969, 583183]",2,False,True,19.1,True
"[538308, 538309]",2,False,True,0.05,False
"[578185, 577830]",2,True,True,29.61,False
"[436041, 451247]",2,False,True,881.37,True
"[545060, 545061, 582526, 582926]",4,False,True,3617.93,False
"[582289, 582988]",2,False,True,96.03,False
"[581231, 580959]",2,False,True,23.23,False
"[566162, 565435]",2,True,True,63.04,False
"[579977, 579981, 579988, 579991, 579993, 571423, 579233, 579506, 579509, 501814, 579514, 580156, 579648, 579651, 579655, 568139, 568141, 568142, 579663, 568146, 579947, 579955, 579959, 580601]",24,False,True,7241.1,True
"[579968, 581520]",2,False,True,169.74,False
"[579952, 579950]",2,False,True,0.02,True
"[582479, 582480, 582481, 582483, 578645, 563639, 563640, 563642, 563643]",9,False,True,1939.34,True
"[576218, 576225, 578490, 579755]",4,False,True,345.99,False
"[528704, 528699, 452308, 416487]",4,False,True,8355.72,True
"[581629, 581591]",2,False,True,1.99,False
"[578456, 579555]",2,False,True,117.51,False
"[582476, 582478]",2,True,True,0.04,False
"[581957, 582343]",2,False,False,12.86,False
"[577616, 580475]",2,False,True,294.0,False
"[582288, 582305]",2,False,True,1.36,False
"[581467, 581468, 581180]",3,False,True,16.72,False
"[579808, 552498, 580222]",3,False,True,2719.05,False
"[581887, 581532, 581487]",3,False,True,23.79,True
"[560056, 555811, 559407]",3,False,True,433.15,False
"[582195, 581419, 585540]",3,False,True,340.23,True
"[549285, 549286, 549287, 549291, 549294]",5,False,True,0.81,True
"[580968, 580955]",2,False,True,0.98,False
"[581148, 579652]",2,False,True,172.27,False
"[579609, 580451]",2,False,True,73.18,False
"[581017, 569578, 569565]",3,False,True,1225.68,False
"[574769, 580452]",2,False,True,553.61,False
"[567437, 567430]",2,False,True,0.25,False
"[581625, 581674]",2,False,True,2.44,False
"[500872, 571753, 578997, 486905, 579002, 494043]",6,False,True,8126.33,False
"[571968, 580106]",2,False,True,743.52,False
"[581761, 581762, 581356, 581037, 581039, 581040, 581041]",7,False,True,48.37,True
"[575954, 575956]",2,False,True,0.62,False
"[581961, 581637, 581670, 581639]",4,False,True,21.36,True
"[581072, 581077]",2,False,True,0.18,False
"[580795, 580796]",2,False,True,0.17,False
"[492882, 492990]",2,False,True,3.94,False
"[578257, 578251]",2,False,True,0.2,False
"[581136, 581202, 581083, 575862]",4,False,True,583.57,False
"[580507, 580508]",2,False,True,0.03,True
"[546763, 566725]",2,False,True,1799.99,True
"[580740, 580741]",2,False,True,0.08,True
"[580736, 580737]",2,False,True,0.05,True
"[545841, 553190]",2,True,True,568.51,False
"[505503, 507798, 507823]",3,False,True,172.86,True
"[564204, 564206]",2,False,True,0.02,False
"[580898, 580875]",2,False,False,6.0,False
"[576145, 576147, 576126]",3,False,True,0.85,False
"[581009, 581006]",2,False,True,0.28,True
"[580986, 580998]",2,False,True,0.72,True
"[581002, 580999]",2,False,True,0.09,True
"[580738, 580484, 580485, 580486, 580488, 580489, 580503, 581624]",8,False,True,132.41,True
"[575448, 577147, 577404]",3,False,True,189.69,True
"[580066, 580068, 579813, 580059, 580061, 579807]",6,False,True,22.93,False
"[573012, 579814]",2,False,False,635.41,False
"[578776, 578763]",2,False,True,1.04,False
"[465787, 578612, 465783]",3,False,True,9741.92,True
"[580275, 580276]",2,False,True,0.01,False
"[574218, 576906]",2,True,False,221.06,False
"[561673, 561941, 561942, 560824, 560828, 560925]",6,False,True,124.91,False
"[559145, 558922, 542556, 559143]",4,False,True,1335.5,False
"[545072, 544767, 543031]",3,True,True,140.51,False
"[542499, 546057, 546058, 542473, 542843, 542478, 543057, 544530, 545110, 546040, 546297, 542491, 400287]",13,False,True,10949.32,False
"[540545, 540543]",2,False,True,0.03,False
"[535979, 535421]",2,False,True,28.67,False
"[499518, 487537, 482237, 487758]",4,True,True,1238.24,False
"[576393, 576428, 576467, 576436, 576311]",5,False,True,7.16,True
"[579185, 579194, 579188, 579199]",4,False,True,0.67,True
"[568898, 569171, 569170, 569174]",4,False,True,24.19,False
"[565858, 565580, 604783]",3,False,True,3497.0,False
"[579972, 579973, 579982]",3,False,False,0.32,False
"[580386, 580388, 580392, 564177, 564178, 574675, 564179]",7,False,True,1706.34,True
"[579381, 579382]",2,False,True,0.11,False
"[579288, 578983]",2,False,True,25.63,True
"[561383, 559883, 572653, 575826, 575827, 572631, 577339, 577340]",8,False,True,1751.72,False
"[568522, 568531, 568517]",3,False,True,0.46,True
"[577970, 577967]",2,False,False,0.14,False
"[562019, 566556, 566557, 562086]",4,False,True,473.71,False
"[579080, 550060, 567863, 567800, 567865, 567835, 556797, 556798]",8,False,True,2754.26,False
"[562818, 562764, 567831, 579544, 567548, 567551]",6,False,True,1771.54,True
"[572071, 574989, 582607, 579504, 574991, 572242, 576817, 578287, 590421, 558644, 566295, 575064, 558621, 578302]",14,False,True,3068.28,True
"[579856, 580339]",2,False,False,45.61,False
"[539969, 472154]",2,False,True,5717.6,False
"[578392, 580091]",2,True,False,162.73,False
"[576832, 574233, 578892]",3,False,True,413.09,False
"[578707, 578703]",2,False,True,0.2,False
"[527750, 527947, 527755, 527439, 527989, 527228, 527230]",7,False,True,67.54,True
"[577745, 579475]",2,False,True,167.42,False
"[408163, 515333, 408554, 518832, 408471]",5,False,True,8101.94,True
"[576227, 575907, 577615, 575517, 578558]",5,False,True,315.07,True
"[442016, 428260, 441221, 445452, 445302]",5,False,True,954.93,True
"[578867, 578868]",2,False,True,0.03,False
"[537936, 538908]",2,True,True,93.68,True
"[512209, 545724]",2,False,True,3014.38,True
"[537446, 547756, 547757, 547762, 537015]",5,False,True,759.93,False
"[525155, 522022, 525576, 522761, 525257, 522802, 522871, 521754]",8,False,True,339.72,False
"[578857, 578842, 578855, 579487]",4,False,True,89.24,False
"[574976, 574978, 574980, 574982, 574983, 574984, 574985, 574986, 574129, 574975]",10,False,True,48.66,False
"[578008, 579047]",2,True,True,67.81,True
"[579725, 579726]",2,False,False,0.01,False
"[578849, 578850]",2,False,True,0.03,False
"[578812, 578813]",2,False,True,0.04,False
"[574850, 574847]",2,False,True,0.12,False
"[578852, 578853]",2,False,True,0.03,False
"[578800, 578805]",2,False,True,0.26,False
"[574504, 575114, 573488, 572720, 579480, 574873]",6,False,True,621.69,True
"[576043, 576437]",2,False,True,25.46,False
"[556978, 555662]",2,False,False,105.93,False
"[578808, 578809]",2,False,True,0.04,False
"[574181, 574182, 574183]",3,False,True,0.06,True
"[579521, 579525]",2,False,True,0.35,True
"[571741, 571750, 571751]",3,False,True,0.27,True
"[578056, 584322, 584323, 578042]",4,False,True,577.99,False
"[581444, 581445, 579862, 578878, 578879]",5,False,True,290.54,True
"[568954, 568956, 568942, 568943]",4,True,True,0.84,False
"[540348, 485261, 509829]",3,False,True,4747.57,False
"[579112, 578761, 578762, 579111]",4,False,True,22.95,False
"[569547, 576053]",2,False,True,727.2,False
"[575490, 545351]",2,False,True,2833.57,False
"[571952, 571972]",2,False,True,7.16,False
"[578864, 578862]",2,False,True,0.05,False
"[576562, 579531, 571990, 576247]",4,False,True,686.72,False
"[528213, 559783]",2,False,True,2766.83,True
"[575238, 575207]",2,False,True,2.05,False
"[554304, 566475]",2,False,True,1154.71,False
"[573897, 574706]",2,False,True,78.39,False
"[559977, 557572]",2,True,True,295.6,True
"[605375, 557359, 575911]",3,False,True,4362.4,True
"[569571, 569572]",2,False,True,0.4,True
"[578752, 578740]",2,False,True,0.93,True
"[523972, 567206, 523974, 550920, 527445, 551197]",6,False,True,3856.57,True
"[577030, 569071]",2,False,True,834.02,False
"[578504, 578505, 577834, 577831]",4,False,True,51.79,False
"[578379, 578381, 578382]",3,False,True,0.08,True
"[571785, 574834, 571790, 571793]",4,False,True,264.25,True
"[562111, 561277, 562678, 562679]",4,False,False,142.0,False
"[576000, 564358, 561710, 533327, 533809]",5,False,True,3741.32,True
"[578478, 578481, 578482, 578483, 578484]",5,True,True,0.23,True
"[574836, 574839]",2,False,True,0.15,False
"[564176, 566253]",2,False,True,213.54,False
"[578688, 578281, 574717]",3,False,True,377.32,False
"[316801, 339479]",2,False,True,1270.69,False
"[575163, 575199]",2,False,False,2.24,False
"[571760, 571773, 571759]",3,False,True,1.21,True
"[571794, 571796, 571798]",3,False,True,0.07,True
"[576865, 576866, 576851, 576858, 576863]",5,False,True,0.44,False
"[577400, 577386]",2,True,True,1.68,True
"[570158, 570159]",2,False,True,0.07,False
"[578054, 578249, 578250, 578252, 577879, 568828]",6,False,True,998.08,False
"[578344, 578304, 558762]",3,False,True,2016.16,False
"[577586, 577534]",2,False,True,4.47,True
"[575938, 575939, 575940, 575941, 575943, 575945, 575946, 575947, 575948, 575949, 575723, 575952, 575957, 575993]",14,False,True,53.17,True
"[510184, 510183]",2,True,True,0.02,False
"[483440, 483413, 483397]",3,True,True,1.56,True
"[504468, 504469, 504454]",3,False,True,0.79,False
"[577656, 578195, 577760]",3,False,True,53.71,False
"[573306, 572807]",2,False,True,24.82,True
"[567787, 569022]",2,True,False,142.81,False
"[576169, 576171]",2,True,True,0.06,False
"[569090, 195412, 195869, 577111]",4,True,True,26212.27,True
"[533252, 532949]",2,False,True,21.85,False
"[563482, 572235, 563492]",3,False,True,1031.12,False
"[576979, 576983]",2,True,True,0.26,False
"[574859, 574860]",2,False,True,0.01,False
"[576001, 577796, 577817]",3,False,True,184.26,False
"[578004, 566350]",2,False,True,1263.23,False
"[671938, 603413, 575925, 575927, 575801, 575802, 575324]",7,False,True,9659.07,True
"[576499, 576167]",2,False,True,20.72,False
"[575099, 574764]",2,False,True,21.55,True
"[566801, 575346]",2,False,True,887.9,False
"[575936, 575937]",2,False,True,0.01,False
"[577795, 577811]",2,False,True,1.43,True
"[577448, 577137]",2,False,True,27.04,True
"[456898, 456940, 456791]",3,False,True,17.24,True
"[575394, 575396, 575624, 575450, 575484]",5,False,True,19.81,True
"[574124, 574126]",2,False,True,0.16,False
"[576612, 576613, 576615]",3,False,True,0.06,True
"[574051, 574052]",2,False,True,0.04,False
"[577139, 577141]",2,False,True,0.05,False
"[577563, 577566]",2,False,True,0.3,False
"[570278, 570091, 569198, 569200, 569271, 569272, 570074]",7,False,True,149.31,False
"[577290, 577291, 577294]",3,False,True,0.17,True
"[565469, 568798]",2,False,True,359.95,False
"[569881, 561049]",2,False,True,937.72,True
"[576476, 576478]",2,False,True,0.05,False
"[577088, 577106, 577183]",3,False,True,6.26,True
"[577068, 577047]",2,False,True,0.51,False
"[576560, 576625, 576626, 576627, 576628, 576629, 576631, 576569, 576570, 576571, 576542]",11,False,True,4.96,False
"[542243, 525994, 492651, 493654]",4,False,True,4363.77,True
"[574888, 574479]",2,False,True,22.22,False
"[571431, 576521, 570283, 571500, 570776]",5,False,True,637.53,False
"[545373, 545711]",2,True,False,49.88,False
"[552243, 552814]",2,False,True,29.21,False
"[560112, 560641]",2,False,True,26.95,False
"[537668, 569741]",2,False,True,2794.36,False
"[558530, 574804]",2,False,True,1682.04,True
"[571640, 571641, 570873, 571143]",4,False,True,69.62,False
"[576691, 576678, 576763]",3,False,True,4.83,False
"[571776, 571774, 571775]",3,False,True,0.06,True
"[571755, 571756, 571757]",3,False,True,0.06,True
"[576401, 576135]",2,True,True,18.52,True
"[573728, 573729]",2,False,True,0.03,True
"[573712, 573713]",2,True,True,0.02,True
"[570364, 572734]",2,False,False,313.13,False
"[575124, 575183]",2,False,True,3.61,True
"[560930, 560931, 554314, 554317, 560909, 559728, 575764]",7,False,True,2108.54,True
"[575360, 575242, 575246]",3,True,True,10.52,False
"[575438, 575462]",2,False,True,1.16,True
"[576241, 576156, 576295, 576239]",4,False,True,10.89,True
"[569952, 569972]",2,False,True,1.99,False
"[486475, 564413]",2,False,True,6628.17,True
"[575093, 575102]",2,True,True,0.59,False
"[553640, 574707, 574708, 535776]",4,False,True,3454.15,False
"[575168, 575262]",2,False,True,6.33,False
"[575840, 575841]",2,False,True,0.04,False
"[575848, 575849]",2,False,True,0.02,True
"[576077, 576103]",2,False,True,1.12,False
"[574842, 574916, 574853]",3,False,True,5.16,True
"[576010, 575341]",2,False,True,89.39,True
"[560128, 576002, 560778, 565356, 575987, 575988, 575963, 575964, 575965]",9,False,True,1634.47,True
"[575423, 557925, 575397, 557823]",4,False,True,1840.37,False
"[570540, 573702]",2,False,False,340.99,False
"[493930, 493926, 576159]",3,False,True,7367.1,False
"[574890, 500396]",2,False,True,6767.81,False
"[575193, 575196, 572215]",3,False,True,212.65,False
"[575442, 566091, 575363]",3,False,True,1007.47,False
"[421288, 421389, 440720, 392959]",4,True,True,2876.87,False
"[572243, 574149, 574150]",3,False,True,149.06,True
"[575132, 575612, 574997]",3,False,True,46.25,True
"[548353, 548359]",2,False,True,0.38,False
"[575563, 575564, 575565]",3,False,True,0.13,False
"[564561, 575916]",2,False,True,1222.08,False
"[573754, 573758]",2,False,True,0.05,True
"[574525, 574526]",2,False,True,0.02,False
"[573748, 575502]",2,False,True,145.9,False
"[566696, 571501]",2,False,True,572.8,True
"[564067, 564180]",2,False,True,14.85,True
"[575568, 575569]",2,False,True,0.01,True
"[570946, 570180, 570886, 570887, 570898, 570901, 571031]",7,False,False,152.71,False
"[573225, 573630, 572806, 573110]",4,False,True,41.68,False
"[575086, 575007]",2,False,True,4.83,False
"[574145, 574123]",2,False,True,3.63,False
"[560577, 558262]",2,False,False,214.8,False
"[568640, 557938, 557935]",3,False,True,1106.32,True
"[574744, 574101, 571631]",3,False,True,274.42,False
"[568616, 429770, 425622]",3,False,True,11380.49,True
"[564160, 564233, 564254]",3,False,True,4.57,False
"[527046, 527079, 551016, 550985, 565288, 551019, 551372, 551375, 551285, 551290, 551291]",11,False,True,3369.45,True
"[574517, 574519]",2,False,True,0.02,False
"[560292, 573070]",2,False,False,1363.23,False
"[538953, 539045]",2,False,True,7.73,False
"[574049, 574050]",2,False,True,0.16,True
"[569699, 569865, 568403, 574485, 569688, 571035]",6,False,True,670.07,False
"[502180, 539110, 500935, 501458, 530780, 543871]",6,False,True,3856.1,False
"[573384, 573057]",2,False,True,16.26,False
"[573385, 573387, 573389, 573390, 573391, 573393]",6,False,True,0.13,True
"[480018, 487731, 566493]",3,False,True,7366.24,True
"[574914, 574915, 574918]",3,False,True,0.1,True
"[574904, 574393, 574402]",3,False,True,26.59,True
"[572362, 572406]",2,False,True,2.09,True
"[545473, 567317]",2,False,True,1964.66,True
"[558170, 574718]",2,False,True,1709.44,False
"[567459, 567460]",2,False,True,0.07,False
"[573689, 574055]",2,False,True,34.9,False
"[574933, 574934]",2,True,True,0.03,False
"[573209, 572802]",2,False,True,21.05,False
"[574276, 574694, 574317, 574382, 574801, 575059]",6,False,True,43.44,True
"[569532, 569542]",2,False,True,1.17,False
"[574048, 574047]",2,False,True,0.15,True
"[574044, 574046]",2,False,True,0.14,True
"[569608, 569612]",2,False,True,2.03,False
"[568137, 568127]",2,False,True,2.91,False
"[571731, 571724, 571733]",3,False,True,0.15,True
"[564328, 573684, 573677]",3,False,True,1048.86,False
"[573229, 572663]",2,False,False,34.54,False
"[570920, 570385]",2,False,True,119.24,False
"[573665, 573202, 558734]",3,False,True,1562.87,True
"[572556, 572551]",2,False,True,0.09,True
"[572371, 572527]",2,False,True,6.52,True
"[574840, 574838]",2,True,True,0.04,False
"[568393, 568650, 575595, 568364, 578772]",5,False,True,1071.44,False
"[563577, 563073, 563588]",3,False,True,73.19,False
"[566384, 555648, 538147, 562531]",4,False,True,2365.74,True
"[568297, 572386, 568513, 571692]",4,False,True,527.13,True
"[574200, 549289, 549314]",3,False,True,2417.32,False
"[574589, 574621]",2,True,True,0.84,False
"[572217, 572220, 572221]",3,False,True,0.39,False
"[574374, 574375, 574376, 574412, 574394]",5,False,True,1.34,True
"[571061, 567830]",2,False,True,446.92,True
"[568728, 568529, 550875]",3,False,True,1643.31,False
"[561457, 561458]",2,False,True,0.08,True
"[701818, 573339, 573773]",3,False,False,13946.55,False
"[572750, 572783]",2,False,True,1.74,True
"[572065, 572067]",2,False,True,0.05,True
"[571425, 571522, 571427, 571521, 569062, 571494, 571433]",7,False,True,343.67,True
"[556774, 556015]",2,False,True,72.32,False
"[572390, 572391, 544296, 572103, 566481, 558197, 572124, 572095]",8,False,True,2664.73,True
"[571496, 571504]",2,False,True,0.22,True
"[567179, 564148, 570365]",3,False,True,696.83,False
"[573664, 573659]",2,False,True,0.45,False
"[573450, 569923, 571556, 572999]",4,False,True,401.32,True
"[572797, 571398]",2,False,True,151.15,False
"[562323, 562302]",2,False,True,0.95,False
"[557520, 559170]",2,True,True,191.39,False
"[572352, 571488, 572350]",3,False,True,117.6,False
"[347853, 361685]",2,False,False,757.37,False
"[433489, 431315, 433559]",3,True,False,125.24,False
"[524416, 524415]",2,False,True,0.0,True
"[572945, 572941]",2,False,True,0.18,True
"[573723, 573411, 576085, 573415]",4,False,True,255.3,False
"[572554, 572555, 572557, 573619, 572411, 573215]",6,False,True,66.33,False
"[561075, 560741]",2,False,True,20.25,False
"[571736, 571738, 571735]",3,False,True,0.24,True
"[572417, 560574, 569445, 564325, 568989, 572703, 562026, 564301, 563758, 564015, 569520, 572531, 572565, 572414, 558620, 572413, 564030, 572415]",18,False,True,1524.58,True
"[571781, 571782, 571783]",3,False,True,0.06,True
"[571105, 571266, 570817, 571044, 573221, 571269, 571271, 571259, 573623, 570811, 571260]",11,False,True,255.4,True
"[565068, 565073, 563953, 566427, 563963]",5,False,False,253.34,False
"[573426, 573427]",2,False,True,0.04,False
"[572036, 572037, 572038, 573207, 570907, 570909, 570914, 584355, 573615, 570928, 570929, 570930, 570960, 570601, 570868, 571000, 571002, 571003, 570879]",19,False,True,1339.18,True
"[573307, 550269, 550102, 550135]",4,False,True,2233.51,True
"[566527, 569076, 568783]",3,False,True,240.64,False
"[570535, 573642, 572788, 572111]",4,False,True,336.81,False
"[571926, 571927]",2,False,True,0.05,False
"[571937, 571938, 571939]",3,False,True,0.79,False
"[428150, 426598]",2,False,False,90.67,False
"[571373, 560759]",2,False,True,1174.6,False
"[801413, 698887, 699275, 549516, 859027, 537881, 571675, 571676, 571677, 553499, 537756, 553501, 571681, 571682, 604718, 661694, 696387, 550987, 549837, 801229, 800975, 549852, 698724]",23,False,True,40850.11,True
"[477733, 463269]",2,True,True,1195.58,False
"[451313, 447883]",2,False,False,195.61,False
"[572365, 572366]",2,False,True,0.03,False
"[568593, 567157, 568807]",3,False,True,169.39,True
"[459445, 459774]",2,False,True,19.58,True
"[570770, 570860]",2,False,True,21.46,True
"[572251, 572252, 572083]",3,False,True,16.33,False
"[570216, 558425, 570148]",3,False,True,1207.27,False
"[571240, 571238]",2,False,True,0.2,True
"[572277, 572292, 572109, 572293]",4,False,True,18.34,True
"[523909, 556677, 523944, 523922, 525203, 553689]",6,False,True,2815.27,True
"[545712, 572017, 572016]",3,False,True,2530.17,False
"[564185, 571820]",2,False,False,896.21,False
"[567073, 570485]",2,False,True,385.52,False
"[571714, 571715, 570413, 570484, 571064, 570844]",6,False,True,188.11,False
"[571829, 571918]",2,False,True,6.23,False
"[570482, 571997, 572310]",3,False,True,272.94,False
"[571689, 571690, 571452]",3,False,True,22.32,False
"[566956, 566958]",2,False,True,0.27,True
"[571137, 571139, 571140, 571274, 571404, 571406, 571407, 571150]",8,False,True,23.64,False
"[570680, 570681, 570682, 570678]",4,False,True,0.24,True
"[571537, 571564, 571540]",3,False,True,2.5,True
"[571024, 571025]",2,False,True,0.04,False
"[560825, 559302]",2,False,False,143.03,False
"[571462, 570959]",2,True,True,44.67,False
"[569650, 569651, 569655, 541660, 564127]",5,False,True,2455.28,True
"[569569, 569570, 569447]",3,False,True,21.49,True
"[567745, 563149, 527343]",3,False,True,3597.18,False
"[571770, 571742]",2,False,True,1.44,True
"[550681, 543423]",2,False,True,569.31,False
"[555835, 567989]",2,False,False,1198.85,False
"[572353, 571107, 571333, 567688, 567037, 572351]",6,False,True,663.26,False
"[470912, 565071]",2,True,False,7878.66,False
"[571632, 571625]",2,True,False,1.17,False
"[571543, 571542, 571567]",3,False,True,2.45,False
"[569672, 569864, 571027, 571028, 571029]",5,False,True,216.03,False
"[570449, 570446]",2,False,True,0.07,False
"[458820, 571167]",2,False,True,9693.91,True
"[391584, 391367, 401258, 391372, 385045]",5,False,True,1030.43,False
"[661787, 556341, 565871]",3,False,False,10284.5,False
"[570139, 569990]",2,False,False,17.55,False
"[556709, 556703]",2,False,True,0.35,True
"[558244, 565845, 553630, 571319]",4,False,True,1822.96,False
"[591298, 564483, 566559, 550823, 550224, 561650, 581749, 581750, 571672, 571130, 549855, 567196, 570942, 564191]",14,False,True,3853.01,False
"[568394, 568395, 567205, 568022]",4,False,True,131.04,False
"[570869, 571454]",2,False,True,51.28,True
"[567896, 570349]",2,False,True,303.44,False
"[570374, 570670, 569102, 570160, 569845, 570329]",6,False,True,234.32,False
"[570712, 571091]",2,True,False,47.81,False
"[570300, 570623]",2,False,True,45.45,False
"[568581, 568809, 568810, 568812, 568621]",5,False,True,21.67,True
"[571093, 571094]",2,False,True,0.34,False
"[568726, 568727]",2,False,True,0.25,True
"[570059, 555367]",2,False,True,1468.87,True
"[520641, 548102, 518825, 521225, 521227, 564366, 515962]",7,False,True,4320.13,True
"[567078, 567079]",2,False,True,0.05,True
"[569696, 569866]",2,True,True,17.07,False
"[531265, 531011, 459623]",3,False,True,6109.43,True
"[569600, 569602, 569583, 569584, 569586, 569587, 569588, 569589, 569591, 569592, 569593, 569595, 569597, 569599]",14,False,False,0.31,False
"[567779, 565221, 568174, 568207, 576911, 568209, 567987, 562654]",8,False,True,1489.71,True
"[559713, 558850, 557700, 558855, 561518, 559311, 559152, 559312, 559155, 557747, 559675]",11,False,True,425.63,False
"[570696, 572835, 569789, 569791]",4,False,True,388.14,False
"[570760, 570761]",2,False,True,0.02,False
"[570224, 570236]",2,False,False,0.73,False
"[564507, 564279, 564247]",3,False,True,22.51,True
"[568550, 568366, 567662, 567694, 567667, 567833]",6,False,True,112.87,True
"[542850, 538247, 544009, 538254, 538261, 536361, 535978, 542896, 539190, 538294, 563271, 563272, 563273, 542794, 563274, 563275, 563276, 563277, 563278, 554191, 563280, 563281, 563282, 563283, 563279, 542804, 543451, 538229]",28,False,True,2182.07,False
"[557692, 557693, 557694]",3,False,True,0.0,False
"[561808, 561482, 561484]",3,False,True,32.73,False
"[561738, 561734]",2,True,True,0.14,False
"[568089, 568138]",2,False,True,5.6,False
"[406394, 406395]",2,False,True,0.02,False
"[561386, 561387]",2,False,True,0.04,True
"[561401, 561402]",2,False,True,0.06,True
"[569898, 569899]",2,False,True,0.04,False
"[569393, 549267, 549271]",3,False,True,1843.89,False
"[569888, 569890, 579938, 569032, 580107, 593711]",6,False,True,2290.9,True
"[568641, 568939, 569925]",3,False,True,157.18,False
"[566108, 566107, 565916, 565918, 566111]",5,False,True,16.35,True
"[566336, 567538, 568604, 566576]",4,False,True,263.84,False
"[568260, 569702]",2,False,True,162.81,True
"[569432, 569426]",2,True,True,0.18,False
"[559633, 561602, 449530, 462171]",4,False,True,9314.88,False
"[550800, 567006]",2,False,True,1471.02,False
"[558976, 558340, 558344, 568460, 558361, 569920, 558674, 558431, 558432, 558433, 560738, 558434, 558435, 558436, 558437, 558438, 558439, 558440, 558441, 558442, 558443, 558444, 558445, 558446, 558447, 558448, 558449, 558450, 558451, 558452, 558453, 558454, 558460, 558455]",34,False,True,1177.35,False
"[569945, 569395, 569431]",3,False,True,93.51,False
"[565640, 566698]",2,False,True,134.23,False
"[566379, 492311]",2,False,True,6428.17,False
