year,project,dependent_projects
2018,openstack/freezer-web-ui,1
2018,openstack/puppet-tacker,3
2018,openstack/paunch,18
2018,openstack/puppet-keystone,34
2018,openstack/charm-layer-openstack-principle,1
2018,openstack/neutron-vpnaas,3
2018,openstack/goal-tools,2
2018,openstack/charm-ceph-mon,40
2018,openstack/charm-interface-hacluster,2
2018,openstack/openstack-ansible-openstack_openrc,1
2018,openstack/python-tricircleclient,1
2018,openstack/oslo.log,1
2018,openstack/os-api-ref,1
2018,openstack/openstack-ansible-apt_package_pinning,1
2018,openstack/networking-l2gw-tempest-plugin,1
2018,openstack/charm-odl-controller,39
2018,openstack/charm-octavia-dashboard,0
2018,openstack/designate-tempest-plugin,2
2018,openstack/charm-tempest,39
2018,openstack/python-vitrageclient,2
2018,openstack/octavia-dashboard,3
2018,openstack/networking-powervm,1
2018,openstack/charm-vault,3
2018,openstack/puppet-designate,4
2018,openstack/python-searchlightclient,1
2018,openstack/openstack-ansible-os_heat,18
2018,openstack/kayobe,3
2018,openstack/heat-translator,3
2018,openstack/openstack-ansible-rabbitmq_server,2
2018,openstack/puppet-tripleo,29
2018,openstack/python-solumclient,1
2018,openstack/python-zaqarclient,1
2018,openstack/puppet-ec2api,3
2018,openstack/kuryr-libnetwork,4
2018,openstack/charm-manila-generic,39
2018,openstack/kuryr,1
2018,openstack/openstack-ansible-os_gnocchi,5
2018,openstack/python-cloudkittyclient,1
2018,openstack/tacker,25
2018,openstack/openstack-ansible-os_trove,19
2018,openstack/networking-midonet,5
2018,openstack/monasca-events-api,3
2018,openstack/cookbook-openstack-dns,1
2018,openstack/release-tools,3
2018,openstack/monasca-notification,3
2018,openstack/fuxi-kubernetes,1
2018,openstack/openstack-ansible-os_ceilometer,18
2018,openstack/tacker-specs,1
2018,openstack/cookbook-openstack-telemetry,4
2018,openstack/murano-dashboard,3
2018,openstack/qinling,2
2018,openstack/mistral-tempest-plugin,1
2018,openstack/python-muranoclient,3
2018,openstack/cookbook-openstack-network,4
2018,openstack/charm-ceph-proxy,39
2018,openstack/charm-specs,1
2018,openstack/tripleo-heat-templates,43
2018,openstack/charm-heat,40
2018,openstack/manila-image-elements,1
2018,openstack/ceilometer,26
2018,openstack/ironic,18
2018,openstack/oslo.serialization,7
2018,openstack/tripleo-quickstart-extras,27
2018,openstack/oslo.privsep,7
2018,openstack/charm-octavia,0
2018,openstack/openstack-ansible-repo_server,2
2018,openstack/puppet-openstacklib,29
2018,openstack/congress,3
2018,openstack/monasca-ceilometer,0
2018,openstack-infra/puppet-odsreg,1
2018,openstack/freezer,23
2018,openstack/puppet-monasca,1
2018,openstack/osc-lib,3
2018,openstack/heat-cfntools,1
2018,openstack/openstack-ansible-os_watcher,3
2018,openstack/charm-barbican-vault,0
2018,openstack/glance_store,3
2018,openstack/hacking,2
2018,openstack/oslo.policy,2
2018,openstack/tripleo-docs,6
2018,openstack/monasca-transform,2
2018,openstack/networking-bgpvpn,5
2018,openstack/charm-swift-storage,39
2018,openstack/openstack-ansible-os_keystone,32
2018,openstack/eslint-config-openstack,1
2018,openstack/puppet-qdr,3
2018,openstack/openstack-ansible-os_magnum,19
2018,openstack/devstack,40
2018,openstack/i18n,1
2018,openstack/puppet-panko,6
2018,openstack/ec2-api,4
2018,openstack/charm-manila,40
2018,openstack/manila-ui,2
2018,openstack/networking-ovn,4
2018,openstack/openstack-ansible-os_placement,0
2018,openstack/ansible-role-k8s-tripleo,1
2018,openstack/election,5
2018,openstack/masakari,25
2018,openstack/searchlight-ui,23
2018,openstack/devstack-plugin-kafka,2
2018,openstack/tripleo-upgrade,7
2018,openstack/charm-gnocchi,41
2018,openstack/puppet-heat,4
2018,openstack/openstack-ansible-os_nova,25
2018,openstack/openstack-ansible-os_glance,22
2018,openstack/python-dracclient,1
2018,openstack/puppet-ovn,2
2018,openstack/aodh,23
2018,openstack/charm-neutron-openvswitch,39
2018,openstack/training-labs,0
2018,openstack/openstack-ansible-os_cinder,21
2018,openstack/murano-agent,1
2018,openstack/castellan,3
2018,openstack/kolla-ansible,4
2018,openstack/rpm-packaging,4
2018,openstack/charm-cinder-ceph,39
2018,openstack/futurist,2
2018,openstack/governance,9
2018,openstack/openstack-helm-addons,1
2018,openstack/zaqar,30
2018,openstack/puppet-glare,3
2018,openstack/shade,6
2018,openstack/openstack-ansible-os_tempest,9
2018,openstack/kayobe-config-dev,1
2018,openstack/ovsdbapp,2
2018,openstack/python-cinderclient,3
2018,openstack/ansible-role-k8s-glance,1
2018,openstack/manila-tempest-plugin,2
2018,openstack/python-ironicclient,2
2018,openstack/releasestatus,1
2018,openstack/oslo.config,3
2018,openstack/osprofiler,1
2018,openstack/openstack-ansible-lxc_container_create,6
2018,openstack/oslo.i18n,1
2018,openstack/charm-nova-compute,39
2018,openstack/pbr,2
2018,openstack/rst2bash,2
2018,openstack/charm-nova-cloud-controller,40
2018,openstack/oslo.reports,1
2018,openstack/python-barbicanclient,1
2018,openstack/horizon,16
2018,openstack/trove,24
2018,openstack/activity-board,1
2018,openstack/openstack-ansible-memcached_server,2
2018,openstack/heat-agents,2
2018,openstack/charm-keystone,40
2018,openstack/openstack-ansible-os_molteniron,2
2018,openstack/liberasurecode,1
2018,openstack/solum-dashboard,2
2018,openstack/puppet-murano,2
2018,openstack/charms.ceph,2
2018,openstack/charm-rabbitmq-server,39
2018,openstack/charm-ceilometer,39
2018,openstack/karbor,1
2018,openstack/openstack-ansible-os_monasca-agent,2
2018,openstack/cookbook-openstack-ops-database,2
2018,openstack/sahara-tests,1
2018,openstack/cliff,2
2018,openstack/heat-tempest-plugin,23
2018,openstack/cookbook-openstack-common,8
2018,openstack-infra/vinz-webclient,1
2018,openstack/charm-interface-openstack-ha,0
2018,openstack/openstack-planet,1
2018,openstack/release-test,2
2018,openstack/trove-tempest-plugin,1
2018,openstack/cinder,15
2018,openstack/sahara-image-elements,1
2018,openstack/python-openstackclient,12
2018,openstack/tempest,29
2018,openstack/os-apply-config,19
2018,openstack/barbican-tempest-plugin,3
2018,openstack/openstack-ansible-os_barbican,18
2018,openstack/charm-cinder,39
2018,openstack/charm-glance,39
2018,openstack/sushy,1
2018,openstack/heat-templates,1
2018,openstack/charm-nova-lxd,39
2018,openstack/neutron,28
2018,openstack/openstack-ansible-os_cloudkitty,3
2018,openstack/designate,29
2018,openstack/neutron-lbaas-dashboard,1
2018,openstack/django_openstack_auth,0
2018,openstack/oslo.context,2
2018,openstack/puppet-mistral,5
2018,openstack/senlin-dashboard,3
2018,openstack/tap-as-a-service,1
2018,openstack/charm-designate-bind,40
2018,openstack/senlin,9
2018,openstack/monasca-log-api,4
2018,openstack/charm-nova-cell-controller,0
2018,openstack/dib-utils,18
2018,openstack/stevedore,1
2018,openstack/blazar,27
2018,openstack/devstack-plugin-zmq,1
2018,openstack/tricircle,1
2018,openstack/octavia-tempest-plugin,2
2018,openstack/puppet-tempest,5
2018,openstack/congress-dashboard,1
2018,openstack/debtcollector,1
2018,openstack/charm-swift-proxy,39
2018,openstack/ossa,2
2018,openstack/oslo.messaging,4
2018,openstack/devstack-plugin-container,1
2018,openstack/openstack-chef-repo,5
2018,openstack/charm-ceph-fs,39
2018,openstack/neutron-specs,1
2018,openstack/oslo.versionedobjects,2
2018,openstack/glance,9
2018,openstack/tenks,1
2018,openstack/puppet-oslo,2
2018,openstack/python-ironic-inspector-client,1
2018,openstack/monasca-agent,4
2018,openstack/tripleo-validations,5
2018,openstack/monasca-thresh,2
2018,openstack/charm-percona-cluster,39
2018,openstack/magnum,8
2018,openstack/ansible-config_template,2
2018,openstack/networking-generic-switch,4
2018,openstack/cookbook-openstack-integration-test,7
2018,openstack/charm-aodh,40
2018,openstack/fuxi,1
2018,openstack/openstack-ansible-tests,65
2018,openstack/charm-designate,40
2018,openstack/horizon-cisco-ui,1
2018,openstack/project-team-guide,3
2018,openstack/governance-sigs,2
2018,openstack/openstack-ansible-os_rally,5
2018,openstack/python-heatclient,3
2018,openstack/service-types-authority,2
2018,openstack/monasca-tempest-plugin,6
2018,openstack/cloudkitty-dashboard,2
2018,openstack/heat,44
2018,openstack/tooz,6
2018,openstack/puppet-openstack-integration,46
2018,openstack/charm-layer-openstack-api,1
2018,openstack/watcher-tempest-plugin,2
2018,openstack/cloudkitty-tempest-plugin,1
2018,openstack/cookbook-openstack-block-storage,4
2018,openstack/monasca-kibana-plugin,3
2018,openstack/glance-specs,2
2018,openstack/charm-openvswitch-odl,39
2018,openstack/ceilometer-powervm,1
2018,openstack/ansible-role-tripleo-modify-image,3
2018,openstack/mox3,1
2018,openstack/tripleo-puppet-elements,19
2018,openstack/openstack-ansible-os_monasca,2
2018,openstack/keystonemiddleware,2
2018,openstack/openstack-ansible-os_octavia,18
2018,openstack/openstack-ansible-rsyslog_server,1
2018,openstack/openstack-chef,4
2018,openstack/charm-cinder-backup,39
2018,openstack/monasca-analytics,1
2018,openstack/puppet-horizon,2
2018,openstack/python-freezerclient,2
2018,openstack/openstack-ansible-os_panko,4
2018,openstack/bifrost,5
2018,openstack/zuul-packaging,1
2018,openstack/swift,4
2018,openstack/cinder-specs,2
2018,openstack/designate-dashboard,1
2018,openstack/dragonflow,2
2018,openstack/murano-tempest-plugin,1
2018,openstack/charm-openstack-dashboard,39
2018,openstack/python-watcherclient,2
2018,openstack/searchlight,24
2018,openstack/openstack-ansible-os_blazar,2
2018,openstack/trove-dashboard,1
2018,openstack-infra/beaker-localhost,1
2018,openstack/openstack-ansible-galera_client,6
2018,openstack/puppet-glance,4
2018,openstack/openstacksdk,17
2018,openstack/oslo.vmware,1
2018,openstack/nova-specs,0
2018,openstack/puppet-freezer,3
2018,openstack/neutron-dynamic-routing,3
2018,openstack/puppet-nova,11
2018,openstack/instack-undercloud,32
2018,openstack/oslo-cookiecutter,1
2018,openstack/python-zunclient,3
2018,openstack/mistral,15
2018,openstack/self-healing-sig,1
2018,openstack/openstack-helm-infra,2
2018,openstack/python-qinlingclient,2
2018,openstack/openstack-ansible-pip_install,7
2018,openstack/virtualbmc,2
2018,openstack/nova,26
2018,openstack/oslo.middleware,1
2018,openstack/openstack-ansible,38
2018,openstack/openstack-manuals,6
2018,openstack/sushy-tools,1
2018,openstack/monasca-ui,5
2018,openstack/monasca-common,5
2018,openstack/oslosphinx,0
2018,openstack/patrole,6
2018,openstack/openstack-ansible-os_sahara,19
2018,openstack/heat-dashboard,3
2018,openstack/blazar-dashboard,4
2018,openstack/freezer-tempest-plugin,1
2018,openstack/python-blazarclient,5
2018,openstack-infra/beaker-nodepool,1
2018,openstack/cookbook-openstack-orchestration,2
2018,openstack/vitrage,27
2018,openstack/puppet-magnum,3
2018,openstack/python-glanceclient,3
2018,openstack/os-client-config,2
2018,openstack/openstack-ansible-ops,3
2018,openstack/nova-powervm,3
2018,openstack/tripleo-repos,1
2018,openstack/murano,4
2018,openstack/openstack-ansible-os_neutron,23
2018,openstack/charm-ceph,1
2018,openstack/os-net-config,18
2018,openstack/neutron-tempest-plugin,11
2018,openstack/neutron-lib,14
2018,openstack/python-saharaclient,2
2018,openstack/astara,1
2018,openstack/cue-dashboard,1
2018,openstack/freezer-api,25
2018,openstack/openstack-ansible-os_zaqar,4
2018,openstack/python-monascaclient,1
2018,openstack/puppet-sahara,3
2018,openstack/astara-appliance,1
2018,openstack/openstack-ansible-os_designate,19
2018,openstack/openstack-ansible-os_swift,19
2018,openstack/openstack-ansible-haproxy_server,3
2018,openstack/oslo.concurrency,2
2018,openstack/networking-onos,0
2018,openstack/os-vif,4
2018,openstack/charms.openstack,42
2018,openstack/adjutant,0
2018,openstack/charm-nova-compute-proxy,39
2018,openstack/mistral-specs,2
2018,openstack/blazar-nova,3
2018,openstack/instack,4
2018,openstack/fuxi-golang,1
2018,openstack/tripleo-image-elements,19
2018,openstack/python-novaclient,3
2018,openstack/cyborg-specs,2
2018,openstack/networking-odl,7
2018,openstack/tripleo-ipsec,1
2018,openstack/puppet-rally,1
2018,openstack/openstack-ansible-os_congress,3
2018,openstack/murano-pkg-check,1
2018,openstack/cookbook-openstack-compute,5
2018,openstack/manila,27
2018,openstack/ansible-role-python_venv_build,38
2018,openstack/bashate,1
2018,openstack/ironic-tempest-plugin,3
2018,openstack/charm-layer-openstack,8
2018,openstack/tripleo-ci,32
2018,openstack/networking-hyperv,1
2018,openstack/cookbook-openstack-bare-metal,2
2018,openstack/zun-tempest-plugin,1
2018,openstack/cinder-tempest-plugin,2
2018,openstack/os-loganalyze,2
2018,openstack/puppet-watcher,3
2018,openstack/puppet-cinder,9
2018,openstack/openstack-ansible-rsyslog_client,1
2018,openstack/automaton,1
2018,openstack/sahara,26
2018,openstack/python-pankoclient,1
2018,openstack/vitrage-dashboard,1
2018,openstack/puppet-zaqar,3
2018,openstack/magnum-ui,3
2018,openstack/neutron-fwaas-dashboard,1
2018,openstack/compute-hyperv,3
2018,openstack/puppet-trove,4
2018,openstack/kolla,8
2018,openstack/vitrage-tempest-plugin,1
2019,openstack/ironic-ui,1
2019,openstack/puppet-swift,2
2019,openstack/openstack-ansible-os_almanach,1
2019,openstack/puppet-ironic,6
2019,openstack/neutron-vpnaas-dashboard,2
2019,openstack/openstack-helm,2
2019,openstack/devstack-plugin-ceph,3
2019,openstack/charm-ceilometer-agent,24
2019,openstack/python-masakariclient,2
2019,openstack/ui-cookiecutter,1
2019,openstack/tosca-parser,1
2019,openstack/openstack-zuul-jobs,44
2019,openstack/blazar-tempest-plugin,2
2019,openstack/kuryr-tempest-plugin,1
2019,openstack/cookbook-openstack-image,4
2019,openstack/puppet-cloudkitty,1
2019,openstack/neutron-lbaas,2
2019,openstack/fuel-menu,1
2019,openstack/ironic-inspector,4
2019,openstack/python-magnumclient,1
2019,openstack/python-karborclient,0
2019,openstack/os-win,0
2019,openstack/taskflow,1
2019,openstack/neutron-fwaas,5
2019,openstack/charm-deployment-guide,2
2019,openstack/fuel-nailgun-agent,1
2019,openstack/openstack-ansible-os_horizon,4
2019,openstack/ironic-python-agent,3
2019,openstack/python-octaviaclient,1
2019,openstack/tripleo-quickstart,10
2019,openstack/keystone-tempest-plugin,0
2019,openstack/openstack-ansible-lxc_hosts,3
2019,openstack/fuel-ui,1
2019,openstack/masakari-monitors,1
2019,openstack/puppet-congress,1
2019,openstack/python-tripleoclient,15
2019,openstack/tripleo-operator-ansible,0
2019,openstack/charm-barbican-softhsm,24
2019,openstack/puppet-octavia,4
2019,openstack/oslo.rootwrap,0
2019,openstack/ironic-lib,2
2019,openstack/tripleo-ui,1
2019,openstack/ceilometermiddleware,0
2019,openstack/cookbook-openstackclient,7
2019,openstack/governance-uc,1
2019,openstack/openstack-ansible-os_searchlight,1
2019,openstack/python-keystoneclient,1
2019,openstack/puppet-vswitch,1
2019,openstack/diskimage-builder,4
2019,openstack/ansible-role-systemd_service,3
2019,openstack/project-config,90
2019,openstack/puppet-manila,4
2019,openstack/charm-ceph-osd,1
2019,openstack/murano-deployment,1
2019,openstack/karbor-dashboard,1
2019,openstack/solum,1
2019,openstack/oslotest,0
2019,openstack/oslo.cache,0
2019,openstack/zun,6
2019,openstack/watcher-dashboard,1
2019,openstack/charm-guide,5
2019,openstack/python-aodhclient,0
2019,openstack/python-manilaclient,2
2019,openstack/puppet-ceph,2
2019,openstack/security-doc,2
2019,openstack/charm-glance-simplestreams-sync,24
2019,openstack/telemetry-tempest-plugin,1
2019,openstack/fuel-stats,1
2019,openstack/barbican,5
2019,openstack/python-mistralclient,1
2019,openstack/cloudkitty-specs,1
2019,openstack/os-service-types,1
2019,openstack/placement,8
2019,openstack/mistral-lib,3
2019,openstack/senlin-tempest-plugin,1
2019,openstack/fuel-agent,1
2019,openstack/charm-neutron-dynamic-routing,0
2019,openstack/openstack-ansible-os_masakari,2
2019,openstack/masakari-dashboard,1
2019,openstack/openstack-ansible-plugins,3
2019,openstack/loci,2
2019,openstack/cookbook-openstack-ops-messaging,0
2019,openstack/pymod2pkg,1
2019,openstack/python-congressclient,1
2019,openstack/sahara-dashboard,1
2019,openstack/ansible-role-systemd_networkd,0
2019,openstack/kuryr-kubernetes,2
2019,openstack/openstack-ansible-os_ironic,7
2019,openstack/python-designateclient,1
2019,openstack/puppet-vitrage,1
2019,openstack-infra/opendev-website,1
2019,openstack/openstack-virtual-baremetal,1
2019,openstack/contributor-guide,1
2019,openstack/keystoneauth,2
2019,openstack/devstack-gate,4
2019,openstack/puppet-gnocchi,3
2019,openstack/charm-interface-neutron-plugin-api-subordinate,1
2019,openstack/puppet-pacemaker,2
2019,openstack/python-troveclient,1
2019,openstack/puppet-ceilometer,2
2019,openstack/charm-keystone-ldap,0
2019,openstack/mistral-dashboard,1
2019,openstack/fuel-plugin-murano,1
2019,openstack/os-brick,3
2019,openstack/grenade,5
2019,openstack/zaqar-ui,2
2019,openstack/python-swiftclient,1
2019,openstack/pycadf,1
2019,openstack/os-resource-classes,3
2019,openstack/networking-sfc,1
2019,openstack/puppet-openstack-cookiecutter,3
2019,openstack/oslo.service,2
2019,openstack/ansible-role-k8s-mariadb,4
2019,openstack/charm-hacluster,24
2019,openstack/openstack-ansible-os_manila,2
2019,openstack/monasca-statsd,0
2019,openstack/openstackclient,1
2019,openstack/rally-openstack,4
2019,openstack/openstack-ansible-nspawn_container_create,2
2019,openstack/puppet-aodh,3
2019,openstack/tacker-horizon,0
2019,openstack/monasca-api,8
2019,openstack/keystone,6
2019,openstack/monasca-persister,4
2019,openstack/ansible-role-uwsgi,4
2019,openstack/cyborg,1
2019,openstack/mistral-extra,1
2019,openstack/requirements,85
2019,openstack/oslo.limit,1
2019,openstack/osc-placement,3
2019,openstack/openstack-doc-tools,1
2019,openstack/fuel-devops,1
2019,openstack/fuel-virtualbox,1
2019,openstack/charm-placement,3
2019,openstack/cookbook-openstack-dashboard,2
2019,openstack/python-neutronclient,1
2019,openstack/networking-l2gw,2
2019,openstack/charm-ceph-radosgw,2
2019,openstack/cookbook-openstack-identity,6
2019,openstack/releases,38
2019,openstack/tripleo-common,17
2019,openstack/cloudkitty,5
2019,openstack/openstack-ansible-ceph_client,1
2019,openstack/openstack-ansible-repo_build,5
2019,openstack/oslo.utils,3
2019,openstack/panko,1
2019,openstack/ansible-role-container-registry,2
2019,openstack/puppet-openstack_spec_helper,5
2019,openstack/ansible-hardening,1
2019,openstack/fuel-specs,1
2019,openstack/octavia,9
2019,openstack/zun-ui,2
2019,openstack/puppet-placement,3
2019,openstack/puppet-neutron,9
2019,openstack/python-senlinclient,1
2019,openstack/openstack-ansible-os_murano,1
2019,openstack/rally,1
2019,openstack/ironic-specs,0
2019,openstack/oslo.db,0
2019,openstack/charm-neutron-api,5
2019,openstack/openstack-ansible-openstack_hosts,6
2019,openstack/python-tackerclient,0
2019,openstack/charm-barbican,24
2019,openstack/openstack-ansible-os_aodh,5
2019,openstack/networking-bagpipe,10
2019,openstack/puppet-tripleo,23
2019,openstack/tripleo-quickstart-extras,12
2019,openstack/python-solumclient,1
2019,openstack/puppet-openstacklib,15
2019,openstack/openstackdocstheme,1
2019,openstack/puppet-barbican,2
2019,openstack/charm-neutron-gateway,26
2019,openstack/masakari-specs,0
2019,openstack/openstack-ansible-os_zun,7
2019,openstack/fuel-nailgun-extension-iac,1
2019,openstack/operations-guide,2
2019,openstack/freezer-web-ui,1
2019,openstack/puppet-tacker,1
2019,openstack/paunch,5
2019,openstack/reviewstats,1
2019,openstack/puppet-keystone,6
2019,openstack/neutron-vpnaas,2
2019,openstack/charm-ceph-mon,2
2019,openstack/openstack-ansible-openstack_openrc,1
2019,openstack/ansible-role-k8s-cookiecutter,1
2019,openstack/heat-translator,0
2019,openstack/openstack-ansible-apt_package_pinning,1
2019,openstack/networking-l2gw-tempest-plugin,1
2019,openstack/ironic-python-agent-builder,3
2019,openstack/networking-powervm,1
2019,openstack/openstack-ansible-nspawn_hosts,2
2019,openstack/oslo.log,1
2019,openstack/masakari,3
2019,openstack/ansible-role-systemd_mount,0
2019,openstack/kayobe,5
2019,openstack/openstack-ansible-os_heat,4
2019,openstack/openstack-ansible-repo_server,2
2019,openstack/puppet-designate,2
2019,openstack/charm-vault,24
2019,openstack/charm-tempest,24
2019,openstack/octavia-dashboard,2
2019,openstack/python-vitrageclient,2
2019,openstack/charm-octavia-dashboard,24
2019,openstack/designate-tempest-plugin,1
2019,openstack/python-searchlightclient,1
2019,openstack/congress,4
2019,openstack/charm-neutron-api-genericswitch,1
2019,openstack/monasca-ceilometer,0
2019,openstack/kuryr,1
2019,openstack/openstack-ansible-os_gnocchi,5
2019,openstack/shotgun,1
2019,openstack/sahara-plugin-storm,10
2019,openstack/python-cloudkittyclient,2
2019,openstack/openstack-ansible-os_trove,3
2019,openstack/tacker,3
2019,openstack/networking-midonet,8
2019,openstack/monasca-events-api,2
2019,openstack/cookbook-openstack-dns,1
2019,openstack/monasca-notification,3
2019,openstack/openstack-ansible-os_ceilometer,6
2019,openstack/fuel-nailgun-extension-cluster-upgrade,1
2019,openstack/murano-dashboard,1
2019,openstack/qinling,1
2019,openstack/mistral-tempest-plugin,1
2019,openstack/cookbook-openstack-network,4
2019,openstack/congress-tempest-plugin,3
2019,openstack/tripleo-ansible,10
2019,openstack/networking-baremetal,1
2019,openstack/openstack-ansible-os_tacker,2
2019,openstack/fuel-octane,1
2019,openstack/openstack-ansible-rabbitmq_server,18
2019,openstack/charm-manila-generic,24
2019,openstack/openstack-ansible-galera_server,5
2019,openstack/ironic,18
2019,openstack/ceilometer,4
2019,openstack/charm-heat,24
2019,openstack/tripleo-heat-templates,37
2019,openstack/puppet-openstack-guide,1
2019,openstack/charm-ceph-proxy,24
2019,openstack/charm-interface-ceph-rbd-mirror,1
2019,openstack/watcher,5
2019,openstack/ansible-role-k8s-keystone,2
2019,openstack/python-zaqarclient,1
2019,openstack/storlets,1
2019,openstack/freezer,1
2019,openstack/osc-lib,1
2019,openstack/charm-interface-pacemaker-remote,1
2019,openstack/openstack-ansible-os_watcher,1
2019,openstack/charm-barbican-vault,0
2019,openstack/glance_store,2
2019,openstack/neutron-interconnection,1
2019,openstack/hacking,1
2019,openstack/oslo.policy,2
2019,openstack/monasca-transform,1
2019,openstack/sahara-plugin-mapr,7
2019,openstack/tuning-box,1
2019,openstack/fuel-dev-tools,1
2019,openstack/ansible-role-k8s-tripleo,3
2019,openstack/networking-bgpvpn,8
2019,openstack/openstack-ansible-os_keystone,6
2019,openstack/puppet-ec2api,1
2019,openstack/oslo.privsep,3
2019,openstack/tripleo-docs,6
2019,openstack/charm-octavia,26
2019,openstack/openstack-ansible-os_placement,5
2019,openstack/networking-ovn,10
2019,openstack/kuryr-libnetwork,3
2019,openstack/manila-ui,4
2019,openstack/ec2-api,0
2019,openstack/puppet-panko,1
2019,openstack/devstack,20
2019,openstack/openstack-ansible-os_magnum,2
2019,openstack/puppet-qdr,2
2019,openstack/charm-swift-storage,1
2019,openstack/charm-manila,24
2019,openstack/election,2
2019,openstack/charm-swift-proxy,1
2019,openstack/ansible-role-collect-logs,3
2019,openstack/aodh,1
2019,openstack/charm-neutron-openvswitch,28
2019,openstack/fuel-web,1
2019,openstack/openstack-ansible-os_cinder,10
2019,openstack/training-labs,0
2019,openstack/castellan,1
2019,openstack/rpm-packaging,3
2019,openstack/murano-agent,1
2019,openstack/charm-cinder-ceph,25
2019,openstack/governance,8
2019,openstack/openstack-helm-addons,1
2019,openstack/zaqar,1
2019,openstack/puppet-glare,1
2019,openstack/shade,0
2019,openstack/puppet-ovn,1
2019,openstack/kayobe-config-dev,1
2019,openstack/ovsdbapp,1
2019,openstack/charm-octavia-diskimage-retrofit,0
2019,openstack/python-cinderclient,0
2019,openstack/ansible-role-k8s-glance,3
2019,openstack/manila-tempest-plugin,2
2019,openstack/qinling-dashboard,1
2019,openstack/python-ironicclient,3
2019,openstack/oslo.config,0
2019,openstack/puppet-openstack-integration,17
2019,openstack/cinder,9
2019,openstack/oslo.upgradecheck,1
2019,openstack/sahara-image-elements,0
2019,openstack/ha-guide,1
2019,openstack/devstack-plugin-container,0
2019,openstack/openstack-ansible-os_tempest,16
2019,openstack/cyborg-tempest-plugin,1
2019,openstack/python-dracclient,1
2019,openstack/openstack-ansible-os_glance,5
2019,openstack/oslo.reports,1
2019,openstack/python-barbicanclient,0
2019,openstack/horizon,20
2019,openstack/trove,2
2019,openstack/heat-agents,1
2019,openstack/openstack-ansible-memcached_server,3
2019,openstack/charm-keystone,1
2019,openstack/openstack-ansible-os_molteniron,1
2019,openstack/solum-dashboard,1
2019,openstack/ansible-role-atos-hsm,0
2019,openstack/puppet-murano,1
2019,openstack/charms.ceph,2
2019,openstack/charm-rabbitmq-server,0
2019,openstack/charm-ceilometer,24
2019,openstack/openstack-ansible-os_monasca-agent,1
2019,openstack/karbor,1
2019,openstack/sahara-tests,1
2019,openstack/openstack-ansible-os_nova,11
2019,openstack/puppet-heat,3
2019,openstack/charm-gnocchi,1
2019,openstack/tripleo-upgrade,1
2019,openstack/devstack-plugin-kafka,0
2019,openstack/kolla-ansible,4
2019,openstack/stackviz,1
2019,openstack/osprofiler,0
2019,openstack/openstack-ansible-lxc_container_create,5
2019,openstack/charm-pacemaker-remote,25
2019,openstack/tempest-tripleo-ui,1
2019,openstack/cookbook-openstack-common,9
2019,openstack/cliff,2
2019,openstack/heat-tempest-plugin,2
2019,openstack/ansible-role-thales-hsm,0
2019,openstack/cinderlib,2
2019,openstack/puppet-crane,2
2019,openstack/neutron-specs,6
2019,openstack/openstack-ansible-os_mistral,4
2019,openstack/charm-glance,24
2019,openstack/sushy,1
2019,openstack/fuel-ostf,1
2019,openstack/puppet-senlin,1
2019,openstack/neutron,28
2019,openstack/fuel-nailgun-extension-converted-serializers,1
2019,openstack/fuel-library,1
2019,openstack/openstack-ansible-os_cloudkitty,2
2019,openstack/designate,4
2019,openstack/neutron-lbaas-dashboard,2
2019,openstack/oslo.context,0
2019,openstack/congress-dashboard,1
2019,openstack/puppet-mistral,3
2019,openstack/charm-cinder,0
2019,openstack/senlin-dashboard,2
2019,openstack/charm-designate-bind,24
2019,openstack/coverage2sql,1
2019,openstack/senlin,5
2019,openstack/monasca-log-api,2
2019,openstack/charm-interface-placement,1
2019,openstack/stevedore,0
2019,openstack/charm-nova-cell-controller,1
2019,openstack/blazar,1
2019,openstack/openstack-helm-images,3
2019,openstack/xstatic-jasmine,1
2019,openstack/ironic-prometheus-exporter,0
2019,openstack/tricircle,2
2019,openstack/octavia-tempest-plugin,4
2019,openstack/puppet-tempest,2
2019,openstack/tap-as-a-service,1
2019,openstack/openstack-ansible-os_barbican,4
2019,openstack/barbican-tempest-plugin,1
2019,openstack/os-apply-config,0
2019,openstack/ansible-role-k8s-cinder,1
2019,openstack/glance,10
2019,openstack/tenks,0
2019,openstack/puppet-oslo,32
2019,openstack/python-ironic-inspector-client,1
2019,openstack/monasca-agent,2
2019,openstack/tripleo-validations,7
2019,openstack/monasca-thresh,0
2019,openstack/charm-percona-cluster,24
2019,openstack/octavia-lib,2
2019,openstack/ansible-config_template,2
2019,openstack/sahara-plugin-ambari,6
2019,openstack/heat,6
2019,openstack/networking-generic-switch,1
2019,openstack/cookbook-openstack-integration-test,3
2019,openstack/charm-aodh,24
2019,openstack/os-traits,4
2019,openstack/python-openstackclient,9
2019,openstack/tempest,22
2019,openstack/magnum,3
2019,openstack/ossa,2
2019,openstack/monasca-tempest-plugin,2
2019,openstack/service-types-authority,3
2019,openstack/charm-ceph-fs,24
2019,openstack/python-heatclient,1
2019,openstack/openstack-ansible-os_rally,2
2019,openstack/governance-sigs,4
2019,openstack/project-team-guide,2
2019,openstack/charm-interface-keystone,1
2019,openstack/charm-designate,24
2019,openstack/openstack-ansible-tests,56
2019,openstack/charm-ceph-rbd-mirror,2
2019,openstack/auto-scaling-sig,1
