year,project,dependent_projects
2016,openstack/charm-designate,0
2016,openstack/openstack-ansible-security,42
2016,openstack/pyeclib,1
2016,openstack/horizon-cisco-ui,24
2016,openstack/openstack-ansible-pip_lock_down,42
2016,openstack/project-team-guide,2
2016,openstack/openstack-ansible-os_rally,44
2016,openstack/python-heatclient,38
2016,openstack/cloudkitty-dashboard,0
2016,openstack/ossa,2
2016,openstack/magnum,19
2016,openstack/django_openstack_auth,2
2016,openstack/python-openstackclient,32
2016,openstack/tempest,17
2016,openstack/barbican-tempest-plugin,1
2016,openstack/trove,30
2016,openstack/networking-generic-switch,2
2016,openstack/python-barbicanclient,35
2016,openstack/tripleo-puppet-elements,6
2016,openstack/openstack-ansible-os_monasca,42
2016,openstack/keystonemiddleware,25
2016,openstack/openstack-ansible-rsyslog_server,42
2016,openstack/python-fuelclient,2
2016,openstack/monasca-analytics,1
2016,openstack/puppet-horizon,4
2016,openstack/python-freezerclient,1
2016,openstack/bifrost,0
2016,openstack/keystone-specs,1
2016,openstack/swift,27
2016,openstack/designate-dashboard,1
2016,openstack/dragonflow,5
2016,openstack/fuel-plugins,35
2016,openstack/python-watcherclient,37
2016,openstack/searchlight,46
2016,openstack/vitrage,0
2016,openstack/python-glanceclient,55
2016,openstack/murano-pkg-check,1
2016,openstack/cookbook-openstack-compute,7
2016,openstack/charm-interface-neutron-plugin,1
2016,openstack/manila,52
2016,openstack/fuel-main,9
2016,openstack/ceilometer-powervm,0
2016,openstack/bashate,35
2016,openstack/glance-specs,1
2016,openstack/trove-dashboard,0
2016,openstack/oslo.vmware,1
2016,openstack/horizon,48
2016,openstack/nova-specs,0
2016,openstack/neutron-dynamic-routing,7
2016,openstack/puppet-nova,36
2016,openstack/instack-undercloud,27
2016,openstack/openstack-health,1
2016,openstack/docs-specs,1
2016,openstack/python-keystoneclient-kerberos,1
2016,openstack/mistral,66
2016,openstack/python-zunclient,2
2016,openstack/openstack-ansible-pip_install,42
2016,openstack/nova,51
2016,openstack/os-cloud-config,38
2016,openstack/openstack-ansible-os_sahara,42
2016,openstack/cookbook-openstack-orchestration,3
2016,openstack/monasca-common,2
2016,openstack/fuel-qa,7
2016,openstack/monasca-ui,2
2016,openstack/openstack-manuals,16
2016,openstack/openstack-ansible,49
2016,openstack/oslo.middleware,2
2016,openstack/openstack-ansible-galera_client,42
2016,openstack/cookbook-openstack-block-storage,5
2016,openstack/fuel-mirror,2
2016,openstack/puppet-magnum,23
2016,openstack/cookbook-openstack-bare-metal,2
2016,openstack/astara,7
2016,openstack/freezer-api,3
2016,openstack/python-monascaclient,1
2016,openstack/fuel-docs,5
2016,openstack/puppet-sahara,24
2016,openstack/astara-appliance,1
2016,openstack/openstack-ansible-os_designate,44
2016,openstack/openstack-ansible-haproxy_server,44
2016,openstack/openstack-ansible-os_swift,43
2016,openstack/oslo.concurrency,1
2016,openstack/charms.openstack,3
2016,openstack/blazar-nova,1
2016,openstack/python-novaclient,38
2016,openstack/app-catalog-ui,1
2016,openstack/app-catalog,1
2016,openstack/tooz,1
2016,openstack/puppet-glance,29
2016,openstack/oslo.i18n,0
2016,openstack/charm-nova-compute,1
2016,openstack/pbr,0
2016,openstack/tripleo-ci,11
2016,openstack/charm-nova-cloud-controller,1
2016,openstack/keystoneauth-saml2,1
2016,openstack/python-saharaclient,44
2016,openstack/murano-apps,3
2016,openstack/os-vif,0
2016,openstack/os-net-config,0
2016,openstack/puppet-watcher,22
2016,openstack/kolla,8
2016,openstack/neutron-lib,31
2016,openstack/puppet-trove,24
2016,openstack/compute-hyperv,2
2016,openstack/puppet-zaqar,10
2016,openstack/magnum-ui,27
2016,openstack/vitrage-dashboard,0
2016,openstack/openstack-ansible-rsyslog_client,42
2016,openstack/puppet-cinder,28
2016,openstack/api-site,6
2016,openstack/sahara,49
2016,openstack/networking-odl,4
2016,openstack/fuel-astute,4
2016,openstack/tripleo-image-elements,3
2016,openstack/openstack-ansible-os_zaqar,44
2016,openstack/os-client-config,0
2016,openstack/openstack-ansible-ops,13
2016,openstack/networking-hyperv,2
2016,openstack/nova-powervm,0
2016,openstack/openstack-ansible-os_neutron,45
2016,openstack/murano,41
2016,openstack/charm-ceph,2
2017,openstack/networking-calico,2
2017,openstack/ui-cookiecutter,12
2017,openstack/tosca-parser,1
2017,openstack/openstack-zuul-jobs,55
2017,openstack/tripleo-quickstart,15
2017,openstack/puppet-manila,3
2017,openstack/oslo.cache,1
2017,openstack/karbor-dashboard,0
2017,openstack/charm-ceph-osd,27
2017,openstack/puppet-openstack_extras,1
2017,openstack/os-testr,2
2017,openstack/openstack-ansible-lxc_hosts,9
2017,openstack/python-masakariclient,0
2017,openstack/neutron-lbaas,17
2017,openstack/openstack-helm,1
2017,openstack/ironic-ui,0
2017,openstack/neutron-vpnaas-dashboard,3
2017,openstack/puppet-ironic,9
2017,openstack/openstack-ansible-os_almanach,3
2017,openstack/cookbook-openstack-image,1
2017,openstack/keystone-tempest-plugin,2
2017,openstack/fuel-menu,0
2017,openstack/ironic-inspector,6
2017,openstack/puppet-cloudkitty,1
2017,openstack/python-magnumclient,1
2017,openstack/manila-specs,1
2017,openstack/python-karborclient,1
2017,openstack/kuryr-tempest-plugin,2
2017,openstack/oslotest,2
2017,openstack/ceilometermiddleware,0
2017,openstack/solum,3
2017,openstack/cookbook-openstack-identity,1
2017,openstack/taskflow,1
2017,openstack/cookiecutter,1
2017,openstack/watcher,1
2017,openstack/networking-l2gw,3
2017,openstack/kuryr-kubernetes,14
2017,openstack/python-tripleoclient,22
2017,openstack/charm-barbican-softhsm,12
2017,openstack/puppet-octavia,3
2017,openstack/oslo.rootwrap,0
2017,openstack/ironic-lib,2
2017,openstack/tripleo-ui,4
2017,openstack/solum-tempest-plugin,1
2017,openstack/zaqar-tempest-plugin,1
2017,openstack/python-brick-cinderclient-ext,0
2017,openstack/openstack-ansible-os_searchlight,2
2017,openstack/python-keystoneclient,6
2017,openstack/puppet-vswitch,2
2017,openstack/diskimage-builder,6
2017,openstack/project-config,196
2017,openstack/security-doc,1
2017,openstack/fuel-ui,1
2017,openstack/monasca-specs,1
2017,openstack/puppet-ceph,3
2017,openstack/python-manilaclient,2
2017,openstack/python-aodhclient,1
2017,openstack/watcher-dashboard,1
2017,openstack/zun,8
2017,openstack/os-win,5
2017,openstack/puppet-gnocchi,4
2017,openstack/fuel-nailgun-agent,2
2017,openstack/charm-interface-manila-plugin,2
2017,openstack/monasca-api,13
2017,openstack/os-brick,3
2017,openstack/requirements,80
2017,openstack/python-mistralclient,1
2017,openstack/os-service-types,1
2017,openstack/mistral-lib,1
2017,openstack/fuel-agent,3
2017,openstack/openstack-ansible-plugins,10
2017,openstack/salt-formula-cinder,1
2017,openstack/loci,1
2017,openstack/cookbook-openstack-ops-messaging,2
2017,openstack/python-congressclient,2
2017,openstack/sahara-dashboard,4
2017,openstack/puppet-ceilometer,5
2017,openstack/python-troveclient,1
2017,openstack/puppet-pacemaker,6
2017,openstack/devstack-gate,10
2017,openstack/charm-keystone-ldap,0
2017,openstack/keystoneauth,5
2017,openstack/puppet-vitrage,2
2017,openstack/python-designateclient,1
2017,openstack/openstack-ansible-os_ironic,15
2017,openstack/fuel-stats,1
2017,openstack/election,1
2017,openstack/networking-baremetal,0
2017,openstack/charm-swift-proxy,27
2017,openstack/keystone,14
2017,openstack/monasca-persister,4
2017,openstack/bandit,2
2017,openstack/cyborg,2
2017,openstack/charm-deployment-guide,2
2017,openstack/openstack-ansible-os_horizon,17
2017,openstack/ironic-python-agent,4
2017,openstack/python-octaviaclient,4
2017,openstack/puppet-swift,6
2017,openstack/puppet-congress,1
2017,openstack/mistral-dashboard,0
2017,openstack/barbican,4
2017,openstack/kolla-kubernetes,1
2017,openstack/grenade,7
2017,openstack/zaqar-ui,14
2017,openstack/python-swiftclient,1
2017,openstack/pycadf,1
2017,openstack/neutron-fwaas,18
2017,openstack/networking-sfc,10
2017,openstack/ansible-role-k8s-mariadb,1
2017,openstack/charm-hacluster,27
2017,openstack/charm-neutron-api-odl,38
2017,openstack/monasca-statsd,2
2017,openstack/reno,3
2017,openstack/puppet-aodh,4
2017,openstack/tacker-horizon,1
2017,openstack/cookbook-openstack-dashboard,1
2017,openstack/fuel-devops,0
2017,openstack/openstack-doc-tools,3
2017,openstack/python-neutronclient,3
2017,openstack/osc-placement,1
2017,openstack/mistral-extra,1
2017,openstack/oslo.service,0
2017,openstack/salt-formula-nova,1
2017,openstack/designate-tempest-plugin,3
2017,openstack/openstack-ansible-rabbitmq_server,2
2017,openstack/releases,28
2017,openstack/devstack-plugin-amqp1,1
2017,openstack/molteniron,1
2017,openstack/tripleo-common,36
2017,openstack/cloudkitty,1
2017,openstack/openstack-ansible-ceph_client,2
2017,openstack/oslo.utils,0
2017,openstack/openstack-ansible-repo_build,4
2017,openstack/reviewday,1
2017,openstack/panko,2
2017,openstack/puppet-openstack_spec_helper,4
2017,openstack/ansible-hardening,3
2017,openstack/octavia,14
2017,openstack/openstack-ansible-os_monasca-ui,1
2017,openstack/zun-ui,15
2017,openstack/python-senlinclient,4
2017,openstack/openstackdocstheme,7
2017,openstack/rally,1
2017,openstack/ironic-specs,3
2017,openstack/oslo.db,10
2017,openstack/charm-neutron-api,28
2017,openstack/python-gnocchiclient,1
2017,openstack/openstack-ansible-openstack_hosts,37
2017,openstack/python-tackerclient,1
2017,openstack/ansible-role-redhat-subscription,1
2017,openstack/charm-barbican,12
2017,openstack/openstack-ansible-os_aodh,15
2017,openstack/oslo.log,11
2017,openstack/puppet-neutron,6
2017,openstack/puppet-barbican,3
2017,openstack/charm-neutron-gateway,27
2017,openstack/salt-formula-opencontrail,1
2017,openstack/gnocchi,2
2017,openstack/fuel-nailgun-extension-iac,1
2017,openstack/charm-ceph-radosgw,27
2017,openstack/freezer-web-ui,1
2017,openstack/puppet-tacker,1
2017,openstack/paunch,3
2017,openstack/puppet-keystone,5
2017,openstack/magnum-tempest-plugin,2
2017,openstack/neutron-vpnaas,16
2017,openstack/charm-ceph-mon,28
2017,openstack/os-collect-config,13
2017,openstack/charm-interface-hacluster,3
2017,openstack/networking-bagpipe,4
2017,openstack/openstack-ansible-openstack_openrc,2
2017,openstack/heat-translator,1
2017,openstack/salt-formula-swift,1
2017,openstack/openstack-ansible-apt_package_pinning,1
2017,openstack/networking-l2gw-tempest-plugin,1
2017,openstack/searchlight-ui,0
2017,openstack/python-vitrageclient,1
2017,openstack/octavia-dashboard,2
2017,openstack/charm-tempest,12
2017,openstack/python-searchlightclient,0
2017,openstack/networking-powervm,1
2017,openstack/puppet-designate,1
2017,openstack/openstack-ansible-os_heat,16
2017,openstack/masakari,15
2017,openstack/os-api-ref,3
2017,openstack/openstack-ansible-os_tacker,2
2017,openstack/puppet-tripleo,29
2017,openstack/puppet-openstacklib,15
2017,openstack/charm-manila-generic,13
2017,openstack/kuryr,10
2017,openstack/openstack-ansible-os_gnocchi,16
2017,openstack/tacker,3
2017,openstack/openstack-ansible-os_trove,2
2017,openstack/networking-midonet,14
2017,openstack/monasca-events-api,1
2017,openstack/release-tools,2
2017,openstack/monasca-notification,2
2017,openstack/openstack-ansible-os_ceilometer,16
2017,openstack/oslo.serialization,2
2017,openstack/fuel-nailgun-extension-cluster-upgrade,1
2017,openstack/murano-dashboard,13
2017,openstack/cookbook-openstack-telemetry,1
2017,openstack/qinling,0
2017,openstack/mistral-tempest-plugin,1
2017,openstack/python-muranoclient,2
2017,openstack/cookbook-openstack-network,2
2017,openstack/charm-ceph-proxy,27
2017,openstack/puppet-openstack-guide,2
2017,openstack/charm-specs,2
2017,openstack/tripleo-heat-templates,38
2017,openstack/charm-heat,27
2017,openstack/manila-image-elements,2
2017,openstack/ceilometer,6
2017,openstack/ironic,17
2017,openstack/openstack-ansible-galera_server,5
2017,openstack/ansible-role-k8s-keystone,1
2017,openstack/kuryr-libnetwork,16
2017,openstack/puppet-ec2api,1
2017,openstack/oslo-specs,1
2017,openstack/openstack-ansible-repo_server,5
2017,openstack/fairy-slipper,1
2017,openstack/congress,9
2017,openstack/monasca-ceilometer,0
2017,openstack/storlets,2
2017,openstack/freezer,2
2017,openstack/puppet-monasca,1
2017,openstack/osc-lib,6
2017,openstack/openstack-ansible-os_watcher,2
2017,openstack/glance_store,2
2017,openstack/hacking,1
2017,openstack/oslo.policy,1
2017,openstack/monasca-transform,0
2017,openstack/tripleo-quickstart-extras,12
2017,openstack/tuning-box,1
2017,openstack/charm-swift-storage,27
2017,openstack/openstack-ansible-os_keystone,21
2017,openstack/puppet-qdr,1
2017,openstack/openstack-ansible-os_magnum,6
2017,openstack/devstack,30
2017,openstack/i18n,1
2017,openstack/puppet-panko,4
2017,openstack/ec2-api,1
2017,openstack/salt-formula-horizon,1
2017,openstack/charm-manila,14
2017,openstack/manila-ui,2
2017,openstack/networking-ovn,18
2017,openstack/tripleo-docs,15
2017,openstack/networking-bgpvpn,7
2017,openstack/openstack-zuul-roles,2
2017,openstack/charm-layer-ceph-base,27
2017,openstack/oslo.vmware,0
2017,openstack/charm-neutron-openvswitch,27
2017,openstack/fuel-web,5
2017,openstack/openstack-ansible-os_cinder,20
2017,openstack/murano-agent,1
2017,openstack/castellan,4
2017,openstack/training-labs,1
2017,openstack/rpm-packaging,13
2017,openstack/charm-cinder-ceph,27
2017,openstack/governance,24
2017,openstack/salt-formula-ceilometer,1
2017,openstack/freezer-dr,1
2017,openstack/zaqar,3
2017,openstack/python-ceilometerclient,2
2017,openstack/puppet-glare,1
2017,openstack/shade,9
2017,openstack/openstack-ansible-os_tempest,16
2017,openstack/ovsdbapp,9
2017,openstack/python-cinderclient,4
2017,openstack/manila-tempest-plugin,2
2017,openstack/python-ironicclient,4
2017,openstack/oslo.config,5
2017,openstack/puppet-openstack-integration,48
2017,openstack/cinder,17
2017,openstack/sahara-image-elements,1
2017,openstack/oslo.messaging,7
2017,openstack/devstack-plugin-container,1
2017,openstack/openstack-chef-repo,11
2017,openstack/aodh,3
2017,openstack/charm-ceph-fs,1
2017,openstack/puppet-ovn,2
2017,openstack/openstack-ansible-os_glance,17
2017,openstack/oslo.reports,1
2017,openstack/horizon,14
2017,openstack/trove,8
2017,openstack/heat-agents,4
2017,openstack/openstack-ansible-memcached_server,1
2017,openstack/charm-keystone,27
2017,openstack/openstack-ansible-os_molteniron,2
2017,openstack/puppet-murano,1
2017,openstack/charms.ceph,27
2017,openstack/charm-rabbitmq-server,27
2017,openstack/charm-ceilometer,27
2017,openstack/karbor,2
2017,openstack/openstack-ansible-os_monasca-agent,2
2017,openstack/cookbook-openstack-ops-database,2
2017,openstack/sahara-tests,3
2017,openstack/cliff,5
2017,openstack/heat-tempest-plugin,3
2017,openstack/cookbook-openstack-common,5
2017,openstack/app-catalog-common,1
2017,openstack/openstack-ansible-lxc_container_create,4
2017,openstack/osprofiler,1
2017,openstack/kolla-ansible,4
2017,openstack/devstack-plugin-kafka,1
2017,openstack/tripleo-upgrade,2
2017,openstack/charm-gnocchi,0
2017,openstack/puppet-heat,4
2017,openstack/openstack-ansible-os_nova,19
2017,openstack/python-dracclient,1
2017,openstack/neutron-specs,2
2017,openstack/glance,16
2017,openstack/oslo.versionedobjects,3
2017,openstack/charm-interface-bind-rndc,2
2017,openstack/charm-nova-lxd,27
2017,openstack/fuel-ostf,1
2017,openstack/neutron,32
2017,openstack/fuel-nailgun-extension-converted-serializers,1
2017,openstack/fuel-library,4
2017,openstack/openstack-ansible-os_cloudkitty,2
2017,openstack/designate,5
2017,openstack/neutron-lbaas-dashboard,1
2017,openstack/oslo.context,5
2017,openstack/congress-dashboard,2
2017,openstack/charm-murano,12
2017,openstack/senlin-dashboard,14
2017,openstack/puppet-mistral,7
2017,openstack/tap-as-a-service,4
2017,openstack/charm-designate-bind,14
2017,openstack/coverage2sql,2
2017,openstack/senlin,5
2017,openstack/salt-formula-keystone,1
2017,openstack/monasca-log-api,4
2017,openstack/stevedore,0
2017,openstack/dib-utils,2
2017,openstack/blazar,6
2017,openstack/tricircle,2
2017,openstack/octavia-tempest-plugin,0
2017,openstack/puppet-tempest,1
2017,openstack/openstacksdk,9
2017,openstack/heat-templates,4
2017,openstack/sushy,2
2017,openstack/charm-glance,27
2017,openstack/charm-cinder,27
2017,openstack/puppet-oslo,15
2017,openstack/python-ironic-inspector-client,4
2017,openstack/tripleo-validations,3
2017,openstack/monasca-thresh,4
2017,openstack/charm-percona-cluster,27
2017,openstack/heat,28
2017,openstack/networking-generic-switch,1
2017,openstack/cookbook-openstack-integration-test,1
2017,openstack/charm-aodh,14
2017,openstack/fuxi,1
2017,openstack/openstack-ansible-tests,54
2017,openstack/python-appcatalogclient,1
2017,openstack/charm-designate,17
2017,openstack/python-barbicanclient,0
2017,openstack/openstack-ansible-security,4
2017,openstack/project-team-guide,1
2017,openstack/salt-formula-kubernetes,1
2017,openstack/openstack-ansible-os_rally,2
2017,openstack/python-heatclient,3
2017,openstack/service-types-authority,2
2017,openstack/ossa,1
2017,openstack/magnum,11
2017,openstack/django_openstack_auth,2
2017,openstack/python-openstackclient,16
2017,openstack/tempest,20
2017,openstack/os-apply-config,0
2017,openstack/barbican-tempest-plugin,2
2017,openstack/openstack-ansible-os_barbican,5
2017,openstack/pyeclib,2
2017,openstack/salt-formula-glance,1
2017,openstack/monasca-agent,3
2017,openstack/pbr,22
2017,openstack/cookbook-openstack-block-storage,1
2017,openstack/glance-specs,1
2017,openstack/monasca-kibana-plugin,2
2017,openstack/charm-openvswitch-odl,12
2017,openstack/ceilometer-powervm,1
2017,openstack/mox3,1
2017,openstack/tripleo-puppet-elements,7
2017,openstack/openstack-ansible-os_monasca,2
2017,openstack/keystonemiddleware,2
2017,openstack/ironic-inspector-specs,1
2017,openstack/openstack-ansible-os_octavia,4
2017,openstack/openstack-ansible-rsyslog_server,1
2017,openstack/charm-cinder-backup,27
2017,openstack/python-fuelclient,0
2017,openstack/puppet-horizon,3
2017,openstack/python-freezerclient,0
2017,openstack/bifrost,3
2017,openstack/keystone-specs,4
2017,openstack/swift,3
2017,openstack/designate-dashboard,0
2017,openstack/cinder-specs,2
2017,openstack/dragonflow,18
2017,openstack/charm-glusterfs,0
2017,openstack/charm-openstack-dashboard,27
2017,openstack/python-watcherclient,2
2017,openstack/searchlight,3
2017,openstack/vitrage,6
2017,openstack/charm-trove,12
2017,openstack/puppet-magnum,3
2017,openstack/openstack-ansible-galera_client,7
2017,openstack/oslo.middleware,2
2017,openstack/nova-specs,15
2017,openstack/charm-nova-cloud-controller,27
2017,openstack/puppet-freezer,1
2017,openstack/puppet-nova,11
2017,openstack/neutron-dynamic-routing,14
2017,openstack/instack-undercloud,24
2017,openstack/training-guides,1
2017,openstack/docs-specs,33
2017,openstack/python-zunclient,6
2017,openstack/mistral,14
2017,openstack/openstack-helm-infra,1
2017,openstack/python-qinlingclient,0
2017,openstack/openstack-ansible-pip_install,7
2017,openstack/python-glanceclient,7
2017,openstack/virtualbmc,1
2017,openstack/python-blazarclient,2
2017,openstack/freezer-tempest-plugin,2
2017,openstack/blazar-dashboard,1
2017,openstack/heat-dashboard,1
2017,openstack/openstack-ansible-os_sahara,5
2017,openstack/cookbook-openstack-orchestration,0
2017,openstack/patrole,6
2017,openstack/monasca-common,4
2017,openstack/fuel-qa,0
2017,openstack/monasca-ui,2
2017,openstack/sushy-tools,1
2017,openstack/openstack-manuals,22
2017,openstack/openstack-ansible,26
2017,openstack/nova,37
2017,openstack/cinder-tempest-plugin,1
2017,openstack/trove-dashboard,0
2017,openstack/security-analysis,0
2017,openstack/tripleo-repos,1
2017,openstack/murano,18
2017,openstack/openstack-ansible-os_neutron,18
2017,openstack/charm-ceph,28
2017,openstack/os-net-config,0
2017,openstack/neutron-tempest-plugin,4
2017,openstack/neutron-lib,14
2017,openstack/murano-apps,2
2017,openstack/python-saharaclient,3
2017,openstack/freezer-api,2
2017,openstack/python-monascaclient,4
2017,openstack/fuel-docs,0
2017,openstack/openstack-ansible-os_designate,16
2017,openstack/nova-powervm,3
2017,openstack/openstack-ansible-os_swift,16
2017,openstack/oslo.concurrency,0
2017,openstack/os-vif,2
2017,openstack/charms.openstack,40
2017,openstack/instack,1
2017,openstack/blazar-nova,2
2017,openstack/tooz,2
2017,openstack/python-novaclient,6
2017,openstack/charm-layer-openstack-api,4
2017,openstack/app-catalog-ui,1
2017,openstack/app-catalog,1
2017,openstack/puppet-rally,1
2017,openstack/puppet-glance,5
2017,openstack/charm-nova-compute,27
2017,openstack/openstack-ansible-haproxy_server,3
2017,openstack/openstack-ansible-ops,2
2017,openstack/puppet-sahara,3
2017,openstack/os-client-config,6
2017,openstack/salt-formula-neutron,1
2017,openstack/cookbook-openstack-compute,2
2017,openstack/manila,10
2017,openstack/fuel-main,0
2017,openstack/bashate,1
2017,openstack/ironic-tempest-plugin,5
2017,openstack/fuel-mirror,0
2017,openstack/charm-layer-openstack,4
2017,openstack/networking-hyperv,2
2017,openstack/zun-tempest-plugin,3
2017,openstack/puppet-watcher,1
2017,openstack/kolla,6
2017,openstack/puppet-trove,1
2017,openstack/compute-hyperv,3
2017,openstack/tripleo-ci,22
2017,openstack/neutron-fwaas-dashboard,3
2017,openstack/openstack-ansible-os_zaqar,2
2017,openstack/fuel-astute,0
2017,openstack/networking-odl,17
2017,openstack/tripleo-image-elements,2
2017,openstack/puppet-cinder,9
2017,openstack/openstack-ansible-rsyslog_client,1
2017,openstack/api-site,1
2017,openstack/sahara,8
2017,openstack/python-pankoclient,1
2017,openstack/magnum-ui,4
2017,openstack/puppet-zaqar,4
2017,openstack/salt-formula-heat,1
2018,openstack/charm-ceilometer-agent,39
2018,openstack/puppet-openstack_extras,1
2018,openstack/tosca-parser,2
2018,openstack/openstack-zuul-jobs,216
2018,openstack/devstack-plugin-ceph,24
2018,openstack/tripleo-quickstart,24
2018,openstack/puppet-manila,3
2018,openstack/tripleo-incubator,3
2018,openstack/openstack-ansible-lxc_hosts,16
2018,openstack/oslo.cache,1
2018,openstack/charm-ceph-osd,40
2018,openstack/masakari-monitors,2
2018,openstack/python-masakariclient,1
2018,openstack/ldappool,3
2018,openstack/openstack-helm,3
2018,openstack/ironic-inspector,7
2018,openstack/ironic-ui,1
2018,openstack/neutron-vpnaas-dashboard,2
2018,openstack/puppet-ironic,7
2018,openstack/openstack-ansible-os_almanach,1
2018,openstack/cookbook-openstack-image,6
2018,openstack/blazar-tempest-plugin,3
2018,openstack/python-cueclient,1
2018,openstack/keystone-tempest-plugin,1
2018,openstack/neutron-lbaas,3
2018,openstack/taskflow,2
2018,openstack/puppet-cloudkitty,4
2018,openstack/python-magnumclient,2
2018,openstack/python-karborclient,1
2018,openstack/manila-test-image,1
2018,openstack/kuryr-tempest-plugin,3
2018,openstack/solum,1
2018,openstack/ansible-role-qdrouterd,1
2018,openstack/zun,4
2018,openstack/congress-tempest-plugin,25
2018,openstack/whereto,3
2018,openstack/cookbook-openstack-identity,13
2018,openstack/watcher,10
2018,openstack/networking-l2gw,1
2018,openstack/kuryr-kubernetes,6
2018,openstack/python-tripleoclient,22
2018,openstack/charm-barbican-softhsm,39
2018,openstack/puppet-octavia,4
2018,openstack/oslo.rootwrap,1
2018,openstack/ironic-lib,2
2018,openstack/tripleo-ui,2
2018,openstack/cookbook-openstackclient,2
2018,openstack/zaqar-tempest-plugin,1
2018,openstack/watcher-dashboard,3
2018,openstack/governance-uc,1
2018,openstack/openstack-ansible-os_searchlight,3
2018,openstack/python-keystoneclient,3
2018,openstack/puppet-vswitch,2
2018,openstack/cue,1
2018,openstack/diskimage-builder,21
2018,openstack/ansible-role-systemd_service,2
2018,openstack-infra/puppet-docker_registry,1
2018,openstack/project-config,104
2018,openstack/os-refresh-config,18
2018,openstack/puppet-ceph,2
2018,openstack/python-manilaclient,4
2018,openstack/python-aodhclient,1
2018,openstack/charm-glance-simplestreams-sync,0
2018,openstack/oslotest,2
2018,openstack/python-brick-cinderclient-ext,1
2018,openstack/os-win,2
2018,openstack/devstack-gate,6
2018,openstack/microversion-parse,1
2018,openstack/monasca-persister,3
2018,openstack/keystone,12
2018,openstack/monasca-api,13
2018,openstack/os-brick,3
2018,openstack/requirements,55
2018,openstack/contributor-guide,2
2018,openstack/python-mistralclient,3
2018,openstack/cloudkitty-specs,0
2018,openstack/placement,5
2018,openstack/mistral-lib,1
2018,openstack/senlin-tempest-plugin,1
2018,openstack/masakari-dashboard,0
2018,openstack/openstack-ansible-os_masakari,3
2018,openstack/charm-neutron-dynamic-routing,3
2018,openstack/bandit,2
2018,openstack/openstack-ansible-plugins,9
2018,openstack/pymod2pkg,3
2018,openstack/python-congressclient,1
2018,openstack/sahara-dashboard,3
2018,openstack/ansible-role-systemd_networkd,1
2018,openstack/puppet-ceilometer,3
2018,openstack/python-troveclient,3
2018,openstack/puppet-pacemaker,18
2018,openstack/puppet-gnocchi,6
2018,openstack/charm-keystone-ldap,39
2018,openstack/keystoneauth,3
2018,openstack/puppet-vitrage,3
2018,openstack/python-designateclient,1
2018,openstack/openstack-ansible-os_ironic,19
2018,openstack/networking-baremetal,3
2018,openstack/cookbook-openstack-ops-messaging,1
2018,openstack/neutron-fwaas,3
2018,openstack/cyborg,0
2018,openstack/osc-placement,1
2018,openstack/charm-deployment-guide,1
2018,openstack/openstack-ansible-os_horizon,5
2018,openstack/ironic-python-agent,2
2018,openstack/python-octaviaclient,2
2018,openstack/puppet-swift,2
2018,openstack/puppet-congress,3
2018,openstack/telemetry-tempest-plugin,3
2018,openstack/mistral-dashboard,0
2018,openstack/barbican,30
2018,openstack/kolla-kubernetes,1
2018,openstack/grenade,3
2018,openstack/zaqar-ui,2
2018,openstack/python-swiftclient,3
2018,openstack/pycadf,1
2018,openstack/mistral-extra,0
2018,openstack/networking-sfc,1
2018,openstack/charm-interface-bgp,1
2018,openstack/oslo.service,5
2018,openstack/charm-hacluster,39
2018,openstack/charm-neutron-api-odl,39
2018,openstack/monasca-statsd,2
2018,openstack/puppet-aodh,3
2018,openstack/rally-openstack,2
2018,openstack/openstack-ansible-nspawn_container_create,4
2018,openstack/reno,2
2018,openstack/tacker-horizon,1
2018,openstack/cookbook-openstack-dashboard,1
2018,openstack/fuel-devops,0
2018,openstack/openstack-doc-tools,1
2018,openstack/python-neutronclient,4
2018,openstack/puppet-openstack-cookiecutter,4
2018,openstack/openstack-ansible-os_tacker,3
2018,openstack/os-collect-config,18
2018,openstack/openstack-ansible-galera_server,14
2018,openstack/astara-horizon,1
2018,openstack/puppet-barbican,3
2018,openstack/puppet-neutron,11
2018,openstack/releases,40
2018,openstack/tripleo-common,28
2018,openstack/cloudkitty,23
2018,openstack/openstack-ansible-ceph_client,2
2018,openstack/vitrage-specs,0
2018,openstack/astara-neutron,1
2018,openstack/openstack-ansible-repo_build,4
2018,openstack/oslo.utils,3
2018,openstack/panko,23
2018,openstack/ansible-role-container-registry,2
2018,openstack/puppet-openstack_spec_helper,3
2018,openstack/charm-neutron-gateway,39
2018,openstack/ansible-hardening,2
2018,openstack/openstack-ansible-os_monasca-ui,4
2018,openstack/zun-ui,3
2018,openstack/python-senlinclient,3
2018,openstack/openstackdocstheme,4
2018,openstack/rally,5
2018,openstack/ironic-specs,3
2018,openstack/oslo.db,1
2018,openstack/charm-neutron-api,41
2018,openstack/sahara-extra,1
2018,openstack/openstack-ansible-openstack_hosts,20
2018,openstack/python-tackerclient,2
2018,openstack/ansible-role-redhat-subscription,1
2018,openstack/charm-barbican,40
2018,openstack/openstack-ansible-os_aodh,22
2018,openstack/octavia,8
2018,openstack/networking-bagpipe,5
2018,openstack/openstack-ansible-nspawn_hosts,3
2018,openstack/ansible-role-systemd_mount,1
2018,openstack/operations-guide,1
2018,openstack/openstack-ansible-os_zun,3
2018,openstack/charm-ceph-radosgw,39
