id,status,changes
11869,Non core,353
12015,Non core,29
16635,Non core,37
10267,Non core,95
27012,Non core,12
10857,Non core,3
27471,Non core,17
29574,Non core,5
21987,Non core,3
21479,Non core,27
14790,Core,426
10061,Non core,28
15685,Non core,44
25493,Non core,3
27566,Non core,15
12024,Non core,24
25747,Non core,82
25067,Non core,35
26678,Non core,4
17280,Non core,230
28489,Non core,4
14749,Non core,17
25431,Non core,17
6598,Core,67
27507,Non core,24
27549,Non core,54
11561,Core,162
15961,Non core,64
28671,Non core,14
29370,Non core,3
29339,Non core,5
28035,Non core,11
17709,Core,82
25865,Non core,9
19461,Core,19
29452,Non core,3
25547,Non core,6
27143,Non core,27
26776,Non core,27
7,Non core,457
21897,Non core,32
29051,Non core,15
16628,Core,73
19494,Non core,4
26775,Non core,50
20156,Non core,102
18368,Non core,46
28961,Non core,4
2243,Core,674
24297,Non core,23
1390,Non core,318
28592,Non core,5
20751,Non core,8
27253,Core,21
21032,Non core,8
27181,Non core,21
25936,Core,27
7219,Non core,143
20936,Core,67
19644,Core,45
20354,Non core,6
23211,Non core,7
27995,Non core,4
21794,Non core,15
28842,Non core,10
27382,Non core,11
25388,Non core,50
27366,Non core,29
22124,Non core,3
27368,Non core,29
27370,Non core,20
27496,Non core,10
27346,Non core,23
27511,Non core,34
15857,Core,51
18665,Non core,19
1561,Core,1121
24454,Non core,3
29053,Non core,9
28956,Non core,77
9701,Non core,14
22102,Non core,3
15471,Non core,131
21486,Non core,294
11069,Non core,28
9317,Core,140
9172,Non core,129
25903,Non core,367
28411,Non core,5
15834,Non core,11
28174,Non core,37
27069,Non core,47
14614,Non core,139
11915,Core,368
21470,Non core,7
17860,Non core,157
91,Non core,107
16365,Non core,3
20560,Non core,33
14806,Core,59
12715,Non core,279
11365,Non core,7
13953,Non core,72
6637,Core,276
7189,Non core,5
25238,Non core,9
25838,Non core,3
28427,Non core,58
19578,Non core,119
27173,Non core,7
27349,Non core,14
28054,Non core,3
8148,Non core,6
16479,Non core,39
22016,Non core,4
26311,Non core,27
27641,Non core,5
8686,Non core,89
26598,Non core,14
11782,Non core,45
23512,Non core,9
24407,Non core,9
16551,Core,11
26790,Non core,12
23303,Non core,81
26288,Non core,28
13426,Non core,13
24427,Non core,16
22072,Non core,3
21657,Non core,5
14538,Non core,15
16448,Non core,17
16012,Non core,7
25601,Non core,13
8446,Non core,45
26181,Non core,13
27602,Non core,3
28176,Non core,27
3185,Core,147
28653,Non core,3
16171,Non core,38
26402,Non core,5
9044,Non core,41
25575,Core,28
23083,Non core,192
24952,Non core,33
27578,Non core,16
28529,Non core,3
23848,Non core,14
9610,Non core,9
13487,Non core,7
27008,Non core,40
11969,Core,286
23458,Non core,97
22776,Non core,22
11159,Non core,307
14766,Non core,35
13747,Non core,35
23517,Core,189
26972,Non core,6
20369,Non core,14
17505,Core,51
13807,Non core,3
7769,Core,66
27766,Non core,35
13629,Core,39
2376,Non core,48
16124,Non core,3
28101,Non core,7
12455,Core,67
26767,Non core,8
28726,Non core,6
14320,Non core,91
14151,Non core,559
24635,Core,38
21747,Non core,17
26235,Non core,5
27961,Non core,3
27733,Non core,5
18997,Non core,30
21518,Non core,4
25740,Non core,49
14090,Non core,3
9820,Core,100
26355,Non core,6
22694,Non core,96
21781,Core,100
26464,Non core,21
4268,Non core,36
25891,Non core,11
25284,Non core,42
27361,Non core,20
22608,Non core,40
26095,Non core,24
11672,Non core,51
26488,Non core,3
7160,Non core,3
19137,Non core,4
24115,Non core,13
6851,Non core,30
25171,Non core,21
28328,Non core,3
25273,Non core,35
7921,Core,106
21686,Non core,37
8276,Non core,175
7567,Non core,5
13157,Non core,73
16253,Non core,4
21428,Core,57
19140,Core,38
23133,Core,5
21626,Core,70
25695,Core,67
18288,Non core,11
26198,Non core,6
14581,Core,8
18503,Non core,13
9155,Non core,24
16513,Non core,11
25167,Non core,39
25571,Non core,158
28171,Non core,3
15285,Non core,5
9631,Non core,26
16367,Non core,45
23226,Non core,67
23885,Non core,27
12076,Core,181
19554,Non core,169
26460,Non core,5
23479,Non core,4
20905,Non core,6
25568,Non core,18
28278,Non core,26
21113,Non core,10
1297,Core,1748
6159,Core,1242
26072,Non core,113
19853,Non core,216
25221,Non core,33
22560,Non core,3
22683,Non core,20
24645,Non core,48
15100,Non core,158
25456,Non core,186
23840,Non core,159
24739,Non core,42
23235,Core,41
1054,Non core,18
9107,Non core,561
20223,Non core,3
17190,Non core,6
17272,Non core,8
14764,Non core,19
19224,Non core,46
25907,Non core,10
11827,Core,253
17780,Non core,24
21561,Non core,3
9176,Non core,79
24638,Non core,7
22255,Non core,291
15695,Non core,11
12408,Non core,23
22421,Non core,6
19944,Non core,23
12924,Non core,116
27743,Non core,3
25058,Non core,21
23276,Non core,11
25664,Non core,4
21558,Non core,8
28217,Non core,3
28293,Non core,4
27191,Non core,14
7080,Non core,81
19741,Non core,153
26405,Non core,26
26733,Non core,23
2583,Non core,14
23630,Core,106
22582,Non core,106
12080,Non core,11
27201,Non core,5
2622,Non core,399
16710,Non core,85
22323,Non core,16
21151,Non core,39
19844,Non core,5
26006,Non core,6
17386,Core,25
11186,Non core,26
23414,Non core,24
6763,Core,304
27678,Non core,30
7715,Non core,104
25395,Core,72
27577,Non core,29
7012,Core,75
9961,Non core,26
17549,Non core,22
22299,Non core,26
1921,Core,453
27212,Non core,3
26101,Non core,15
19532,Non core,3
18014,Core,8
22604,Non core,17
28333,Non core,3
10063,Core,257
27300,Non core,5
21099,Non core,24
24147,Core,29
27695,Non core,8
16358,Non core,5
6525,Non core,36
333,Core,557
8246,Core,1883
18971,Core,199
27576,Non core,7
24713,Non core,7
8873,Non core,261
18409,Non core,11
25376,Non core,10
23417,Non core,5
9029,Non core,8
10155,Non core,3
7069,Core,153
7764,Non core,24
26151,Non core,21
17795,Non core,53
26445,Non core,11
15699,Non core,185
14084,Non core,29
15492,Non core,16
25033,Non core,40
13343,Non core,129
19849,Non core,5
21414,Core,80
25638,Non core,10
25073,Non core,77
6735,Non core,132
18242,Core,51
13912,Non core,121
18889,Non core,5
19564,Non core,62
26079,Non core,21
12112,Non core,125
26690,Non core,3
20721,Non core,19
26828,Non core,30
21800,Non core,41
2011,Non core,70
8119,Core,386
7307,Non core,370
11237,Non core,9
28075,Non core,11
27546,Non core,17
16704,Non core,27
5558,Non core,91
22380,Non core,10
17920,Non core,59
17981,Non core,28
22224,Non core,8
23401,Core,178
23173,Non core,16
18940,Non core,35
27947,Non core,13
26088,Non core,3
15122,Non core,13
21279,Non core,7
17938,Non core,27
13940,Core,238
16150,Non core,39
5638,Core,1504
26644,Non core,13
8056,Core,76
10628,Non core,89
23416,Non core,6
23760,Non core,5
20902,Core,5
6449,Core,106
22689,Non core,87
25943,Non core,15
23970,Non core,7
26639,Non core,4
14760,Non core,453
17151,Core,249
6088,Non core,8
24711,Non core,12
24127,Non core,3
22522,Non core,6
2928,Non core,8
26263,Non core,33
7693,Non core,5
24438,Non core,26
6589,Non core,31
27697,Non core,13
14757,Non core,14
6558,Core,48
25432,Non core,26
6172,Core,542
25050,Non core,9
11934,Non core,5
14356,Non core,3
22432,Non core,4
9178,Non core,62
8351,Non core,17
18552,Non core,72
16264,Non core,3
21249,Non core,16
14203,Core,31
26861,Non core,4
11303,Non core,129
22977,Non core,10
5930,Non core,16
21690,Non core,42
748,Non core,1101
26089,Non core,7
25632,Non core,10
18343,Non core,59
170,Non core,240
13404,Non core,40
20160,Non core,20
11418,Non core,49
12867,Non core,125
10453,Non core,26
12382,Non core,11
17491,Non core,53
24441,Non core,82
10439,Non core,36
27701,Non core,11
18529,Non core,5
8344,Core,166
18783,Core,64
12767,Non core,8
26025,Non core,9
14852,Non core,4
25585,Non core,6
27006,Non core,9
7776,Non core,31
25731,Non core,6
13998,Non core,44
538,Core,1326
5109,Non core,8
18777,Non core,23
26310,Non core,19
25550,Non core,3
27824,Non core,3
27801,Non core,3
22066,Non core,46
17430,Non core,12
7191,Non core,903
22752,Non core,137
25660,Non core,11
11878,Non core,34
6697,Non core,18
6908,Non core,9
27699,Non core,4
6537,Core,1222
26991,Non core,4
12826,Non core,471
17656,Non core,16
26131,Non core,27
3211,Non core,16
26874,Non core,34
26155,Non core,7
11105,Core,447
11885,Non core,75
26535,Non core,3
11307,Non core,68
27277,Non core,9
26275,Non core,6
12950,Non core,6
11269,Non core,12
18476,Non core,11
26734,Non core,3
12813,Non core,25
27585,Non core,4
24056,Non core,45
14039,Non core,22
14532,Non core,14
11809,Non core,251
27569,Non core,7
18063,Core,3
7338,Non core,28
2417,Non core,219
22818,Non core,9
26251,Non core,6
24209,Non core,52
12947,Non core,25
27405,Non core,6
8347,Non core,3
27611,Non core,6
9237,Core,255
10787,Non core,140
25847,Core,17
19593,Non core,8
22905,Non core,9
1032,Non core,129
21407,Non core,27
24269,Non core,59
15233,Non core,5
19684,Non core,4
11731,Non core,6
9796,Core,830
17045,Non core,28
21020,Non core,6
26895,Non core,11
21531,Non core,6
21103,Non core,10
26018,Non core,7
17716,Non core,23
21550,Non core,37
25899,Non core,15
12296,Non core,5
23055,Core,202
25301,Non core,7
14676,Non core,124
27188,Non core,3
15513,Non core,5
26650,Non core,11
9218,Non core,6
14870,Non core,21
19173,Non core,62
18623,Non core,8
26415,Non core,22
20226,Non core,3
26038,Non core,11
25505,Non core,15
25675,Non core,3
20414,Non core,4
18286,Non core,77
13667,Non core,42
12802,Non core,7
16803,Non core,11
22153,Non core,9
21683,Non core,30
589,Non core,11
24299,Non core,7
23430,Non core,6
25805,Non core,3
15736,Non core,10
23037,Non core,16
22157,Non core,10
15027,Non core,107
22446,Non core,3
22021,Non core,4
9191,Non core,43
26729,Non core,4
16190,Non core,9
26880,Non core,14
24043,Core,16
20259,Non core,35
9979,Non core,27
15326,Non core,5
11221,Non core,3
14091,Core,23
126,Non core,5
18546,Non core,7
22959,Non core,60
7226,Core,454
26509,Non core,12
27059,Non core,6
26171,Non core,4
19960,Non core,15
25072,Non core,16
24064,Non core,4
18785,Non core,22
25239,Non core,15
1894,Non core,64
23766,Core,190
20162,Non core,7
6491,Non core,239
20050,Non core,6
26015,Non core,3
23419,Non core,5
21143,Non core,8
16425,Non core,6
6721,Non core,58
14865,Non core,32
16821,Non core,20
10073,Non core,4
26576,Non core,5
7038,Non core,4
25320,Non core,3
12385,Non core,192
26679,Non core,5
8264,Core,65
12261,Non core,30
13562,Non core,43
13636,Non core,157
18653,Non core,65
25169,Non core,9
6671,Non core,33
8623,Core,163
2888,Core,100
17812,Non core,12
8652,Core,118
9788,Core,104
10034,Non core,17
18179,Non core,159
113,Non core,3
22306,Non core,27
17245,Non core,13
24286,Non core,3
24099,Non core,4
15007,Core,6
986,Core,50
20146,Non core,77
21334,Non core,3
14517,Non core,191
20035,Non core,9
25444,Non core,3
21891,Non core,8
15371,Non core,18
26827,Non core,7
19191,Non core,3
26438,Non core,7
21698,Non core,40
12927,Non core,62
6039,Core,35
15062,Non core,8
25990,Non core,3
23271,Non core,17
26019,Non core,3
26548,Non core,9
23874,Non core,108
8358,Non core,153
25080,Non core,6
24883,Non core,11
16289,Non core,5
12175,Non core,307
18446,Core,59
18494,Non core,24
22037,Non core,20
22368,Non core,6
27020,Non core,4
26590,Non core,5
13431,Non core,26
11022,Non core,147
8181,Non core,4
22932,Non core,4
17257,Non core,6
10035,Core,299
23375,Non core,7
19072,Non core,12
17645,Non core,80
23958,Non core,46
22687,Non core,9
9396,Non core,29
26159,Non core,9
23822,Non core,10
15518,Non core,50
7264,Non core,63
13229,Non core,5
19686,Non core,69
12841,Non core,41
24978,Non core,5
12882,Non core,5
7700,Non core,453
8662,Non core,137
14377,Non core,10
7582,Non core,147
26185,Non core,10
19576,Non core,5
21554,Non core,3
19380,Core,80
22960,Core,35
16168,Non core,249
9664,Non core,336
8072,Non core,8
13047,Non core,32
7007,Core,217
17814,Non core,13
25977,Non core,9
26645,Non core,5
12178,Non core,3
20971,Non core,23
1313,Non core,165
12547,Non core,3
24564,Non core,28
8289,Non core,639
8851,Non core,763
24647,Non core,6
20208,Non core,9
23759,Non core,3
10134,Core,12
17922,Non core,50
16986,Non core,95
26097,Non core,3
20220,Non core,3
17331,Non core,23
9572,Non core,13
23805,Non core,11
6794,Core,107
2759,Non core,122
14007,Non core,64
24355,Non core,5
20883,Core,205
17275,Non core,82
10518,Non core,6
13108,Non core,5
26832,Non core,3
24223,Non core,8
26307,Non core,4
14273,Non core,123
2750,Core,1852
20854,Non core,3
7706,Non core,6
26153,Non core,4
14758,Non core,23
9361,Non core,21
25079,Non core,50
20705,Non core,4
19736,Non core,8
25984,Non core,3
20031,Non core,62
25007,Non core,5
7787,Core,1141
7784,Non core,33
23046,Non core,4
11636,Non core,6
24649,Non core,18
2914,Non core,3
10583,Non core,11
11616,Non core,3
25055,Non core,11
17954,Non core,14
25100,Non core,4
13134,Non core,10
23659,Non core,9
22104,Non core,247
22405,Core,42
9323,Core,134
23310,Non core,7
16759,Non core,7
659,Non core,12
15074,Non core,16
16212,Non core,29
8592,Non core,195
20123,Non core,3
22056,Non core,43
1343,Non core,8
22745,Non core,4
14064,Non core,17
25351,Non core,16
8259,Non core,122
26120,Non core,5
5735,Non core,7
7293,Non core,187
17589,Non core,27
9397,Non core,7
11748,Core,143
22559,Non core,32
24903,Non core,20
6522,Non core,14
20764,Non core,5
20000,Non core,28
23185,Core,81
17288,Non core,3
21135,Non core,18
25225,Non core,20
25245,Non core,4
10992,Non core,14
18602,Non core,130
17478,Non core,7
25433,Non core,7
26271,Non core,50
26242,Non core,5
15168,Core,497
11317,Core,70
18603,Non core,71
20033,Non core,71
12484,Non core,6
17947,Non core,10
24013,Non core,47
11762,Non core,23
9030,Non core,10
612,Core,550
26484,Non core,3
13717,Non core,23
6482,Core,1235
11819,Core,82
24330,Non core,55
20205,Non core,7
25551,Non core,4
9408,Non core,36
6882,Core,10
11968,Non core,30
20099,Non core,4
23382,Non core,16
14509,Core,129
23889,Non core,14
16059,Non core,17
14510,Non core,20
14101,Core,47
19283,Non core,6
25651,Non core,7
7795,Non core,5
12395,Core,81
13167,Non core,9
18347,Non core,15
19910,Non core,7
14867,Non core,158
19478,Non core,6
16237,Non core,614
14744,Non core,7
8290,Non core,338
25559,Non core,28
12634,Non core,10
11704,Non core,17
6984,Core,21
19178,Non core,4
22059,Non core,47
26157,Non core,6
10207,Non core,9
17001,Core,143
10353,Non core,14
25544,Non core,4
23043,Non core,37
26229,Non core,7
19384,Core,178
12736,Non core,39
6638,Non core,55
8174,Non core,95
23621,Non core,3
19740,Non core,23
16305,Non core,33
19707,Non core,3
21239,Non core,21
25944,Non core,64
20850,Non core,5
24925,Non core,52
24924,Non core,31
15524,Non core,26
8190,Non core,345
21485,Non core,23
25448,Non core,4
24290,Non core,4
16277,Core,114
25006,Non core,19
25005,Non core,40
13919,Non core,168
25077,Non core,3
25904,Non core,3
12651,Core,11
18266,Non core,80
20812,Non core,72
12892,Non core,163
23680,Non core,3
5280,Non core,55
21908,Non core,7
19122,Core,209
20443,Non core,40
2834,Non core,871
25026,Non core,5
11268,Non core,77
23012,Non core,13
21515,Non core,6
25720,Non core,82
26295,Non core,17
23435,Non core,49
23821,Non core,7
23602,Non core,40
25593,Non core,3
26179,Non core,5
7217,Non core,166
21204,Non core,49
17788,Non core,3
11313,Non core,33
14620,Non core,7
25237,Non core,3
18115,Non core,5
18404,Non core,40
25846,Non core,6
22810,Non core,36
14562,Non core,19
22589,Non core,11
21510,Non core,5
25065,Non core,5
19350,Core,4
17626,Non core,62
17564,Non core,15
964,Core,1106
21950,Non core,8
7979,Non core,31
18176,Non core,37
20826,Non core,62
8041,Non core,16
708,Core,202
21363,Non core,9
17752,Non core,3
7662,Non core,42
8257,Non core,285
20734,Non core,8
10443,Core,105
25235,Non core,3
17592,Non core,10
10392,Non core,72
19919,Non core,4
25640,Non core,12
22003,Non core,13
7010,Non core,8
10257,Non core,80
22874,Non core,8
16206,Non core,3
19194,Core,21
18627,Non core,3
20638,Non core,15
24870,Non core,3
21023,Non core,9
14348,Core,15
3191,Non core,27
6650,Core,81
894,Non core,9
9416,Non core,19
23983,Non core,5
8126,Core,164
11897,Non core,3
12038,Non core,506
9582,Core,133
11081,Core,389
14610,Non core,48
18845,Non core,74
12056,Non core,4
18600,Non core,5
9423,Non core,30
25105,Non core,3
25109,Non core,7
12972,Non core,8
23094,Non core,45
10487,Non core,222
23984,Non core,6
24062,Non core,11
25323,Non core,9
6843,Non core,26
14962,Non core,176
20184,Non core,17
11227,Non core,6
25274,Non core,5
7104,Non core,3
18898,Non core,12
7173,Non core,49
13962,Core,226
9569,Non core,139
23754,Non core,10
20770,Core,7
6287,Core,17
6825,Non core,30
6804,Non core,25
22064,Non core,19
20361,Non core,3
14598,Non core,16
10547,Non core,7
9207,Non core,13
1555,Non core,3
20998,Non core,5
23936,Non core,3
21999,Non core,4
17959,Non core,6
18182,Non core,3
20403,Non core,13
19774,Non core,9
17784,Core,16
25242,Non core,7
10497,Non core,1279
7468,Non core,275
14340,Core,140
20809,Non core,5
5660,Core,25
7711,Non core,201
15967,Non core,61
13158,Non core,11
13642,Non core,33
24006,Non core,5
20380,Non core,4
23363,Non core,3
15447,Non core,19
7805,Non core,180
8124,Non core,328
10672,Non core,6
7613,Non core,149
23823,Non core,19
8786,Core,538
13630,Non core,13
21355,Non core,4
16278,Non core,3
25041,Non core,3
25101,Non core,4
20128,Non core,7
22263,Non core,6
16157,Non core,12
17842,Non core,7
15808,Non core,3
23882,Non core,4
679,Core,97
18504,Non core,3
9452,Non core,7
25022,Non core,60
11592,Non core,11
23825,Non core,40
14447,Non core,19
18746,Non core,5
22831,Non core,3
18640,Non core,34
7562,Non core,290
11171,Non core,4
10391,Core,295
24562,Non core,3
19790,Non core,18
13564,Non core,62
6849,Non core,262
7350,Non core,281
12686,Non core,136
16046,Non core,76
25661,Non core,3
20382,Non core,5
15077,Non core,10
19142,Core,25
7109,Non core,182
22724,Non core,13
16907,Non core,124
13002,Non core,11
5677,Non core,4
19999,Non core,9
16627,Non core,3
8776,Core,401
24037,Non core,8
23092,Non core,63
23900,Non core,3
1106,Core,79
9194,Non core,21
20277,Non core,8
20287,Non core,85
6524,Non core,314
7368,Non core,11
22111,Non core,26
19011,Core,125
17019,Non core,36
23100,Non core,3
23674,Non core,5
19265,Non core,23
10781,Non core,33
23142,Non core,7
9500,Core,190
21514,Non core,151
15178,Non core,5
25110,Non core,5
7751,Non core,15
22607,Non core,3
21307,Non core,5
21013,Non core,160
24095,Non core,22
22448,Non core,30
14973,Non core,4
14511,Non core,68
14605,Core,48
6635,Non core,76
18784,Non core,65
12807,Non core,160
16625,Non core,25
21511,Non core,35
13883,Non core,91
12297,Non core,11
23733,Non core,68
18462,Core,117
20965,Non core,3
18335,Non core,47
8215,Core,282
668,Core,44
18498,Non core,18
14057,Non core,78
8158,Non core,52
17292,Non core,4
14831,Non core,4
14947,Non core,223
22454,Non core,4
18332,Non core,86
10705,Non core,217
21241,Non core,8
20217,Non core,61
22775,Non core,14
21216,Non core,13
5371,Core,61
20129,Non core,6
6348,Core,283
9588,Non core,174
13539,Non core,6
23883,Non core,10
12092,Non core,25
2419,Core,111
21297,Core,24
22218,Non core,38
24533,Non core,6
15070,Non core,23
18595,Non core,7
7253,Non core,234
23450,Non core,5
18464,Non core,58
22774,Non core,22
9162,Core,84
22600,Non core,4
12955,Non core,11
15750,Non core,11
23741,Non core,5
21977,Non core,5
8054,Non core,7
17172,Non core,109
14591,Non core,32
20340,Non core,5
19884,Non core,101
23249,Non core,4
24164,Non core,16
3009,Core,429
23565,Non core,9
21722,Non core,45
7725,Core,369
25128,Non core,23
10959,Core,299
22219,Non core,40
21141,Non core,23
12199,Non core,63
16618,Non core,4
8976,Non core,70
9234,Non core,77
21144,Non core,11
18338,Non core,72
25401,Non core,3
21648,Non core,78
23026,Non core,3
19901,Non core,7
12071,Non core,166
20858,Non core,44
6987,Non core,31
9775,Non core,37
13344,Non core,217
16620,Non core,17
18893,Core,59
19312,Non core,6
23433,Non core,6
22863,Non core,50
23446,Non core,28
15929,Non core,12
16883,Non core,6
20297,Non core,17
22077,Non core,3
18337,Non core,58
7018,Core,76
11642,Non core,13
13295,Non core,34
19119,Core,415
12000,Non core,243
22342,Non core,9
9988,Non core,23
10897,Non core,83
9514,Non core,5
20462,Non core,12
10213,Non core,24
13124,Non core,12
8882,Core,312
8205,Non core,45
17742,Non core,12
10836,Non core,27
22220,Non core,30
7230,Core,130
22226,Non core,6
14768,Non core,20
18805,Non core,25
7331,Non core,102
24648,Non core,20
18339,Non core,39
24022,Non core,4
16197,Non core,17
22514,Non core,17
22860,Non core,4
21660,Non core,18
8766,Core,885
18967,Non core,18
17599,Non core,10
21696,Non core,102
21865,Non core,7
22221,Non core,8
20120,Non core,28
22781,Non core,16
22735,Non core,3
7745,Core,557
979,Non core,71
15917,Non core,54
17540,Non core,34
18321,Non core,10
12279,Non core,24
8736,Non core,528
23330,Non core,4
24080,Non core,23
13063,Non core,133
6456,Core,221
15002,Non core,21
6486,Non core,1305
5044,Non core,151
19590,Non core,30
6991,Non core,3
17361,Non core,11
18717,Non core,5
17218,Non core,23
21872,Non core,8
16027,Non core,11
22946,Non core,3
17821,Non core,8
15333,Non core,6
11509,Non core,8
6508,Non core,6
9037,Non core,306
24289,Non core,4
23205,Non core,20
21406,Non core,12
14819,Non core,85
8777,Core,97
10215,Non core,238
24786,Non core,10
20140,Non core,7
20079,Non core,154
12388,Non core,7
11264,Non core,4
16686,Non core,3
20446,Non core,28
11803,Non core,65
17907,Non core,4
11034,Core,580
13248,Non core,63
15409,Non core,23
5707,Non core,246
21242,Non core,20
9216,Non core,15
17070,Non core,17
11426,Non core,4
11397,Core,32
20507,Non core,6
19991,Non core,3
15140,Non core,4
11889,Non core,51
12320,Non core,99
22060,Non core,8
19935,Non core,221
14037,Non core,16
22036,Non core,14
21007,Non core,17
20509,Non core,26
7665,Core,218
10374,Non core,38
19948,Non core,4
19481,Non core,14
22778,Non core,67
11750,Non core,62
156,Core,104
13485,Non core,74
17192,Non core,88
23082,Non core,3
13380,Core,110
22664,Non core,3
19814,Non core,578
18563,Non core,4
23006,Non core,42
24081,Non core,26
9064,Non core,41
12088,Non core,28
21361,Non core,5
16297,Non core,21
6754,Non core,47
4476,Non core,3
14063,Non core,4
13290,Non core,108
19206,Non core,38
19755,Non core,3
16871,Non core,6
22650,Non core,7
23184,Non core,24
16233,Non core,112
8151,Non core,19
18429,Non core,8
21598,Non core,17
21125,Non core,3
19227,Non core,3
18903,Non core,50
8614,Non core,20
7428,Core,280
9622,Non core,147
8802,Non core,96
10115,Non core,78
23122,Non core,5
11151,Core,99
17244,Non core,12
20411,Non core,28
14907,Non core,23
19642,Non core,5
22020,Non core,122
20506,Non core,11
7229,Non core,5
10556,Non core,20
18455,Non core,48
24406,Non core,10
21591,Non core,80
12804,Non core,10
17901,Non core,16
3012,Core,178
8789,Non core,164
22779,Non core,4
20910,Non core,5
9276,Core,37
20587,Core,1
15123,Non core,25
13372,Non core,5
11155,Core,94
23483,Non core,3
21649,Non core,7
22981,Core,59
5545,Core,11
9312,Core,68
19587,Non core,4
16518,Non core,68
18225,Non core,19
13719,Non core,105
7565,Core,19
10526,Non core,8
22227,Non core,4
14576,Non core,151
7121,Non core,23
18092,Core,63
2506,Core,167
9382,Core,462
7063,Core,45
6951,Non core,152
11047,Non core,54
20541,Non core,15
9152,Non core,21
12394,Core,94
22793,Non core,30
18205,Core,237
7195,Core,616
21077,Non core,30
11538,Core,20
21832,Non core,4
20797,Non core,7
16421,Non core,7
9930,Non core,15
7729,Non core,76
14643,Non core,171
19153,Non core,16
10347,Non core,8
22692,Non core,61
20761,Non core,23
19520,Non core,36
10438,Non core,3
11865,Non core,123
7478,Non core,54
22041,Non core,13
7037,Non core,10
13070,Core,177
4656,Non core,191
22830,Non core,5
21668,Non core,18
11708,Non core,33
7227,Non core,141
20194,Core,90
23269,Non core,8
20428,Non core,13
10224,Core,296
16679,Non core,5
21614,Non core,9
21413,Non core,7
20630,Non core,23
8837,Non core,55
8840,Non core,6
8735,Core,590
24036,Non core,3
12444,Non core,86
8803,Non core,4
20522,Non core,8
14342,Non core,228
20667,Non core,60
7225,Core,299
21179,Non core,8
22113,Non core,19
7664,Non core,19
19594,Non core,3
11716,Core,180
20195,Core,39
14167,Non core,105
6677,Core,247
21902,Non core,35
14124,Core,128
22797,Non core,4
13786,Non core,11
21231,Non core,3
860,Non core,34
21748,Non core,6
10489,Non core,49
15383,Non core,5
6904,Non core,38
12325,Core,66
23551,Non core,11
18093,Non core,17
17671,Non core,5
21583,Non core,4
17089,Non core,34
24086,Non core,14
24343,Non core,5
17579,Non core,15
10594,Non core,5
16106,Non core,59
23162,Non core,9
19303,Non core,15
22749,Non core,6
19345,Non core,22
6772,Non core,153
24237,Non core,20
7732,Core,340
18015,Non core,18
22266,Non core,180
24313,Non core,6
22377,Non core,3
12299,Non core,51
16039,Non core,7
1528,Core,215
23192,Non core,5
22678,Non core,4
20294,Non core,3
11861,Core,78
9782,Non core,49
6685,Non core,35
15907,Non core,11
15338,Non core,8
20038,Core,70
11343,Core,404
19645,Non core,3
6788,Non core,87
15847,Non core,13
21644,Non core,25
23719,Non core,7
11898,Non core,81
23654,Non core,5
22328,Non core,3
7256,Non core,81
8127,Core,210
22787,Non core,3
19136,Non core,118
20986,Non core,16
5319,Non core,13
9746,Non core,52
9377,Non core,50
22524,Non core,12
8040,Non core,474
16707,Non core,22
2023,Core,79
20426,Non core,38
22588,Non core,8
10221,Non core,13
7075,Non core,53
16322,Non core,5
19985,Non core,19
22525,Non core,24
19300,Non core,95
13258,Non core,8
7125,Non core,135
15950,Non core,10
18086,Non core,3
12673,Non core,42
20465,Non core,8
10618,Non core,74
18414,Non core,10
10540,Non core,114
16934,Non core,8
17973,Non core,29
18023,Non core,10
14154,Non core,32
12407,Non core,8
12712,Non core,24
14565,Non core,4
16794,Non core,3
18793,Non core,82
9515,Non core,388
14732,Non core,3
13342,Non core,7
1464,Core,12
22653,Non core,4
19157,Core,217
6437,Non core,8
17711,Non core,8
10881,Core,11
10558,Non core,26
15293,Core,77
15321,Non core,60
12604,Core,90
17207,Non core,254
12134,Non core,7
1531,Core,165
7473,Non core,24
12559,Non core,126
23590,Non core,4
9031,Core,12
20864,Non core,59
20313,Non core,35
8298,Non core,26
16853,Non core,9
19619,Non core,18
23013,Non core,10
7658,Non core,12
20076,Non core,6
12609,Non core,29
7042,Non core,210
7710,Non core,339
6938,Non core,29
20566,Non core,17
20256,Non core,12
12039,Non core,176
6995,Core,21
1082,Non core,23
4330,Non core,123
20752,Non core,4
21287,Non core,57
15101,Non core,10
20325,Non core,67
20298,Non core,9
23204,Non core,4
7553,Non core,11
9576,Core,134
7833,Non core,18
17465,Non core,4
20519,Non core,49
8410,Non core,293
16558,Non core,11
22457,Non core,20
11235,Non core,44
11549,Non core,6
12582,Non core,21
1779,Non core,466
7770,Non core,48
22233,Non core,3
21927,Non core,7
18289,Non core,19
22837,Non core,57
162,Non core,12
6450,Non core,165
10475,Core,142
12732,Non core,27
11907,Non core,10
12087,Non core,4
15353,Non core,15
17377,Non core,31
17133,Non core,41
14963,Non core,4
6889,Core,31
14946,Non core,69
20933,Non core,4
13206,Non core,8
23047,Non core,3
19799,Non core,32
9060,Non core,72
22771,Non core,4
15388,Non core,4
6719,Non core,457
10419,Core,198
23193,Non core,4
23402,Non core,3
21063,Non core,4
18334,Non core,15
22574,Non core,43
23116,Non core,6
22834,Non core,31
23020,Non core,4
9387,Core,252
21885,Non core,21
11176,Non core,26
1247,Non core,1107
7858,Non core,67
21765,Non core,7
6676,Non core,538
23413,Non core,7
