id,status,changes
18934,Non core,21
11238,Non core,7
15426,Non core,6
19370,Non core,9
19213,Non core,13
13082,Non core,175
11804,Non core,7
741,Non core,967
12661,Non core,95
4625,Core,27
9392,Non core,5
19233,Core,31
22305,Non core,3
425,Non core,153
7882,Non core,120
15515,Core,55
8035,Non core,9
20327,Non core,3
20405,Non core,8
19760,Non core,23
20508,Non core,15
14228,Non core,10
16993,Non core,46
10088,Non core,14
105,Core,371
6609,Core,83
13001,Non core,14
14708,Non core,128
22044,Non core,7
9558,Non core,7
1726,Core,177
17289,Non core,6
21820,Non core,44
7126,Non core,156
10675,Non core,4
18026,Non core,9
17754,Non core,22
21061,Non core,4
14365,Non core,3
13059,Non core,12
13340,Non core,3
9095,Core,84
8797,Core,107
17043,Non core,7
10266,Non core,11
19390,Non core,6
5003,Non core,7
11685,Non core,77
23681,Non core,9
7448,Non core,217
18448,Non core,10
20563,Non core,57
21877,Non core,8
14937,Non core,289
20773,Non core,100
11671,Non core,14
6659,Non core,155
18401,Non core,4
20425,Non core,26
7132,Non core,246
13752,Non core,145
14656,Non core,16
18652,Non core,7
16414,Non core,60
13474,Non core,5
14615,Non core,27
13325,Non core,21
13306,Non core,18
1420,Non core,654
16658,Non core,31
14159,Non core,70
13575,Non core,3
13840,Non core,10
19592,Non core,9
20246,Non core,21
428,Non core,3
14680,Non core,29
17993,Non core,4
18808,Non core,22
6608,Non core,10
6689,Non core,6
5441,Non core,306
20364,Non core,41
18238,Non core,129
7398,Non core,22
22141,Non core,4
11302,Non core,81
19611,Non core,5
22670,Non core,3
12363,Non core,172
6571,Non core,42
17357,Non core,5
17714,Non core,25
21469,Non core,13
16958,Non core,12
20559,Non core,42
6316,Non core,76
12525,Non core,56
13201,Non core,4
11662,Non core,64
21522,Non core,23
13931,Non core,35
14316,Non core,43
15307,Non core,3
15910,Non core,3
10578,Non core,3
21290,Non core,3
11670,Non core,6
22754,Non core,10
16840,Non core,3
9448,Non core,17
16437,Non core,9
19858,Non core,6
14943,Non core,5
11820,Non core,9
19290,Non core,11
22869,Non core,3
22132,Non core,36
18747,Non core,27
13149,Core,252
22739,Non core,32
9591,Core,52
19158,Core,95
11614,Non core,14
23272,Non core,3
15232,Core,10
14257,Non core,14
17169,Non core,10
7400,Non core,27
12133,Non core,46
11877,Non core,3
22925,Non core,4
19372,Non core,97
9730,Non core,263
15424,Non core,69
7179,Non core,31
9624,Non core,47
2537,Non core,138
21775,Non core,4
10127,Non core,34
16819,Non core,40
6509,Non core,27
17026,Non core,30
1923,Non core,49
18009,Non core,107
10210,Non core,5
8330,Core,45
20384,Non core,77
12141,Non core,21
12959,Non core,5
8003,Non core,195
10744,Non core,4
9671,Non core,14
14396,Non core,58
19797,Non core,32
6981,Non core,19
17517,Non core,21
11578,Core,1
23209,Non core,6
22835,Non core,12
18941,Non core,3
21342,Non core,5
13055,Non core,39
6645,Non core,24
12485,Non core,6
22968,Non core,6
9581,Non core,43
12459,Core,86
287,Core,47
9717,Core,415
15943,Non core,48
22575,Non core,3
7535,Core,158
16574,Non core,29
11682,Core,62
3098,Non core,150
10295,Non core,32
16929,Non core,11
6695,Non core,49
12139,Non core,44
21198,Non core,5
21309,Non core,11
11526,Non core,4
12512,Non core,292
20105,Non core,44
7781,Non core,19
17081,Non core,71
20828,Non core,6
22777,Non core,22
17180,Non core,13
17730,Non core,28
9659,Non core,46
490,Non core,54
7419,Core,99
17595,Non core,9
22587,Non core,6
9048,Non core,27
7423,Non core,88
22025,Non core,7
6506,Non core,19
5209,Non core,15
14473,Non core,5
8829,Non core,143
22281,Non core,6
14421,Non core,17
8965,Non core,107
19120,Non core,29
13194,Non core,140
2828,Non core,103
7505,Non core,146
12758,Non core,32
22493,Non core,5
19210,Core,5
14165,Non core,3
13617,Non core,4
7462,Non core,26
19378,Non core,5
11730,Non core,6
21465,Non core,4
22562,Non core,20
14711,Non core,4
18290,Non core,66
20771,Non core,6
18654,Non core,12
19209,Core,101
20981,Non core,3
14606,Non core,12
20376,Non core,13
20515,Non core,5
13938,Non core,5
20517,Non core,70
16666,Non core,5
18549,Non core,11
8978,Non core,120
10780,Non core,41
19902,Non core,25
16814,Non core,5
21713,Non core,3
15171,Non core,26
9459,Non core,31
11279,Non core,123
11447,Non core,51
12402,Non core,35
10697,Non core,28
11778,Core,169
22911,Non core,7
10652,Non core,21
17898,Non core,6
21217,Non core,6
14307,Non core,47
13516,Non core,51
15488,Non core,6
6886,Non core,6
14305,Non core,73
21918,Non core,15
17553,Non core,7
18479,Non core,3
15526,Non core,53
16962,Non core,98
6116,Non core,109
20873,Non core,16
19542,Non core,19
17699,Non core,8
6620,Non core,17
7575,Non core,80
17734,Non core,10
10635,Non core,5
11061,Non core,11
12275,Non core,21
18247,Non core,25
10814,Non core,3
6836,Non core,108
16064,Non core,7
12637,Non core,27
13895,Non core,31
13697,Non core,5
7789,Non core,95
21075,Non core,3
15640,Non core,22
6820,Non core,8
11758,Non core,6
9166,Non core,3
19921,Non core,11
16066,Non core,84
16047,Non core,6
9366,Non core,26
220,Non core,17
17861,Non core,9
17116,Non core,66
22487,Non core,6
16482,Non core,14
22217,Non core,4
1112,Non core,81
6623,Core,160
22223,Non core,4
455,Non core,186
12514,Non core,4
20581,Non core,5
19805,Non core,4
22315,Non core,10
12632,Non core,7
17877,Non core,12
22815,Non core,3
14957,Non core,15
8890,Non core,6
7604,Non core,199
19199,Non core,8
8005,Non core,73
9521,Non core,64
20481,Non core,4
21996,Core,44
20839,Non core,3
4395,Non core,684
22143,Non core,21
13510,Non core,32
141,Non core,6
22894,Non core,3
15041,Non core,14
14249,Non core,10
6055,Non core,9
22314,Non core,15
10488,Non core,81
10369,Non core,20
19845,Non core,5
14374,Non core,5
20743,Non core,16
14844,Non core,4
11610,Non core,8
20429,Non core,4
18838,Non core,9
18613,Non core,19
15763,Non core,3
18732,Non core,3
22557,Non core,6
15315,Non core,53
6717,Non core,36
16522,Non core,29
15359,Non core,11
9945,Non core,3
780,Non core,5
22216,Non core,4
7002,Non core,44
14339,Non core,12
19267,Non core,11
13318,Non core,11
20336,Non core,12
15429,Non core,6
681,Core,7
12912,Non core,9
10008,Non core,7
995,Non core,103
12378,Non core,3
18589,Non core,4
12952,Non core,30
14535,Non core,3
21642,Non core,15
6899,Non core,125
12362,Non core,7
13768,Non core,46
4340,Non core,25
8491,Core,70
12612,Non core,58
18593,Non core,4
16800,Non core,17
16051,Non core,135
8931,Non core,225
17952,Non core,24
21304,Non core,3
21546,Non core,3
18117,Non core,7
19861,Non core,4
14981,Non core,13
21074,Non core,3
17476,Non core,3
22210,Non core,4
7450,Core,19
10241,Non core,3
14840,Non core,6
19963,Non core,6
12184,Non core,12
19573,Non core,8
11356,Core,100
8970,Non core,56
6554,Non core,58
20082,Non core,4
17436,Non core,3
17862,Non core,6
9126,Non core,38
8514,Non core,6
17321,Non core,3
1865,Non core,35
17455,Non core,12
14372,Core,55
8533,Non core,28
7020,Non core,40
10485,Non core,74
13362,Core,94
6460,Core,29
18068,Non core,6
16917,Non core,36
21381,Non core,3
12043,Non core,3
17731,Non core,11
22061,Non core,3
13900,Non core,12
15755,Non core,40
7935,Non core,44
22298,Non core,17
9453,Non core,75
11011,Non core,12
16392,Non core,4
21168,Non core,7
15427,Non core,8
20254,Non core,3
1207,Non core,17
21423,Non core,4
13968,Non core,3
19765,Non core,12
19500,Non core,3
6587,Non core,9
21876,Non core,3
14439,Non core,6
20037,Non core,3
14168,Non core,27
17717,Non core,7
14726,Non core,27
16495,Non core,55
21739,Core,5
8091,Non core,203
20003,Non core,3
15029,Non core,6
18032,Non core,4
13537,Non core,8
15192,Non core,7
10474,Core,57
18802,Non core,5
21006,Non core,4
752,Non core,13
11017,Non core,4
16252,Non core,3
7021,Non core,9
20276,Non core,4
15361,Non core,4
5600,Non core,23
14924,Non core,4
13655,Non core,3
15248,Non core,4
177,Non core,169
13203,Non core,62
8443,Core,36
15922,Non core,6
9364,Non core,9
7461,Non core,51
11698,Non core,3
8279,Non core,37
21808,Non core,23
9927,Non core,13
12963,Non core,3
21152,Non core,9
11751,Non core,5
21033,Non core,9
13454,Non core,29
9705,Non core,4
16774,Non core,3
16318,Non core,11
19472,Non core,13
6923,Non core,150
6698,Non core,27
13463,Non core,10
12817,Core,248
21810,Non core,3
14762,Non core,14
20960,Non core,3
16652,Non core,14
13997,Non core,56
19288,Non core,13
14028,Non core,20
6786,Non core,901
20188,Non core,3
20158,Non core,6
532,Non core,5
17555,Non core,5
14838,Non core,3
7471,Non core,71
11676,Non core,10
8959,Non core,35
10136,Core,283
20107,Non core,14
6032,Non core,4
20449,Non core,6
20271,Non core,6
17536,Non core,7
6662,Core,77
15130,Non core,6
12069,Non core,81
9983,Non core,61
11434,Non core,9
13524,Non core,9
9648,Core,18
8601,Core,96
15095,Non core,6
20316,Non core,12
1613,Non core,6
9000,Non core,6
9626,Non core,7
12692,Non core,3
18324,Non core,9
16793,Non core,5
10725,Non core,20
14379,Non core,3
17139,Non core,22
19561,Non core,11
10584,Core,72
17718,Non core,3
17419,Non core,6
11650,Non core,96
13274,Core,15
3068,Core,81
14926,Non core,14
20772,Non core,14
10987,Non core,52
17147,Non core,6
11757,Non core,11
18061,Non core,19
12516,Non core,7
6967,Non core,34
17858,Non core,3
19720,Non core,10
9439,Non core,80
9975,Non core,8
11774,Non core,3
9577,Non core,5
9970,Non core,11
4190,Core,892
20526,Non core,6
19920,Non core,12
19071,Non core,5
8399,Non core,54
7984,Non core,6
18485,Non core,8
17179,Non core,14
7494,Non core,215
18683,Non core,50
11094,Non core,107
18438,Non core,6
10156,Non core,6
8083,Non core,23
17609,Non core,4
6632,Non core,3
8954,Non core,44
19132,Non core,76
12443,Non core,53
13595,Non core,8
15358,Non core,56
18386,Non core,44
8392,Core,242
18389,Non core,91
7812,Non core,16
2835,Non core,115
9981,Non core,88
18643,Non core,9
16493,Non core,7
4240,Non core,106
20553,Non core,5
10674,Non core,24
15637,Non core,7
19950,Non core,32
9337,Non core,15
7128,Non core,698
14823,Non core,11
1773,Non core,27
8300,Non core,32
13505,Non core,45
20196,Non core,14
15742,Non core,19
13084,Non core,19
12053,Non core,106
17523,Non core,5
2468,Non core,55
6072,Non core,168
9301,Non core,25
9248,Non core,10
2265,Non core,62
10371,Non core,4
14691,Non core,26
7534,Non core,57
7761,Non core,122
19450,Non core,3
11424,Non core,92
10046,Non core,42
7135,Non core,77
15028,Non core,3
11255,Non core,16
20791,Non core,4
9285,Non core,6
11546,Non core,3
14887,Non core,9
17953,Non core,3
15452,Non core,7
18913,Non core,5
12624,Non core,3
17832,Non core,24
14556,Non core,33
19282,Non core,14
1941,Non core,261
6043,Non core,78
20661,Non core,12
10665,Non core,29
17958,Non core,41
20090,Non core,3
6783,Non core,24
18769,Non core,3
5511,Non core,283
16683,Non core,14
19348,Non core,11
11637,Non core,17
15225,Non core,23
19076,Non core,3
7049,Non core,108
8000,Core,68
19056,Non core,3
10327,Non core,8
4715,Core,875
19954,Non core,7
10753,Non core,4
13354,Non core,10
11029,Core,39
107,Core,30
8106,Non core,61
12417,Non core,21
16234,Non core,4
9770,Non core,44
20928,Non core,3
20181,Non core,11
15454,Non core,39
8859,Non core,33
15341,Non core,36
8090,Non core,166
11433,Non core,9
9977,Non core,78
13169,Non core,8
9647,Non core,86
18723,Non core,62
11427,Non core,87
16272,Non core,28
12850,Non core,14
10477,Non core,42
17123,Non core,67
4159,Non core,24
14318,Non core,8
17489,Non core,10
19692,Non core,4
11114,Non core,38
16687,Non core,5
19739,Non core,7
20137,Non core,3
19560,Non core,33
15825,Non core,5
11832,Non core,31
16769,Non core,25
15934,Non core,5
19346,Core,3
9526,Non core,18
7514,Core,6
20453,Non core,3
8912,Non core,32
17527,Non core,5
15274,Non core,16
2967,Non core,34
18137,Non core,20
13289,Non core,20
8787,Non core,299
12232,Core,6
17005,Non core,20
13948,Non core,155
10517,Non core,5
17277,Non core,19
18336,Non core,4
10016,Non core,24
406,Non core,53
2035,Non core,192
12999,Non core,27
15226,Non core,9
9091,Non core,296
11364,Non core,8
17405,Non core,8
13933,Non core,24
17254,Non core,4
3094,Non core,4
19214,Non core,8
19548,Non core,4
16226,Non core,3
5957,Non core,5
17211,Non core,16
13781,Core,6
19840,Non core,43
9551,Non core,30
2467,Non core,11
6162,Non core,62
20430,Non core,9
11689,Non core,11
19951,Non core,6
5217,Non core,27
2861,Non core,58
20556,Non core,4
12140,Non core,12
16292,Non core,4
15470,Non core,9
16701,Non core,8
18658,Non core,9
15799,Non core,14
15660,Non core,19
11587,Non core,23
17333,Non core,5
10515,Non core,55
13979,Non core,5
15902,Non core,3
1009,Non core,39
6694,Non core,17
13152,Non core,9
2860,Non core,47
8328,Non core,19
11956,Non core,23
6835,Core,120
18170,Non core,9
11903,Non core,42
19591,Non core,3
10440,Non core,22
136,Core,8
11215,Non core,6
9911,Non core,10
14884,Non core,25
15259,Core,12
12321,Core,48
10827,Non core,31
8576,Non core,87
7653,Non core,14
8804,Non core,8
19133,Non core,61
16426,Non core,3
10896,Non core,3
18729,Core,2
12442,Non core,18
2481,Non core,59
17705,Non core,5
11208,Non core,25
18399,Non core,29
7874,Non core,12
20444,Non core,4
14923,Non core,16
10917,Non core,4
9740,Non core,62
11482,Non core,3
8001,Non core,58
10281,Non core,52
9066,Non core,13
19419,Non core,10
14689,Non core,13
14103,Non core,5
12403,Non core,25
19361,Non core,4
6917,Non core,23
14445,Non core,9
8907,Core,271
395,Non core,233
19414,Non core,6
11387,Non core,9
10271,Non core,9
15106,Non core,3
8627,Non core,9
20260,Non core,3
18258,Non core,8
10442,Non core,82
7203,Non core,36
15342,Non core,9
15644,Non core,5
12400,Non core,19
1970,Non core,38
15881,Non core,19
8935,Non core,52
19333,Non core,6
10345,Non core,7
8968,Non core,22
14355,Non core,3
3108,Non core,33
14543,Non core,74
18668,Non core,5
14078,Non core,4
16170,Non core,6
7052,Non core,27
17588,Non core,10
16490,Non core,4
7133,Non core,14
11784,Non core,3
6223,Non core,7
14099,Non core,8
15675,Non core,4
13013,Non core,11
19196,Non core,34
14457,Non core,5
739,Non core,81
14363,Non core,3
10263,Non core,57
14033,Non core,3
7221,Non core,4
10507,Non core,11
13107,Non core,9
2284,Core,433
14274,Non core,12
17360,Non core,10
9093,Non core,12
12561,Non core,46
14927,Non core,3
7244,Non core,23
5174,Non core,118
14891,Non core,5
15311,Non core,21
19653,Non core,3
16553,Non core,4
6631,Non core,9
1269,Non core,11
17869,Non core,5
16714,Non core,3
9253,Non core,30
14810,Non core,19
161,Non core,23
13560,Non core,63
2404,Non core,10
18811,Non core,8
16910,Non core,15
13086,Non core,6
18743,Non core,4
16356,Non core,3
10786,Non core,4
16788,Core,12
5538,Non core,39
17293,Non core,4
11752,Non core,3
15739,Non core,15
12208,Non core,4
7409,Non core,6
7479,Non core,88
8016,Non core,8
9327,Non core,4
8143,Non core,21
12920,Non core,4
12214,Non core,6
19050,Non core,3
11428,Non core,17
97,Non core,46
15867,Non core,3
10796,Non core,30
13720,Non core,19
9068,Non core,12
9032,Non core,5
17200,Non core,10
18540,Non core,4
2448,Core,677
5055,Non core,13
11941,Non core,22
3114,Non core,22
17013,Non core,67
10140,Non core,3
14030,Non core,11
14010,Non core,5
10984,Non core,40
11622,Non core,4
12351,Non core,3
11098,Non core,31
7433,Non core,10
19851,Non core,3
19226,Non core,15
19535,Non core,3
13771,Non core,74
16964,Non core,3
19383,Non core,6
16132,Non core,7
17457,Non core,4
17317,Non core,8
7600,Non core,142
14358,Non core,48
18087,Non core,4
16100,Non core,5
9168,Core,1
19776,Non core,3
7387,Non core,5
15125,Non core,3
15932,Non core,13
19460,Non core,3
11110,Non core,10
19688,Non core,27
17753,Non core,19
17063,Non core,3
15346,Core,18
10513,Non core,10
15280,Non core,3
8202,Non core,7
14955,Non core,31
13790,Non core,50
17425,Non core,5
4992,Non core,11
10731,Non core,6
15904,Non core,16
11189,Non core,30
18520,Non core,20
1795,Non core,31
17332,Non core,3
1925,Core,59
216,Non core,112
7262,Non core,87
17976,Non core,5
11577,Non core,61
8247,Non core,68
8112,Non core,72
12974,Non core,3
19085,Non core,14
15832,Non core,5
11997,Non core,11
4894,Non core,21
215,Non core,45
9546,Non core,9
19195,Non core,3
8542,Non core,13
8464,Non core,15
6160,Non core,10
14536,Non core,3
13546,Non core,6
17104,Non core,30
1976,Non core,18
1387,Non core,3
14594,Non core,11
9498,Core,68
8302,Non core,24
14578,Non core,12
16631,Non core,15
1706,Non core,25
13278,Non core,3
6807,Non core,13
8305,Non core,4
17950,Non core,3
7485,Core,20
19148,Non core,3
16246,Non core,7
6542,Non core,4
12953,Non core,17
7774,Non core,93
6434,Non core,3
13785,Non core,35
1882,Non core,16
8645,Non core,14
9315,Non core,122
13801,Non core,5
13777,Non core,10
16982,Non core,4
14649,Non core,5
13805,Non core,74
17399,Non core,4
17995,Non core,45
7860,Non core,8
12114,Non core,9
3189,Non core,24
9189,Non core,96
10574,Non core,18
13869,Non core,3
13845,Non core,9
9878,Non core,10
13291,Non core,11
17214,Non core,3
11768,Non core,4
13664,Non core,45
1991,Core,23
9601,Non core,34
12749,Non core,20
15642,Non core,9
16754,Non core,3
17327,Non core,3
7155,Non core,314
15701,Non core,10
18465,Non core,3
18460,Non core,5
18064,Non core,3
17156,Core,7
7431,Core,13
19060,Core,1
16901,Non core,9
5293,Non core,158
13660,Non core,5
7806,Non core,153
18001,Non core,8
9854,Non core,4
13176,Non core,4
18096,Non core,4
13420,Non core,16
10370,Non core,24
10795,Non core,44
12994,Non core,4
12182,Non core,4
14428,Non core,30
8515,Non core,3
842,Non core,4
18466,Non core,10
13833,Non core,8
9623,Non core,8
17322,Non core,18
9750,Non core,23
12866,Non core,27
16433,Non core,18
17098,Non core,3
17866,Non core,4
7591,Non core,8
17248,Non core,3
9410,Non core,237
17881,Non core,6
17002,Non core,4
14036,Non core,7
12875,Non core,70
8824,Non core,90
12200,Non core,175
14413,Non core,3
13662,Non core,56
12606,Non core,84
8092,Non core,9
8074,Non core,6
16781,Non core,6
12814,Non core,9
18609,Non core,3
17990,Non core,32
5390,Non core,90
17276,Non core,4
31,Non core,5
12100,Non core,8
18122,Non core,15
16973,Non core,4
13609,Non core,47
11884,Non core,3
5387,Non core,61
11759,Non core,6
11084,Non core,4
1849,Non core,1088
12693,Non core,67
16173,Non core,3
10348,Core,5
10676,Non core,26
17988,Non core,14
8603,Core,1
8748,Non core,6
14888,Non core,3
17789,Non core,40
18276,Non core,6
17987,Non core,5
6714,Non core,50
14345,Non core,4
15903,Non core,8
7703,Non core,15
17836,Non core,13
11714,Non core,3
11701,Non core,8
5828,Non core,8
11825,Non core,6
17967,Non core,3
6802,Non core,28
14202,Non core,6
17897,Non core,9
10383,Non core,20
17659,Non core,12
13923,Non core,4
16054,Non core,3
14829,Non core,4
13104,Non core,6
10380,Non core,65
9212,Non core,5
16172,Non core,3
16053,Non core,9
7148,Non core,38
8617,Non core,23
6124,Non core,65
2515,Non core,6
15299,Non core,12
12721,Non core,4
13461,Non core,5
8940,Non core,6
16415,Non core,5
17101,Non core,3
10300,Non core,44
15463,Core,1
14753,Non core,6
15760,Non core,4
17041,Non core,5
13623,Non core,19
17004,Non core,5
13868,Non core,15
11059,Non core,25
16121,Non core,8
17203,Non core,5
7491,Non core,167
7187,Non core,29
7515,Non core,16
8544,Non core,3
9548,Core,119
13445,Non core,107
13355,Non core,7
8103,Non core,54
8098,Non core,3
17481,Non core,3
7987,Non core,18
9596,Non core,7
14508,Non core,3
15149,Non core,6
17302,Non core,3
9335,Non core,14
2101,Non core,6
9100,Non core,6
8889,Non core,5
10375,Non core,14
13925,Non core,16
15497,Non core,6
8188,Core,28
16801,Non core,3
13227,Non core,11
10797,Non core,10
9380,Non core,9
16129,Non core,3
6550,Non core,38
12454,Non core,16
16561,Non core,9
14265,Non core,22
13665,Non core,10
16249,Non core,3
1812,Non core,134
9096,Non core,29
1687,Non core,46
10428,Non core,25
11798,Non core,5
9946,Non core,4
10579,Non core,5
9142,Non core,48
12711,Non core,7
6601,Non core,52
11674,Core,15
15823,Non core,6
12929,Non core,9
12355,Non core,25
8376,Non core,7
15830,Non core,6
1192,Non core,155
14551,Non core,4
9492,Non core,10
15501,Non core,3
12035,Non core,3
15005,Non core,13
10662,Non core,8
12215,Non core,10
14862,Non core,3
12149,Non core,21
16115,Non core,6
15373,Non core,5
14237,Non core,5
6785,Non core,6
12930,Non core,5
9297,Non core,4
16268,Non core,3
15465,Non core,5
6890,Non core,15
14496,Non core,6
1375,Core,143
8411,Non core,300
10677,Non core,11
16165,Non core,5
10486,Non core,7
9940,Non core,20
53,Non core,3
10014,Non core,195
11881,Non core,27
13744,Non core,14
6670,Non core,7
16557,Non core,6
16540,Non core,3
5313,Non core,22
124,Non core,12
5149,Non core,14
10105,Non core,5
13525,Non core,8
14375,Non core,15
10732,Non core,3
13663,Non core,26
9383,Non core,3
11555,Non core,12
2036,Non core,11
13161,Non core,40
10657,Non core,7
8434,Non core,3
16208,Non core,5
16374,Non core,4
11042,Non core,3
13409,Non core,13
9420,Non core,39
10870,Non core,3
6983,Non core,19
11079,Non core,14
8582,Non core,5
14802,Non core,4
6498,Non core,16
11312,Non core,10
11970,Non core,35
6494,Non core,12
9204,Non core,11
10359,Non core,4
8574,Non core,40
7976,Non core,35
9488,Non core,65
15653,Non core,3
14720,Non core,3
9186,Non core,36
11661,Non core,13
13909,Non core,3
8710,Core,30
14920,Non core,9
12548,Non core,6
9349,Non core,6
15697,Non core,15
321,Non core,360
7181,Non core,13
10765,Non core,4
16238,Non core,3
7677,Non core,43
13795,Non core,5
15142,Non core,3
12160,Non core,4
7827,Non core,3
1107,Core,29
14269,Non core,8
7661,Non core,6
1057,Non core,3
15068,Non core,3
9051,Non core,15
15914,Non core,5
11753,Non core,3
7193,Core,43
8172,Non core,9
14965,Non core,3
9454,Non core,19
9174,Non core,4
9924,Non core,20
15804,Non core,6
11193,Non core,3
9041,Non core,5
10020,Non core,4
14991,Non core,5
11530,Non core,21
16110,Non core,5
8984,Non core,24
8507,Non core,115
14248,Non core,3
8467,Non core,3
1689,Non core,49
8094,Non core,54
14702,Non core,7
5892,Non core,16
12412,Non core,3
11602,Non core,5
10818,Non core,9
12064,Non core,3
7624,Non core,27
14795,Non core,10
12936,Non core,5
10856,Core,8
7878,Non core,9
8053,Non core,95
13555,Non core,8
12022,Non core,19
904,Non core,15
9978,Non core,20
13644,Non core,6
15173,Non core,8
14777,Non core,3
8412,Non core,48
6687,Non core,5
14474,Non core,13
14917,Non core,7
11647,Non core,11
10555,Non core,3
1678,Non core,37
2556,Non core,4
7134,Non core,11
10070,Non core,6
14272,Non core,3
14786,Non core,9
11361,Non core,4
13873,Non core,7
14900,Non core,3
114,Non core,14
14138,Non core,7
12103,Non core,5
12524,Non core,8
12256,Non core,22
9432,Non core,29
15304,Non core,8
9180,Non core,32
2230,Non core,34
9067,Non core,12
2667,Non core,11
9550,Non core,32
9101,Non core,91
7930,Non core,32
5189,Non core,28
11711,Non core,4
12108,Non core,44
12699,Non core,3
11355,Non core,6
11599,Non core,31
5292,Non core,362
12196,Non core,8
8512,Non core,9
9778,Non core,14
14071,Non core,3
3208,Non core,4
6672,Non core,4
14475,Non core,9
15272,Non core,3
13924,Non core,35
11813,Non core,7
14015,Non core,6
13386,Non core,4
6549,Non core,134
11783,Non core,5
8004,Non core,33
13819,Non core,4
8876,Non core,11
6230,Non core,98
1935,Non core,21
475,Non core,301
11024,Core,10
11822,Non core,6
14271,Non core,5
14195,Non core,5
9077,Non core,15
7183,Non core,35
13273,Non core,21
4573,Non core,66
11006,Core,20
10559,Non core,38
10335,Non core,7
14252,Non core,4
26,Non core,99
5215,Non core,5
11902,Non core,18
14692,Non core,7
13634,Non core,8
6838,Non core,10
12669,Non core,8
8577,Non core,21
7962,Non core,20
12954,Non core,6
8296,Non core,9
11224,Non core,8
10971,Non core,13
2807,Non core,40
12211,Non core,4
14522,Non core,3
8792,Non core,10
4220,Non core,13
6139,Non core,5
1872,Non core,21
1816,Non core,350
12847,Non core,5
13470,Non core,9
1803,Non core,33
12030,Non core,3
9040,Core,6
9121,Non core,7
12861,Non core,5
7008,Non core,7
11864,Non core,4
12487,Non core,4
7687,Non core,17
8996,Non core,30
1870,Non core,21
6094,Non core,56
100,Non core,310
6896,Non core,12
6463,Non core,7
1839,Non core,5
13762,Non core,12
9856,Non core,5
7555,Non core,256
14024,Non core,8
10165,Non core,15
8646,Non core,19
6781,Non core,3
1298,Non core,24
10750,Non core,5
10373,Non core,40
12849,Non core,5
8587,Non core,11
13817,Non core,3
6969,Non core,56
13518,Non core,8
8415,Non core,56
144,Non core,33
12293,Non core,11
9684,Non core,51
6153,Non core,22
6769,Non core,8
10290,Non core,19
8153,Non core,7
2067,Non core,10
7366,Non core,135
11349,Non core,5
9605,Non core,26
2031,Non core,86
9461,Non core,3
688,Non core,40
8155,Non core,24
8130,Non core,28
5127,Non core,12
11045,Non core,7
6648,Core,16
12588,Non core,9
7590,Non core,3
11153,Non core,4
866,Core,252
12119,Non core,4
1633,Non core,51
2208,Non core,5
8414,Non core,24
67,Non core,645
10791,Non core,15
13527,Non core,5
1501,Non core,89
1037,Non core,15
1994,Non core,393
13140,Non core,5
12626,Non core,3
10126,Non core,5
5619,Non core,10
12084,Non core,3
8537,Non core,3
11096,Non core,14
7743,Non core,3
7746,Non core,9
1253,Non core,11
9853,Non core,3
12177,Non core,12
7823,Non core,21
1005,Non core,18
7579,Non core,20
12716,Non core,8
694,Non core,57
11603,Non core,7
12631,Non core,6
6268,Non core,45
7536,Non core,50
7472,Non core,15
13606,Non core,5
7796,Non core,13
8759,Non core,63
7585,Non core,64
12036,Non core,3
10683,Non core,9
6703,Non core,3
5347,Non core,15
7680,Non core,153
13755,Non core,3
12605,Non core,3
10161,Non core,3
6529,Non core,12
2340,Non core,270
7136,Non core,26
1605,Non core,7
11737,Non core,3
11638,Non core,11
11324,Non core,12
8430,Non core,23
10829,Non core,9
12970,Non core,4
8505,Non core,30
2064,Non core,43
7139,Non core,56
7170,Non core,12
9556,Non core,19
8517,Non core,6
12566,Non core,3
8214,Non core,48
8435,Non core,8
9493,Non core,5
8651,Non core,34
2763,Non core,15
2531,Non core,5
1030,Non core,306
4468,Non core,35
10536,Non core,12
8895,Non core,47
11203,Non core,6
7336,Non core,16
6427,Core,156
10667,Non core,3
11473,Non core,15
12124,Non core,6
10816,Non core,3
10139,Non core,10
12415,Non core,7
159,Non core,94
8685,Non core,10
7593,Non core,21
4463,Non core,50
9533,Non core,22
12737,Non core,5
8052,Non core,39
9552,Non core,7
9683,Non core,15
9219,Non core,3
8874,Non core,39
12231,Non core,7
7260,Core,3
11425,Non core,3
6728,Non core,4
10812,Non core,4
5477,Non core,5
994,Non core,26
12190,Non core,3
10777,Non core,24
7439,Non core,4
8334,Core,96
10279,Non core,11
8642,Non core,6
8027,Non core,31
7589,Non core,24
12129,Non core,8
11163,Non core,3
10634,Non core,12
9749,Non core,20
8369,Non core,39
10352,Non core,15
2649,Non core,8
7248,Non core,4
8831,Non core,7
11174,Non core,3
10310,Non core,3
6918,Non core,4
6767,Non core,7
9062,Non core,35
9537,Core,106
1525,Non core,47
7498,Non core,22
4912,Non core,21
5557,Non core,3
6507,Non core,27
6526,Non core,61
9658,Non core,3
10393,Non core,6
6661,Non core,19
8910,Non core,10
7763,Non core,65
9932,Non core,3
4418,Non core,11
356,Non core,6
9847,Non core,5
7641,Non core,58
11702,Non core,7
4954,Non core,9
6536,Non core,15
1007,Non core,11
693,Non core,5
11923,Non core,3
6530,Non core,34
7405,Non core,4
11333,Non core,3
11197,Non core,4
11521,Non core,3
