service,median
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,13.25301204819277
ironic,0.0
ironic,1.3215859030837005
ironic,13.865546218487395
ironic,1.7543859649122806
ironic,3.0172413793103448
ironic,12.350597609561753
ironic,0.0
ironic,2.6200873362445414
ironic,1.3215859030837005
ironic,2.183406113537118
ironic,6.008583690987124
ironic,0.0
ironic,1.7391304347826086
ironic,0.0
ironic,6.722689075630252
ironic,0.0
ironic,14.0
ironic,10.37344398340249
ironic,1.3157894736842106
ironic,1.3157894736842106
ironic,7.423580786026201
ironic,13.076923076923077
ironic,25.19685039370079
ironic,0.0
ironic,14.068441064638783
ironic,22.875816993464053
ironic,1.3215859030837005
ironic,0.0
ironic,4.641350210970464
ironic,36.14035087719298
ironic,25.94752186588921
ironic,0.0
ironic,1.694915254237288
ironic,14.772727272727273
ironic,6.896551724137931
ironic,6.153846153846154
ironic,20.43010752688172
ironic,1.5151515151515151
ironic,10.169491525423728
ironic,1.694915254237288
ironic,4.918032786885246
ironic,14.925373134328359
ironic,0.0
ironic,1.5873015873015872
ironic,0.0
ironic,21.73913043478261
ironic,1.5873015873015872
ironic,30.681818181818183
ironic,26.31578947368421
ironic,1.6666666666666667
ironic,1.6666666666666667
ironic,22.580645161290324
ironic,25.252525252525253
ironic,24.369747899159663
ironic,0.0
ironic,19.26605504587156
ironic,15.083798882681565
ironic,1.694915254237288
ironic,0.0
ironic,16.417910447761194
ironic,16.577540106951872
ironic,6.278713629402756
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,11.11111111111111
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,100.0
ironic,9.090909090909092
ironic,4.166666666666667
ironic,0.0
ironic,50.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,1.6129032258064515
ironic,0.0
ironic,80.0
ironic,80.0
ironic,0.0
ironic,1.408450704225352
ironic,2.127659574468085
ironic,0.0
ironic,0.0
ironic,0.6535947712418301
ironic,100.0
ironic,0.0
ironic,0.0
ironic,1.2195121951219512
ironic,0.6269592476489029
ironic,2.0
ironic,7.407407407407407
ironic,17.441860465116278
ironic,0.0
ironic,8.0
ironic,0.0
ironic,1.9230769230769231
ironic,11.864406779661017
ironic,0.0
ironic,0.0
ironic,0.0
ironic,23.728813559322035
ironic,0.0
ironic,16.853932584269664
ironic,19.718309859154928
ironic,0.0
ironic,0.0
ironic,20.37037037037037
ironic,15.306122448979592
ironic,16.10169491525424
ironic,0.0
ironic,13.333333333333334
ironic,14.705882352941176
ironic,0.0
ironic,0.0
ironic,11.666666666666666
ironic,14.3646408839779
ironic,4.915514592933948
ironic,5.555555555555555
ironic,5.084745762711864
ironic,0.0
ironic,0.0
ironic,11.11111111111111
ironic,16.666666666666668
ironic,3.8461538461538463
ironic,0.0
ironic,7.6923076923076925
ironic,0.0
ironic,9.67741935483871
ironic,0.0
ironic,8.333333333333334
ironic,6.976744186046512
ironic,10.0
ironic,10.0
ironic,8.333333333333334
ironic,2.7777777777777777
ironic,5.376344086021505
ironic,0.0
ironic,3.896103896103896
ironic,2.6315789473684212
ironic,11.11111111111111
ironic,0.0
ironic,3.7037037037037037
ironic,3.067484662576687
ironic,0.7824726134585289
ironic,6.153846153846154
ironic,4.3478260869565215
ironic,4.761904761904762
ironic,0.0
ironic,5.0
ironic,13.333333333333334
ironic,0.0
ironic,0.0
ironic,0.0
ironic,5.128205128205129
ironic,5.0
ironic,5.882352941176471
ironic,8.16326530612245
ironic,0.0
ironic,0.0
ironic,13.793103448275861
ironic,6.578947368421052
ironic,6.0606060606060606
ironic,0.0
ironic,4.819277108433735
ironic,3.1645569620253164
ironic,0.0
ironic,0.0
ironic,2.9411764705882355
ironic,4.166666666666667
ironic,1.5600624024960998
ironic,0.0
ironic,4.838709677419355
ironic,0.0
ironic,3.225806451612903
ironic,14.925373134328359
ironic,0.0
ironic,0.0
ironic,0.0
ironic,23.529411764705884
ironic,0.0
ironic,21.05263157894737
ironic,21.518987341772153
ironic,0.0
ironic,0.0
ironic,13.432835820895523
ironic,18.095238095238095
ironic,18.4
ironic,0.0
ironic,19.26605504587156
ironic,13.186813186813186
ironic,0.0
ironic,0.0
ironic,14.705882352941176
ironic,15.957446808510639
ironic,6.278713629402756
ironic,0.0
ironic,0.0
ironic,0.0
ironic,3.225806451612903
ironic,0.0
ironic,0.0
ironic,0.0
ironic,2.6315789473684212
ironic,72.72727272727273
ironic,1.4492753623188406
ironic,2.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,1.2820512820512822
ironic,0.9803921568627451
ironic,0.0
ironic,0.0
ironic,0.625
ironic,0.0
ironic,0.0
ironic,3.125
ironic,0.5813953488372093
ironic,0.3091190108191654
ironic,0.0
ironic,0.0
ironic,20.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,15.625
ironic,0.0
ironic,6.25
ironic,16.666666666666668
ironic,0.0
ironic,0.0
ironic,26.08695652173913
ironic,10.0
ironic,6.315789473684211
ironic,0.0
ironic,6.410256410256411
ironic,3.2467532467532467
ironic,0.0
ironic,0.0
ironic,10.714285714285714
ironic,4.2682926829268295
ironic,0.9360374414976599
ironic,9.090909090909092
ironic,4.166666666666667
ironic,0.0
ironic,50.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,1.6129032258064515
ironic,0.0
ironic,80.0
ironic,80.0
ironic,0.0
ironic,1.408450704225352
ironic,2.127659574468085
ironic,0.0
ironic,0.0
ironic,0.6535947712418301
ironic,100.0
ironic,0.0
ironic,0.0
ironic,1.2195121951219512
ironic,0.6269592476489029
ironic,3.5714285714285716
ironic,0.0
ironic,6.666666666666667
ironic,0.0
ironic,5.882352941176471
ironic,0.0
ironic,4.6875
ironic,4.3478260869565215
ironic,8.333333333333334
ironic,8.333333333333334
ironic,7.6923076923076925
ironic,2.7027027027027026
ironic,3.0927835051546393
ironic,0.0
ironic,2.5
ironic,2.5974025974025974
ironic,9.090909090909092
ironic,0.0
ironic,7.142857142857143
ironic,2.4096385542168677
ironic,1.0954616588419406
ironic,0.0
ironic,3.5714285714285716
ironic,0.0
ironic,19.51219512195122
ironic,3.5714285714285716
ironic,15.942028985507246
ironic,22.0
ironic,4.0
ironic,4.0
ironic,20.58823529411765
ironic,14.102564102564102
ironic,10.784313725490197
ironic,0.0
ironic,10.465116279069768
ironic,6.875
ironic,4.166666666666667
ironic,0.0
ironic,22.857142857142858
ironic,6.395348837209302
ironic,2.64797507788162
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,3.076923076923077
ironic,0.0
ironic,44.44444444444444
ironic,44.44444444444444
ironic,0.0
ironic,1.3333333333333333
ironic,2.0408163265306123
ironic,0.0
ironic,0.0
ironic,1.2820512820512822
ironic,50.0
ironic,0.0
ironic,0.0
ironic,1.1904761904761905
ironic,0.9375
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,2.857142857142857
ironic,27.941176470588236
ironic,28.30188679245283
ironic,0.0
ironic,0.0
ironic,29.72972972972973
ironic,20.0
ironic,17.647058823529413
ironic,0.0
ironic,14.606741573033707
ironic,9.876543209876543
ironic,0.0
ironic,0.0
ironic,25.0
ironic,10.465116279069768
ironic,3.4161490683229814
ironic,1.5151515151515151
ironic,2.127659574468085
ironic,0.0
ironic,0.0
ironic,0.0
ironic,1.3333333333333333
ironic,1.0101010101010102
ironic,0.0
ironic,0.0
ironic,0.6369426751592356
ironic,0.0
ironic,0.0
ironic,3.4482758620689653
ironic,0.591715976331361
ironic,0.15503875968992248
ironic,23.75
ironic,1.5873015873015872
ironic,1.5873015873015872
ironic,16.176470588235293
ironic,25.742574257425744
ironic,23.770491803278688
ironic,0.0
ironic,17.699115044247787
ironic,15.469613259668508
ironic,1.6129032258064515
ironic,0.0
ironic,19.11764705882353
ironic,20.76502732240437
ironic,7.727975270479135
ironic,0.0
ironic,0.0
ironic,25.0
ironic,33.333333333333336
ironic,18.91891891891892
ironic,0.0
ironic,12.871287128712872
ironic,11.11111111111111
ironic,0.0
ironic,0.0
ironic,14.814814814814815
ironic,12.849162011173185
ironic,4.4684129429892145
ironic,100.0
ironic,0.0
ironic,1.3888888888888888
ironic,2.1052631578947367
ironic,0.0
ironic,0.0
ironic,0.6493506493506493
ironic,80.0
ironic,0.0
ironic,0.0
ironic,1.2121212121212122
ironic,0.6259780907668232
ironic,0.0
ironic,1.3888888888888888
ironic,2.1052631578947367
ironic,0.0
ironic,0.0
ironic,0.6493506493506493
ironic,80.0
ironic,0.0
ironic,0.0
ironic,1.2121212121212122
ironic,0.6259780907668232
ironic,18.91891891891892
ironic,14.285714285714286
ironic,0.0
ironic,11.904761904761905
ironic,7.594936708860759
ironic,0.0
ironic,0.0
ironic,16.666666666666668
ironic,9.63855421686747
ironic,2.8125
ironic,23.076923076923077
ironic,0.0
ironic,12.698412698412698
ironic,12.371134020618557
ironic,1.408450704225352
ironic,0.0
ironic,12.5
ironic,17.94871794871795
ironic,7.951070336391437
ironic,0.0
ironic,20.28985507246377
ironic,18.048780487804876
ironic,2.127659574468085
ironic,0.0
ironic,8.571428571428571
ironic,26.3681592039801
ironic,12.307692307692308
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
ironic,14.871794871794872
ironic,0.0
ironic,0.0
ironic,11.627906976744185
ironic,15.686274509803921
ironic,7.878787878787879
ironic,0.6535947712418301
ironic,0.0
ironic,8.860759493670885
ironic,20.463320463320464
ironic,14.701601164483261
ironic,0.0
ironic,0.0
ironic,1.2195121951219512
ironic,0.6269592476489029
ironic,0.0
ironic,0.0
ironic,0.0
ironic,6.976744186046512
ironic,2.6438569206842923
ironic,18.87072808320951
cyborg,28.0
cyborg,25.757575757575758
cyborg,6.818181818181818
cyborg,17.355371900826448
cyborg,47.27272727272727
cyborg,25.0
cyborg,25.0
cyborg,23.076923076923077
cyborg,32.5
cyborg,7.894736842105263
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,2.0833333333333335
swift,60.0
swift,5.555555555555555
swift,1.593625498007968
swift,0.0
swift,0.0
swift,3.8461538461538463
swift,5.882352941176471
swift,0.0
swift,60.0
swift,80.0
swift,0.0
swift,0.7380073800738007
swift,2.1739130434782608
swift,11.538461538461538
swift,8.487084870848708
swift,0.0
swift,0.0
swift,13.793103448275861
swift,17.1875
swift,0.0
swift,2.1739130434782608
swift,2.127659574468085
swift,0.0
swift,6.363636363636363
swift,6.25
swift,1.2
swift,0.0
swift,0.0
swift,4.166666666666667
swift,6.25
swift,0.0
swift,100.0
swift,75.0
swift,0.0
swift,0.5545286506469501
swift,3.937007874015748
swift,0.0
swift,0.0
swift,33.333333333333336
swift,12.5
swift,0.0
swift,6.25
swift,5.882352941176471
swift,0.0
swift,1.834862385321101
swift,0.0
swift,0.0
swift,6.666666666666667
swift,8.076923076923077
swift,0.0
swift,1.2
swift,1.6
swift,0.0
swift,24.566929133858267
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,12.76595744680851
swift,0.0
swift,4.166666666666667
swift,4.0
swift,0.0
swift,3.6832412523020257
swift,0.0
swift,6.25
swift,6.0606060606060606
swift,0.0
swift,4.18943533697632
swift,0.0
swift,0.0
swift,0.0
swift,0.0
swift,75.0
swift,0.0
swift,0.5545286506469501
swift,0.0
swift,0.7393715341959335
swift,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.49627791563275436
cinder,0.0
cinder,0.0
cinder,1.2820512820512822
cinder,3.4482758620689653
cinder,0.0
cinder,15.151515151515152
cinder,5.555555555555555
cinder,31.57894736842105
cinder,0.0
cinder,0.0
cinder,42.857142857142854
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,1.7857142857142858
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,10.0
cinder,8.064516129032258
cinder,50.0
cinder,10.0
cinder,0.0
cinder,0.4807692307692308
cinder,18.181818181818183
cinder,22.22222222222222
cinder,42.857142857142854
cinder,0.0
cinder,15.384615384615385
cinder,0.0
cinder,0.22255192878338279
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
cinder,0.0
