service,median
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,12.5
nova,0.0
nova,0.0
nova,0.0
nova,9.090909090909092
nova,0.0
nova,0.0
nova,0.0
nova,5.714285714285714
nova,0.0
nova,2.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,5.555555555555555
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,7.407407407407407
nova,0.0
nova,0.0
nova,0.15136226034308778
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,25.0
nova,0.0
nova,1.0638297872340425
nova,1.2195121951219512
nova,7.142857142857143
nova,2.272727272727273
nova,5.1020408163265305
nova,0.0
nova,0.0
nova,0.0
nova,16.666666666666668
nova,1.7241379310344827
nova,11.11111111111111
nova,0.0
nova,4.166666666666667
nova,0.18083182640144665
nova,0.0
nova,11.11111111111111
nova,14.285714285714286
nova,0.0
nova,0.20181634712411706
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,3.225806451612903
nova,0.0
nova,0.0
nova,2.1052631578947367
nova,3.658536585365854
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.19607843137254902
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.9074410163339383
nova,0.0
nova,0.0
nova,0.0
nova,57.142857142857146
nova,0.30272452068617556
nova,0.0
nova,0.0
nova,0.8771929824561403
nova,0.9803921568627451
nova,1.0638297872340425
nova,1.5625
nova,0.819672131147541
nova,0.0
nova,0.1893939393939394
nova,0.0
nova,0.0
nova,1.2820512820512822
nova,0.0
nova,0.0
nova,2.272727272727273
nova,0.34965034965034963
nova,0.0
nova,2.0408163265306123
nova,0.0
nova,3.5714285714285716
nova,0.3501750875437719
nova,0.0
nova,3.7735849056603774
nova,3.1578947368421053
nova,26.760563380281692
nova,3.4482758620689653
nova,19.19191919191919
nova,0.0
nova,0.7692307692307693
nova,0.0
nova,10.0
nova,4.225352112676056
nova,20.689655172413794
nova,0.0
nova,8.108108108108109
nova,0.5300353356890459
nova,0.0
nova,36.36363636363637
nova,34.78260869565217
nova,0.0
nova,0.5022601707684581
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,13.513513513513514
nova,7.382550335570469
nova,17.117117117117118
nova,6.214689265536723
nova,0.0
nova,6.261180679785331
nova,0.0
nova,1.098901098901099
nova,18.0327868852459
nova,5.0
nova,0.0
nova,10.0
nova,7.575757575757576
nova,0.0
nova,8.49056603773585
nova,2.0202020202020203
nova,2.1739130434782608
nova,3.343313373253493
nova,8.02919708029197
nova,11.320754716981131
nova,6.666666666666667
nova,0.0
nova,4.114490161001789
nova,0.0
nova,1.2658227848101267
nova,9.090909090909092
nova,6.896551724137931
nova,0.0
nova,8.88888888888889
nova,3.2948929159802307
nova,0.0
nova,8.421052631578947
nova,4.705882352941177
nova,1.2345679012345678
nova,2.539840637450199
nova,4.761904761904762
nova,41.1764705882353
nova,0.0
nova,2.1352313167259784
nova,0.0
nova,2.857142857142857
nova,7.826086956521739
nova,19.718309859154928
nova,0.0
nova,3.4482758620689653
nova,1.6420361247947455
nova,0.0
nova,26.666666666666668
nova,14.084507042253522
nova,0.0
nova,1.3840830449826989
nova,3.7593984962406015
nova,0.0
nova,4.414587332053743
nova,0.0
nova,2.4390243902439024
nova,23.68421052631579
nova,5.769230769230769
nova,0.0
nova,25.0
nova,4.432624113475177
nova,0.0
nova,12.068965517241379
nova,4.081632653061225
nova,0.0
nova,1.659959758551308
nova,0.0
nova,2.380952380952381
nova,0.0
nova,2.0408163265306123
nova,5.555555555555555
nova,13.0
nova,0.0
nova,1.7241379310344827
nova,2.050473186119874
nova,0.0
nova,21.782178217821784
nova,9.0
nova,0.0
nova,1.7123287671232876
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.19801980198019803
nova,7.3076923076923075
nova,0.7766990291262136
nova,0.0
nova,2.9469548133595285
nova,20.205479452054796
nova,0.0
nova,1.3409961685823755
nova,0.3898635477582846
nova,0.19723865877712032
nova,20.16441005802708
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,1.8181818181818181
nova,0.0
nova,0.0
nova,4.761904761904762
nova,0.18181818181818182
nova,0.0
nova,8.0
nova,18.181818181818183
nova,0.0
nova,0.10095911155981828
nova,6.153846153846154
nova,0.0
nova,21.311475409836067
nova,5.604203152364273
nova,0.0
nova,11.267605633802816
nova,3.1746031746031744
nova,0.0
nova,2.5188916876574305
nova,0.0
nova,2.9411764705882355
nova,1.075268817204301
nova,0.0
nova,48.148148148148145
nova,13.043478260869565
nova,0.0
nova,0.4529441368897836
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,2.8933092224231465
nova,0.0
nova,7.142857142857143
nova,6.896551724137931
nova,0.0
nova,0.8060453400503779
nova,0.0
nova,1.592920353982301
nova,0.35842293906810035
nova,0.7285974499089253
nova,21.34292565947242
nova,0.0
nova,0.0
nova,0.0
nova,0.0
nova,20.0
nova,0.0
nova,0.8547008547008547
nova,0.0
nova,0.3526448362720403
nova,0.20191822311963656
zun,20.967741935483872
zun,23.47826086956522
zun,17.24137931034483
zun,17.92452830188679
zun,14.024390243902438
zun,39.56043956043956
ironic,24.719101123595507
ironic,8.653846153846153
ironic,15.730337078651685
ironic,13.654618473895582
ironic,0.0
ironic,12.167300380228136
ironic,17.92452830188679
ironic,0.0
ironic,4.285714285714286
ironic,14.0
ironic,5.633802816901408
ironic,9.333333333333334
ironic,17.92452830188679
ironic,1.2658227848101267
ironic,6.8493150684931505
ironic,4.285714285714286
ironic,5.47945205479452
ironic,18.42105263157895
ironic,0.0
ironic,4.054054054054054
ironic,0.0
ironic,15.476190476190476
ironic,1.3157894736842106
ironic,20.754716981132077
ironic,17.204301075268816
ironic,5.714285714285714
ironic,5.714285714285714
ironic,14.102564102564102
ironic,13.223140495867769
ironic,17.51824817518248
ironic,0.0
ironic,13.492063492063492
ironic,14.659685863874346
ironic,4.285714285714286
ironic,0.0
ironic,12.345679012345679
ironic,17.258883248730964
ironic,7.446808510638298
ironic,8.152173913043478
ironic,20.634920634920636
ironic,13.274336283185841
ironic,0.0
ironic,11.666666666666666
ironic,24.050632911392405
ironic,0.0
ironic,0.0
ironic,20.833333333333332
ironic,4.3478260869565215
ironic,10.0
ironic,27.272727272727273
ironic,1.9230769230769231
ironic,13.333333333333334
ironic,0.0
ironic,4.166666666666667
ironic,23.529411764705884
ironic,0.0
ironic,2.0408163265306123
ironic,0.0
ironic,29.62962962962963
ironic,2.0408163265306123
ironic,21.686746987951807
ironic,22.388059701492537
ironic,0.0
ironic,0.0
ironic,21.568627450980394
ironic,19.565217391304348
ironic,19.642857142857142
ironic,0.0
ironic,31.818181818181817
ironic,15.662650602409638
ironic,0.0
ironic,0.0
ironic,18.51851851851852
ironic,15.254237288135593
ironic,5.1004636785162285
ironic,13.69047619047619
ironic,24.08026755852843
ironic,0.0
ironic,25.57377049180328
ironic,9.23076923076923
ironic,0.0
ironic,0.625
ironic,8.602150537634408
ironic,2.5157232704402515
ironic,1.7964071856287425
ironic,12.698412698412698
ironic,0.0
ironic,3.1055900621118013
ironic,0.625
ironic,2.484472049689441
ironic,5.9523809523809526
ironic,0.0
ironic,1.2269938650306749
ironic,0.0
ironic,6.32183908045977
ironic,0.0
ironic,14.893617021276595
ironic,8.241758241758241
ironic,0.6211180124223602
ironic,0.6211180124223602
ironic,6.626506024096385
ironic,13.06532663316583
ironic,18.571428571428573
ironic,0.0
ironic,11.057692307692308
ironic,16.28787878787879
ironic,0.625
ironic,0.0
ironic,4.069767441860465
ironic,20.833333333333332
ironic,20.090634441087612
ironic,8.771929824561404
ironic,0.0
ironic,11.587982832618026
ironic,15.384615384615385
ironic,0.0
ironic,2.7027027027027026
ironic,16.176470588235293
ironic,5.2631578947368425
ironic,4.444444444444445
ironic,18.42105263157895
ironic,0.0
ironic,10.256410256410257
ironic,2.7027027027027026
ironic,2.4390243902439024
ironic,17.02127659574468
ironic,0.0
ironic,2.4390243902439024
ironic,0.0
ironic,16.9811320754717
ironic,0.0
ironic,19.23076923076923
ironic,19.35483870967742
ironic,2.6315789473684212
ironic,2.6315789473684212
ironic,17.391304347826086
ironic,13.333333333333334
ironic,13.513513513513514
ironic,0.0
ironic,11.34020618556701
ironic,8.875739644970414
ironic,2.7027027027027026
ironic,0.0
ironic,9.803921568627452
ironic,15.294117647058824
ironic,4.186046511627907
ironic,0.0
ironic,25.356125356125357
ironic,13.445378151260504
ironic,0.0
ironic,1.3953488372093024
ironic,8.823529411764707
ironic,2.803738317757009
ironic,2.2522522522522523
ironic,13.924050632911392
ironic,0.44642857142857145
ironic,2.7649769585253456
ironic,1.3953488372093024
ironic,2.304147465437788
ironic,6.334841628959276
ironic,0.0
ironic,1.834862385321101
ironic,0.0
ironic,9.00900900900901
ironic,0.45248868778280543
ironic,18.181818181818183
ironic,10.91703056768559
ironic,1.3888888888888888
ironic,1.3888888888888888
ironic,6.363636363636363
ironic,13.25301204819277
ironic,23.387096774193548
ironic,0.0
ironic,14.285714285714286
ironic,17.79935275080906
ironic,1.3953488372093024
ironic,0.0
ironic,5.829596412556054
ironic,22.07792207792208
ironic,23.121387283236995
ironic,0.0
ironic,0.0
ironic,0.0
ironic,0.0
