teamA,teamB,intersection
adjutant,barbican,0.0
adjutant,blazar,0.0
adjutant,cinder,0.0
adjutant,cloudkitty,0.0
adjutant,cyborg,0.0
adjutant,designate,0.0
adjutant,documentation,0.0
adjutant,ecapi,0.0
adjutant,freezer,0.0
adjutant,glance,0.0
adjutant,heat,0.0
adjutant,horizon,0.0
adjutant,ironic,0.0
adjutant,keystone,0.0
adjutant,kolla,0.0
adjutant,kuryr,0.0
adjutant,magnum,0.0
adjutant,manila,0.0
adjutant,masakari,0.0
adjutant,mistral,0.0
adjutant,monasca,0.0
adjutant,murano,0.0
adjutant,neutron,0.0
adjutant,nova,0.0
adjutant,octavia,0.0
adjutant,openstackansible,0.0
adjutant,openstacksdk,0.0
adjutant,oslo,0.0
adjutant,puppetopenstack,0.0
adjutant,qualityassurance,0.0
adjutant,rally,0.0
adjutant,releasemanagement,0.0
adjutant,requirements,0.0
adjutant,sahara,0.0
adjutant,senlin,0.0
adjutant,skyline,0.0
adjutant,solum,0.0
adjutant,storlets,0.0
adjutant,swift,0.0
adjutant,tacker,0.0
adjutant,telemetry,0.0
adjutant,tripleo,0.0
adjutant,trove,0.0
adjutant,venus,0.0
adjutant,vitrage,0.0
adjutant,watcher,0.0
adjutant,winstackers,0.0
adjutant,zaqar,0.0
adjutant,zun,0.0
adjutant,openstackcharms,0.0
adjutant,openstackchef,0.0
adjutant,openstackhelm,0.0
barbican,blazar,0.0
barbican,cinder,0.0
barbican,cloudkitty,0.0
barbican,cyborg,0.0
barbican,designate,0.0
barbican,documentation,0.0
barbican,ecapi,0.0
barbican,freezer,0.0
barbican,glance,0.0
barbican,heat,0.0
barbican,horizon,0.0
barbican,ironic,0.0
barbican,keystone,0.0
barbican,kolla,0.0
barbican,kuryr,0.0
barbican,magnum,0.0
barbican,manila,0.0
barbican,masakari,0.0
barbican,mistral,0.0
barbican,monasca,0.0
barbican,murano,0.0
barbican,neutron,0.0
barbican,nova,0.0
barbican,octavia,0.0
barbican,openstackansible,0.0
barbican,openstacksdk,0.0
barbican,oslo,0.0
barbican,puppetopenstack,0.0
barbican,qualityassurance,0.0
barbican,rally,0.0
barbican,releasemanagement,0.0
barbican,requirements,0.0
barbican,sahara,0.0
barbican,senlin,0.0
barbican,skyline,0.0
barbican,solum,0.0
barbican,storlets,0.0
barbican,swift,0.0
barbican,tacker,0.0
barbican,telemetry,0.0
barbican,tripleo,0.0
barbican,trove,0.0
barbican,venus,0.0
barbican,vitrage,0.0
barbican,watcher,0.0
barbican,winstackers,0.0
barbican,zaqar,0.0
barbican,zun,0.0
barbican,openstackcharms,0.0
barbican,openstackchef,0.0
barbican,openstackhelm,0.0
blazar,cinder,0.0
blazar,cloudkitty,0.0
blazar,cyborg,0.0
blazar,designate,0.0
blazar,documentation,0.0
blazar,ecapi,0.0
blazar,freezer,0.0
blazar,glance,0.0
blazar,heat,0.0
blazar,horizon,0.0
blazar,ironic,0.0
blazar,keystone,0.0
blazar,kolla,0.0
blazar,kuryr,0.0
blazar,magnum,0.0
blazar,manila,0.0
blazar,masakari,0.0
blazar,mistral,0.0
blazar,monasca,0.0
blazar,murano,0.0
blazar,neutron,0.0
blazar,nova,0.0
blazar,octavia,0.0
blazar,openstackansible,0.0
blazar,openstacksdk,0.0
blazar,oslo,0.0
blazar,puppetopenstack,0.0
blazar,qualityassurance,0.0
blazar,rally,0.0
blazar,releasemanagement,0.0
blazar,requirements,0.0
blazar,sahara,0.0
blazar,senlin,0.0
blazar,skyline,0.0
blazar,solum,0.0
blazar,storlets,0.0
blazar,swift,0.0
blazar,tacker,0.0
blazar,telemetry,0.0
blazar,tripleo,0.0
blazar,trove,0.0
blazar,venus,0.0
blazar,vitrage,0.0
blazar,watcher,0.0
blazar,winstackers,0.0
blazar,zaqar,0.0
blazar,zun,0.0
blazar,openstackcharms,0.0
blazar,openstackchef,0.0
blazar,openstackhelm,0.0
cinder,cloudkitty,0.0
cinder,cyborg,0.0
cinder,designate,0.0
cinder,documentation,0.0
cinder,ecapi,0.0
cinder,freezer,0.0
cinder,glance,0.0
cinder,heat,0.0
cinder,horizon,0.0
cinder,ironic,0.0
cinder,keystone,0.0
cinder,kolla,0.0
cinder,kuryr,0.0
cinder,magnum,0.0
cinder,manila,0.0
cinder,masakari,0.0
cinder,mistral,0.0
cinder,monasca,0.0
cinder,murano,0.0
cinder,neutron,0.0
cinder,nova,0.0
cinder,octavia,0.0
cinder,openstackansible,0.0
cinder,openstacksdk,0.0
cinder,oslo,0.0
cinder,puppetopenstack,0.0
cinder,qualityassurance,0.0
cinder,rally,0.0
cinder,releasemanagement,0.0
cinder,requirements,0.0
cinder,sahara,0.0
cinder,senlin,0.0
cinder,skyline,0.0
cinder,solum,0.0
cinder,storlets,0.0
cinder,swift,0.0
cinder,tacker,0.0
cinder,telemetry,0.0
cinder,tripleo,0.0
cinder,trove,0.0
cinder,venus,0.0
cinder,vitrage,0.0
cinder,watcher,0.0
cinder,winstackers,0.0
cinder,zaqar,0.0
cinder,zun,0.0
cinder,openstackcharms,0.0
cinder,openstackchef,0.0
cinder,openstackhelm,0.0
cloudkitty,cyborg,0.0
cloudkitty,designate,0.0
cloudkitty,documentation,0.0
cloudkitty,ecapi,0.0
cloudkitty,freezer,0.0
cloudkitty,glance,0.0
cloudkitty,heat,0.0
cloudkitty,horizon,0.0
cloudkitty,ironic,0.0
cloudkitty,keystone,0.0
cloudkitty,kolla,0.0
cloudkitty,kuryr,0.0
cloudkitty,magnum,0.0
cloudkitty,manila,0.0
cloudkitty,masakari,0.0
cloudkitty,mistral,0.0
cloudkitty,monasca,0.0
cloudkitty,murano,0.0
cloudkitty,neutron,0.0
cloudkitty,nova,0.0
cloudkitty,octavia,0.0
cloudkitty,openstackansible,0.0
cloudkitty,openstacksdk,0.0
cloudkitty,oslo,0.0
cloudkitty,puppetopenstack,0.0
cloudkitty,qualityassurance,0.0
cloudkitty,rally,0.0
cloudkitty,releasemanagement,0.0
cloudkitty,requirements,0.0
cloudkitty,sahara,0.0
cloudkitty,senlin,0.0
cloudkitty,skyline,0.0
cloudkitty,solum,0.0
cloudkitty,storlets,0.0
cloudkitty,swift,0.0
cloudkitty,tacker,0.0
cloudkitty,telemetry,0.0
cloudkitty,tripleo,0.0
cloudkitty,trove,0.0
cloudkitty,venus,0.0
cloudkitty,vitrage,0.0
cloudkitty,watcher,0.0
cloudkitty,winstackers,0.0
cloudkitty,zaqar,0.0
cloudkitty,zun,0.0
cloudkitty,openstackcharms,0.0
cloudkitty,openstackchef,0.0
cloudkitty,openstackhelm,0.0
cyborg,designate,0.0
cyborg,documentation,0.0
cyborg,ecapi,0.0
cyborg,freezer,0.0
cyborg,glance,0.0
cyborg,heat,0.0
cyborg,horizon,0.0
cyborg,ironic,0.0
cyborg,keystone,0.0
cyborg,kolla,0.0
cyborg,kuryr,0.0
cyborg,magnum,0.0
cyborg,manila,0.0
cyborg,masakari,0.0
cyborg,mistral,0.0
cyborg,monasca,0.0
cyborg,murano,0.0
cyborg,neutron,0.0
cyborg,nova,0.0
cyborg,octavia,0.0
cyborg,openstackansible,0.0
cyborg,openstacksdk,0.0
cyborg,oslo,0.0
cyborg,puppetopenstack,0.0
cyborg,qualityassurance,0.0
cyborg,rally,0.0
cyborg,releasemanagement,0.0
cyborg,requirements,0.0
cyborg,sahara,0.0
cyborg,senlin,0.0
cyborg,skyline,0.0
cyborg,solum,0.0
cyborg,storlets,0.0
cyborg,swift,0.0
cyborg,tacker,0.0
cyborg,telemetry,0.0
cyborg,tripleo,0.0
cyborg,trove,0.0
cyborg,venus,0.0
cyborg,vitrage,0.0
cyborg,watcher,0.0
cyborg,winstackers,0.0
cyborg,zaqar,0.0
cyborg,zun,0.0
cyborg,openstackcharms,0.0
cyborg,openstackchef,0.0
cyborg,openstackhelm,0.0
designate,documentation,0.0
