intersect_rev,developer
3.423932227320861,Non core
1.2596221133659902,Core
3.8138558432470258,Non core
0.8501594048884166,Core
0.8855827134254338,Non core
6.199628022318661,Core
12.30626162430254,Non core
0.4664513814137064,Core
0.3229278794402583,Non core
5.8986175115207375,Core
11.274961597542244,Non core
9.299403078856423,Core
19.384228715048696,Non core
9.568367038937518,Core
22.698460609719287,Non core
10.016155088852988,Core
8.75605815831987,Non core
10.00313577924114,Core
15.99247412982126,Non core
10.25802391441158,Core
10.289490245437385,Non core
4.166666666666666,Core
7.988980716253444,Non core
0.322234156820623,Core
0.2864303616183316,Non core
0.8559201141226819,Core
1.961483594864479,Non core
5.130228887134964,Core
6.393054459352802,Non core
7.84313725490196,Core
9.243697478991598,Non core
5.164319248826291,Core
7.042253521126761,Non core
3.0932594644506,Core
4.570637119113574,Non core
4.941176470588235,Core
8.117647058823529,Non core
2.6806526806526807,Core
4.273504273504273,Non core
5.485232067510549,Core
6.891701828410689,Non core
5.88235294117647,Core
8.585055643879173,Non core
4.326587578506629,Core
5.582693649685973,Non core
5.325443786982249,Core
5.325443786982249,Non core
3.5179640718562872,Core
5.389221556886228,Non core
5.891472868217054,Core
8.682170542635658,Non core
5.227781926811053,Core
5.825242718446602,Non core
9.97624703087886,Core
14.964370546318287,Non core
6.293706293706294,Core
10.839160839160838,Non core
7.7369439071566735,Core
10.444874274661508,Non core
7.103825136612022,Core
11.74863387978142,Non core
5.825242718446602,Core
7.524271844660194,Non core
7.520891364902507,Core
10.584958217270197,Non core
5.4095826893353935,Core
6.800618238021638,Non core
5.771812080536913,Core
7.785234899328859,Non core
6.868131868131869,Core
9.89010989010989,Non core
4.754601226993866,Core
7.515337423312883,Non core
5.0,Core
7.368421052631578,Non core
6.161137440758294,Core
13.270142180094789,Non core
3.654485049833888,Core
5.980066445182724,Non core
3.1645569620253164,Core
4.367088607594936,Non core
0.0,Core
1.4035087719298245,Non core
4.516806722689076,Core
5.567226890756303,Non core
5.414012738853503,Core
7.961783439490445,Non core
7.641921397379912,Core
12.445414847161572,Non core
6.483790523690773,Core
11.221945137157109,Non core
4.850746268656716,Core
3.731343283582089,Non core
7.397959183673469,Core
10.96938775510204,Non core
3.8147138964577656,Core
5.313351498637602,Non core
4.209844559585492,Core
4.857512953367875,Non core
4.181184668989547,Core
6.2717770034843205,Non core
6.779661016949152,Core
9.792843691148777,Non core
5.776173285198556,Core
11.010830324909747,Non core
2.7586206896551726,Core
5.172413793103448,Non core
5.622837370242214,Core
6.141868512110726,Non core
3.918722786647314,Core
6.386066763425253,Non core
2.967359050445104,Core
5.489614243323442,Non core
4.046242774566474,Core
2.601156069364162,Non core
4.81651376146789,Core
7.79816513761468,Non core
2.4,Core
6.933333333333333,Non core
3.935185185185185,Core
4.398148148148148,Non core
0.6134969325153374,Core
2.7607361963190185,Non core
3.8917089678511,Core
5.076142131979696,Non core
2.681992337164751,Core
2.2988505747126435,Non core
4.405286343612335,Core
8.28193832599119,Non core
4.519774011299435,Core
5.720338983050848,Non core
4.0469208211143695,Core
4.281524926686217,Non core
6.82261208576998,Core
4.385964912280701,Non core
5.022156573116692,Core
4.5051698670605616,Non core
6.244653550042772,Core
4.619332763045338,Non core
5.092592592592593,Core
6.327160493827161,Non core
1.872659176029963,Core
1.1235955056179776,Non core
3.870967741935484,Core
8.38709677419355,Non core
3.758169934640523,Core
4.820261437908497,Non core
6.427221172022684,Core
11.216131064902331,Non core
6.426155580608793,Core
15.44532130777903,Non core
6.005056890012642,Core
12.326169405815424,Non core
6.95970695970696,Core
15.051615051615052,Non core
6.616643929058663,Core
10.027285129604364,Non core
6.821480406386067,Core
11.538461538461538,Non core
8.35405271009448,Core
15.266036797613127,Non core
3.4252297410192147,Core
3.9264828738512954,Non core
8.100999473961073,Core
16.359810625986324,Non core
7.199424046076314,Core
11.591072714182864,Non core
8.609958506224066,Core
15.767634854771783,Non core
4.728132387706856,Core
8.51063829787234,Non core
5.92538405267008,Core
9.729334308705194,Non core
6.539923954372624,Core
9.201520912547528,Non core
3.739837398373984,Core
5.691056910569105,Non core
4.143426294820717,Core
5.657370517928287,Non core
7.655172413793103,Core
13.655172413793103,Non core
6.433166547533952,Core
10.578984989278055,Non core
6.756756756756757,Core
11.95945945945946,Non core
3.414634146341464,Core
5.203252032520325,Non core
5.29287226534933,Core
10.656316160903318,Non core
3.322528363047002,Core
5.105348460291735,Non core
3.4755134281200637,Core
8.293838862559241,Non core
2.1061499578770007,Core
2.443133951137321,Non core
7.369402985074627,Core
14.365671641791044,Non core
0.0,Core
1.1804384485666104,Non core
7.186732186732186,Core
13.144963144963146,Non core
4.40251572327044,Core
9.0146750524109,Non core
4.0310077519379846,Core
9.224806201550388,Non core
2.9225908372827805,Core
6.31911532385466,Non core
1.18946474086661,Core
0.9345794392523364,Non core
3.2747603833865817,Core
6.549520766773163,Non core
4.828042328042328,Core
8.3994708994709,Non core
8.3531086853346,Core
14.807783578547696,Non core
1.2647554806070826,Core
2.2765598650927488,Non core
5.135730007336757,Core
7.1166544387380775,Non core
3.7302725968436152,Core
8.034433285509325,Non core
1.6033755274261603,Core
1.6877637130801686,Non core
10.338983050847457,Core
14.124293785310735,Non core
9.31321540062435,Core
17.16961498439126,Non core
3.373015873015873,Core
5.224867724867725,Non core
3.7922506183017313,Core
1.7312448474855728,Non core
6.491885143570538,Core
11.6729088639201,Non core
0.9584664536741214,Core
4.552715654952077,Non core
2.065799540933435,Core
3.442999234889059,Non core
1.3190436933223413,Core
1.5663643858202805,Non core
7.734503565551289,Core
12.890839275918816,Non core
1.0291595197255576,Core
0.6003430531732418,Non core
8.157602663706992,Core
13.374028856825747,Non core
9.842719431760528,Core
15.575849822425164,Non core
9.404815992730576,Core
15.901862789641072,Non core
12.11031175059952,Core
10.911270983213427,Non core
11.526315789473683,Core
14.473684210526317,Non core
11.751662971175168,Core
10.58758314855876,Non core
6.31653655074521,Core
9.581263307310149,Non core
0.6825938566552902,Core
0.5119453924914675,Non core
1.670843776106934,Core
3.508771929824561,Non core
3.850931677018633,Core
4.472049689440994,Non core
2.339728591483388,Core
2.854468881609733,Non core
3.995006242197253,Core
5.493133583021224,Non core
2.038416307330458,Core
2.587220697765582,Non core
4.447852760736196,Core
5.214723926380368,Non core
4.92091388400703,Core
6.854130052724078,Non core
3.443328550932568,Core
3.5150645624103296,Non core
13.333333333333334,Core
7.5,Non core
3.359375,Core
3.75,Non core
5.670103092783505,Core
6.872852233676976,Non core
2.959028831562974,Core
3.490136570561457,Non core
6.510416666666667,Core
8.59375,Non core
6.007751937984496,Core
7.55813953488372,Non core
5.508474576271186,Core
6.1440677966101696,Non core
8.445945945945946,Core
10.135135135135137,Non core
5.263157894736842,Core
6.725146198830409,Non core
4.584527220630372,Core
4.871060171919771,Non core
5.145797598627787,Core
4.974271012006861,Non core
4.9275362318840585,Core
5.507246376811594,Non core
9.507042253521126,Core
10.56338028169014,Non core
4.208754208754209,Core
4.882154882154882,Non core
5.980066445182724,Core
7.973421926910299,Non core
5.691056910569105,Core
8.130081300813007,Non core
5.990783410138248,Core
7.373271889400922,Non core
2.407286922576448,Core
2.667534157449577,Non core
0.0,Core
3.535353535353535,Non core
3.2044198895027622,Core
3.314917127071823,Non core
3.658536585365853,Core
5.749128919860628,Non core
8.951406649616368,Core
10.230179028132993,Non core
5.3097345132743365,Core
9.144542772861357,Non core
5.376344086021505,Core
5.913978494623656,Non core
6.042296072507553,Core
8.761329305135952,Non core
1.9005847953216373,Core
2.923976608187134,Non core
3.388704318936877,Core
2.9235880398671097,Non core
5.188679245283019,Core
4.716981132075472,Non core
3.941908713692946,Core
7.053941908713693,Non core
3.762376237623762,Core
7.722772277227722,Non core
4.830917874396135,Core
5.797101449275362,Non core
4.701627486437613,Core
4.520795660036167,Non core
2.8358208955223883,Core
4.328358208955224,Non core
3.177257525083612,Core
5.016722408026756,Non core
2.621722846441948,Core
4.119850187265917,Non core
3.2806804374240586,Core
5.83232077764277,Non core
2.6936026936026933,Core
7.07070707070707,Non core
2.5,Core
4.166666666666666,Non core
1.6528925619834711,Core
2.8925619834710745,Non core
3.280141843971631,Core
3.4574468085106385,Non core
4.519774011299435,Core
2.824858757062147,Non core
2.685765443151298,Core
4.297224709042077,Non core
3.6390101892285296,Core
3.8573508005822417,Non core
2.7528426092160383,Core
2.7528426092160383,Non core
5.9128630705394185,Core
3.734439834024896,Non core
3.7347560975609753,Core
2.8963414634146343,Non core
4.804270462633451,Core
3.0249110320284696,Non core
4.317789291882556,Core
5.872193436960276,Non core
3.333333333333333,Core
2.7777777777777777,Non core
5.603448275862069,Core
8.189655172413794,Non core
5.194805194805195,Core
11.52073732718894,Non core
5.683690280065898,Core
10.873146622734762,Non core
4.272598870056497,Core
8.968926553672317,Non core
5.88768115942029,Core
7.608695652173914,Non core
7.452165156092648,Core
10.775427995971802,Non core
7.503001200480192,Core
14.285714285714285,Non core
3.737113402061856,Core
2.963917525773196,Non core
7.652733118971061,Core
15.112540192926044,Non core
8.341810783316378,Core
13.021363173957273,Non core
6.622516556291391,Core
10.234798314268511,Non core
5.14018691588785,Core
9.345794392523365,Non core
6.185567010309279,Core
9.690721649484535,Non core
7.378854625550661,Core
9.911894273127754,Non core
4.5,Core
6.625,Non core
4.600484261501211,Core
6.900726392251816,Non core
6.936936936936937,Core
10.36036036036036,Non core
7.492507492507492,Core
10.38961038961039,Non core
7.142857142857142,Core
11.904761904761903,Non core
3.45679012345679,Core
5.061728395061729,Non core
4.318618042226487,Core
9.500959692898272,Non core
4.010025062656641,Core
6.390977443609022,Non core
3.37995337995338,Core
8.275058275058274,Non core
2.71370420624152,Core
3.6635006784260513,Non core
5.380434782608696,Core
11.630434782608695,Non core
0.0,Core
1.226158038147139,Non core
7.44595676541233,Core
12.810248198558844,Non core
4.3774319066147855,Core
9.04669260700389,Non core
4.499437570303712,Core
8.43644544431946,Non core
3.180212014134275,Core
5.889281507656066,Non core
2.0891364902506964,Core
1.6713091922005572,Non core
3.272727272727273,Core
8.0,Non core
3.421052631578948,Core
6.666666666666667,Non core
6.453392167677882,Core
11.4726971869829,Non core
2.751031636863824,Core
3.3012379642365883,Non core
4.583333333333333,Core
7.187499999999999,Non core
3.741152679474216,Core
7.583417593528817,Non core
2.046384720327422,Core
2.592087312414734,Non core
7.13809206137425,Core
9.33955970647098,Non core
5.737704918032787,Core
9.836065573770492,Non core
2.338129496402878,Core
4.226618705035971,Non core
3.316326530612245,Core
1.6581632653061225,Non core
5.471847739888977,Core
8.406026962727994,Non core
1.3431013431013432,Core
4.151404151404151,Non core
2.5522041763341066,Core
4.408352668213457,Non core
1.1734028683181226,Core
1.955671447196871,Non core
5.5847568988173455,Core
8.869908015768726,Non core
1.4084507042253522,Core
1.1267605633802815,Non core
5.1735428945645054,Core
8.316961362148003,Non core
7.396449704142012,Core
11.83431952662722,Non core
6.59846547314578,Core
11.099744245524295,Non core
8.037653874004343,Core
7.4583635047067345,Non core
7.897934386391252,Core
9.781287970838395,Non core
8.678237650200266,Core
8.144192256341789,Non core
6.813627254509018,Core
11.022044088176353,Non core
0.697350069735007,Core
0.9762900976290098,Non core
2.53671562082777,Core
4.539385847797063,Non core
4.879120879120879,Core
17.802197802197803,Non core
6.47010647010647,Core
18.64591864591865,Non core
4.38671209540034,Core
7.5809199318569,Non core
4.23467137185708,Core
8.248786943096603,Non core
7.82608695652174,Core
20.907372400756145,Non core
2.091254752851711,Core
2.6615969581749046,Non core
8.186195826645266,Core
23.63563402889245,Non core
5.111111111111112,Core
9.066666666666666,Non core
6.782159970512349,Core
15.481017323995577,Non core
2.818853974121996,Core
6.053604436229206,Non core
3.5667107001321003,Core
6.516952884191986,Non core
3.996366939146231,Core
6.857402361489555,Non core
2.29293401965372,Core
3.696771174543753,Non core
2.462825278810409,Core
4.275092936802974,Non core
5.061675882603148,Core
8.847299021692896,Non core
4.332449160035367,Core
8.664898320070733,Non core
4.600171969045571,Core
10.447119518486671,Non core
2.0657276995305165,Core
3.8028169014084505,Non core
3.430308293530178,Core
7.815892314372558,Non core
2.1445221445221447,Core
3.076923076923077,Non core
2.162908421537045,Core
5.246203405430281,Non core
1.3358778625954195,Core
1.717557251908397,Non core
6.532485875706215,Core
18.07909604519774,Non core
0.0,Core
0.7608178792201616,Non core
5.72959604286892,Core
12.90189612530915,Non core
2.740899357601713,Core
6.124197002141328,Non core
2.6703499079189688,Core
6.906077348066299,Non core
1.9697663765460376,Core
3.4814475492441592,Non core
0.8130081300813009,Core
0.6217120994739359,Non core
2.0871985157699444,Core
4.313543599257885,Non core
2.9473684210526314,Core
7.831578947368421,Non core
7.653429602888087,Core
19.2057761732852,Non core
0.7615421227986673,Core
1.4278914802475011,Non core
3.235815602836879,Core
5.319148936170213,Non core
2.405949256342957,Core
5.94925634295713,Non core
0.7615421227986673,Core
1.2375059495478342,Non core
7.790697674418605,Core
13.217054263565892,Non core
6.438848920863309,Core
14.064748201438848,Non core
2.385935537881959,Core
4.813729593972373,Non core
1.5355979525360632,Core
0.7910656119125176,Non core
4.619124797406808,Core
9.319286871961102,Non core
0.6514657980456027,Core
3.5830618892508146,Non core
1.4148790506617983,Core
3.468735737106344,Non core
1.0843941537010844,Core
1.0843941537010844,Non core
6.090597639893415,Core
12.5999238675295,Non core
0.6240998559769564,Core
0.3840614498319731,Non core
5.56390977443609,Core
11.31578947368421,Non core
8.778483376914457,Core
17.893163989540533,Non core
8.37370242214533,Core
18.858131487889278,Non core
8.85478158205431,Core
8.067689885871705,Non core
9.057025717480432,Core
14.424152068579948,Non core
9.4692630775105,Core
9.889270714012982,Non core
4.453262786596119,Core
8.068783068783068,Non core
0.3829583532790809,Core
0.3829583532790809,Non core
1.1385199240986716,Core
2.1821631878557874,Non core
4.055007052186178,Core
9.203102961918194,Non core
6.094182825484765,Core
10.064635272391504,Non core
6.605691056910569,Core
13.211382113821138,Non core
6.18436406067678,Core
12.485414235705951,Non core
4.078947368421053,Core
5.526315789473684,Non core
5.521472392638037,Core
11.901840490797548,Non core
7.537688442211055,Core
12.864321608040202,Non core
5.871670702179177,Core
11.924939467312347,Non core
5.615292712066906,Core
12.066905615292711,Non core
5.7026476578411405,Core
9.266802443991851,Non core
6.528835690968444,Core
9.902067464635474,Non core
4.534005037783375,Core
8.060453400503778,Non core
4.884004884004884,Core
8.18070818070818,Non core
6.811989100817439,Core
11.89827429609446,Non core
7.208121827411168,Core
13.096446700507611,Non core
7.077205882352941,Core
12.867647058823527,Non core
3.778337531486146,Core
7.556675062972292,Non core
4.961089494163424,Core
10.894941634241246,Non core
4.10958904109589,Core
6.226650062266501,Non core
4.540023894862605,Core
10.51373954599761,Non core
3.3967391304347823,Core
3.804347826086957,Non core
4.830917874396135,Core
11.003757380568976,Non core
0.0,Core
1.7687074829931977,Non core
5.405405405405405,Core
10.965250965250965,Non core
4.612365063788027,Core
10.304219823356233,Non core
4.895104895104895,Core
12.703962703962704,Non core
3.827751196172249,Core
7.535885167464115,Non core
1.9310344827586208,Core
1.5172413793103448,Non core
4.014598540145985,Core
8.27250608272506,Non core
3.733333333333334,Core
8.266666666666666,Non core
5.911330049261084,Core
11.3847837985769,Non core
2.0380434782608696,Core
3.3967391304347823,Non core
5.291005291005291,Core
8.783068783068783,Non core
3.991811668372569,Core
9.211873080859776,Non core
1.6194331983805668,Core
2.564102564102564,Non core
6.604402935290193,Core
10.206804536357572,Non core
6.357694592988711,Core
11.229946524064172,Non core
3.0825022665457844,Core
4.805077062556664,Non core
2.7777777777777777,Core
1.7676767676767675,Non core
5.551086082059534,Core
10.378117457763476,Non core
1.1194029850746268,Core
6.965174129353234,Non core
1.8306636155606408,Core
4.233409610983982,Non core
1.423027166882277,Core
1.552393272962484,Non core
5.771812080536913,Core
11.476510067114097,Non core
1.6830294530154275,Core
1.1220196353436185,Non core
5.155320555188368,Core
9.715796430931924,Non core
6.38547158758055,Core
11.950790861159929,Non core
5.906108026249369,Core
10.4997476022211,Non core
8.478260869565217,Core
7.463768115942029,Non core
6.682721252257676,Core
10.234798314268511,Non core
7.068062827225131,Core
7.787958115183247,Non core
5.717054263565891,Core
8.720930232558139,Non core
0.9722222222222222,Core
0.9722222222222222,Non core
2.409638554216868,Core
5.622489959839357,Non core
5.098934550989346,Core
10.95890410958904,Non core
4.188880426504189,Core
8.948971820258949,Non core
7.75269872423945,Core
17.40268236833497,Non core
1.8658197697499008,Core
2.3421992854307265,Non core
6.741946197276652,Core
16.340086350049816,Non core
4.8605877920120575,Core
7.799547852298418,Non core
7.32030473666777,Core
16.495528320635973,Non core
2.5232919254658386,Core
5.279503105590062,Non core
3.762227238525208,Core
6.132430398796087,Non core
3.6739380022962114,Core
5.855338691159587,Non core
1.9200626959247649,Core
3.3307210031347965,Non core
2.54602428515472,Core
3.916960438699569,Non core
5.044182621502209,Core
9.057437407952872,Non core
3.778526000748223,Core
7.594463150018706,Non core
4.1090909090909085,Core
8.50909090909091,Non core
1.6829745596868884,Core
3.0528375733855184,Non core
3.3284023668639056,Core
6.989644970414201,Non core
2.036819428123776,Core
2.8593811202506854,Non core
1.7008117510630072,Core
4.793196752995748,Non core
1.0744130521289297,Core
1.631516116195782,Non core
6.454630495790459,Core
16.71343935141877,Non core
0.0,Core
0.6738010305192231,Non core
5.5160142348754455,Core
11.886120996441282,Non core
2.5349008082292435,Core
6.318883174136664,Non core
2.271852137081248,Core
5.583365421640354,Non core
1.7334360554699535,Core
3.1587057010785826,Non core
0.7174172977281785,Core
0.5978477481068154,Non core
1.7926734216679656,Core
4.014029618082619,Non core
3.575337468077344,Core
7.770886537759941,Non core
8.028488183878277,Core
19.35901586273875,Non core
0.713436385255648,Core
1.070154577883472,Non core
3.615384615384616,Core
6.769230769230769,Non core
2.849544072948328,Core
7.256838905775076,Non core
0.8356545961002786,Core
1.193792280143255,Non core
8.356449375866852,Core
14.49375866851595,Non core
6.9233257845357485,Core
15.076027175671303,Non core
2.500893176134334,Core
4.037156127188282,Non core
1.9669551534225016,Core
1.1014948859166012,Non core
4.719659332860184,Core
10.007097232079488,Non core
0.5857087075361187,Core
3.31901600937134,Non core
1.351351351351351,Core
3.6293436293436296,Non core
0.9846396218983852,Core
0.9452540370224496,Non core
6.403774856757667,Core
12.87495786990226,Non core
0.5191693290734825,Core
0.3194888178913738,Non core
5.838926174496644,Core
12.61744966442953,Non core
8.759842519685039,Core
16.305774278215225,Non core
9.326588681631362,Core
20.23395510591211,Non core
9.908963585434174,Core
8.858543417366947,Non core
9.9,Core
14.566666666666666,Non core
10.273037542662117,Core
10.784982935153584,Non core
4.400150432493419,Core
7.408800300864987,Non core
0.3987240829346092,Core
0.3189792663476874,Non core
0.9523809523809524,Core
2.1825396825396823,Non core
8.76979293544458,Core
15.10353227771011,Non core
6.778606965174129,Core
9.639303482587064,Non core
4.5,Core
7.333333333333333,Non core
5.8707124010554095,Core
9.696569920844327,Non core
9.16568742655699,Core
12.57344300822562,Non core
6.723237597911227,Core
9.725848563968668,Non core
6.373937677053824,Core
10.198300283286118,Non core
7.4029126213592225,Core
9.951456310679612,Non core
8.129032258064516,Core
9.032258064516128,Non core
5.572755417956656,Core
7.739938080495357,Non core
5.514157973174367,Core
8.345752608047691,Non core
9.35856992639327,Core
11.041009463722396,Non core
6.86164229471316,Core
8.211473565804274,Non core
6.769230769230769,Core
10.461538461538462,Non core
5.015673981191222,Core
8.150470219435736,Non core
5.869324473975636,Core
8.084163898117387,Non core
4.524886877828054,Core
4.675716440422323,Non core
4.526166902404526,Core
8.76944837340877,Non core
3.430531732418525,Core
4.116638078902231,Non core
5.838580423583286,Core
8.414424728105322,Non core
0.0,Core
1.9130434782608692,Non core
6.706792777300086,Core
8.942390369733449,Non core
5.454545454545454,Core
9.204545454545451,Non core
5.394190871369295,Core
11.756569847856154,Non core
4.310344827586207,Core
6.17816091954023,Non core
2.857142857142857,Core
2.142857142857143,Non core
4.315476190476191,Core
8.928571428571429,Non core
6.0699588477366255,Core
6.893004115226338,Non core
6.604324956165984,Core
9.175920514319111,Non core
2.413793103448276,Core
3.4482758620689653,Non core
7.583547557840617,Core
10.154241645244216,Non core
5.34629404617254,Core
9.356014580801943,Non core
2.9565217391304346,Core
3.130434782608696,Non core
8.239700374531834,Core
10.786516853932584,Non core
6.42085187539733,Core
9.090909090909092,Non core
3.4957627118644066,Core
5.402542372881356,Non core
4.669887278582931,Core
2.576489533011272,Non core
6.507791017415215,Core
10.72410632447296,Non core
1.5625,Core
8.90625,Non core
2.5069637883008355,Core
4.03899721448468,Non core
1.8121911037891267,Core
2.6359143327841847,Non core
6.976744186046512,Core
8.212209302325581,Non core
1.2567324955116697,Core
1.2567324955116697,Non core
6.6815144766147,Core
10.319227913882704,Non core
7.629255989911727,Core
9.520807061790668,Non core
6.734366648850881,Core
7.856761090326028,Non core
10.723192019950124,Core
8.811305070656692,Non core
8.603573792190602,Core
9.199205823957644,Non core
9.024211298606016,Core
7.850330154071901,Non core
6.718924972004479,Core
7.390817469204927,Non core
0.8944543828264758,Core
1.4311270125223614,Non core
3.209459459459459,Core
5.743243243243244,Non core
6.967485069674851,Core
12.01061712010617,Non core
6.153846153846154,Core
7.6923076923076925,Non core
6.595744680851063,Core
12.05673758865248,Non core
10.372340425531917,Core
16.888297872340424,Non core
7.0784177654406655,Core
11.242192921582236,Non core
8.279220779220779,Core
12.5,Non core
7.87716955941255,Core
10.68090787716956,Non core
8.784773060029282,Core
12.591508052708638,Non core
5.64373897707231,Core
9.523809523809524,Non core
5.593220338983051,Core
10.508474576271183,Non core
8.636363636363637,Core
12.5,Non core
8.450704225352112,Core
12.419974391805376,Non core
7.858769931662871,Core
13.325740318906606,Non core
6.093189964157706,Core
9.13978494623656,Non core
6.435643564356436,Core
11.13861386138614,Non core
5.88235294117647,Core
9.090909090909092,Non core
4.838709677419355,Core
11.612903225806452,Non core
3.784860557768925,Core
5.378486055776892,Non core
5.80060422960725,Core
10.030211480362537,Non core
0.0,Core
1.8072289156626504,Non core
7.296538821328344,Core
11.131898971000934,Non core
6.037735849056604,Core
10.943396226415096,Non core
5.5813953488372094,Core
13.488372093023257,Non core
4.715447154471545,Core
7.479674796747967,Non core
2.8925619834710745,Core
2.272727272727273,Non core
5.076142131979696,Core
10.321489001692049,Non core
4.281009879253568,Core
7.574094401756312,Non core
5.850091407678245,Core
10.054844606946984,Non core
3.0,Core
4.0,Non core
6.077348066298343,Core
9.530386740331492,Non core
4.697986577181208,Core
11.409395973154362,Non core
3.225806451612903,Core
3.8306451612903225,Non core
7.770800627943484,Core
10.75353218210361,Non core
5.750165234633179,Core
9.120951751487112,Non core
3.1818181818181817,Core
4.659090909090909,Non core
5.321100917431193,Core
2.385321100917431,Non core
6.069364161849711,Core
9.53757225433526,Non core
1.6042780748663104,Core
10.338680926916222,Non core
2.8213166144200628,Core
4.702194357366771,Non core
1.6791044776119404,Core
1.8656716417910448,Non core
6.016755521706017,Core
8.682406702208683,Non core
2.3255813953488373,Core
1.6913319238900637,Non core
6.172839506172839,Core
9.33641975308642,Non core
7.0198675496688745,Core
10.794701986754966,Non core
6.045479755962285,Core
8.48585690515807,Non core
9.2560553633218,Core
8.304498269896193,Non core
7.491408934707904,Core
9.415807560137456,Non core
8.540372670807454,Core
9.006211180124224,Non core
7.259073842302878,Core
10.387984981226534,Non core
1.2474012474012477,Core
1.2474012474012477,Non core
3.522504892367906,Core
7.240704500978473,Non core
3.106508875739645,Core
3.920118343195266,Non core
10.344827586206897,Core
25.86206896551724,Non core
8.277703604806408,Core
12.683578104138851,Non core
9.989959839357429,Core
18.52409638554217,Non core
4.417952314165498,Core
7.713884992987377,Non core
6.068601583113456,Core
8.905013192612138,Non core
6.529209621993128,Core
9.209621993127149,Non core
3.400868306801737,Core
5.716353111432706,Non core
4.294917680744453,Core
5.941302791696493,Non core
7.868649318463444,Core
11.152416356877325,Non core
6.584093872229466,Core
10.691003911342897,Non core
7.30793254216115,Core
12.554653341661462,Non core
3.093525179856115,Core
4.676258992805756,Non core
5.128205128205128,Core
10.576923076923077,Non core
3.398409255242227,Core
5.061460592913955,Non core
2.9329608938547485,Core
7.192737430167598,Non core
2.087994034302759,Core
2.535421327367636,Non core
8.51063829787234,Core
19.70397779833488,Non core
0.0,Core
0.9636767976278724,Non core
8.625817965496728,Core
17.549077929803687,Non core
4.350567465321563,Core
8.19672131147541,Non core
3.787878787878788,Core
7.988980716253444,Non core
2.638888888888889,Core
4.652777777777778,Non core
1.350337584396099,Core
0.9752438109527384,Non core
3.19375443577005,Core
5.8907026259758695,Non core
4.692260816575259,Core
9.506398537477148,Non core
9.388136384866886,Core
19.38346567024755,Non core
1.337295690936107,Core
1.9316493313521543,Non core
4.163955757970072,Core
5.920624593363696,Non core
3.9354838709677415,Core
7.03225806451613,Non core
1.412639405204461,Core
1.6356877323420074,Non core
11.06951871657754,Core
15.40106951871658,Non core
8.186046511627906,Core
12.41860465116279,Non core
3.225806451612903,Core
4.540023894862605,Non core
3.5688273852876917,Core
1.4566642388929352,Non core
6.624785836664763,Core
10.736721873215306,Non core
0.9312320916905444,Core
5.300859598853868,Non core
2.1542738012508686,Core
4.933981931897151,Non core
1.455604075691412,Core
1.1644832605531297,Non core
8.465068842427332,Core
11.932687404385518,Non core
0.9803921568627452,Core
0.603318250377074,Non core
7.472417251755266,Core
10.481444332998995,Non core
11.52304609218437,Core
20.440881763527056,Non core
10.19867549668874,Core
18.719646799117,Non core
12.687813021702835,Core
10.51752921535893,Non core
12.162162162162163,Core
15.765765765765764,Non core
13.500533617929564,Core
12.913553895410889,Non core
7.114624505928854,Core
