id,changes,status
29064,1,Non core
21561,59,Non core
13404,1973,Non core
979,776,Non core
11105,1953,Core
13642,451,Non core
16233,1032,Non core
16620,383,Non core
15967,492,Non core
27641,2,Non core
11885,422,Non core
17172,586,Non core
18414,9,Non core
8950,4,Non core
8603,13,Core
15259,50,Core
18462,498,Core
18729,35,Core
21297,164,Core
2583,33,Non core
11279,158,Non core
23449,20,Non core
4656,1462,Non core
4268,59,Non core
21747,33,Non core
23417,6,Non core
25376,36,Non core
26642,8,Non core
21407,85,Non core
12727,1,Non core
29219,1,Non core
19380,93,Core
28922,1,Non core
25891,4,Non core
7007,867,Core
16489,9,Non core
25284,25,Non core
27212,7,Non core
26095,14,Non core
18343,30,Non core
5109,46,Non core
28528,1,Non core
28530,2,Non core
24115,8,Non core
21518,2,Non core
21558,8,Non core
19137,35,Non core
28696,3,Non core
28328,3,Non core
18339,127,Non core
26431,428,Non core
21800,45,Non core
16253,44,Non core
10155,21,Non core
18552,61,Non core
9064,58,Non core
17331,43,Non core
5545,140,Core
10924,9,Non core
23091,2,Non core
25955,2,Non core
28569,2,Non core
9631,48,Non core
17739,1,Non core
28870,1,Non core
12056,3,Non core
26535,6,Non core
5558,857,Non core
25273,23,Non core
18288,19,Non core
28853,1,Non core
10383,42,Non core
17780,107,Non core
27681,2,Non core
28822,1,Non core
28829,1,Non core
7812,75,Non core
24654,8,Non core
18503,7,Non core
24049,7,Non core
27995,3,Non core
26464,13,Non core
21151,51,Non core
28171,5,Non core
25587,51,Non core
25675,7,Non core
25977,10,Non core
21875,2,Non core
6609,956,Core
23226,61,Non core
26198,4,Non core
29444,1,Non core
26991,31,Non core
23885,21,Non core
21051,17,Non core
27743,6,Non core
28768,1,Non core
26460,3,Non core
28751,1,Non core
25568,10,Non core
16501,3,Non core
4606,1,Non core
19593,104,Non core
23271,28,Non core
27733,8,Non core
5371,223,Core
28281,1,Non core
22683,15,Non core
19844,65,Non core
10202,80,Non core
12519,2,Non core
8126,412,Core
9500,1205,Core
11155,292,Core
7745,4958,Core
26072,144,Non core
17190,11,Non core
25022,23,Non core
14764,27,Non core
28643,2,Non core
11884,3,Non core
438,2,Non core
10303,2,Non core
16212,76,Non core
6638,237,Non core
25235,3,Non core
15121,1,Non core
14727,1,Non core
26347,105,Non core
19581,2,Non core
20746,3,Non core
28587,41,Non core
27774,4,Non core
6125,131,Non core
22299,40,Non core
25664,5,Non core
3189,74,Non core
9176,136,Non core
20160,33,Non core
23874,13,Non core
22534,8,Non core
16649,2,Non core
26355,80,Non core
27251,7,Non core
27697,12,Non core
28293,2,Non core
27512,1,Non core
27790,1,Non core
15122,33,Non core
11307,159,Non core
27201,7,Non core
22811,1,Non core
28217,4,Non core
22132,48,Non core
26101,32,Non core
12080,160,Non core
6788,1114,Non core
32454,1,Non core
32617,1,Non core
17549,13,Non core
26558,1,Non core
5280,134,Non core
24441,371,Non core
7012,362,Core
25444,4,Non core
27768,1,Non core
16997,1,Non core
17800,2,Non core
23654,2,Non core
12946,15,Non core
23430,12,Non core
14831,11,Non core
26067,5,Non core
25805,20,Non core
10795,134,Non core
22514,23,Non core
18439,1,Non core
19532,11,Non core
27569,8,Non core
8279,245,Non core
27233,1,Non core
29087,1,Non core
20812,179,Non core
10213,100,Non core
13047,77,Non core
2834,3559,Non core
10787,1194,Non core
20971,37,Non core
27300,2,Non core
17737,60,Non core
17272,4,Non core
28432,1,Non core
26445,16,Non core
21143,9,Non core
11933,15,Non core
12112,202,Non core
28517,1,Non core
14680,112,Non core
10313,9,Non core
9072,1,Non core
25964,4,Non core
28416,1,Non core
25429,1,Non core
7485,58,Core
28333,1,Non core
19318,2,Non core
15371,30,Non core
27346,42,Non core
16358,43,Non core
11865,1169,Non core
28165,9,Non core
12340,33,Non core
16330,9,Non core
8851,2244,Non core
16272,719,Non core
27576,5,Non core
14817,2186,Non core
20031,88,Non core
8040,1644,Non core
26006,3,Non core
18242,50,Core
7307,1281,Non core
22560,7,Non core
13924,36,Non core
29827,1,Non core
7764,484,Non core
26729,3,Non core
27940,1,Non core
21242,129,Non core
17045,93,Non core
26457,9,Non core
28289,6,Non core
15492,24,Non core
29847,1,Non core
8119,1819,Core
12484,22,Non core
19849,3,Non core
26221,2,Non core
27577,125,Non core
215,261,Non core
16934,24,Non core
20902,15,Core
113,5,Non core
26079,3,Non core
19625,3,Non core
26556,240,Non core
21690,119,Non core
26678,1,Non core
21099,27,Non core
13912,151,Non core
18429,46,Non core
22380,40,Non core
26214,2,Non core
12826,2196,Non core
24785,5,Non core
28059,1,Non core
26879,2,Non core
26113,1,Non core
24075,6,Non core
25072,8,Non core
9136,1,Non core
12288,23,Non core
27601,1,Non core
26690,2,Non core
27505,5,Non core
22026,1,Non core
612,5027,Core
659,18,Non core
7902,5,Non core
18653,316,Non core
22023,2,Non core
27061,2,Non core
28147,1,Non core
26702,38,Non core
24710,2,Non core
17656,69,Non core
24502,1505,Non core
23037,112,Non core
23759,4,Non core
28000,19,Non core
19384,584,Core
26639,46,Non core
26827,4,Non core
26734,89,Non core
28291,1,Non core
25983,6,Non core
21633,1,Non core
17981,25,Non core
25593,10,Non core
19686,205,Non core
22224,6,Non core
18409,8,Non core
16001,1,Non core
26348,2,Non core
25972,2,Non core
24711,133,Non core
27983,2,Core
15011,93,Non core
27947,17,Non core
12531,3,Non core
26088,5,Non core
2928,55,Non core
28177,1,Non core
27824,9,Non core
23729,4,Non core
26025,19,Non core
21728,49,Non core
14947,1369,Non core
15192,41,Non core
25698,4,Non core
26679,12,Non core
12767,110,Non core
17938,31,Non core
21279,141,Non core
12927,122,Non core
16907,224,Non core
25128,19,Non core
23760,5,Non core
7293,775,Non core
24299,5,Non core
14865,167,Non core
27059,8,Non core
27585,11,Non core
12813,51,Non core
10735,6,Non core
18009,384,Non core
25301,22,Non core
20250,6,Non core
20865,4,Non core
26292,1,Non core
18476,24,Non core
22522,3,Non core
28076,2,Non core
27997,106,Non core
9800,30,Non core
27006,14,Non core
26872,4,Non core
26415,15,Non core
7693,38,Non core
10512,1,Non core
28045,2,Non core
16264,9,Non core
22944,2,Non core
26441,10,Non core
12525,256,Non core
10453,171,Non core
24549,1,Non core
27558,95,Non core
6719,3433,Non core
14356,3,Non core
20479,7,Non core
22432,4,Non core
27686,19,Non core
170,2897,Non core
28018,7,Non core
27552,202,Non core
27704,17,Non core
27702,54,Non core
24013,38,Non core
21023,114,Non core
16059,27,Non core
23644,4,Non core
23458,235,Non core
11303,378,Non core
22977,9,Non core
27706,6,Non core
10439,163,Non core
26401,5,Non core
18446,167,Core
13717,203,Non core
27999,21,Non core
28002,1,Non core
27281,4,Non core
21133,1,Non core
27245,35,Non core
28007,6,Non core
27696,11,Non core
26089,4,Non core
20905,3,Non core
162,161,Non core
14757,47,Non core
27707,13,Non core
28013,1,Non core
27732,12,Non core
27802,17,Non core
27986,1,Non core
23295,26,Non core
27551,8,Non core
23674,37,Non core
6742,1,Non core
18777,126,Non core
12382,20,Non core
16618,8,Non core
24258,1,Non core
18529,65,Non core
27169,7,Non core
15917,56,Non core
27801,3,Non core
13507,17,Non core
16019,6,Non core
18108,8,Non core
26674,3,Non core
27998,3,Non core
9168,31,Core
16788,314,Core
26247,26,Non core
14852,6,Non core
7779,14,Non core
27248,97,Non core
8347,6,Non core
12736,7,Non core
9514,25,Non core
18876,8,Non core
15952,3,Non core
16939,4,Non core
20252,5,Non core
5660,156,Core
18546,79,Non core
10584,406,Core
11459,27,Non core
1925,717,Core
27701,2,Non core
10556,40,Non core
10781,108,Non core
11614,104,Non core
26161,2,Non core
26798,2,Non core
26939,3,Non core
24667,5,Non core
26275,4,Non core
26886,3,Non core
23305,22,Non core
22094,1,Non core
25465,8,Non core
17589,222,Non core
20443,232,Non core
17430,11,Non core
28010,1,Non core
25660,13,Non core
27888,1,Non core
18094,4,Non core
21515,16,Non core
27699,2,Non core
15027,655,Non core
1670,2,Non core
21516,25,Non core
13719,373,Non core
26131,225,Non core
23184,285,Non core
1849,4597,Non core
26363,2,Non core
1343,5,Non core
9320,11,Non core
31113,1,Non core
9141,1,Non core
13883,683,Non core
9408,322,Non core
6772,1622,Non core
17288,6,Non core
11269,12,Non core
23815,6,Non core
24244,12,Non core
23375,58,Non core
27040,2,Non core
14039,171,Non core
19119,1655,Core
26270,2,Non core
26251,33,Non core
27277,13,Non core
8406,3,Non core
27862,1,Non core
14613,2,Non core
16759,9,Non core
15233,8,Non core
26552,66,Non core
21103,21,Non core
13134,66,Non core
26038,9,Non core
24734,169,Non core
14084,229,Non core
11221,2,Non core
5930,12,Non core
27678,4,Non core
27366,13,Non core
27370,13,Non core
7217,1298,Non core
18063,11,Core
10919,2,Non core
18940,42,Non core
26589,9,Non core
24286,9,Non core
20226,15,Non core
8158,582,Non core
28705,1,Non core
25899,45,Non core
27798,2,Non core
27556,26,Non core
27590,2,Non core
24043,86,Core
15685,59,Non core
6804,634,Non core
23823,8,Non core
17332,9,Non core
24566,1,Non core
30188,1,Non core
16799,4,Non core
17274,6,Non core
25863,2,Non core
26143,4,Non core
7229,3,Non core
7002,194,Non core
8257,962,Non core
358,6,Non core
14159,250,Non core
21775,34,Non core
26001,55,Non core
19173,77,Non core
9218,19,Non core
26637,1,Non core
2310,1,Non core
23462,2,Non core
11731,24,Non core
22952,2,Non core
20099,7,Non core
15012,1,Non core
26772,2,Non core
11741,3,Non core
15524,338,Non core
12176,598,Non core
9626,16,Non core
17716,200,Non core
28353,1,Non core
21550,45,Non core
21020,48,Non core
16172,8,Non core
17292,493,Non core
20330,905,Non core
21784,682,Non core
22220,382,Non core
589,3,Non core
12296,4,Non core
27135,3,Non core
11889,367,Non core
12686,469,Non core
10697,113,Non core
22559,86,Non core
26576,534,Non core
26907,2,Non core
26650,6,Non core
23454,4,Non core
13499,29,Non core
14025,4,Non core
17275,170,Non core
7264,78,Non core
7021,36,Non core
1333,11,Non core
11669,14,Non core
22157,46,Non core
27361,28,Non core
21531,51,Non core
16958,13,Non core
22281,9,Non core
23889,15,Non core
20686,35,Non core
18416,5,Non core
7474,24,Non core
17842,31,Non core
27405,10,Non core
25585,1,Non core
23621,6,Non core
13667,270,Non core
8802,295,Non core
20259,102,Non core
16803,109,Non core
15513,5,Non core
25632,114,Non core
17445,57,Non core
17943,1,Non core
995,363,Non core
27303,8,Non core
19029,1,Non core
11286,4,Non core
26874,3,Non core
9191,44,Non core
16190,6,Non core
26509,9,Non core
27160,2,Non core
27632,1,Non core
10419,957,Core
21996,49,Core
22959,143,Non core
27487,1,Non core
24884,4,Non core
23379,15,Non core
18338,412,Non core
26213,2,Non core
15446,3,Non core
14063,7,Non core
16419,7,Non core
7977,2,Non core
17245,8,Non core
2284,1808,Core
26171,4,Non core
27628,1,Non core
20279,6,Non core
21683,48,Non core
19206,371,Non core
22781,147,Non core
18785,74,Non core
12521,3,Non core
27374,20,Non core
27563,3,Non core
25239,16,Non core
6486,4191,Non core
27170,15,Non core
24164,177,Non core
8151,65,Non core
17714,73,Non core
16993,188,Non core
16425,11,Non core
26185,1,Non core
6721,83,Non core
22881,3,Non core
27288,3,Non core
22037,17,Non core
7882,597,Non core
6694,75,Non core
20220,2,Non core
27156,1,Non core
27272,31,Non core
27297,5,Non core
236,170,Non core
12261,145,Non core
22555,2,Non core
23659,74,Non core
25169,19,Non core
6671,34,Non core
17812,23,Non core
27338,2,Non core
24062,10,Non core
9788,577,Core
23419,10,Non core
27371,1,Non core
15502,5,Non core
23433,11,Non core
11549,43,Non core
26087,3,Non core
27373,7,Non core
21382,7,Non core
27436,1,Non core
26999,9,Non core
10091,1,Non core
24290,7,Non core
24099,4,Non core
25351,5,Non core
25432,3,Non core
17645,292,Non core
10295,774,Non core
22878,6,Non core
13431,86,Non core
19072,92,Non core
20123,33,Non core
20035,97,Non core
23364,1,Non core
9582,510,Core
21891,2,Non core
19191,60,Non core
24561,1,Non core
12512,678,Non core
20033,414,Non core
26651,5,Non core
21430,15,Non core
1923,630,Non core
15062,12,Non core
27396,1,Non core
25990,3,Non core
5477,4,Non core
21698,85,Non core
17814,103,Non core
8344,270,Core
19478,4,Non core
20205,23,Non core
21288,5,Non core
26548,11,Non core
24316,2,Non core
25066,3,Non core
10598,1,Non core
25670,5,Non core
18014,3,Core
8837,523,Non core
20581,29,Non core
1918,673,Non core
13167,64,Non core
27246,3,Non core
13084,27,Non core
25245,9,Non core
14007,921,Non core
15637,17,Non core
26243,3,Non core
6039,112,Core
25320,5,Non core
18445,3,Non core
26990,1,Non core
21399,1,Non core
25984,5,Non core
26590,4,Non core
8004,566,Non core
14374,131,Non core
7582,665,Non core
11636,19,Non core
27020,6,Non core
17257,3,Non core
22368,31,Non core
17559,2,Non core
12581,34,Non core
14323,2416,Non core
20277,10,Non core
23046,8,Non core
7711,1271,Non core
23310,387,Non core
9983,166,Non core
17511,3,Non core
27188,2,Non core
25956,3,Non core
26015,3,Non core
3211,36,Non core
26262,3,Non core
14257,30,Non core
13229,11,Non core
25112,20,Non core
9607,1,Non core
23958,11,Non core
23887,2,Non core
22687,7,Non core
24131,8,Non core
20854,3,Non core
27064,2,Non core
425,360,Non core
12841,157,Non core
24054,1,Non core
24237,6,Non core
13705,4,Non core
20050,7,Non core
14914,7,Non core
22589,88,Non core
22042,60,Non core
8662,557,Non core
27218,1,Non core
23540,2,Non core
8601,410,Core
13290,488,Non core
19576,6,Non core
20066,124,Non core
17565,1576,Non core
27013,2,Non core
17478,9,Non core
27168,1,Non core
22770,5,Non core
27140,1,Non core
26955,2,Non core
23822,9,Non core
13248,125,Non core
14867,431,Non core
1313,356,Non core
8433,13,Core
26160,7,Non core
8686,65,Non core
17885,1,Non core
8097,1,Non core
27400,2,Non core
19065,30,Non core
12547,4,Non core
26709,1,Non core
24564,29,Non core
7253,884,Non core
7256,977,Non core
12363,819,Non core
26438,2,Non core
12866,89,Non core
25026,34,Non core
12444,386,Non core
26725,2,Non core
24269,12,Non core
24647,14,Non core
24578,706,Non core
27093,1,Non core
10992,18,Non core
7195,2547,Core
23267,6,Non core
17564,53,Non core
26645,4,Non core
5460,6,Non core
21330,2,Non core
21334,9,Non core
22787,58,Non core
23771,4,Non core
22021,14,Non core
27037,1,Non core
24735,2,Non core
23805,15,Non core
25673,3,Non core
25687,3,Non core
26097,2,Non core
26612,4,Non core
15074,25,Non core
26861,4,Non core
26644,3,Non core
23722,2,Non core
14982,1,Non core
20000,57,Non core
21135,14,Non core
26997,1,Non core
24355,2,Non core
9927,47,Non core
25135,9,Non core
13108,2,Non core
10207,35,Non core
21736,5,Non core
22981,103,Core
25433,9,Non core
24241,163,Non core
14377,137,Non core
24116,4,Non core
9572,92,Non core
14744,14,Non core
23983,7,Non core
7706,9,Non core
11858,12,Non core
12953,73,Non core
23908,1,Non core
23135,6,Non core
25340,74,Non core
14824,60,Non core
26153,3,Non core
6874,1,Non core
8736,1384,Non core
22047,3,Non core
26922,1,Non core
8259,130,Non core
6437,162,Non core
7664,140,Non core
9392,45,Non core
16495,420,Non core
12952,246,Non core
26258,1,Non core
25007,5,Non core
25073,27,Non core
26889,2,Non core
7784,51,Non core
26203,6,Non core
26601,1,Non core
23696,1,Non core
2914,1,Non core
14758,41,Non core
9037,1972,Non core
23043,80,Non core
11616,6,Non core
8410,1444,Non core
25055,4,Non core
20311,414,Non core
20340,6,Non core
20208,21,Non core
7038,15,Non core
25100,11,Non core
17954,6,Non core
20128,22,Non core
7010,37,Non core
25048,1,Non core
23602,251,Non core
26326,3,Non core
26380,4,Non core
1112,248,Non core
13485,480,Non core
20541,91,Non core
20986,54,Non core
26307,1,Non core
26455,1,Non core
17357,9,Non core
26504,1,Non core
25904,6,Non core
17192,228,Non core
25373,29,Non core
22745,4,Non core
21485,13,Non core
23688,2,Non core
26019,2,Non core
15456,2,Non core
8797,843,Core
24925,20,Non core
20828,2,Non core
14591,257,Non core
23382,58,Non core
26392,4,Non core
24095,146,Non core
11863,16,Non core
27161,1,Non core
17742,46,Non core
24988,2,Non core
27521,1,Non core
26151,2,Non core
22421,5,Non core
18602,374,Non core
18600,65,Non core
6522,33,Non core
24631,1,Non core
26761,1,Non core
26122,1,Non core
24223,4,Non core
9576,1850,Core
13295,423,Non core
11968,78,Non core
17207,693,Non core
25846,12,Non core
7400,264,Non core
11268,292,Non core
17450,75,Non core
20570,15,Non core
26242,21,Non core
21647,5,Non core
19142,50,Core
6072,1092,Non core
26484,4,Non core
26126,71,Non core
10675,10,Non core
26118,8,Non core
5650,2,Non core
26673,1,Non core
88,6,Non core
26579,2,Non core
26663,1,Non core
26665,1,Non core
25126,13,Non core
9918,3,Non core
26713,1,Non core
19910,2,Non core
7037,94,Non core
16703,3,Non core
23160,5,Non core
19021,3,Non core
19283,6,Non core
25651,6,Non core
23936,6,Non core
26616,1,Non core
24173,1,Non core
9420,380,Non core
26604,1,Non core
17947,27,Non core
16064,11,Non core
14870,26,Non core
26531,2,Non core
22153,3,Non core
25559,15,Non core
25720,82,Non core
11704,22,Non core
24598,5,Non core
19778,6,Non core
24893,1,Non core
26199,2,Non core
8592,1054,Non core
20040,1436,Non core
19178,10,Non core
20079,80,Non core
22059,66,Non core
8776,1088,Core
10353,21,Non core
25544,4,Non core
14962,1084,Non core
21239,136,Non core
26518,1,Non core
12732,45,Non core
20638,17,Non core
26499,1,Non core
18238,699,Non core
27162,1,Non core
16883,164,Non core
18404,41,Non core
26456,1,Non core
26383,1,Non core
18603,189,Non core
20382,61,Non core
15929,95,Non core
26486,1,Non core
9382,1236,Core
26482,1,Non core
7562,922,Non core
18455,142,Non core
9030,7,Non core
18286,165,Non core
21204,68,Non core
26229,8,Non core
12038,2503,Non core
24924,14,Non core
23984,7,Non core
5735,18,Non core
25400,1,Non core
15171,146,Non core
24544,60,Non core
21865,11,Non core
18128,755,Non core
22796,89,Non core
25944,5,Non core
18405,1,Non core
24883,16,Non core
22003,11,Non core
26649,1,Non core
8076,13,Non core
16351,7,Non core
18347,85,Non core
26018,3,Non core
8431,3,Non core
26178,1,Non core
12316,2,Non core
26120,4,Non core
9775,104,Non core
25537,8,Non core
26295,6,Non core
23435,58,Non core
23821,58,Non core
9801,2,Non core
25006,12,Non core
20442,68,Non core
8282,57,Non core
18921,1,Non core
17222,2,Non core
14643,1184,Non core
15178,74,Non core
26123,1,Non core
26197,1,Non core
26202,1,Non core
21033,78,Non core
22738,4,Non core
22810,63,Non core
26179,4,Non core
8392,2799,Core
25989,2,Non core
17788,3,Non core
9647,149,Non core
14037,34,Non core
19948,46,Non core
23142,7,Non core
6981,92,Non core
7317,121,Non core
9423,190,Non core
17734,19,Non core
22322,5,Non core
14620,11,Non core
16982,6,Non core
17399,7,Non core
18115,5,Non core
6676,1451,Non core
13560,159,Non core
19737,11,Non core
26150,2,Non core
26157,3,Non core
17592,42,Non core
13352,4,Non core
21514,301,Non core
14562,50,Non core
25109,11,Non core
10392,63,Non core
25449,2,Non core
16670,2,Non core
26374,1,Non core
26271,2,Non core
26059,1,Non core
25640,24,Non core
26324,2,Non core
26335,2,Non core
17626,329,Non core
26238,2,Non core
8905,2,Non core
16305,32,Non core
18176,36,Non core
12110,23,Core
21950,4,Non core
26245,3,Non core
21990,363,Non core
25079,16,Non core
22587,102,Non core
9216,92,Non core
26946,2,Non core
16097,2,Non core
8124,1828,Non core
24085,2,Non core
15140,15,Non core
1941,3114,Non core
7805,1232,Non core
16853,43,Non core
20230,4,Non core
26314,1,Non core
19919,8,Non core
17752,5,Non core
21226,17,Non core
26049,2,Non core
9186,95,Non core
21363,5,Non core
20734,22,Non core
26305,1,Non core
19805,11,Non core
18266,152,Non core
894,33,Non core
24870,4,Non core
23741,3,Non core
23882,16,Non core
22837,31,Non core
18085,21,Non core
10836,40,Non core
14348,118,Core
25225,4,Non core
12817,803,Core
17243,7,Non core
22607,2,Non core
23610,4,Non core
3009,1919,Core
16518,617,Non core
15373,50,Non core
23620,1,Non core
9416,20,Non core
26217,3,Non core
21556,13,Non core
24031,16,Non core
23192,7,Non core
12279,226,Non core
10443,399,Core
22454,6,Non core
24615,4,Non core
11081,1829,Core
8777,755,Core
26192,1,Non core
11181,1,Non core
25105,15,Non core
25274,4,Non core
26386,1,Non core
26211,2,Non core
12972,19,Non core
17019,58,Non core
23094,58,Non core
23803,17,Non core
21249,15,Non core
25785,2,Non core
24903,19,Non core
25961,2,Non core
26500,1,Non core
24304,1,Non core
22111,31,Non core
26774,1,Non core
18595,13,Non core
20571,1,Non core
20933,14,Non core
24653,2,Non core
7121,13,Non core
22851,1,Non core
9569,659,Non core
7498,213,Non core
18683,132,Non core
11592,260,Non core
26246,2,Non core
22064,13,Non core
20361,3,Non core
25493,2,Non core
17593,1,Non core
25323,6,Non core
18378,9,Non core
9207,63,Non core
20916,1,Non core
19014,3,Non core
18893,374,Core
7689,63,Non core
10547,16,Non core
22263,4,Non core
1726,1302,Core
7468,1927,Non core
25448,1,Non core
6932,13,Non core
13124,67,Non core
23276,43,Non core
24533,10,Non core
21999,5,Non core
21413,3,Non core
21510,3,Non core
25065,3,Non core
17959,7,Non core
22784,7,Non core
12092,64,Non core
5490,2,Non core
12385,925,Non core
24006,5,Non core
19774,20,Non core
10380,367,Non core
18317,1,Non core
20380,22,Non core
26495,1,Non core
25974,2,Non core
10842,51,Non core
20809,6,Non core
25860,4,Non core
8576,354,Non core
24666,6,Non core
24282,4,Non core
18640,21,Non core
11509,33,Non core
21722,174,Non core
25041,4,Non core
27036,3,Non core
15022,30,Non core
26041,1,Non core
10672,6,Non core
13158,4,Non core
12232,37,Core
24289,13,Non core
9588,491,Non core
8786,4402,Core
20549,1,Non core
18118,3,Non core
16278,2,Non core
7126,390,Non core
7575,516,Non core
12807,1590,Non core
15847,20,Non core
17784,34,Core
25101,3,Non core
20403,7,Non core
6198,469,Non core
10717,1,Non core
22066,66,Non core
8882,3832,Core
9977,1045,Non core
10136,2602,Core
13505,603,Non core
21984,1,Non core
18182,11,Non core
10497,4045,Non core
25059,3,Non core
15750,15,Non core
16625,72,Non core
13149,873,Core
24248,23,Non core
23446,15,Non core
25873,1,Non core
24594,107,Non core
15326,10,Non core
25942,1,Non core
9251,4,Non core
5044,215,Non core
25218,14,Non core
11750,161,Non core
21511,132,Non core
24562,3,Non core
9988,36,Non core
11637,34,Non core
22771,30,Non core
25951,1,Non core
25952,1,Non core
26044,1,Non core
11171,3,Non core
8584,2,Non core
17446,36,Non core
13564,93,Non core
11138,31,Non core
24311,15,Non core
13747,88,Non core
22879,1,Non core
15077,10,Non core
19017,5,Non core
6951,1132,Non core
10511,13,Non core
19901,38,Non core
22724,78,Non core
25872,1,Non core
19645,21,Non core
17551,8,Non core
17844,18,Non core
6635,446,Non core
24611,10,Non core
25608,4,Non core
6524,3120,Non core
10705,988,Non core
7565,65,Core
9276,87,Core
16627,6,Non core
17642,50,Non core
10959,2016,Core
18205,1407,Core
10881,608,Core
8735,2783,Core
8766,1906,Core
24037,8,Non core
24763,4,Non core
25236,1,Non core
19790,16,Non core
26029,1,Non core
13998,128,Non core
10425,6,Non core
26410,1,Non core
13196,13,Non core
25833,1,Non core
17846,10,Non core
16204,79,Non core
6685,233,Non core
12407,91,Non core
23308,100,Non core
7368,64,Non core
25542,1,Non core
20287,223,Non core
25407,3,Non core
25316,1,Non core
10540,813,Non core
18464,173,Non core
24612,5,Non core
19265,12,Non core
15130,42,Non core
19536,12,Non core
18988,33,Non core
21629,6,Non core
14313,1,Non core
19151,15,Non core
8366,1,Non core
29991,1,Non core
22060,50,Non core
21583,24,Non core
23205,101,Non core
25,49,Non core
9432,1034,Non core
25859,1,Non core
29548,1,Non core
5677,1,Non core
21144,18,Non core
22448,124,Non core
22218,216,Non core
24538,18,Non core
24539,19,Non core
12199,192,Non core
25751,1,Non core
25793,1,Non core
23330,26,Non core
14768,18,Non core
16206,86,Non core
13344,1369,Non core
18845,19,Non core
22077,30,Non core
25661,3,Non core
25703,1,Non core
21116,1,Non core
9749,66,Non core
24617,1,Non core
9194,42,Non core
6799,5,Non core
25750,1,Non core
21361,106,Non core
18466,32,Non core
15674,9,Non core
26325,2,Non core
17599,4,Non core
24967,1,Non core
18498,43,Non core
18332,231,Non core
12637,80,Non core
25671,1,Non core
14689,385,Non core
23092,29,Non core
25434,13,Non core
22226,74,Non core
8931,1270,Non core
10488,797,Non core
11898,788,Non core
21013,579,Non core
14511,287,Non core
22525,91,Non core
23883,109,Non core
16414,722,Non core
20129,4,Non core
22678,5,Non core
24891,3,Non core
14310,3,Non core
19928,1,Non core
1531,735,Core
6677,718,Core
19157,348,Core
24675,4,Non core
12071,1312,Non core
25127,13,Non core
22860,42,Non core
22221,37,Non core
22774,69,Non core
22219,69,Non core
17089,102,Non core
21648,169,Non core
17845,8,Non core
9387,2459,Core
24856,3,Non core
18337,139,Non core
8803,174,Non core
11029,314,Core
11219,1,Non core
19590,589,Non core
12955,71,Non core
19884,60,Non core
7789,983,Non core
23733,29,Non core
17901,15,Non core
13037,12,Non core
19991,9,Non core
9662,3,Non core
22711,2,Non core
20217,135,Non core
25538,1,Non core
20246,146,Non core
25595,1,Non core
25050,3,Non core
17571,2,Non core
24980,4,Non core
9981,822,Non core
15123,168,Non core
21660,98,Non core
20462,96,Non core
10043,12,Non core
23026,3,Non core
14838,18,Non core
19637,2,Non core
25165,1,Non core
22236,239,Non core
23249,5,Non core
10391,3763,Core
23565,7,Non core
14057,1020,Non core
16106,962,Non core
6987,101,Non core
15784,80,Non core
7732,2645,Core
25594,1,Non core
12631,9,Non core
10526,21,Non core
23783,5,Non core
25331,3,Non core
25498,10,Non core
15383,13,Non core
25558,2,Non core
20858,40,Non core
6508,34,Non core
7331,99,Non core
12211,181,Non core
25401,3,Non core
17638,6,Non core
25077,3,Non core
22863,50,Non core
25543,1,Non core
15101,17,Non core
25535,1,Non core
25533,1,Non core
10474,493,Core
13194,373,Non core
25085,7,Non core
8035,8,Non core
8003,660,Non core
8205,76,Non core
2556,42,Non core
11642,102,Non core
3108,116,Non core
19048,3,Non core
22342,23,Non core
17848,10,Non core
18015,78,Non core
14973,3,Non core
25080,8,Non core
14937,521,Non core
22941,7,Non core
18627,1,Non core
25527,1,Non core
25078,1,Non core
7677,82,Non core
25110,3,Non core
21513,108,Non core
21539,2,Non core
9515,1231,Non core
18967,18,Non core
12000,1868,Non core
9155,135,Non core
12178,1,Non core
25631,1,Non core
14819,570,Non core
24648,8,Non core
21670,3,Non core
22118,4,Non core
17177,4,Non core
12954,40,Non core
595,200,Non core
19181,3,Non core
20446,6,Non core
23383,9,Non core
20140,57,Non core
25463,1,Non core
25237,2,Non core
20297,149,Non core
10221,37,Non core
21309,35,Non core
20120,53,Non core
23402,1,Non core
14598,6,Non core
19282,11,Non core
8186,2,Non core
24932,1,Non core
7433,17,Non core
12942,10,Non core
23204,11,Non core
11353,11,Non core
8829,529,Non core
9730,1195,Non core
15315,525,Non core
19158,646,Core
19378,7,Non core
17540,46,Non core
18321,28,Non core
23938,1,Non core
18882,1,Non core
19935,80,Non core
24080,21,Non core
12133,317,Non core
23214,5,Non core
18261,83,Non core
25005,4,Non core
9152,82,Non core
15002,32,Non core
19592,24,Non core
13816,7,Non core
25545,1,Non core
25027,6,Non core
25367,1,Non core
23210,10,Non core
22946,1,Non core
22040,3,Non core
19861,39,Non core
17044,21,Non core
25222,2,Non core
6938,79,Non core
21820,32,Non core
18717,2,Non core
17821,28,Non core
22778,36,Non core
19814,2433,Non core
15333,13,Non core
6645,26,Non core
25269,1,Non core
18705,2,Non core
25336,1,Non core
12297,4,Non core
22779,42,Non core
16027,5,Non core
16197,17,Non core
9448,163,Non core
13895,204,Non core
14318,85,Non core
14981,100,Non core
16574,98,Non core
12612,131,Non core
16051,259,Non core
20864,177,Non core
14774,879,Non core
