id,changes,status
32060,2,Non core
19312,6,Non core
28961,5,Non core
18295,49,Non core
31420,10,Non core
32085,2,Non core
2733,120,Non core
1586,5,Non core
21697,2,Non core
31089,6,Non core
30108,2,Non core
9029,256,Non core
15426,41,Non core
8582,16,Non core
32472,1,Non core
6491,4210,Non core
26968,124,Non core
11347,105,Non core
20312,26,Non core
32056,2,Non core
30842,6,Non core
18524,17,Non core
22078,23,Non core
30855,8,Non core
12542,196,Non core
27069,42,Non core
30940,3,Non core
27594,20,Non core
8330,76,Core
9205,21,Core
11317,313,Core
15463,9,Core
17156,43,Core
31849,10,Non core
30722,6,Non core
30784,10,Non core
12597,200,Non core
32157,1,Non core
1106,557,Core
2889,2285,Core
3068,160,Core
6449,1178,Core
6488,2851,Core
9369,715,Core
10035,1235,Core
12459,747,Core
21741,219,Core
28237,42,Non core
20218,1,Non core
12950,109,Non core
21907,21,Non core
25643,14,Non core
11683,4,Non core
29631,15,Non core
28621,1,Non core
11139,20,Non core
27253,76,Core
6650,348,Core
7665,1634,Core
9162,1641,Core
11778,400,Core
12367,8,Core
12651,66,Core
13781,26,Core
14124,432,Core
17736,4,Core
20060,7,Core
668,1612,Core
1375,574,Core
2506,1071,Core
4715,4153,Core
6662,266,Core
7230,641,Core
8334,476,Core
8443,325,Core
9095,552,Core
9537,405,Core
9548,317,Core
28866,4,Non core
32210,1,Non core
31936,2,Non core
11444,212,Non core
23215,31,Non core
30051,1,Non core
6882,81,Core
17566,12,Core
17765,528,Core
17907,12,Non core
28935,842,Non core
31870,4,Non core
29270,10,Non core
8084,53,Non core
11278,900,Core
16310,59,Core
11692,63,Non core
14948,2,Non core
29647,3,Non core
6159,4492,Core
6427,712,Core
12321,748,Core
14203,95,Core
6348,930,Core
25674,157,Core
2792,5,Non core
32161,1,Non core
29364,22,Non core
29013,11,Non core
27057,45,Non core
1091,316,Non core
2750,14344,Core
6316,1941,Non core
6589,196,Non core
6088,321,Non core
31106,5,Non core
16615,64,Non core
20100,30,Non core
31836,1,Non core
31903,2,Non core
23917,2,Non core
7226,1941,Core
7535,1426,Core
8127,1383,Core
13962,1263,Core
29228,16,Core
6558,358,Core
7018,406,Core
13770,102,Core
21626,162,Core
11827,2718,Core
27738,69,Non core
29408,4,Non core
32022,1,Non core
6598,2156,Core
11343,1906,Core
11085,139,Non core
18044,1,Non core
31482,8,Non core
24999,31,Non core
27215,113,Core
30598,11,Non core
9139,20,Non core
1063,1442,Core
18368,56,Non core
19098,13,Non core
27420,20,Non core
30920,6,Non core
15907,16,Non core
31975,3,Non core
28470,1,Non core
28570,12,Non core
6783,492,Non core
8623,867,Core
9234,658,Non core
29874,24,Non core
29236,38,Non core
14581,55,Core
31567,2,Non core
30775,3,Non core
4128,50,Non core
15237,12,Non core
30456,2,Non core
22948,90,Non core
30322,41,Non core
23866,31,Non core
29615,22,Non core
25837,51,Non core
31256,1,Non core
7022,8,Non core
27614,21,Non core
29502,8,Non core
31470,1,Non core
2023,535,Core
13070,1049,Core
17151,911,Core
19346,142,Core
20883,730,Core
29272,69,Non core
12076,383,Core
28071,30,Core
27383,46,Non core
9625,648,Core
29147,7,Non core
18591,945,Core
32339,1,Non core
15831,3114,Non core
16668,40,Non core
14277,4,Non core
3099,1703,Core
3085,57,Non core
29942,3,Non core
18190,1,Non core
23618,17,Non core
29620,5,Non core
29979,7,Non core
8358,832,Non core
30009,7,Non core
29125,4,Non core
31258,4,Non core
31871,3,Non core
23467,12,Non core
25590,3,Non core
19904,108,Non core
31305,7,Non core
29539,13,Non core
9178,240,Non core
10343,2422,Non core
21232,7,Non core
30110,2,Non core
31817,1,Non core
9098,328,Core
12156,97,Non core
22595,51,Non core
8959,233,Non core
10063,983,Core
11356,661,Core
16150,170,Non core
29831,23,Non core
28652,1,Non core
1446,45,Non core
26598,17,Non core
21976,3229,Non core
30428,11,Non core
31708,3,Non core
19519,8,Non core
31209,5,Non core
9057,5,Non core
17735,6,Non core
9712,2652,Non core
26867,6,Non core
31615,4,Non core
25553,387,Core
22136,48,Non core
8788,1429,Non core
18480,6,Non core
31108,3,Non core
28354,2,Non core
29145,1,Non core
26490,150,Non core
24328,15,Non core
31580,1,Non core
1894,262,Non core
3012,1215,Core
7075,332,Non core
9331,166,Non core
23840,412,Non core
22420,4,Non core
5367,1513,Core
27941,9,Non core
31210,5,Non core
20223,136,Non core
18204,22,Non core
31568,7,Non core
25380,2,Non core
11819,443,Core
8181,72,Non core
31877,1,Non core
30016,2,Non core
29627,16,Non core
2243,4446,Core
7822,826,Non core
10298,23,Core
31064,3,Non core
15488,18,Non core
27052,4,Non core
13063,858,Non core
21883,196,Core
21032,27,Non core
31093,3,Non core
14570,41,Non core
24100,26,Non core
20722,536,Non core
21873,2,Non core
22578,3,Non core
6610,1601,Core
10134,14,Core
28886,1,Non core
6786,5335,Non core
7132,732,Non core
7710,1775,Non core
8090,1566,Non core
8091,1244,Non core
13919,954,Non core
13953,857,Non core
22689,162,Non core
11915,830,Core
14790,920,Core
28431,3,Non core
28642,3,Non core
31683,1,Non core
8994,21,Non core
31539,6,Non core
30469,1,Non core
17448,33,Core
19060,147,Core
261,2432,Non core
30418,4,Non core
31816,2,Non core
11503,13,Non core
16006,227,Non core
6487,1,Non core
7350,2101,Non core
6482,7538,Core
30760,3,Non core
10384,556,Core
28101,14,Non core
18783,125,Core
19122,438,Core
19159,1096,Core
19194,201,Core
19209,91,Core
19210,14,Core
19233,116,Core
20667,84,Non core
21414,287,Core
23133,26,Core
24635,104,Core
26339,50,Core
8215,1254,Core
26546,24,Non core
29716,847,Non core
28721,15,Non core
28889,14,Non core
30650,12,Non core
1523,22,Non core
26647,15,Non core
31502,4,Non core
22700,22,Non core
8069,2,Non core
31648,3,Non core
29423,6,Non core
15353,60,Non core
14807,107,Non core
12604,343,Core
30735,4,Non core
31560,1,Non core
31449,2,Non core
24596,2,Non core
7923,1726,Non core
23317,500,Non core
6697,84,Non core
27633,10,Non core
21519,1,Non core
25817,6,Non core
28452,12,Non core
26970,27,Non core
24056,98,Non core
29341,1,Non core
17966,164,Non core
28628,15,Non core
31415,2,Non core
16845,45,Non core
14749,49,Non core
28602,1,Non core
29858,3,Non core
31739,1,Non core
55,274,Core
23561,68,Non core
29668,36,Non core
30857,5,Non core
30728,4,Non core
21767,33,Non core
2846,5,Non core
27488,24,Non core
28082,28,Non core
29344,103,Non core
31012,6,Non core
290,139,Non core
19564,108,Non core
15935,12,Non core
26265,2,Non core
25648,22,Non core
31702,1,Non core
31182,5,Non core
23553,7,Non core
31751,2,Non core
15362,74,Non core
25113,270,Non core
32018,1,Non core
13869,26,Non core
24563,1,Non core
31686,3,Non core
25138,12,Non core
28396,58,Non core
12050,32,Non core
20042,6,Non core
23922,18,Non core
23083,961,Non core
17480,6,Non core
30679,3,Non core
23625,66,Non core
9237,664,Core
10849,3,Non core
22495,112,Non core
6541,4,Non core
30171,1,Non core
22321,10,Non core
8037,23,Non core
28374,25,Non core
23735,114,Non core
30113,3,Non core
15279,7,Non core
31290,1,Non core
31416,14,Non core
30619,34,Non core
29864,2,Non core
25591,41,Non core
30004,4,Non core
8749,2767,Core
24496,563,Non core
25988,1,Non core
29815,1,Non core
31621,1,Non core
30112,30,Non core
31572,4,Non core
23751,1,Non core
19461,116,Core
30797,2,Non core
7185,91,Non core
26628,39,Non core
28436,1,Non core
30173,3,Non core
15312,2,Non core
13154,2,Non core
7700,2185,Non core
1356,1,Non core
3217,87,Non core
2622,2086,Non core
25251,32,Non core
17293,2,Non core
31362,1,Non core
20163,5,Non core
31575,1,Non core
9299,3,Non core
14109,1,Non core
27046,9,Non core
30243,1,Non core
30324,1,Non core
18784,389,Non core
30221,25,Non core
29525,6,Non core
24042,20,Non core
18677,3,Non core
21131,1,Non core
28718,14,Non core
23416,2,Non core
17109,6,Non core
23363,13,Non core
31200,1,Non core
30547,1,Non core
30164,1,Non core
29792,13,Non core
19755,7,Non core
10314,1,Non core
30927,8,Non core
23182,62,Non core
30501,2,Non core
25700,3,Non core
25936,80,Core
18051,173,Non core
31000,2,Non core
29106,20,Non core
30042,5,Non core
16896,803,Non core
29201,7,Non core
30959,11,Non core
30960,18,Non core
21111,66,Non core
8478,188,Non core
27794,5,Non core
21537,520,Non core
27295,7,Non core
26263,27,Non core
10206,1886,Core
20866,224,Non core
10608,537,Core
28063,14,Core
26422,20,Non core
20770,147,Core
26880,17,Non core
16036,13,Non core
24438,23,Non core
29108,1,Non core
7272,48,Core
28738,17,Non core
18889,13,Non core
2417,1866,Non core
15100,986,Non core
30883,2,Non core
31350,1,Non core
6579,873,Non core
27386,134,Non core
27399,43,Non core
15736,88,Non core
26387,9,Non core
20889,12,Non core
20191,242,Non core
31445,1,Non core
16963,31,Non core
24297,25,Non core
30844,3,Non core
30717,6,Non core
6637,1297,Core
490,1089,Non core
7987,54,Non core
18065,2,Non core
24247,5,Non core
27284,1,Non core
19960,150,Non core
21781,247,Core
14428,129,Non core
2271,4745,Non core
4190,3408,Core
9107,1103,Non core
24919,6,Non core
26936,236,Non core
31783,1,Non core
31189,2,Non core
21914,10,Non core
29745,78,Non core
30740,8,Non core
30669,3,Non core
10980,2360,Core
16353,30,Non core
17900,7,Non core
15064,27,Non core
30107,2,Non core
31414,1,Non core
31204,9,Non core
6734,7,Non core
31335,1,Non core
29269,8,Non core
26297,1689,Non core
23899,4,Non core
19360,1,Non core
31238,1,Non core
23781,4,Non core
2888,717,Core
30272,7,Non core
13858,1,Non core
21284,79,Non core
26272,1,Non core
12408,146,Non core
30364,1,Non core
31296,1,Non core
19990,40,Core
30692,9,Non core
22206,5,Non core
28471,95,Non core
15692,164,Non core
22446,2,Non core
6825,153,Non core
21778,6,Non core
17886,2,Non core
29970,22,Non core
29334,5,Non core
30001,6,Non core
29834,5,Non core
6876,218,Non core
9452,26,Non core
31320,1,Non core
1653,10277,Non core
31269,1,Non core
25618,85,Non core
25575,76,Core
26288,26,Non core
11757,29,Non core
13660,23,Non core
12193,223,Core
31197,5,Non core
29377,3,Non core
15439,74,Non core
29549,2,Non core
14064,71,Non core
7546,9,Core
28370,12,Non core
28183,1,Non core
31043,1,Non core
31263,1,Non core
28504,31,Non core
27887,3,Non core
31055,4,Non core
7035,1,Non core
28875,7,Non core
30944,1,Non core
2696,368,Non core
330,1743,Core
30977,3,Non core
29870,1,Non core
396,26,Non core
29958,8,Non core
30309,4,Non core
9079,15,Non core
30922,1,Non core
29781,2,Non core
23942,49,Non core
21715,1,Non core
17363,50,Core
30220,17,Non core
31535,1,Non core
30814,6,Non core
31110,1,Non core
30687,5,Non core
23314,229,Non core
10061,80,Non core
20156,514,Non core
25033,48,Non core
28502,40,Non core
24454,14,Non core
11878,453,Non core
22306,83,Non core
28759,5,Non core
26916,5,Non core
105,4202,Core
29855,8,Non core
23012,17,Non core
745,5,Non core
4612,1,Non core
27079,11,Non core
27957,1,Non core
333,1415,Core
28777,7,Non core
30796,2,Non core
18851,662,Non core
28003,130,Non core
18916,7,Non core
19016,7,Non core
26449,60,Non core
28671,92,Non core
22752,591,Non core
26240,30,Non core
30521,2,Non core
31030,2,Non core
30900,2,Non core
27897,5,Non core
27861,7,Non core
19740,30,Non core
24904,4,Non core
29556,5,Non core
29085,1,Core
14091,84,Core
19930,386,Non core
30865,2,Non core
30874,2,Non core
30994,2,Non core
30995,2,Non core
31003,2,Non core
11391,885,Non core
2697,50,Non core
30138,5,Non core
27665,8,Non core
26233,125,Non core
30847,1,Non core
22776,93,Non core
15111,3,Non core
4,4574,Core
22664,49,Non core
30198,9,Non core
20564,1,Non core
20229,1442,Core
30297,3,Non core
22604,64,Non core
27532,15,Non core
25550,21,Non core
27550,1,Non core
26286,17,Non core
30410,4,Non core
24797,27,Non core
14473,14,Non core
19153,40,Non core
29907,5,Non core
29278,12,Non core
6935,6,Non core
7509,789,Non core
107,112,Core
7921,355,Core
11240,61,Core
26507,279,Core
26127,5,Core
14162,54,Non core
25290,3,Non core
25630,7,Non core
31073,1,Non core
8362,18,Non core
22323,20,Non core
28100,3,Non core
22895,30,Non core
15834,38,Non core
6794,288,Core
29551,1,Non core
30486,2,Non core
18665,36,Non core
29062,2,Non core
29869,3,Non core
30247,14,Non core
28322,2,Non core
18699,3,Non core
30902,1,Non core
9035,6,Non core
17425,33,Non core
14805,2754,Non core
30997,1,Non core
30745,4,Non core
30103,77,Non core
11803,179,Non core
15222,9,Non core
8116,63,Non core
16069,33,Core
30106,4,Non core
28940,11,Non core
27056,10,Non core
14180,2,Non core
19064,9,Non core
30648,3,Non core
1779,3002,Non core
14743,34,Non core
16590,5,Non core
30156,50,Non core
30177,5,Non core
10897,875,Non core
30843,1,Non core
23100,17,Non core
29637,196,Non core
29915,3,Non core
30013,13,Non core
19766,4,Non core
26815,10,Non core
30683,7,Non core
29796,3,Non core
29311,3,Non core
30821,1,Non core
26627,9,Non core
1607,825,Non core
24250,25,Non core
27008,213,Non core
17261,40,Non core
30621,1,Non core
30099,10,Non core
27742,2,Non core
25611,1,Non core
27683,1,Non core
27622,1,Non core
28373,94,Non core
17880,247,Core
16365,16,Non core
24757,2,Non core
26028,2,Non core
29756,1,Non core
30381,288,Non core
28094,13,Non core
17556,85,Core
20207,1,Non core
30772,1,Non core
24952,56,Non core
126,19,Non core
19563,7,Non core
30401,2,Non core
29441,18,Non core
17893,223,Core
277,1,Non core
29811,1,Non core
27406,15,Non core
24504,28,Non core
30010,5,Non core
8150,9,Non core
13370,6,Non core
13334,8,Non core
23235,547,Core
23766,538,Core
12715,2294,Non core
14173,10,Non core
29740,1,Non core
30768,1,Non core
6908,37,Non core
29928,1,Non core
19332,2,Non core
6859,96,Non core
30667,2,Non core
26926,1,Non core
28646,78,Non core
28695,114,Non core
29393,43,Non core
25562,162,Non core
21030,1,Non core
5707,2016,Non core
30232,6,Non core
29868,2,Non core
518,92,Non core
23913,163,Non core
30417,4,Non core
16077,1,Non core
30127,24,Non core
27838,25,Non core
28473,2,Non core
15209,120,Non core
7781,53,Non core
8674,114,Non core
19160,3,Non core
30618,1,Non core
20437,1,Non core
15648,100,Non core
29964,4,Non core
30159,1,Non core
30678,1,Non core
7708,45,Non core
15518,207,Non core
25238,7,Non core
27004,1,Non core
14495,59,Non core
12743,1,Non core
16258,226,Non core
19490,6,Non core
16635,138,Non core
28140,6,Non core
26541,32,Non core
28248,5,Non core
15177,1,Non core
2376,86,Non core
27076,182,Non core
18746,19,Non core
30776,3,Non core
3098,1420,Non core
23630,530,Core
30120,1,Non core
20301,4,Non core
7065,851,Non core
12394,626,Core
22775,213,Non core
986,138,Core
29451,2,Non core
6735,484,Non core
17922,191,Non core
30616,3,Non core
8276,533,Non core
15309,380,Non core
30617,1,Non core
10684,11,Non core
21830,29,Non core
30143,2,Non core
30430,2,Non core
30603,1,Non core
25257,29,Non core
16451,5,Non core
20695,401,Non core
10112,822,Non core
28239,140,Non core
29198,10,Non core
30412,17,Non core
8446,51,Non core
11685,479,Non core
27898,631,Non core
30105,24,Non core
23294,66,Non core
8190,1057,Non core
13557,133,Non core
14532,173,Non core
16710,316,Non core
26553,83,Non core
30388,27,Non core
30398,16,Non core
1390,3051,Non core
13515,14,Non core
30526,34,Non core
27368,24,Non core
25314,34,Non core
20147,43,Non core
28613,29,Non core
30500,4,Non core
20868,136,Non core
30402,38,Non core
30429,10,Non core
30517,2,Non core
12892,564,Non core
26767,47,Non core
20106,19,Non core
30467,18,Non core
20863,305,Non core
2726,3,Non core
17960,4,Non core
31768,1,Non core
9172,361,Non core
30448,30,Non core
29523,1,Non core
30413,98,Non core
30503,1,Non core
5624,11,Non core
30427,47,Non core
14258,23,Non core
21470,18,Non core
30400,4,Non core
24168,1,Non core
30329,3,Non core
21307,166,Non core
18898,74,Non core
23302,46,Non core
28435,7,Non core
21586,2,Non core
27679,94,Non core
26287,55,Non core
26682,70,Non core
30519,1,Non core
31408,1,Non core
17517,34,Non core
8767,163,Non core
22053,1,Non core
23253,44,Non core
23509,19,Non core
25403,3,Non core
14132,5,Non core
21892,3,Non core
25062,3,Non core
28180,31,Non core
29061,6,Non core
25764,38,Non core
30218,2,Non core
24470,6,Non core
30414,3,Non core
16628,579,Core
28412,2,Non core
27842,1,Non core
25489,2,Non core
28608,12,Non core
27191,17,Non core
29657,1,Non core
23327,53,Non core
30403,5,Non core
22694,379,Non core
28713,26,Non core
30420,2,Non core
29288,2,Non core
2011,218,Non core
30367,7,Non core
22600,27,Non core
23450,9,Non core
30298,9,Non core
28715,2,Non core
27470,1,Non core
26925,4,Non core
30047,5,Non core
8976,493,Non core
26200,1,Non core
18598,21,Non core
20721,45,Non core
29866,1,Non core
26856,1,Non core
15843,952,Non core
30382,9,Non core
25727,2,Non core
23356,48,Non core
11397,192,Core
11861,455,Core
12325,316,Core
27609,20,Non core
24165,99,Non core
30399,1,Non core
27378,4,Non core
28349,3,Non core
30366,2,Non core
704,1308,Core
28001,3,Non core
21428,178,Core
27979,3,Non core
24147,90,Core
30386,1,Non core
16960,16,Non core
8944,403,Non core
12983,3,Non core
26299,6,Non core
28529,2,Non core
11418,54,Non core
29675,9,Non core
27875,5,Non core
29315,6,Non core
30258,4,Non core
14139,1,Non core
23709,24,Non core
29159,16,Non core
29995,14,Non core
26570,5,Non core
27462,2,Non core
27459,2,Non core
29960,2,Non core
15184,21,Non core
29941,1,Non core
8652,1018,Core
26617,37,Non core
29357,1,Non core
21195,1,Non core
26584,18,Non core
30305,2,Non core
28075,10,Non core
28222,9,Non core
23695,3,Non core
23999,7,Non core
18320,215,Non core
25186,20,Non core
17505,41,Core
12773,4,Non core
7725,2170,Core
6834,4,Non core
13157,206,Non core
28433,14,Non core
7156,1557,Non core
29754,6,Non core
22582,804,Non core
19350,35,Core
27602,16,Non core
5293,1487,Non core
11580,192,Core
9396,234,Non core
13562,288,Non core
23163,3100,Non core
11224,362,Non core
30158,9,Non core
30202,1,Non core
30237,1,Non core
29967,1,Non core
20378,276,Non core
14672,2,Non core
19124,12,Non core
23858,14,Non core
9196,78,Non core
17654,10,Non core
16363,10,Non core
7173,762,Non core
8188,334,Core
9622,1679,Non core
9664,1471,Non core
10215,1271,Non core
12053,437,Non core
12175,1134,Non core
24687,10,Non core
11237,9,Non core
26505,2,Non core
12748,4,Non core
22608,173,Non core
22818,292,Non core
24739,175,Non core
26895,158,Non core
9076,28,Core
4460,103,Non core
11578,94,Core
11674,82,Core
19388,73,Core
128,59,Core
11969,2059,Core
14610,351,Non core
15984,2105,Core
10290,26,Non core
25731,26,Non core
29068,17,Non core
22056,203,Non core
26899,34,Non core
13587,7,Non core
22104,112,Non core
5441,2829,Non core
10263,1105,Non core
32080,1,Non core
538,7909,Core
23680,3,Non core
24064,7,Non core
27977,12,Non core
30185,1,Non core
19140,105,Core
20944,2,Non core
22450,555,Non core
10857,10,Non core
16520,146,Core
10289,5,Non core
16311,2,Non core
24777,19,Non core
22905,3,Non core
29383,47,Non core
24209,45,Non core
28625,1,Non core
29889,1,Non core
29572,2,Non core
30037,4,Non core
10487,1677,Non core
12616,1,Non core
30118,1,Non core
16477,1,Non core
28287,1,Non core
6849,1104,Non core
7491,999,Non core
30132,2,Non core
30149,1,Non core
25313,6,Non core
28592,11,Non core
12259,290,Non core
7787,4688,Core
27531,1,Non core
24009,1,Non core
29674,2,Non core
27895,2,Non core
30123,4,Non core
30457,1,Non core
24863,2327,Non core
10090,35,Non core
13623,11,Non core
12882,19,Non core
27060,62,Non core
28026,1,Non core
25850,1,Non core
28550,26,Non core
29175,1,Non core
29704,2,Non core
30371,1,Non core
4355,1310,Non core
25412,7,Non core
23900,9,Non core
7141,255,Non core
26139,7,Non core
9926,3,Non core
25437,36,Non core
28439,24,Non core
29898,2,Non core
26571,7,Non core
23488,5,Non core
25497,2,Non core
19741,490,Non core
26931,20,Non core
5559,20,Non core
17491,191,Non core
25540,22,Non core
6620,186,Non core
28411,50,Non core
29725,1,Non core
17280,350,Non core
27970,2,Non core
18180,13,Non core
20998,35,Non core
19684,15,Non core
29800,16,Non core
15070,49,Non core
29209,56,Non core
29238,3,Non core
28803,1,Non core
25803,1,Non core
20396,2,Non core
25547,43,Non core
26402,23,Non core
29625,1,Non core
27740,14,Non core
6678,26,Non core
4625,56,Core
29093,6,Non core
28523,8,Non core
25666,4,Non core
7614,14,Non core
29401,3,Non core
25111,53,Non core
26882,1,Non core
16203,459,Non core
16381,2,Non core
28377,10,Non core
29514,5,Non core
27181,61,Non core
25242,3,Non core
26727,1,Non core
28454,6,Non core
29369,4,Non core
8757,38,Non core
29335,4,Non core
7052,472,Non core
26133,6,Non core
24554,2,Non core
11897,6,Non core
12924,653,Non core
29574,4,Non core
26109,9,Non core
28649,6,Non core
7662,86,Non core
25167,88,Non core
29051,17,Non core
27749,4,Non core
25588,15,Non core
28665,10,Non core
20751,10,Non core
5890,3,Non core
15961,220,Non core
28331,7,Non core
25416,3,Non core
29233,4,Non core
24834,1,Non core
24978,9,Non core
22680,8,Non core
19156,34,Non core
22251,6,Non core
17270,123,Non core
18913,17,Non core
20675,32,Non core
8290,1083,Non core
26405,21,Non core
11468,4,Non core
19224,70,Non core
17927,5,Non core
29828,3,Non core
21740,29,Non core
12721,13,Non core
18997,39,Non core
28518,3,Non core
27418,4,Non core
22013,6,Non core
28931,4,Non core
14027,571,Non core
8688,789,Non core
26134,18,Non core
29793,1,Non core
29621,4,Non core
21041,244,Non core
21479,38,Non core
29360,16,Non core
29654,1,Non core
29297,4,Non core
7872,894,Non core
28637,28,Non core
21908,14,Non core
24188,3,Non core
11797,32,Non core
28321,1,Non core
26477,21,Non core
28288,3,Non core
25907,46,Non core
28953,1,Non core
23640,2,Non core
29806,1,Non core
28526,1,Non core
29814,1,Non core
23969,2,Non core
29271,9,Non core
29841,1,Non core
20369,18,Non core
27593,24,Non core
28774,3,Non core
29766,2,Non core
18311,1,Non core
19494,21,Non core
25865,18,Non core
26776,17,Non core
18206,2,Non core
24574,50,Non core
12015,75,Non core
24509,1,Non core
4330,641,Non core
24649,15,Non core
11809,1657,Non core
20764,14,Non core
21473,8,Non core
10300,93,Non core
6722,369,Non core
25457,1,Non core
12947,178,Non core
27385,57,Non core
27731,2,Non core
23829,35,Core
25747,374,Non core
27507,20,Non core
27012,11,Non core
30610,1,Non core
24182,2,Non core
25067,25,Non core
12323,775,Non core
7776,467,Non core
27372,44,Non core
28949,1,Non core
27549,23,Non core
28563,3,Non core
27581,2,Non core
10558,48,Non core
30248,1,Non core
24008,1,Non core
16513,21,Non core
12455,362,Core
28376,3,Non core
8021,88,Non core
27471,19,Non core
29032,1,Non core
26196,11,Non core
10628,142,Non core
18152,5,Non core
25431,8,Non core
29676,3,Non core
29558,11,Non core
21369,13,Non core
21484,4,Non core
29370,3,Non core
9591,548,Core
21469,182,Non core
28747,4,Non core
21486,1066,Non core
28781,3,Non core
7563,6,Non core
23619,30,Non core
29287,2,Non core
964,5195,Core
15293,154,Core
28707,1,Non core
29339,18,Non core
15515,210,Core
17709,203,Core
28221,2,Non core
10578,20,Non core
19902,103,Non core
24132,44,Non core
29658,1,Non core
12102,1,Non core
27603,1,Non core
28842,25,Non core
29653,1,Non core
21897,38,Non core
25232,2,Non core
26201,387,Non core
29387,1,Non core
25798,2,Non core
20687,1,Non core
8351,38,Non core
28176,80,Non core
28424,5,Non core
30502,1,Non core
12906,59,Non core
25943,32,Non core
18028,4,Non core
29058,1,Non core
27455,1,Non core
27926,12,Non core
13340,115,Non core
28590,1,Non core
29584,1,Non core
29589,1,Non core
29594,1,Non core
19736,7,Non core
29470,3,Non core
18623,49,Non core
29326,2,Non core
681,33,Core
15007,25,Core
28692,4,Non core
26775,42,Non core
29053,31,Non core
29528,1,Non core
9146,9,Non core
29526,6,Non core
17795,58,Non core
8669,3,Non core
20936,153,Core
20354,7,Non core
7715,1834,Non core
29170,1,Non core
23512,17,Non core
23211,18,Non core
7219,315,Non core
12024,223,Non core
28622,2,Non core
23974,4,Non core
11159,911,Non core
21794,39,Non core
27349,39,Non core
27000,1,Non core
8997,9,Non core
8560,4,Core
9040,13,Core
28486,1,Non core
12875,176,Non core
25388,70,Non core
15361,9,Non core
27496,12,Non core
27511,30,Non core
28404,2,Non core
29340,2,Non core
6763,1082,Core
28956,29,Non core
20414,4,Non core
21649,90,Non core
19578,97,Non core
25505,71,Non core
25903,344,Non core
28174,60,Non core
12402,670,Non core
29320,1,Non core
23479,9,Non core
8264,135,Core
12802,92,Non core
11047,1103,Non core
21451,7,Non core
7401,3,Non core
11057,13,Non core
9557,4,Non core
28465,1,Non core
7080,294,Non core
23125,1,Non core
25601,14,Non core
17386,76,Core
25171,31,Non core
27382,9,Non core
25623,2,Non core
26235,14,Non core
21719,3,Non core
20587,3,Core
28561,1,Non core
2419,2034,Core
7191,1980,Non core
91,264,Non core
21222,3,Non core
29319,1,Non core
16704,53,Non core
25571,222,Non core
28950,62,Non core
27668,3,Non core
11365,12,Non core
20560,104,Non core
28799,2,Non core
13426,24,Non core
22102,2,Non core
28485,2,Non core
27961,6,Non core
27695,10,Non core
29012,6,Non core
28556,4,Non core
25838,7,Non core
29854,1,Non core
29165,1,Non core
28926,2,Non core
27868,1,Non core
28427,16,Non core
27173,11,Non core
26155,6,Non core
13539,6,Non core
28054,3,Non core
1420,1379,Non core
2592,4363,Non core
6287,175,Core
6923,408,Non core
8005,271,Non core
8148,2,Non core
15739,30,Non core
8408,81,Non core
16479,81,Non core
26790,14,Non core
22016,5,Non core
6525,105,Non core
10257,256,Non core
26928,1,Non core
11186,29,Non core
26395,1,Non core
29207,4,Non core
23707,2,Non core
27518,3,Non core
11782,24,Non core
694,403,Non core
14307,179,Non core
24427,16,Non core
27766,27,Non core
19853,291,Non core
28278,13,Non core
23303,125,Non core
31722,1,Non core
29112,3,Non core
13487,6,Non core
17720,3,Non core
27566,19,Non core
6460,756,Core
7193,833,Core
9498,170,Core
10856,65,Core
11355,39,Non core
15346,80,Core
26311,165,Non core
29076,3,Non core
29192,1,Non core
14538,14,Non core
16448,18,Non core
24638,18,Non core
6608,65,Non core
28162,27,Non core
25836,8,Non core
21657,2,Non core
10348,94,Core
26569,6,Non core
16012,2,Non core
28395,1,Non core
13009,1264,Non core
13630,39,Non core
26181,17,Non core
29577,1,Non core
25458,1,Non core
24127,9,Non core
21977,11,Non core
22255,458,Non core
17860,1177,Non core
28653,3,Non core
16171,31,Non core
28848,1,Non core
27578,20,Non core
18452,136,Non core
9044,157,Non core
152,1,Non core
29168,1,Non core
17352,35,Non core
29045,1,Non core
26930,4,Non core
29158,1,Non core
28766,1,Non core
21517,49,Non core
21927,16,Non core
25920,3,Non core
25677,1124,Non core
23848,9,Non core
16289,11,Non core
6554,539,Non core
22735,2,Non core
24149,1,Non core
25774,1,Non core
12867,1783,Non core
22173,2,Non core
23112,3,Non core
15435,9,Non core
15699,441,Non core
1207,1476,Non core
14766,74,Non core
21113,28,Non core
7900,11,Non core
8182,1,Non core
11538,63,Core
14320,255,Non core
16367,17,Non core
15232,101,Core
26972,7,Non core
28957,4,Non core
25740,46,Non core
27334,4,Non core
19554,458,Non core
9802,1,Non core
25531,3,Non core
7979,105,Non core
11069,41,Non core
16124,2,Non core
16277,637,Core
23055,118,Core
23081,139,Non core
25638,54,Non core
23650,1,Non core
6717,142,Non core
7613,908,Non core
22328,18,Non core
25724,1,Non core
14676,574,Non core
8434,25,Non core
29017,4,Non core
21671,2,Core
24046,3,Non core
20444,13,Non core
14605,1998,Core
11313,347,Non core
11907,180,Non core
1054,24,Non core
2759,1705,Non core
25221,112,Non core
28716,1,Non core
23414,81,Non core
11762,140,Non core
1528,272,Core
11716,588,Core
13984,94,Non core
19999,106,Non core
21686,233,Non core
7567,14,Non core
16774,13,Non core
7109,677,Non core
