id,age
24925,175
24924,175
15524,780
8190,1403
21485,398
25448,76
24290,33
16277,802
25006,170
25005,170
13919,938
25077,132
25904,50
12651,920
18266,581
20812,504
12892,950
23680,168
5280,1723
23709,41
21908,347
19122,616
20443,523
2834,1852
25026,153
11268,930
23012,129
21515,127
25720,82
23435,314
23821,265
23602,295
7217,1536
21204,439
17788,104
11313,994
14620,906
25237,138
18115,639
18404,296
25846,41
22810,316
14562,766
22589,334
21510,152
25065,40
19350,396
17626,681
17564,530
964,2122
21950,355
7979,981
18176,637
20826,280
8041,1113
708,2154
21363,120
17752,503
7662,1497
8257,1377
20734,466
10443,749
25235,105
17592,662
10392,1182
19919,470
25640,48
22003,397
7010,1560
10257,1217
22874,341
16206,143
19194,587
18627,98
20638,490
24870,97
21023,282
14348,680
3191,1836
6650,1618
20686,235
894,1965
9416,1118
23983,89
8126,1137
11897,372
12038,1089
9582,1204
11081,1107
14610,751
18845,582
12056,1065
18600,606
9918,100
9423,1191
25105,87
25109,124
19737,527
12972,1029
23094,307
10487,1118
23984,229
24062,221
25323,60
6843,1541
14962,855
20184,412
11227,1142
25274,30
7104,151
18898,596
7173,1443
13962,930
9569,1259
23754,215
20770,460
6287,888
6825,1121
6804,1106
22064,357
20361,403
14598,869
10547,323
23803,159
9207,700
1555,390
20998,68
23936,109
21999,367
17959,339
18182,184
20403,452
19774,467
17784,305
25242,73
10497,1186
7468,1259
14340,848
20809,87
5660,1595
7711,1454
15967,630
13158,856
13642,781
24006,73
20380,445
23363,62
15447,667
7805,1436
8124,1252
10672,832
7613,1458
23823,64
8786,1321
13630,916
21355,384
16278,739
25041,102
20128,333
22263,212
16157,693
17842,478
15808,777
23882,132
679,2108
9452,1077
25022,98
11592,1062
23825,201
14447,725
18746,364
22831,33
18640,584
7562,1451
11171,1115
10391,1170
19790,393
13564,937
6849,1513
7350,1456
12686,986
11138,573
16046,741
15077,809
19142,523
7109,1490
22724,282
16907,680
13002,728
5677,168
19999,45
16627,287
8776,1297
24037,146
23092,252
23900,77
1106,1127
9194,1034
20277,440
20287,422
6524,1531
7368,1331
22111,191
19011,477
17019,602
23100,132
23674,93
19265,510
10781,1051
23142,127
24612,77
9500,1222
21514,364
15178,427
22731,98
7751,1386
22607,95
21307,44
21013,388
24095,129
22448,262
14973,212
14511,449
14605,673
6635,1552
18784,526
12807,977
16625,617
21511,66
14025,76
13883,802
12297,746
23733,187
18462,561
20965,136
18335,435
8215,1151
668,1207
18498,455
14057,781
8158,1361
17292,561
14831,794
14947,786
22454,266
18332,426
10705,1073
21241,370
20217,401
22775,237
21216,370
5371,1674
20129,442
6348,1561
9588,1216
13539,265
23883,126
12092,957
2419,1719
21297,334
22218,272
24533,116
15070,762
18595,503
7253,1455
23450,209
18464,270
22774,236
9162,1252
22600,62
24908,73
12955,815
15750,693
23741,136
21977,253
8054,1365
17172,497
14591,540
20340,43
19884,463
23249,217
24164,118
3009,1267
23565,174
21722,295
7725,1309
25128,45
10959,1092
22219,271
21141,368
12199,997
16618,567
8976,1182
9234,1176
11862,298
21144,342
18338,530
21648,320
23026,33
19901,342
12071,999
20858,383
24785,36
6987,1240
9775,971
13344,903
16620,644
18893,522
19312,213
23433,131
22863,245
23446,128
20244,384
9589,387
15929,518
25085,42
16883,459
20297,414
22077,257
18337,519
7018,1355
11642,929
13295,704
19119,504
12000,1007
22342,275
9988,797
10897,1090
9514,244
20462,187
10213,1096
13124,644
8882,1267
8205,1331
17742,512
10836,1098
22220,257
7230,1375
22226,243
21539,140
14768,787
18805,502
7331,1350
24648,75
18339,517
24022,116
16197,618
22514,201
21660,288
8766,1255
18967,508
17599,219
21696,306
21865,292
22221,250
20120,337
22781,220
22735,193
7745,1308
979,1860
15917,493
17540,415
18321,459
12279,760
8736,1210
23330,76
24080,114
13063,924
6456,1547
15002,741
6486,1476
5044,1685
19590,396
6991,1273
24311,89
17361,505
17243,42
18717,369
17218,574
21872,293
16027,676
22946,221
17821,472
15333,484
11509,969
6508,560
9037,1236
24289,44
23205,174
24559,37
21406,287
14819,747
8777,1245
10215,1043
24786,42
20140,388
20079,410
12388,943
8129,239
11264,730
16686,213
20446,384
11803,609
11034,952
13248,503
15409,612
5707,1567
21242,313
9216,1055
17070,604
11426,121
11397,1020
20507,148
19991,151
15140,736
11889,896
12320,941
22060,240
19935,388
14037,171
22036,124
21007,325
20509,333
7665,1031
10374,1094
19948,175
19481,199
22778,189
11750,482
156,1356
13485,721
17192,574
23082,83
13380,814
22664,104
19814,396
18563,510
23006,196
24081,90
9064,916
24575,60
12088,844
21361,167
16297,629
6754,1295
4476,1202
14063,550
13290,838
19206,381
19755,407
21618,35
16871,431
22650,51
23184,147
16233,624
8151,1270
24741,30
18429,449
21598,219
21125,230
19227,454
18903,450
8614,202
7428,1364
24288,64
9622,1120
8802,1231
10115,967
23122,167
11151,921
17244,580
20411,354
14907,523
19642,411
22020,214
20506,297
7229,1158
10556,1026
18455,485
24406,66
21591,282
12804,645
17901,532
3012,1764
8789,1226
22779,179
20910,194
9276,1181
15123,717
13372,444
11155,985
23483,125
21649,174
22981,178
5545,454
9312,933
19587,360
16518,548
18225,283
13719,805
7565,983
10526,552
22227,183
14576,743
19046,454
7121,1034
18092,356
2506,1156
9382,1150
7063,1293
6951,1046
11047,1005
20541,294
9152,516
12394,613
22793,193
18205,507
7195,1211
21077,67
21288,153
11538,946
20797,59
16421,610
9930,1085
7729,1295
14643,735
19153,241
10347,246
22692,189
20761,325
19520,279
10438,1065
11865,840
7478,1321
22041,182
7037,649
13070,721
4656,1664
22830,165
21668,254
11708,732
7227,1332
20194,347
23269,122
20428,264
10224,967
16679,248
21614,224
21413,269
20630,97
8837,1205
8840,999
8735,1194
24036,35
12444,868
8803,1068
20522,322
14342,749
20667,314
7225,1336
21179,231
22113,200
16987,31
7664,1212
19594,308
11716,946
20195,346
14167,745
6677,1249
21902,232
14124,751
22797,149
13786,706
21231,257
860,1826
21748,243
10489,964
15383,620
6904,1106
12325,902
23551,101
18093,328
17671,96
21583,162
17089,527
24086,31
17579,489
10594,702
16106,608
23162,119
19303,406
22749,102
19345,339
6772,1337
7732,1301
18015,446
22266,192
22377,182
12299,895
16039,610
1528,1600
23192,35
22678,89
20294,328
11861,923
9782,1055
6685,1387
15907,67
23210,30
15338,657
20038,346
11343,658
19645,377
23972,31
6788,1210
15847,583
21644,163
11898,540
23654,64
22328,169
7256,1285
8127,1250
22787,112
19136,390
20986,267
5319,1517
9746,993
9377,1105
22524,124
21930,117
8040,1255
16707,508
2023,642
20426,311
22588,88
10221,947
7075,1320
16322,81
19985,242
22525,118
19300,321
13258,665
7125,1353
15950,356
18086,386
12673,769
20465,277
10618,880
18414,125
10540,932
16934,536
17973,470
18023,472
14154,699
12407,96
12712,286
14565,164
16794,203
18793,410
9515,1087
14732,160
13342,763
1464,1627
22653,107
19157,391
6437,869
17711,441
10881,811
10558,895
15293,628
15321,629
12604,847
17207,496
12134,886
1531,1292
7473,895
12559,859
9031,223
20864,262
20313,301
8298,728
16853,307
19619,352
23013,113
7658,254
20076,179
12609,776
7042,1301
7710,1254
6938,1288
20566,163
20256,126
12039,886
6995,1235
1082,1886
4330,1594
20752,130
21287,222
21382,217
15101,629
20325,143
20298,292
23204,52
7553,784
9576,1038
7833,141
17465,478
20519,274
8410,400
16558,533
22457,120
11235,867
11549,243
12582,829
1779,1775
7770,1083
22233,76
21927,56
18289,401
22965,82
22837,45
162,1425
6450,1403
10475,975
23101,83
12732,155
11907,469
12087,251
15353,581
17377,475
17133,330
14005,722
23464,63
14963,281
6889,1356
14946,617
20933,68
13206,519
23047,96
19799,285
9060,908
22771,102
15388,256
6719,1381
10419,968
23193,68
21063,226
18334,394
22574,116
23116,59
22834,93
23020,69
9387,1074
21885,162
11176,931
1247,1897
7858,1222
10090,925
21765,146
6676,1186
21463,143
23413,36
18934,342
11238,734
15426,497
19370,237
19213,334
13082,759
11804,178
741,1819
12661,818
4625,1552
9392,164
19233,330
22305,135
425,1700
7882,1205
15515,590
8035,469
20327,195
20405,235
19760,315
20508,235
14228,690
16993,452
10088,985
105,1433
6609,1364
13001,513
14708,609
22044,128
9558,723
1726,1808
17289,114
21820,159
7126,1280
10675,199
18026,241
17754,435
14365,251
13059,679
13340,502
9095,1036
8797,1116
17043,429
10266,957
19390,184
22047,58
5003,918
11685,841
22573,65
7448,1241
18448,330
20563,239
21877,97
14937,379
20773,217
11671,839
6659,1353
18401,384
20425,250
7132,1280
13752,614
14656,635
18652,343
16414,441
13474,242
14615,634
13325,752
13306,664
1420,1862
16658,489
14159,625
13575,39
13840,608
19592,240
20246,243
428,1686
14680,261
17993,386
18808,133
6608,397
6689,1349
5441,1490
20364,239
18238,386
7398,1229
22141,118
11302,888
19611,175
22670,68
12363,813
6571,252
17357,320
17714,399
21469,124
16958,409
20559,228
21376,173
6316,1405
12525,675
13201,611
11662,855
21522,148
13931,657
14316,582
15307,447
15910,37
10578,484
21290,141
11670,831
22754,77
16840,210
9448,1019
16437,355
19858,281
14943,574
11820,620
19290,83
22869,41
22132,113
18747,315
13149,735
22739,71
9591,852
19158,308
11614,853
23272,31
15232,292
14257,598
17169,446
7400,1193
12133,820
11877,489
22925,61
19372,304
9730,959
16244,49
15424,563
7179,1151
9624,989
2537,1689
21775,128
10127,966
16819,450
6509,1211
17026,436
1923,1154
18009,392
10210,897
8330,1114
20384,228
12141,757
12959,305
8003,1177
10744,79
9671,539
14396,635
19797,251
6981,1252
17517,424
22835,63
18941,104
21342,74
13055,741
6645,1346
12485,778
22968,46
9581,962
12459,771
287,1581
9717,719
15943,449
22575,58
7535,1221
16574,475
11682,799
7096,653
3098,1513
10295,915
16929,446
6695,1267
12139,805
21198,60
21309,154
11526,251
12512,787
20105,225
7781,1185
17081,298
17180,329
17730,332
9659,1002
490,1779
7419,1225
17595,201
22587,49
9048,1058
7423,1212
15243,414
22025,103
6506,1132
5209,1488
14473,376
8829,1053
14421,426
8965,1064
19120,299
13194,727
2828,1575
7505,1138
12758,538
22493,52
19210,163
14165,143
18193,365
20819,157
13617,472
7462,910
19378,182
11730,672
21465,77
22562,51
14711,434
18290,348
20771,163
18654,334
19209,276
20981,58
14606,594
20376,210
21656,83
20515,175
13938,657
20517,200
16666,68
18549,198
8978,995
10780,812
19902,182
16814,428
12195,533
21713,112
15171,552
9459,583
11279,810
11447,812
12402,716
10697,900
11778,811
22911,34
10652,840
17898,91
21217,126
14307,545
13516,680
19291,187
15488,356
6886,1281
14305,616
21918,94
17553,391
18479,238
15526,510
16962,419
14779,571
6116,1301
20873,114
19542,260
16590,444
17699,138
6620,1113
21065,154
12583,751
7575,1177
17734,376
10635,883
11061,688
12275,700
12800,735
18247,336
10814,761
6836,1152
16064,396
12637,711
13895,475
15778,385
13697,532
7789,1147
21075,88
15640,467
6820,1116
11758,747
9166,1021
19921,171
16066,436
16047,480
13693,492
9366,927
220,1138
17861,210
17116,401
22487,30
16482,179
1112,1555
6623,1288
455,1748
12514,523
20581,119
19805,209
22315,34
12632,733
17877,340
14957,193
8890,913
18261,211
7604,839
19199,272
8005,1137
9521,982
20481,172
21996,71
17917,350
20839,34
4395,1527
22143,57
13510,651
141,1701
15041,65
14249,493
22375,44
6055,1337
22314,48
10488,886
10369,827
19845,148
14374,286
20743,152
20530,171
14844,525
11610,776
18598,163
20429,178
18838,281
18613,302
15763,204
18732,295
15315,514
6717,1283
16522,239
15359,370
9945,375
780,188
22216,43
7002,416
14339,299
19267,179
13318,674
20336,177
15429,348
14548,530
681,1608
12912,482
20816,145
10008,769
995,1748
17934,254
12378,523
18589,304
12952,357
14535,527
21642,85
22135,45
6899,1108
22030,30
12362,665
13768,553
4340,1464
8491,1052
12612,708
18593,63
16800,401
16051,448
11933,245
8931,1016
17952,314
21304,103
18117,298
19861,180
14981,472
21074,103
17476,72
7450,1130
10241,893
21803,63
14840,529
19963,159
12184,63
19573,225
11356,700
8970,1009
10425,57
6554,1274
17436,174
6696,489
21356,85
17862,336
12581,138
9126,985
8514,992
17321,42
1865,1358
17455,102
14372,522
8533,980
7020,1174
10485,860
13362,626
6460,1303
18068,317
16917,386
21381,65
12043,75
17731,109
22061,31
13900,558
15755,223
7935,1084
9453,850
19912,50
11011,819
16392,133
21168,76
15427,381
1207,1419
21423,53
15339,175
13968,488
19765,204
19500,222
19476,223
6587,732
21876,45
14439,118
20037,167
14168,508
17717,181
14726,528
16495,265
15851,129
21739,50
8091,1087
20003,177
15029,507
18032,311
13537,422
15192,471
10474,806
18802,42
21006,40
752,1349
11017,523
16252,322
7021,838
15085,126
20276,84
15361,337
5600,1376
20836,43
14924,488
13655,493
15248,487
177,1749
13203,599
8443,943
15922,433
9364,278
7461,987
11698,128
8279,895
21808,38
9927,688
12963,676
13447,511
18834,61
11751,701
21033,73
13454,582
9705,923
16774,380
16318,382
19472,161
6923,1097
6698,1114
13463,621
12817,675
21810,35
14668,300
14762,215
20960,96
16652,354
13997,478
19288,169
14028,469
6786,1231
20188,79
20158,69
532,852
17555,133
14838,497
7471,1086
11676,512
8959,682
10136,844
20107,153
6032,1223
20449,75
20271,54
17536,228
6662,1194
15130,439
12069,323
9983,874
11434,678
13524,551
9648,910
8601,1013
15095,483
20316,88
1613,1058
16983,271
9000,918
9626,853
12692,123
18324,81
16793,164
10725,790
14379,326
17139,311
19561,127
10584,567
17718,107
17419,310
11650,720
13274,552
3068,1380
14926,349
20772,49
10987,762
17147,312
11757,692
18061,280
17438,133
12516,587
6967,1140
17858,224
19720,137
9439,842
9975,695
11774,694
9577,673
9970,609
4190,1383
20526,64
19920,99
19071,128
8399,776
7984,337
18485,243
17179,177
7494,1111
18683,228
11094,678
18438,161
10156,95
8083,1041
6632,551
8954,774
19132,177
12443,662
13595,558
15358,422
18386,211
2652,293
8392,948
11797,326
14060,544
18389,205
15854,356
7812,470
2835,1498
9981,845
20645,45
18643,228
16493,349
20472,55
4240,1221
10674,504
21228,36
15637,387
19950,125
9337,646
7128,917
14823,470
1773,1629
8300,994
13505,475
20196,95
15742,331
13084,529
12053,305
17523,110
2468,1362
6072,1263
9301,120
9248,793
20671,57
2265,1121
14691,474
7534,1076
7761,1051
19450,67
11424,705
11486,631
18416,64
10046,728
7135,1120
15028,447
11255,114
20791,57
9285,267
15944,60
11546,635
14887,453
17953,160
15452,90
18913,98
12624,53
17832,197
14556,379
19282,89
20320,77
1941,1429
11360,176
6043,1194
20661,57
10665,769
17958,82
6783,1169
18769,167
5511,1319
16683,314
19348,116
11637,608
15225,374
19076,150
7049,498
8000,950
19056,138
10327,608
4715,1378
19954,89
10753,266
13354,67
11029,737
107,1587
8106,950
12417,411
16234,244
20718,42
9770,805
20181,77
15454,385
8859,877
15341,400
8090,1002
11433,481
9977,784
13169,392
9647,796
19051,137
18723,117
11427,648
16272,267
12850,581
10477,630
17123,249
4159,1323
14318,416
17489,253
19692,77
11114,654
16687,295
19739,80
20137,37
19560,118
15825,280
11832,628
16769,257
15934,350
19346,95
9526,139
7514,173
20453,30
8912,790
17527,137
15274,213
2967,1354
18137,188
13289,337
8787,910
12232,626
17005,191
13948,490
17700,50
10517,757
18639,36
17277,68
18336,109
10928,63
10016,634
406,873
2035,1553
12999,212
15226,381
9091,877
11364,48
11922,590
17405,216
13933,125
17254,203
3094,253
11794,114
19214,112
19548,98
16226,306
5957,1240
17211,219
13781,251
19840,83
9551,511
2467,148
6162,1222
20518,30
11689,655
19951,75
5217,1146
2861,1300
12140,541
16292,216
15470,359
16701,277
18658,108
15799,197
15660,335
11587,353
15862,329
17333,229
10515,742
13979,407
15902,316
1009,1444
6694,1072
13152,552
8702,208
2860,1330
8328,791
17181,196
11956,608
6835,1122
18170,181
11903,623
10440,365
136,805
13103,533
11215,405
9911,759
14884,275
15259,184
12321,594
10827,135
8576,913
7653,911
8804,419
19133,96
16426,82
10896,351
18729,48
12442,564
2481,1328
17705,195
11208,659
18399,139
7874,633
16991,84
14923,391
10917,669
9740,496
11482,78
8001,961
10281,737
9066,542
19419,43
14689,295
14103,136
12403,492
20187,37
11373,69
19361,44
6917,1052
14445,377
16049,308
8907,870
395,1227
19414,63
11387,588
10271,616
15106,375
8627,906
18258,126
10442,651
7203,1010
15342,182
15644,336
12400,521
1970,1281
15881,315
8935,862
19333,33
10345,217
6877,1076
8968,823
18364,42
14355,427
3108,1384
14543,397
18668,47
14078,382
16170,250
7052,974
17588,184
12028,596
16490,263
17281,213
7133,997
9662,568
20004,36
11784,552
6223,1146
15675,302
13013,536
19196,89
14457,195
739,1445
14363,359
10263,614
7221,485
10507,145
13107,525
2284,1484
14274,397
17360,190
9093,629
12561,521
14000,246
14927,366
7244,1030
14176,376
5174,1261
14891,369
18895,42
15311,199
16553,228
13908,155
5484,1113
14966,350
6631,849
1269,1514
16714,235
9253,755
14810,365
161,1281
13560,430
2404,1397
18811,58
16910,137
13086,401
10669,157
16356,255
10786,536
16788,212
5538,1171
17293,161
14824,255
11752,399
15739,233
12208,366
7409,994
7479,902
16183,125
8016,936
9327,72
8143,235
12920,194
12214,323
19050,64
11428,593
97,1541
15867,251
10796,648
13720,449
9068,775
14976,68
9032,53
17200,184
2448,1448
5055,1116
11941,580
3114,1361
17456,178
17013,196
10140,337
16646,210
14030,269
14010,135
10984,601
11622,587
12351,484
11098,630
7433,803
19226,49
13771,419
16964,60
19383,49
16132,243
17457,153
17317,67
7600,963
14358,370
18087,132
16100,52
7387,967
15125,92
15932,201
19460,41
11110,625
17753,132
18788,78
17063,182
15346,294
10513,672
15280,140
8202,202
17521,151
14955,321
13790,376
17425,132
4992,1187
10731,43
15904,253
11189,365
18520,82
1795,1461
17332,141
1925,1134
216,1061
7262,879
17976,55
11577,439
8247,633
8112,741
12974,179
19085,30
15832,30
11997,440
4894,604
215,751
9546,721
19195,30
8542,814
8464,70
6160,1114
14536,260
13546,417
17104,150
1976,504
1387,1383
18108,99
14594,304
15882,70
9498,689
8302,835
14578,323
16631,184
1706,1512
10424,646
13278,356
6807,1032
8305,831
17950,46
7485,644
13587,200
16246,38
6542,392
12953,186
7774,892
6434,186
13785,375
1882,1215
8645,629
9315,744
13801,375
13777,370
16982,148
14649,299
13805,357
13297,70
17399,90
17995,56
7860,346
12114,504
3189,1027
9189,747
10574,521
13869,190
13845,176
9878,143
14908,79
13291,422
11768,118
13664,333
14700,187
1991,1357
9601,505
12749,454
16828,146
15642,124
16754,67
17327,120
7155,778
15701,133
18465,31
17156,108
7431,919
16901,102
5293,1086
13660,114
7806,794
18001,43
8690,117
9854,82
13176,195
7427,917
18096,67
13420,229
10370,489
10795,485
12994,371
12182,486
14428,296
8515,491
842,396
13833,105
9623,562
17667,81
17322,94
9750,591
14575,286
12866,430
16433,147
17098,87
17866,36
7591,886
17248,36
9410,698
18220,42
17002,105
17108,54
14036,333
12875,431
8824,644
18050,52
18105,48
217,907
12200,465
17778,69
14413,57
13662,346
12606,425
16994,96
8092,811
8074,303
16781,112
12814,426
17990,52
5390,1056
17276,84
31,397
16550,69
13530,118
12100,468
16973,88
13609,356
11884,63
5387,1130
11759,460
11084,34
1849,1433
12693,414
16173,65
10348,572
10676,557
17988,39
8748,745
14888,220
14059,73
17789,48
17987,33
6714,617
14345,279
15903,126
7703,841
11714,223
11701,466
5828,1039
11825,421
6802,837
14202,222
17897,32
11500,264
10383,405
17659,43
13923,80
16054,142
14829,223
13104,141
17787,32
10380,572
16939,32
9212,671
16172,69
16053,35
7148,718
12223,317
8617,528
6124,1008
2515,1290
15299,103
12721,371
13461,335
8940,558
16415,82
17101,60
10300,560
17319,38
13089,282
14753,199
15760,103
17041,43
13623,63
17004,44
13868,283
11059,413
16121,122
17203,34
7491,834
7187,691
7515,301
8544,689
9548,580
12545,53
13445,324
13355,315
10511,126
9188,34
10760,140
8103,743
8098,298
7987,757
9596,550
15149,179
9335,542
2101,1318
9100,630
8889,543
10375,522
13925,276
10388,427
15497,98
16116,108
8188,714
16801,48
13227,268
10797,385
9380,427
6550,898
12621,215
12454,248
16561,60
14265,236
13665,283
9480,348
16249,76
1812,1354
9096,647
1687,1107
10428,535
11798,282
9946,523
10579,154
9142,646
6466,164
12711,196
6601,657
11674,60
15823,125
12929,334
12355,385
1192,1289
14551,203
14211,162
7788,483
9492,417
15501,47
15005,137
10662,235
12215,368
14862,54
12149,356
16115,90
14237,232
6785,713
12930,253
9297,300
16268,58
6890,776
14496,143
1375,957
8411,690
10677,222
16165,46
10486,215
9940,533
53,1240
10014,523
11881,343
13744,48
6670,910
16557,48
5313,874
124,1300
16428,43
5149,910
10105,531
13525,155
14375,203
10732,139
13663,241
9383,492
11555,39
2036,1192
13161,294
10657,386
8434,638
16208,57
11042,140
13409,262
9420,516
10870,349
6983,769
11079,374
8582,527
14802,82
6498,844
11312,192
11970,365
8857,255
6494,821
9204,465
10359,125
8574,610
7976,656
9488,565
15653,59
14720,88
9186,556
11661,385
13909,209
11673,328
8710,646
14920,51
12548,318
9349,565
15697,63
321,1337
7181,608
10765,448
7677,747
13795,139
15550,84
12160,341
11328,34
7827,469
12315,131
1107,1345
10071,495
14269,98
7661,741
16024,42
1057,925
15068,92
9051,589
15914,48
11753,209
7193,708
15514,33
8172,285
11895,146
14965,99
9454,534
9174,391
9924,346
15804,51
11193,397
9041,565
10020,420
14991,95
11530,320
8984,553
8507,630
14248,42
1689,1190
8094,658
14702,78
5892,325
12412,203
11602,344
10818,340
12064,62
14795,97
14648,100
10851,146
12936,254
10856,299
7878,680
8053,563
12022,297
15113,66
12058,174
904,1241
9978,429
13644,76
15173,62
14777,81
8412,496
6687,783
14474,105
14917,66
11647,244
10555,168
1678,1010
2556,1154
7134,328
10070,34
14272,124
14786,75
11361,272
13873,159
4703,1005
14900,32
114,907
14138,116
12103,287
12524,77
8997,546
12256,183
11739,134
9432,427
15304,31
9180,519
2230,1195
9067,458
2667,760
9550,463
14132,113
9101,457
7202,57
7930,545
5189,885
8949,492
11711,287
12108,250
12699,198
11355,273
11599,279
5292,941
12255,101
12196,177
8512,350
9778,114
14071,118
3208,878
6672,474
14475,78
13924,92
11813,223
14015,118
11133,47
6549,812
11783,274
8004,583
7257,701
13819,116
8876,528
6230,561
1935,1143
475,1315
11024,298
10483,382
11822,48
14195,61
9077,323
7183,693
13273,168
13411,83
4573,959
11006,336
10559,363
10335,93
14252,54
26,846
5215,910
11902,214
11057,135
14692,45
13634,69
6838,622
9293,374
9352,470
12669,146
8577,485
12951,192
7962,405
12954,82
8296,567
11224,272
10971,308
2807,617
12211,234
14589,34
14522,44
8792,322
4220,252
6139,822
1872,797
1816,1207
12847,185
13470,139
1803,763
12030,62
9040,341
9121,480
12861,103
7008,696
11864,240
8584,349
12487,190
7687,408
8996,489
1870,817
6094,764
9634,238
100,1280
6896,713
6463,790
1839,790
12784,183
13762,101
12869,128
9856,222
7555,630
14024,48
10165,350
8646,355
6781,552
1298,1083
10750,271
10373,300
12849,157
8587,389
8888,342
13817,91
6969,681
13518,110
8415,518
144,1137
12293,133
10395,348
9684,403
6153,705
6769,726
10290,349
8153,310
2067,1036
7366,519
11349,206
13484,103
14266,35
14021,63
9605,412
2031,908
9461,185
688,1239
8155,418
14118,53
8130,528
5127,887
11045,209
6648,730
12588,68
7590,62
11153,270
866,1205
12119,143
1633,1180
8441,328
2208,841
13215,53
8414,421
2760,301
67,1239
10791,274
13527,41
1501,891
1037,1024
581,30
1994,1099
11892,129
13140,89
12626,141
10126,279
5619,592
12084,146
8537,459
11096,240
13384,37
7746,491
1253,252
13367,38
9853,117
12177,157
7823,526
8922,224
1005,1004
7579,521
12716,47
694,1034
11603,193
7848,340
12631,129
6268,740
7536,430
7472,568
13606,44
7796,536
8759,430
7585,541
12036,103
10683,257
6703,669
12410,119
5347,802
7680,539
12605,87
10161,34
6529,597
2340,1016
7136,392
1605,245
11737,122
11638,164
11324,141
8430,434
10829,232
12271,119
12970,34
8505,410
2064,661
7139,496
7170,578
9556,273
11207,89
8517,389
12566,61
9043,80
8214,419
8435,215
9493,218
8651,406
2763,429
2531,801
1030,1118
4468,687
10536,197
12473,56
8895,303
11203,169
7336,531
6427,582
10667,49
11473,111
11194,171
12124,100
10816,196
10139,216
12415,69
159,860
8685,256
7593,475
4463,840
9533,274
12737,50
8052,411
9552,203
9683,263
9219,192
8874,326
12231,70
7260,226
11425,115
6728,587
10812,129
11624,102
5477,547
994,366
12190,43
10777,183
7439,364
8334,401
10279,215
8642,372
8027,398
7589,379
12129,42
11163,91
10634,75
9749,169
8369,365
10352,188
2649,853
7248,501
8831,255
11174,129
10310,104
6918,153
6767,562
9062,292
9537,212
1525,735
7498,224
4912,671
5557,57
6507,562
6526,508
9658,250
10393,117
6661,575
8910,300
7763,433
9932,54
4418,732
356,892
9847,125
7641,397
11702,67
4954,363
6536,390
9516,252
1007,738
693,924
11923,52
6530,443
10007,177
7405,429
11197,36
11521,72
10247,141
616,1014
9895,160
6447,572
9499,166
2455,908
7237,391
11606,47
11626,43
9450,238
2258,687
7420,161
7073,478
7466,441
9722,172
9190,155
9089,170
8794,284
8085,358
9223,223
9680,73
11196,86
2976,521
9113,174
10304,149
5956,214
1216,1034
9409,212
9536,105
4325,677
5489,542
6706,524
9094,196
9331,225
7309,438
9645,173
7934,339
2559,518
8282,261
8844,258
9129,218
10110,150
9407,165
7317,306
9294,226
7116,378
8967,188
10018,152
1981,925
10880,49
10956,82
7145,446
10626,95
1228,1039
2846,475
9449,189
6993,49
8861,162
9355,145
9755,42
7701,377
8255,144
8429,196
10966,62
10973,62
6198,564
7639,47
9214,190
9275,196
8784,95
8622,203
8887,31
10200,107
8350,96
7916,314
4458,664
11253,32
10663,48
6944,321
8930,230
2170,852
9987,107
5639,56
7752,318
9958,91
9429,133
7689,297
7537,367
8107,195
10277,76
7355,117
9046,179
917,810
951,635
2560,799
5300,518
6699,465
7850,325
9122,150
7817,317
7364,79
10163,49
9225,151
7236,234
7602,152
7996,289
6156,472
10378,69
9412,146
7915,306
191,937
10301,68
7389,356
438,279
8839,179
10351,56
3,859
7975,287
7629,348
8408,239
10000,72
9415,133
8660,210
8596,213
4375,650
447,897
9933,80
7750,206
7808,291
8497,198
7349,337
10421,38
1603,910
7532,316
494,910
5652,543
8378,53
7909,269
971,430
9485,69
7802,287
9431,67
6800,285
9718,82
1333,53
7150,203
8047,247
4601,610
10283,35
7642,277
9014,138
8432,195
7282,236
9347,33
8163,228
9313,109
10203,36
7395,308
7411,306
10145,33
6743,257
8229,224
8439,182
6799,391
8278,192
5410,551
9483,54
2109,488
9894,31
6624,396
4120,670
8254,213
1441,903
9520,84
9560,56
6859,370
7220,279
6603,382
8180,32
5,933
7040,302
7948,173
1119,572
9073,46
5259,424
5586,499
9173,67
7737,234
9069,73
7627,148
9272,91
8311,102
8944,109
6902,265
9719,44
8545,126
8486,120
2934,676
7051,150
7289,58
8641,131
8625,146
7482,258
7393,271
4726,546
8309,161
5678,472
6582,373
8293,76
143,879
7884,124
8607,105
7714,181
8823,99
7625,218
8067,176
6823,206
7039,233
7895,146
8228,157
2401,608
7676,196
6971,219
8262,147
1049,78
8865,83
8718,81
2453,455
8057,165
8689,101
6722,233
8315,132
4200,574
8304,128
112,746
2096,395
8286,54
706,811
8401,117
6857,200
7500,204
8826,65
7794,171
5162,309
6265,366
8808,59
7838,154
8732,43
2674,104
5222,189
6578,151
6950,241
6739,38
6657,65
7842,128
8510,40
6461,256
6943,237
7992,74
7504,81
6758,98
6604,256
8426,55
7322,65
6473,266
6880,44
6684,154
7753,86
7937,99
8380,35
8437,46
7399,145
4277,422
8217,62
7531,111
1782,401
595,429
8321,40
236,712
7708,95
6493,260
1475,658
6845,36
7138,97
7029,53
6948,91
519,572
927,660
6850,33
1267,666
2069,259
1132,744
736,367
8133,34
7727,72
838,558
