release,project,dependent_projects
mitaka,openstack/oslo.config,41
mitaka,openstack/python-ironicclient,2
mitaka,openstack/python-cinderclient,37
mitaka,openstack/openstack-ansible-os_tempest,1
mitaka,openstack/shade,5
mitaka,openstack/python-ceilometerclient,36
mitaka,openstack/zaqar,60
mitaka,openstack/governance,3
mitaka,openstack/training-labs,-1
mitaka,openstack/rpm-packaging,-1
mitaka,openstack/castellan,6
mitaka,openstack/murano-agent,1
mitaka,openstack/openstack-ansible-os_cinder,9
mitaka,openstack/fuel-web,14
mitaka,openstack/aodh,35
mitaka,openstack/openstack-ansible-os_glance,9
mitaka,openstack/openstack-ansible-os_nova,9
mitaka,openstack/puppet-heat,13
mitaka,openstack/osprofiler,1
mitaka,openstack/sahara-specs,1
mitaka,openstack/openstack-ansible-lxc_container_create,2
mitaka,openstack/cookbook-openstack-common,11
mitaka,openstack/cliff,1
mitaka,openstack/sahara-tests,2
mitaka,openstack/cookbook-openstack-ops-database,2
mitaka,openstack/charm-ceilometer,-1
mitaka,openstack/puppet-murano,13
mitaka,openstack/openstack-ansible-memcached_server,1
mitaka,openstack/trove,14
mitaka,openstack/horizon,29
mitaka,openstack/python-barbicanclient,36
mitaka,openstack/keystoneauth-saml2,1
mitaka,openstack/pbr,-1
mitaka,openstack/oslo.i18n,-1
mitaka,openstack/tooz,1
mitaka,openstack/puppet-glance,13
mitaka,openstack/app-catalog-ui,1
mitaka,openstack/python-novaclient,37
mitaka,openstack/instack,1
mitaka,openstack/oslo.concurrency,-1
mitaka,openstack/openstack-ansible-os_swift,9
mitaka,openstack/astara-appliance,2
mitaka,openstack/puppet-sahara,11
mitaka,openstack/fuel-docs,1
mitaka,openstack/freezer-api,3
mitaka,openstack/astara,3
mitaka,openstack/python-saharaclient,26
mitaka,openstack/murano-apps,-1
mitaka,openstack/neutron-lib,24
mitaka,openstack/murano,42
mitaka,openstack/openstack-ansible-os_neutron,8
mitaka,openstack/nova-powervm,-1
mitaka,openstack/os-client-config,3
mitaka,openstack/tripleo-image-elements,1
mitaka,openstack/fuel-astute,3
mitaka,openstack/networking-odl,5
mitaka,openstack/api-site,6
mitaka,openstack/puppet-cinder,13
mitaka,openstack/openstack-ansible-rsyslog_client,2
mitaka,openstack/sahara,43
mitaka,openstack/magnum-ui,24
mitaka,openstack/puppet-zaqar,1
mitaka,openstack/compute-hyperv,3
mitaka,openstack/puppet-trove,1
mitaka,openstack/kolla,2
mitaka,openstack/networking-hyperv,2
mitaka,openstack/tripleo-ci,7
mitaka,openstack/fuel-mirror,2
mitaka,openstack/bashate,35
mitaka,openstack/fuel-main,11
mitaka,openstack/manila,34
mitaka,openstack/heat-specs,1
mitaka,openstack/cookbook-openstack-compute,6
mitaka,openstack/python-glanceclient,37
mitaka,openstack/searchlight,30
mitaka,openstack/python-watcherclient,36
mitaka,openstack/fuel-plugins,36
mitaka,openstack/dragonflow,4
mitaka,openstack/designate-dashboard,6
mitaka,openstack/swift,26
mitaka,openstack/keystone-specs,-1
mitaka,openstack/bifrost,2
mitaka,openstack/puppet-horizon,1
mitaka,openstack/python-fuelclient,5
mitaka,openstack/openstack-ansible-rsyslog_server,1
mitaka,openstack/ironic-inspector-specs,2
mitaka,openstack/keystonemiddleware,1
mitaka,openstack/tripleo-puppet-elements,4
mitaka,openstack/ceilometer-powervm,-1
mitaka,openstack/glance-specs,2
mitaka,openstack/cookbook-openstack-block-storage,5
mitaka,openstack/puppet-magnum,1
mitaka,openstack/trove-dashboard,-1
mitaka,openstack/openstack-ansible-galera_client,2
mitaka,openstack/oslo.middleware,2
mitaka,openstack/openstack-ansible,23
mitaka,openstack/openstack-manuals,10
mitaka,openstack/monasca-ui,-1
mitaka,openstack/fuel-qa,7
mitaka,openstack/monasca-common,3
mitaka,openstack/cookbook-openstack-orchestration,2
mitaka,openstack/os-cloud-config,37
mitaka,openstack/nova,27
mitaka,openstack/openstack-ansible-pip_install,2
mitaka,openstack/mistral,51
mitaka,openstack/docs-specs,1
mitaka,openstack/openstack-health,1
mitaka,openstack/instack-undercloud,14
mitaka,openstack/puppet-nova,15
mitaka,openstack/nova-specs,1
mitaka,openstack/oslo.vmware,1
mitaka,openstack/openstacksdk,3
mitaka,openstack/cookbook-openstack-client,-1
mitaka,openstack/operations-guide,2
mitaka,openstack/fuel-stats,1
mitaka,openstack/openstack-ansible-os_ironic,-1
mitaka,openstack/python-designateclient,1
mitaka,openstack/keystoneauth,38
mitaka,openstack/devstack-gate,7
mitaka,openstack/puppet-gnocchi,2
mitaka,openstack/puppet-pacemaker,2
mitaka,openstack/python-troveclient,37
mitaka,openstack/puppet-ceilometer,12
mitaka,openstack/sahara-dashboard,3
mitaka,openstack/pymod2pkg,1
mitaka,openstack/cookbook-openstack-ops-messaging,2
mitaka,openstack/openstack-ansible-plugins,4
mitaka,openstack/fuel-agent,6
mitaka,openstack/python-mistralclient,2
mitaka,openstack/requirements,37
mitaka,openstack/os-brick,4
mitaka,openstack/monasca-api,2
mitaka,openstack/keystone,19
mitaka,openstack/bandit,1
mitaka,openstack/mistral-extra,35
mitaka,openstack/python-neutronclient,42
mitaka,openstack/openstack-doc-tools,3
mitaka,openstack/fuel-devops,2
mitaka,openstack/fuel-virtualbox,2
mitaka,openstack/cookbook-openstack-dashboard,3
mitaka,openstack/tacker-horizon,3
mitaka,openstack/puppet-aodh,14
mitaka,openstack/oslo.service,1
mitaka,openstack/puppet-openstack-cookiecutter,1
mitaka,openstack/networking-sfc,-1
mitaka,openstack/pycadf,24
mitaka,openstack/python-swiftclient,1
mitaka,openstack/zaqar-ui,24
mitaka,openstack/grenade,6
mitaka,openstack/barbican,10
mitaka,openstack/mistral-dashboard,1
mitaka,openstack/puppet-swift,3
mitaka,openstack/ironic-python-agent,10
mitaka,openstack/fuel-nailgun-agent,2
mitaka,openstack/openstack-ansible-os_horizon,1
mitaka,openstack/taskflow,2
mitaka,openstack/os-win,3
mitaka,openstack/neutron-fwaas,28
mitaka,openstack/python-magnumclient,1
mitaka,openstack/ironic-inspector,4
mitaka,openstack/fuel-menu,4
mitaka,openstack/neutron-lbaas,29
mitaka,openstack/cookbook-openstack-object-storage,-1
mitaka,openstack/cookbook-openstack-image,6
mitaka,openstack/heat-cfnclient,35
mitaka,openstack/puppet-ironic,12
mitaka,openstack/ironic-ui,-1
mitaka,openstack/puppet-openstack_extras,4
mitaka,openstack/tripleo-incubator,1
mitaka,openstack/qa-specs,35
mitaka,openstack/openstack-ansible-lxc_hosts,2
mitaka,openstack/puppet-manila,-1
mitaka,openstack/charm-ceph-osd,1
mitaka,openstack/os-testr,-1
mitaka,openstack/solum,16
mitaka,openstack/python-manilaclient,36
mitaka,openstack/puppet-ceph,2
mitaka,openstack/os-refresh-config,35
mitaka,openstack/fuel-ui,2
mitaka,openstack/security-doc,1
mitaka,openstack/project-config,116
mitaka,openstack/diskimage-builder,38
mitaka,openstack/cue,1
mitaka,openstack/puppet-vswitch,1
mitaka,openstack/python-keystoneclient,39
mitaka,openstack/python-brick-cinderclient-ext,1
mitaka,openstack/ceilometermiddleware,5
mitaka,openstack/ironic-lib,1
mitaka,openstack/puppet-octavia,1
mitaka,openstack/python-tripleoclient,10
mitaka,openstack/networking-l2gw,2
mitaka,openstack/watcher,10
mitaka,openstack/cookbook-openstack-identity,9
mitaka,openstack/fuel-octane,3
mitaka,openstack/openstack-ansible-rabbitmq_server,2
mitaka,openstack/openstack-ansible-galera_server,2
mitaka,openstack/ironic,11
mitaka,openstack/ceilometer,36
mitaka,openstack/tripleo-heat-templates,15
mitaka,openstack/cookbook-openstack-network,4
mitaka,openstack/python-muranoclient,25
mitaka,openstack/cookbook-openstack-telemetry,1
mitaka,openstack/murano-dashboard,26
mitaka,openstack/fuel-nailgun-extension-cluster-upgrade,2
mitaka,openstack/oslo.serialization,-1
mitaka,openstack/openstack-ansible-os_ceilometer,7
mitaka,openstack/monasca-notification,-1
mitaka,openstack/release-tools,36
mitaka,openstack/networking-midonet,5
mitaka,openstack/tacker,36
mitaka,openstack/fuel-upgrade,36
mitaka,openstack/shotgun,3
mitaka,openstack/kuryr,1
mitaka,openstack/python-zaqarclient,24
mitaka,openstack/oslo.privsep,3
mitaka,openstack/tripleo-docs,4
mitaka,openstack/networking-ovn,5
mitaka,openstack/manila-ui,-1
mitaka,openstack/ec2-api,35
mitaka,openstack/devstack,23
mitaka,openstack/openstack-ansible-os_keystone,7
mitaka,openstack/networking-bgpvpn,1
mitaka,openstack/tuning-box,-1
mitaka,openstack/oslo.policy,3
mitaka,openstack/hacking,2
mitaka,openstack/glance_store,1
mitaka,openstack/designate-specs,4
mitaka,openstack/heat-cfntools,35
mitaka,openstack/freezer,3
mitaka,openstack/monasca-ceilometer,-1
mitaka,openstack/congress,39
mitaka,openstack/fairy-slipper,1
mitaka,openstack/puppet-openstacklib,3
mitaka,openstack/openstack-ansible-repo_server,3
mitaka,openstack/python-solumclient,1
mitaka,openstack/puppet-tripleo,5
mitaka,openstack/networking-bagpipe,-1
mitaka,openstack/openstack-ansible-os_aodh,7
mitaka,openstack/python-tackerclient,35
mitaka,openstack/openstack-ansible-openstack_hosts,1
mitaka,openstack/sahara-extra,1
mitaka,openstack/python-gnocchiclient,1
mitaka,openstack/oslo.db,2
mitaka,openstack/ironic-specs,-1
mitaka,openstack/rally,2
mitaka,openstack/openstackdocstheme,1
mitaka,openstack/python-senlinclient,36
mitaka,openstack/xstatic-angular-bootstrap,1
mitaka,openstack/octavia,4
mitaka,openstack/fuel-specs,1
mitaka,openstack/puppet-openstack_spec_helper,9
mitaka,openstack/yaql,-1
mitaka,openstack/openstack-ansible-repo_build,3
mitaka,openstack/astara-neutron,7
mitaka,openstack/cloudkitty,8
mitaka,openstack/tripleo-common,6
mitaka,openstack/releases,68
mitaka,openstack/puppet-neutron,13
mitaka,openstack/oslo.log,6
mitaka,openstack/puppet-barbican,1
mitaka,openstack/astara-horizon,6
mitaka,openstack/networking-ofagent,2
mitaka,openstack/deb-openstack-pkg-tools,-1
mitaka,openstack/barbican-specs,1
mitaka,openstack/openstack-ansible-os_heat,10
mitaka,openstack/puppet-designate,2
mitaka,openstack/python-searchlightclient,36
mitaka,openstack/networking-powervm,-1
mitaka,openstack/designate-tempest-plugin,1
mitaka,openstack/openstack-ansible-apt_package_pinning,1
mitaka,openstack/openstack-ansible-openstack_openrc,-1
mitaka,openstack/os-collect-config,35
mitaka,openstack/charm-ceph-mon,1
mitaka,openstack/neutron-vpnaas,27
mitaka,openstack/puppet-keystone,17
mitaka,openstack/reviewstats,35
mitaka,openstack/freezer-web-ui,3
mitaka,openstack/fuel-nailgun-extension-iac,-1
mitaka,openstack/gnocchi,5
newton,openstack/puppet-tempest,1
newton,openstack/tricircle,-1
newton,openstack/blazar,-1
newton,openstack/dib-utils,1
newton,openstack/monasca-log-api,-1
newton,openstack/senlin,2
newton,openstack/charm-designate-bind,-1
newton,openstack/tap-as-a-service,3
newton,openstack/puppet-mistral,3
newton,openstack/oslo.context,2
newton,openstack/designate,6
newton,openstack/openstack-ansible-os_cloudkitty,42
newton,openstack/fuel-library,11
newton,openstack/neutron,31
newton,openstack/fuel-ostf,1
newton,openstack/heat-templates,-1
newton,openstack/charm-cinder,-1
newton,openstack/openstack-ansible-os_barbican,42
newton,openstack/os-apply-config,9
newton,openstack/tempest,12
newton,openstack/python-openstackclient,28
newton,openstack/django_openstack_auth,2
newton,openstack/magnum,5
newton,openstack/ossa,1
newton,openstack/cloudkitty-dashboard,-1
newton,openstack/python-heatclient,2
newton,openstack/openstack-ansible-os_rally,42
newton,openstack/openstack-ansible-pip_lock_down,42
newton,openstack/pyeclib,1
newton,openstack/openstack-ansible-security,42
newton,openstack/charm-designate,-1
newton,openstack/openstack-ansible-tests,45
newton,openstack/charm-aodh,-1
newton,openstack/cookbook-openstack-integration-test,6
newton,openstack/networking-generic-switch,2
newton,openstack/heat,31
newton,openstack/charm-percona-cluster,-1
newton,openstack/monasca-thresh,1
newton,openstack/trove-integration,1
newton,openstack/tripleo-validations,2
newton,openstack/monasca-agent,-1
newton,openstack/python-ironic-inspector-client,2
newton,openstack/puppet-oslo,6
newton,openstack/glance,3
newton,openstack/neutron-specs,3
newton,openstack/openstack-chef-repo,4
newton,openstack/stackviz,1
newton,openstack/ha-guide,1
newton,openstack/oslo.messaging,3
newton,openstack/sahara-image-elements,1
newton,openstack/cinder,31
newton,openstack/puppet-openstack-integration,31
newton,openstack/oslo.config,26
newton,openstack/python-ironicclient,24
newton,openstack/python-cinderclient,2
newton,openstack/openstack-ansible-os_tempest,42
newton,openstack/shade,2
newton,openstack/python-ceilometerclient,-1
newton,openstack/zaqar,1
newton,openstack/freezer-dr,-1
newton,openstack/governance,4
newton,openstack/rpm-packaging,1
newton,openstack/training-labs,-1
newton,openstack/murano-agent,1
newton,openstack/openstack-ansible-os_cinder,42
newton,openstack/fuel-web,11
newton,openstack/charm-neutron-openvswitch,-1
newton,openstack/aodh,2
newton,openstack/puppet-ovn,1
newton,openstack/openstack-ansible-os_glance,42
newton,openstack/puppet-heat,16
newton,openstack/openstack-ansible-os_nova,43
newton,openstack/osprofiler,4
newton,openstack/liberasurecode,1
newton,openstack/openstack-ansible-lxc_container_create,43
newton,openstack/cookbook-openstack-common,10
newton,openstack/cliff,-1
newton,openstack/sahara-tests,2
newton,openstack/cookbook-openstack-ops-database,1
newton,openstack/karbor,-1
newton,openstack/charm-ceilometer,-1
newton,openstack/charm-rabbitmq-server,-1
newton,openstack/charms.ceph,1
newton,openstack/puppet-murano,13
newton,openstack/openstack-ansible-memcached_server,42
newton,openstack/trove,26
newton,openstack/horizon,28
newton,openstack/python-barbicanclient,-1
newton,openstack/keystoneauth-saml2,1
newton,openstack/charm-nova-cloud-controller,1
newton,openstack/charm-nova-compute,1
newton,openstack/puppet-glance,15
newton,openstack/tooz,1
newton,openstack/app-catalog,1
newton,openstack/python-novaclient,2
newton,openstack/charms.openstack,1
newton,openstack/os-vif,-1
newton,openstack/oslo.concurrency,1
newton,openstack/openstack-ansible-haproxy_server,42
newton,openstack/openstack-ansible-os_swift,43
newton,openstack/openstack-ansible-os_designate,42
newton,openstack/astara-appliance,-1
newton,openstack/puppet-sahara,14
newton,openstack/fuel-docs,3
newton,openstack/python-monascaclient,-1
newton,openstack/freezer-api,-1
newton,openstack/astara,5
newton,openstack/python-saharaclient,24
newton,openstack/murano-apps,3
newton,openstack/neutron-lib,5
newton,openstack/os-net-config,9
newton,openstack/charm-ceph,1
newton,openstack/openstack-ansible-os_neutron,45
newton,openstack/murano,5
newton,openstack/nova-powervm,-1
newton,openstack/openstack-ansible-ops,2
newton,openstack/os-client-config,-1
newton,openstack/openstack-ansible-os_zaqar,42
newton,openstack/tripleo-image-elements,9
newton,openstack/fuel-astute,2
newton,openstack/networking-odl,4
newton,openstack/api-site,1
newton,openstack/puppet-cinder,15
newton,openstack/openstack-ansible-rsyslog_client,42
newton,openstack/vitrage-dashboard,-1
newton,openstack/sahara,26
newton,openstack/puppet-zaqar,9
newton,openstack/magnum-ui,2
newton,openstack/compute-hyperv,2
newton,openstack/puppet-trove,6
newton,openstack/kolla,6
newton,openstack/puppet-watcher,-1
newton,openstack/networking-hyperv,-1
newton,openstack/tripleo-ci,9
newton,openstack/fuel-mirror,2
newton,openstack/fuel-main,3
newton,openstack/manila,27
newton,openstack/cookbook-openstack-compute,6
newton,openstack/murano-pkg-check,1
newton,openstack/python-glanceclient,23
newton,openstack/vitrage,-1
newton,openstack/searchlight,25
newton,openstack/python-watcherclient,3
newton,openstack/dragonflow,1
newton,openstack/designate-dashboard,-1
newton,openstack/swift,2
newton,openstack/keystone-specs,1
newton,openstack/bifrost,-1
newton,openstack/python-freezerclient,-1
newton,openstack/puppet-horizon,4
newton,openstack/python-fuelclient,2
newton,openstack/openstack-ansible-rsyslog_server,42
newton,openstack/keystonemiddleware,24
newton,openstack/openstack-ansible-os_monasca,42
newton,openstack/tripleo-puppet-elements,10
newton,openstack/ceilometer-powervm,-1
newton,openstack/cookbook-openstack-block-storage,4
newton,openstack/puppet-magnum,2
newton,openstack/trove-dashboard,-1
newton,openstack/openstack-ansible-galera_client,42
newton,openstack/oslo.middleware,-1
newton,openstack/openstack-ansible,46
newton,openstack/openstack-manuals,10
newton,openstack/monasca-ui,1
newton,openstack/fuel-qa,5
newton,openstack/monasca-common,-1
newton,openstack/cookbook-openstack-orchestration,2
newton,openstack/openstack-ansible-os_sahara,42
newton,openstack/os-cloud-config,2
newton,openstack/nova,38
newton,openstack/openstack-ansible-pip_install,42
newton,openstack/mistral,26
newton,openstack/python-zunclient,1
newton,openstack/instack-undercloud,21
newton,openstack/puppet-nova,24
newton,openstack/neutron-dynamic-routing,4
newton,openstack/nova-specs,-1
newton,openstack/oslo.vmware,1
newton,openstack/openstacksdk,2
newton,openstack/searchlight-ui,3
newton,openstack/charm-swift-proxy,-1
newton,openstack/operations-guide,2
newton,openstack/openstack-ansible-os_ironic,42
newton,openstack/python-designateclient,1
newton,openstack/puppet-vitrage,7
newton,openstack/keystoneauth,23
newton,openstack/devstack-gate,10
newton,openstack/puppet-gnocchi,8
newton,openstack/puppet-pacemaker,1
newton,openstack/python-troveclient,1
newton,openstack/puppet-ceilometer,20
newton,openstack/sahara-dashboard,-1
newton,openstack/cookbook-openstack-ops-messaging,1
newton,openstack/openstack-ansible-plugins,9
newton,openstack/fuel-agent,3
newton,openstack/python-mistralclient,3
newton,openstack/requirements,22
newton,openstack/os-brick,23
newton,openstack/monasca-api,2
newton,openstack/keystone,31
newton,openstack/js-openstack-lib,1
newton,openstack/python-neutronclient,6
newton,openstack/fuel-devops,1
newton,openstack/fuel-virtualbox,-1
