is_cross,is_cross_service,Source_service,Target_service,lag,same_dev
False,False,murano,murano,0.13,True
False,False,murano,murano,0.14,True
False,False,murano,murano,0.09,True
False,False,murano,murano,0.17,True
False,False,murano,murano,0.28,True
True,True,puppetopenstack,tripleo,0.34,True
True,True,openstacksdk,kollaansible,0.7,True
True,False,manila,manila,1318.38,True
True,True,openstackansible,technicalcommittee,7.13,True
True,True,openstackansible,technicalcommittee,143.79,True
True,True,,technicalcommittee,679.87,True
True,True,puppetopenstack,tripleo,0.03,True
True,False,tripleo,tripleo,0.07,True
True,False,kolla,kolla,2546.44,True
True,True,placement,cinder,0.83,True
True,True,neutron,cinder,0.7,True
True,True,openstackcharms,cinder,2.05,True
True,False,ironic,ironic,0.83,True
True,True,neutron,openstacksdk,242.67,True
True,True,,technicalcommittee,0.14,True
True,False,tripleo,tripleo,0.02,True
True,False,tripleo,tripleo,503.08,True
True,False,neutron,neutron,335.44,True
True,True,kollaansible,openstackansible,318.02,True
False,False,kolla,kolla,0.04,True
True,False,ironic,ironic,34.36,True
False,False,solum,solum,1.59,True
False,False,solum,solum,1.49,True
False,False,solum,solum,0.79,True
False,False,solum,solum,0.76,True
False,False,solum,solum,0.71,True
False,False,solum,solum,0.7,True
False,False,solum,solum,0.43,True
False,False,solum,solum,0.1,True
True,False,neutron,neutron,100.36,True
True,False,kolla,kolla,8048.52,False
True,True,tripleo,puppetopenstack,123.3,True
True,True,requirements,horizon,168.04,True
True,True,puppetopenstack,tripleo,1.97,True
True,False,tripleo,tripleo,1190.65,True
False,False,horizon,horizon,19.18,False
True,True,puppetopenstack,tripleo,0.04,True
True,False,ironic,ironic,0.97,False
True,False,ironic,ironic,0.85,False
True,False,ironic,ironic,163.0,False
True,False,ironic,ironic,1.01,False
False,False,neutron,neutron,240.17,True
True,False,kolla,kolla,0.93,True
True,False,nova,nova,1867.23,True
True,False,tripleo,tripleo,291.9,True
True,False,tripleo,tripleo,60.11,False
True,False,tripleo,tripleo,842.6,True
False,False,manila,manila,240.14,True
True,True,puppetopenstack,tripleo,333.91,True
True,True,puppetopenstack,tripleo,308.95,True
False,False,tripleo,tripleo,1034.35,True
True,False,tripleo,tripleo,817.67,True
True,False,manila,manila,173.64,True
True,True,puppetopenstack,tripleo,0.03,True
True,False,nova,nova,1170.7,False
True,True,puppetopenstack,tripleo,483.76,True
True,False,tripleo,tripleo,216.68,True
True,False,nova,nova,192.58,True
True,True,tempest,keystone,5061.44,True
True,True,neutron,openstacksdk,0.04,True
True,False,manila,manila,367.88,True
True,True,openstacksdk,octavia,25.15,True
True,True,openstackansible,,3.4,True
True,True,openstackansible,,140.06,True
True,False,tripleo,tripleo,160.49,False
True,False,tripleo,tripleo,102.06,True
True,True,swift,telemetry,0.02,True
True,True,puppetopenstack,tripleo,1100.27,True
True,True,requirements,watcher,1.66,False
False,False,octavia,octavia,693.83,True
False,False,kolla,kolla,142.25,True
False,False,kolla,kolla,24.1,True
True,False,tripleo,tripleo,211.16,True
True,False,tripleo,tripleo,442.95,False
False,False,neutron,neutron,491.11,True
True,False,tripleo,tripleo,485.42,True
True,False,tripleo,tripleo,17.64,True
True,False,tripleo,tripleo,71.3,False
True,False,tripleo,tripleo,129.73,False
True,False,puppetopenstack,puppetopenstack,31367.74,False
True,True,neutron,tripleo,935.45,True
False,False,mistral,mistral,0.19,False
True,True,,openstackansible,0.12,True
True,True,,openstackansible,136.53,True
True,False,manila,manila,0.4,True
False,False,kolla,kolla,100.89,True
True,False,openstackcharms,openstackcharms,349.29,False
True,False,tripleo,tripleo,22.46,False
True,True,oslo,glance,0.25,True
True,False,ironic,ironic,1177.45,True
True,False,nova,nova,3122.55,False
True,False,puppetopenstack,puppetopenstack,38.66,True
True,False,puppetopenstack,puppetopenstack,14447.34,True
True,False,octavia,octavia,518.43,False
True,True,neutron,openstackcharms,0.19,True
True,True,requirements,openstacksdk,224.96,False
True,False,tripleo,tripleo,83.22,True
True,False,ironic,ironic,15.6,True
True,False,ironic,ironic,243.02,False
True,False,ironic,ironic,26.98,True
True,False,tripleo,tripleo,0.64,True
True,True,puppetopenstack,tripleo,0.04,True
True,False,tripleo,tripleo,1.22,True
False,False,vitrage,vitrage,0.7,False
True,True,puppetopenstack,tripleo,22.09,True
True,True,puppetopenstack,tripleo,423.28,True
True,False,neutron,neutron,477.73,True
True,False,openstacksdk,openstacksdk,1275.29,True
False,False,vitrage,vitrage,92.93,True
False,False,vitrage,vitrage,5112.64,True
False,False,vitrage,vitrage,4065.43,False
True,False,tripleo,tripleo,2.22,False
True,False,tripleo,tripleo,0.11,True
True,False,manila,manila,310.9,True
True,True,openstacksdk,kollaansible,51.83,True
False,False,kollaansible,kollaansible,193.89,False
False,False,kollaansible,kollaansible,4.54,False
True,False,ironic,ironic,24.17,True
True,False,openstackansible,openstackansible,0.04,True
False,False,mistral,mistral,21.2,True
True,False,tripleo,tripleo,241.2,True
True,False,openstackhelm,openstackhelm,0.01,True
True,True,,openstackansible,331.31,True
True,False,tripleo,tripleo,14.61,True
True,False,tripleo,tripleo,71.91,True
True,True,openstacksdk,kollaansible,94.99,True
False,False,kollaansible,kollaansible,166.28,False
False,False,kollaansible,kollaansible,354.05,False
True,True,puppetopenstack,tripleo,1188.68,True
True,False,openstackcharms,openstackcharms,3.67,True
True,True,requirements,horizon,0.48,True
True,True,requirements,horizon,0.47,True
True,False,openstacksdk,openstacksdk,0.05,True
True,True,requirements,vitrage,479.31,True
True,True,,technicalcommittee,20.27,True
True,False,tripleo,tripleo,0.12,True
True,False,tripleo,tripleo,2.0,True
True,False,vitrage,vitrage,0.06,True
False,False,mistral,mistral,189.65,True
True,False,tripleo,tripleo,46.04,True
True,False,openstackchef,openstackchef,0.02,True
True,False,tripleo,tripleo,0.14,True
False,False,tripleo,tripleo,359.56,False
True,True,requirements,tripleo,3.39,False
True,False,tripleo,tripleo,22.9,False
True,True,openstackansible,tripleo,0.14,True
True,False,openstackansible,openstackansible,148.6,True
True,False,tripleo,tripleo,13.99,True
True,False,tripleo,tripleo,98.32,True
True,False,tripleo,tripleo,22.9,True
True,True,qualityassurance,openstacksdk,24.85,True
True,False,openstackchef,openstackchef,1830.47,False
True,True,openstackclient,openstackchef,1027.84,True
True,False,openstackchef,openstackchef,1032.33,True
True,False,openstackchef,openstackchef,20.32,True
True,False,openstackchef,openstackchef,1028.48,True
True,False,openstackchef,openstackchef,75.76,True
True,False,openstackchef,openstackchef,1790.8,False
True,False,openstackchef,openstackchef,992.66,True
True,False,openstackchef,openstackchef,989.63,True
True,False,openstackchef,openstackchef,988.81,True
True,False,openstackchef,openstackchef,718.57,True
True,False,openstackchef,openstackchef,36.09,True
True,False,openstackchef,openstackchef,1810.19,False
True,False,openstackchef,openstackchef,1012.04,True
True,False,openstackchef,openstackchef,1009.02,True
True,False,openstackchef,openstackchef,1806.64,False
True,False,openstackchef,openstackchef,1008.49,True
True,False,openstackchef,openstackchef,1005.46,True
True,False,openstackchef,openstackchef,1810.15,False
True,False,openstackchef,openstackchef,1012.01,True
True,False,openstackchef,openstackchef,1008.98,True
True,False,openstackchef,openstackchef,737.92,True
True,False,openstackchef,openstackchef,1791.66,False
True,False,openstackchef,openstackchef,993.51,True
True,False,openstackchef,openstackchef,990.49,True
True,False,openstackchef,openstackchef,989.67,True
True,False,openstackchef,openstackchef,719.43,True
True,False,openstackchef,openstackchef,1754.71,False
True,False,openstackchef,openstackchef,953.54,True
True,False,openstackchef,openstackchef,682.48,True
True,False,openstackchef,openstackchef,952.72,True
True,False,openstackchef,openstackchef,1784.84,False
True,False,openstackchef,openstackchef,983.67,True
True,False,openstackchef,openstackchef,982.85,True
True,False,openstackchef,openstackchef,1072.23,False
True,False,openstackchef,openstackchef,271.06,True
True,False,openstackchef,openstackchef,0.82,True
True,False,openstackchef,openstackchef,801.17,False
True,False,openstackchef,openstackchef,3.03,True
True,False,openstackchef,openstackchef,0.45,True
True,False,openstackchef,openstackchef,0.22,True
True,True,openstackclient,openstackchef,1.46,True
True,True,openstackchef,openstackclient,802.63,False
True,False,tripleo,tripleo,4.66,True
True,False,openstackchef,openstackchef,800.95,False
True,False,openstackchef,openstackchef,2.8,True
True,False,openstackchef,openstackchef,800.72,False
True,False,openstackchef,openstackchef,2.58,True
True,False,openstackchef,openstackchef,798.15,False
True,False,openstackcharms,openstackcharms,22.09,True
True,False,openstackcharms,openstackcharms,65.28,True
True,False,tripleo,tripleo,103.33,False
True,True,requirements,horizon,0.05,True
True,True,openstacksdk,kollaansible,0.52,True
False,False,kollaansible,kollaansible,21.89,False
True,False,openstackcharms,openstackcharms,0.03,True
True,False,openstackansible,openstackansible,0.04,True
True,True,,,0.17,True
True,True,releasemanagement,requirements,0.63,True
False,False,openstacksdk,openstacksdk,0.04,True
True,True,requirements,horizon,44.64,True
True,True,ironic,kolla,0.07,True
True,False,tripleo,tripleo,5.9,False
False,False,rally,rally,0.06,True
True,True,kollaansible,openstackansible,94.69,True
True,False,rally,rally,0.03,True
True,False,rally,rally,0.05,True
False,False,openstackansible,openstackansible,603.02,True
False,False,openstackansible,openstackansible,717.63,True
False,False,openstackansible,openstackansible,599.43,True
False,False,openstackansible,openstackansible,678.42,True
True,False,kolla,kolla,0.01,True
True,True,openstacksdk,kollaansible,11.42,True
False,False,openstackansible,openstackansible,153.39,True
False,False,openstackansible,openstackansible,38.78,True
False,False,openstackansible,openstackansible,156.98,True
False,False,openstackansible,openstackansible,77.99,True
False,False,openstackansible,openstackansible,153.42,True
False,False,openstackansible,openstackansible,38.82,True
False,False,openstackansible,openstackansible,157.01,True
False,False,openstackansible,openstackansible,78.03,True
True,False,openstacksdk,openstacksdk,0.09,True
True,True,,technicalcommittee,25.75,True
True,True,,technicalcommittee,0.06,True
True,False,tripleo,tripleo,117.83,True
True,False,tripleo,tripleo,0.17,True
True,True,puppetopenstack,tripleo,700.44,True
True,False,tripleo,tripleo,5.76,True
True,False,tripleo,tripleo,26.21,True
True,False,ironic,ironic,50.1,True
True,False,openstackcharms,openstackcharms,31.59,True
True,False,tripleo,tripleo,5.65,True
True,False,kolla,kolla,0.34,True
False,False,kolla,kolla,214.64,True
True,True,,,0.16,True
True,False,kolla,kolla,0.06,True
True,False,kolla,kolla,0.0,True
True,True,neutron,nova,0.05,True
True,True,requirements,masakari,123.81,False
True,False,zun,zun,142.22,True
True,False,tripleo,tripleo,0.09,True
True,True,releasemanagement,,17.6,True
True,False,ironic,ironic,579.47,True
True,False,ironic,ironic,527.05,True
True,False,ironic,ironic,1751.38,True
True,True,ironic,kolla,2382.35,True
False,False,kolla,kolla,71.79,True
True,False,tripleo,tripleo,0.02,True
True,False,tripleo,tripleo,0.1,True
True,False,tripleo,tripleo,173.82,True
False,False,cloudkitty,cloudkitty,8616.75,False
True,False,tripleo,tripleo,4.55,True
True,True,oslo,nova,1.14,True
True,False,tripleo,tripleo,0.1,True
True,False,tripleo,tripleo,0.04,True
False,False,openstackansible,openstackansible,73.05,True
False,False,openstackansible,openstackansible,41.56,True
False,False,openstackansible,openstackansible,76.63,True
False,False,openstackansible,openstackansible,2.35,True
False,False,openstackansible,openstackansible,19.32,True
False,False,openstackansible,openstackansible,133.93,True
False,False,openstackansible,openstackansible,15.74,True
False,False,openstackansible,openstackansible,94.72,True
True,False,tripleo,tripleo,167.37,False
True,False,kolla,kolla,1384.92,False
True,True,releasemanagement,,21.61,False
False,False,openstackansible,openstackansible,141.08,True
False,False,openstackansible,openstackansible,26.47,True
False,False,openstackansible,openstackansible,144.66,True
False,False,openstackansible,openstackansible,65.68,True
False,False,openstackansible,openstackansible,136.71,True
False,False,openstackansible,openstackansible,22.1,True
False,False,openstackansible,openstackansible,140.29,True
False,False,openstackansible,openstackansible,61.31,True
False,False,openstackansible,openstackansible,134.27,True
False,False,openstackansible,openstackansible,19.67,True
False,False,openstackansible,openstackansible,137.86,True
False,False,openstackansible,openstackansible,58.87,True
True,False,kolla,kolla,0.28,True
False,False,openstackansible,openstackansible,5.15,True
False,False,openstackansible,openstackansible,109.46,True
False,False,openstackansible,openstackansible,8.74,True
False,False,openstackansible,openstackansible,70.25,True
True,True,ironic,kolla,0.07,True
True,True,manila,qualityassurance,74.89,True
True,True,manila,qualityassurance,3501.6,False
False,False,tripleo,tripleo,931.29,False
False,False,tripleo,tripleo,47.6,False
True,False,openstackhelm,openstackhelm,0.75,True
True,False,ironic,ironic,878.4,False
True,False,ironic,ironic,878.41,False
True,False,tripleo,tripleo,70.94,False
True,False,kolla,kolla,0.42,True
True,False,ironic,ironic,52.01,True
False,False,tripleo,tripleo,1173.43,False
False,False,tripleo,tripleo,289.74,False
True,True,requirements,horizon,0.02,True
True,False,openstackhelm,openstackhelm,0.57,True
True,False,tripleo,tripleo,73.11,True
False,False,kolla,kolla,0.44,True
False,False,rally,rally,214.55,True
True,False,openstackcharms,openstackcharms,0.11,True
True,True,neutron,openstacksdk,4766.12,True
True,False,tripleo,tripleo,96.37,True
True,False,tripleo,tripleo,3.58,True
True,False,ironic,ironic,28.79,True
True,True,releasemanagement,,3.86,True
True,True,,technicalcommittee,2.21,True
True,False,tripleo,tripleo,66.2,True
True,False,tripleo,tripleo,0.59,True
True,False,tripleo,tripleo,538.92,False
True,False,tripleo,tripleo,73.13,True
True,False,tripleo,tripleo,170.96,True
True,False,openstackansible,openstackansible,241.76,True
True,False,cinder,cinder,119.16,True
True,False,tripleo,tripleo,4.85,True
True,False,tripleo,tripleo,455.93,False
True,True,requirements,tripleo,59.28,False
True,False,tripleo,tripleo,374.62,False
True,False,tripleo,tripleo,0.06,True
True,False,neutron,neutron,16.03,True
True,False,tripleo,tripleo,4.51,False
True,False,neutron,neutron,0.05,True
True,False,tripleo,tripleo,319.76,False
False,False,kollaansible,kollaansible,3.77,True
True,False,tripleo,tripleo,26.56,False
True,False,openstackansible,openstackansible,45.91,True
True,False,tripleo,tripleo,295.42,True
True,False,tripleo,tripleo,5.35,True
True,False,tripleo,tripleo,4411.92,True
True,True,kolla,ironic,336.86,True
True,False,tripleo,tripleo,0.13,True
True,False,tripleo,tripleo,0.17,True
True,False,tripleo,tripleo,0.19,True
True,False,tripleo,tripleo,30.26,True
True,True,ironic,kolla,2213.89,True
True,True,,tripleo,0.18,True
True,True,releasemanagement,neutron,0.32,True
True,False,tripleo,tripleo,127.31,False
True,False,tripleo,tripleo,0.24,True
True,True,requirements,tempest,112.59,False
True,True,horizon,,96.11,False
True,False,puppetopenstack,puppetopenstack,59.44,False
True,True,,,25.51,True
True,False,tripleo,tripleo,0.28,True
True,False,tripleo,tripleo,1.99,True
True,False,tripleo,tripleo,106.9,True
True,False,tripleo,tripleo,97.82,True
True,False,tripleo,tripleo,0.07,True
True,False,tripleo,tripleo,925.57,True
True,False,tripleo,tripleo,0.2,True
True,False,tripleo,tripleo,0.36,True
True,False,tripleo,tripleo,1716.31,False
True,False,tripleo,tripleo,92.88,True
True,False,tripleo,tripleo,314.27,True
True,False,tripleo,tripleo,0.32,True
True,False,tripleo,tripleo,46.25,True
True,False,tripleo,tripleo,255.64,True
True,False,tripleo,tripleo,0.02,True
True,False,tripleo,tripleo,957.97,True
True,True,,releasemanagement,0.44,True
True,True,puppetopenstack,tripleo,0.28,True
True,False,tripleo,tripleo,102.18,False
True,False,tripleo,tripleo,1135.71,False
True,False,neutron,neutron,166.67,True
False,False,ironic,ironic,4.44,False
False,False,ironic,ironic,44.95,False
True,True,,kollaansible,61.16,False
True,True,,kollaansible,471.77,True
True,False,tripleo,tripleo,5202.03,False
True,False,tripleo,tripleo,166.79,True
True,False,mistral,mistral,0.27,True
True,False,mistral,mistral,4.33,True
True,False,mistral,mistral,0.2,True
True,False,heat,heat,16.23,True
True,False,heat,heat,2.98,True
True,False,tripleo,tripleo,0.58,False
False,False,kolla,kolla,215.94,True
True,True,loci,openstackhelm,80.63,False
True,False,kolla,kolla,5.59,True
True,False,kolla,kolla,0.05,True
True,True,requirements,kolla,14.08,False
True,False,mistral,mistral,93.48,True
True,False,tripleo,tripleo,0.61,False
False,False,tripleo,tripleo,1.04,False
True,False,tripleo,tripleo,0.89,False
True,False,tripleo,tripleo,0.28,False
False,False,kolla,kolla,0.02,True
False,False,openstacksdk,openstacksdk,0.86,False
True,False,tripleo,tripleo,34.17,False
True,False,designate,designate,6787.96,True
True,True,qualityassurance,glance,0.05,True
True,False,openstackchef,openstackchef,0.09,True
True,False,openstackchef,openstackchef,0.45,True
True,False,tripleo,tripleo,33.1,False
True,False,tripleo,tripleo,37.43,False
True,True,,oslo,26.52,False
True,True,puppetopenstack,tripleo,32.36,False
True,False,tripleo,tripleo,6.88,True
True,True,openstacksdk,senlin,0.78,True
True,True,nova,puppetopenstack,151.6,True
True,False,octavia,octavia,0.22,True
True,True,,,1.41,True
True,False,tripleo,tripleo,5276.73,False
True,True,oslo,technicalcommittee,126.2,True
True,True,qualityassurance,,0.04,True
True,True,,,0.07,True
True,False,neutron,neutron,0.03,True
True,False,tripleo,tripleo,44.6,True
True,False,tripleo,tripleo,1.53,True
True,False,tripleo,tripleo,211.03,True
False,False,neutron,neutron,167.34,True
True,False,kolla,kolla,68.4,True
True,False,kolla,kolla,68.4,True
True,False,kolla,kolla,68.4,True
True,False,kolla,kolla,75.76,True
True,True,puppetopenstack,tripleo,4.29,False
True,True,,,0.04,True
True,False,tripleo,tripleo,45.81,True
True,False,tripleo,tripleo,0.12,True
True,False,tripleo,tripleo,209.51,True
True,False,neutron,neutron,320.21,False
True,True,tempest,tripleo,605.27,False
True,False,tripleo,tripleo,53.26,True
True,False,tripleo,tripleo,255.63,True
True,False,tripleo,tripleo,209.51,True
True,False,tripleo,tripleo,0.0,True
True,True,qualityassurance,zun,500.61,True
True,False,tripleo,tripleo,0.0,True
True,False,tripleo,tripleo,740.31,True
True,True,glance,tripleo,643.71,True
True,True,glance,tripleo,647.26,True
True,False,tripleo,tripleo,0.05,True
True,False,tripleo,tripleo,16.5,False
True,False,tripleo,tripleo,255.31,True
True,False,tripleo,tripleo,209.38,True
True,False,tripleo,tripleo,0.0,True
True,False,tripleo,tripleo,646.39,True
True,False,tripleo,tripleo,142.29,True
False,False,tripleo,tripleo,1615.15,False
True,False,openstackhelm,openstackhelm,38.61,True
True,False,openstackhelm,openstackhelm,1339.92,False
True,False,neutron,neutron,44.55,True
True,True,openstackansible,,70.64,True
True,False,tripleo,tripleo,106.2,False
True,False,tripleo,tripleo,175.75,False
True,False,neutron,neutron,0.12,True
True,False,neutron,neutron,785.71,True
True,False,neutron,neutron,785.71,True
True,False,neutron,neutron,785.85,True
True,False,neutron,neutron,785.96,True
True,False,tripleo,tripleo,20.52,True
True,True,requirements,neutron,110.68,False
True,True,,,0.12,True
True,False,kolla,kolla,2.78,True
True,False,tripleo,tripleo,740.3,True
True,False,tripleo,tripleo,0.0,True
True,False,tripleo,tripleo,1041.88,False
True,True,glance,tripleo,96.59,True
True,True,glance,tripleo,93.05,True
True,True,releasemanagement,qualityassurance,16.1,True
False,False,kolla,kolla,69.42,True
True,False,kolla,kolla,0.02,True
True,False,openstackcharms,openstackcharms,0.24,True
True,True,,technicalcommittee,0.06,True
True,False,openstackcharms,openstackcharms,2.03,True
True,False,openstackcharms,openstackcharms,1.97,True
True,False,openstackcharms,openstackcharms,1.98,True
True,False,tripleo,tripleo,8.33,True
True,False,tripleo,tripleo,0.14,True
True,True,openstackansible,kollaansible,0.36,True
True,True,requirements,tripleo,70.37,False
True,False,rally,rally,20.95,True
True,True,openstackansible,,6766.45,True
True,True,,openstackansible,1.59,True
True,True,qualityassurance,nova,0.09,True
False,False,nova,nova,984.54,True
True,True,requirements,tripleo,2.06,False
True,False,tripleo,tripleo,1301.06,True
True,False,neutron,neutron,406.02,False
True,True,releasemanagement,,0.09,True
True,False,neutron,neutron,24.92,True
True,True,requirements,monasca,81.04,False
True,False,tripleo,tripleo,3840.2,False
True,False,tripleo,tripleo,0.2,True
True,False,tripleo,tripleo,34.78,True
True,False,cinder,cinder,3173.21,True
True,False,tripleo,tripleo,889.46,True
True,False,tripleo,tripleo,0.02,True
True,True,,,0.09,True
True,False,tripleo,tripleo,1.43,True
False,False,ceilometer,ceilometer,149.46,True
True,False,tripleo,tripleo,1.45,True
True,True,,releasemanagement,0.06,True
True,False,tripleo,tripleo,155.46,False
True,True,releasemanagement,neutron,0.03,True
True,False,tripleo,tripleo,0.02,True
True,False,tripleo,tripleo,0.01,True
False,False,kolla,kolla,11.93,True
True,False,tripleo,tripleo,48.07,True
True,True,cinder,nova,522.76,True
True,True,requirements,masakari,123.8,False
True,True,,,0.34,True
True,False,tripleo,tripleo,935.63,True
True,False,tripleo,tripleo,1.09,True
True,False,tripleo,tripleo,715.5,True
True,False,tripleo,tripleo,210.0,True
True,True,,,0.29,True
True,False,tripleo,tripleo,917.51,True
True,False,tripleo,tripleo,28.18,True
True,False,tripleo,tripleo,0.32,True
True,False,heat,heat,0.06,True
True,True,requirements,,170.81,False
True,False,tripleo,tripleo,0.04,True
True,False,kuryr,kuryr,92.15,True
True,False,tripleo,tripleo,70.01,True
True,False,tripleo,tripleo,130.06,False
True,False,tripleo,tripleo,169.82,False
True,True,,releasemanagement,0.17,True
True,True,,releasemanagement,0.24,True
True,False,tripleo,tripleo,112.19,False
True,False,tripleo,tripleo,100.62,True
True,False,tripleo,tripleo,0.05,True
True,False,tripleo,tripleo,0.18,True
True,True,,,0.04,True
True,False,tripleo,tripleo,21.08,True
False,False,magnum,magnum,215.65,True
True,False,tripleo,tripleo,0.17,True
False,False,manila,manila,0.0,True
False,False,manila,manila,282.53,True
False,False,manila,manila,130.97,False
False,False,manila,manila,151.56,False
True,True,tempest,cinder,34.51,False
True,False,tripleo,tripleo,0.04,True
True,True,tempest,neutron,44.36,True
True,False,ecapi,ecapi,23.02,True
True,True,neutron,,3697.21,False
True,False,tripleo,tripleo,19.79,False
True,True,swift,releasemanagement,49.8,False
False,False,monasca,monasca,3219.9,True
True,False,kolla,kolla,1.64,True
True,False,tripleo,tripleo,2.03,False
True,True,requirements,tripleo,12.91,True
True,False,ecapi,ecapi,1.14,True
True,False,tripleo,tripleo,161.94,True
True,False,tripleo,tripleo,161.94,True
True,False,tripleo,tripleo,209.04,True
True,False,tripleo,tripleo,264.54,True
False,False,qualityassurance,qualityassurance,1.86,True
True,False,tripleo,tripleo,176.34,False
True,False,tripleo,tripleo,136.59,False
True,False,ironic,ironic,0.04,True
True,False,tripleo,tripleo,2003.66,False
True,False,tripleo,tripleo,194.47,True
True,False,tripleo,tripleo,26.91,True
False,False,tripleo,tripleo,3515.49,False
True,False,tripleo,tripleo,1.94,True
True,False,tripleo,tripleo,0.05,True
True,False,tripleo,tripleo,609.43,True
True,True,requirements,heat,144.32,False
True,True,openstackansible,,3959.41,True
True,True,openstackansible,,3764.62,True
True,True,openstackansible,,166.5,True
True,True,openstackansible,,3794.2,True
True,False,tripleo,tripleo,70.61,False
True,False,tripleo,tripleo,393.69,False
True,False,tripleo,tripleo,57.48,True
True,True,nova,tripleo,623.08,True
True,False,tripleo,tripleo,14.44,False
False,False,tripleo,tripleo,1.74,False
True,False,tripleo,tripleo,21.66,False
True,False,tripleo,tripleo,14.79,False
True,False,tripleo,tripleo,7.92,False
True,True,tempest,qualityassurance,125.18,True
True,False,qualityassurance,qualityassurance,176.51,True
True,True,,qualityassurance,22.8,True
False,False,qualityassurance,qualityassurance,15.41,True
True,False,qualityassurance,qualityassurance,27.28,True
True,True,,qualityassurance,23.45,True
True,False,tripleo,tripleo,74.58,False
True,True,,qualityassurance,23.45,True
True,False,tripleo,tripleo,74.67,False
True,False,tripleo,tripleo,32.24,False
True,False,tripleo,tripleo,106.32,False
True,False,openstackcharms,openstackcharms,25.32,True
True,False,tripleo,tripleo,22.99,True
True,False,tripleo,tripleo,25.79,False
True,False,kolla,kolla,2134.08,False
True,False,kolla,kolla,1920.32,False
True,False,kolla,kolla,1970.32,False
True,False,kolla,kolla,1988.68,False
True,True,,releasemanagement,20.9,True
True,False,tripleo,tripleo,6.87,True
True,True,nova,ironic,1.71,True
True,False,tripleo,tripleo,0.24,True
True,False,tripleo,tripleo,889.69,True
True,False,tripleo,tripleo,131.15,False
True,False,tripleo,tripleo,136.05,False
True,False,tripleo,tripleo,207.53,False
True,False,tripleo,tripleo,0.01,True
True,False,tripleo,tripleo,345.64,False
True,False,tripleo,tripleo,1543.46,True
True,False,tripleo,tripleo,38.04,False
True,False,tripleo,tripleo,5.46,True
True,False,tripleo,tripleo,517.97,False
True,False,tripleo,tripleo,44.22,False
True,True,keystone,puppetopenstack,0.0,True
True,True,,technicalcommittee,0.01,True
True,True,,ironic,0.21,True
True,False,tripleo,tripleo,133.51,False
False,False,tripleo,tripleo,133.62,False
True,True,cinder,requirements,188.14,False
True,False,kolla,kolla,979.38,True
True,True,horizon,masakari,96.9,False
True,True,requirements,,113.34,False
True,True,requirements,,113.43,False
True,True,,technicalcommittee,0.11,True
True,True,,technicalcommittee,0.01,True
True,False,tripleo,tripleo,0.2,True
True,False,tripleo,tripleo,2211.88,True
True,True,ironic,,162.47,True
True,False,tripleo,tripleo,435.64,True
True,False,tripleo,tripleo,66.93,False
True,False,tripleo,tripleo,955.58,True
True,False,tripleo,tripleo,710.4,True
True,False,tripleo,tripleo,26.47,False
True,False,openstackansible,openstackansible,653.84,False
True,False,tripleo,tripleo,22.54,False
True,False,tripleo,tripleo,5.78,True
True,False,neutron,neutron,16.17,True
True,True,openstackcharms,octavia,20.52,True
True,True,openstackcharms,octavia,0.72,True
False,False,ceilometer,ceilometer,2634.27,False
True,False,tripleo,tripleo,18.99,False
True,False,openstackhelm,openstackhelm,19.85,True
True,False,openstackcharms,openstackcharms,37.13,True
True,False,neutron,neutron,2607.53,True
False,False,neutron,neutron,3584.42,False
True,True,openstackcharms,nova,30.1,True
True,True,openstackcharms,neutron,30.1,True
True,True,openstackcharms,keystone,30.1,True
True,False,openstackcharms,openstackcharms,30.1,True
True,True,openstackcharms,heat,30.1,True
True,True,openstackcharms,cinder,30.1,True
True,True,openstackcharms,glance,30.1,True
False,False,cloudkitty,cloudkitty,5.18,True
True,True,requirements,cloudkitty,218.66,False
True,False,tripleo,tripleo,146.97,True
True,False,tripleo,tripleo,147.02,True
True,False,tripleo,tripleo,0.13,True
True,False,tripleo,tripleo,0.18,True
True,False,openstackchef,openstackchef,240.79,True
True,False,openstackchef,openstackchef,194.18,True
True,False,openstackchef,openstackchef,193.71,True
True,False,openstackchef,openstackchef,193.5,True
True,False,openstackchef,openstackchef,192.27,True
True,False,openstackchef,openstackchef,191.99,True
True,True,openstackchef,openstackclient,192.21,True
True,False,openstackchef,openstackchef,191.93,True
True,False,openstackchef,openstackchef,27.41,True
True,False,openstackchef,openstackchef,119.8,True
True,False,openstackchef,openstackchef,20.97,True
True,False,openstackchef,openstackchef,126.23,True
True,False,openstackchef,openstackchef,29.72,True
True,False,openstackchef,openstackchef,117.48,True
True,False,openstackchef,openstackchef,23.08,True
True,False,openstackchef,openstackchef,124.13,True
True,False,openstackchef,openstackchef,124.15,True
True,False,openstackchef,openstackchef,23.06,True
True,False,openstackchef,openstackchef,147.21,True
True,False,openstackchef,openstackchef,167.12,True
True,True,,,0.02,True
False,False,swift,swift,92.67,True
True,False,ironic,ironic,172.35,True
True,False,ironic,ironic,119.94,True
True,False,ironic,ironic,1344.26,True
True,True,requirements,tacker,244.12,False
True,False,mistral,mistral,0.01,True
True,False,openstackansible,openstackansible,96.99,True
True,True,,releasemanagement,0.11,True
True,True,,,0.03,True
True,True,qualityassurance,tempest,86.38,True
True,True,qualityassurance,tempest,111.53,True
True,False,tripleo,tripleo,147.09,True
True,False,tripleo,tripleo,0.51,True
True,True,requirements,storlets,243.55,False
True,False,tripleo,tripleo,5233.11,False
