is_cross,is_cross_service,Source_service,Target_service,lag,same_dev
True,False,openstackansible,openstackansible,17.42,True
True,False,openstackansible,openstackansible,18.6,True
True,False,tripleo,tripleo,0.33,True
True,True,murano,technicalcommittee,66.87,True
True,True,,technicalcommittee,3.17,True
True,True,cloudkitty,technicalcommittee,1999.1,False
True,True,,,0.02,True
False,True,,,1.88,True
False,True,,,19.31,True
True,True,qualityassurance,glance,446.37,True
True,True,qualityassurance,glance,59.54,False
True,True,horizon,senlin,3739.22,True
True,True,horizon,magnum,3737.29,True
True,True,nova,tempest,11942.02,False
True,False,ironic,ironic,15.48,False
True,False,openstackansible,openstackansible,68.78,True
True,False,openstackansible,openstackansible,68.78,True
True,False,openstackansible,openstackansible,68.78,True
True,False,openstackansible,openstackansible,658.5,False
True,False,openstackansible,openstackansible,22.22,True
True,False,openstackansible,openstackansible,21.8,True
True,False,openstackansible,openstackansible,68.88,True
True,False,openstackansible,openstackansible,664.8,False
True,True,tempest,,25.05,False
True,True,tempest,,3.55,True
True,False,ironic,ironic,19.67,False
False,False,manila,manila,474.75,True
True,True,kolla,tripleo,1296.93,True
True,False,ironic,ironic,10.32,False
True,False,tripleo,tripleo,500.17,True
True,False,tripleo,tripleo,229.83,False
True,False,tripleo,tripleo,1742.9,False
True,False,tripleo,tripleo,1012.9,False
True,True,,,0.13,True
True,False,puppetopenstack,puppetopenstack,841.97,False
True,False,mistral,mistral,17.75,True
True,False,mistral,mistral,0.12,True
True,False,openstackhelm,openstackhelm,1855.75,False
True,False,tripleo,tripleo,209.11,True
True,True,,tripleo,2.77,True
True,True,,,0.16,True
True,False,kolla,kolla,0.03,True
True,False,kolla,kolla,340.76,False
True,False,ironic,ironic,1.04,True
True,False,openstackansible,openstackansible,0.06,True
True,True,,,0.08,True
True,False,mistral,mistral,1178.97,True
True,False,mistral,mistral,1171.12,True
False,False,monasca,monasca,0.67,True
False,False,monasca,monasca,1133.58,False
False,False,monasca,monasca,1155.5,False
True,True,,monasca,17.06,False
True,True,nova,,0.05,True
True,True,nova,,6.97,True
True,True,nova,,6.96,True
True,False,kolla,kolla,17.82,True
True,False,openstackansible,openstackansible,0.4,True
True,False,openstackansible,openstackansible,0.4,True
True,False,openstackansible,openstackansible,0.4,True
True,False,openstackansible,openstackansible,590.12,False
True,False,openstackansible,openstackansible,46.16,True
True,False,openstackansible,openstackansible,46.58,True
True,False,openstackansible,openstackansible,0.5,True
True,False,openstackansible,openstackansible,596.42,False
True,False,tripleo,tripleo,0.06,True
True,True,,openstackansible,39.56,True
True,True,,openstackansible,0.27,True
True,False,kolla,kolla,1.56,True
False,False,heat,heat,53.78,True
False,True,,,0.9,True
False,True,,,0.24,True
False,True,,,0.46,True
False,True,,,0.34,True
True,True,,technicalcommittee,1.05,True
True,True,,technicalcommittee,0.22,True
True,False,heat,heat,1241.18,True
False,True,,,305.49,False
False,True,,,99.11,True
True,False,tripleo,tripleo,61.58,True
True,True,oslo,glance,60.44,True
True,True,requirements,glance,395.24,True
True,False,kolla,kolla,484.95,True
True,False,freezer,freezer,0.9,True
True,False,openstackansible,openstackansible,642.32,False
True,False,openstackansible,openstackansible,642.73,False
True,False,openstackansible,openstackansible,595.65,False
True,False,openstackansible,openstackansible,0.27,True
True,False,openstackansible,openstackansible,595.76,False
True,False,openstackansible,openstackansible,595.75,False
True,False,openstackansible,openstackansible,595.75,False
True,False,openstackansible,openstackansible,6.03,True
True,False,freezer,freezer,0.25,True
True,True,,,0.04,True
True,True,,,24.95,True
True,True,,,24.94,True
True,True,,,24.91,True
True,True,,,24.89,True
True,True,releasemanagement,openstackansible,0.12,True
False,False,zun,zun,17.93,True
True,True,releasemanagement,openstackansible,0.07,True
True,True,releasemanagement,openstackansible,0.11,True
True,False,openstackansible,openstackansible,0.01,True
True,False,openstackansible,openstackansible,4.37,False
True,False,tripleo,tripleo,1525.71,False
True,False,openstacksdk,openstacksdk,538.94,True
True,False,openstackansible,openstackansible,0.15,True
True,False,openstackansible,openstackansible,266.41,False
True,False,openstackansible,openstackansible,339.72,False
True,False,openstackansible,openstackansible,259.29,False
True,False,openstackansible,openstackansible,25.0,False
True,False,openstackansible,openstackansible,19.04,False
True,True,qualityassurance,nova,10045.47,False
True,True,puppetopenstack,tripleo,13.89,True
True,False,tripleo,tripleo,0.18,True
True,True,puppetopenstack,tripleo,10.39,True
True,False,tripleo,tripleo,24.36,True
True,False,tripleo,tripleo,0.01,True
True,False,tripleo,tripleo,145.16,True
True,True,,technicalcommittee,0.0,True
True,True,,technicalcommittee,1.22,True
True,False,puppetopenstack,puppetopenstack,355.9,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,355.86,True
True,False,puppetopenstack,puppetopenstack,500.3,True
True,True,,,0.05,True
True,True,,,0.05,True
True,True,storlets,,0.16,True
True,True,murano,,168.6,True
True,True,murano,,168.43,True
True,False,tripleo,tripleo,0.05,True
True,False,tripleo,tripleo,153.68,True
True,True,,,17.07,True
True,True,,,0.09,True
True,True,,,3.6,True
True,True,freezer,,0.93,True
True,True,freezer,,12.04,True
True,True,nova,,0.1,True
True,False,qualityassurance,qualityassurance,22.11,True
True,False,qualityassurance,qualityassurance,10.4,True
True,False,openstackansible,openstackansible,47.22,True
True,True,,openstackansible,26.05,True
True,True,puppetopenstack,tripleo,0.03,True
True,False,tripleo,tripleo,18.03,True
True,False,tripleo,tripleo,2274.6,True
True,False,neutron,neutron,1245.11,True
True,False,openstackansible,openstackansible,30.77,False
True,False,openstackansible,openstackansible,26.41,False
True,False,tripleo,tripleo,0.39,True
True,False,tripleo,tripleo,555.62,True
True,True,qualityassurance,octavia,194.78,False
False,True,,,0.1,True
True,False,tripleo,tripleo,19.48,False
True,False,heat,heat,4816.33,True
True,False,heat,heat,4352.65,True
True,True,puppetopenstack,tripleo,0.29,True
True,False,tripleo,tripleo,0.12,True
True,False,openstackansible,openstackansible,47.21,True
True,True,,openstackansible,26.04,True
True,False,openstackansible,openstackansible,47.2,True
True,True,,openstackansible,26.02,True
False,False,zun,zun,47.85,False
True,False,openstackansible,openstackansible,47.21,True
True,True,,openstackansible,26.04,True
True,True,openstackansible,,47.19,True
True,True,,,26.02,True
True,False,openstackansible,openstackansible,47.23,True
True,True,,openstackansible,26.06,True
True,False,openstackansible,openstackansible,47.21,True
True,True,,openstackansible,26.04,True
True,False,tripleo,tripleo,213.43,True
True,False,openstackansible,openstackansible,47.2,True
True,True,,openstackansible,26.03,True
True,False,openstackansible,openstackansible,47.22,True
True,True,,openstackansible,26.04,True
True,False,openstackansible,openstackansible,47.2,True
True,True,,openstackansible,26.03,True
True,False,openstackansible,openstackansible,47.19,True
True,True,,openstackansible,26.02,True
True,False,openstackansible,openstackansible,47.2,True
True,True,,openstackansible,26.03,True
True,False,openstackansible,openstackansible,47.23,True
True,True,,openstackansible,26.05,True
True,False,openstackansible,openstackansible,47.22,True
True,True,,openstackansible,26.05,True
True,False,openstackansible,openstackansible,47.22,True
True,True,,openstackansible,26.05,True
True,False,openstackansible,openstackansible,47.19,True
True,True,,openstackansible,26.01,True
True,False,openstackansible,openstackansible,47.2,True
True,True,,openstackansible,26.02,True
True,False,openstackansible,openstackansible,47.2,True
True,True,,openstackansible,26.03,True
True,False,openstackansible,openstackansible,47.2,True
True,True,,openstackansible,26.03,True
True,True,openstackansible,,47.23,True
True,True,,,26.05,True
True,False,openstackansible,openstackansible,47.22,True
True,True,,openstackansible,26.05,True
True,False,openstackansible,openstackansible,47.21,True
True,True,,openstackansible,26.04,True
True,True,openstackansible,,47.22,True
True,True,,,26.04,True
True,True,openstackansible,,47.23,True
True,True,,,26.05,True
True,False,openstackansible,openstackansible,47.18,True
True,True,,openstackansible,26.01,True
True,True,openstackansible,,47.19,True
True,True,,,26.01,True
True,True,openstackansible,,47.21,True
True,True,,,26.03,True
True,False,openstackansible,openstackansible,47.21,True
True,True,,openstackansible,26.03,True
True,True,openstackansible,,47.21,True
True,True,,,26.04,True
False,True,,,26.04,True
False,True,,,177.31,False
True,False,openstackansible,openstackansible,0.13,True
True,True,,openstackansible,21.05,True
True,False,openstackansible,openstackansible,911.44,True
True,True,manila,requirements,41.93,False
True,True,openstackansible,,3.45,True
True,True,,,22.72,True
True,True,,,22.81,True
False,False,openstackansible,openstackansible,0.02,True
True,True,,ironic,63.3,True
True,False,tripleo,tripleo,1912.87,False
True,True,,oslo,0.59,True
True,True,,,91.89,True
True,True,,openstackansible,1.41,True
True,False,openstacksdk,openstacksdk,0.19,True
True,True,,technicalcommittee,0.06,True
True,True,openstackansible,,41.17,False
True,True,puppetopenstack,tripleo,91.96,True
True,True,puppetopenstack,tripleo,70.3,True
True,True,ironic,openstacksdk,224.77,False
True,True,ironic,openstacksdk,72.43,False
True,True,ironic,openstacksdk,25.19,True
True,True,openstackansible,,72.45,True
True,True,openstackansible,,80.92,False
True,True,,openstackansible,42.12,False
True,False,tripleo,tripleo,0.09,True
True,True,,,0.02,True
True,False,tripleo,tripleo,0.16,True
True,False,tripleo,tripleo,0.12,True
True,False,tripleo,tripleo,0.19,True
True,True,,,0.06,True
True,True,,openstackansible,23.41,False
True,True,releasemanagement,openstackansible,0.27,True
False,False,freezer,freezer,53.04,True
True,False,tripleo,tripleo,2198.22,False
True,False,neutron,neutron,4388.67,False
True,False,tripleo,tripleo,213.01,False
True,True,,,0.96,False
True,False,openstacksdk,openstacksdk,0.25,True
True,False,openstackansible,openstackansible,0.16,True
True,False,openstackansible,openstackansible,0.16,True
True,False,openstackansible,openstackansible,0.05,True
True,False,openstackansible,openstackansible,19.92,True
True,False,openstackansible,openstackansible,0.15,True
True,False,openstackansible,openstackansible,0.15,True
True,False,openstackansible,openstackansible,0.05,True
True,False,openstackansible,openstackansible,19.91,True
True,False,openstackansible,openstackansible,0.12,True
True,False,openstackansible,openstackansible,0.12,True
True,False,openstackansible,openstackansible,0.02,True
True,False,openstackansible,openstackansible,19.88,True
True,True,openstackansible,,40.9,True
True,True,openstackansible,,12.47,False
True,True,openstackansible,,4.0,True
True,False,tripleo,tripleo,3.75,True
True,True,,openstackansible,95.08,True
True,True,,openstackansible,306.3,True
True,True,sahara,puppetopenstack,119.91,False
True,True,,,0.0,True
True,True,,technicalcommittee,0.16,True
True,True,,,0.16,True
True,True,blazar,,0.27,True
True,False,openstackansible,openstackansible,0.04,True
True,True,,technicalcommittee,0.0,True
True,True,puppetopenstack,tripleo,1008.17,True
True,True,puppetopenstack,tripleo,1008.0,True
True,True,puppetopenstack,tripleo,1007.85,True
True,True,puppetopenstack,tripleo,1368.83,True
True,True,,openstacksdk,13.58,True
True,False,heat,heat,0.11,True
True,False,tripleo,tripleo,0.05,True
True,False,tripleo,tripleo,2.15,True
True,True,puppetopenstack,tripleo,0.1,True
True,True,puppetopenstack,tripleo,0.37,True
True,True,puppetopenstack,tripleo,315.0,True
True,False,tripleo,tripleo,0.09,True
True,False,openstackansible,openstackansible,13.69,False
True,False,openstackansible,openstackansible,5.22,True
True,False,tripleo,tripleo,75.46,True
True,False,tripleo,tripleo,121.08,True
True,True,,,19.4,True
False,True,,,31.96,False
True,True,mistral,ironic,0.86,True
True,False,openstackansible,openstackansible,13.06,True
True,True,,,0.06,True
True,True,designate,,0.04,True
True,True,puppetopenstack,tripleo,2.33,True
True,True,puppetopenstack,tripleo,2.43,True
True,True,puppetopenstack,tripleo,362.15,True
True,True,puppetopenstack,tripleo,1179.35,True
True,True,,magnum,2.52,True
False,True,,,183.5,False
True,True,puppetopenstack,tripleo,0.15,True
True,True,puppetopenstack,tripleo,0.43,True
True,True,puppetopenstack,tripleo,315.05,True
True,False,tripleo,tripleo,140.54,False
True,False,tripleo,tripleo,0.01,True
True,False,tripleo,tripleo,221.69,True
True,False,tripleo,tripleo,4.16,True
True,False,tripleo,tripleo,81.16,False
True,False,tripleo,tripleo,221.7,True
True,False,tripleo,tripleo,0.01,True
True,False,tripleo,tripleo,217.53,True
True,False,openstackansible,openstackansible,0.0,True
True,False,openstackansible,openstackansible,8.47,False
True,True,tripleo,neutron,238.84,True
True,True,,,0.13,True
True,True,,,0.09,False
True,True,blazar,,0.42,True
True,True,,,26.93,True
True,True,qualityassurance,octavia,2.44,False
True,False,openstackansible,openstackansible,19.11,False
True,False,openstackansible,openstackansible,10.64,False
False,False,manila,manila,3.12,True
False,False,manila,manila,52.94,False
True,True,cinder,,4.0,True
True,True,,,0.39,True
True,True,,,0.03,True
True,True,ironic,puppetopenstack,1084.27,False
True,True,,,0.0,True
True,True,,,0.04,True
True,True,,,2.6,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,500.37,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,355.87,True
True,False,puppetopenstack,puppetopenstack,500.31,True
True,False,puppetopenstack,puppetopenstack,355.89,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,355.86,True
True,False,puppetopenstack,puppetopenstack,500.29,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,355.94,True
True,False,puppetopenstack,puppetopenstack,500.38,True
True,False,puppetopenstack,puppetopenstack,355.86,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,355.82,True
True,False,puppetopenstack,puppetopenstack,500.26,True
True,False,tripleo,tripleo,21.7,True
True,True,,,2.54,True
True,True,ironic,nova,123.12,True
True,True,cinder,,0.0,True
True,True,heat,,139.68,True
True,True,cinder,,3.61,True
True,False,tripleo,tripleo,107.2,True
True,False,designate,designate,939.54,True
True,False,designate,designate,939.54,True
True,False,designate,designate,1254.01,False
True,True,releasemanagement,openstackansible,0.11,True
True,True,releasemanagement,openstackansible,0.09,True
True,True,puppetopenstack,tripleo,2.18,True
True,True,puppetopenstack,tripleo,2.28,True
True,True,puppetopenstack,tripleo,362.0,True
True,True,puppetopenstack,tripleo,1179.19,True
True,True,telemetry,,0.07,True
True,True,,openstackansible,88.62,True
True,True,ironic,puppetopenstack,66.26,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,500.36,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,500.37,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,355.94,True
True,False,puppetopenstack,puppetopenstack,500.38,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,500.38,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,500.36,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,500.42,True
True,False,tripleo,tripleo,0.32,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,500.39,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,500.42,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,500.38,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,500.39,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,500.43,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,500.42,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,500.39,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,500.36,True
True,False,puppetopenstack,puppetopenstack,355.1,True
True,False,puppetopenstack,puppetopenstack,355.11,True
True,False,puppetopenstack,puppetopenstack,355.06,True
True,False,puppetopenstack,puppetopenstack,499.49,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,500.36,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,500.4,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,356.05,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,500.44,True
True,False,tripleo,tripleo,0.15,True
True,False,tripleo,tripleo,2352.46,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,500.42,True
True,True,,openstackansible,52.26,True
True,True,,openstackansible,69.52,True
True,False,puppetopenstack,puppetopenstack,356.08,True
True,False,puppetopenstack,puppetopenstack,356.09,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,500.48,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,500.43,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,356.05,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,500.43,True
True,False,puppetopenstack,puppetopenstack,356.05,True
True,False,puppetopenstack,puppetopenstack,356.06,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,500.44,True
True,False,puppetopenstack,puppetopenstack,356.04,True
True,False,puppetopenstack,puppetopenstack,356.05,True
True,False,puppetopenstack,puppetopenstack,356.0,True
True,False,puppetopenstack,puppetopenstack,500.44,True
True,False,tripleo,tripleo,43.94,False
True,False,puppetopenstack,puppetopenstack,356.09,True
True,False,puppetopenstack,puppetopenstack,356.1,True
True,False,puppetopenstack,puppetopenstack,356.05,True
True,False,puppetopenstack,puppetopenstack,500.49,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,500.41,True
True,False,puppetopenstack,puppetopenstack,356.05,True
True,False,puppetopenstack,puppetopenstack,356.06,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,500.45,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,356.05,True
True,False,puppetopenstack,puppetopenstack,355.99,True
True,False,puppetopenstack,puppetopenstack,500.43,True
True,False,tripleo,tripleo,22.87,True
True,False,tripleo,tripleo,0.14,True
True,False,neutron,neutron,963.34,False
True,True,tripleo,neutron,0.18,True
True,False,tripleo,tripleo,47.41,True
True,True,sahara,openstackansible,120.07,False
False,False,tripleo,tripleo,47.31,True
True,False,tripleo,tripleo,0.03,True
True,False,tripleo,tripleo,205.93,True
True,False,tripleo,tripleo,0.04,True
True,False,tripleo,tripleo,214.79,True
True,True,,,0.42,True
True,True,,openstackansible,17.21,True
True,True,,openstackansible,0.05,True
True,False,kolla,kolla,19.7,False
True,False,kolla,kolla,56.2,False
True,False,kolla,kolla,650.03,False
True,True,sahara,kolla,42.64,False
True,False,tripleo,tripleo,7.4,True
True,True,kuryr,zun,0.13,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.94,True
True,False,puppetopenstack,puppetopenstack,355.89,True
True,False,puppetopenstack,puppetopenstack,500.32,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,500.32,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,355.94,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,500.32,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.87,True
True,False,puppetopenstack,puppetopenstack,500.31,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,500.4,True
True,True,releasemanagement,requirements,0.36,True
False,False,manila,manila,863.61,True
True,False,tripleo,tripleo,60.46,True
True,False,tripleo,tripleo,193.38,True
True,False,tripleo,tripleo,4.03,True
True,False,tripleo,tripleo,27.74,False
True,True,,openstackansible,217.85,True
True,True,,openstackansible,6.63,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,355.87,True
True,False,puppetopenstack,puppetopenstack,500.31,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,500.32,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,500.32,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,355.89,True
True,False,puppetopenstack,puppetopenstack,500.33,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,355.9,True
True,False,puppetopenstack,puppetopenstack,500.33,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.94,True
True,False,puppetopenstack,puppetopenstack,355.89,True
True,False,puppetopenstack,puppetopenstack,500.32,True
True,False,puppetopenstack,puppetopenstack,355.93,True
True,False,puppetopenstack,puppetopenstack,355.94,True
True,False,puppetopenstack,puppetopenstack,355.89,True
True,False,puppetopenstack,puppetopenstack,500.33,True
True,False,puppetopenstack,puppetopenstack,355.89,True
True,False,puppetopenstack,puppetopenstack,355.9,True
True,False,puppetopenstack,puppetopenstack,355.85,True
True,False,puppetopenstack,puppetopenstack,500.29,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,500.35,True
True,False,puppetopenstack,puppetopenstack,355.94,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,500.34,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,500.35,True
True,False,puppetopenstack,puppetopenstack,355.96,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,355.92,True
True,False,puppetopenstack,puppetopenstack,500.35,True
True,False,puppetopenstack,puppetopenstack,355.95,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,355.91,True
True,False,puppetopenstack,puppetopenstack,500.35,True
True,True,,,0.05,True
True,False,tripleo,tripleo,134.59,True
True,False,tripleo,tripleo,1.67,True
True,False,tripleo,tripleo,191.01,True
True,False,tripleo,tripleo,167.31,False
True,False,openstackansible,openstackansible,0.05,True
True,False,openstackansible,openstackansible,117.66,True
True,True,qualityassurance,,10.29,True
True,True,,,0.05,True
True,True,,technicalcommittee,738.39,False
True,True,,technicalcommittee,0.65,True
True,True,qualityassurance,,10.24,True
False,False,monasca,monasca,387.51,True
False,False,monasca,monasca,5.29,False
True,False,manila,manila,0.48,True
True,False,manila,manila,0.2,True
True,False,openstackansible,openstackansible,21.35,True
True,False,openstackansible,openstackansible,21.35,True
True,False,openstackansible,openstackansible,21.46,True
True,False,openstackansible,openstackansible,1.59,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,500.41,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,355.98,True
True,False,puppetopenstack,puppetopenstack,500.41,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,356.03,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,500.41,True
True,False,puppetopenstack,puppetopenstack,356.01,True
True,False,puppetopenstack,puppetopenstack,356.02,True
True,False,puppetopenstack,puppetopenstack,355.97,True
True,False,puppetopenstack,puppetopenstack,500.41,True
True,False,puppetopenstack,puppetopenstack,355.87,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,355.83,True
True,False,puppetopenstack,puppetopenstack,500.26,True
True,True,cinder,,174.0,False
True,True,cinder,,385.67,False
True,True,sahara,openstackansible,129.6,False
True,True,sahara,openstackansible,1436.92,False
True,True,cinder,,66.8,True
True,True,cinder,,144.86,True
False,False,aodh,aodh,1.36,True
False,False,aodh,aodh,3046.56,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,355.9,True
True,False,puppetopenstack,puppetopenstack,355.84,True
True,False,puppetopenstack,puppetopenstack,500.28,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,355.9,True
True,False,puppetopenstack,puppetopenstack,355.85,True
True,False,puppetopenstack,puppetopenstack,500.28,True
True,False,puppetopenstack,puppetopenstack,355.88,True
True,False,puppetopenstack,puppetopenstack,355.89,True
True,False,puppetopenstack,puppetopenstack,355.84,True
True,False,puppetopenstack,puppetopenstack,500.28,True
True,True,murano,,93.09,True
