is_cross,is_cross_service,lag
False,False,2502.71
False,False,316.1
False,False,970.31
False,False,2155.97
False,False,34.86
False,False,0.15
False,False,1343.68
False,False,778.16
False,False,957.35
False,False,619.31
False,False,628.52
False,False,5514.78
False,False,19.46
False,False,457.02
False,False,402.03
False,False,1921.3
False,False,148.58
False,False,6374.24
False,False,137.56
False,False,24.06
False,False,3.9
False,False,0.01
False,False,289.8
False,False,165.22
False,False,1849.93
False,False,799.63
False,False,746.22
False,False,14.31
False,False,44.23
False,False,45.08
False,False,21.88
False,False,2.48
False,False,215.98
False,False,3719.32
False,False,288.97
False,False,3820.5
False,False,7604.43
False,False,2.75
False,False,789.24
False,False,142.91
False,False,131.64
False,False,1039.48
False,False,1059.68
False,False,32.74
False,False,4195.86
False,False,0.72
False,False,0.02
False,False,379.78
False,False,0.01
False,False,661.22
False,False,3027.26
False,False,1896.75
False,False,4.65
False,False,2371.88
False,False,4066.03
False,False,5.11
False,False,61.05
False,False,88.14
False,False,1818.05
False,False,2265.72
False,False,68.98
False,False,353.02
False,False,349.36
False,False,98.93
False,False,632.68
False,False,520.84
False,False,191.66
False,False,8278.96
False,False,17.55
False,False,4474.0
False,False,332.3
False,False,173.55
False,False,483.53
False,False,380.39
False,False,174.12
False,False,541.33
False,False,0.01
False,False,365.42
False,False,504.67
False,False,4246.22
False,False,0.51
False,False,65.5
False,False,6507.48
False,False,82.37
False,False,46.62
False,False,17276.94
False,False,191.19
False,False,0.05
False,False,3.2
False,False,832.13
False,False,43.05
False,False,176.31
False,False,250.3
False,False,24.4
False,False,133.88
False,False,7461.48
False,False,27.54
False,False,101.13
False,False,238.61
False,False,0.25
False,False,770.63
False,False,256.87
False,False,980.01
False,False,19.65
False,False,4.5
False,False,33.05
False,False,9713.71
False,False,806.44
False,False,145.86
True,True,116.44
False,False,1545.05
False,False,870.97
False,False,82.55
False,False,101.53
False,False,23.71
False,False,529.32
False,False,3.8
False,False,3464.13
False,False,0.12
False,False,0.03
False,False,135.63
True,False,119.68
False,False,0.87
False,False,0.07
False,False,704.45
False,False,17.18
False,False,45.9
False,False,56.31
False,False,17.2
False,False,725.48
False,False,18.36
False,False,94.81
False,False,0.02
False,False,68.81
False,False,4229.82
False,False,1728.84
False,False,3599.88
False,False,1440.53
False,False,363.27
False,False,100.77
False,False,384.93
False,False,25.99
False,False,4.3
False,False,686.67
False,False,78.61
False,False,536.45
False,False,1948.09
False,False,65.0
False,False,387.46
False,False,3397.38
False,False,13.16
False,False,370.86
False,False,306.27
False,False,1030.1
False,False,3198.93
False,False,8.6
False,False,0.05
False,False,0.01
False,False,102.38
False,False,2457.48
False,False,5.67
False,False,3235.02
False,False,2861.19
False,False,6.99
False,False,2164.49
False,False,2544.77
False,False,6.54
False,False,1979.53
False,False,0.61
False,False,169.4
False,False,24.26
False,False,43.83
False,False,340.18
False,False,5515.52
False,False,1664.62
False,False,4484.98
False,False,21.87
False,False,503.94
False,False,5378.54
False,False,3384.73
False,False,1158.27
False,False,0.01
False,False,2.14
False,False,156.2
False,False,675.51
False,False,331.21
False,False,261.74
False,False,10963.02
False,False,213.6
False,False,13.23
True,True,7881.28
False,False,22.09
False,False,22.17
False,False,306.6
False,False,23.61
False,False,116.63
False,False,0.14
False,False,1630.29
False,False,256.94
False,False,117.59
False,False,29044.62
False,False,0.78
False,False,6118.37
False,False,471.93
False,False,307.99
False,False,0.06
False,False,2.9
False,False,0.0
False,False,139.15
False,False,2895.82
True,False,2055.29
False,False,6952.1
False,False,525.27
False,False,1651.4
False,False,92.25
False,False,647.63
False,False,163.63
False,False,357.68
False,False,172.92
False,False,1751.28
False,False,165.2
False,False,530.51
False,False,15.82
False,False,5404.53
False,False,17263.14
False,False,13679.99
False,False,0.02
False,False,10750.69
False,False,7607.17
False,False,0.03
False,False,7172.76
False,False,1700.85
False,False,0.12
False,False,213.16
False,False,317.35
False,False,2490.05
False,False,93.48
False,False,139.07
False,False,5.11
False,False,537.87
False,False,20.16
False,False,1256.66
False,False,100.63
False,False,106.29
False,False,390.06
False,False,122.4
False,False,0.7
False,False,384.4
False,False,18.06
False,False,1565.44
False,False,50.59
False,False,4734.01
False,False,7.43
False,False,24.74
False,False,263.18
False,False,1920.02
False,False,164.29
False,False,47.23
False,False,47.13
False,False,2635.13
False,False,195.3
False,False,43.41
False,False,99.09
False,False,580.98
False,False,386.83
False,False,242.59
False,False,192.47
False,False,316.64
False,False,1155.67
False,False,441.15
False,False,4572.79
False,False,1343.37
False,False,3.6
False,False,1.37
False,False,1826.73
False,False,3734.92
False,False,30.84
False,False,1336.72
False,False,121.73
False,False,189.2
False,False,2862.11
False,False,16.9
False,False,16.26
False,False,95.58
False,False,41.22
False,False,2665.91
False,False,133.93
False,False,20.85
False,False,6050.47
False,False,10.03
False,False,1198.85
False,False,514.63
False,False,7417.7
False,False,1394.82
False,False,879.97
False,False,46.64
False,False,9.88
False,False,603.56
False,False,190.87
False,False,49.28
False,False,5.17
False,False,80.23
False,False,328.2
False,False,88.32
False,False,4.42
False,False,150.69
False,False,22.97
False,False,697.38
False,False,1318.45
False,False,769.7
False,False,152.01
False,False,2189.66
False,False,300.67
False,False,4.35
False,False,3162.76
False,False,0.09
False,False,98.73
False,False,3262.15
False,False,27.33
False,False,606.19
False,False,819.16
False,False,20.44
False,False,142.14
False,False,31.77
False,False,349.2
False,False,98.03
False,False,21.1
False,False,1442.37
False,False,60.13
False,False,50.03
False,False,769.3
False,False,0.06
False,False,507.71
False,False,0.02
False,False,0.06
False,False,16.13
False,False,639.22
False,False,71.39
False,False,0.01
False,False,6.69
False,False,5.46
False,False,9296.87
False,False,12598.49
False,False,114.78
False,False,50.5
False,False,6.61
False,False,2568.39
False,False,114.91
False,False,138.91
False,False,1797.84
False,False,234.33
False,False,1206.45
False,False,1144.96
False,False,400.86
False,False,79.29
False,False,109.29
False,False,66.89
False,False,99.32
False,False,69.16
False,False,2536.83
False,False,63.72
False,False,146.42
False,False,754.49
False,False,168.6
False,False,132.55
False,False,1097.21
False,False,318.77
False,False,90.0
False,False,382.01
False,False,1606.62
False,False,100.24
False,False,97.75
False,False,0.01
False,False,3039.45
False,False,542.95
False,False,50.01
False,False,3678.88
False,False,262.81
False,False,56.78
False,False,185.07
False,False,496.36
False,False,57.74
False,False,5.96
False,False,7864.06
True,True,100.04
False,False,1045.18
False,False,6076.51
False,False,510.62
False,False,169.24
False,False,287.29
False,False,583.41
False,False,367.54
False,False,918.97
False,False,283.11
False,False,23.8
False,False,82.37
False,False,999.9
False,False,6.4
False,False,20.87
False,False,110.14
False,False,507.28
False,False,0.49
False,False,16.73
False,False,62.95
False,False,1146.43
False,False,17.9
False,False,22.29
False,False,23.11
False,False,61.13
False,False,3277.6
False,False,1860.52
False,False,142.39
False,False,22.0
False,False,25.89
False,False,361.8
False,False,1318.69
False,False,357.99
False,False,366.94
False,False,745.85
False,False,155.37
False,False,1999.48
False,False,6.38
False,False,0.03
False,False,288.43
False,False,136.08
False,False,1777.23
False,False,623.48
False,False,210.18
False,False,301.12
False,False,40.98
False,False,0.57
False,False,42.29
False,False,2383.76
False,False,1691.64
True,False,5971.26
False,False,409.69
False,False,577.49
False,False,6.58
False,False,93.47
False,False,417.03
False,False,13.79
False,False,249.58
False,False,2.22
False,False,2538.88
False,False,356.1
False,False,152.95
False,False,1204.33
False,False,3474.49
False,False,527.52
False,False,26.8
False,False,2.6
False,False,3463.14
False,False,297.06
False,False,66.28
True,False,7060.82
False,False,25.59
False,False,55.25
False,False,434.16
False,False,1474.06
False,False,13.41
False,False,15.27
False,False,355.05
False,False,93.19
False,False,5412.06
False,False,59.12
False,False,3299.34
False,False,2.15
False,False,649.9
False,False,24.11
True,False,578.66
False,False,13.02
False,False,66.36
False,False,833.51
False,False,836.25
False,False,47.87
False,False,29.07
False,False,673.82
False,False,143.73
True,False,356.27
False,False,582.12
False,False,910.29
True,True,95.69
False,False,21.77
False,False,129.61
False,False,641.94
False,False,25.39
False,False,1078.64
False,False,3342.7
False,False,11217.4
False,False,44.3
False,False,134.23
True,True,27.13
False,False,332.7
False,False,196.89
False,False,0.07
False,False,553.35
False,False,344.03
False,False,0.03
False,False,329.38
False,False,97.89
False,False,479.07
False,False,148.35
False,False,454.95
False,False,12.55
False,False,690.57
False,False,77.98
False,False,6356.42
False,False,22.23
False,False,1891.19
False,False,0.11
False,False,162.18
False,False,1578.33
True,True,1393.76
False,False,40.44
False,False,1538.15
False,False,1611.7
False,False,0.04
False,False,1509.5
False,False,15.79
False,False,1729.25
False,False,1658.65
False,False,0.19
False,False,2.39
False,False,4028.12
False,False,193.83
False,False,5587.18
False,False,47.32
False,False,6.17
False,False,2.08
False,False,0.14
False,False,3271.81
False,False,502.61
False,False,0.76
False,False,49.95
False,False,64.95
False,False,239.76
False,False,597.39
False,False,4611.48
False,False,1124.1
False,False,7187.8
False,False,11.96
False,False,0.01
False,False,0.01
False,False,117.35
False,False,911.23
False,False,1285.81
False,False,768.48
False,False,64.73
False,False,97.81
False,False,0.02
False,False,1424.86
False,False,200.38
False,False,2400.67
False,False,807.47
False,False,104.94
False,False,164.05
False,False,6.12
False,False,3.58
False,False,1107.91
False,False,2172.97
False,False,4180.32
False,False,3581.0
False,False,1408.7
False,False,9031.69
False,False,56.23
False,False,691.22
False,False,0.0
False,False,94.71
False,False,1415.94
False,False,64.79
False,False,2149.93
False,False,920.96
False,False,1028.65
False,False,8.2
False,False,88.42
False,False,3063.52
False,False,1180.89
False,False,1007.95
False,False,3224.26
False,False,39.96
False,False,1864.58
False,False,975.03
False,False,470.23
False,False,1396.54
False,False,555.06
False,False,2466.35
False,False,340.68
False,False,0.36
False,False,582.75
False,False,601.26
False,False,105.41
False,False,0.21
False,False,97.9
False,False,48.49
False,False,8372.97
False,False,28.73
False,False,22.8
False,False,4345.58
False,False,0.04
False,False,206.86
False,False,22.21
True,True,1171.52
False,False,3576.9
False,False,23.08
False,False,38.03
False,False,1838.41
True,False,503.62
False,False,475.37
False,False,1451.87
False,False,3399.88
False,False,10838.05
False,False,14.57
False,False,114.26
False,False,90.75
False,False,36.37
False,False,6425.33
False,False,4.48
False,False,1580.23
False,False,150.25
True,False,888.39
False,False,844.05
False,False,990.8
False,False,3753.58
False,False,840.02
False,False,476.52
False,False,143.78
False,False,127.51
False,False,407.22
False,False,768.25
False,False,258.45
False,False,382.82
False,False,6670.06
False,False,12.29
False,False,43.93
False,False,1538.04
False,False,70.09
False,False,2178.83
False,False,2.78
False,False,4197.53
False,False,175.44
False,False,0.66
False,False,583.9
False,False,1010.16
False,False,121.31
False,False,312.84
False,False,2443.14
False,False,237.06
False,False,2.01
False,False,321.49
False,False,0.05
False,False,73.7
False,False,842.19
False,False,6917.82
False,False,340.88
False,False,305.64
False,False,1427.67
False,False,1617.26
False,False,15.72
False,False,812.61
False,False,1.42
False,False,1279.02
False,False,25.48
False,False,5238.57
False,False,0.89
False,False,1040.02
False,False,38.93
False,False,2568.25
False,False,4056.0
False,False,240.42
False,False,54.41
False,False,127.77
False,False,0.11
False,False,50.47
True,False,1.55
False,False,25.05
False,False,5.57
False,False,5.92
False,False,1385.23
False,False,31.04
False,False,16.39
False,False,2867.97
False,False,3.36
False,False,1256.39
False,False,667.0
False,False,2.7
False,False,95.83
False,False,551.05
False,False,917.14
False,False,745.62
False,False,592.26
False,False,248.4
False,False,114.03
False,False,1415.49
False,False,140.5
False,False,207.56
False,False,434.09
False,False,16.72
False,False,34.59
False,False,875.36
False,False,72.18
False,False,96.12
False,False,459.36
False,False,458.41
False,False,6813.48
False,False,1199.81
False,False,652.88
False,False,454.57
False,False,1.6
False,False,738.51
False,False,63.89
False,False,53.28
False,False,66.31
False,False,45.13
False,False,499.21
False,False,250.39
False,False,23.46
False,False,1120.02
False,False,175.82
True,True,1.32
False,False,2418.69
False,False,171.66
False,False,16.37
False,False,10606.88
False,False,695.22
False,False,1366.59
False,False,0.22
False,False,167.91
False,False,567.03
False,False,148.32
False,False,94.13
False,False,209.21
False,False,47.7
False,False,118.47
False,False,3371.09
False,False,359.9
False,False,126.2
False,False,1985.63
False,False,35.1
False,False,162.69
False,False,13.95
False,False,2565.39
False,False,235.68
False,False,0.35
False,False,6.01
False,False,483.8
False,False,184.0
False,False,181.22
False,False,1563.51
False,False,71.19
False,False,1614.93
False,False,141.33
False,False,113.31
False,False,20.4
False,False,1204.31
False,False,5086.02
False,False,1224.36
False,False,1027.27
False,False,4794.43
False,False,2187.12
False,False,478.42
False,False,2.88
False,False,6580.89
False,False,2402.7
False,False,19.76
False,False,1246.46
False,False,4655.17
False,False,12.45
False,False,374.07
False,False,1917.03
False,False,3264.6
False,False,712.54
False,False,474.28
False,False,38.38
False,False,2.84
False,False,35.73
False,False,71.47
False,False,2177.46
False,False,49.09
False,False,18.7
False,False,675.93
False,False,264.94
False,False,3715.95
False,False,2539.54
False,False,334.35
False,False,67.55
False,False,3079.57
False,False,3312.74
False,False,0.34
False,False,5180.34
False,False,21.07
False,False,3.6
False,False,6852.47
False,False,258.77
False,False,43.05
False,False,93.52
False,False,206.87
False,False,537.74
False,False,144.6
False,False,125.85
False,False,1439.27
True,True,740.52
False,False,1610.74
False,False,313.63
False,False,95.51
False,False,97.93
False,False,594.69
False,False,100.53
False,False,191.12
False,False,46.95
False,False,3241.91
False,False,3406.1
False,False,8.62
False,False,1940.06
False,False,3164.89
False,False,134.92
False,False,142.14
False,False,1242.27
False,False,2.01
False,False,115.26
False,False,23.58
False,False,2398.46
False,False,1563.33
False,False,210.51
False,False,7.56
False,False,234.83
False,False,3655.28
False,False,46.6
False,False,223.57
False,False,48.75
False,False,946.48
False,False,308.88
False,False,2723.6
False,False,134.51
False,False,120.28
False,False,23.81
False,False,3279.57
False,False,383.79
False,False,1704.03
False,False,12266.12
False,False,171.54
False,False,21.66
False,False,2966.35
False,False,212.96
False,False,33.74
False,False,1753.12
False,False,424.14
False,False,111.94
False,False,3363.66
False,False,905.14
False,False,2209.21
False,False,305.51
False,False,98.2
False,False,234.94
False,False,379.94
False,False,0.47
False,False,45.11
False,False,212.41
False,False,4078.58
False,False,5139.22
False,False,2719.14
False,False,97.07
False,False,802.86
False,False,23.47
False,False,98.74
False,False,158.89
False,False,117.32
False,False,75.3
False,False,481.16
False,False,392.92
False,False,342.77
False,False,2041.99
False,False,172.16
False,False,169.17
False,False,42.16
True,False,0.01
False,False,102.99
False,False,118.9
False,False,815.78
False,False,31.12
False,False,2812.15
False,False,363.86
False,False,1328.82
False,False,741.58
False,False,526.27
False,False,497.98
False,False,53.54
False,False,0.02
False,False,45.45
False,False,33.42
False,False,26.17
False,False,1457.26
False,False,236.51
False,False,1337.29
False,False,1736.98
False,False,2.65
False,False,30.9
False,False,0.08
False,False,167.25
False,False,1371.48
False,False,96.69
False,False,140.21
False,False,5380.12
False,False,565.75
False,False,16.21
False,False,0.12
False,False,912.54
False,False,316.03
False,False,52.63
False,False,0.55
False,False,5.02
False,False,114.48
False,False,240.87
False,False,116.34
False,False,7.95
False,False,281.52
False,False,910.34
False,False,272.55
False,False,121.43
False,False,338.97
False,False,0.02
False,False,2626.54
False,False,0.07
False,False,93.08
False,False,21.81
False,False,809.18
False,False,298.89
False,False,0.89
False,False,34.8
False,False,1305.26
False,False,544.25
False,False,1433.26
False,False,219.07
False,False,51.86
False,False,1046.03
False,False,1137.77
False,False,701.13
False,False,1827.17
True,True,36.24
False,False,1086.33
False,False,23.87
False,False,3835.82
False,False,154.28
False,False,28.66
False,False,45.54
False,False,2.93
False,False,303.1
False,False,94.78
False,False,90.69
False,False,970.29
False,False,71.08
False,False,119.52
False,False,4713.21
False,False,1823.22
False,False,232.1
False,False,431.0
False,False,212.75
True,False,739.61
False,False,5.97
False,False,48.16
False,False,26.64
False,False,1253.44
False,False,235.23
False,False,25.93
False,False,9416.1
False,False,29.98
False,False,211.61
False,False,37.51
False,False,165.93
False,False,304.4
False,False,175.91
False,False,980.44
False,False,1934.91
False,False,2139.83
False,False,157.16
False,False,0.02
False,False,76.64
False,False,1919.02
False,False,4293.23
False,False,429.93
False,False,170.59
False,False,81.45
False,False,1205.89
False,False,520.59
False,False,931.95
False,False,0.01
False,False,53.28
False,False,28.37
False,False,346.72
False,False,88.03
False,False,555.74
False,False,15.77
True,False,0.37
False,False,1.89
False,False,66.46
False,False,23.11
False,False,23.41
False,False,84.12
False,False,1461.37
False,False,0.66
False,False,5238.61
False,False,4804.57
False,False,934.96
False,False,0.45
False,False,411.87
False,False,54.05
False,False,33.04
False,False,360.69
False,False,204.84
False,False,116.14
False,False,70.33
False,False,166.97
False,False,19064.59
False,False,3461.69
False,False,2640.28
False,False,257.51
False,False,2485.75
False,False,11212.21
False,False,786.48
False,False,2.74
False,False,199.16
False,False,693.62
False,False,4146.46
False,False,0.05
True,True,3.77
False,False,67.39
False,False,92.2
True,False,6.17
False,False,573.18
False,False,1366.48
False,False,1779.61
False,False,215.68
False,False,20.0
False,False,8445.67
False,False,117.53
False,False,92.66
False,False,99.55
False,False,63.39
False,False,3.5
False,False,0.03
False,False,160.86
False,False,25.37
False,False,256.0
False,False,47.06
False,False,905.94
False,False,5701.39
False,False,1971.52
False,False,807.24
False,False,1823.91
False,False,142.64
False,False,49.38
False,False,818.3
False,False,48.23
False,False,15.32
False,False,521.02
False,False,350.79
False,False,1958.49
False,False,115.94
False,False,836.34
False,False,1620.42
True,True,1816.2
False,False,22.23
False,False,139.77
False,False,2.94
False,False,3507.09
False,False,398.99
False,False,6159.92
False,False,904.81
False,False,8020.54
False,False,8687.76
False,False,97.37
False,False,139.7
False,False,94.38
False,False,1153.33
False,False,551.17
False,False,5.58
False,False,2770.89
False,False,2781.14
False,False,16.55
False,False,23.36
False,False,928.54
False,False,0.02
False,False,80.16
False,False,311.54
False,False,0.05
False,False,1186.07
False,False,26.03
False,False,1176.53
False,False,229.12
False,False,24.39
False,False,8045.51
False,False,0.73
False,False,127.08
False,False,0.12
False,False,868.86
False,False,1151.11
False,False,629.28
False,False,328.59
False,False,166.98
False,False,147.35
False,False,504.16
False,False,577.91
False,False,926.99
False,False,1028.78
False,False,176.25
False,False,2882.27
False,False,409.23
False,False,92.76
False,False,26.23
False,False,3.75
False,False,332.8
False,False,1849.95
False,False,88.49
False,False,3390.46
False,False,65.02
False,False,1228.33
False,False,383.61
False,False,2022.1
False,False,21.27
False,False,861.19
False,False,429.68
False,False,899.43
False,False,2690.35
False,False,22.0
False,False,50.78
False,False,4063.41
False,False,216.62
False,False,2037.51
False,False,4648.26
False,False,312.55
False,False,411.03
False,False,2814.83
False,False,376.38
False,False,0.07
False,False,334.21
False,False,157.73
False,False,12.8
False,False,335.67
False,False,194.77
False,False,770.64
False,False,1895.22
False,False,76.77
False,False,621.71
False,False,54.49
False,False,0.43
False,False,369.49
False,False,23.57
False,False,23.95
False,False,35.78
False,False,6707.52
False,False,480.05
False,False,35.19
False,False,4959.11
False,False,99.26
False,False,60.36
False,False,2860.78
False,False,451.31
False,False,723.9
False,False,16.73
False,False,236.16
False,False,107.4
False,False,307.2
False,False,116.54
False,False,361.42
False,False,2.88
False,False,3775.0
False,False,1655.82
False,False,1962.31
False,False,0.51
False,False,138.2
False,False,1950.85
False,False,1840.02
False,False,3428.38
False,False,0.75
False,False,5433.47
False,False,660.71
False,False,0.11
False,False,33.15
False,False,28.89
False,False,64.79
False,False,192.05
False,False,10240.21
False,False,171.95
False,False,1057.14
False,False,99.01
False,False,4802.07
False,False,15.04
False,False,201.43
False,False,5.71
False,False,376.72
False,False,680.22
False,False,1484.74
False,False,767.69
False,False,81.24
False,False,1694.49
False,False,41.58
False,False,6775.81
False,False,9.3
False,False,2393.74
False,False,141.76
False,False,25.65
False,False,0.11
False,False,217.26
False,False,348.83
False,False,335.89
False,False,13.51
False,False,70.06
False,False,6839.62
False,False,385.42
False,False,6.34
False,False,523.06
False,False,90.6
False,False,293.41
False,False,95.1
False,False,215.65
False,False,3591.83
False,False,329.28
False,False,77.23
False,False,2.31
False,False,648.63
False,False,0.08
False,False,28.41
False,False,381.2
False,False,476.36
False,False,240.83
False,False,73.89
False,False,93.06
False,False,222.43
False,False,350.53
False,False,77.12
False,False,692.82
False,False,0.54
False,False,184.92
False,False,310.49
False,False,862.77
False,False,321.81
False,False,24.33
False,False,1680.66
False,False,3774.95
False,False,4738.12
False,False,19.89
False,False,572.42
False,False,375.6
False,False,6195.94
False,False,935.67
False,False,71.63
False,False,822.22
False,False,22.7
False,False,4725.7
False,False,19.1
False,False,96.33
False,False,156.92
False,False,68.37
False,False,829.91
False,False,3886.51
False,False,1175.17
False,False,1867.85
True,False,3.36
False,False,46.29
True,False,0.16
False,False,4341.44
False,False,39.2
False,False,2600.3
False,False,144.69
False,False,11180.45
False,False,290.27
False,False,1.62
False,False,0.01
False,False,681.36
False,False,0.15
False,False,340.8
False,False,94.02
False,False,30.01
False,False,22.45
False,False,476.57
False,False,242.36
False,False,15.51
False,False,0.43
False,False,323.06
False,False,347.09
False,False,35.35
False,False,1074.8
False,False,72.51
False,False,2945.17
False,False,26.82
False,False,189.58
False,False,6.76
False,False,1669.79
False,False,1344.34
False,False,3728.13
False,False,20.19
False,False,3.4
False,False,2591.58
False,False,7172.31
False,False,226.48
False,False,1742.32
True,False,159.96
False,False,23.92
False,False,56.37
False,False,2396.48
False,False,626.63
False,False,573.17
False,False,361.33
False,False,0.01
False,False,815.44
False,False,403.32
False,False,112.77
False,False,150.97
False,False,366.96
False,False,383.35
False,False,236.21
False,False,28.29
False,False,0.49
False,False,1635.0
False,False,2.62
False,False,38.07
False,False,261.39
False,False,185.19
False,False,2312.76
False,False,1688.5
False,False,0.97
False,False,3973.53
False,False,1408.57
False,False,485.87
True,False,407.24
False,False,242.0
False,False,741.2
False,False,136.57
False,False,55.13
False,False,262.58
False,False,12391.93
False,False,676.67
False,False,281.13
False,False,324.92
False,False,12.0
False,False,353.72
False,False,0.29
False,False,0.08
False,False,2612.4
False,False,422.48
False,False,16.73
False,False,474.54
False,False,25.8
False,False,276.96
False,False,48.44
False,False,0.14
False,False,28.73
False,False,646.64
False,False,74.68
False,False,0.01
False,False,19.18
False,False,221.52
False,False,120.53
False,False,105.62
False,False,1279.01
False,False,172.78
False,False,5657.97
False,False,21.16
False,False,13234.38
False,False,476.61
False,False,388.66
False,False,0.07
False,False,10.12
False,False,558.8
False,False,327.18
False,False,15.68
False,False,63.7
False,False,2.1
False,False,3880.16
False,False,338.4
False,False,264.19
False,False,822.92
False,False,21.88
False,False,120.66
False,False,5.9
False,False,7895.19
False,False,0.24
False,False,988.95
False,False,0.21
False,False,360.88
False,False,357.21
False,False,1.97
False,False,8.26
False,False,24.18
False,False,128.94
False,False,685.94
False,False,2451.75
False,False,381.64
False,False,844.06
False,False,1892.43
False,False,852.5
False,False,997.1
False,False,45.08
False,False,99.16
False,False,0.13
False,False,161.94
False,False,329.83
False,False,787.7
False,False,38.35
False,False,41.73
False,False,331.3
False,False,18.35
False,False,0.02
True,True,261.56
False,False,457.67
False,False,5315.34
False,False,173.88
False,False,0.01
False,False,416.24
False,False,44.22
False,False,885.3
False,False,67.02
False,False,6530.39
False,False,2440.2
True,False,3898.19
False,False,983.22
False,False,4183.4
False,False,343.55
False,False,1.42
False,False,482.81
False,False,423.73
False,False,0.13
False,False,1.9
False,False,1.2
False,False,140.11
False,False,0.36
True,False,554.2
False,False,0.12
False,False,0.47
False,False,5.1
False,False,1034.81
False,False,92.83
False,False,917.54
False,False,13.56
False,False,226.42
False,False,7003.96
False,False,244.04
False,False,1.94
False,False,88.42
False,False,610.2
False,False,86.64
False,False,104.86
False,False,0.02
False,False,121.74
False,False,39.94
False,False,834.63
False,False,9428.05
False,False,410.91
False,False,148.42
False,False,10.64
False,False,123.58
False,False,303.3
False,False,1698.46
False,False,27.76
False,False,375.97
False,False,2351.16
False,False,213.93
False,False,6.31
False,False,682.01
False,False,952.91
False,False,10.62
False,False,3454.71
False,False,1603.14
False,False,7.83
False,False,4169.51
False,False,143.94
False,False,319.34
False,False,235.47
False,False,70.9
False,False,197.32
False,False,328.68
False,False,1711.91
False,False,1032.73
False,False,24.52
False,False,76.8
False,False,2466.02
False,False,1770.53
False,False,25.64
False,False,1700.25
False,False,741.4
False,False,19.21
False,False,117.01
False,False,788.44
False,False,61.59
False,False,14.3
False,False,168.31
False,False,905.06
False,False,52.34
False,False,13437.74
False,False,1843.68
False,False,5013.76
False,False,103.07
False,False,9.75
False,False,1204.79
False,False,0.59
False,False,674.64
False,False,93.24
False,False,91.45
False,False,169.22
False,False,554.41
False,False,70.17
False,False,71.05
False,False,25.82
False,False,83.15
False,False,16.97
False,False,164.81
False,False,1149.44
False,False,77.03
False,False,172.25
False,False,46.15
False,False,315.33
False,False,48.97
False,False,2902.7
False,False,1344.19
False,False,1589.6
False,False,718.28
False,False,659.12
False,False,11538.11
False,False,197.95
False,False,4287.38
False,False,1.35
False,False,27.47
False,False,23.02
False,False,15958.21
False,False,20.71
False,False,18.32
True,True,8.79
False,False,5210.5
False,False,2937.93
False,False,189.11
False,False,23.11
False,False,67.27
False,False,21.15
False,False,3625.15
False,False,75.01
False,False,17.08
False,False,22.12
False,False,2271.28
False,False,414.22
False,False,972.85
False,False,336.82
False,False,145.16
False,False,1487.23
False,False,963.7
False,False,94.51
False,False,230.89
False,False,48.36
False,False,20.97
False,False,119.47
False,False,201.65
False,False,3566.06
False,False,166.08
False,False,5101.99
True,True,5.07
False,False,165.23
False,False,300.1
False,False,255.64
False,False,71.34
False,False,387.4
False,False,1156.96
False,False,365.18
False,False,82.29
False,False,695.46
False,False,1565.28
False,False,14457.91
False,False,5180.34
False,False,237.88
False,False,0.1
False,False,26.76
False,False,602.09
False,False,0.27
False,False,2947.48
False,False,16920.09
False,False,91.48
False,False,155.7
False,False,67.52
False,False,148.37
False,False,339.83
False,False,959.86
False,False,0.02
False,False,1484.22
False,False,135.31
False,False,2057.79
False,False,138.73
False,False,23.15
False,False,45.2
False,False,19.56
False,False,118.42
False,False,1.38
False,False,3542.31
False,False,362.16
False,False,158.59
False,False,32.39
False,False,163.72
False,False,242.33
False,False,530.17
False,False,11.49
False,False,683.83
False,False,844.82
False,False,0.08
False,False,8902.76
False,False,121.3
False,False,117.05
False,False,656.06
False,False,24.6
False,False,3697.27
False,False,1178.21
False,False,3.45
False,False,73.34
False,False,17.36
False,False,177.02
False,False,21.6
True,True,0.03
False,False,18.92
False,False,477.25
False,False,51.53
True,True,0.7
False,False,0.12
False,False,982.6
False,False,338.92
False,False,211.54
False,False,9332.78
False,False,619.11
False,False,4213.91
False,False,144.76
False,False,3222.13
False,False,42.01
False,False,4.69
False,False,307.53
False,False,1397.32
False,False,318.31
False,False,399.17
False,False,20.95
False,False,149.72
False,False,0.12
False,False,0.27
False,False,0.04
False,False,7.68
False,False,384.69
False,False,694.19
False,False,4206.06
False,False,1874.43
False,False,2.23
False,False,96.95
False,False,2722.46
False,False,21.39
False,False,216.08
False,False,2.16
False,False,0.05
False,False,283.85
False,False,3.32
False,False,1460.24
False,False,21.58
False,False,462.04
True,False,312.87
False,False,454.61
False,False,2521.85
False,False,791.96
False,False,5180.34
False,False,5.74
False,False,1729.98
False,False,216.0
False,False,2.51
False,False,886.5
False,False,26.01
False,False,341.18
False,False,19.94
False,False,8537.71
False,False,421.11
False,False,40.38
False,False,3466.43
False,False,355.84
False,False,6482.55
False,False,237.66
False,False,1356.02
False,False,2222.77
False,False,35.85
False,False,4.94
False,False,22684.96
False,False,21.44
False,False,93.97
False,False,81.15
True,True,14.0
False,False,232.19
True,False,88.9
False,False,18.87
False,False,19.12
False,False,512.2
False,False,22.28
False,False,2848.6
False,False,496.98
False,False,1.08
False,False,3187.74
False,False,2575.73
False,False,9285.65
False,False,356.39
