length
3
2
2
2
2
3
2
2
4
2
2
7
40
4
2
2
2
2
5
2
2
2
2
3
3
2
3
2
2
2
2
2
3
2
2
3
2
3
3
3
2
4
2
2
2
2
7
2
2
2
4
2
2
2
4
3
4
4
2
2
2
2
2
2
2
4
2
2
2
2
2
2
3
6
5
2
3
2
2
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
6
3
2
7
2
4
2
2
2
2
2
2
3
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
5
2
2
2
2
4
2
3
2
2
2
3
2
2
2
2
2
3
2
2
2
12
2
2
5
2
3
2
7
2
2
6
3
2
2
2
2
12
2
9
30
2
2
2
4
2
2
3
2
2
2
2
5
2
2
2
2
2
2
2
4
2
2
2
2
2
3
2
2
4
6
4
3
2
8
2
2
2
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
3
8
6
2
2
2
5
2
2
2
2
2
2
2
2
3
2
8
2
2
3
3
3
2
2
2
8
3
27
4
7
2
2
2
2
2
3
3
2
2
2
3
2
2
2
2
2
2
4
2
2
3
2
3
2
5
3
2
3
2
2
3
2
2
2
3
2
2
2
4
2
2
2
2
2
3
2
4
2
3
2
5
2
3
2
2
2
2
2
2
2
2
2
3
3
7
2
3
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
2
2
2
2
2
2
4
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
4
2
2
2
3
2
2
2
2
2
2
3
5
2
2
2
2
2
2
2
2
2
2
5
2
3
2
2
2
2
2
2
2
3
2
2
2
2
2
3
2
2
4
2
2
10
2
2
6
3
2
2
3
4
3
2
2
2
2
3
2
2
2
2
2
2
2
3
2
2
4
2
2
2
2
4
6
2
3
2
3
2
8
2
2
2
3
2
2
3
3
2
2
2
2
2
2
2
3
2
4
2
2
3
3
2
2
2
2
2
3
3
5
2
2
2
2
2
2
2
3
2
3
3
2
3
27
2
2
2
2
2
2
2
2
3
2
2
2
3
2
2
2
3
2
2
15
2
2
2
2
2
6
3
3
2
2
2
2
3
3
2
2
2
2
2
2
2
3
2
2
2
2
2
3
2
2
2
2
2
2
2
3
38
2
3
2
2
2
3
2
2
2
2
2
2
2
2
3
2
3
3
5
5
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
12
2
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
3
2
2
2
2
2
2
2
2
2
3
2
4
2
2
2
2
4
8
2
2
8
2
2
3
2
2
5
2
2
2
3
2
2
4
3
2
2
2
2
3
4
73
2
2
7
2
2
3
4
2
2
22
2
2
2
2
2
2
2
2
2
2
9
3
2
2
3
2
2
2
2
3
2
2
3
2
3
5
4
3
2
10
2
2
2
3
3
3
2
3
3
2
2
2
2
2
2
2
2
5
2
13
2
3
2
2
2
2
2
2
2
2
2
2
3
2
2
5
4
3
2
2
2
2
3
2
2
2
2
4
2
2
2
3
2
2
3
7
2
2
2
2
2
2
2
3
2
2
2
2
16
2
2
2
2
2
4
4
3
2
2
2
3
13
2
2
4
2
2
2
2
2
2
2
2
3
2
2
3
4
2
3
3
2
3
4
2
2
2
2
2
2
3
2
2
2
8
2
5
2
3
2
3
2
3
2
2
2
2
4
6
2
2
2
2
3
3
2
2
7
2
2
8
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
12
2
2
5
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
19
4
4
4
2
2
3
2
2
2
3
2
2
3
2
2
2
2
4
2
3
2
2
2
14
2
2
2
2
2
2
2
2
3
3
2
2
2
4
4
3
2
2
2
4
2
25
2
2
2
2
3
3
2
2
2
3
3
4
2
2
2
3
2
2
4
2
2
2
2
2
2
2
2
2
2
3
3
2
2
2
2
2
3
2
2
2
2
2
2
3
