id,changes,projects,age
25731,6,2,314
27746,1,1,0
13998,44,20,1154
26805,1,1,0
538,1326,66,2262
23219,1,1,0
27920,3,1,0
5109,8,4,622
18777,23,14,855
27893,1,1,0
27914,1,1,0
26310,19,16,204
25550,3,1,336
27824,3,1,21
27801,3,3,24
22066,46,6,635
17430,12,4,853
7191,903,67,1791
27490,2,2,80
22752,137,29,589
26975,1,1,0
27636,1,1,0
25660,11,2,112
11878,34,11,1256
27338,2,1,93
6697,18,5,1756
6908,9,9,883
27699,4,2,37
6537,1222,37,1865
26702,2,1,105
26991,4,3,136
12826,471,30,1291
17656,16,3,54
26131,27,5,252
3211,16,6,1426
27094,1,1,0
26874,34,1,156
26155,7,2,246
11105,447,142,1324
11885,75,4,911
27832,2,1,6
26535,3,2,30
11307,68,17,1176
14291,2,1,284
27040,2,1,133
27277,9,4,66
26275,6,2,130
27855,1,1,0
12950,6,4,1276
11269,12,6,1296
18476,11,5,850
27846,2,1,0
26734,3,3,142
27836,1,1,0
12813,25,5,711
22194,1,1,0
27778,2,1,5
27585,4,3,38
24056,45,1,317
14039,22,8,1165
14532,14,1,1078
11809,251,12,1304
22611,1,1,0
27640,1,1,0
27569,7,2,25
18063,3,2,534
7338,28,5,1652
2417,219,18,2035
22818,9,4,99
23634,1,1,0
26251,6,4,118
24209,52,36,343
12947,25,3,850
27405,6,5,18
8347,3,3,1042
27326,1,1,0
25489,2,2,317
27611,6,1,23
27311,1,1,0
9237,255,13,1324
19982,1,1,0
10787,140,13,1420
25847,17,2,226
19593,8,3,666
27096,1,1,0
22395,2,2,588
22905,9,4,309
1032,129,27,2371
21407,27,2,631
24269,59,25,435
25132,1,1,0
15233,5,3,96
27739,1,1,0
18020,2,1,14
19684,4,1,647
11731,6,1,106
9796,830,88,1488
11651,2,1,9
26772,2,1,150
17045,28,2,934
21020,6,4,616
27467,1,1,0
26895,11,1,76
23423,1,1,0
21531,6,1,293
21103,10,4,673
26018,7,3,230
26589,3,1,5
17716,23,10,900
21550,37,11,568
23671,1,1,0
27572,1,1,0
27721,1,1,0
25405,2,1,0
25899,15,5,259
12296,5,1,1008
23055,202,8,506
25301,7,2,182
22079,1,1,0
14676,124,15,1097
23079,2,1,7
27188,3,2,76
27703,1,1,0
26907,2,1,33
15513,5,1,29
26650,11,2,159
9218,6,6,1428
14870,21,1,1083
19173,62,18,801
26504,2,2,134
18623,8,3,650
26415,22,5,187
20226,3,2,491
27659,1,1,0
27656,2,1,0
24759,1,1,0
27660,1,1,0
26038,11,1,147
25505,15,6,210
25675,3,3,282
27671,1,1,0
27658,2,1,0
27657,2,1,0
20414,4,3,712
18286,77,11,860
6090,1,1,0
13667,42,4,1183
12802,7,2,634
16803,11,5,924
22153,9,5,455
21683,30,16,600
589,11,7,2022
24299,7,3,409
23430,6,2,299
26651,2,1,47
25805,3,2,191
27303,3,2,12
15736,10,4,993
26441,2,1,141
23037,16,4,526
22878,2,1,337
22157,10,5,547
15027,107,10,1070
22446,3,2,462
22021,4,2,209
24941,1,1,0
9191,43,3,1492
26729,4,3,140
16190,9,3,260
26880,14,4,112
27616,1,1,0
27618,1,1,0
24043,16,4,292
20259,35,20,707
9979,27,6,872
15326,5,4,847
27605,1,1,0
11221,3,1,314
26213,2,1,206
14091,23,4,472
126,5,4,2082
18546,7,5,753
27540,1,1,0
22959,60,11,444
26503,2,1,1
27595,1,1,0
7226,454,10,1688
26509,12,1,158
27570,2,1,1
27059,6,1,84
27587,1,1,0
26171,4,3,106
27584,1,1,0
27408,1,1,0
26886,2,1,75
19960,15,1,628
25072,16,9,285
24064,4,2,127
18785,22,6,792
27371,2,1,15
25239,15,4,42
1894,64,13,1958
23766,190,4,437
27275,2,1,11
20162,7,3,695
6491,239,10,1833
13732,1,1,0
20050,6,1,268
26015,3,3,42
27415,1,1,0
23419,5,3,47
21143,8,4,538
27517,1,1,0
16425,6,2,774
26400,2,2,0
6721,58,24,1388
14865,32,2,986
16821,20,2,884
27515,1,1,0
27288,3,2,6
10073,4,2,673
22711,2,2,519
26576,5,2,53
7038,4,3,773
25320,3,3,48
12385,192,24,1211
26679,5,4,119
27156,2,2,44
27433,1,1,0
8264,65,8,295
12261,30,2,1196
13562,43,13,1014
13636,157,15,1152
25634,1,1,0
18653,65,11,789
25169,9,2,173
6671,33,11,1127
27397,1,1,0
8623,163,17,1564
2888,100,14,2036
17812,12,4,39
8652,118,7,643
27342,1,1,0
24484,2,1,2
9788,104,12,1284
27378,4,1,10
25435,2,1,7
8956,1,1,0
24181,1,1,0
10034,17,8,578
26091,2,1,8
26388,1,1,0
18179,159,11,816
113,3,1,406
22306,27,6,498
26472,1,1,0
17245,13,3,879
24286,3,2,150
24099,4,4,30
27392,1,1,0
27274,2,2,5
15007,6,2,274
986,50,9,1918
23636,2,2,384
25437,2,2,183
27337,2,1,0
20146,77,30,557
21334,3,3,527
14517,191,8,1009
20035,9,3,512
25444,3,1,254
21891,8,4,245
15371,18,8,764
26827,7,5,29
19191,3,2,427
26438,7,4,132
21698,40,8,501
12927,62,13,1119
6039,35,13,1833
15062,8,5,1011
25990,3,2,167
24055,1,1,0
26896,1,1,0
27037,2,1,46
23271,17,4,457
26019,3,3,84
27317,2,2,2
26548,9,5,80
24316,3,2,0
23874,108,63,97
27295,3,2,1
8358,153,43,1554
25080,6,6,279
26289,1,1,0
24883,11,8,253
16289,5,4,927
12175,307,17,1218
14566,1,1,0
18446,59,4,624
18494,24,12,774
22037,20,11,382
22368,6,1,350
27020,4,1,16
26590,5,3,104
27298,1,1,0
13431,26,8,1086
23831,1,1,0
27301,1,1,0
26951,1,1,0
21118,2,1,0
27293,1,1,0
11022,147,12,1293
8181,4,2,144
22932,4,2,384
17257,6,3,852
10035,299,30,1391
23375,7,1,409
19072,12,1,707
17645,80,15,726
22443,1,1,0
24184,1,1,0
27220,1,1,0
23958,46,24,225
22687,9,3,457
9396,29,9,1281
26159,9,1,130
23822,10,8,245
15518,50,4,707
7264,63,3,1574
13229,5,3,482
19686,69,7,589
12841,41,35,1071
24978,5,2,246
12882,5,3,116
7700,453,15,1568
8662,137,14,999
14377,10,2,874
7582,147,24,1617
26185,10,5,105
19576,5,2,461
21554,3,2,524
19380,80,3,604
9609,1,1,0
22960,35,2,312
16168,249,22,780
27002,1,1,0
9664,336,20,1314
8072,8,5,1570
13047,32,5,730
7007,217,12,1672
27137,1,1,0
17814,13,7,649
25977,9,4,87
26645,5,2,70
12178,3,2,217
20971,23,4,530
1313,165,22,2119
26567,1,1,0
12547,3,3,868
24564,28,16,222
8289,639,20,1478
27088,1,1,0
23454,2,2,38
27066,1,1,0
27067,1,1,0
8851,763,22,1420
24647,6,4,292
20208,9,1,536
23759,3,2,259
10134,12,5,558
17922,50,7,775
27048,1,1,0
27039,1,1,0
16986,95,43,837
21484,4,1,14
26097,3,2,108
20220,3,2,498
17331,23,6,803
9572,13,5,607
23805,11,5,358
6794,107,23,1672
27003,1,1,0
2759,122,9,2018
14007,64,25,845
24355,5,1,292
20883,205,17,566
17275,82,27,811
25135,2,2,65
10518,6,2,1150
13108,5,1,212
26832,3,2,20
26989,1,1,0
24223,8,4,313
26307,4,2,19
14273,123,8,1021
2750,1852,69,2014
25336,2,2,207
20854,3,3,560
23982,1,1,0
7706,6,5,1581
26952,1,1,0
450,1,1,0
26153,4,2,108
14758,23,11,931
9361,21,5,1242
25079,50,39,195
20705,4,1,533
19736,8,6,647
17256,2,2,589
25984,3,3,103
19075,1,1,0
20031,62,5,610
25007,5,2,231
26889,3,1,5
7787,1141,30,1567
7784,33,6,1119
23046,4,2,217
11636,6,2,55
26401,3,1,4
24649,18,4,269
2914,3,3,2005
10583,11,8,1213
11616,3,3,1183
25262,1,1,0
20279,2,2,164
26771,1,1,0
26444,1,1,0
25055,11,9,173
17954,14,10,733
25100,4,3,29
23903,1,1,0
23771,2,2,305
13134,10,7,968
23659,9,5,307
22104,247,112,426
24116,2,2,49
22405,42,9,431
9323,134,27,1291
23310,7,6,234
16759,7,4,812
659,12,8,2060
15074,16,2,642
16212,29,2,748
8592,195,15,1247
20123,3,3,601
22056,43,18,293
1343,8,6,1943
25373,2,2,30
22745,4,2,45
24247,2,2,168
12519,2,2,62
14064,17,6,1015
25351,16,4,163
26773,1,1,0
8259,122,17,1483
25541,1,1,0
26120,5,5,58
5735,7,5,1792
7293,187,29,1526
26792,2,1,0
17589,27,11,662
26342,1,1,0
9397,7,6,1258
26780,1,1,0
25998,1,1,0
11748,143,10,1180
22559,32,2,376
26769,1,1,0
24903,20,14,222
6522,14,7,1697
26737,1,1,0
20764,5,4,500
20000,28,15,535
26456,2,1,30
23185,81,10,337
17288,3,2,443
21135,18,11,156
25225,20,20,160
25245,4,3,183
10992,14,7,1210
18602,130,26,686
17478,7,2,734
22015,1,1,0
25433,7,6,66
26271,50,34,56
26242,5,3,63
15168,497,27,915
11317,70,8,758
18603,71,28,685
20033,71,13,501
12484,6,5,1120
17947,10,1,202
24013,47,7,270
11762,23,3,1083
9030,10,1,581
26666,2,1,5
612,550,28,1944
26484,3,2,23
20570,2,2,210
13717,23,5,1025
6482,1235,84,1708
11819,82,8,1062
88,2,2,1550
24330,55,7,244
20205,7,3,223
25551,4,3,143
26110,1,1,0
9408,36,6,762
26664,1,1,0
6882,10,3,914
11968,30,11,1152
26382,2,1,0
20099,4,3,452
23382,16,5,340
14509,129,12,882
26625,1,1,0
23889,14,5,168
16703,2,2,790
12342,1,1,0
16059,17,3,470
14510,20,9,659
23896,1,1,0
14101,47,18,667
25653,1,1,0
19283,6,5,188
25651,7,4,124
7795,5,3,876
26074,1,1,0
12395,81,6,1120
13167,9,3,634
18347,15,1,672
19910,7,5,161
14867,158,72,793
26596,1,1,0
25898,1,1,0
26379,1,1,0
19478,6,3,285
16237,614,129,817
14744,7,3,148
24520,1,1,0
26391,1,1,0
8290,338,48,1366
25559,28,4,130
12634,10,6,1101
11704,17,5,614
26559,1,1,0
26199,3,1,0
6984,21,6,1548
19178,4,2,341
22059,47,9,422
26157,6,1,51
21516,2,1,349
10207,9,2,491
17001,143,10,727
10353,14,13,797
25544,4,1,75
23043,37,9,328
16323,1,1,0
16385,1,1,0
26534,1,1,0
26532,1,1,0
26517,2,2,0
26229,7,1,37
26492,1,1,0
19384,178,4,512
12736,39,36,492
6638,55,8,1542
8174,95,8,1470
23621,3,1,19
19740,23,10,503
16305,33,6,660
19707,3,2,200
23440,1,1,0
21239,21,2,474
25944,64,58,22
26487,1,1,0
26453,1,1,0
26474,1,1,0
20850,5,4,508
24925,52,37,175
24924,31,19,175
15524,26,8,780
8190,345,15,1403
21485,23,2,398
25448,4,1,76
24290,4,3,33
16277,114,12,802
25006,19,11,170
25005,40,34,170
13919,168,11,938
25077,3,3,132
26256,1,1,0
18701,1,1,0
25904,3,3,50
12651,11,7,920
18266,80,6,581
20812,72,13,504
12892,163,13,950
23680,3,1,168
5280,55,10,1723
20281,1,1,0
23709,2,1,41
26048,1,1,0
21908,7,3,347
19122,209,7,616
20443,40,9,523
2834,871,22,1852
25026,5,2,153
11268,77,17,930
26277,1,1,0
23873,1,1,0
23012,13,3,129
21515,6,6,127
25720,82,41,82
26295,17,17,17
23435,49,1,314
23821,7,5,265
26416,1,1,0
23602,40,5,295
16935,1,1,0
25593,3,2,24
26361,1,1,0
20829,1,1,0
26210,1,1,0
26179,5,1,23
26341,2,1,1
18937,2,2,0
7217,166,29,1536
21204,49,38,439
17788,3,3,104
11313,33,6,994
14620,7,2,906
25237,3,2,138
18115,5,3,639
18404,40,2,296
26147,1,1,0
24219,1,1,0
25760,1,1,0
26364,1,1,0
24244,3,2,2
25846,6,5,41
22810,36,2,316
14562,19,7,766
26248,2,2,0
25945,1,1,0
22589,11,9,334
21510,5,1,152
25065,5,3,40
26319,2,1,4
25436,1,1,0
26037,1,1,0
26150,2,2,26
19350,4,2,396
17626,62,3,681
26135,1,1,0
17564,15,1,530
964,1106,43,2122
21950,8,3,355
7979,31,7,981
18176,37,4,637
20826,62,43,280
8041,16,8,1113
708,202,25,2154
21363,9,1,120
17752,3,1,503
7662,42,17,1497
26008,1,1,0
8257,285,7,1377
26205,4,1,12
20734,8,5,466
10443,105,9,749
25235,3,2,105
17592,10,4,662
10392,72,12,1182
19919,4,2,470
25640,12,3,48
22003,13,2,397
7010,8,4,1560
10257,80,13,1217
22874,8,2,341
16206,3,1,143
20310,1,1,0
26279,1,1,0
19194,21,2,587
26273,1,1,0
18627,3,2,98
20638,15,3,490
24870,3,3,97
21023,9,1,282
14348,15,3,680
3191,27,12,1836
6650,81,7,1618
20686,2,2,235
894,9,4,1965
9416,19,2,1118
23983,5,5,89
8126,164,13,1137
11897,3,3,372
12038,506,20,1089
9582,133,6,1204
26197,7,1,2
11081,389,9,1107
14610,48,9,751
18845,74,9,582
12056,4,2,1065
18600,5,3,606
9918,2,2,100
9423,30,8,1191
25105,3,3,87
25109,7,3,124
19737,2,2,527
12972,8,4,1029
21114,1,1,0
23094,45,1,307
10487,222,15,1118
24827,1,1,0
26011,1,1,0
23984,6,4,229
24062,11,1,221
25323,9,2,60
6843,26,6,1541
14962,176,6,855
20184,17,14,412
11227,6,4,1142
25274,5,1,30
7104,3,2,151
26140,1,1,0
18898,12,3,596
7173,49,10,1443
13962,226,21,930
9569,139,14,1259
23754,10,3,215
25452,1,1,0
20770,7,2,460
6287,17,7,888
25421,1,1,0
6825,30,8,1121
6804,25,4,1106
24025,1,1,0
22064,19,6,357
20361,3,2,403
14598,16,3,869
10547,7,4,323
23803,2,2,159
9207,13,3,700
23459,1,1,0
26111,3,1,0
1555,3,2,390
20998,5,3,68
23535,1,1,0
23936,3,3,109
26026,2,2,12
23656,2,1,11
21999,4,3,367
17959,6,2,339
18182,3,1,184
20403,13,4,452
26076,2,1,0
19774,9,5,467
25709,1,1,0
17784,16,4,305
19663,1,1,0
25242,7,3,73
24728,2,1,0
10497,1279,43,1186
7468,275,8,1259
14340,140,4,848
25974,3,1,0
20809,5,2,87
5660,25,12,1595
7711,201,15,1454
15967,61,7,630
18088,1,1,0
13158,11,5,856
13642,33,5,781
24666,2,1,22
24006,5,3,73
20380,4,3,445
23363,3,2,62
25370,1,1,0
15447,19,6,667
7805,180,15,1436
8124,328,38,1252
10672,6,4,832
7613,149,19,1458
26020,1,1,0
23823,19,16,64
25734,2,1,19
8786,538,22,1321
13630,13,6,916
21355,4,4,384
16278,3,3,739
25041,3,3,102
25101,4,1,20
20128,7,4,333
22263,6,4,212
13739,1,1,0
16157,12,6,693
25985,1,1,0
17842,7,4,478
15808,3,1,777
25980,1,1,0
23882,4,1,132
679,97,9,2108
18504,3,1,20
9452,7,6,1077
25022,60,29,98
25975,1,1,0
11592,11,2,1062
20185,1,1,0
25919,2,2,2
23825,40,24,201
22970,1,1,0
25059,3,1,1
14447,19,12,725
9086,2,1,10
25942,3,1,1
18746,5,2,364
22831,3,2,33
25190,1,1,0
20963,1,1,0
18640,34,4,584
7562,290,16,1451
11171,4,3,1115
10391,295,17,1170
24562,3,2,23
19790,18,14,393
13564,62,4,937
6849,262,35,1513
7350,281,28,1456
12686,136,19,986
11138,2,2,573
16046,76,6,741
25661,3,1,20
20382,5,5,19
15077,10,1,809
25844,1,1,0
19142,25,2,523
22583,1,1,0
7109,182,14,1490
22724,13,4,282
16907,124,9,680
13002,11,2,728
5677,4,3,168
19999,9,4,45
25207,1,1,0
16627,3,2,287
8776,401,12,1297
24901,1,1,0
25641,1,1,0
24037,8,2,146
25843,1,1,0
23092,63,20,252
23900,3,2,77
25755,1,1,0
1106,79,9,1127
23628,2,2,11
9194,21,3,1034
20277,8,1,440
25799,1,1,0
25814,1,1,0
20287,85,1,422
6524,314,41,1531
7368,11,7,1331
22111,26,18,191
19011,125,5,477
17019,36,9,602
23100,3,1,132
23674,5,2,93
19265,23,10,510
10781,33,7,1051
23142,7,1,127
24612,2,1,77
9500,190,40,1222
25708,2,1,0
25614,1,1,0
21514,151,4,364
25530,3,3,0
24329,2,1,6
25742,1,1,0
15178,5,2,427
24867,1,1,0
25777,1,1,0
22879,3,1,4
25110,5,2,27
22731,2,1,98
25768,1,1,0
7751,15,4,1386
22607,3,2,95
21307,5,2,44
21013,160,13,388
24095,22,10,129
22448,30,5,262
25363,1,1,0
14973,4,3,212
14511,68,5,449
14605,48,10,673
6635,76,8,1552
25696,2,2,1
18784,65,37,526
12807,160,20,977
16625,25,7,617
21511,35,19,66
14025,2,1,76
13883,91,17,802
12297,11,4,746
23733,68,30,187
18462,117,13,561
20965,3,2,136
18335,47,4,435
8215,282,9,1151
668,44,12,1207
18498,18,4,455
14057,78,5,781
8158,52,8,1361
17292,4,2,561
14831,4,4,794
14947,223,8,786
22454,4,2,266
18332,86,14,426
10705,217,12,1073
21241,8,6,370
20217,61,5,401
22775,14,3,237
21216,13,1,370
5371,61,17,1674
20129,6,3,442
6348,283,32,1561
9588,174,3,1216
13539,6,3,265
23883,10,4,126
12092,25,7,957
2419,111,18,1719
21297,24,6,334
22218,38,7,272
24533,6,4,116
20096,1,1,0
15070,23,8,762
18595,7,5,503
7253,234,14,1455
23450,5,1,209
18464,58,2,270
22774,22,6,236
22501,1,1,0
9162,84,7,1252
25517,1,1,0
22600,4,3,62
24908,2,1,73
12955,11,3,815
15750,11,7,693
23741,5,3,136
21977,5,2,253
25066,4,3,10
8054,7,4,1365
25311,2,2,2
17570,2,1,0
17172,109,7,497
14591,32,5,540
20340,5,1,43
19884,101,3,463
25165,11,8,8
23249,4,2,217
24164,16,3,118
3009,429,28,1267
23565,9,4,174
21722,45,6,295
7725,369,16,1309
25128,23,9,45
10959,299,14,1092
22219,40,6,271
21141,23,6,368
12199,63,9,997
16618,4,3,567
25070,1,1,0
8976,70,16,1182
9234,77,7,1176
11862,2,2,298
21144,11,2,342
18338,72,2,530
25401,3,3,18
23588,1,1,0
21648,78,5,320
23026,3,2,33
19901,7,6,342
12071,166,17,999
20858,44,7,383
24785,2,2,36
6987,31,2,1240
9775,37,6,971
13344,217,9,903
16620,17,2,644
18893,59,17,522
19312,6,4,213
22429,2,1,0
23433,6,6,131
22863,50,12,245
25423,2,2,1
25019,1,1,0
23446,28,18,128
20244,2,1,384
23791,1,1,0
9589,2,2,387
15929,12,3,518
25085,2,1,42
16883,6,2,459
20297,17,1,414
22077,3,3,257
18337,58,4,519
7018,76,12,1355
11642,13,5,929
13295,34,7,704
19119,415,8,504
12000,243,44,1007
22342,9,1,275
9988,23,3,797
10897,83,9,1090
9514,5,2,244
24843,1,1,0
20462,12,4,187
10213,24,3,1096
13124,12,4,644
8882,312,6,1267
8205,45,9,1331
25081,1,1,0
17742,12,3,512
10836,27,5,1098
22220,30,6,257
24900,1,1,0
7230,130,9,1375
25484,1,1,0
22226,6,3,243
21539,2,2,140
14768,20,5,787
18805,25,2,502
7331,102,17,1350
24648,20,2,75
18339,39,4,517
24022,4,2,116
16197,17,7,618
23442,1,1,0
25468,1,1,0
22514,17,6,201
22860,4,1,21
21660,18,4,288
8766,885,3,1255
18967,18,6,508
17599,10,6,219
14387,1,1,0
25440,2,1,0
21696,102,9,306
21865,7,4,292
17926,2,1,6
22550,1,1,0
22221,8,2,250
25187,2,1,3
20120,28,2,337
22781,16,3,220
22735,3,2,193
7745,557,47,1308
979,71,26,1860
15917,54,11,493
17540,34,2,415
18321,10,3,459
12279,24,1,760
25233,1,1,0
8736,528,13,1210
25411,1,1,0
23330,4,2,76
21340,2,2,6
24080,23,1,114
24896,1,1,0
13063,133,13,924
25272,2,1,0
6456,221,10,1547
16034,1,1,0
15002,21,4,741
23745,1,1,0
25385,1,1,0
6486,1305,47,1476
25353,1,1,0
5044,151,12,1685
19590,30,5,396
6991,3,3,1273
24311,2,2,89
17361,11,5,505
17243,2,2,42
18717,5,3,369
17218,23,4,574
21872,8,2,293
16027,11,4,676
17849,1,1,0
22946,3,2,221
17821,8,3,472
15333,6,5,484
11509,8,2,969
6508,6,3,560
9037,306,12,1236
25341,1,1,0
25210,1,1,0
17023,1,1,0
24289,4,3,44
23205,20,5,174
24559,2,2,37
22356,1,1,0
21406,12,3,287
21744,1,1,0
14819,85,8,747
8777,97,2,1245
17820,1,1,0
10215,238,12,1043
24579,1,1,0
24786,10,2,42
20140,7,5,388
25278,3,1,3
20079,154,23,410
12388,7,6,943
8129,2,2,239
11264,4,3,730
16686,3,2,213
20446,28,4,384
11803,65,10,609
17907,4,1,20
11034,580,17,952
13248,63,10,503
15409,23,4,612
5707,246,5,1567
21242,20,11,313
9216,15,3,1055
17070,17,6,604
11426,4,2,121
11397,32,9,1020
20507,6,4,148
19991,3,2,151
15140,4,3,736
24603,2,1,4
24087,1,1,0
19328,1,1,0
11889,51,3,896
12320,99,6,941
22060,8,1,240
19935,221,98,388
14037,16,1,171
22036,14,3,124
21007,17,1,325
20509,26,2,333
7665,218,17,1031
10374,38,5,1094
19948,4,2,175
19481,14,1,199
22778,67,36,189
11750,62,9,482
156,104,4,1356
13485,74,10,721
17192,88,10,574
23082,3,2,83
13380,110,12,814
22664,3,2,104
19814,578,49,396
22833,1,1,0
18563,4,2,510
23006,42,13,196
24081,26,1,90
9064,41,7,916
24575,2,2,60
10895,1,1,0
12088,28,7,844
25114,1,1,0
21361,5,4,167
16297,21,9,629
6754,47,17,1295
25176,1,1,0
4476,3,2,1202
14063,4,3,550
13290,108,6,838
19206,38,4,381
19755,3,2,407
21618,2,2,35
16871,6,4,431
22650,7,5,51
23184,24,6,147
16233,112,4,624
8151,19,4,1270
24741,2,2,30
18429,8,2,449
17666,1,1,0
21598,17,8,219
21125,3,2,230
19227,3,2,454
18903,50,2,450
24229,1,1,0
8614,20,3,202
25096,1,1,0
7428,280,10,1364
24288,2,1,64
9622,147,2,1120
8802,96,2,1231
10115,78,12,967
22444,2,1,2
23869,1,1,0
25099,1,1,0
23122,5,5,167
11151,99,8,921
17244,12,6,580
20411,28,9,354
14907,23,2,523
19642,5,4,411
22020,122,88,214
20506,11,2,297
24984,1,1,0
24418,1,1,0
7229,5,3,1158
23692,2,1,1
10556,20,8,1026
18455,48,7,485
24473,1,1,0
24406,10,10,66
21591,80,7,282
25025,2,1,1
12804,10,2,645
17901,16,2,532
3012,178,34,1764
24225,11,4,14
8789,164,10,1226
22779,4,3,179
20910,5,1,194
24868,4,3,14
9276,37,9,1181
20587,1,1,0
15123,25,6,717
13372,5,4,444
11155,94,10,985
22379,1,1,0
23483,3,2,125
21649,7,3,174
22981,59,17,178
5545,11,4,454
9312,68,6,933
23469,3,2,0
19587,4,2,360
16518,68,14,548
24460,1,1,0
18225,19,4,283
24991,1,1,0
24644,1,1,0
13719,105,9,805
7565,19,2,983
10526,8,4,552
22227,4,3,183
14576,151,5,743
19046,2,1,454
7121,23,8,1034
15059,1,1,0
19710,1,1,0
18092,63,12,356
2506,167,11,1156
9382,462,22,1150
7063,45,13,1293
6951,152,9,1046
24977,1,1,0
11047,54,9,1005
20541,15,6,294
24859,9,1,8
9152,21,5,516
24958,1,1,0
12394,94,6,613
8858,1,1,0
22793,30,6,193
24956,1,1,0
24456,5,5,5
15502,4,1,6
18205,237,10,507
7195,616,18,1211
21077,30,4,67
24884,5,2,7
21288,2,1,153
24144,1,1,0
11538,20,6,946
21832,4,2,16
20797,7,4,59
16421,7,4,610
24742,2,1,0
9930,15,2,1085
22622,1,1,0
7729,76,17,1295
14643,171,5,735
19153,16,11,241
10347,8,5,246
22692,61,5,189
20761,23,22,325
19520,36,16,279
10438,3,3,1065
11865,123,7,840
7478,54,12,1321
22041,13,2,182
24598,3,1,1
7037,10,6,649
13070,177,5,721
4656,191,28,1664
24844,1,1,0
22830,5,4,165
24268,2,2,10
24879,3,1,1
24795,1,1,0
21668,18,3,254
11708,33,8,732
7227,141,22,1332
24887,1,1,0
20194,90,12,347
23269,8,3,122
20428,13,8,264
24325,1,1,0
10224,296,8,967
16679,5,2,248
24015,1,1,0
21614,9,7,224
21413,7,2,269
20630,23,20,97
22257,1,1,0
8837,55,5,1205
8840,6,1,999
8735,590,11,1194
24758,1,1,0
24036,3,2,35
23003,1,1,0
12444,86,10,868
24774,1,1,0
24840,1,1,0
8803,4,3,1068
20522,8,3,322
14342,228,2,749
20667,60,4,314
24267,1,1,0
7225,299,16,1336
21179,8,2,231
22113,19,10,200
24803,1,1,0
24359,1,1,0
24718,2,1,0
16987,2,1,31
7664,19,7,1212
24738,1,1,0
19594,3,3,308
11716,180,13,946
20195,39,10,346
14167,105,6,745
23849,2,1,28
21615,1,1,0
6677,247,15,1249
21902,35,19,232
14124,128,7,751
22797,4,2,149
22740,1,1,0
13786,11,3,706
21231,3,1,257
860,34,9,1826
21748,6,3,243
10489,49,6,964
22931,1,1,0
15383,5,1,620
24674,1,1,0
6904,38,12,1106
23326,1,1,0
12325,66,2,902
20909,1,1,0
23686,2,1,13
12240,1,1,0
23551,11,2,101
18093,17,7,328
17671,5,3,96
21583,4,2,162
17089,34,2,527
24086,14,2,31
24343,5,2,26
17579,15,6,489
10594,5,4,702
16106,59,8,608
23162,9,2,119
19303,15,8,406
23788,1,1,0
22749,6,3,102
19345,22,3,339
6772,153,12,1337
22160,3,3,3
24309,1,1,0
18062,1,1,0
21258,2,2,8
24237,20,12,27
21621,1,1,0
7732,340,48,1301
18015,18,3,446
22266,180,56,192
24313,6,3,21
24215,2,2,9
22377,3,2,182
12299,51,9,895
16039,7,3,610
24651,1,1,0
1528,215,17,1600
23192,5,4,35
22678,4,3,89
20294,3,2,328
11861,78,10,923
9782,49,6,1055
6685,35,7,1387
15907,11,5,67
23210,2,1,30
15338,8,1,657
20038,70,32,346
11343,404,18,658
24505,3,3,6
19645,3,3,377
23972,2,1,31
9561,1,1,0
6788,87,8,1210
15847,13,5,583
21644,25,3,163
23719,7,1,20
11898,81,10,540
23654,5,3,64
24508,2,2,6
22328,3,2,169
7256,81,10,1285
24257,1,1,0
8127,210,15,1250
22787,3,1,112
19136,118,43,390
20986,16,3,267
23068,1,1,0
5319,13,9,1517
9746,52,4,993
9377,50,14,1105
24552,1,1,0
23946,1,1,0
22524,12,3,124
12832,1,1,0
21930,2,2,117
8040,474,15,1255
16707,22,8,508
2023,79,7,642
20426,38,10,311
22588,8,3,88
24541,1,1,0
22930,1,1,0
10221,13,5,947
7075,53,18,1320
16322,5,2,81
19985,19,3,242
22525,24,17,118
24489,2,1,0
24510,1,1,0
19300,95,8,321
13258,8,3,665
23813,2,1,22
7125,135,17,1353
15950,10,8,356
18086,3,3,386
14961,1,1,0
12673,42,6,769
20465,8,4,277
10618,74,7,880
20367,1,1,0
18414,10,4,125
10540,114,24,932
16934,8,4,536
17973,29,3,470
15154,1,1,0
18023,10,3,472
14154,32,6,699
12469,1,1,0
12407,8,2,96
12712,24,11,286
14565,4,1,164
16794,3,2,203
18793,82,6,410
9515,388,11,1087
14732,3,1,160
13342,7,3,763
1464,12,6,1627
22653,4,1,107
24448,2,1,0
19157,217,5,391
6437,8,5,869
17711,8,4,441
24213,1,1,0
24422,1,1,0
22433,1,1,0
15069,2,2,0
10881,11,7,811
10558,26,6,895
24409,2,1,0
15293,77,6,628
15321,60,6,629
12604,90,9,847
17207,254,43,496
12134,7,6,886
1531,165,11,1292
7473,24,10,895
24108,1,1,0
12559,126,11,859
24388,1,1,0
24364,1,1,0
24363,1,1,0
24362,1,1,0
23590,4,2,20
9031,12,1,223
23796,1,1,0
23600,1,1,0
20864,59,7,262
20313,35,8,301
8298,26,9,728
21311,2,2,7
24322,1,1,0
16853,9,2,307
19619,18,8,352
23013,10,1,113
7658,12,3,254
20076,6,4,179
24177,4,2,9
12609,29,13,776
7042,210,12,1301
7710,339,19,1254
6938,29,9,1288
20566,17,11,163
20256,12,9,126
12039,176,9,886
6995,21,4,1235
1082,23,3,1886
