Source,Target,Source_repo,Target_repo
I31bb5c2902f5061d6fda74c17cd3df4de4f06c82,I8f22bd86ef8b30dce2e01d124a192dcda57bbdfd,openstack/tripleo-ansible,openstack/tripleo-heat-templates
Ic2a21f31309edbf17d6c841167dff41addff6698,I3f7b480519aea38c3927bee7fb2c23eea178554d,openstack/ansible-collection-kolla,openstack/kolla-ansible
I53c688077c65da03d8c3cf104862e02cefc2c615,I215cacebd8efb3e9bd40ea4b044619cbde6a5b2c,openstack/tripleo-quickstart-extras,openstack/tripleo-ansible
I0f9d4e493190ebf311c39f0a4ac52440028b5d07,I89a7897e6a4cbf83149302a0ea856b151623b9ba,openstack/tripleo-ansible,openstack/tripleo-quickstart-extras
I87da4960a92bb807203534965bac2b0a42c5d4a4,Ia7f842f7e2fb6b218f8b1dc930bf1450e6f810ec,openstack/neutron-lib,openstack/neutron
Id41e7c1a67ea9a8fcda1d5d331ab8192aff7dc48,I632f86762d63edbfe225727db11ea21bbb1ffc25,openstack/neutron,openstack/neutron-vpnaas
I9e9e8e78fd22b5edbc794ec68dbe40302ed0f3fd,I632f86762d63edbfe225727db11ea21bbb1ffc25,openstack/neutron-tempest-plugin,openstack/neutron-vpnaas
Iab5cd6c7aa07ca8527c5fa8396c9ed0da65b4fa7,Ib8f2f0e25205edba332fb9bd2a73012016d45061,openstack/neutron,openstack/tempest
Iab5cd6c7aa07ca8527c5fa8396c9ed0da65b4fa7,I407de6eab340dbcc42c77f5f88087cbff5c9b591,openstack/neutron,openstack/nova
I1d4ed4172031f0c2aae4886ca0daad1b90e55ee0,Ibe94a1c1d2228daf37d2447034065ddd15308c1f,openstack/neutron-tempest-plugin,openstack/neutron
I3e27e4e57ad955bcd7728426c91f05171a46ef7f,Ia46d8c0967bc5b0f7cd11b6e3ca3a4e03c0bc138,openstack/octavia,openstack/octavia-tempest-plugin
Ideb5a951d538d9e2c7cca11dfe0e8b99520de959,Id093613f9d410eb3fe5564a724c0f75275eeb4e8,openstack/puppet-tripleo,openstack/tripleo-heat-templates
I06bfb7347715b2ae5a1b37d633ec66f1b069225a,I222c4a3a6d6ed647dd2f7971dcf6e4df337be26f,openstack/tripleo-ansible,openstack/tripleo-docs
I2e37603b098880b778100613800496b01167b22f,I90e162c79df92131cd660edbecc0b10696cebf2e,openstack/tempest,openstack/python-tackerclient
I2e37603b098880b778100613800496b01167b22f,I02622d8582e1f2ca59c97a51f0db1c1fc70fe8f2,openstack/tempest,openstack/tacker-horizon
Id7153dbf33b9616d7af685fcf13ad9a79793c06b,I05bf9f0fbf030570faaf8a8a12db5e5766a67465,openstack/octavia,openstack/openstacksdk
I2e37603b098880b778100613800496b01167b22f,Ic7a317793fa13317cdb17d4e5afc11f017b07305,openstack/tempest,openstack/manila
I87cf7e7378b7fe6276b521be362f3e5d51427c00,I40dc95ee47e7c33ebf596f8ad437228b4bb0ab33,openstack/openstacksdk,openstack/python-openstackclient
I0d2c332fa72e47e70d594579ab819a6ece094cdd,If042c7e9ead034d99c27b343bd7c442741c3c6dc,openstack/octavia,openstack/tripleo-heat-templates
I4c1090f6d335509051c63f1a1788abd1606cfa4f,I70765bfbe3f319fef8112ac633b1b3c38fb1488c,openstack/tripleo-ansible,openstack/tripleo-validations
I70e2bb1d2744d38e08f5a9a79ab6a7265ebf24c9,Iab10ce7ea5d5f21a40b1f99b28e3290b7e9ce895,openstack/kolla,openstack/kolla-ansible
Ib799533e2a60413620639bc9d0af44ac31006159,I69361215efcca69c1bbeb24f427a0c309ff2806f,openstack/tripleo-common,openstack/tripleo-ansible
I718d7d0f297a05008255cf02cb4b9d1d41d7377f,I5687eb246b518f9881d0df0a466936359d515e14,openstack/project-config,openstack/governance
I1fe73145e4a4699939244bc857600efa264f2340,Ib555ea19c183149ebdf25f7915089c405c23644d,openstack/designate,openstack/designate-tempest-plugin
Id2ae61979505de5efb47ce90a2bac8aac2fc5484,I26b4784a4d772abbf8572f6273bda37f2fec5336,openstack/devstack-plugin-ceph,openstack/devstack
I024db27d12ea33713bda0273d8748577cc89a38d,I65b373943a5cfb974c4413aefa9c62658aae8500,openstack/python-barbicanclient,openstack/octavia
I63fa6b0699450d9a4439d31db190d1d01cbc71d5,I6a3a8b11b915f72e3e993c4eb71a1591d3e40d34,openstack/tripleo-ci,openstack/python-tripleoclient
I63fa6b0699450d9a4439d31db190d1d01cbc71d5,Ic370f7651806e58454168fc768ad20fcd90882a7,openstack/tripleo-ci,openstack/tripleo-common
I63fa6b0699450d9a4439d31db190d1d01cbc71d5,Ic1ef5781c4e7f14c24deeba3483c524ab2d8e3b9,openstack/tripleo-ci,openstack/tripleo-ansible
I63fa6b0699450d9a4439d31db190d1d01cbc71d5,Ic178c238eb5f46f8fd052cf009ddbd7281e7daec,openstack/tripleo-ci,openstack/puppet-tripleo
I63fa6b0699450d9a4439d31db190d1d01cbc71d5,I65cded42d6229ac8ca6704b08ba324f86166f71c,openstack/tripleo-ci,openstack/os-net-config
I407de6eab340dbcc42c77f5f88087cbff5c9b591,Ida572cec7eb530578f98009335f89a520e6678e5,openstack/nova,openstack/tempest
I2e37603b098880b778100613800496b01167b22f,I3bfb53fda9aefe3571500db4db4c123ecf52e74b,openstack/tempest,openstack/cinder
Id2ae61979505de5efb47ce90a2bac8aac2fc5484,I3bfb53fda9aefe3571500db4db4c123ecf52e74b,openstack/devstack-plugin-ceph,openstack/cinder
Idd922d921fe52e9ca88ed84177d2eb81285bafae,I867febeb9b694401c0cfeb7931864a2291f87b99,openstack/tripleo-quickstart,openstack/tripleo-ci
If9321ec7707b988c01a77e1a0ec67f62b53eedc8,If36e64b61767dc5c1df0daec2dd176fecd409926,openstack/glance-tempest-plugin,openstack/glance
Ia3112b9a219b90af718c49776da49078449f09a2,Ia2337e2f1802257f172ecf9e88995cd12ebc31d7,openstack/puppet-ovn,openstack/tripleo-heat-templates
I09f513d08212bc80a3a86a750b29b1c6625d2f89,If9321ec7707b988c01a77e1a0ec67f62b53eedc8,openstack/devstack,openstack/glance-tempest-plugin
I2e37603b098880b778100613800496b01167b22f,I4647bd67daa197a6fe78554f5f112a49a51a8063,openstack/tempest,openstack/glance
I169971ef77f11ceb01a5db87441051dcb33555f7,I4647bd67daa197a6fe78554f5f112a49a51a8063,openstack/devstack-plugin-ceph,openstack/glance
I2e37603b098880b778100613800496b01167b22f,Ib1e203c8fb4a94671513dee17edfe4c5ce1fee34,openstack/tempest,openstack/os-brick
I0f590f12017e743a17d989d3a1008faa9b840e87,I10d152c9573121c62380066782114ef15f89a11d,openstack/puppet-nova,openstack/tripleo-heat-templates
I2e37603b098880b778100613800496b01167b22f,Idb7f051cf15dd40f0da9ef777713eaf5097fe930,openstack/tempest,openstack/placement
I2e37603b098880b778100613800496b01167b22f,I75de9ca22903fdc912bc794b5eaac469773727e4,openstack/tempest,openstack/os-resource-classes
I2e37603b098880b778100613800496b01167b22f,Ibed073bf14ce5ea23641aa8a1362f239351aa80e,openstack/tempest,openstack/blazar
I829ad6325f92c9162edf61046d3a46cb61e55a09,Idea0b7b18f9fa7de7c07b4310667d61d90b95171,openstack/governance,openstack/openstack-zuul-jobs
I773e581e8d044e87e45a10394cca25ecbe7603ad,I66da8324b0630ed68fdc05831cc59de047594126,openstack/neutron,openstack/neutron-dynamic-routing
I2d464ae339f057ea4ba08bd343b6a51c029a74f3,I19fc960131d1bebc7afcb2a9d0d8e0390936d75f,openstack/openstack-ansible,openstack/ansible-role-zookeeper
I74311e4c11b9dbb4858f119e109acfdaa8e81ff0,I934211aa437fc268288de06fc39545c98f1746c5,openstack/tripleo-ansible,openstack/tripleo-operator-ansible
I4b755da676d4c1b9ad05b47cd3dc7e2ba205197d,I0914194e2ac24b6bbfe21a5e597035cf79bd45ea,openstack/os-vif,openstack/nova
If07151305c2edf268cb650ec267e1f996446f711,I8caabe248b4a454f245aa2eedf36b2d63fd90e92,openstack/openstack-zuul-jobs,openstack/horizon
I9049dcd418fbb16d663ab8ed27b90c765fafc5d3,I76175e33f506e35112ab9e86724caa3aea8f546d,openstack/manila,openstack/manila-tempest-plugin
I0b81a7ade6d092b2c5481252219d2dbe903274bd,Ief59ce120dac57d3f75bcb7f084e620eb954fb45,openstack/tripleo-quickstart,openstack/tripleo-heat-templates
I2e37603b098880b778100613800496b01167b22f,Ib453aca52cb045b2888b3a079694c33b00e68722,openstack/tempest,openstack/ironic
I3ab86ed68c6597d4fb4b0f2ae6d4fc34b1d59f11,I3a41541ededb647a45f91cb17aff1c6c9b84ab41,openstack/ironic,openstack/bifrost
I6ec5a3e7a3626d1fcfdc9f2034c765e617e2057f,I8d6ca5a032806ddd3ebb8cd65b42642c06b3be3c,openstack/requirements,openstack/cinder
Ie7a6dd78d5af82a546e4d6a19ec5b256df8f64e6,Ia328a749f33537e07d02a7f595d0efc14994a029,openstack/openstack-ansible-os_octavia,openstack/openstack-ansible
I612315a459e891725850743e0af20e7934319577,Ia328a749f33537e07d02a7f595d0efc14994a029,openstack/openstack-ansible-os_barbican,openstack/openstack-ansible
Ib45ef9bfe5a64485b14f8ba526c1b9e4097092e6,Ia328a749f33537e07d02a7f595d0efc14994a029,openstack/openstack-ansible-os_ironic,openstack/openstack-ansible
I91151792d033a4297557cd5f330053d78895eb78,I82791614b62b540eb108e99ae8ee5ce62b36b42c,openstack/manila,openstack/python-manilaclient
I43f954879de6ce70237cb468e7ef1fbc2649edcd,I3c74f492d9d34eb8e16d9a203b5f02714b02f69a,openstack/puppet-cinder,openstack/puppet-tripleo
Ie9340cb51f9bafbb3f39a5d45a571f9c1ef4adef,Idd922d921fe52e9ca88ed84177d2eb81285bafae,openstack/openstack-tempest-skiplist,openstack/tripleo-quickstart
I6ccbcb6c79d6d5a83b422692fcfd4811a3cb09ae,I9bdbdca44fc7f1fb2e39e821a3c884b733979fab,openstack/requirements,openstack/openstack-helm-images
I2e37603b098880b778100613800496b01167b22f,If568e66a5fbdd5ca01a2bbe246742836e021135f,openstack/tempest,openstack/horizon
Ib27a507a0bf47881bff842bfb9185dd6aee837e2,Ie3bbbc80e4b2e7bca8e8b70fce1d31166220c6d3,openstack/releases,openstack/tempest
I3d8b36f5e9f4be89eaff848d8ba88a38ce5285e4,I5ac99e2b6c6e6ccd9da18ae68e1f8801f95f4f4e,openstack/ansible-role-systemd_service,openstack/openstack-ansible-lxc_hosts
I1ff4d48c05cef1022dc510df03104f36cdd7a953,I1772b65f1cc3830ac293a800a79d044a6ab69d65,openstack/keystone,openstack/keystone-tempest-plugin
Ifbca3e17e57ee0250def5a65c6855acc01b0a464,Ie7a6dd78d5af82a546e4d6a19ec5b256df8f64e6,openstack/openstack-ansible,openstack/openstack-ansible-os_octavia
I26c272b6c503e98fbbafca411d3eec47283bd6fc,Ib7025845656664bbbc44b4b7a160e6dfba4e783a,openstack/glance_store,openstack/glance
Ib1c55fb268d10c8ceb65e1d8394706814d5f0bb7,Ib7025845656664bbbc44b4b7a160e6dfba4e783a,openstack/devstack-plugin-nfs,openstack/glance
Ia438ee3b0aa1ba95aff014776e936516b83181ec,I99ee095bb692401d1a8dd5fff8c14a3579b09181,openstack/openstack-ansible-rabbitmq_server,openstack/openstack-ansible-tests
I0bc49ff6157721c9e2288c202c7791f0ca8bdacc,I57cfcf0d76ae9fa1331b9b2fad14ffb2d4c1b045,openstack/openstack-ansible,openstack/openstack-ansible-os_rally
I8c36196cd4b35de98cc3c1cabd8c8c2e03ecdae7,I6d13e1e985f8e3bbb97b0af7063b469cb4b2dbca,openstack/openstack-ansible,openstack/openstack-ansible-os_glance
I936aa89129aeda56af9d9a1407073fccf00b7170,I8eae97f9c60956049072de8b04e557671a8cdcfa,openstack/openstack-ansible,openstack/openstack-ansible-os_nova
I8fae9e2b138545e97cc60e32bbfb527c2e2072ea,I8ca059a4702471d4d30ea5a06079859eba3f5a81,openstack/cinder,openstack/tempest
I2e37603b098880b778100613800496b01167b22f,I4269fbb79e3fb5641aeefe7ae9ada3f81317b443,openstack/tempest,openstack/tacker-specs
I4a076fb0e7722ae29077252234675b7d0c27ab2d,Ia838b461cdb4f9c347bbe55c0769e0776d8c6e93,openstack/devstack,openstack/nova
I7371ea5e3cd27b1bd8789c17c50934cccace2ebe,I34c44b88468f4f70e94fe7a449642d2a70d7bd05,openstack/oslo.log,openstack/neutron
I7371ea5e3cd27b1bd8789c17c50934cccace2ebe,I72798f290223e77d234b1228837dd7bb1bafcc29,openstack/oslo.log,openstack/oslo.privsep
I72798f290223e77d234b1228837dd7bb1bafcc29,I27d64a094a8266b1571d0152cb029c38a452af43,openstack/oslo.privsep,openstack/neutron
I15bf3210818c783c8d33421de06f666dd4820cff,I60d0f722c0841832c60166a6fe3f51aed6d20c61,openstack/tripleo-ci,openstack/manila
Id010a392df0047d53dfab1c21cc78021c8c1aabf,I89a6014ffb40bc0935a348af7687684f3a71a968,openstack/puppet-pacemaker,openstack/puppet-tripleo
Ief75ccdc0fe5c6a197fc05bc481a5be096447558,Ia11f25fa8c36c6051a44994f2545e2b64a665593,openstack/aodh,openstack/python-aodhclient
Ibe18cf6737bab7903c7cf40d3bdf8797c21639f5,I5328e74ff36362a5cfbbf6e6e867cdffc4fc9ab8,openstack/tripleo-quickstart-extras,openstack/tripleo-quickstart
I709a826f75e64ab2a7f741891e0a3cc4aa6edf32,I2f91e9fea92a948b8ccc001c1091370741e51e81,openstack/openstack-tempest-skiplist,openstack/tripleo-quickstart-extras
I48e193ef29e56aa8639511c5b5dcddc70f5e1198,I758ba683c150ec0c2ab1903f3ff5304e5264a368,openstack/openstack-ansible-os_nova,openstack/openstack-ansible
If4d4250528e39ba4c9f11713088fc2412ab9e5db,I758ba683c150ec0c2ab1903f3ff5304e5264a368,openstack/openstack-ansible-os_neutron,openstack/openstack-ansible
Ie9340cb51f9bafbb3f39a5d45a571f9c1ef4adef,I93090eb788904775d7eeeff7da84ccd5c99f8da8,openstack/openstack-tempest-skiplist,openstack/tripleo-heat-templates
I687629530d1e342dd7f3c8e77334206101305503,I93090eb788904775d7eeeff7da84ccd5c99f8da8,openstack/tripleo-quickstart-extras,openstack/tripleo-heat-templates
If58bde4d5445ed5de420abc007db6bf8b8e43269,I59bf4e41f1f56c6bda2352b5613289ff73113342,openstack/charms.ceph,openstack/charm-ceph-osd
Id370dc35f1d56816b132a570694270e2bed235a4,I4b91180749f947d2a6874b76fb5d429829d8a658,openstack/cliff,openstack/osc-lib
Ia57b83c7d764e2bb4eda19a46034ff2d3353aff7,Ief75ccdc0fe5c6a197fc05bc481a5be096447558,openstack/telemetry-tempest-plugin,openstack/aodh
I0cea282152fd363af8671cab1b5f733ebe2bd4df,Ief75ccdc0fe5c6a197fc05bc481a5be096447558,openstack/devstack,openstack/aodh
I4b91180749f947d2a6874b76fb5d429829d8a658,I0247ae0b1e2d9ad89e97ae3f667cec23e7cac7f5,openstack/osc-lib,openstack/python-openstackclient
I6578cdc27489b34916cdeb72ba3fdf06ea9d4ad8,Id75b1506ff8cfc873e2bf6cbf51b73e671cd58d4,openstack/devstack,openstack/glance
If16d88a54d7b86f4afb7ad24df00f5f12ba69cd2,I7549373c9ebba0a618708924d4fce6c464639dec,openstack/requirements,openstack/horizon
Ief71e6e62ccc0654f4e1e71ccc53df66d5ffbfac,I9e12e395288db1fe59490b4075bb2d933ccd4d78,openstack/cinder,openstack/devstack
I9b34ac062d45b2b839dc9d6e0cdce696185890e4,I4f631d224404460138f4050b1b981d577b592544,openstack/ceilometer,openstack/aodh
I0d5d5c56a447e990b2fe72ff7fa220ac19c1dae9,Id31139b99d45c37c98aa5e0689eb9bbb78e23c8f,openstack/cliff,openstack/python-openstackclient
I2e02231d294997e824db77c998ef8d352fa69075,I6ec5a3e7a3626d1fcfdc9f2034c765e617e2057f,openstack/ironic,openstack/requirements
I17fa2775982e79b396c9f54c76f755603cf090d7,I8013f180b552fffb9c966c7329a3b6c3435fbc5b,openstack/puppet-openstack_spec_helper,openstack/puppet-openstack-cookiecutter
I53795e1f0a1b1e558aa886208b5a624bd3475902,I300d48775c73faebe9a56f00f39fe69417b48b9e,openstack/horizon,openstack/requirements
I739fc762d30c1810bafd2261d62041d4678fa6fc,I953d5f65dc5df79e5da7c8fa03e2bff88c6343ee,openstack/charm-ops-sunbeam,openstack/charm-nova-k8s
I1a2d7effbf634c0501c36c2b528eb5e3ceff1958,I76d1e65160c5c83d7b2108cfc1e8f0662055783c,openstack/openstacksdk,openstack/ansible-collections-openstack
I5953c39fd328bbf8547d369e3fbafb2b607a02c2,Ie52f1cad7183f24399f26336aa4cef48e35e25fa,openstack/tripleo-quickstart,openstack/tripleo-quickstart-extras
Ic783cfd564001a0bd00182725d26928ae6422c3f,I2239a70691833354262b17951db6133a8e258998,openstack/openstacksdk,openstack/project-config
I0b07b372cd4ca5b53a6b0710fac3d700f1130d79,I014ef50269fc195f582d6d7e5cfe49294025ee30,openstack/tripleo-ci,openstack/tripleo-quickstart
I2e37603b098880b778100613800496b01167b22f,I3faf27a64429ca4a078f96649aafac584cba0b9a,openstack/tempest,openstack/octavia-tempest-plugin
I2e37603b098880b778100613800496b01167b22f,I3b54eec1510fbfd4df9c0d1fd5cd9f8a8fa4a645,openstack/tempest,openstack/mistral
Ie605675e919263e38262a322958479e821a7c98c,I628612d3491e199c3756c013a10de0ee48033b09,openstack/glance-specs,openstack/glance_store
I7035c77bfc681c5af9db5349d029fa17b2cd9fda,I6ed502e8e581ef1d703079ee494d9f3bc4617833,openstack/openstack-ansible,openstack/openstack-ansible-os_barbican
If8b6bc069dc105d3c630567769bc4df8fce642eb,I8651bdc5d03eaea5923e5c8c2d2d4e2f4ae37d86,openstack/governance,openstack/project-config
If8b6bc069dc105d3c630567769bc4df8fce642eb,Iae3ace542b124618b374b662b84c04979d2edeb9,openstack/governance,openstack/requirements
Iefd4143f83f4df44b917180000a1aa57161b2811,If8b6bc069dc105d3c630567769bc4df8fce642eb,openstack/openstack-ansible,openstack/governance
I47bcd43247e0d589932b63cec782567d33d35f28,Ic6503074a3ff72d9a772d4c126ac3148e15ca75f,openstack/openstack-ansible-rsyslog_client,openstack/project-config
I2abe014ede0e3fa4ed07b22990c95beb2b847222,Ic6503074a3ff72d9a772d4c126ac3148e15ca75f,openstack/openstack-ansible-rsyslog_server,openstack/project-config
I8651bdc5d03eaea5923e5c8c2d2d4e2f4ae37d86,I2abe014ede0e3fa4ed07b22990c95beb2b847222,openstack/project-config,openstack/openstack-ansible-rsyslog_server
I8651bdc5d03eaea5923e5c8c2d2d4e2f4ae37d86,I47bcd43247e0d589932b63cec782567d33d35f28,openstack/project-config,openstack/openstack-ansible-rsyslog_client
I024db27d12ea33713bda0273d8748577cc89a38d,I84fd870b1cd19975a5bb832ed6fd6d18ec56eb5a,openstack/python-barbicanclient,openstack/castellan
I2e37603b098880b778100613800496b01167b22f,I15a8c86c8c7ae67e5683fd3acb747a6fcee5c7bb,openstack/tempest,openstack/kuryr
I2e37603b098880b778100613800496b01167b22f,I4b6e3d2433e289856208531f9d6b01b79296d56c,openstack/tempest,openstack/freezer
I2e37603b098880b778100613800496b01167b22f,I4cd6001e868a5cb397b0c14cf76c650574da8f7e,openstack/tempest,openstack/designate
I2e37603b098880b778100613800496b01167b22f,I2176f72cef442be681900ede5839adef013581ca,openstack/tempest,openstack/magnum
I2e37603b098880b778100613800496b01167b22f,I5c52fdb2ac76c605dcb5ad09740fa2d681376903,openstack/tempest,openstack/masakari
I2e37603b098880b778100613800496b01167b22f,Ia8a360ac7e4a40e6b6e86f14a05b718d1c853000,openstack/tempest,openstack/masakari-monitors
I2e37603b098880b778100613800496b01167b22f,Idf2790a659bebc6b18b0079cd47b9999c32aa047,openstack/tempest,openstack/murano
I2e37603b098880b778100613800496b01167b22f,I65fe583264f1e4f442c8cb3a652bf9461a65eeb9,openstack/tempest,openstack/adjutant
I7be6520b338b5578b04631cfa04a9122c735959c,I14859a19f386676fd687ea601f2d31298cf35e84,openstack/openstack-ansible,openstack/openstack-ansible-os_neutron
Ia438ee3b0aa1ba95aff014776e936516b83181ec,I1943f183d42893b6d5b9c19d42221f7cb2e458c2,openstack/openstack-ansible-rabbitmq_server,openstack/openstack-ansible
Ie3adc3cd8d2216aa4284b5cde19dfc04b0605225,I1ad7b8c1b5e3216d8b171147100fd85a807bf586,openstack/tripleo-ci,openstack/tripleo-quickstart-extras
I96412f44193613d32a8752e8ecfec9324b4fd0fb,Ie3adc3cd8d2216aa4284b5cde19dfc04b0605225,openstack/tripleo-ansible,openstack/tripleo-ci
I59cf9170c4f19ecb58b4b378d2b0accb699381fc,Ie3adc3cd8d2216aa4284b5cde19dfc04b0605225,openstack/tripleo-quickstart-extras,openstack/tripleo-ci
I1aa094138e66bffd02d1bbcce3db79c7fd4058c4,I48b51369b435fbcafca1fe03a59b83981da98fdd,openstack/charm-ops-sunbeam,openstack/charm-glance-k8s
I0808b0866d02a5044d05cddccab6ff7bab8e1a57,Ia438ee3b0aa1ba95aff014776e936516b83181ec,openstack/openstack-ansible-tests,openstack/openstack-ansible-rabbitmq_server
I06398428f82b3617a0e8b04d86cd6a839b143263,Id3078c9d43ca9cb05a69730434e047a576076a83,openstack/cinder,openstack/cinder-tempest-plugin
I2e37603b098880b778100613800496b01167b22f,I6b46531a21e5cc50f7a7cad0abeb2b8afea1b6b3,openstack/tempest,openstack/keystone
I2e37603b098880b778100613800496b01167b22f,I0c579975e20a121cdee269303bb2b639fb71eeac,openstack/tempest,openstack/kuryr-libnetwork
I2e37603b098880b778100613800496b01167b22f,I1445a87a7d0897ccb5de72d5339472937ac3efd5,openstack/tempest,openstack/freezer-api
I2e37603b098880b778100613800496b01167b22f,I88d406c5b9b091aadd16bfd6b67c8d0a41e9f2ab,openstack/tempest,openstack/cloudkitty
I2e37603b098880b778100613800496b01167b22f,I8327e367e747e28f4cd3eb0699789ebcc274ef0a,openstack/tempest,openstack/cyborg
I2e37603b098880b778100613800496b01167b22f,I23f0e94b2e1b5f3266dedb6491d49d7054831b83,openstack/tempest,openstack/barbican
Iba86cd119e1aeec892c2b663c994778b63767e3e,Ib5e6289e1d58bd368f53c1f35aef27c17dd0c920,openstack/skyline-apiserver,openstack/skyline-console
I588f62a1ab7dc32fcfb41e3f62fe3281b84674cf,I03aaecd4286535ae80aca249778ea9b209b87129,openstack/openstack-ansible-rabbitmq_server,openstack/openstack-ansible-os_mistral
Id5a256757758c26ae73e33a7311f3a94acea52e9,Ia117189294c06dfc859e6a23cd9d20aca4d7c95f,openstack/neutron,openstack/neutron-lib
Iefe8ad601b305e3fdab7548e1d3357493491d3e9,I8e9465a8c1915ffc7e54510e9961d5f386559533,openstack/charm-ops-sunbeam,openstack/charm-neutron-k8s
I9c0abe546aeadc1365d9e1156c5fb27c5e543b66,I94ce2ba9838f91c815b5d01d2138c23bf74b660a,openstack/python-tripleoclient,openstack/tripleo-quickstart
I337453a116e2a57154a619d300d0f052d6110bbd,I94ce2ba9838f91c815b5d01d2138c23bf74b660a,openstack/tripleo-heat-templates,openstack/tripleo-quickstart
I63381e792c302bf1478d9323e1848e44d77b90aa,I94ce2ba9838f91c815b5d01d2138c23bf74b660a,openstack/openstack-ansible-os_tempest,openstack/tripleo-quickstart
If2c33590258c90ec8d522bad5545b6f626c9772a,I7035c77bfc681c5af9db5349d029fa17b2cd9fda,openstack/openstack-ansible-lxc_hosts,openstack/openstack-ansible
I0bc49ff6157721c9e2288c202c7791f0ca8bdacc,I5b17878d497504f7bd97b2dccd72ecc28484b249,openstack/openstack-ansible,openstack/openstack-ansible-rabbitmq_server
I0808b0866d02a5044d05cddccab6ff7bab8e1a57,If2c33590258c90ec8d522bad5545b6f626c9772a,openstack/openstack-ansible-tests,openstack/openstack-ansible-lxc_hosts
I0bc49ff6157721c9e2288c202c7791f0ca8bdacc,Ie799e9b603f8eca95ea29b16c46209628931c340,openstack/openstack-ansible,openstack/openstack-ansible-tests
Ia9984e072e90bcfca1758d114297b07ad68e082e,I0bc49ff6157721c9e2288c202c7791f0ca8bdacc,openstack/openstack-ansible-os_rally,openstack/openstack-ansible
Ia438ee3b0aa1ba95aff014776e936516b83181ec,If2c33590258c90ec8d522bad5545b6f626c9772a,openstack/openstack-ansible-rabbitmq_server,openstack/openstack-ansible-lxc_hosts
