Source,Target
518832,515333
578558,576227
579151,567530
579071,567530
441221,442016
445452,442016
577322,577528
588848,576242
578867,578868
538908,537936
563492,572235
545724,512209
579208,579628
579208,579610
537015,537446
547762,537015
522761,522802
521754,522802
522871,522802
525155,522802
525257,522802
578842,579487
574982,574975
574984,574975
574978,574975
574985,574975
574986,574975
574980,574975
574129,574975
574983,574975
574976,574975
578008,579047
578849,578850
578812,578813
579208,579595
579208,579586
579208,579598
480018,566493
579208,579643
579208,579389
578842,578855
580599,578082
579208,579641
574847,574850
578852,578853
578800,578805
572720,579480
576043,576437
578808,578809
579208,579605
579208,579633
579208,579642
579208,579636
579208,579629
579208,579403
579208,579619
579208,579638
579208,579640
579208,579639
579208,579617
579208,579621
579208,579624
579208,579614
579208,579623
579208,579622
579208,579380
579208,579567
579208,579379
579208,579578
579208,579378
579208,579376
579208,579584
579208,579375
579208,579574
579208,579589
579208,579374
579208,579373
579208,579572
579208,579213
579208,579575
579208,579569
579208,579396
579208,579539
579208,579565
579208,579564
579208,579566
579208,579548
579208,579554
579208,579388
579208,579404
579208,579400
579208,579387
579208,579401
579208,579398
574181,574182
576041,576495
576098,576495
579208,579588
579521,579525
571741,571751
575064,574991
584322,578056
572720,573488
581445,578879
568954,568956
568943,568954
568942,568943
540348,485261
579111,579112
579111,578762
576053,569547
575490,545351
577073,577074
687076,575845
571952,571972
578862,578864
576247,576562
559783,528213
575207,575238
566475,554304
573897,574706
557572,559977
605375,575911
569571,569572
550747,550749
578736,550749
578752,578740
569112,568271
578381,578382
550920,567206
569071,577030
578504,578505
576247,571990
576883,575281
577322,577551
578379,578381
619697,578412
619697,578416
530509,551336
571785,571793
574834,571793
576883,577605
577151,577158
576954,577158
576000,533809
578481,578478
578482,578478
578483,578478
578484,578478
574717,578688
574836,574839
564176,566253
578281,574717
316801,339479
578304,558762
571759,571773
571794,571798
576393,576467
576428,576467
576851,576866
577386,577400
465783,465787
570159,570158
578252,568828
578344,578304
578504,577834
577534,577586
576971,577151
577155,577151
576954,577151
575938,575957
575723,575957
575993,575957
575938,575948
575961,575960
510183,510184
483440,483413
483397,483413
566877,566882
504454,504469
504454,504468
578195,577656
573306,572807
576169,576171
578195,577760
577111,569090
576954,576883
577322,576883
576001,577817
533252,532949
563482,563492
577322,573503
577322,577592
577322,577607
577322,577604
577322,577606
576979,576983
574859,574860
577796,576001
576954,576884
577322,576884
578004,566350
575801,575925
577322,577517
576499,576167
575099,574764
577322,573526
575346,566801
577322,573496
577322,573502
575936,575937
577322,576891
577795,577811
577137,577448
456791,456898
575450,575484
575624,575484
575196,572215
574124,574126
565805,565835
576612,576615
574051,574052
577147,575448
571938,571939
577139,577141
577563,577566
570091,570074
570278,570074
576989,576954
577291,577294
577290,577291
570278,569272
575064,574989
568798,565469
569881,561049
576476,576478
577106,577088
577068,577047
575826,572653
576542,576569
576542,576628
576542,576629
576542,576571
576542,576560
576542,576631
576542,576626
576542,576627
576542,576570
576542,576625
544296,558197
576241,576295
577155,577148
525994,542243
574888,574479
576521,570776
576428,576436
576858,576865
576851,576865
552243,552814
560641,560112
569741,537668
574804,558530
571640,571641
576678,576691
571774,571776
571755,571757
576135,576401
573728,573729
573712,573713
576612,576613
576851,576863
575124,575183
554314,559728
575242,575246
572736,575245
575360,575242
447276,575090
529077,575090
572736,575090
575438,575462
576156,576241
576239,576241
569952,569972
574376,574412
567779,567987
564413,486475
575093,575102
574707,574708
575262,575168
575938,575941
575938,575949
575938,575947
575938,575945
575938,575939
575938,575946
575938,575943
575938,575952
575938,575940
575840,575841
568403,571035
575849,575848
576103,576077
574842,574853
575467,574908
575267,574908
576010,575341
575964,575965
575963,575965
575988,575965
575987,575965
575964,576002
575964,575963
557925,575423
575801,575324
500396,574890
575193,575196
575442,575363
421288,392959
421389,392959
575442,566091
574149,572243
575132,575612
548353,548359
575563,575564
575916,564561
573754,573758
575801,575802
574525,574526
575502,573748
571501,566696
599067,565600
564180,564067
575568,575569
563022,555252
563024,555252
576521,571500
551016,551019
574853,574916
574842,574916
569565,569578
571500,570283
639820,571897
573630,573225
573110,573630
575086,575007
574145,574123
575132,574997
575564,575565
568640,557935
571631,574101
425622,568616
564160,564254
550985,551016
551285,551016
551290,551016
574517,574519
557925,575397
574504,575114
574504,574873
574382,574276
557925,557823
538953,539045
573394,573398
551372,551290
574049,574050
574485,568403
500935,502180
573057,573384
573385,573393
573387,573393
573389,573393
573391,573393
573390,573393
487731,480018
574914,574915
574393,574402
572362,572406
545473,567317
574718,558170
567459,567460
572292,572293
574055,573689
574933,574934
572802,573209
574801,574382
575059,574382
569542,569532
574047,574048
574044,574046
555034,555440
569612,569608
568127,568137
571724,571733
564328,573684
573677,573684
570385,570920
573665,573202
574375,574394
572551,572556
572371,572527
571631,574744
574838,574840
568364,568393
568650,568393
563588,563577
574707,535776
562531,566384
568297,568513
570902,572306
570902,572297
574200,549289
580386,564179
574589,574621
570902,572308
572220,572217
572221,572217
574375,574376
574374,574375
571061,567830
568529,568728
565805,565817
561457,561458
572750,572783
572065,572067
567179,570365
571433,571522
556015,556774
572095,544296
572124,544296
572390,544296
572391,544296
571496,571504
564148,567179
573659,573664
573110,572806
572736,573680
571556,569923
571398,572797
562302,562323
557520,559170
572350,572352
524415,524416
571774,571775
572945,572941
576085,573723
573415,573723
572554,573619
572554,573215
572036,573207
561075,560741
572036,573615
571735,571738
569445,568989
569520,568989
571785,571790
641090,571277
571781,571783
572736,573685
572736,570823
570823,573682
571260,573623
573426,573427
570907,572036
571556,572999
550269,573307
566527,568783
573642,572111
571926,571927
571937,571938
572016,572017
565221,568174
570907,572037
572109,572292
555034,555630
567779,565221
572413,572531
572565,572531
571373,560759
523972,523974
544296,566481
572413,572703
572565,572703
560574,572703
571692,572386
427970,463865
477733,463269
568297,571692
563330,563326
569445,560574
569520,560574
572366,572365
568593,567157
459445,459774
570860,570770
570907,572038
575826,561383
572251,572252
567688,572353
567688,572351
555034,555964
570216,558425
570148,558425
571753,486905
500872,486905
494043,486905
571240,571238
572277,572109
567688,571333
553689,523909
545712,572016
567779,568209
563149,567745
571755,571756
571794,571796
571724,571731
571781,571782
571741,571750
571759,571760
570485,567073
567688,567037
571714,571715
571918,571829
571997,570482
571689,571690
566956,566958
571427,571521
619133,568673
571425,571494
571406,571137
571689,571452
570678,570681
570680,570681
571537,571540
571024,571025
570959,571462
555034,556138
570907,570960
569655,564127
569569,569447
527343,563149
571770,571742
569445,558620
569520,558620
569445,564015
569445,564030
569520,564030
569445,563758
569520,563758
569445,564325
569520,564325
569445,562026
569520,562026
569445,564301
569520,564301
550681,543423
570060,570447
570466,570467
571260,571271
571260,571269
571107,567688
571735,571736
685342,571772
571542,571567
569672,571029
569672,571028
569672,571027
563563,569196
570446,570449
571260,571266
458820,571167
570906,570905
385045,391584
571714,571064
571406,571150
571640,570873
570060,570461
571540,571564
556703,556709
568867,568868
570822,568769
553630,558244
570601,570914
570868,570914
566559,567196
561650,567196
564483,567196
568022,568394
570869,571454
567896,570349
570823,570888
570329,569102
570300,570623
569688,569699
568946,571355
555034,556241
568621,568810
564341,566606
571260,570817
571094,571093
639803,564341
568726,568727
555367,570059
555034,555922
569447,569570
570928,571000
570929,571002
555034,555572
555034,556139
565805,565833
555034,556128
521225,564366
640627,570193
567078,567079
569672,569864
568403,569865
569688,569865
569696,569866
571714,570413
405001,418562
568621,568809
568621,568812
570909,570929
570907,570928
531011,459623
570879,570930
570879,570868
555034,556300
568207,567779
559155,559675
558855,559675
561518,559675
569789,569791
570760,570761
570329,570374
570670,570374
564279,564507
564160,564233
568550,567833
554191,563283
554191,563282
554191,563281
554191,563280
554191,563279
554191,563278
554191,563277
554191,563276
554191,563275
554191,563274
554191,563273
554191,563272
554191,563271
557693,557694
13421,557694
567831,567551
601554,569805
565805,565829
567800,567865
561482,561808
561734,561738
568138,568089
566959,567032
567038,567032
406394,406395
561386,561387
561401,561402
566199,566939
563103,563105
569898,569899
523972,527445
549267,549271
569393,549271
550920,523972
569888,569890
568939,569925
565916,565918
566107,565918
566108,565918
566111,565918
564786,564787
565611,565613
562568,562569
567538,568604
568222,567243
569702,568260
569426,569432
559633,561602
567006,550800
558344,569920
569945,569431
565640,566698
492311,566379
566944,567275
555034,556192
571677,553501
569854,569932
569854,569930
567955,566199
559492,559451
569198,569271
566364,566332
566526,566332
569288,569807
568939,568641
499022,498813
558344,558451
569830,569831
562155,561920
566364,566526
601554,569154
549737,550108
565805,565810
561377,566507
561377,566506
569556,569448
566959,567030
567029,567030
567038,567030
567034,567030
567053,566422
568951,568950
535327,504939
504822,535327
568024,567526
568838,569106
567550,567596
568024,567596
569068,569072
568893,568938
568863,568338
569389,569390
568481,568492
568324,568871
568964,568899
568481,568485
567043,569293
548283,548284
566959,567043
569195,569278
563331,566926
562544,549012
563100,549012
569198,569200
528060,528000
471969,413278
567060,568931
568946,568931
563563,563498
545458,552186
565040,568036
567971,567974
493503,451425
568341,568389
568347,568733
524748,524750
565048,564972
566393,566067
566067,568928
568573,568324
561500,562102
567550,568341
568680,568347
567526,567535
568366,567667
568640,557938
568621,568581
567057,567062
567055,567062
558344,568460
582428,568346
583287,568343
568443,568340
564049,555007
565805,565824
566207,566209
554926,558424
558768,558424
559323,558424
566536,566535
558344,558431
569920,558431
568631,568634
568495,568474
568154,568155
566904,565233
566905,565233
567736,567742
559926,554926
565840,565843
560031,560083
560949,563690
564811,567165
419642,521449
561160,497457
563106,563114
563111,563114
558344,558434
567463,568182
558065,568079
466827,521229
566959,567042
568022,567205
566006,568222
566540,566541
562606,560308
562599,560308
562276,560308
562188,560308
564259,560308
559116,359061
566959,567034
566959,567038
566959,567045
566959,567031
566959,567024
566959,567047
566959,567041
566959,567035
566959,567029
566959,567048
566959,567016
566959,567017
566959,567015
566959,567014
566959,567018
568196,568172
568152,568153
568145,568149
226137,226147
565699,522685
564711,564099
564517,564519
567684,567956
565805,565825
567804,567794
565838,565840
565836,565838
538949,476704
480697,476704
567602,564494
397074,397528
532128,534611
565877,566176
562606,563667
555945,565611
565608,565611
566867,558725
562606,566315
453144,451931
562606,562607
562599,562607
555945,565608
562606,566093
555034,556085
567572,567574
568222,565828
566006,566009
567386,567391
567386,567390
567386,567389
567386,567388
566086,565225
517445,518118
526414,537471
564819,564830
565498,565877
562299,561192
566944,566051
565805,565826
549015,549016
549016,548742
543026,543027
532540,532541
564463,564466
509229,502297
565805,565832
563040,563113
566852,566853
566559,550823
561650,550823
564483,550823
477552,476448
477552,415179
510684,554619
580386,564177
550282,566724
566769,566770
558969,566770
564275,564276
562567,562568
566678,566680
564074,564075
563087,550563
566269,566243
562532,566550
555402,557326
566414,566415
566145,566214
550282,550835
563883,563882
554611,560839
547119,565914
565915,565914
566501,566502
544813,548259
538146,543200
565800,560353
565800,560352
565800,560351
565800,560343
552254,552255
555034,555353
563512,559008
508755,508756
561927,564222
564225,564222
333990,527812
655200,425060
565028,565029
560120,560121
555648,538147
563214,562968
562019,562086
484973,333990
508886,565511
564267,566312
558344,558454
626752,563474
564545,564747
508886,565512
565805,565844
565805,565937
565805,565934
565206,565209
565807,565647
555034,556078
565805,565834
565504,565507
565186,565187
564765,565202
562615,562617
563323,563330
484473,484341
446136,565598
431229,565598
446643,565598
488849,565598
564122,556522
561613,564044
558089,554577
563573,563572
564329,564559
563879,564118
565280,565282
559475,559476
560006,559281
560879,565528
565504,565505
529936,534083
561459,561460
557645,557635
547765,564786
560879,560880
591409,563736
565504,564885
565300,565343
567831,562818
563359,563414
550577,560578
563769,560578
562134,561362
560374,554522
557295,550464
564329,559028
558965,559192
565036,565037
565030,565034
554224,554573
559081,559080
563087,560513
563087,555885
557896,558098
508259,510684
507963,510684
576000,561710
563341,563737
559927,563977
560802,561159
563736,563786
557989,559074
564460,564465
564459,564464
564237,560802
555034,555299
555402,555299
564279,564247
558927,558931
438266,438196
555031,555032
563197,563198
556490,560868
549252,548331
559110,558887
557331,557292
564327,564329
563717,562459
564275,564278
563359,562008
563935,563937
557927,552145
563806,563793
563806,563791
561941,561942
560824,561941
563578,563552
558510,551271
562870,563180
563682,562870
564016,562870
563601,564115
526950,526952
526951,526952
560690,562879
562392,562820
557930,562806
526951,526950
555034,555822
522406,507963
508259,507963
563717,563210
563736,564043
561361,560635
563238,563174
563870,563175
563806,563317
559927,559024
563806,561657
563806,561656
562924,562871
521221,556743
531896,531890
558199,559029
558199,558790
558786,558790
582426,558790
558199,558189
557476,557570
562007,521249
561635,561638
563771,563773
555034,555352
563245,563627
560578,563770
544598,563212
558344,558437
550505,550507
563177,563142
555034,555820
562912,562923
557439,557441
548916,552733
555034,555824
555402,555824
561235,563177
562387,562384
525686,552064
545281,552064
554831,552064
545477,552080
559753,552080
557954,558039
557035,558039
557035,557725
557705,557725
562151,556824
551698,551702
556281,516646
555034,555821
562100,561500
563119,561963
563120,561963
555034,556266
559943,559967
561025,561038
561036,561038
550577,553898
555034,556141
555034,555622
555034,555290
544598,539615
555465,550577
559387,550577
561482,561484
561904,562614
561845,562564
562003,562362
424256,562804
555861,562896
560674,562896
563006,561364
560860,560861
632586,560861
546966,548306
540201,538336
506182,557930
554314,554317
561845,557937
561904,558536
558206,560287
561825,555891
562324,562367
562529,562533
560828,560824
555034,555625
558724,560144
562320,562324
559416,561778
561788,561751
562252,562034
543569,560625
555034,556056
580289,561546
552571,552640
562298,558609
561881,561236
561301,561302
555034,556041
632585,547318
632584,547318
561553,548974
560233,560230
560233,560207
560233,560212
560233,560222
560233,560221
560233,560213
560233,560223
560233,560211
560233,560229
560233,560208
560233,560226
560233,560209
560233,560216
560233,560217
560233,560203
560233,560201
560233,560218
560233,560224
560233,560220
560233,560227
560233,560214
560233,560195
560233,560197
560233,560225
560233,560215
560233,560205
560233,560204
560233,560202
560233,560196
560233,560206
560233,560210
560233,560228
560233,560198
560233,560200
560233,560219
560233,560199
560233,560194
355678,319040
552506,552526
561178,561926
561296,561299
561280,561288
561208,561207
555034,556196
555034,555405
560824,560925
561178,559760
561208,558866
562307,555312
561589,561628
561844,555111
559537,559539
555832,555830
555034,556083
558424,560259
595887,558952
558430,558463
558211,557645
533021,559117
561358,560886
561282,560886
561516,559933
533021,559114
559144,559114
559753,560404
555034,555754
526088,526076
524644,524649
526088,526337
526337,524644
526723,526724
559633,462171
555034,555756
555034,556142
523691,523712
555402,556835
559781,559788
560233,560193
560233,560190
560233,560191
560233,560192
561427,561419
560679,561334
555034,556130
561594,561429
557775,557910
384559,429793
560109,560111
533021,560457
561252,561253
557015,557116
560946,561141
533021,561112
553139,557868
558344,558442
558344,558436
558344,558449
558344,558445
558344,558453
561055,561057
559140,560558
546024,558893
559210,549624
561252,560624
546024,561043
559753,559755
561044,561046
560946,560951
555450,553139
553653,555450
560844,560300
558344,558446
558344,558448
558344,558444
558344,558443
558344,558441
558344,558447
558344,558340
558344,558438
558344,558452
558344,558439
558344,558435
558344,558460
558344,558455
558344,558432
558344,558440
558344,558433
500554,489451
555034,556303
555034,556131
559771,559773
551008,551011
550984,551008
559950,560045
555034,555359
555034,555626
557737,557730
521221,556741
559140,559179
558644,558621
549785,553401
559930,556794
559935,556794
559935,559930
553388,518670
555034,555890
555402,555890
555034,556147
521346,538612
559377,559378
558204,558205
518983,518998
559322,559323
557856,543034
555034,556042
559836,559837
551441,551442
559436,559437
539731,542591
555034,556134
555034,555484
555737,554493
559311,559312
559311,558855
559407,555811
562281,559964
555034,556301
550421,550431
533713,536613
559462,559268
557281,557296
447139,555934
557693,557692
556888,559165
555034,555357
559462,559631
559259,557972
491346,491349
567800,556797
555034,555483
558217,558032
559693,559695
558362,557842
497973,497974
553937,553938
559253,559238
555034,556127
555034,556257
558566,556257
559253,559248
559253,559213
559253,559244
559253,559246
559253,559228
559253,559218
559253,559243
559253,559240
559253,559221
559253,559227
559253,559239
559253,559241
559253,559225
559253,559232
559253,559220
559253,559215
559253,559234
559253,559216
559253,559231
559253,559236
559253,559223
559253,559226
559253,559245
559253,559235
559253,559229
559253,559214
559253,559233
559253,559242
559253,559224
559253,559230
559253,559219
559253,559237
559253,559222
556363,556365
553800,553368
525283,526706
540852,540795
555034,555826
555780,555819
555780,555789
550787,548167
558999,557595
567800,556798
559038,559039
542201,547058
557320,547058
555034,555757
534715,537403
555034,555412
515407,522842
558508,522842
559311,558850
557927,557932
542945,543054
543255,543259
543145,543261
556696,556694
558506,558581
556888,557981
558922,542556
558235,558236
557875,557122
558811,558809
555034,556057
545328,556979
557775,557911
557035,556787
557705,556787
558527,558532
548245,540443
563250,527773
547167,547512
555419,547167
558507,558523
505769,436798
532648,436798
532305,436798
436798,535964
436798,535962
436798,535961
436798,535959
436798,535956
436798,535955
436798,535954
436798,535953
436798,535950
436798,535949
436798,535946
436798,535943
535927,535943
436798,535941
436798,535938
436798,535935
436798,535934
436798,535931
436798,535928
536610,535928
436798,535927
532940,532948
436798,441579
558664,558667
556844,556846
557988,557335
555034,556207
555402,556207
558344,558361
545370,545297
558344,558450
558361,558674
556805,558464
558578,558584
558664,556673
529878,529834
530138,529834
555034,555446
557688,557691
557689,557691
557690,557691
540979,540980
541439,541440
556637,556638
558084,557012
555049,555052
555034,556126
514728,513082
555041,555049
701064,554863
552253,552254
552252,552253
555034,556258
556773,555681
556773,555684
556636,556637
541402,554659
541402,554660
541402,554637
541402,554633
553048,540114
557837,557704
548655,553925
544548,544553
553756,553924
558119,558120
556303,557379
557683,557877
557974,557956
555034,555297
553427,557322
555034,556167
555897,555900
555707,555712
552672,552673
509062,513515
555034,556267
556398,556399
554875,554876
552833,557852
554376,554377
543455,545109
543455,547325
555424,543455
557434,557440
457772,459505
555034,555408
555034,555943
555034,556170
384559,428974
555034,556172
556833,557019
557154,557192
555034,556202
556840,551344
555034,556286
555034,556203
555034,555491
555402,555491
555034,556285
555034,556062
556833,556772
555034,556064
555034,556070
555034,556066
555034,556067
555034,556061
555034,556060
555034,556063
555034,556069
555034,556080
555034,555291
555034,556079
555034,556071
555034,556065
555034,556081
555034,556077
555034,556068
555034,555912
542906,557452
542906,557451
542906,557447
542906,557446
555034,555629
553403,553427
555034,555967
555034,556059
555034,555944
551849,551848
555034,555965
552899,554675
557218,557266
524438,447505
548200,550505
555034,555566
541442,540087
557176,557285
549785,549786
550130,555601
554990,551966
551959,551966
554889,551966
555308,551966
555034,555570
555034,555568
553689,556677
555034,555883
556886,556860
555034,556140
555034,555889
555034,556166
546942,552512
555034,556204
556688,554977
557016,555046
555034,556174
556050,557113
555034,556268
555034,555486
554662,555799
554662,555796
554662,555798
555034,555884
550130,556601
554662,555797
555034,556129
555034,555921
555034,556296
556599,555873
555034,556040
554990,555362
555034,555937
555034,555564
555034,556194
555034,556173
557729,547321
555034,556291
555034,556248
555034,555886
555034,555888
555034,556082
468632,532793
556279,556295
556281,556479
556280,556478
555950,555424
555034,555887
553936,552889
555034,555960
521346,536931
543463,543464
555614,552047
555034,556193
555034,555959
547813,547814
555034,555488
555729,553768
552969,553753
555729,555730
555034,555569
555034,556187
555034,556206
555034,555936
555034,556238
553689,523944
528988,521346
284725,285157
555426,555429
554662,555802
555034,555942
550759,550732
551309,550732
556637,550112
556636,550111
555034,555624
555034,556299
555034,555917
555034,555411
540473,540072
540473,525686
556294,556470
555034,556252
555034,556168
555034,556270
555034,555958
555034,556249
555034,550603
555034,555409
550130,548103
555034,556282
555034,555935
555034,555567
555034,555447
547812,547813
539186,555800
555034,556036
550028,556211
555034,555755
545328,544002
555034,555443
555034,555444
555034,556132
555034,555410
555034,556133
556279,556469
556280,556467
555034,556260
555034,556205
553371,553372
555034,556190
555034,556287
556294,519419
556253,556250
555034,556289
556398,552647
553392,553393
555034,556169
552989,552963
556253,556278
555034,555918
555034,556243
555034,556084
555034,555296
555034,556246
555034,556290
555034,556244
555034,556288
555034,556247
555034,556191
554705,554685
555034,555940
555034,555939
555034,555913
556253,556251
552723,552724
555034,555758
555034,556208
549842,549774
555332,550265
555034,555759
555034,556144
556137,556148
555034,556201
555034,556145
550028,550029
554689,554642
555034,555916
555034,555760
514463,515144
555034,556026
555034,556039
555034,556038
555034,556034
554383,554389
555034,556033
555034,556032
555034,556031
555034,556030
555034,556029
555034,556028
555034,556027
553788,555326
555034,555628
546626,554302
553371,551976
555034,555941
554662,555773
555034,555351
549780,549785
549781,549785
549783,549785
547107,547120
554662,555779
555460,555457
549780,549783
554662,555770
554662,555805
541420,555496
555034,555441
511910,511691
548938,548666
551926,551929
555702,555701
555702,555705
553975,553977
552861,552866
550491,550496
555034,555407
474931,474932
474897,474931
555034,555294
549780,549781
554754,554756
555034,555490
555176,555163
553653,553655
555034,555293
555215,555218
565288,527079
553788,531322
555034,555356
555034,555350
554385,554382
434184,434186
555034,555360
555034,555298
555034,555289
548974,554996
555176,553436
567845,549746
204199,181192
552865,550387
553703,553706
553006,552956
553003,552965
552998,552948
491498,428053
554402,554350
553000,552953
552995,552947
552996,552945
552992,552959
552994,552951
552997,552962
553005,552949
552990,552946
553007,552966
554875,539847
544813,546671
543989,543930
553009,552960
552999,552957
552993,552958
554402,554348
554402,554349
554415,554417
553001,552961
552991,552954
542223,553399
503741,503444
546310,546311
553689,525203
548264,547824
553724,547824
553326,553439
548264,553724
508397,508398
550537,550538
546678,546679
555729,553782
541262,541264
551286,551287
551406,551401
553756,548655
555263,529784
567845,549745
548655,553763
554105,554109
553841,553797
342655,375199
553897,553899
548572,548593
550597,550599
550592,550593
553627,553546
547768,547769
571677,550987
530931,546942
469503,552816
544281,551792
552433,551983
551978,551980
514675,514688
554091,554092
550339,550340
528989,528988
550996,550999
546649,546663
515490,515407
545142,545210
470165,469503
470172,469503
551866,469503
553127,553128
553191,553157
553113,552852
553112,552851
325527,325529
553117,553118
553286,553152
554191,538254
550023,553624
521225,548102
553690,553693
159382,545729
552889,553280
553621,553570
553673,553674
553623,553498
553462,553357
515730,512699
545436,512699
523972,551197
550023,526017
552680,552682
553462,553350
547447,547334
531233,531888
552781,553325
552382,553325
511026,513521
535208,530208
550739,530208
554191,536361
554191,542804
549635,549643
552579,552584
550218,548504
551007,551009
551696,551009
551696,551700
550830,550475
550831,550475
552969,552564
552689,552694
554191,535978
554191,538261
554191,543451
554191,544009
554191,538294
554191,542896
554191,538229
554191,542794
554191,538247
554191,542850
552652,552665
551754,551755
552015,550972
540358,552516
548717,548355
548355,544052
549664,552150
540358,531426
538949,512225
551838,551839
395572,397473
550806,550813
488874,551326
545477,545762
549220,545762
551375,551291
539910,543907
545281,546670
549269,546670
536744,536746
550795,550804
550795,550796
550874,550796
550795,550801
550795,550798
550795,550791
551858,551883
427970,446631
551841,551870
551845,551873
551852,551876
551854,551880
551850,551957
551855,551958
551856,551965
550874,550795
551418,548131
547910,547826
543399,541153
551209,551215
551212,551215
551211,551215
551202,551217
638078,548501
437544,539939
551202,551212
551202,551211
551202,551209
551754,548293
551690,551717
551423,551690
548408,548071
546917,548071
537882,540640
509290,509299
478573,478536
478573,478560
526885,533019
550727,550415
526885,533018
548264,548516
547606,547516
549473,549474
573307,550102
543353,550339
528483,528484
547328,548352
550033,550190
550269,550135
516519,526983
541402,536910
550755,550756
697632,545263
550553,550554
544878,544879
550817,550829
550282,550134
548655,550797
550272,550274
550613,550274
550396,550401
549341,549347
549343,549347
549345,549347
549346,549347
549348,549347
549343,549352
549345,549352
549346,549352
549348,549352
697626,545260
549345,549343
549346,549343
549348,549343
549345,549351
549345,549344
522300,522302
546544,550575
546544,550480
468252,507532
543067,543001
550567,548402
550289,550567
549283,546974
546544,550463
550289,548401
549852,549837
549280,549281
549345,549348
549345,549341
549346,549341
546319,546331
542201,549966
549345,549346
550396,548337
550235,550253
547348,547057
540956,544685
503533,504335
540816,550026
536404,550093
546154,546305
520752,520751
478573,478547
549233,549247
549993,549817
549814,549817
549784,549817
547109,547108
549784,549878
536844,536350
536177,536350
536844,545074
536177,545074
543399,513204
549624,549611
549609,549611
544813,544272
536844,545093
536177,545093
550082,550084
548942,548945
549977,549980
545824,545827
546571,546572
546075,546091
543353,549907
543353,549908
543353,549909
543353,548430
549871,549874
546044,546049
546049,546050
536404,536469
548416,548398
549852,537881
546695,546694
547970,547975
549520,549521
546906,547328
548702,549310
548393,543130
549752,549753
547107,547109
541010,540704
539910,547025
549025,549520
546725,546726
495407,495405
547406,547081
548122,548305
546236,546238
546236,546237
549289,549314
546723,546725
546759,545491
494464,494311
548013,548023
548011,548017
499789,524754
499789,524752
523218,523219
547432,548652
509218,509219
548954,527067
550221,548919
535698,536404
529951,522861
546553,548571
207337,308425
547088,547279
543353,543354
547756,547757
544813,544230
517135,546507
517135,546508
517135,526272
521225,518825
506264,313048
547106,547278
540068,544362
543878,543879
524859,487144
528610,528618
532689,532695
516197,515649
501941,500881
506472,500881
545697,545698
500660,500450
545832,542861
547481,547482
546125,545837
547447,547466
547139,547140
546992,546198
547147,547152
546236,545999
546236,545710
546831,504345
523646,504345
529490,504345
545146,544356
547003,547141
543141,543140
546886,546926
543624,544006
543139,543141
545665,545666
541851,542908
546999,547002
546762,546841
539185,539188
545731,545732
546886,546537
530931,530728
487902,465746
546120,544959
546297,546058
546297,546057
546579,546708
492213,490840
545835,545836
542311,532497
539910,532497
546622,546589
512058,544875
546297,545110
545274,545275
543435,541664
543480,543496
512058,544874
544531,544300
539986,539987
541366,541369
542945,546111
532918,533597
517135,526276
511249,525672
543379,509947
543465,543467
545278,539077
544245,539077
544532,539077
545052,541017
545051,541017
545053,541017
545054,541017
546119,545577
545408,545410
539918,539822
541846,541851
546310,545068
509768,543465
527117,525765
545367,545209
512653,530961
543329,543330
541798,545500
543500,545353
385875,386525
468361,386525
526886,545347
545316,545794
539551,539555
533433,533377
545053,545054
544375,544376
545053,544055
538200,513227
513228,513227
541798,541269
540437,540329
608885,545278
542612,541295
526886,526889
544886,544894
544759,544761
544167,544761
538200,513228
544179,544182
543240,543241
545835,542425
540816,540798
540707,540708
541477,541479
539325,539717
512058,542847
544300,538866
542831,542232
544053,544016
517079,526881
544607,543447
540956,477017
540931,540964
544358,544359
509832,526038
543500,543506
543236,543506
545785,542742
544300,539210
537866,537872
540764,540771
543456,543473
620777,541477
541476,541477
539727,523638
543353,543351
540127,540164
540146,540164
545311,541270
543111,541270
542119,541270
541946,541270
527398,527694
543271,543272
620777,541476
544027,544035
540816,526006
540670,540671
543555,543558
540666,543608
540669,540670
425622,429770
543236,543237
539421,542732
540806,542732
693851,536798
525321,525323
545785,533593
540660,530287
536983,540127
539110,501458
500935,501458
530780,501458
517444,517445
539739,539742
543245,543129
509768,507788
541448,541725
542473,542478
542372,542479
506652,543393
506652,506653
538216,536284
538076,537895
543236,536374
543067,541448
526886,526890
508134,509368
514654,514656
511983,539647
540613,537774
542879,542778
542649,542651
541775,542423
541513,541775
542703,542710
539551,535972
512058,518754
541132,541120
540882,540805
540785,540805
541259,541372
541513,541613
541512,541513
542099,542064
542202,542238
524962,525546
525118,525546
541798,541272
529544,529546
545075,541852
468353,516181
524576,529802
536315,529802
536663,540142
541685,541691
542307,504224
524248,524240
540359,540259
431404,431409
541685,541692
540367,541621
511983,540990
541438,541456
541698,541798
541621,542141
539910,542141
541710,541724
491324,491317
541796,541802
492525,492526
525994,492651
541431,541432
541429,541430
541425,541427
541419,541417
539261,539267
541736,541767
529316,541905
528761,541403
535894,539070
541780,541781
540968,539579
536942,536944
541529,541531
541300,541303
536040,539405
540086,528761
510902,529369
473817,437544
471969,473817
536069,536071
527854,527855
535682,537274
540554,540556
540830,540355
541033,540554
540785,540882
541699,541799
539521,539524
540603,540609
539207,540609
540659,540609
538344,540609
541287,541288
540473,539920
540773,540777
540780,540789
540604,540605
504822,540750
538342,538344
539910,515643
540367,515643
541305,541308
505360,505363
541305,541309
437839,437842
540495,540051
521683,525308
521692,521697
