Number,is_same_dev,Churn,Revisions,Duration,Label,Project_type
831929,Same,56,4.0,1818.53,D-O/N-B,Source
838051,Same,17,6.0,1110.93,D-O/N-B,Source
821632,Same,7,1.0,49.43,D-O/N-B,Source
843295,Same,6,3.0,120.63,D-O/N-B,Source
838053,Same,75,7.0,1118.18,D-O/N-B,Source
843355,Same,3,2.0,130.44,D-O/N-B,Source
843319,Same,7,1.0,46.45,D-O/N-B,Source
838051,Same,17,6.0,1110.93,D-O/N-B,Source
843295,Same,6,3.0,120.63,D-O/N-B,Source
843981,Same,2476,1.0,16.73,D-O/N-B,Source
843822,Same,72,4.0,20.25,D-O/N-B,Source
838051,Same,17,6.0,1110.93,D-O/N-B,Source
843689,Same,5,1.0,3184.25,D-O/N-B,Source
838051,Same,17,6.0,1110.93,D-O/N-B,Source
840765,Same,10,1.0,453.05,D-O/N-B,Source
843045,Same,26,4.0,149.32,D-O/N-B,Source
843740,Same,11,1.0,24.59,D-O/N-B,Source
843293,Same,28,4.0,120.81,D-O/N-B,Source
843354,Same,3,1.0,78.52,D-O/N-B,Source
841620,Same,26,1.0,255.83,D-O/N-B,Source
843637,Same,4,2.0,64.28,D-O/N-B,Source
841911,Same,31,3.0,29.33,D-O/N-B,Source
843027,Same,58,11.0,89.78,D-O/N-B,Source
710559,Different,17,2.0,77.71,D-O/N-B,Source
712657,Different,5,1.0,361.84,D-O/N-B,Source
843629,Different,5,1.0,1.77,D-O/N-B,Source
843027,Same,58,11.0,89.78,D-O/N-B,Source
842999,Same,4,1.0,22.15,D-O/N-B,Source
842571,Different,8,1.0,140.91,D-O/N-B,Source
843040,Same,6,1.0,53.69,D-O/N-B,Source
843257,Same,758,1.0,21.33,D-O/N-B,Source
842219,Same,185,2.0,148.09,D-O/N-B,Source
816434,Same,421,11.0,2992.41,D-O/N-B,Source
843175,Different,4,1.0,25.31,D-O/N-B,Source
827155,Different,31,4.0,36.22,D-O/N-B,Source
841482,Same,49,2.0,271.26,D-O/N-B,Source
837998,Same,49,3.0,459.07,D-O/N-B,Source
842254,Different,24,4.0,155.45,D-O/N-B,Source
842134,Same,294,10.0,207.72,D-O/N-B,Source
842368,Same,21,1.0,1.61,D-O/N-B,Source
842153,Different,6,1.0,19.97,D-O/N-B,Source
840717,Same,10,1.0,448.44,D-O/N-B,Source
679416,Same,69,4.0,3845.09,D-O/N-B,Source
831929,Same,56,4.0,1818.53,D-O/N-B,Source
834456,Different,6,1.0,22.93,D-O/N-B,Source
834456,Different,6,1.0,22.93,D-O/N-B,Source
834456,Different,6,1.0,22.93,D-O/N-B,Source
831929,Same,56,4.0,1818.53,D-O/N-B,Source
842238,Same,1,1.0,16.32,D-O/N-B,Source
839937,Same,26,6.0,429.35,D-O/N-B,Source
841368,Different,8,4.0,209.4,D-O/N-B,Source
842843,Same,32,1.0,18.8,D-O/N-B,Source
831929,Same,56,4.0,1818.53,D-O/N-B,Source
842646,Same,54,2.0,57.21,D-O/N-B,Source
834456,Same,6,1.0,22.93,D-O/N-B,Source
830806,Same,2,1.0,340.69,D-O/N-B,Source
812391,Same,3,5.0,61.74,D-O/N-B,Source
812925,Same,3,1.0,7.76,D-O/N-B,Source
841664,Same,1,3.0,126.3,D-O/N-B,Source
834889,Different,132,1.0,289.08,D-O/N-B,Source
841086,Same,44,1.0,99.77,D-O/N-B,Source
842256,Same,6371,3.0,10.09,D-O/N-B,Source
831929,Same,56,4.0,1818.53,D-O/N-B,Source
831912,Same,40,2.0,1614.48,D-O/N-B,Source
837582,Same,217,21.0,549.38,D-O/N-B,Source
830806,Same,2,1.0,340.69,D-O/N-B,Source
840954,Same,35,6.0,281.53,D-O/N-B,Source
838906,Same,162,9.0,529.05,D-O/N-B,Source
841562,Same,68,2.0,26.09,D-O/N-B,Source
789827,Same,4,4.0,35.56,D-O/N-B,Source
841478,Same,3,2.0,1.4,D-O/N-B,Source
802055,Same,238,19.0,994.82,D-O/N-B,Source
841489,Different,4,2.0,4.39,D-O/N-B,Source
839100,Same,15,4.0,164.21,D-O/N-B,Source
841458,Same,515,1.0,3.56,D-O/N-B,Source
841354,Same,269,2.0,19.58,D-O/N-B,Source
835073,Different,25,6.0,501.74,D-O/N-B,Source
787199,Same,2,1.0,28.67,D-O/N-B,Source
830806,Same,2,1.0,340.69,D-O/N-B,Source
837845,Same,45,3.0,455.07,D-O/N-B,Source
839910,Same,5,1.0,3.84,D-O/N-B,Source
806246,Same,184,12.0,6166.78,D-O/N-B,Source
839862,Same,14,5.0,256.08,D-O/N-B,Source
839957,Different,39,5.0,238.6,D-O/N-B,Source
823905,Same,20,15.0,2823.8,D-O/N-B,Source
830549,Same,202,11.0,215.59,D-O/N-B,Source
813767,Different,49,1.0,1148.59,D-O/N-B,Source
809472,Different,4,2.0,3795.33,D-O/N-B,Source
794792,Same,49,3.0,1107.3,D-O/N-B,Source
803761,Different,4,1.0,1.68,D-O/N-B,Source
837782,Same,7,2.0,347.99,D-O/N-B,Source
830670,Different,8,1.0,1887.5,D-O/N-B,Source
839989,Different,4,1.0,84.99,D-O/N-B,Source
837706,Different,7,2.0,5.55,D-O/N-B,Source
839989,Different,4,1.0,84.99,D-O/N-B,Source
839988,Different,4,1.0,95.53,D-O/N-B,Source
837706,Different,7,2.0,5.55,D-O/N-B,Source
841484,Same,162,2.0,309.17,D-O/N-B,Source
837999,Same,163,5.0,459.05,D-O/N-B,Source
783720,Same,3,3.0,86.59,D-O/N-B,Source
836335,Same,41,2.0,383.21,D-O/N-B,Source
838870,Same,1,3.0,289.6,D-O/N-B,Source
836087,Same,1,1.0,451.67,D-O/N-B,Source
771252,Same,1,1.0,695.08,D-O/N-B,Source
771070,Same,19,4.0,402.97,D-O/N-B,Source
782574,Same,1297,36.0,671.9,D-O/N-B,Source
824960,Same,4,6.0,2268.31,D-O/N-B,Source
837263,Different,4,6.0,390.52,D-O/N-B,Source
839050,Same,9,1.0,119.61,D-O/N-B,Source
796718,Different,9,3.0,109.2,D-O/N-B,Source
838870,Same,1,3.0,289.6,D-O/N-B,Source
836087,Same,1,1.0,451.67,D-O/N-B,Source
841482,Same,49,2.0,271.26,D-O/N-B,Source
837998,Same,49,3.0,459.07,D-O/N-B,Source
826976,Same,113,13.0,1911.04,D-O/N-B,Source
837430,Same,46,3.0,522.17,D-O/N-B,Source
837251,Same,15,2.0,586.08,D-O/N-B,Source
817076,Same,104,12.0,4189.05,D-O/N-B,Source
835839,Same,24,4.0,510.37,D-O/N-B,Source
838839,Same,12,2.0,25.32,D-O/N-B,Source
838840,Same,4,2.0,25.25,D-O/N-B,Source
839498,Same,16,1.0,52.44,D-O/N-B,Source
837769,Different,89,2.0,439.08,D-O/N-B,Source
829142,Same,232,26.0,1775.34,D-O/N-B,Source
829142,Same,232,26.0,1775.34,D-O/N-B,Source
826647,Different,42,3.0,24.28,D-O/N-B,Source
836945,Same,1,1.0,100.99,D-O/N-B,Source
804482,Different,11,4.0,484.19,D-O/N-B,Source
739371,Same,2,1.0,0.47,D-O/N-B,Source
838762,Different,165,1.0,22.01,D-O/N-B,Source
833247,Same,433,17.0,673.18,D-O/N-B,Source
732821,Different,8,1.0,971.31,D-O/N-B,Source
826647,Different,42,3.0,24.28,D-O/N-B,Source
804482,Different,11,4.0,484.19,D-O/N-B,Source
804482,Different,11,4.0,484.19,D-O/N-B,Source
838762,Different,165,1.0,22.01,D-O/N-B,Source
835091,Same,1,1.0,94.31,D-O/N-B,Source
825166,Same,1,2.0,2327.41,D-O/N-B,Source
838762,Different,165,1.0,22.01,D-O/N-B,Source
839274,Same,85,1.0,17.17,D-O/N-B,Source
831810,Different,7,1.0,97.58,D-O/N-B,Source
825166,Same,1,2.0,2327.41,D-O/N-B,Source
830794,Same,78,6.0,818.34,D-O/N-B,Source
838762,Different,165,1.0,22.01,D-O/N-B,Source
831935,Same,48,6.0,1147.98,D-O/N-B,Source
838230,Same,31,14.0,191.18,D-O/N-B,Source
838230,Same,31,14.0,191.18,D-O/N-B,Source
838965,Same,21,3.0,12.21,D-O/N-B,Source
838368,Same,41,1.0,13.89,D-O/N-B,Source
838362,Same,41,1.0,4.56,D-O/N-B,Source
838361,Same,41,1.0,3.06,D-O/N-B,Source
838360,Same,41,1.0,55.38,D-O/N-B,Source
838363,Same,41,1.0,3.06,D-O/N-B,Source
826976,Same,113,13.0,1911.04,D-O/N-B,Source
836871,Same,152,3.0,35.86,D-O/N-B,Source
838401,Same,22,1.0,20.55,D-O/N-B,Source
830970,Same,22,1.0,1248.54,D-O/N-B,Source
836701,Same,18691,3.0,12.9,D-O/N-B,Source
835245,Same,30,4.0,578.65,D-O/N-B,Source
837620,Different,4,1.0,11.13,D-O/N-B,Source
804913,Different,41,3.0,31.35,D-O/N-B,Source
835508,Same,18,2.0,480.35,D-O/N-B,Source
835376,Same,19,3.0,57.91,D-O/N-B,Source
804913,Different,41,3.0,31.35,D-O/N-B,Source
837872,Different,41,4.0,116.3,D-O/N-B,Source
837834,Same,168,1.0,0.05,D-O/N-B,Source
835507,Same,3,1.0,401.04,D-O/N-B,Source
835372,Same,3,1.0,58.62,D-O/N-B,Source
834015,Same,2,2.0,789.53,D-O/N-B,Source
832844,Same,2,1.0,114.43,D-O/N-B,Source
828870,Same,18,2.0,92.37,D-O/N-B,Source
803716,Same,146,15.0,4160.18,D-O/N-B,Source
831810,Same,7,1.0,97.58,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
837706,Same,7,2.0,5.55,D-O/N-B,Source
836708,Same,25386,1.0,13.9,D-O/N-B,Source
835072,Same,2,2.0,502.65,D-O/N-B,Source
835430,Same,7,1.0,412.55,D-O/N-B,Source
832159,Different,145,15.0,885.94,D-O/N-B,Source
834511,Different,26,7.0,501.15,D-O/N-B,Source
837069,Different,207,1.0,51.09,D-O/N-B,Source
837706,Same,7,2.0,5.55,D-O/N-B,Source
837706,Same,7,2.0,5.55,D-O/N-B,Source
837706,Same,7,2.0,5.55,D-O/N-B,Source
837706,Same,7,2.0,5.55,D-O/N-B,Source
832892,Same,2,1.0,36.28,D-O/N-B,Source
836701,Same,18691,3.0,12.9,D-O/N-B,Source
832159,Different,145,15.0,885.94,D-O/N-B,Source
834511,Different,26,7.0,501.15,D-O/N-B,Source
837069,Different,207,1.0,51.09,D-O/N-B,Source
828866,Same,18,4.0,77.89,D-O/N-B,Source
832163,Same,57,9.0,764.16,D-O/N-B,Source
837259,Same,6,1.0,8.47,D-O/N-B,Source
825292,Same,62,9.0,1471.03,D-O/N-B,Source
834047,Same,31,7.0,624.13,D-O/N-B,Source
836041,Same,175,2.0,260.76,D-O/N-B,Source
836377,Same,4,2.0,15.97,D-O/N-B,Source
825292,Same,62,9.0,1471.03,D-O/N-B,Source
803716,Same,146,15.0,4160.18,D-O/N-B,Source
835425,Different,1,1.0,1.69,D-O/N-B,Source
836803,Same,1,2.0,123.42,D-O/N-B,Source
836134,Same,18,2.0,237.83,D-O/N-B,Source
836040,Same,30,3.0,327.79,D-O/N-B,Source
832163,Same,57,9.0,764.16,D-O/N-B,Source
829502,Same,15,2.0,700.15,D-O/N-B,Source
800721,Different,371,6.0,329.17,D-O/N-B,Source
826995,Different,2,1.0,7.42,D-O/N-B,Source
827683,Same,185,7.0,958.56,D-O/N-B,Source
836585,Different,2,3.0,2.98,D-O/N-B,Source
836377,Same,4,2.0,15.97,D-O/N-B,Source
825292,Same,62,9.0,1471.03,D-O/N-B,Source
826995,Same,2,1.0,7.42,D-O/N-B,Source
835548,Different,2,1.0,125.37,D-O/N-B,Source
835548,Different,2,1.0,125.37,D-O/N-B,Source
835548,Different,2,1.0,125.37,D-O/N-B,Source
830986,Different,89,1.0,2.19,D-O/N-B,Source
830988,Different,24,1.0,1.76,D-O/N-B,Source
826369,Same,14,4.0,493.67,D-O/N-B,Source
804913,Different,41,3.0,31.35,D-O/N-B,Source
835475,Different,1,1.0,69.97,D-O/N-B,Source
828078,Same,4,2.0,35.17,D-O/N-B,Source
835776,Same,77,4.0,4.69,D-O/N-B,Source
835776,Same,77,4.0,4.69,D-O/N-B,Source
835516,Same,2,2.0,60.0,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
835219,Same,4,2.0,75.56,D-O/N-B,Source
830806,Same,2,1.0,340.69,D-O/N-B,Source
830320,Same,21,11.0,863.11,D-O/N-B,Source
833022,Same,143,5.0,51.52,D-O/N-B,Source
825357,Same,270,13.0,1461.38,D-O/N-B,Source
829225,Same,4,1.0,191.86,D-O/N-B,Source
835507,Same,3,1.0,401.04,D-O/N-B,Source
835372,Same,3,1.0,58.62,D-O/N-B,Source
834556,Different,17,3.0,158.01,D-O/N-B,Source
835193,Different,9,10.0,4.47,D-O/N-B,Source
835178,Different,2,5.0,5.29,D-O/N-B,Source
833286,Different,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833852,Same,28,1.0,0.08,D-O/N-B,Source
830655,Same,28,2.0,113.05,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Different,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
834761,Same,47,5.0,22.1,D-O/N-B,Source
793795,Different,79,49.0,6955.53,D-O/N-B,Source
830869,Same,611,4.0,604.16,D-O/N-B,Source
833847,Same,12,1.0,143.71,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
828197,Same,19,4.0,177.43,D-O/N-B,Source
834102,Same,12,3.0,80.7,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
825113,Same,442,16.0,1487.0,D-O/N-B,Source
826318,Same,2,1.0,1.85,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
834144,Same,172,1.0,72.44,D-O/N-B,Source
830504,Same,51,3.0,645.34,D-O/N-B,Source
834101,Same,9,3.0,8.82,D-O/N-B,Source
802551,Same,17,4.0,1696.42,D-O/N-B,Source
807388,Different,5,1.0,715.36,D-O/N-B,Source
834239,Same,5,1.0,17.31,D-O/N-B,Source
834245,Same,5,1.0,16.36,D-O/N-B,Source
834238,Same,5,1.0,17.35,D-O/N-B,Source
834238,Same,5,1.0,17.35,D-O/N-B,Source
834238,Same,5,1.0,17.35,D-O/N-B,Source
834239,Same,5,1.0,17.31,D-O/N-B,Source
834241,Same,5,1.0,17.25,D-O/N-B,Source
834241,Same,5,1.0,17.25,D-O/N-B,Source
834239,Same,5,1.0,17.31,D-O/N-B,Source
834241,Same,5,1.0,17.25,D-O/N-B,Source
834238,Same,5,1.0,17.35,D-O/N-B,Source
834239,Same,5,1.0,17.31,D-O/N-B,Source
834238,Same,5,1.0,17.35,D-O/N-B,Source
834237,Same,4,1.0,17.41,D-O/N-B,Source
834236,Same,4,1.0,17.42,D-O/N-B,Source
833698,Same,10,3.0,87.27,D-O/N-B,Source
833698,Same,10,3.0,87.27,D-O/N-B,Source
833698,Same,10,3.0,87.27,D-O/N-B,Source
833881,Same,11,2.0,71.3,D-O/N-B,Source
830670,Different,8,1.0,1887.5,D-O/N-B,Source
785664,Same,172,27.0,8209.65,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
829502,Same,15,2.0,700.15,D-O/N-B,Source
833749,Same,9,1.0,17.77,D-O/N-B,Source
830683,Same,9,1.0,109.59,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
804400,Same,20,6.0,144.78,D-O/N-B,Source
833286,Same,17,2.0,119.81,D-O/N-B,Source
834016,Same,17,2.0,789.39,D-O/N-B,Source
832846,Same,17,3.0,143.97,D-O/N-B,Source
833528,Different,14,2.0,1.2,D-O/N-B,Source
834015,Same,2,2.0,789.53,D-O/N-B,Source
832844,Same,2,1.0,114.43,D-O/N-B,Source
830476,Same,171,3.0,25.16,D-O/N-B,Source
831525,Same,11,11.0,291.08,D-O/N-B,Source
831525,Same,11,11.0,291.08,D-O/N-B,Source
827533,Same,113,4.0,281.16,D-O/N-B,Source
822714,Same,55,4.0,1361.72,D-O/N-B,Source
831525,Same,11,11.0,291.08,D-O/N-B,Source
833596,Different,12,5.0,24.44,D-O/N-B,Source
831525,Same,11,11.0,291.08,D-O/N-B,Source
831525,Different,11,11.0,291.08,D-O/N-B,Source
833021,Same,17,2.0,27.27,D-O/N-B,Source
833021,Same,17,2.0,27.27,D-O/N-B,Source
833021,Same,17,2.0,27.27,D-O/N-B,Source
833021,Same,17,2.0,27.27,D-O/N-B,Source
832810,Same,4,1.0,56.33,D-O/N-B,Source
832755,Same,4,2.0,7.48,D-O/N-B,Source
833021,Same,17,2.0,27.27,D-O/N-B,Source
820551,Same,2434,10.0,2254.33,D-O/N-B,Source
826684,Same,25,2.0,984.93,D-O/N-B,Source
828508,Same,42,2.0,360.7,D-O/N-B,Source
827124,Same,45,5.0,598.8,D-O/N-B,Source
816622,Same,46,2.0,2114.87,D-O/N-B,Source
816626,Same,46,2.0,2165.52,D-O/N-B,Source
816632,Same,46,2.0,2025.32,D-O/N-B,Source
816633,Same,94,5.0,2050.79,D-O/N-B,Source
826100,Different,9,4.0,681.59,D-O/N-B,Source
831206,Different,82,4.0,68.58,D-O/N-B,Source
830956,Same,71,2.0,321.34,D-O/N-B,Source
803716,Same,146,15.0,4160.18,D-O/N-B,Source
828435,Same,97,13.0,207.52,D-O/N-B,Source
830994,Same,9,3.0,252.31,D-O/N-B,Source
820379,Same,2,1.0,97.62,D-O/N-B,Source
831538,Same,1,1.0,124.01,D-O/N-B,Source
830888,Same,1,1.0,115.5,D-O/N-B,Source
830219,Same,1,1.0,49.18,D-O/N-B,Source
829428,Same,1,2.0,44.52,D-O/N-B,Source
828587,Same,1,1.0,84.4,D-O/N-B,Source
797190,Same,9,4.0,5305.6,D-O/N-B,Source
797190,Same,9,4.0,5305.6,D-O/N-B,Source
826193,Same,562,7.0,902.66,D-O/N-B,Source
829979,Same,841,3.0,431.68,D-O/N-B,Source
831227,Same,317,1.0,190.32,D-O/N-B,Source
826995,Same,2,1.0,7.42,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
830670,Same,8,1.0,1887.5,D-O/N-B,Source
831265,Same,19,4.0,146.14,D-O/N-B,Source
830795,Same,19,3.0,174.42,D-O/N-B,Source
830182,Same,96,5.0,165.05,D-O/N-B,Source
830675,Different,18,5.0,163.58,D-O/N-B,Source
789962,Same,66,7.0,7247.24,D-O/N-B,Source
790186,Same,26,5.0,7233.67,D-O/N-B,Source
804311,Same,166,14.0,4918.65,D-O/N-B,Source
846421,Same,174,2.0,904.71,D-O/N-B,Source
846356,Same,166,4.0,816.47,D-O/N-B,Source
824431,Same,238,12.0,792.83,D-O/N-B,Source
845482,Different,425,7.0,478.88,D-O/N-B,Source
831023,Different,179,4.0,156.64,D-O/N-B,Source
822040,Same,548,2.0,1653.34,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
831019,Same,158,5.0,143.31,D-O/N-B,Source
831206,Same,82,4.0,68.58,D-O/N-B,Source
715271,Different,43,36.0,16855.33,D-O/N-B,Source
825440,Same,138,17.0,1010.76,D-O/N-B,Source
831642,Same,2,1.0,5.76,D-O/N-B,Source
807851,Different,46,7.0,3388.77,D-O/N-B,Source
829225,Same,4,1.0,191.86,D-O/N-B,Source
821036,Same,33,1.0,2024.35,D-O/N-B,Source
821768,Same,29,1.0,1.3,D-O/N-B,Source
821752,Same,29,1.0,2.02,D-O/N-B,Source
821131,Same,29,1.0,140.99,D-O/N-B,Source
820886,Same,33,1.0,19.13,D-O/N-B,Source
817806,Same,33,5.0,595.57,D-O/N-B,Source
828550,Same,367,1.0,28.78,D-O/N-B,Source
828393,Same,367,2.0,15.71,D-O/N-B,Source
816756,Same,367,15.0,2317.18,D-O/N-B,Source
819430,Same,954,14.0,2095.8,D-O/N-B,Source
820221,Same,37,6.0,1961.56,D-O/N-B,Source
830716,Same,12,2.0,101.94,D-O/N-B,Source
828884,Same,12,3.0,100.82,D-O/N-B,Source
831538,Same,1,1.0,124.01,D-O/N-B,Source
830888,Same,1,1.0,115.5,D-O/N-B,Source
830219,Same,1,1.0,49.18,D-O/N-B,Source
829428,Same,1,2.0,44.52,D-O/N-B,Source
828587,Same,1,1.0,84.4,D-O/N-B,Source
828149,Same,25789,32.0,508.55,D-O/N-B,Source
805628,Same,53,3.0,4535.6,D-O/N-B,Source
827733,Same,2,11.0,613.37,D-O/N-B,Source
826150,Same,2,4.0,215.09,D-O/N-B,Source
830336,Different,5,3.0,27.5,D-O/N-B,Source
830716,Same,12,2.0,101.94,D-O/N-B,Source
828884,Same,12,3.0,100.82,D-O/N-B,Source
833749,Same,9,1.0,17.77,D-O/N-B,Source
830683,Same,9,1.0,109.59,D-O/N-B,Source
829202,Same,17,3.0,313.53,D-O/N-B,Source
821036,Same,33,1.0,2024.35,D-O/N-B,Source
821768,Same,29,1.0,1.3,D-O/N-B,Source
821752,Same,29,1.0,2.02,D-O/N-B,Source
821131,Same,29,1.0,140.99,D-O/N-B,Source
820886,Same,33,1.0,19.13,D-O/N-B,Source
817806,Same,33,5.0,595.57,D-O/N-B,Source
830336,Different,5,3.0,27.5,D-O/N-B,Source
830132,Same,38,5.0,82.98,D-O/N-B,Source
826501,Same,18,1.0,13.93,D-O/N-B,Source
828877,Same,13,4.0,403.71,D-O/N-B,Source
833852,Same,28,1.0,0.08,D-O/N-B,Source
830655,Same,28,2.0,113.05,D-O/N-B,Source
830132,Same,38,5.0,82.98,D-O/N-B,Source
830132,Same,38,5.0,82.98,D-O/N-B,Source
830132,Same,38,5.0,82.98,D-O/N-B,Source
830960,Different,2,3.0,5.52,D-O/N-B,Source
830132,Same,38,5.0,82.98,D-O/N-B,Source
830132,Same,38,5.0,82.98,D-O/N-B,Source
830336,Same,5,3.0,27.5,D-O/N-B,Source
828776,Same,611,24.0,332.77,D-O/N-B,Source
827494,Same,89,6.0,290.12,D-O/N-B,Source
829393,Same,54,7.0,190.19,D-O/N-B,Source
829393,Same,54,7.0,190.19,D-O/N-B,Source
829393,Same,54,7.0,190.19,D-O/N-B,Source
829393,Same,54,7.0,190.19,D-O/N-B,Source
829393,Same,54,7.0,190.19,D-O/N-B,Source
800753,Same,1163,46.0,5362.8,D-O/N-B,Source
829236,Different,81,1.0,6.09,D-O/N-B,Source
821603,Same,623,15.0,1207.71,D-O/N-B,Source
828409,Same,17,2.0,16.45,D-O/N-B,Source
831538,Same,1,1.0,124.01,D-O/N-B,Source
830888,Same,1,1.0,115.5,D-O/N-B,Source
830219,Same,1,1.0,49.18,D-O/N-B,Source
829428,Same,1,2.0,44.52,D-O/N-B,Source
828587,Same,1,1.0,84.4,D-O/N-B,Source
825695,Same,36,2.0,164.24,D-O/N-B,Source
826723,Same,123,3.0,169.45,D-O/N-B,Source
822039,Same,2,1.0,0.55,D-O/N-B,Source
829000,Same,10,1.0,71.2,D-O/N-B,Source
825983,Same,50,1.0,688.88,D-O/N-B,Source
828174,Different,14,2.0,24.76,D-O/N-B,Source
828409,Same,17,2.0,16.45,D-O/N-B,Source
828174,Different,14,2.0,24.76,D-O/N-B,Source
824833,Different,299,8.0,571.52,D-O/N-B,Source
819430,Same,954,14.0,2095.8,D-O/N-B,Source
820165,Same,1492,4.0,1271.52,D-O/N-B,Source
818623,Same,52,3.0,1983.71,D-O/N-B,Source
826097,Same,66,2.0,3.55,D-O/N-B,Source
800753,Same,1163,46.0,5362.8,D-O/N-B,Source
820168,Same,758,10.0,1271.53,D-O/N-B,Source
835013,Different,436,3.0,289.09,D-O/N-B,Source
814882,Different,530,22.0,2796.42,D-O/N-B,Source
828409,Same,17,2.0,16.45,D-O/N-B,Source
827479,Same,128,9.0,218.53,D-O/N-B,Source
827882,Same,135,17.0,287.49,D-O/N-B,Source
828087,Same,79,8.0,187.77,D-O/N-B,Source
828550,Same,367,1.0,28.78,D-O/N-B,Source
828393,Same,367,2.0,15.71,D-O/N-B,Source
816756,Same,367,15.0,2317.18,D-O/N-B,Source
826870,Different,36,3.0,11.63,D-O/N-B,Source
826870,Different,36,3.0,11.63,D-O/N-B,Source
826869,Different,34,1.0,11.86,D-O/N-B,Source
826870,Different,36,3.0,11.63,D-O/N-B,Source
807851,Different,46,7.0,3388.77,D-O/N-B,Source
826869,Different,34,1.0,11.86,D-O/N-B,Source
826870,Different,36,3.0,11.63,D-O/N-B,Source
826869,Different,34,1.0,11.86,D-O/N-B,Source
826870,Different,36,3.0,11.63,D-O/N-B,Source
826869,Different,34,1.0,11.86,D-O/N-B,Source
826869,Different,34,1.0,11.86,D-O/N-B,Source
828266,Same,13,5.0,154.15,D-O/N-B,Source
831538,Same,1,1.0,124.01,D-O/N-B,Source
830888,Same,1,1.0,115.5,D-O/N-B,Source
830219,Same,1,1.0,49.18,D-O/N-B,Source
829428,Same,1,2.0,44.52,D-O/N-B,Source
828587,Same,1,1.0,84.4,D-O/N-B,Source
804966,Same,284,16.0,4398.2,D-O/N-B,Source
822138,Same,142,10.0,742.89,D-O/N-B,Source
826881,Different,2,5.0,75.15,D-O/N-B,Source
829236,Different,81,1.0,6.09,D-O/N-B,Source
829236,Different,81,1.0,6.09,D-O/N-B,Source
830716,Same,12,2.0,101.94,D-O/N-B,Source
828884,Same,12,3.0,100.82,D-O/N-B,Source
826828,Same,2,1.0,80.96,D-O/N-B,Source
825064,Different,52,4.0,661.33,D-O/N-B,Source
824438,Same,268,6.0,840.34,D-O/N-B,Source
829236,Different,81,1.0,6.09,D-O/N-B,Source
828122,Same,35,3.0,194.98,D-O/N-B,Source
829419,Same,5,1.0,8.7,D-O/N-B,Source
830716,Same,12,2.0,101.94,D-O/N-B,Source
828884,Same,12,3.0,100.82,D-O/N-B,Source
831538,Same,1,1.0,124.01,D-O/N-B,Source
830888,Same,1,1.0,115.5,D-O/N-B,Source
830219,Same,1,1.0,49.18,D-O/N-B,Source
829428,Same,1,2.0,44.52,D-O/N-B,Source
828587,Same,1,1.0,84.4,D-O/N-B,Source
827494,Same,89,6.0,290.12,D-O/N-B,Source
826470,Same,69,3.0,292.25,D-O/N-B,Source
829171,Same,22,2.0,3.56,D-O/N-B,Source
829173,Same,22,1.0,3.55,D-O/N-B,Source
826317,Different,41,20.0,500.2,D-O/N-B,Source
