Duration,Reviewer_sharing,Project_type
1757.49,At least one,Source
373.67,At least one,Source
173.98,At least one,Source
3.5,At least one,Source
199.83,At least one,Source
357.51,At least one,Source
90.9,At least one,Source
178.82,At least one,Source
269.83,At least one,Source
2231.12,At least one,Source
44.33,At least one,Source
44.33,At least one,Source
11.48,At least one,Source
1045.26,At least one,Source
24.69,At least one,Source
24.69,At least one,Source
10.48,At least one,Source
220.19,At least one,Source
49.64,At least one,Source
32.71,At least one,Source
165.76,At least one,Source
44.41,At least one,Source
555.03,At least one,Source
16.61,At least one,Source
25.23,At least one,Source
3.87,At least one,Source
1113.48,At least one,Source
4505.72,At least one,Source
1179.14,At least one,Source
555.03,At least one,Source
2017.66,At least one,Source
3871.48,At least one,Source
214.16,At least one,Source
318.24,At least one,Source
181.26,At least one,Source
17.69,At least one,Source
17.69,At least one,Source
17.67,At least one,Source
17.7,At least one,Source
17.7,At least one,Source
17.7,At least one,Source
17.71,At least one,Source
17.7,At least one,Source
17.7,At least one,Source
17.71,At least one,Source
17.68,At least one,Source
39.69,At least one,Source
5.91,At least one,Source
23.02,At least one,Source
680.45,At least one,Source
24.59,At least one,Source
18.56,At least one,Source
184.7,At least one,Source
164.72,At least one,Source
10.83,At least one,Source
1504.18,At least one,Source
137.71,At least one,Source
211.82,At least one,Source
48.26,At least one,Source
173.98,At least one,Source
313.44,At least one,Source
528.87,At least one,Source
60.25,At least one,Source
152.25,At least one,Source
18.83,At least one,Source
716.72,At least one,Source
1023.26,At least one,Source
23.8,At least one,Source
160.6,At least one,Source
144.55,At least one,Source
2618.39,At least one,Source
251.88,At least one,Source
4022.78,At least one,Source
4950.14,At least one,Source
486.73,At least one,Source
91.46,At least one,Source
142.71,At least one,Source
5045.57,At least one,Source
4624.07,At least one,Source
454.97,At least one,Source
1334.04,At least one,Source
187.91,At least one,Source
1140.01,At least one,Source
178.83,At least one,Source
1517.4,At least one,Source
189.99,At least one,Source
17.37,At least one,Source
1135.66,At least one,Source
1941.1,At least one,Source
22.95,At least one,Source
171.26,At least one,Source
55.73,At least one,Source
945.59,At least one,Source
183.8,At least one,Source
2681.64,At least one,Source
1580.47,At least one,Source
4231.05,At least one,Source
3108.57,At least one,Source
4310.34,At least one,Source
314.96,At least one,Source
31.72,At least one,Source
91.04,At least one,Source
54.87,At least one,Source
183.52,At least one,Source
95.96,At least one,Source
482.67,At least one,Source
259.17,At least one,Source
26.19,At least one,Source
1186.75,At least one,Source
2010.96,At least one,Source
4098.64,At least one,Source
2069.76,At least one,Source
102.45,At least one,Source
7.46,At least one,Source
5.17,At least one,Source
21.68,At least one,Source
409.19,At least one,Source
20.09,At least one,Source
237.54,At least one,Source
1205.2,At least one,Source
1203.37,At least one,Source
18.7,At least one,Source
668.33,At least one,Source
21.1,At least one,Source
1941.1,At least one,Source
1079.6,At least one,Source
54.31,At least one,Source
9.57,At least one,Source
18.55,At least one,Source
138.35,At least one,Source
507.62,At least one,Source
17.51,At least one,Source
839.07,At least one,Source
84.13,At least one,Source
7.72,At least one,Source
6393.97,At least one,Source
6393.97,At least one,Source
20.95,At least one,Source
49.11,At least one,Source
15.95,At least one,Source
1079.6,At least one,Source
9786.16,At least one,Source
3016.49,At least one,Source
945.28,At least one,Source
142.37,At least one,Source
16.69,At least one,Source
23.92,At least one,Source
4615.51,At least one,Source
1584.74,At least one,Source
12006.19,At least one,Source
46.22,At least one,Source
317.06,At least one,Source
1141.45,At least one,Source
1129.58,At least one,Source
963.31,At least one,Source
499.27,At least one,Source
261.81,At least one,Source
7892.7,At least one,Source
2086.98,At least one,Source
1324.5,At least one,Source
53.18,At least one,Source
573.4,At least one,Source
23.4,At least one,Source
75.4,At least one,Source
1079.22,At least one,Source
156.08,At least one,Source
26.22,At least one,Source
3.82,At least one,Source
76.78,At least one,Source
7892.7,At least one,Source
148.68,At least one,Source
909.45,At least one,Source
10.23,At least one,Source
1109.78,At least one,Source
1109.78,At least one,Source
1040.92,At least one,Source
1033.15,At least one,Source
96.31,At least one,Source
1107.1,At least one,Source
1107.1,At least one,Source
158.36,At least one,Source
188.99,At least one,Source
593.35,At least one,Source
92.76,At least one,Source
9.62,At least one,Source
373.29,At least one,Source
677.7,At least one,Source
198.82,At least one,Source
2017.66,At least one,Source
207.78,At least one,Source
522.47,At least one,Source
305.05,At least one,Source
46.07,At least one,Source
20.05,At least one,Source
103.06,At least one,Source
582.36,At least one,Source
0.46,At least one,Source
129.54,At least one,Source
29.93,At least one,Source
4.78,At least one,Source
10.71,At least one,Source
289.14,At least one,Source
2.24,At least one,Source
242.25,At least one,Source
289.14,At least one,Source
2.24,At least one,Source
242.25,At least one,Source
289.14,At least one,Source
2.24,At least one,Source
242.25,At least one,Source
520.27,At least one,Source
1039.67,At least one,Source
126.84,At least one,Source
141.41,At least one,Source
795.2,At least one,Source
22.78,At least one,Source
149.77,At least one,Source
7.47,At least one,Source
7.47,At least one,Source
1131.3,At least one,Source
990.39,At least one,Source
75.51,At least one,Source
19.82,At least one,Source
42.38,At least one,Source
150.5,At least one,Source
1018.76,At least one,Source
453.19,At least one,Source
764.01,At least one,Source
490.36,At least one,Source
286.13,At least one,Source
126.84,At least one,Source
141.41,At least one,Source
110.03,At least one,Source
9.39,At least one,Source
1271.08,At least one,Source
21.58,At least one,Source
248.99,At least one,Source
327.1,At least one,Source
1342.39,At least one,Source
147.45,At least one,Source
145.96,At least one,Source
213.71,At least one,Source
43.12,At least one,Source
236.67,At least one,Source
254.64,At least one,Source
24.84,At least one,Source
380.85,At least one,Source
24.97,At least one,Source
358.39,At least one,Source
10.18,At least one,Source
240.9,At least one,Source
1.9,At least one,Source
170.68,At least one,Source
53.18,At least one,Source
573.4,At least one,Source
411.42,At least one,Source
225.22,At least one,Source
44.5,At least one,Source
17.51,At least one,Source
17.51,At least one,Source
17.51,At least one,Source
16.9,At least one,Source
14.3,At least one,Source
17.39,At least one,Source
1.57,At least one,Source
240.9,At least one,Source
1.9,At least one,Source
170.68,At least one,Source
183.76,At least one,Source
240.9,At least one,Source
1.9,At least one,Source
170.68,At least one,Source
906.24,At least one,Source
3.98,At least one,Source
19.55,At least one,Source
970.51,At least one,Source
18.12,At least one,Source
24.84,At least one,Source
380.85,At least one,Source
24.97,At least one,Source
358.39,At least one,Source
1197.34,At least one,Source
19.48,At least one,Source
5488.52,At least one,Source
674.11,At least one,Source
30.58,At least one,Source
7.73,At least one,Source
64.75,At least one,Source
43.12,At least one,Source
300.18,At least one,Source
312.26,At least one,Source
113.55,At least one,Source
457.13,At least one,Source
130.33,At least one,Source
307.01,At least one,Source
4118.44,At least one,Source
212.73,At least one,Source
31.72,At least one,Source
3071.39,At least one,Source
98.29,At least one,Source
666.8,At least one,Source
532.88,At least one,Source
528.55,At least one,Source
1954.08,At least one,Source
20.26,At least one,Source
75.73,At least one,Source
16.81,At least one,Source
6.86,At least one,Source
44.37,At least one,Source
95.89,At least one,Source
351.6,At least one,Source
43.32,At least one,Source
66.91,At least one,Source
799.67,At least one,Source
152.55,At least one,Source
56.1,At least one,Source
69.17,At least one,Source
46.67,At least one,Source
312.4,At least one,Source
48.45,At least one,Source
74.73,At least one,Source
842.06,At least one,Source
14.45,At least one,Source
18.93,At least one,Source
842.06,At least one,Source
1569.53,At least one,Source
292.61,At least one,Source
6.06,At least one,Source
677.7,At least one,Source
198.82,At least one,Source
647.83,At least one,Source
842.06,At least one,Source
120.34,At least one,Source
20.23,At least one,Source
675.3,At least one,Source
1885.11,At least one,Source
23.39,At least one,Source
42.45,At least one,Source
42.26,At least one,Source
42.41,At least one,Source
42.4,At least one,Source
155.87,At least one,Source
288.78,At least one,Source
277.74,At least one,Source
207.78,At least one,Source
580.43,At least one,Source
693.97,At least one,Source
49.21,At least one,Source
142.38,At least one,Source
275.68,At least one,Source
262.69,At least one,Source
179.52,At least one,Source
29.31,At least one,Source
2622.75,At least one,Source
2926.93,At least one,Source
1350.86,At least one,Source
193.94,At least one,Source
368.62,At least one,Source
246.18,At least one,Source
504.82,At least one,Source
616.48,At least one,Source
890.73,At least one,Source
110.63,At least one,Source
492.97,At least one,Source
339.45,At least one,Source
399.72,At least one,Source
2.87,At least one,Source
220.84,At least one,Source
128.03,At least one,Source
24.66,At least one,Source
128.03,At least one,Source
502.07,At least one,Source
266.11,At least one,Source
7.39,At least one,Source
45.56,At least one,Source
5.39,At least one,Source
7.23,At least one,Source
101.27,At least one,Source
7.28,At least one,Source
57.58,At least one,Source
57.58,At least one,Source
411.42,At least one,Source
225.22,At least one,Source
21.14,At least one,Source
4.42,At least one,Source
33.31,At least one,Source
21.55,At least one,Source
2032.88,At least one,Source
1872.11,At least one,Source
2246.17,At least one,Source
1771.0,At least one,Source
63.07,At least one,Source
411.42,At least one,Source
225.22,At least one,Source
580.43,At least one,Source
2032.88,At least one,Source
1872.11,At least one,Source
2246.17,At least one,Source
1771.0,At least one,Source
2246.17,At least one,Source
1771.0,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
42.45,At least one,Source
42.26,At least one,Source
42.41,At least one,Source
42.4,At least one,Source
134.89,At least one,Source
16.22,At least one,Source
219.26,At least one,Source
263.62,At least one,Source
234.51,At least one,Source
38.38,At least one,Source
1.13,At least one,Source
4.84,At least one,Source
6.17,At least one,Source
2523.21,At least one,Source
101.64,At least one,Source
22.16,At least one,Source
273.51,At least one,Source
14.1,At least one,Source
118.94,At least one,Source
754.01,At least one,Source
11.45,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
860.23,At least one,Source
99.01,At least one,Source
92.56,At least one,Source
157.71,At least one,Source
281.12,At least one,Source
188.99,At least one,Source
59.2,At least one,Source
54.47,At least one,Source
6.37,At least one,Source
21.95,At least one,Source
1032.41,At least one,Source
549.51,At least one,Source
599.96,At least one,Source
62.5,At least one,Source
122.94,At least one,Source
49.31,At least one,Source
4.01,At least one,Source
4468.13,At least one,Source
136.72,At least one,Source
2468.36,At least one,Source
67.16,At least one,Source
52.74,At least one,Source
67.31,At least one,Source
67.53,At least one,Source
67.49,At least one,Source
67.24,At least one,Source
67.26,At least one,Source
34.95,At least one,Source
3.24,At least one,Source
2.32,At least one,Source
41.57,At least one,Source
385.73,At least one,Source
163.6,At least one,Source
32.89,At least one,Source
137.59,At least one,Source
17.83,At least one,Source
23.0,At least one,Source
662.02,At least one,Source
51.01,At least one,Source
69.89,At least one,Source
52.74,At least one,Source
67.16,At least one,Source
52.74,At least one,Source
67.16,At least one,Source
52.74,At least one,Source
67.16,At least one,Source
52.74,At least one,Source
52.74,At least one,Source
52.74,At least one,Source
58.74,At least one,Source
36.9,At least one,Source
139.26,At least one,Source
806.6,At least one,Source
81.2,At least one,Source
24.3,At least one,Source
59.19,At least one,Source
28.12,At least one,Source
47.47,At least one,Source
890.73,At least one,Source
825.05,At least one,Source
4881.43,At least one,Source
2404.4,At least one,Source
136.44,At least one,Source
88.16,At least one,Source
78.66,At least one,Source
66.14,At least one,Source
1108.99,At least one,Source
19.58,At least one,Source
1.6,At least one,Source
108.33,At least one,Source
18.22,At least one,Source
1885.11,At least one,Source
51.23,At least one,Source
1095.87,At least one,Source
66.96,At least one,Source
66.5,At least one,Source
18.06,At least one,Source
2500.45,At least one,Source
23.42,At least one,Source
32.89,At least one,Source
137.59,At least one,Source
17.83,At least one,Source
23.0,At least one,Source
116.02,At least one,Source
11.02,At least one,Source
16.83,At least one,Source
21.3,At least one,Source
166.71,At least one,Source
21.3,At least one,Source
166.71,At least one,Source
113.94,At least one,Source
80.29,At least one,Source
17.62,At least one,Source
458.77,At least one,Source
43.0,At least one,Source
2959.1,At least one,Source
99.84,At least one,Source
24.14,At least one,Source
70.55,At least one,Source
3889.13,At least one,Source
502.14,At least one,Source
2822.58,At least one,Source
51.23,At least one,Source
115.04,At least one,Source
940.57,At least one,Source
47.71,At least one,Source
935.41,At least one,Source
7.13,At least one,Source
42.16,At least one,Source
42.39,At least one,Source
80.56,At least one,Source
15.53,At least one,Source
67.24,At least one,Source
818.66,At least one,Source
70.55,At least one,Source
3889.13,At least one,Source
9.76,At least one,Source
153.73,At least one,Source
980.48,At least one,Source
27.72,At least one,Source
161.86,At least one,Source
161.86,At least one,Source
973.08,At least one,Source
45.63,At least one,Source
39.25,At least one,Source
154.86,At least one,Source
37.73,At least one,Source
41.0,At least one,Source
75.19,At least one,Source
1724.65,At least one,Source
42.11,At least one,Source
999.61,At least one,Source
224.59,At least one,Source
407.89,At least one,Source
24.8,At least one,Source
11.27,At least one,Source
85.94,At least one,Source
532.82,At least one,Source
2187.22,At least one,Source
5178.55,At least one,Source
4.96,At least one,Source
506.94,At least one,Source
37.04,At least one,Source
1429.89,At least one,Source
310.11,At least one,Source
51.23,At least one,Source
64.56,At least one,Source
6.93,At least one,Source
92.64,At least one,Source
112.83,At least one,Source
18.67,At least one,Source
2.28,At least one,Source
118.25,At least one,Source
51.23,At least one,Source
4.08,At least one,Source
1873.26,At least one,Source
127.61,At least one,Source
568.62,At least one,Source
51.23,At least one,Source
51.23,At least one,Source
22.76,At least one,Source
1857.48,At least one,Source
12.95,At least one,Source
920.77,At least one,Source
400.75,At least one,Source
6.46,At least one,Source
51.23,At least one,Source
21.89,At least one,Source
51.23,At least one,Source
195.11,At least one,Source
51.23,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
62.85,At least one,Source
502.14,At least one,Source
2822.58,At least one,Source
62.85,At least one,Source
1398.86,At least one,Source
442.95,At least one,Source
92.35,At least one,Source
7.97,At least one,Source
8.27,At least one,Source
190.24,At least one,Source
114.87,At least one,Source
165.81,At least one,Source
302.99,At least one,Source
26.22,At least one,Source
8.27,At least one,Source
190.24,At least one,Source
10.3,At least one,Source
1002.06,At least one,Source
1760.22,At least one,Source
149.39,At least one,Source
1492.59,At least one,Source
149.39,At least one,Source
1492.59,At least one,Source
261.95,At least one,Source
70.66,At least one,Source
128.81,At least one,Source
949.22,At least one,Source
134.21,At least one,Source
90.12,At least one,Source
27.57,At least one,Source
97.92,At least one,Source
2954.75,At least one,Source
2.93,At least one,Source
64.64,At least one,Source
63.18,At least one,Source
326.24,At least one,Source
20.23,At least one,Source
675.3,At least one,Source
4.5,At least one,Source
3.0,At least one,Source
100.38,At least one,Source
27.57,At least one,Source
97.92,At least one,Source
281.53,At least one,Source
17.45,At least one,Source
202.89,At least one,Source
250.68,At least one,Source
63.61,At least one,Source
57.82,At least one,Source
66.05,At least one,Source
165.85,At least one,Source
2686.19,At least one,Source
61.38,At least one,Source
80.09,At least one,Source
79.02,At least one,Source
83.27,At least one,Source
71.48,At least one,Source
9.82,At least one,Source
7.59,At least one,Source
452.48,At least one,Source
44.97,At least one,Source
26.69,At least one,Source
22.39,At least one,Source
112.65,At least one,Source
3836.98,At least one,Source
112.27,At least one,Source
44.97,At least one,Source
26.69,At least one,Source
26.66,At least one,Source
1003.8,At least one,Source
92.64,At least one,Source
112.83,At least one,Source
85.94,At least one,Source
85.94,At least one,Source
149.39,At least one,Source
1492.59,At least one,Source
22.87,At least one,Source
3849.4,At least one,Source
0.69,At least one,Source
24.6,At least one,Source
722.35,At least one,Source
725.43,At least one,Source
2.18,At least one,Source
738.24,At least one,Source
149.39,At least one,Source
1492.59,At least one,Source
952.31,At least one,Source
247.42,At least one,Source
71.48,At least one,Source
9.82,At least one,Source
63.61,At least one,Source
9.4,At least one,Source
47.29,At least one,Source
10.91,At least one,Source
111.73,At least one,Source
35.27,At least one,Source
96.85,At least one,Source
4.05,At least one,Source
2.77,At least one,Source
137.22,At least one,Source
32.59,At least one,Source
120.45,At least one,Source
411.57,At least one,Source
96.48,At least one,Source
103.99,At least one,Source
236.46,At least one,Source
794.73,At least one,Source
14.81,At least one,Source
741.42,At least one,Source
9.4,At least one,Source
47.29,At least one,Source
249.21,At least one,Source
166.43,At least one,Source
61.55,At least one,Source
6.91,At least one,Source
22.1,At least one,Source
17.43,At least one,Source
3.24,At least one,Source
386.19,At least one,Source
407.89,At least one,Source
18.11,At least one,Source
1505.56,At least one,Source
1298.69,At least one,Source
1003.8,At least one,Source
121.43,At least one,Source
4.21,At least one,Source
7.83,At least one,Source
69.58,At least one,Source
4.21,At least one,Source
509.93,At least one,Source
287.27,At least one,Source
6.6,At least one,Source
387.22,At least one,Source
235.42,At least one,Source
109.94,At least one,Source
215.08,At least one,Source
2042.8,At least one,Source
13.22,At least one,Source
1012.2,At least one,Source
101.01,At least one,Source
6.36,At least one,Source
289.22,At least one,Source
407.89,At least one,Source
78.32,At least one,Source
44.99,At least one,Source
6.36,At least one,Source
289.22,At least one,Source
469.96,At least one,Source
12.37,At least one,Source
61.63,At least one,Source
98.61,At least one,Source
63.87,At least one,Source
11.15,At least one,Source
105.88,At least one,Source
623.82,At least one,Source
51.04,At least one,Source
1637.75,At least one,Source
11.15,At least one,Source
105.88,At least one,Source
1.39,At least one,Source
2072.3,At least one,Source
263.96,At least one,Source
358.48,At least one,Source
15.67,At least one,Source
597.17,At least one,Source
6.99,At least one,Source
409.21,At least one,Source
33.89,At least one,Source
26.18,At least one,Source
23.76,At least one,Source
1.45,At least one,Source
813.68,At least one,Source
226.98,At least one,Source
226.98,At least one,Source
6.99,At least one,Source
409.21,At least one,Source
1244.86,At least one,Source
74.2,At least one,Source
1186.55,At least one,Source
904.08,At least one,Source
428.32,At least one,Source
144.49,At least one,Source
100.29,At least one,Source
2950.34,At least one,Source
2038.5,At least one,Source
8.5,At least one,Source
241.0,At least one,Source
2.72,At least one,Source
866.27,At least one,Source
314.07,At least one,Source
447.55,At least one,Source
78.66,At least one,Source
7.05,At least one,Source
31.18,At least one,Source
568.54,At least one,Source
5642.67,At least one,Source
1349.34,At least one,Source
813.53,At least one,Source
204.54,At least one,Source
212.76,At least one,Source
224.03,At least one,Source
105.0,At least one,Source
3878.01,At least one,Source
8134.0,At least one,Source
48.74,At least one,Source
99.24,At least one,Source
93.52,At least one,Source
126.86,At least one,Source
104.98,At least one,Source
188.99,At least one,Source
4.14,At least one,Source
88.49,At least one,Source
196.43,At least one,Source
244.2,At least one,Source
1151.44,At least one,Source
24.08,At least one,Source
89.9,At least one,Source
510.54,At least one,Source
42.62,At least one,Source
170.44,At least one,Source
16.61,At least one,Source
448.15,At least one,Source
5.96,At least one,Source
263.96,At least one,Source
24.08,At least one,Source
89.9,At least one,Source
23.18,At least one,Source
23.0,At least one,Source
48.7,At least one,Source
99.24,At least one,Source
93.52,At least one,Source
70.8,At least one,Source
11.72,At least one,Source
3240.53,At least one,Source
13.86,At least one,Source
141.67,At least one,Source
196.43,At least one,Source
244.2,At least one,Source
52.65,At least one,Source
106.12,At least one,Source
284.34,At least one,Source
13.86,At least one,Source
141.67,At least one,Source
5.47,At least one,Source
89.22,At least one,Source
26.18,At least one,Source
23.76,At least one,Source
33.03,At least one,Source
52.65,At least one,Source
106.12,At least one,Source
5.47,At least one,Source
5.47,At least one,Source
15.67,At least one,Source
597.17,At least one,Source
68.85,At least one,Source
344.4,At least one,Source
118.02,At least one,Source
471.39,At least one,Source
471.4,At least one,Source
471.4,At least one,Source
21.44,At least one,Source
291.73,At least one,Source
241.0,At least one,Source
2.72,At least one,Source
8.35,At least one,Source
64.28,At least one,Source
8.74,At least one,Source
87.32,At least one,Source
2.89,At least one,Source
72.32,At least one,Source
105.76,At least one,Source
27.01,At least one,Source
19.92,At least one,Source
701.59,At least one,Source
965.77,At least one,Source
965.62,At least one,Source
986.15,At least one,Source
701.59,At least one,Source
965.77,At least one,Source
986.02,At least one,Source
986.15,At least one,Source
24.63,At least one,Source
77.06,At least one,Source
24.63,At least one,Source
77.06,At least one,Source
73.13,At least one,Source
73.12,At least one,Source
166.34,At least one,Source
96.05,At least one,Source
26.87,At least one,Source
118.7,At least one,Source
179.81,At least one,Source
2.89,At least one,Source
72.32,At least one,Source
39.37,At least one,Source
148.03,At least one,Source
1.88,At least one,Source
4.14,At least one,Source
4.14,At least one,Source
8.74,At least one,Source
87.32,At least one,Source
1398.94,At least one,Source
16.84,At least one,Source
893.32,At least one,Source
132.07,At least one,Source
3.43,At least one,Source
95.55,At least one,Source
3.43,At least one,Source
95.68,At least one,Source
236.62,At least one,Source
3.98,At least one,Source
163.49,At least one,Source
392.83,At least one,Source
499.9,At least one,Source
3.43,At least one,Source
95.68,At least one,Source
3.43,At least one,Source
95.55,At least one,Source
313.42,At least one,Source
8.35,At least one,Source
64.28,At least one,Source
50.12,At least one,Source
1564.97,At least one,Source
132.07,At least one,Source
35.69,At least one,Source
178.14,At least one,Source
800.86,At least one,Source
8.25,At least one,Source
4.85,At least one,Source
100.67,At least one,Source
175.21,At least one,Source
60.52,At least one,Source
2.92,At least one,Source
457.66,At least one,Source
93.44,At least one,Source
6.6,At least one,Source
72.81,At least one,Source
237.12,At least one,Source
23.6,At least one,Source
1320.42,At least one,Source
4.85,At least one,Source
100.67,At least one,Source
281.13,At least one,Source
461.45,At least one,Source
5.47,At least one,Source
5.47,At least one,Source
701.59,At least one,Source
965.77,At least one,Source
965.62,At least one,Source
701.59,At least one,Source
965.62,At least one,Source
5.47,At least one,Source
89.22,At least one,Source
39.06,At least one,Source
176.85,At least one,Source
50.59,At least one,Source
73.63,At least one,Source
18.68,At least one,Source
701.59,At least one,Source
701.59,At least one,Source
701.59,At least one,Source
71.33,At least one,Source
19.66,At least one,Source
50.13,At least one,Source
85.98,At least one,Source
98.42,At least one,Source
1.34,At least one,Source
29.37,At least one,Source
2569.04,At least one,Source
70.49,At least one,Source
221.17,At least one,Source
59.13,At least one,Source
16.92,At least one,Source
125.73,At least one,Source
2.46,At least one,Source
12.35,At least one,Source
23.4,At least one,Source
75.4,At least one,Source
15.73,At least one,Source
22.66,At least one,Source
39.06,At least one,Source
5.54,At least one,Source
6.11,At least one,Source
47.34,At least one,Source
3.12,At least one,Source
6.11,At least one,Source
47.34,At least one,Source
15.73,At least one,Source
22.66,At least one,Source
2.14,At least one,Source
236.98,At least one,Source
263.96,At least one,Source
2.14,At least one,Source
236.98,At least one,Source
213.18,At least one,Source
206.96,At least one,Source
17.38,At least one,Source
5.09,At least one,Source
7.21,At least one,Source
142.83,At least one,Source
44.86,At least one,Source
6.54,At least one,Source
1.61,At least one,Source
7.21,At least one,Source
142.83,At least one,Source
33.03,At least one,Source
635.88,At least one,Source
349.51,At least one,Source
1.96,At least one,Source
1.14,At least one,Source
2.72,At least one,Source
19.99,At least one,Source
20.03,At least one,Source
837.33,At least one,Source
3.04,At least one,Source
18.04,At least one,Source
2.63,At least one,Source
21.47,At least one,Source
15.94,At least one,Source
118.89,At least one,Source
2.63,At least one,Source
21.47,At least one,Source
2.63,At least one,Source
21.47,At least one,Source
2.63,At least one,Source
21.47,At least one,Source
3.78,At least one,Source
3.04,At least one,Source
18.04,At least one,Source
69.1,At least one,Source
5.79,At least one,Source
67.24,At least one,Source
6.09,At least one,Source
16.43,At least one,Source
26.47,At least one,Source
119.03,At least one,Source
1.11,At least one,Source
67.24,At least one,Source
6.09,At least one,Source
69.1,At least one,Source
5.79,At least one,Source
98.42,At least one,Source
12.0,At least one,Source
0.39,At least one,Source
84.8,At least one,Source
369.82,At least one,Source
0.43,At least one,Source
449.19,At least one,Source
61.39,At least one,Source
6.15,At least one,Source
6.15,At least one,Source
3.72,At least one,Source
24.58,At least one,Source
49.91,At least one,Source
94.5,At least one,Source
31.44,At least one,Source
7.22,At least one,Source
8.94,At least one,Source
3.51,At least one,Source
0.13,At least one,Source
3.23,At least one,Source
4.88,At least one,Source
10.51,At least one,Source
140.13,At least one,Source
113.85,At least one,Source
1545.27,At least one,Source
1545.27,At least one,Source
13.1,At least one,Source
40.67,At least one,Source
15.77,At least one,Source
1244.86,At least one,Source
8.13,At least one,Source
191.32,At least one,Source
191.32,At least one,Source
48.43,At least one,Source
289.41,At least one,Source
1997.8,At least one,Source
437.63,At least one,Source
61.67,At least one,Source
5.65,At least one,Source
4.59,At least one,Source
28.48,At least one,Source
2711.57,At least one,Source
1997.8,At least one,Source
437.63,At least one,Source
61.67,At least one,Source
75.01,At least one,Source
189.2,At least one,Source
72.02,At least one,Source
17.53,At least one,Source
1021.37,At least one,Source
44.7,At least one,Source
8.08,At least one,Source
28.48,At least one,Source
2711.57,At least one,Source
320.91,At least one,Source
93.26,At least one,Source
81.54,At least one,Source
75.01,At least one,Source
71.5,At least one,Source
142.6,At least one,Source
2.38,At least one,Source
672.11,At least one,Source
594.44,At least one,Source
4.6,At least one,Source
7.8,At least one,Source
335.84,At least one,Source
50.89,At least one,Source
15.06,At least one,Source
48.76,At least one,Source
165.69,At least one,Source
261.06,At least one,Source
34.93,At least one,Source
23.83,At least one,Source
194.88,At least one,Source
155.75,At least one,Source
20.34,At least one,Source
4.87,At least one,Source
3.04,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
2246.17,At least one,Source
1771.0,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
2032.88,At least one,Source
1872.11,At least one,Source
2246.17,At least one,Source
1771.0,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
2032.88,At least one,Source
1872.11,At least one,Source
2246.17,At least one,Source
1771.0,At least one,Source
11.31,At least one,Source
1514.94,At least one,Source
261.06,At least one,Source
3816.73,At least one,Source
265.39,At least one,Source
11.32,At least one,Source
8.86,At least one,Source
263.96,At least one,Source
3.04,At least one,Source
440.93,At least one,Source
11.86,At least one,Source
17.62,At least one,Source
692.44,At least one,Source
440.93,At least one,Source
17.58,At least one,Source
57.68,At least one,Source
3.64,At least one,Source
627.31,At least one,Source
6.86,At least one,Source
8.31,At least one,Source
34.9,At least one,Source
17.8,At least one,Source
3.64,At least one,Source
91.14,At least one,Source
1048.91,At least one,Source
4.29,At least one,Source
181.69,At least one,Source
3419.87,At least one,Source
166.79,At least one,Source
284.55,At least one,Source
274.08,At least one,Source
488.0,At least one,Source
38.12,At least one,Source
211.3,At least one,Source
2.62,At least one,Source
107.59,At least one,Source
57.68,At least one,Source
9.35,At least one,Source
44.15,At least one,Source
391.12,At least one,Source
597.29,At least one,Source
2.68,At least one,Source
312.38,At least one,Source
62.57,At least one,Source
66.15,At least one,Source
66.15,At least one,Source
872.19,At least one,Source
289.94,At least one,Source
44.08,At least one,Source
111.89,At least one,Source
17.18,At least one,Source
129.55,At least one,Source
65.99,At least one,Source
22.71,At least one,Source
10.94,At least one,Source
356.08,At least one,Source
31.31,At least one,Source
6.56,At least one,Source
2649.59,At least one,Source
1227.97,At least one,Source
1562.89,At least one,Source
1562.89,At least one,Source
38.32,At least one,Source
0.39,At least one,Source
84.8,At least one,Source
369.82,At least one,Source
0.43,At least one,Source
449.19,At least one,Source
61.39,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
28.8,At least one,Source
258.07,At least one,Source
9.83,At least one,Source
179.07,At least one,Source
361.96,At least one,Source
301.91,At least one,Source
4.29,At least one,Source
32.22,At least one,Source
19.77,At least one,Source
62.57,At least one,Source
6.05,At least one,Source
3.35,At least one,Source
621.64,At least one,Source
361.96,At least one,Source
301.91,At least one,Source
44.08,At least one,Source
159.28,At least one,Source
58.58,At least one,Source
11.42,At least one,Source
11.42,At least one,Source
11.42,At least one,Source
11.42,At least one,Source
49.51,At least one,Source
1.45,At least one,Source
813.68,At least one,Source
4.0,At least one,Source
2908.32,At least one,Source
305.83,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
1604.89,At least one,Source
1984.88,At least one,Source
9.17,At least one,Source
1582.14,At least one,Source
890.24,At least one,Source
196.19,At least one,Source
31.06,At least one,Source
301.05,At least one,Source
46.33,At least one,Source
239.31,At least one,Source
