Duration,Reviewer_sharing,Project_type
58.21,Different,Source
49.18,Different,Source
36.52,Different,Source
4.07,Different,Source
45.83,Different,Source
45.83,Different,Source
13.63,Different,Source
102.82,Different,Source
458.01,Different,Source
18.17,Different,Source
27.79,Different,Source
2.56,Different,Source
32.99,Different,Source
63.41,Different,Source
4.07,Different,Source
24.5,Different,Source
124.93,Different,Source
1836.87,Different,Source
211.3,Different,Source
17.74,Different,Source
17.74,Different,Source
211.3,Different,Source
84.57,Different,Source
241.91,Different,Source
722.36,Different,Source
215.49,Different,Source
4.06,Different,Source
4.07,Different,Source
1361.51,Different,Source
213.31,Different,Source
124.93,Different,Source
116.77,Different,Source
4.03,Different,Source
11.23,Different,Source
13.72,Different,Source
12.83,Different,Source
20.42,Different,Source
12.83,Different,Source
12.83,Different,Source
12.83,Different,Source
27.87,Different,Source
12.83,Different,Source
13.23,Different,Source
4.15,Different,Source
391.54,Different,Source
391.54,Different,Source
391.54,Different,Source
391.54,Different,Source
391.54,Different,Source
71.66,Different,Source
4.15,Different,Source
4.15,Different,Source
4.15,Different,Source
7.51,Different,Source
4.15,Different,Source
4.15,Different,Source
391.54,Different,Source
391.54,Different,Source
391.54,Different,Source
391.54,Different,Source
274.7,Different,Source
95.87,Different,Source
386.61,Different,Source
3872.0,Different,Source
39.62,Different,Source
190.06,Different,Source
505.01,Different,Source
32.68,Different,Source
91.24,Different,Source
17.95,Different,Source
31.95,Different,Source
31.85,Different,Source
29.73,Different,Source
284.96,Different,Source
77.02,Different,Source
766.03,Different,Source
268.67,Different,Source
39.62,Different,Source
50.12,Different,Source
358.33,Different,Source
74.18,Different,Source
50.12,Different,Source
122.8,Different,Source
640.82,Different,Source
640.82,Different,Source
15.27,Different,Source
13.21,Different,Source
12.74,Different,Source
16.8,Different,Source
5.1,Different,Source
20.42,Different,Source
66.7,Different,Source
20.89,Different,Source
161.57,Different,Source
51.97,Different,Source
4.4,Different,Source
14.47,Different,Source
14.47,Different,Source
22.19,Different,Source
16.8,Different,Source
55.05,Different,Source
1661.19,Different,Source
317.86,Different,Source
9.56,Different,Source
1629.92,Different,Source
58.56,Different,Source
93.73,Different,Source
94.0,Different,Source
121.73,Different,Source
225.6,Different,Source
32.26,Different,Source
35.29,Different,Source
1095.16,Different,Source
5.26,Different,Source
852.46,Different,Source
47.18,Different,Source
36.09,Different,Source
5.34,Different,Source
184.61,Different,Source
36.09,Different,Source
199.75,Different,Source
3.56,Different,Source
36.09,Different,Source
36.09,Different,Source
28.88,Different,Source
107.9,Different,Source
107.45,Different,Source
10.44,Different,Source
108.91,Different,Source
88.36,Different,Source
14.32,Different,Source
89.5,Different,Source
1862.81,Different,Source
64.92,Different,Source
1518.24,Different,Source
20.79,Different,Source
20.86,Different,Source
125.17,Different,Source
45.33,Different,Source
221.04,Different,Source
89.5,Different,Source
22.93,Different,Source
24.72,Different,Source
24.16,Different,Source
0.25,Different,Source
5.95,Different,Source
6.09,Different,Source
5.95,Different,Source
6.09,Different,Source
5.95,Different,Source
6.09,Different,Source
5.95,Different,Source
6.09,Different,Source
90.76,Different,Source
8.28,Different,Source
17.45,Different,Source
335.87,Different,Source
1.43,Different,Source
1.43,Different,Source
415.82,Different,Source
415.81,Different,Source
415.82,Different,Source
415.81,Different,Source
1.43,Different,Source
1.43,Different,Source
1.43,Different,Source
1.43,Different,Source
3.16,Different,Source
70.59,Different,Source
81.58,Different,Source
36.23,Different,Source
51.98,Different,Source
365.77,Different,Source
140.97,Different,Source
42.53,Different,Source
1.78,Different,Source
71.07,Different,Source
47.65,Different,Source
47.65,Different,Source
47.65,Different,Source
47.65,Different,Source
192.25,Different,Source
47.65,Different,Source
47.65,Different,Source
47.65,Different,Source
47.65,Different,Source
47.65,Different,Source
15.75,Different,Source
3.56,Different,Source
34.36,Different,Source
45.32,Different,Source
20.42,Different,Source
68.34,Different,Source
68.33,Different,Source
68.32,Different,Source
68.28,Different,Source
16.56,Different,Source
161.77,Different,Source
87.32,Different,Source
0.03,Different,Source
40.38,Different,Source
48.84,Different,Source
0.9,Different,Source
91.02,Different,Source
41.9,Different,Source
16.54,Different,Source
23.86,Different,Source
14.74,Different,Source
17.0,Different,Source
8.61,Different,Source
8.61,Different,Source
8.61,Different,Source
83.69,Different,Source
4.28,Different,Source
161.48,Different,Source
239.55,Different,Source
55.42,Different,Source
56.08,Different,Source
3.11,Different,Source
13.63,Different,Source
13.63,Different,Source
27.49,Different,Source
27.49,Different,Source
27.49,Different,Source
72.99,Different,Source
20.42,Different,Source
67.77,Different,Source
1075.73,Different,Source
19.12,Different,Source
175.62,Different,Source
175.95,Different,Source
4536.61,Different,Source
0.27,Different,Source
20.42,Different,Source
20.42,Different,Source
16.39,Different,Source
20.42,Different,Source
20.42,Different,Source
6.43,Different,Source
51.34,Different,Source
9.91,Different,Source
20.42,Different,Source
67.46,Different,Source
16.5,Different,Source
24.84,Different,Source
0.13,Different,Source
2.01,Different,Source
3.07,Different,Source
2.19,Different,Source
687.02,Different,Source
166.77,Different,Source
189.95,Different,Source
135.9,Different,Source
16.97,Different,Source
2011.83,Different,Source
1992.33,Different,Source
107.58,Different,Source
19130.37,Different,Source
384.53,Different,Source
25.74,Different,Source
17.6,Different,Source
18.92,Different,Source
117.19,Different,Source
2.71,Different,Source
525.41,Different,Source
11.21,Different,Source
0.02,Different,Source
4.48,Different,Source
1315.33,Different,Source
1.91,Different,Source
43.05,Different,Source
0.1,Different,Source
43.78,Different,Source
44.63,Different,Source
20.42,Different,Source
16.95,Different,Source
19.3,Different,Source
6.02,Different,Source
106.45,Different,Source
280.14,Different,Source
172.96,Different,Source
20.42,Different,Source
0.74,Different,Source
2370.47,Different,Source
8.41,Different,Source
20.42,Different,Source
166.77,Different,Source
166.77,Different,Source
20.42,Different,Source
20.42,Different,Source
5.51,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
4.92,Different,Source
5.07,Different,Source
1.84,Different,Source
20.42,Different,Source
98.05,Different,Source
984.17,Different,Source
98.05,Different,Source
984.17,Different,Source
98.05,Different,Source
984.17,Different,Source
98.05,Different,Source
984.17,Different,Source
98.05,Different,Source
984.17,Different,Source
70.27,Different,Source
62.78,Different,Source
111.38,Different,Source
167.62,Different,Source
195.16,Different,Source
167.43,Different,Source
99.03,Different,Source
20.42,Different,Source
15.84,Different,Source
111.58,Different,Source
0.52,Different,Source
1.0,Different,Source
167.29,Different,Source
20.42,Different,Source
157.6,Different,Source
4.23,Different,Source
144.76,Different,Source
1667.84,Different,Source
105.02,Different,Source
20.42,Different,Source
42.03,Different,Source
11.47,Different,Source
13.92,Different,Source
5827.39,Different,Source
20.42,Different,Source
4.46,Different,Source
4.38,Different,Source
2680.99,Different,Source
0.8,Different,Source
41.46,Different,Source
41.91,Different,Source
20.42,Different,Source
151.35,Different,Source
24.11,Different,Source
0.02,Different,Source
3086.29,Different,Source
20.42,Different,Source
9.93,Different,Source
9.93,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
24.64,Different,Source
18.85,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
75.55,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
40.55,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
49.63,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
95.02,Different,Source
168.15,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
569.83,Different,Source
20.42,Different,Source
162.13,Different,Source
29.0,Different,Source
20.42,Different,Source
6.83,Different,Source
20.42,Different,Source
1.61,Different,Source
2.59,Different,Source
20.42,Different,Source
20.42,Different,Source
3.68,Different,Source
20.42,Different,Source
20.42,Different,Source
56.29,Different,Source
20.42,Different,Source
20.38,Different,Source
40.73,Different,Source
56.29,Different,Source
20.42,Different,Source
20.38,Different,Source
40.73,Different,Source
56.29,Different,Source
20.42,Different,Source
20.38,Different,Source
40.73,Different,Source
56.29,Different,Source
20.42,Different,Source
20.38,Different,Source
40.73,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
57.0,Different,Source
20.42,Different,Source
20.42,Different,Source
2.96,Different,Source
4.98,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
70.81,Different,Source
70.81,Different,Source
70.81,Different,Source
20.42,Different,Source
70.81,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
23.2,Different,Source
4.72,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
373.6,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
57.0,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
92.26,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
70.81,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
20.42,Different,Source
1.6,Different,Source
558.62,Different,Source
8.15,Different,Source
9.17,Different,Source
4.83,Different,Source
2.53,Different,Source
23.2,Different,Source
52.17,Different,Source
52.13,Different,Source
52.14,Different,Source
51.95,Different,Source
940.19,Different,Source
360.85,Different,Source
15.38,Different,Source
119.96,Different,Source
360.85,Different,Source
360.85,Different,Source
360.85,Different,Source
46.46,Different,Source
62.59,Different,Source
36.92,Different,Source
47.42,Different,Source
19.21,Different,Source
30.42,Different,Source
109.58,Different,Source
2217.89,Different,Source
70.45,Different,Source
0.34,Different,Source
3696.53,Different,Source
301.89,Different,Source
155.83,Different,Source
164.63,Different,Source
301.89,Different,Source
155.83,Different,Source
194.24,Different,Source
30.48,Different,Source
1.77,Different,Source
17.72,Different,Source
34.82,Different,Source
67.29,Different,Source
5.37,Different,Source
27.86,Different,Source
6.79,Different,Source
5.63,Different,Source
118.62,Different,Source
0.01,Different,Source
0.05,Different,Source
5.16,Different,Source
77.87,Different,Source
53.74,Different,Source
15.72,Different,Source
77.87,Different,Source
3.96,Different,Source
70.91,Different,Source
66.12,Different,Source
55.07,Different,Source
55.07,Different,Source
55.07,Different,Source
120.09,Different,Source
176.01,Different,Source
176.01,Different,Source
5.79,Different,Source
14.81,Different,Source
1233.76,Different,Source
32.49,Different,Source
327.92,Different,Source
19.21,Different,Source
899.51,Different,Source
78.76,Different,Source
113.88,Different,Source
53.72,Different,Source
383.68,Different,Source
43.88,Different,Source
537.27,Different,Source
73.73,Different,Source
5397.49,Different,Source
26.38,Different,Source
469.67,Different,Source
469.67,Different,Source
5.16,Different,Source
11.86,Different,Source
67.68,Different,Source
11.86,Different,Source
7.76,Different,Source
3.68,Different,Source
7.56,Different,Source
15.27,Different,Source
13.04,Different,Source
53.72,Different,Source
745.46,Different,Source
82.31,Different,Source
112.46,Different,Source
14.83,Different,Source
8.47,Different,Source
2.85,Different,Source
59.25,Different,Source
288.07,Different,Source
70.83,Different,Source
13.04,Different,Source
96.17,Different,Source
93.6,Different,Source
93.45,Different,Source
69.42,Different,Source
46.77,Different,Source
17.26,Different,Source
133.71,Different,Source
142.55,Different,Source
59.25,Different,Source
3.55,Different,Source
1.49,Different,Source
1.49,Different,Source
15.99,Different,Source
15.87,Different,Source
2423.43,Different,Source
2634.83,Different,Source
6.13,Different,Source
67.8,Different,Source
67.75,Different,Source
248.59,Different,Source
7.27,Different,Source
118.3,Different,Source
15.27,Different,Source
15.37,Different,Source
15.27,Different,Source
15.37,Different,Source
9.22,Different,Source
110.15,Different,Source
111.32,Different,Source
61.21,Different,Source
76.78,Different,Source
7.45,Different,Source
24.18,Different,Source
379.34,Different,Source
350.71,Different,Source
53.72,Different,Source
54.0,Different,Source
379.34,Different,Source
350.71,Different,Source
114.66,Different,Source
21.44,Different,Source
21.44,Different,Source
7.8,Different,Source
7.8,Different,Source
112.71,Different,Source
150.35,Different,Source
6.13,Different,Source
618.01,Different,Source
17.95,Different,Source
168.0,Different,Source
145.28,Different,Source
7.82,Different,Source
377.87,Different,Source
65.52,Different,Source
231.49,Different,Source
91.45,Different,Source
162.44,Different,Source
140.89,Different,Source
43.37,Different,Source
43.37,Different,Source
43.37,Different,Source
0.58,Different,Source
13.16,Different,Source
1176.84,Different,Source
4.37,Different,Source
0.8,Different,Source
0.8,Different,Source
3.2,Different,Source
0.49,Different,Source
10.99,Different,Source
1.46,Different,Source
68.46,Different,Source
19.4,Different,Source
2.62,Different,Source
711.07,Different,Source
4.18,Different,Source
8.84,Different,Source
536.38,Different,Source
0.03,Different,Source
1142.28,Different,Source
667.22,Different,Source
464.79,Different,Source
380.94,Different,Source
3.93,Different,Source
7315.74,Different,Source
5.89,Different,Source
0.05,Different,Source
11.67,Different,Source
11.79,Different,Source
11.92,Different,Source
12.02,Different,Source
12.11,Different,Source
12.28,Different,Source
12.33,Different,Source
676.1,Different,Source
518.64,Different,Source
421.09,Different,Source
89.3,Different,Source
646.55,Different,Source
135.17,Different,Source
85.21,Different,Source
106.65,Different,Source
498.04,Different,Source
482.22,Different,Source
458.49,Different,Source
462.73,Different,Source
453.26,Different,Source
449.6,Different,Source
29.28,Different,Source
25.57,Different,Source
25.57,Different,Source
25.57,Different,Source
348.12,Different,Source
313.97,Different,Source
252.5,Different,Source
240.33,Different,Source
240.33,Different,Source
235.47,Different,Source
227.47,Different,Source
136.04,Different,Source
136.04,Different,Source
136.04,Different,Source
136.04,Different,Source
136.23,Different,Source
136.23,Different,Source
136.23,Different,Source
60.21,Different,Source
34.2,Different,Source
51.13,Different,Source
0.04,Different,Source
5.54,Different,Source
1.53,Different,Source
938.14,Different,Source
90.33,Different,Source
619.69,Different,Source
161.23,Different,Source
152.5,Different,Source
9.42,Different,Source
97.87,Different,Source
102.44,Different,Source
4.25,Different,Source
0.71,Different,Source
51.28,Different,Source
1924.05,Different,Source
196.78,Different,Source
196.78,Different,Source
183.43,Different,Source
183.43,Different,Source
183.43,Different,Source
183.43,Different,Source
137.16,Different,Source
156.73,Different,Source
7.66,Different,Source
192.85,Different,Source
479.76,Different,Source
12.42,Different,Source
69.55,Different,Source
262.81,Different,Source
298.65,Different,Source
34.38,Different,Source
20.25,Different,Source
356.43,Different,Source
5.28,Different,Source
137.38,Different,Source
49.83,Different,Source
27.93,Different,Source
27.93,Different,Source
27.93,Different,Source
27.93,Different,Source
462.43,Different,Source
462.43,Different,Source
462.43,Different,Source
462.43,Different,Source
408.03,Different,Source
408.03,Different,Source
408.03,Different,Source
408.03,Different,Source
163.8,Different,Source
163.8,Different,Source
163.8,Different,Source
163.8,Different,Source
2995.27,Different,Source
7327.53,Different,Source
492.71,Different,Source
492.71,Different,Source
492.71,Different,Source
492.71,Different,Source
492.71,Different,Source
492.71,Different,Source
492.71,Different,Source
492.71,Different,Source
492.71,Different,Source
166.0,Different,Source
166.0,Different,Source
166.0,Different,Source
4670.48,Different,Source
4670.48,Different,Source
4670.48,Different,Source
30.17,Different,Source
30.17,Different,Source
30.17,Different,Source
372.87,Different,Source
372.87,Different,Source
372.87,Different,Source
4.01,Different,Source
4536.61,Different,Source
19.37,Different,Source
262.97,Different,Source
4.8,Different,Source
84.52,Different,Source
147.83,Different,Source
147.83,Different,Source
147.83,Different,Source
147.83,Different,Source
147.83,Different,Source
76.08,Different,Source
206.17,Different,Source
206.17,Different,Source
64.96,Different,Source
137.84,Different,Source
1424.38,Different,Source
26.96,Different,Source
26.96,Different,Source
0.45,Different,Source
0.45,Different,Source
7.53,Different,Source
4.99,Different,Source
69.27,Different,Source
69.27,Different,Source
69.27,Different,Source
69.27,Different,Source
1176.09,Different,Source
151.29,Different,Source
8.43,Different,Source
8.43,Different,Source
173.77,Different,Source
18.17,Different,Source
32.73,Different,Source
3.46,Different,Source
15.2,Different,Source
9.72,Different,Source
94.61,Different,Source
94.61,Different,Source
94.61,Different,Source
94.61,Different,Source
94.61,Different,Source
94.61,Different,Source
6.04,Different,Source
6.04,Different,Source
6.03,Different,Source
6.03,Different,Source
5.98,Different,Source
5.98,Different,Source
16.79,Different,Source
16.79,Different,Source
16.79,Different,Source
16.79,Different,Source
16.83,Different,Source
6.0,Different,Source
5.97,Different,Source
6.02,Different,Source
959.03,Different,Source
959.03,Different,Source
959.03,Different,Source
959.03,Different,Source
313.98,Different,Source
313.98,Different,Source
313.98,Different,Source
313.98,Different,Source
15.32,Different,Source
15.32,Different,Source
180.44,Different,Source
180.44,Different,Source
28.34,Different,Source
1507.05,Different,Source
2516.03,Different,Source
2508.4,Different,Source
93.74,Different,Source
93.74,Different,Source
93.74,Different,Source
26.64,Different,Source
26.64,Different,Source
26.64,Different,Source
67.22,Different,Source
22.25,Different,Source
523.73,Different,Source
22.19,Different,Source
17.25,Different,Source
60.53,Different,Source
2.96,Different,Source
13.16,Different,Source
13.16,Different,Source
13.16,Different,Source
13.16,Different,Source
13.16,Different,Source
2762.03,Different,Source
2762.03,Different,Source
2762.03,Different,Source
2762.03,Different,Source
2762.03,Different,Source
2762.03,Different,Source
1249.05,Different,Source
1249.05,Different,Source
1249.05,Different,Source
1249.05,Different,Source
1249.05,Different,Source
1249.05,Different,Source
1748.02,Different,Source
1748.02,Different,Source
1748.02,Different,Source
1748.02,Different,Source
356.15,Different,Source
370.08,Different,Source
370.08,Different,Source
124.68,Different,Source
124.68,Different,Source
873.85,Different,Source
821.46,Different,Source
24.09,Different,Source
24.09,Different,Source
24.09,Different,Source
26.51,Different,Source
26.51,Different,Source
26.51,Different,Source
41.75,Different,Source
384.27,Different,Source
91.23,Different,Source
28.66,Different,Source
28.66,Different,Source
1274.15,Different,Source
523.41,Different,Source
79.42,Different,Source
79.42,Different,Source
0.02,Different,Source
0.04,Different,Source
12.12,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
230.78,Different,Source
152.77,Different,Source
152.77,Different,Source
152.77,Different,Source
152.77,Different,Source
152.77,Different,Source
152.77,Different,Source
152.77,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
20.86,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
65.26,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
8.46,Different,Source
351.75,Different,Source
351.75,Different,Source
351.75,Different,Source
351.75,Different,Source
351.75,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
28.52,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
72.77,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
344.92,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
158.48,Different,Source
1411.67,Different,Source
1411.67,Different,Source
1411.67,Different,Source
1411.67,Different,Source
1411.67,Different,Source
1411.67,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
2.21,Different,Source
45.77,Different,Source
45.77,Different,Source
45.77,Different,Source
45.77,Different,Source
45.77,Different,Source
45.77,Different,Source
375.44,Different,Source
375.44,Different,Source
375.44,Different,Source
375.44,Different,Source
375.44,Different,Source
375.44,Different,Source
375.44,Different,Source
187.99,Different,Source
187.99,Different,Source
187.99,Different,Source
187.99,Different,Source
187.99,Different,Source
187.99,Different,Source
187.99,Different,Source
43.45,Different,Source
43.45,Different,Source
43.45,Different,Source
43.45,Different,Source
43.45,Different,Source
43.45,Different,Source
43.45,Different,Source
886.28,Different,Source
886.28,Different,Source
886.28,Different,Source
1.59,Different,Source
1.59,Different,Source
1.59,Different,Source
1.59,Different,Source
1.59,Different,Source
12.54,Different,Source
12.54,Different,Source
12.54,Different,Source
12.54,Different,Source
12.54,Different,Source
5.61,Different,Source
5.61,Different,Source
5.61,Different,Source
5.61,Different,Source
136.96,Different,Source
16.28,Different,Source
47.01,Different,Source
8.53,Different,Source
8.53,Different,Source
22.06,Different,Source
22.06,Different,Source
22.03,Different,Source
22.03,Different,Source
5.7,Different,Source
5.7,Different,Source
5.7,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
22.09,Different,Source
21.92,Different,Source
21.92,Different,Source
21.89,Different,Source
21.89,Different,Source
21.88,Different,Source
21.88,Different,Source
21.86,Different,Source
21.86,Different,Source
21.82,Different,Source
21.82,Different,Source
21.8,Different,Source
21.8,Different,Source
21.79,Different,Source
21.79,Different,Source
18.84,Different,Source
18.84,Different,Source
18.83,Different,Source
18.83,Different,Source
18.82,Different,Source
18.82,Different,Source
8.47,Different,Source
8.47,Different,Source
8.47,Different,Source
8.47,Different,Source
8.47,Different,Source
0.02,Different,Source
0.02,Different,Source
0.02,Different,Source
0.02,Different,Source
0.02,Different,Source
0.0,Different,Source
0.0,Different,Source
0.0,Different,Source
0.0,Different,Source
0.0,Different,Source
4.26,Different,Source
4.26,Different,Source
264.5,Different,Source
264.5,Different,Source
264.5,Different,Source
264.5,Different,Source
264.5,Different,Source
264.5,Different,Source
264.5,Different,Source
30.01,Different,Source
30.58,Different,Source
79.89,Different,Source
79.37,Different,Source
79.37,Different,Source
19.42,Different,Source
19.42,Different,Source
66.81,Different,Source
66.81,Different,Source
273.18,Different,Source
273.18,Different,Source
273.18,Different,Source
273.18,Different,Source
44.42,Different,Source
44.42,Different,Source
44.42,Different,Source
44.42,Different,Source
44.42,Different,Source
1864.5,Different,Source
1864.5,Different,Source
1864.5,Different,Source
1864.5,Different,Source
82.11,Different,Source
82.11,Different,Source
82.11,Different,Source
82.11,Different,Source
82.11,Different,Source
82.11,Different,Source
82.11,Different,Source
82.11,Different,Source
82.15,Different,Source
82.15,Different,Source
82.15,Different,Source
82.15,Different,Source
89.13,Different,Source
38.13,Different,Source
66.4,Different,Source
72.74,Different,Source
15805.58,Different,Source
15805.58,Different,Source
42.55,Different,Source
42.55,Different,Source
11.24,Different,Source
11.24,Different,Source
8.32,Different,Source
8.32,Different,Source
13513.33,Different,Source
13513.33,Different,Source
116.98,Different,Source
23.04,Different,Source
23.04,Different,Source
95.68,Different,Source
95.68,Different,Source
56.08,Different,Source
56.08,Different,Source
12.15,Different,Source
12.15,Different,Source
20.4,Different,Source
20.4,Different,Source
501.66,Different,Source
501.66,Different,Source
20.3,Different,Source
20.35,Different,Source
20.35,Different,Source
20.35,Different,Source
20.35,Different,Source
20.35,Different,Source
20.35,Different,Source
20.35,Different,Source
20.35,Different,Source
20.35,Different,Source
20.3,Different,Source
20.3,Different,Source
20.3,Different,Source
20.3,Different,Source
20.3,Different,Source
20.3,Different,Source
20.3,Different,Source
20.3,Different,Source
20.3,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
21.0,Different,Source
21.0,Different,Source
21.0,Different,Source
21.0,Different,Source
21.0,Different,Source
21.0,Different,Source
21.0,Different,Source
21.0,Different,Source
20.99,Different,Source
20.99,Different,Source
20.99,Different,Source
20.99,Different,Source
20.99,Different,Source
20.99,Different,Source
20.99,Different,Source
20.99,Different,Source
20.97,Different,Source
20.97,Different,Source
20.34,Different,Source
20.34,Different,Source
20.34,Different,Source
20.34,Different,Source
20.34,Different,Source
20.34,Different,Source
20.34,Different,Source
20.34,Different,Source
20.34,Different,Source
20.33,Different,Source
20.33,Different,Source
20.33,Different,Source
20.33,Different,Source
20.33,Different,Source
20.33,Different,Source
20.33,Different,Source
20.33,Different,Source
20.33,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.98,Different,Source
20.28,Different,Source
20.28,Different,Source
20.28,Different,Source
