projectA,projectB,Devs_intersect,Revs_intersect
openstack/neutron,openstack/tempest,57.14285714285714,20.85308056872038
openstack/neutron,openstack/neutron-tempest-plugin,76.19047619047619,29.45205479452055
openstack/neutron,openstack/tripleo-heat-templates,60.0,28.57142857142857
openstack/neutron,openstack/nova,56.41025641025641,20.87912087912088
openstack/neutron,openstack/cinder,100.0,7.6923076923076925
openstack/neutron,openstack/manila,33.33333333333333,7.6923076923076925
openstack/neutron,openstack/kolla-ansible,50.0,0.0
openstack/neutron,openstack/devstack,70.37037037037037,28.8135593220339
openstack/neutron,openstack/tripleo-ci,75.0,18.181818181818183
openstack/neutron,openstack/openstack-zuul-jobs,44.44444444444444,14.705882352941178
openstack/neutron,openstack/tripleo-quickstart-extras,50.0,16.666666666666664
openstack/neutron,openstack/openstacksdk,64.70588235294117,18.571428571428573
openstack/neutron,openstack/python-openstackclient,64.28571428571429,20.588235294117645
openstack/neutron,openstack/designate,100.0,0.0
openstack/neutron,openstack/octavia,28.57142857142857,21.875
openstack/neutron,openstack/tripleo-quickstart,0.0,20.0
openstack/neutron,openstack/glance,100.0,25.0
openstack/neutron,openstack/governance,0.0,33.33333333333333
openstack/neutron,openstack/rally-openstack,44.44444444444444,30.555555555555557
openstack/neutron,openstack/neutron-dynamic-routing,28.57142857142857,18.0327868852459
openstack/neutron,openstack/openstack-ansible,50.0,11.11111111111111
openstack/neutron,openstack/os-vif,50.0,17.647058823529413
openstack/neutron,openstack/neutron-lib,83.01886792452831,36.26943005181347
openstack/neutron,openstack/horizon,100.0,12.5
openstack/neutron,openstack/requirements,57.77777777777777,25.568181818181817
openstack/neutron,openstack/releases,60.0,27.500000000000004
openstack/neutron,openstack/nova-specs,100.0,20.0
openstack/neutron,openstack/keystone,100.0,37.5
openstack/neutron,openstack/project-config,86.95652173913044,29.72972972972973
openstack/neutron,openstack/oslo.log,100.0,0.0
openstack/neutron,openstack/oslo.privsep,100.0,22.22222222222222
openstack/neutron,openstack/ceilometer,100.0,0.0
openstack/neutron,openstack/ironic,40.0,12.82051282051282
openstack/neutron,openstack/magnum,0.0,18.181818181818183
openstack/neutron,openstack/openstack-ansible-os_neutron,100.0,18.181818181818183
openstack/neutron,openstack/kuryr-libnetwork,20.0,25.0
openstack/neutron,openstack/kuryr-kubernetes,0.0,31.818181818181817
openstack/neutron,openstack/kuryr-tempest-plugin,0.0,0.0
openstack/neutron,openstack/diskimage-builder,0.0,4.545454545454546
openstack/neutron,openstack/neutron-vpnaas,56.25,28.289473684210524
openstack/neutron,openstack/ironic-python-agent,0.0,4.166666666666666
openstack/neutron,openstack/swift,0.0,0.0
openstack/neutron,openstack/devstack-gate,61.111111111111114,29.069767441860467
openstack/neutron,openstack/networking-ovn,66.66666666666666,27.419354838709676
openstack/neutron,openstack/keystonemiddleware,0.0,17.647058823529413
openstack/neutron,openstack/neutron-fwaas,68.75,29.943502824858758
openstack/neutron,openstack/heat,44.44444444444444,15.517241379310345
openstack/neutron,openstack/oslo.service,100.0,35.714285714285715
openstack/neutron,openstack/oslo.messaging,100.0,8.695652173913043
openstack/neutron,openstack/ec2-api,0.0,4.3478260869565215
openstack/neutron,openstack/grenade,87.5,25.0
openstack/neutron,openstack/ovn-octavia-provider,25.0,37.5
openstack/neutron,openstack/networking-bgpvpn,63.63636363636363,22.950819672131146
openstack/neutron,openstack/networking-sfc,66.66666666666666,14.285714285714285
openstack/neutron,openstack/networking-bagpipe,53.84615384615385,36.92307692307693
openstack/neutron,openstack/sahara,100.0,0.0
openstack/neutron,openstack/puppet-neutron,33.33333333333333,10.0
openstack/neutron,openstack/tripleo-docs,0.0,23.52941176470588
openstack/neutron,openstack/networking-baremetal,0.0,0.0
openstack/neutron,openstack/zun,25.0,0.0
openstack/neutron,openstack/ovsdbapp,60.0,26.08695652173913
openstack/neutron,openstack/neutron-specs,75.0,35.483870967741936
openstack/neutron,openstack/openstack-manuals,63.63636363636363,20.149253731343283
openstack/neutron,openstack/heat-tempest-plugin,100.0,8.333333333333332
openstack/neutron,openstack/python-neutronclient,62.96296296296296,36.0
openstack/neutron,openstack/tap-as-a-service,66.66666666666666,30.76923076923077
openstack/neutron,openstack/openstackdocstheme,100.0,50.0
openstack/neutron,openstack/networking-odl,47.61904761904761,25.40983606557377
openstack/neutron,openstack/oslotest,100.0,12.5
openstack/neutron,openstack/osprofiler,100.0,18.181818181818183
openstack/neutron,openstack/shade,0.0,16.666666666666664
openstack/neutron,openstack/oslo.db,100.0,18.91891891891892
openstack/neutron,openstack/oslo.policy,100.0,10.0
openstack/neutron,openstack/senlin,100.0,0.0
openstack/neutron,openstack/patrole,100.0,18.181818181818183
openstack/neutron,openstack/rpm-packaging,0.0,22.22222222222222
openstack/neutron,openstack/os-ken,100.0,25.0
openstack/neutron,openstack/oslo.config,50.0,15.0
openstack/neutron,openstack/neutron-lbaas,51.724137931034484,20.903954802259886
openstack/neutron,openstack/networking-midonet,64.28571428571429,16.129032258064516
openstack/neutron,openstack/oslo.context,100.0,57.14285714285714
openstack/neutron,openstack/networking-hyperv,50.0,27.27272727272727
openstack/neutron,openstack/networking-l2gw,40.0,23.809523809523807
openstack/neutron,openstack/dragonflow,41.66666666666667,13.978494623655912
openstack/neutron,openstack/congress,100.0,4.166666666666666
openstack/neutron,openstack/tricircle,100.0,3.8461538461538463
openstack/neutron,openstack/rally,66.66666666666666,23.076923076923077
openstack/neutron,openstack/ironic-specs,0.0,24.137931034482758
openstack/neutron,openstack/api-site,0.0,29.03225806451613
openstack/neutron,openstack/networking-calico,100.0,11.11111111111111
openstack/neutron,openstack/networking-ofagent,33.33333333333333,10.204081632653061
openstack/neutron,openstack/oslo-incubator,100.0,21.428571428571427
openstack/tempest,openstack/neutron-tempest-plugin,85.71428571428571,18.91891891891892
openstack/tempest,openstack/nova,50.602409638554214,20.930232558139537
openstack/tempest,openstack/os-brick,60.0,15.625
openstack/tempest,openstack/cinder,58.06451612903226,14.832535885167463
openstack/tempest,openstack/manila-tempest-plugin,100.0,8.333333333333332
openstack/tempest,openstack/manila,40.0,13.953488372093023
openstack/tempest,openstack/devstack,68.42105263157895,30.065359477124183
openstack/tempest,openstack/barbican,33.33333333333333,0.0
openstack/tempest,openstack/tripleo-ci,0.0,16.666666666666664
openstack/tempest,openstack/openstack-zuul-jobs,75.0,30.0
openstack/tempest,openstack/tripleo-quickstart-extras,33.33333333333333,23.52941176470588
openstack/tempest,openstack/designate,16.666666666666664,10.0
openstack/tempest,openstack/designate-tempest-plugin,50.0,18.181818181818183
openstack/tempest,openstack/devstack-plugin-ceph,50.0,25.0
openstack/tempest,openstack/octavia,50.0,0.0
openstack/tempest,openstack/tripleo-quickstart,100.0,16.666666666666664
openstack/tempest,openstack/glance-tempest-plugin,100.0,44.44444444444444
openstack/tempest,openstack/glance,31.25,25.423728813559322
openstack/tempest,openstack/placement,50.0,13.333333333333334
openstack/tempest,openstack/os-resource-classes,100.0,0.0
openstack/tempest,openstack/blazar,0.0,0.0
openstack/tempest,openstack/governance,100.0,16.666666666666664
openstack/tempest,openstack/horizon,50.0,21.052631578947366
openstack/tempest,openstack/python-manilaclient,0.0,9.090909090909092
openstack/tempest,openstack/cinder-tempest-plugin,80.0,10.526315789473683
openstack/tempest,openstack/openstack-tempest-skiplist,0.0,9.090909090909092
openstack/tempest,openstack/requirements,23.52941176470588,22.033898305084744
openstack/tempest,openstack/releases,66.66666666666666,12.0
openstack/tempest,openstack/nova-specs,100.0,0.0
openstack/tempest,openstack/keystone,54.54545454545454,26.0
openstack/tempest,openstack/keystone-tempest-plugin,100.0,6.666666666666667
openstack/tempest,openstack/project-config,85.71428571428571,31.944444444444443
openstack/tempest,openstack/tacker-specs,50.0,0.0
openstack/tempest,openstack/tacker,0.0,0.0
openstack/tempest,openstack/oslo.log,100.0,0.0
openstack/tempest,openstack/aodh,100.0,30.76923076923077
openstack/tempest,openstack/python-aodhclient,100.0,16.666666666666664
openstack/tempest,openstack/ceilometer,50.0,19.642857142857142
openstack/tempest,openstack/ironic,60.0,21.052631578947366
openstack/tempest,openstack/octavia-tempest-plugin,60.0,15.789473684210526
openstack/tempest,openstack/mistral,50.0,15.384615384615385
openstack/tempest,openstack/glance-specs,100.0,16.666666666666664
openstack/tempest,openstack/kuryr,50.0,0.0
openstack/tempest,openstack/freezer,0.0,0.0
openstack/tempest,openstack/magnum,50.0,11.11111111111111
openstack/tempest,openstack/masakari,0.0,0.0
openstack/tempest,openstack/masakari-monitors,0.0,0.0
openstack/tempest,openstack/murano,50.0,4.3478260869565215
openstack/tempest,openstack/adjutant,50.0,0.0
openstack/tempest,openstack/kuryr-libnetwork,50.0,9.090909090909092
openstack/tempest,openstack/freezer-api,0.0,0.0
openstack/tempest,openstack/cloudkitty,50.0,6.666666666666667
openstack/tempest,openstack/cyborg,50.0,11.11111111111111
openstack/tempest,openstack/kuryr-kubernetes,100.0,11.11111111111111
openstack/tempest,openstack/python-novaclient,33.33333333333333,0.0
openstack/tempest,openstack/heat-translator,0.0,0.0
openstack/tempest,openstack/tosca-parser,50.0,10.0
openstack/tempest,openstack/python-tackerclient,50.0,0.0
openstack/tempest,openstack/tacker-horizon,0.0,0.0
openstack/tempest,openstack/ironic-python-agent,100.0,11.11111111111111
openstack/tempest,openstack/swift,25.0,11.538461538461538
openstack/tempest,openstack/devstack-gate,40.0,28.57142857142857
openstack/tempest,openstack/networking-ovn,50.0,11.11111111111111
openstack/tempest,openstack/keystoneauth,100.0,0.0
openstack/tempest,openstack/keystonemiddleware,100.0,0.0
openstack/tempest,openstack/neutron-fwaas,100.0,17.647058823529413
openstack/tempest,openstack/heat,100.0,19.35483870967742
openstack/tempest,openstack/os-traits,100.0,0.0
openstack/tempest,openstack/blazar-tempest-plugin,100.0,0.0
openstack/tempest,openstack/devstack-plugin-nfs,0.0,30.76923076923077
openstack/tempest,openstack/ec2-api,66.66666666666666,23.52941176470588
openstack/tempest,openstack/grenade,25.0,38.88888888888889
openstack/tempest,openstack/ovn-octavia-provider,0.0,0.0
openstack/tempest,openstack/networking-bgpvpn,100.0,18.181818181818183
openstack/tempest,openstack/oslo.concurrency,100.0,0.0
openstack/tempest,openstack/magnum-tempest-plugin,0.0,0.0
openstack/tempest,openstack/tooz,100.0,16.666666666666664
openstack/tempest,openstack/networking-bagpipe,50.0,0.0
openstack/tempest,openstack/python-saharaclient,0.0,9.090909090909092
openstack/tempest,openstack/ldappool,100.0,16.666666666666664
openstack/tempest,openstack/devstack-plugin-open-cas,100.0,10.0
openstack/tempest,openstack/barbican-tempest-plugin,100.0,13.333333333333334
openstack/tempest,openstack/ironic-tempest-plugin,16.666666666666664,24.242424242424242
openstack/tempest,openstack/whitebox-tempest-plugin,100.0,50.0
openstack/tempest,openstack/zun,33.33333333333333,12.5
openstack/tempest,openstack/python-troveclient,0.0,16.666666666666664
openstack/tempest,openstack/ironic-inspector,100.0,20.0
openstack/tempest,openstack/ec2api-tempest-plugin,100.0,16.666666666666664
openstack/tempest,openstack/python-glanceclient,100.0,0.0
openstack/tempest,openstack/oslo.cache,100.0,0.0
openstack/tempest,openstack/osc-placement,100.0,16.666666666666664
openstack/tempest,openstack/manila-image-elements,100.0,33.33333333333333
openstack/tempest,openstack/cyborg-tempest-plugin,100.0,0.0
openstack/tempest,openstack/openstack-ansible-os_keystone,0.0,12.5
openstack/tempest,openstack/murano-tempest-plugin,100.0,0.0
openstack/tempest,openstack/puppet-openstack-integration,42.857142857142854,11.76470588235294
openstack/tempest,openstack/heat-dashboard,100.0,0.0
openstack/tempest,openstack/vitrage-dashboard,100.0,0.0
openstack/tempest,openstack/openstackdocstheme,100.0,16.666666666666664
openstack/tempest,openstack/murano-dashboard,0.0,0.0
openstack/tempest,openstack/networking-odl,0.0,40.0
openstack/tempest,openstack/tempest-lib,62.5,36.666666666666664
openstack/tempest,openstack/openstack-health,100.0,16.666666666666664
openstack/tempest,openstack/pbr,100.0,16.666666666666664
openstack/tempest,openstack/os-testr,100.0,25.0
openstack/tempest,openstack/yaql,100.0,0.0
openstack/tempest,openstack/oslotest,100.0,0.0
openstack/tempest,openstack/sphinx-feature-classification,100.0,0.0
openstack/tempest,openstack/debtcollector,100.0,0.0
openstack/tempest,openstack/osprofiler,100.0,0.0
openstack/tempest,openstack/oslo.i18n,100.0,0.0
openstack/tempest,openstack/whereto,100.0,0.0
openstack/tempest,openstack/os-api-ref,100.0,0.0
openstack/tempest,openstack/reno,100.0,0.0
openstack/tempest,openstack/hacking,100.0,14.285714285714285
openstack/tempest,openstack/devstack-plugin-container,100.0,28.57142857142857
openstack/tempest,openstack/watcher-tempest-plugin,50.0,16.666666666666664
openstack/tempest,openstack/vitrage-tempest-plugin,50.0,0.0
openstack/tempest,openstack/watcher,100.0,0.0
openstack/tempest,openstack/stackviz,100.0,40.0
openstack/tempest,openstack/vitrage,0.0,0.0
openstack/tempest,openstack/keystone-specs,100.0,16.666666666666664
openstack/tempest,openstack/cinder-specs,100.0,0.0
openstack/tempest,openstack/karbor,100.0,16.666666666666664
openstack/tempest,openstack/senlin,50.0,16.666666666666664
openstack/tempest,openstack/senlin-tempest-plugin,100.0,16.666666666666664
openstack/tempest,openstack/patrole,50.0,43.75
openstack/tempest,openstack/networking-generic-switch,50.0,0.0
openstack/tempest,openstack/python-mistralclient,100.0,25.0
openstack/tempest,openstack/python-magnumclient,100.0,0.0
openstack/tempest,openstack/masakari-dashboard,100.0,0.0
openstack/tempest,openstack/oslo.metrics,100.0,0.0
openstack/tempest,openstack/manila-test-image,100.0,0.0
openstack/tempest,openstack/oslo.config,33.33333333333333,13.333333333333334
openstack/tempest,openstack/charm-tempest,100.0,10.0
openstack/tempest,openstack/devstack-tools,100.0,16.666666666666664
openstack/tempest,openstack/networking-midonet,100.0,10.0
openstack/tempest,openstack/oslo.context,100.0,0.0
openstack/tempest,openstack/sahara-tests,33.33333333333333,8.0
openstack/tempest,openstack/python-swiftclient,0.0,16.666666666666664
openstack/tempest,openstack/monasca-api,0.0,0.0
openstack/tempest,openstack/monasca-log-api,50.0,0.0
openstack/tempest,openstack/tempest-horizon,33.33333333333333,15.384615384615385
openstack/tempest,openstack/karbor-dashboard,100.0,0.0
openstack/tempest,openstack/manila-specs,100.0,0.0
openstack/tempest,openstack/qinling,100.0,16.666666666666664
openstack/tempest,openstack/qinling-dashboard,100.0,0.0
openstack/tempest,openstack/searchlight-specs,100.0,0.0
openstack/tempest,openstack/oslo.limit,100.0,0.0
openstack/tempest,openstack/trove,100.0,25.0
openstack/tempest,openstack/compute-hyperv,100.0,0.0
openstack/tempest,openstack/mistral-lib,100.0,0.0
openstack/tempest,openstack/freezer-web-ui,100.0,0.0
openstack/tempest,openstack/devstack-plugin-zmq,100.0,0.0
openstack/tempest,openstack/oslo-specs,100.0,0.0
openstack/tempest,openstack/freezer-dr,100.0,16.666666666666664
openstack/tempest,openstack/python-freezerclient,100.0,16.666666666666664
openstack/tempest,openstack/python-heatclient,100.0,14.285714285714285
openstack/tempest,openstack/trove-tempest-plugin,100.0,16.666666666666664
openstack/tempest,openstack/networking-l2gw-tempest-plugin,100.0,14.285714285714285
openstack/tempest,openstack/zaqar-tempest-plugin,100.0,0.0
openstack/tempest,openstack/python-muranoclient,0.0,0.0
openstack/tempest,openstack/blazar-dashboard,100.0,14.285714285714285
openstack/tempest,openstack/murano-agent,0.0,0.0
openstack/tempest,openstack/heat-cfnclient,100.0,16.666666666666664
openstack/tempest,openstack/heat-cfntools,100.0,16.666666666666664
openstack/tempest,openstack/python-zaqarclient,100.0,0.0
openstack/tempest,openstack/oswin-tempest-plugin,100.0,0.0
openstack/tempest,openstack/zaqar-specs,100.0,0.0
openstack/tempest,openstack/vitrage-specs,100.0,0.0
openstack/tempest,openstack/python-vitrageclient,100.0,0.0
openstack/tempest,openstack/watcher-specs,100.0,0.0
openstack/tempest,openstack/trove-specs,100.0,0.0
openstack/tempest,openstack/telemetry-specs,100.0,0.0
openstack/tempest,openstack/swift-bench,100.0,0.0
openstack/tempest,openstack/murano-pkg-check,100.0,0.0
openstack/tempest,openstack/murano-apps,100.0,0.0
openstack/tempest,openstack/magnum-specs,100.0,0.0
openstack/tempest,openstack/heat-templates,100.0,0.0
openstack/tempest,openstack/heat-specs,100.0,0.0
openstack/tempest,openstack/freezer-specs,100.0,0.0
openstack/tempest,openstack/barbican-ui,100.0,16.666666666666664
openstack/tempest,openstack/stevedore,100.0,0.0
openstack/tempest,openstack/mistral-extra,100.0,0.0
openstack/tempest,openstack/mistral-specs,100.0,0.0
openstack/tempest,openstack/murano-specs,100.0,0.0
openstack/tempest,openstack/microversion-parse,100.0,0.0
openstack/tempest,openstack/oslo.upgradecheck,100.0,0.0
openstack/tempest,openstack/oslo.tools,100.0,0.0
openstack/tempest,openstack/oslo.serialization,100.0,0.0
openstack/tempest,openstack/oslo.middleware,100.0,0.0
openstack/tempest,openstack/devstack-plugin-kafka,100.0,0.0
openstack/tempest,openstack/automaton,100.0,0.0
openstack/tempest,openstack/qa-specs,100.0,0.0
openstack/tempest,openstack/pycadf,100.0,0.0
openstack/tempest,openstack/tempest-stress,100.0,0.0
openstack/tempest,openstack/os-performance-tools,100.0,0.0
openstack/tempest,openstack/bashate,100.0,0.0
openstack/tempest,openstack/monasca-persister,100.0,0.0
openstack/tempest,openstack/adjutant-ui,100.0,0.0
openstack/tempest,openstack/cloudkitty-tempest-plugin,100.0,0.0
openstack/tempest,openstack/python-cyborgclient,100.0,0.0
openstack/tempest,openstack/dragonflow,33.33333333333333,20.0
openstack/tempest,openstack/congress,66.66666666666666,20.0
openstack/tempest,openstack/tricircle,100.0,5.88235294117647
openstack/tempest,openstack/monasca-tempest-plugin,100.0,0.0
openstack/tempest,openstack/congress-tempest-plugin,100.0,10.0
openstack/tempest,openstack/monasca-events-api,100.0,0.0
openstack/tempest,openstack/gnocchi,0.0,20.0
openstack/tempest,openstack/oslo-incubator,0.0,30.0
openstack/neutron-tempest-plugin,openstack/devstack,75.0,47.05882352941176
openstack/neutron-tempest-plugin,openstack/tripleo-quickstart-extras,100.0,0.0
openstack/neutron-tempest-plugin,openstack/kolla,0.0,0.0
openstack/neutron-tempest-plugin,openstack/designate,100.0,0.0
openstack/neutron-tempest-plugin,openstack/designate-tempest-plugin,100.0,7.142857142857142
openstack/neutron-tempest-plugin,openstack/neutron-dynamic-routing,75.0,58.333333333333336
openstack/neutron-tempest-plugin,openstack/neutron-lib,100.0,50.0
openstack/neutron-tempest-plugin,openstack/requirements,0.0,0.0
openstack/neutron-tempest-plugin,openstack/releases,25.0,43.75
openstack/neutron-tempest-plugin,openstack/project-config,66.66666666666666,40.909090909090914
openstack/neutron-tempest-plugin,openstack/neutron-vpnaas,100.0,40.0
openstack/neutron-tempest-plugin,openstack/devstack-gate,100.0,20.0
openstack/neutron-tempest-plugin,openstack/networking-ovn,33.33333333333333,25.0
openstack/neutron-tempest-plugin,openstack/neutron-fwaas,80.0,44.0
openstack/neutron-tempest-plugin,openstack/networking-bgpvpn,100.0,47.05882352941176
openstack/neutron-tempest-plugin,openstack/networking-sfc,100.0,29.166666666666668
openstack/neutron-tempest-plugin,openstack/networking-bagpipe,100.0,52.94117647058824
openstack/neutron-tempest-plugin,openstack/tap-as-a-service,100.0,71.42857142857143
openstack/neutron-tempest-plugin,openstack/patrole,0.0,5.555555555555555
openstack/neutron-tempest-plugin,openstack/networking-midonet,25.0,31.57894736842105
openstack/tripleo-heat-templates,openstack/tripleo-ansible,82.25806451612904,63.758389261744966
openstack/tripleo-heat-templates,openstack/nova,42.857142857142854,16.216216216216218
openstack/tripleo-heat-templates,openstack/puppet-tripleo,82.94573643410853,55.39772727272727
openstack/tripleo-heat-templates,openstack/tripleo-common,73.68421052631578,51.2
openstack/tripleo-heat-templates,openstack/tripleo-upgrade,70.0,39.58333333333333
openstack/tripleo-heat-templates,openstack/barbican,100.0,30.76923076923077
openstack/tripleo-heat-templates,openstack/tripleo-ci,68.75,39.130434782608695
openstack/tripleo-heat-templates,openstack/openstack-zuul-jobs,100.0,0.0
openstack/tripleo-heat-templates,openstack/tripleo-quickstart-extras,63.934426229508205,40.41095890410959
openstack/tripleo-heat-templates,openstack/ansible-role-collect-logs,66.66666666666666,9.090909090909092
openstack/tripleo-heat-templates,openstack/kolla,80.0,22.950819672131146
openstack/tripleo-heat-templates,openstack/octavia,33.33333333333333,7.4074074074074066
openstack/tripleo-heat-templates,openstack/python-tripleoclient,70.17543859649122,48.31460674157304
openstack/tripleo-heat-templates,openstack/os-net-config,83.33333333333334,67.85714285714286
openstack/tripleo-heat-templates,openstack/tripleo-quickstart,71.21212121212122,42.857142857142854
openstack/tripleo-heat-templates,openstack/puppet-ovn,75.0,48.64864864864865
openstack/tripleo-heat-templates,openstack/puppet-nova,55.26315789473685,35.507246376811594
openstack/tripleo-heat-templates,openstack/puppet-cinder,88.88888888888889,39.130434782608695
openstack/tripleo-heat-templates,openstack/openstack-tempest-skiplist,40.0,21.428571428571427
openstack/tripleo-heat-templates,openstack/requirements,16.666666666666664,14.634146341463413
openstack/tripleo-heat-templates,openstack/keystone,0.0,0.0
openstack/tripleo-heat-templates,openstack/tripleo-validations,100.0,35.294117647058826
openstack/tripleo-heat-templates,openstack/project-config,28.57142857142857,28.125
openstack/tripleo-heat-templates,openstack/puppet-pacemaker,75.0,22.22222222222222
openstack/tripleo-heat-templates,openstack/ironic,0.0,10.526315789473683
openstack/tripleo-heat-templates,openstack/mistral,100.0,21.052631578947366
openstack/tripleo-heat-templates,openstack/diskimage-builder,100.0,0.0
openstack/tripleo-heat-templates,openstack/tripleo-image-elements,83.33333333333334,53.57142857142857
openstack/tripleo-heat-templates,openstack/puppet-ceilometer,100.0,25.0
openstack/tripleo-heat-templates,openstack/networking-ovn,40.0,16.666666666666664
openstack/tripleo-heat-templates,openstack/ansible-role-chrony,100.0,0.0
openstack/tripleo-heat-templates,openstack/heat,52.38095238095239,29.166666666666668
openstack/tripleo-heat-templates,openstack/puppet-openstacklib,33.33333333333333,31.57894736842105
openstack/tripleo-heat-templates,openstack/tripleo-puppet-elements,78.26086956521739,38.095238095238095
openstack/tripleo-heat-templates,openstack/puppet-ironic,66.66666666666666,30.76923076923077
openstack/tripleo-heat-templates,openstack/puppet-neutron,74.28571428571429,43.65079365079365
openstack/tripleo-heat-templates,openstack/validations-common,100.0,0.0
openstack/tripleo-heat-templates,openstack/tripleo-docs,75.0,41.05263157894737
openstack/tripleo-heat-templates,openstack/puppet-horizon,83.33333333333334,33.33333333333333
openstack/tripleo-heat-templates,openstack/tripleo-operator-ansible,50.0,50.0
openstack/tripleo-heat-templates,openstack/openstack-virtual-baremetal,100.0,28.57142857142857
openstack/tripleo-heat-templates,openstack/puppet-designate,100.0,14.285714285714285
openstack/tripleo-heat-templates,openstack/puppet-octavia,80.0,43.18181818181818
openstack/tripleo-heat-templates,openstack/tripleo-repos,0.0,0.0
openstack/tripleo-heat-templates,openstack/puppet-openstack-integration,0.0,25.0
openstack/tripleo-heat-templates,openstack/puppet-swift,44.44444444444444,19.444444444444446
openstack/tripleo-heat-templates,openstack/ansible-role-redhat-subscription,50.0,45.45454545454545
openstack/tripleo-heat-templates,openstack/puppet-oslo,100.0,25.0
openstack/tripleo-heat-templates,openstack/puppet-keystone,56.25,14.925373134328357
openstack/tripleo-heat-templates,openstack/pbr,0.0,20.0
openstack/tripleo-heat-templates,openstack/puppet-barbican,100.0,31.25
openstack/tripleo-heat-templates,openstack/puppet-aodh,33.33333333333333,13.793103448275861
openstack/tripleo-heat-templates,openstack/hacking,100.0,0.0
openstack/tripleo-heat-templates,openstack/puppet-heat,57.14285714285714,26.666666666666668
openstack/tripleo-heat-templates,openstack/puppet-placement,100.0,26.666666666666668
openstack/tripleo-heat-templates,openstack/puppet-glance,71.42857142857143,33.33333333333333
openstack/tripleo-heat-templates,openstack/ansible-role-tripleo-modify-image,100.0,0.0
openstack/tripleo-heat-templates,openstack/puppet-vswitch,70.0,34.090909090909086
openstack/tripleo-heat-templates,openstack/puppet-zaqar,0.0,16.666666666666664
openstack/tripleo-heat-templates,openstack/puppet-ceph,50.0,29.629629629629626
openstack/tripleo-heat-templates,openstack/heat-agents,100.0,5.88235294117647
openstack/tripleo-heat-templates,openstack/tripleo-specs,100.0,30.0
openstack/tripleo-heat-templates,openstack/puppet-manila,50.0,35.294117647058826
openstack/tripleo-heat-templates,openstack/ansible-role-container-registry,83.33333333333334,39.39393939393939
openstack/tripleo-heat-templates,openstack/puppet-gnocchi,71.42857142857143,23.52941176470588
openstack/tripleo-heat-templates,openstack/puppet-mistral,80.0,13.333333333333334
openstack/tripleo-heat-templates,openstack/puppet-sahara,100.0,18.181818181818183
openstack/tripleo-heat-templates,openstack/paunch,69.23076923076923,49.25373134328358
openstack/tripleo-heat-templates,openstack/os-collect-config,100.0,33.33333333333333
openstack/tripleo-heat-templates,openstack/ansible-role-lunasa-hsm,50.0,18.181818181818183
openstack/tripleo-heat-templates,openstack/instack-undercloud,46.666666666666664,35.84905660377358
openstack/tripleo-heat-templates,openstack/puppet-panko,100.0,31.25
openstack/tripleo-heat-templates,openstack/heat-templates,33.33333333333333,37.03703703703704
openstack/tripleo-heat-templates,openstack/puppet-qdr,100.0,16.666666666666664
openstack/tripleo-heat-templates,openstack/tripleo-ui,100.0,33.33333333333333
openstack/tripleo-heat-templates,openstack/tripleo-ipsec,100.0,14.285714285714285
openstack/tripleo-heat-templates,openstack/tripleo-incubator,100.0,55.55555555555556
openstack/tripleo-heat-templates,openstack/os-cloud-config,57.14285714285714,53.84615384615385
openstack/tripleo-ansible,openstack/puppet-tripleo,66.66666666666666,46.666666666666664
openstack/tripleo-ansible,openstack/tripleo-common,62.5,49.01960784313725
openstack/tripleo-ansible,openstack/tripleo-upgrade,28.57142857142857,52.94117647058824
openstack/tripleo-ansible,openstack/tripleo-ci,40.0,33.33333333333333
openstack/tripleo-ansible,openstack/tripleo-quickstart-extras,50.0,38.095238095238095
openstack/tripleo-ansible,openstack/python-tripleoclient,76.19047619047619,61.40350877192983
openstack/tripleo-ansible,openstack/tripleo-quickstart,77.77777777777779,19.230769230769234
openstack/tripleo-ansible,openstack/requirements,100.0,0.0
openstack/tripleo-ansible,openstack/tripleo-validations,100.0,60.0
openstack/tripleo-ansible,openstack/project-config,100.0,6.25
openstack/tripleo-ansible,openstack/ironic,100.0,0.0
openstack/tripleo-ansible,openstack/ansible-role-chrony,50.0,20.0
openstack/tripleo-ansible,openstack/tripleo-docs,100.0,52.38095238095239
openstack/tripleo-ansible,openstack/ironic-inspector,0.0,12.5
openstack/tripleo-ansible,openstack/tripleo-specs,100.0,36.84210526315789
openstack/tripleo-ansible,openstack/paunch,100.0,46.666666666666664
openstack/nova,openstack/os-brick,85.71428571428571,26.53061224489796
openstack/nova,openstack/cinder,82.35294117647058,18.39080459770115
openstack/nova,openstack/manila,0.0,9.523809523809524
openstack/nova,openstack/tripleo-common,50.0,17.391304347826086
openstack/nova,openstack/openstack-helm,50.0,0.0
openstack/nova,openstack/kolla-ansible,33.33333333333333,8.333333333333332
openstack/nova,openstack/devstack,46.666666666666664,22.857142857142858
openstack/nova,openstack/barbican,25.0,18.75
openstack/nova,openstack/tripleo-ci,0.0,33.33333333333333
openstack/nova,openstack/openstack-zuul-jobs,53.84615384615385,20.33898305084746
openstack/nova,openstack/tripleo-quickstart-extras,0.0,0.0
openstack/nova,openstack/openstacksdk,28.57142857142857,28.57142857142857
openstack/nova,openstack/python-openstackclient,62.5,17.647058823529413
openstack/nova,openstack/kolla,0.0,25.0
openstack/nova,openstack/designate,0.0,6.666666666666667
openstack/nova,openstack/devstack-plugin-ceph,45.45454545454545,11.11111111111111
openstack/nova,openstack/octavia,100.0,11.11111111111111
