Path,length,all_abandoned,is_cross,lag,is_cross_service,team_size
"[747266, 747267, 747268, 747269, 747272, 744714, 747275, 747274, 747165, 747166, 747168, 747169, 747171, 747175, 747177, 747182, 744647, 746987, 746989, 747262, 747263]",21,False,True,396.5,True,5
"[734848, 718473, 718362, 718624, 718625, 718626, 718632, 718633, 718635, 718638, 718639, 718641, 718644, 734270, 734271, 734272, 718527, 734274, 734276, 734277, 734278, 734291, 734419, 734293, 734303, 718431, 730083]",27,False,True,1516.18,True,2
"[744905, 747932, 747959]",3,False,True,480.52,True,2
"[744520, 746737, 746770, 744521]",4,False,True,360.88,True,2
"[749931, 750191, 751025, 750967, 749465, 749466, 749917, 749918]",8,False,True,198.48,True,2
"[746884, 746237, 746649, 746235, 746748, 747549]",6,False,True,216.12,True,5
"[748224, 714629, 725488, 747669, 747672, 734809]",6,False,True,3720.34,True,2
"[749476, 744708]",2,False,True,692.54,True,2
"[692576, 692577, 692578, 692579, 669666, 669669, 669344, 683779, 683781, 683776, 673512, 708721, 692858, 701948]",14,False,True,5501.94,True,2
"[750469, 748359, 748561, 743029, 750363]",5,False,True,1086.33,True,3
"[722143, 748023, 747671]",3,False,True,2999.14,True,2
"[742706, 725819, 725812, 729261]",4,False,True,1878.86,True,2
"[741530, 740806, 741534, 725622]",4,False,True,1732.83,True,2
"[745758, 745767]",2,False,True,1.75,True,2
"[744747, 739126]",2,False,True,790.48,True,2
"[746034, 742820, 746038, 746254]",4,False,True,497.4,True,3
"[743064, 744378, 745611, 745158]",4,False,True,367.05,True,2
"[731681, 728026, 745481]",3,False,True,2107.62,True,2
"[658118, 697993, 696139, 696043, 666642, 713429]",6,False,True,7510.39,True,2
"[719964, 739014]",2,False,True,1892.79,True,2
"[742016, 742018, 740522, 743851, 743852, 745386, 745390]",7,False,True,671.15,True,3
"[739912, 739913, 739914, 739788, 739469, 798605, 743983, 743984, 743985, 739952, 739951, 739861, 740470, 740471, 739480, 740284, 739997]",17,False,True,8588.59,True,2
"[706820, 662281, 663978, 663979, 663980, 706774, 670105, 662204, 662205]",9,False,True,6144.0,True,2
"[734184, 740322, 735966, 738703]",4,False,True,739.82,True,2
"[743504, 743517, 743518]",3,False,True,1.9,True,2
"[736449, 737030, 737032, 737033, 737034, 737036, 736473, 736382]",8,False,True,42.09,True,2
"[742031, 743627, 741158, 743631]",4,False,True,321.8,True,3
"[675940, 740018, 697269, 697270, 697271]",5,False,True,7943.31,True,2
"[732016, 732416, 733722, 733480]",4,False,True,106.63,True,2
"[737408, 737826, 737384, 739020, 737332, 737400]",6,False,True,233.52,True,2
"[739531, 739333]",2,False,True,39.83,True,2
"[738401, 735779, 735766]",3,False,True,316.91,True,2
"[737927, 737929, 730124, 737933, 737934, 732143]",6,False,True,828.5,True,2
"[737987, 737988, 737989, 737991, 737992, 737995, 738263]",7,False,True,31.08,True,2
"[739065, 735858, 737731, 740892]",4,False,True,667.92,True,2
"[523712, 514465, 472412, 499523, 501028, 514435, 521191, 511175, 524760, 523691, 521205, 522294, 524759, 520280, 524761, 524762, 520155, 524763]",18,False,True,4226.2,True,2
"[738052, 729860, 548936, 699515, 736475, 637523, 725972, 709780, 638390, 703995, 737110, 649275, 736284]",13,False,True,20330.92,True,3
"[734629, 712591]",2,False,True,2151.34,True,2
"[719909, 656357, 656358, 656359, 654645, 725213]",6,False,True,9057.52,True,2
"[725352, 725349]",2,False,True,0.04,True,2
"[522369, 658120, 658121, 658122, 657844]",5,False,True,12786.88,True,2
"[729033, 729036, 729744, 729023, 729021, 728543]",6,False,True,120.82,True,5
"[731521, 731021, 731022, 728368, 731153, 731155, 728375, 732090]",8,False,True,407.7,True,2
"[731545, 731547, 731565]",3,False,True,1.13,True,2
"[717746, 731509, 731510, 717749, 716152, 716154]",6,False,True,1398.38,True,2
"[729306, 729317]",2,False,True,0.39,True,2
"[728044, 669252, 669253, 728047]",4,False,True,7541.67,True,2
"[604417, 605636, 604036, 672645, 672647, 604041, 636329, 668397, 663090, 667028, 606999, 665080, 611321, 637402, 663356, 618751]",16,False,True,7388.28,True,3
"[730427, 723139]",2,False,True,645.88,True,2
"[729193, 729027]",2,False,True,13.64,True,2
"[557368, 557923, 557956, 342211, 538022, 561581, 533230, 557299, 533173, 557974, 557976, 579801]",12,False,True,17249.28,True,2
"[714464, 727123, 727124, 718822]",4,False,True,1194.68,True,2
"[729347, 728613, 728614, 728615, 728616, 728617, 728618, 728619, 728620, 728621, 728622, 728623, 728624, 728625, 728627, 729014, 729015, 729018, 729026, 728267, 729035, 728269, 729037, 728546, 728547, 728938, 728939, 728941, 728957, 728958]",30,False,True,118.69,True,6
"[725032, 728687]",2,False,True,354.84,True,2
"[726628, 728741, 726727, 695113, 649097, 727372, 727629, 695052, 727000, 695097, 688731]",11,False,True,9898.66,True,3
"[715689, 715682]",2,False,True,4.68,True,2
"[725636, 710342, 724294, 724295, 724265, 724266, 713290, 720204, 720651, 720207, 704436, 720441, 710335]",13,False,True,2370.12,True,3
"[714437, 713676, 709389, 709421, 709039, 700876, 700886, 708919, 727771, 709404, 709117, 709278]",12,False,True,3173.22,True,3
"[726768, 726081, 747012]",3,False,True,2504.34,True,2
"[722088, 722066, 722275, 718594]",4,False,True,344.01,True,3
"[708032, 708033, 708035, 708036, 708037, 708038, 720178, 720179, 720180, 720181, 708029, 708031]",12,False,True,1406.37,True,2
"[698737, 698965, 698966, 698967, 698589]",5,False,True,44.38,True,2
"[720213, 720214]",2,False,True,0.01,True,2
"[717860, 717701, 725302, 719162, 725215]",5,False,True,677.37,True,2
"[677031, 679999]",2,False,True,448.82,True,2
"[708960, 717793, 721288, 716366, 712533, 712184]",6,False,True,1435.36,True,2
"[722212, 722213, 722214, 722215, 723912, 721574, 721799]",7,False,True,171.18,True,2
"[714580, 589085, 722671]",3,False,True,15050.55,True,2
"[703376, 719761, 710437]",3,False,True,2036.74,True,2
"[690628, 690630]",2,False,True,0.06,True,2
"[710050, 700812, 700813, 700814, 700815, 701434]",6,False,True,1368.45,True,2
"[705728, 714916, 711557, 711333, 715950, 714895, 707695, 711921, 748242, 709618, 713716, 710898, 715960, 705821]",14,False,True,4893.71,True,2
"[719448, 718329, 718326, 719447]",4,False,True,125.48,True,2
"[711195, 712315]",2,False,True,168.04,True,2
"[678586, 714619]",2,False,True,5061.44,True,2
"[714345, 714563]",2,False,True,25.15,True,2
"[718085, 718086]",2,False,True,0.02,True,2
"[717962, 717949]",2,False,True,1.66,True,2
"[698793, 699299, 698790]",3,False,True,97.99,True,2
"[710426, 708675, 710431]",3,False,True,210.88,True,2
"[717373, 714911]",2,False,True,224.96,True,2
"[712769, 715905, 712770, 719971, 741569, 719368, 741229, 716206, 741331, 756277, 718453]",11,False,True,4985.2,True,2
"[712705, 709122, 710755, 709124, 711656, 712633, 711610]",7,False,True,482.85,True,2
"[637024, 693412, 693413, 693415, 693396, 637019, 637119]",7,False,True,6385.28,True,2
"[557500, 558879, 557487]",3,False,True,165.76,True,2
"[714274, 716004, 715240, 715241, 716015, 714576, 714450, 716023, 716028]",9,False,True,215.98,True,2
"[712744, 709208]",2,False,True,479.31,True,2
"[716232, 629481, 618763, 603341, 603343, 716212, 716254]",7,False,True,13442.03,True,2
"[716166, 715408, 715409, 715412, 71541]",5,False,True,53871.91,True,2
"[715168, 715173, 715175, 715177, 715125, 715130]",6,False,True,4.43,True,2
"[712976, 712978, 712957, 713640]",4,False,True,118.51,True,2
"[713509, 713508, 711293]",3,False,True,312.62,True,2
"[710820, 711622, 710825, 791402, 783275, 787251, 787316, 787253, 787252, 791420, 791421]",11,False,True,10504.38,True,2
"[712136, 695881, 712723, 711067, 709787]",5,False,True,2596.99,True,2
"[713504, 713506]",2,False,True,0.07,True,2
"[711271, 711272, 693959, 710698, 693967, 738519]",6,False,True,5515.72,True,2
"[700929, 700930, 700931, 700932, 700933, 700934, 700935, 700936, 700938, 700940, 700941, 700942, 700943, 700835, 700838, 700841, 700842, 700843, 700844, 700845, 700846, 700847, 700848, 700849, 700733, 700735, 700736]",27,False,True,121.19,True,21
"[708666, 708669]",2,False,True,0.28,True,2
"[584944, 584905, 584948]",3,False,True,1.11,True,2
"[711570, 711427, 711470]",3,False,True,14.08,True,2
"[710913, 711330, 722305, 710980, 722284, 711250, 711252, 711287, 740440]",9,False,True,3099.72,True,2
"[710464, 710452]",2,False,True,0.78,True,2
"[746800, 746798, 680562, 679502]",4,False,True,8497.71,True,2
"[707864, 707901]",2,False,True,4.29,True,2
"[707204, 707054, 707314, 707062, 706876]",5,False,True,38.88,True,2
"[705229, 704373, 704374, 705272, 710270, 710271]",6,False,True,740.31,True,2
"[705184, 704257]",2,False,True,110.68,True,2
"[696676, 702407, 704009, 704846, 704688, 704304, 706934]",7,False,True,1759.77,True,2
"[693152, 706050, 706051, 706052, 705927, 705896, 705806, 705972]",8,False,True,2190.79,True,3
"[696538, 700511]",2,False,True,623.08,True,2
"[696514, 696535]",2,False,True,1.71,True,2
"[679416, 679417, 834890, 679415]",4,False,True,22467.94,True,3
"[704425, 705770]",2,False,True,188.14,True,2
"[692580, 698662, 705038, 714512, 670930, 750650]",6,False,True,10116.28,True,2
"[703680, 703679, 703011, 703012, 703686, 703476, 703903]",7,False,True,140.66,True,2
"[702263, 662830, 664558]",3,False,True,5373.96,True,2
"[698528, 694075, 696866, 695818, 695819, 696206, 692664, 692665, 692666, 692667, 694076]",11,False,True,940.15,True,2
"[675913, 675900, 680725]",3,False,True,601.16,True,2
"[701074, 701397]",2,False,True,80.99,True,2
"[701792, 701794, 701797, 701799, 846419, 697491, 770169]",7,False,True,22200.11,True,2
"[698960, 698844]",2,False,True,8.4,True,2
"[695853, 687909]",2,False,True,1098.3,True,2
"[700728, 700727]",2,False,True,0.09,True,2
"[660877, 701105, 701106, 682356, 700827]",5,False,True,5451.44,True,3
"[688865, 688997, 689736, 691183, 691184, 691186, 691134]",7,False,True,213.85,True,2
"[697586, 682964]",2,False,True,1876.22,True,2
"[699650, 696039]",2,False,True,529.3,True,2
"[686727, 686600, 685999, 685042, 685043]",5,False,True,194.46,True,2
"[606957, 606958, 699417, 699418, 699420]",5,False,True,10607.87,True,2
"[696963, 696964, 696965, 698246, 698247, 696966, 698249, 698250, 694832, 694833]",10,False,True,522.98,True,2
"[696338, 696462, 696447]",3,False,True,15.5,True,2
"[692691, 692948, 692949]",3,False,True,52.29,True,2
"[698592, 697024, 697026, 697027, 696900, 697949, 698411, 697299, 697012, 697621, 697304, 698269]",12,False,True,221.95,True,2
"[698008, 698007]",2,False,True,0.03,True,2
"[666792, 664842, 645611]",3,False,True,2177.79,True,2
"[631584, 631782, 631783, 631763, 631829]",5,False,True,23.33,True,2
"[695065, 683690, 695066, 683731]",4,False,True,1440.68,True,2
"[688720, 692995, 692991]",3,False,True,502.15,True,2
"[683713, 692326, 692327, 692283, 692284, 683728, 687099, 687100, 687101]",9,False,True,974.78,True,2
"[695577, 691276, 695569]",3,False,True,659.05,True,2
"[694248, 694233, 694728]",3,False,True,94.58,True,2
"[684769, 650309, 591558, 683757, 684658, 683284, 604373]",7,False,True,9777.21,True,2
"[694573, 694574, 694575, 693169, 693170, 693171, 693189, 694731, 694732, 694733, 736217, 692965, 692967, 718440, 718441, 692968, 692971, 692972, 692970, 734830, 692975, 692974, 692977, 694515]",24,False,True,5403.41,True,2
"[681953, 685698, 681442, 681989, 705944, 705945, 695023, 681647, 680435, 686388, 682230, 681752, 686521, 698111]",14,False,True,3669.56,True,2
"[682787, 682789]",2,False,True,0.13,True,2
"[682882, 692035, 692034, 692526, 667539, 689018, 693915, 682844]",8,False,True,3348.18,True,2
"[684435, 684142]",2,False,True,24.48,True,2
"[690097, 690134, 691039]",3,False,True,51.34,True,2
"[692964, 691846, 692807, 692808, 692809, 692152, 692986, 692987]",8,False,True,168.94,True,2
"[691370, 691286]",2,False,True,3.7,True,2
"[691015, 690755, 689606, 690423]",4,False,True,137.06,True,2
"[690020, 690058, 690027, 690063, 690033, 690034, 690035, 683291, 683294]",9,False,True,773.98,True,2
"[669824, 669825, 669856, 669667, 669829, 669670, 669831, 666987, 669101, 666989, 669141, 669653, 669854, 669848, 669657, 666971, 669822]",17,False,True,397.96,True,2
"[690624, 690625, 690626, 690016, 690631, 690055, 691179, 691247, 691248, 690621]",10,False,True,70.35,True,2
"[687852, 687845, 725540]",3,False,True,4994.89,True,2
"[678585, 683710, 678697]",3,False,True,604.7,True,2
"[685766, 689451, 687084, 687375, 681846, 687383, 687384, 687386, 687387]",9,False,True,860.12,True,2
"[689008, 682843, 689007, 682879]",4,False,True,682.02,True,2
"[683777, 683780, 683782, 682636, 685361, 685362, 685363, 682641]",8,False,True,241.39,True,2
"[681209, 689074, 681207]",3,False,True,883.0,True,2
"[679105, 679238, 678055, 678216, 678025, 679245, 678350, 678359, 678200, 676410, 679101]",11,False,True,359.57,True,2
"[657376, 682151, 682152, 680688, 630291, 661238, 661239, 661240]",8,False,True,5884.66,True,2
"[587329, 535620, 526212, 501799, 587310, 532279, 535613, 535614]",8,False,True,7839.54,True,2
"[687075, 687076, 575845, 687078, 575835, 576220]",6,False,True,11491.14,True,2
"[685065, 687308, 687342, 687344, 685335, 687320, 685338, 685341, 685054]",9,False,True,291.78,True,2
"[676648, 680497]",2,False,True,514.78,True,2
"[681969, 683211]",2,False,True,155.64,True,2
"[685632, 496192, 679724, 685459, 686996]",5,False,True,18624.2,True,2
"[679556, 679558]",2,False,True,0.44,True,2
"[664393, 664396]",2,False,True,0.34,True,2
"[665412, 665357]",2,False,True,3.93,True,2
"[614189, 614190]",2,False,True,0.01,True,2
"[685506, 685507, 685508]",3,False,True,0.01,True,2
"[681292, 681293]",2,False,True,0.01,True,2
"[634309, 631016, 651625, 651626, 600843, 651627, 611979, 651630, 653140, 653141, 653142, 617366, 653144]",13,False,True,5305.72,True,2
"[671528, 670836, 670837, 663446, 782870, 662874, 650269, 650270, 650271]",9,False,True,17266.63,True,2
"[684376, 684732, 684383]",3,False,True,21.25,True,3
"[674471, 674757, 674486, 674485]",4,False,True,61.7,True,2
"[683127, 742313, 683959]",3,False,True,7354.99,True,2
"[683970, 366828, 683975]",3,False,True,26662.67,True,3
"[681186, 683529, 681167, 681170, 664605]",5,False,True,2425.89,True,2
"[672416, 660369, 672275, 672463]",4,False,True,1531.79,True,2
"[670851, 682059, 674324, 674325, 679259]",5,False,True,1439.6,True,2
"[674849, 674603]",2,False,True,26.61,True,2
"[680131, 680132, 669859, 648582, 648586, 667149, 652239, 680125, 680126]",9,False,True,3832.69,True,2
"[667968, 677446, 664555, 677295, 667345, 676721]",6,False,True,1680.16,True,2
"[678322, 678379, 678380]",3,False,True,17.6,True,2
"[629283, 629269]",2,False,True,1.01,True,2
"[679209, 679885, 675614]",3,False,True,612.59,True,2
"[557729, 632584, 632585, 632586, 560861, 545452, 632589, 547318, 547321, 545434, 560860, 546173]",12,False,True,8165.78,True,2
"[665336, 679802, 679295]",3,False,True,1949.72,True,3
"[615441, 676706, 574372]",3,False,True,10316.01,True,3
"[649794, 649795, 649796, 649669, 649797, 651943, 649800, 649799, 649803, 649804, 649805]",11,False,True,199.7,True,9
"[678213, 678780, 676396, 677998, 676399, 677238, 678743, 678748]",8,False,True,310.52,True,2
"[678237, 676926, 678207]",3,False,True,169.25,True,2
"[677856, 677798, 677479, 677483, 674364, 677533]",6,False,True,462.63,True,3
"[676912, 677058, 677051]",3,False,True,20.46,True,2
"[670861, 675918, 670864, 675921, 675924, 675927, 673308, 673310]",8,False,True,671.71,True,2
"[675070, 675103, 722182, 650943]",4,False,True,9130.3,True,2
"[636267, 627628, 627414]",3,False,True,1140.57,True,2
"[658330, 658367]",2,False,True,2.73,True,2
"[675544, 672989]",2,False,True,329.16,True,2
"[643905, 643586, 572996, 643595, 572312, 578749, 643582, 571743]",8,False,True,6955.36,True,2
"[662095, 657168, 669178, 724725, 671254, 728055, 728058, 674588, 668862]",9,False,True,9014.24,True,2
"[577410, 577414, 617521, 618771, 672469, 672470, 672472, 672474, 580351]",9,False,True,9524.33,True,2
"[661762, 650627, 661763, 661764, 650626, 664239, 664600, 661566]",8,False,True,1542.28,True,2
"[671257, 669309]",2,False,True,291.49,True,2
"[671232, 671233, 663522, 663523, 671396, 671397, 671399, 671400]",8,False,True,1006.65,True,2
"[638128, 638129, 633682, 638131, 638132, 633685]",6,False,True,529.95,True,2
"[667177, 663405, 605041, 670645, 670648, 602649, 595069]",7,False,True,7781.57,True,2
"[670345, 669609, 666767, 645520, 647671, 670558]",6,False,True,2691.97,True,3
"[669066, 665131, 668949, 668663, 669208, 668666]",6,False,True,507.54,True,2
"[662786, 662781]",2,False,True,0.33,True,2
"[667018, 667039]",2,False,True,1.81,True,2
"[661760, 663289, 663528]",3,False,True,209.2,True,2
"[657922, 657923, 657924, 657925, 657926, 657927, 657928, 657929, 657930, 657931, 657932, 657933, 657934, 657935, 657939, 657940, 657941, 641878]",18,False,True,1494.03,True,10
"[502994, 502957, 499182]",3,False,True,310.52,True,2
"[661785, 661121, 659124]",3,False,True,334.61,True,2
"[602176, 629253, 663270, 636360, 637234, 635160, 660924, 574781, 574783]",9,False,True,8584.76,True,3
"[662937, 662723, 665580, 665581]",4,False,True,332.31,True,2
"[644288, 644289, 644290, 643879, 643625, 666762, 648109, 649358, 643887, 643630, 666493, 648851, 644285, 648829, 644286, 644287]",16,False,True,2339.12,True,8
"[661952, 661954, 647752, 661961, 647467, 647502, 661968, 647413, 647895, 647896, 661948, 661949, 661950, 661951]",14,False,True,1559.79,True,3
"[635428, 635311, 635312, 635313, 636760]",5,False,True,168.18,True,2
"[659394, 660741]",2,False,True,159.64,True,2
"[663228, 663500, 663261, 663069]",4,False,True,37.0,True,2
"[661287, 662984, 662985, 662989, 661269, 662973, 662974, 662975]",8,False,True,260.76,True,2
"[659015, 659016, 659017, 514732, 662444, 662285, 662290, 662232, 662233, 662234, 662078, 662335]",12,False,True,14012.01,True,2
"[644544, 662216, 662217, 662091, 644556, 644542]",6,False,True,1730.41,True,2
"[659392, 658381, 658382, 658546, 658547, 659386]",6,False,True,127.95,True,2
"[573025, 662340, 572790, 662331, 662333]",5,False,True,8598.96,True,2
"[660897, 660894, 660895, 660329, 659498, 660395, 660396, 660334, 660335, 660383, 657918, 657919]",12,False,True,337.29,True,2
"[660744, 660745, 661136, 661143, 661299, 661197, 661201, 661206, 661211, 661214, 661215, 661216, 661217, 661218, 661220, 661221, 661222, 661224, 661225, 661226, 661227, 661228, 661229, 661230, 661231]",25,False,True,47.31,True,2
"[661581, 617045, 661501, 616710]",4,False,True,4787.91,True,2
"[639361, 640001, 642947, 639107, 641925, 641799, 642313, 642315, 642575, 642321, 641810, 642456, 639768, 642328, 639769, 641182, 641183, 642341, 639142, 639017, 642605, 642351, 642608, 642607, 642610, 643127, 639673, 639675, 639677, 639681, 639992, 641868, 643154, 647523, 647269, 647270, 647271, 647272, 640614, 639987, 639988, 639990, 639096, 639995, 639997, 639998]",46,False,True,681.67,True,11
"[620578, 620579, 610403, 620598, 610934, 620571]",6,False,True,1066.57,True,2
"[641921, 641926, 641927, 641928, 642316, 642317, 642318, 642319, 642573, 642322, 642323, 642324, 642325, 643092, 641943, 642331, 642332, 642333, 642334, 642337, 642338, 642339, 642342, 642343, 642344, 642345, 642347, 642349, 642350, 643130, 641916, 642256, 641886, 642015, 641888, 641887, 641893, 641903, 641904, 639996, 641919]",41,False,True,319.09,True,2
"[651580, 652629]",2,False,True,116.53,True,2
"[502943, 533058, 533062, 527482, 525164, 502941, 531352, 511225, 532986, 502940, 531261, 525182, 531448]",13,False,True,2921.77,True,3
"[659072, 578742, 578743, 564440, 659070]",5,False,True,9195.73,True,3
"[591657, 633579, 579563]",3,False,True,5044.7,True,2
"[639331, 657575, 637224, 657577, 657579, 657836, 637527]",7,False,True,1966.13,True,2
"[648418, 647531, 647597, 651802, 648413]",5,False,True,406.12,True,2
"[654056, 688554, 688556, 655411, 655412, 655413, 654233]",7,False,True,4247.74,True,2
"[654808, 655105, 653437, 653375]",4,False,True,145.92,True,2
"[620546, 611594, 620567, 620445, 610977, 620454, 619572, 610997, 618169, 619066, 619579, 618176, 563778, 618181, 619471, 623186, 620501, 623195, 623465, 622954, 611566, 611570, 611572, 620533, 620542]",25,False,True,5462.56,True,4
"[642882, 641794, 642883, 649159, 648789, 641782]",6,False,True,598.92,True,2
"[651201, 651205, 664581, 647955, 650870, 648310, 650872]",7,False,True,1836.87,True,2
"[645548, 645498, 645071, 645072, 645082, 645083, 645501]",7,False,True,27.79,True,2
"[640033, 649538, 648972, 649242, 649243]",5,False,True,810.58,True,2
"[648832, 650409, 650410, 648429, 648733, 648830, 648831]",7,False,True,195.58,True,2
"[636270, 634383]",2,False,True,261.14,True,2
"[644586, 644699, 644700]",3,False,True,8.93,True,2
"[556032, 556033, 556034, 556036, 556037, 556038, 556039, 556040, 556041, 556042, 556043, 556044, 556054, 556055, 556056, 556057, 555034, 556059, 556060, 556061, 556062, 556063, 556064, 556065, 556066, 556067, 556068, 556069, 556070, 556071, 555564, 555565, 556078, 556079, 556080, 556081, 556077, 556083, 555572, 556085, 555566, 555570, 555568, 556082, 555569, 556084, 556126, 556127, 556128, 556129, 556130, 556131, 556132, 556133, 556134, 555622, 555623, 555625, 555626, 556138, 556139, 556141, 555630, 556142, 555629, 556140, 556146, 556147, 556144, 556145, 556166, 556167, 556168, 556169, 556170, 556172, 556173, 556174, 556187, 556189, 556190, 556191, 556192, 556193, 556194, 556196, 556201, 556202, 556203, 556204, 556205, 556206, 556207, 556208, 555567, 550603, 556238, 556241, 556243, 556244, 556246, 556247, 556248, 556249, 556252, 556255, 556256, 556257, 556258, 556259, 556260, 556263, 556265, 556266, 555754, 555756, 555757, 556267, 556268, 556270, 555755, 555758, 555759, 555760, 556282, 556285, 556286, 556287, 556288, 556289, 556290, 556291, 556296, 556299, 556300, 556301, 556302, 556303, 557326, 555289, 555290, 555291, 555293, 555294, 555296, 555297, 555298, 555299, 556835, 555820, 555821, 555822, 555823, 555824, 555825, 555826, 557379, 555350, 555351, 555352, 555353, 555355, 555356, 555357, 555358, 555359, 555360, 555883, 555884, 555886, 555887, 555888, 555889, 555890, 553063, 555912, 555913, 555402, 555916, 555405, 555406, 555917, 555408, 555921, 555922, 555411, 555412, 555409, 555410, 555918, 555407, 555935, 555936, 555937, 555939, 555940, 555941, 555942, 555943, 555944, 555440, 555441, 555443, 555444, 555446, 555959, 555448, 555960, 555958, 555447, 555964, 555965, 555967, 555483, 555484, 555624, 555486, 555487, 555488, 555490, 555491, 558566, 560109, 560111, 555628, 556026, 556027, 556028, 556029, 556030, 556031]",231,False,True,813.13,True,40
"[634364, 613807, 633360, 633361, 633106, 633363, 613810, 633362, 613816, 634363, 635708, 635709]",12,False,True,2454.74,True,2
"[643200, 643201, 648098, 643202, 643204, 643205, 643207, 643177, 643210, 643209, 643197, 643198]",12,False,True,325.0,True,8
"[642832, 643042, 642566, 642567]",4,False,True,40.13,True,2
"[644293, 640390, 642064, 621494, 644412, 645084]",6,False,True,2593.78,True,2
"[643458, 643563, 672746]",3,False,True,3185.39,True,2
"[641746, 641735]",2,False,True,0.62,True,2
"[624218, 642102, 624794]",3,False,True,2107.88,True,2
"[582661, 606864, 642842, 642846, 604708, 605349, 679974, 641446, 605348, 679465, 644265, 679467, 644268, 644267, 641458, 641459, 596274, 596277, 642614, 596275, 606908, 639811, 601544, 643789, 601555, 601558, 643423, 604006, 643695, 643573, 641911]",31,False,True,10024.84,True,4
"[641738, 641957]",2,False,True,14.07,True,2
"[642772, 642014]",2,False,True,97.46,True,2
"[643093, 643245]",2,False,True,16.57,True,2
"[536832, 536833, 536835, 536723, 641686, 536741, 536745, 639153, 546865, 536753, 536755, 546884, 619973, 619984, 619985, 546898, 619990, 619992, 536806, 639083, 536811, 536813, 536814, 536817, 536818, 536819, 536821, 536822, 536824, 536827, 536828, 536829, 536830, 536831]",34,False,True,9797.53,True,15
"[640356, 623286, 623287]",3,False,True,2034.22,True,2
"[609454, 638375]",2,False,True,3210.44,True,2
"[609396, 609332]",2,False,True,3.68,True,2
"[634532, 638365]",2,False,True,464.21,True,2
"[639314, 640588]",2,False,True,92.64,True,2
"[638403, 636822, 636823]",3,False,True,175.93,True,2
"[605851, 525244]",2,False,True,7131.52,True,2
"[605043, 640389, 604926]",3,False,True,3784.34,True,2
"[616194, 577220, 577223, 615687, 588319, 581364, 570847]",7,False,True,3894.21,True,2
"[624036, 624038]",2,False,True,0.1,True,2
"[620659, 625716]",2,False,True,459.86,True,2
"[652769, 638338, 640230, 638320, 638335]",5,False,True,1289.95,False,2
"[640203, 638770, 638773, 639417, 639645, 639327]",6,False,True,144.47,True,2
"[626210, 630999, 635143]",3,False,True,1172.94,True,2
"[626081, 626082, 626083, 626085, 626086, 626087, 626088, 626078, 626079]",9,False,True,0.5,True,6
"[634538, 632842]",2,False,True,217.52,True,2
"[634344, 634010]",2,False,True,30.66,True,2
"[633983, 633988, 634205, 634204]",4,False,True,19.47,True,4
"[634464, 634465]",2,False,True,0.1,True,2
"[635493, 635112, 634667, 634796, 634712]",5,False,True,73.0,True,3
"[627198, 627199]",2,False,True,0.02,True,2
"[634977, 606978, 606981, 606985, 623568]",5,False,True,3049.23,True,3
"[631362, 634326]",2,False,True,357.04,True,2
"[629504, 629506, 629475, 629508, 632453, 635726, 635827, 630100, 629173, 634038, 629494, 632692, 629531]",13,False,True,743.53,True,3
"[596418, 595883]",2,False,True,21.65,True,2
"[633985, 633982]",2,False,True,0.19,True,2
"[632931, 622710]",2,False,True,1202.34,True,2
"[631624, 632078]",2,False,True,88.12,True,2
"[620672, 620768, 620674, 620675, 576093, 577073, 577074, 621044, 577620, 622968, 621149]",11,False,True,4083.5,True,2
"[624993, 625370, 638708, 625759]",4,False,True,1706.93,True,2
"[621920, 628306, 628213]",3,False,True,738.46,True,2
"[584740, 620012, 620013, 617265, 618718, 618719]",6,False,True,3028.31,True,2
"[628963, 628964, 627014, 629484, 629485, 616698]",6,False,True,1479.54,True,2
"[627178, 625997, 633935, 626000, 627186]",5,False,True,1024.97,True,2
"[627793, 619257]",2,False,True,922.56,True,2
"[629568, 629335]",2,False,True,16.73,True,2
"[618812, 605902]",2,False,True,1265.73,True,2
"[609347, 612395, 615958, 618552, 618555, 615964]",6,False,True,893.9,True,2
"[607904, 608675, 584452, 608678, 607952]",5,False,True,1916.48,True,2
"[620425, 623251, 586712, 586719, 571899, 586684, 586687]",7,False,True,4505.84,True,2
"[622976, 619520, 620301, 620302, 620303, 620304, 620305, 625182, 625447, 620588, 620589, 620591, 620594, 620596, 619454, 621517, 624977, 624981, 618709, 627943, 627944, 624877, 619508]",23,False,True,1056.79,True,2
"[617345, 642827, 617296, 642802, 640565]",5,False,True,2885.74,True,2
"[624508, 624759]",2,False,True,18.66,True,2
"[624409, 624358]",2,False,True,3.16,True,2
"[596864, 596610, 596467, 596502, 598167, 596092, 596093, 625983]",8,False,True,2796.41,True,2
"[624697, 624485]",2,False,True,17.22,True,2
"[623538, 623539, 623540]",3,False,True,0.01,True,2
"[526114, 526116, 526117, 538279, 529834, 526508, 525044, 525045, 529878, 525046, 530138]",11,False,True,1282.82,True,2
"[620355, 612451, 620358, 616685, 616687, 611126, 605848, 614618, 614619]",9,False,True,1461.08,True,2
"[530208, 530022, 535208, 613519, 551729, 550739, 516699]",7,False,True,8633.28,True,2
"[620097, 618184, 618316, 618047, 600559, 620209, 618525, 616669, 616666, 620093, 620094, 616671]",12,False,True,1949.69,True,2
"[619982, 619566, 619567]",3,False,True,91.08,True,2
"[618549, 606102]",2,False,True,1176.98,True,2
"[604386, 604205]",2,False,True,19.16,True,2
