Path,length,all_abandoned,is_cross,lag,is_cross_service,team_size
"[618003, 617642, 615939, 601239]",4,False,True,1567.6,True,2
"[593633, 591525, 591781, 591783, 591788, 592462, 591797, 593626, 594269]",9,False,True,185.36,True,2
"[613360, 613361, 616882, 613762]",4,False,True,356.07,True,2
"[599521, 617275, 617276, 617277]",4,False,True,1658.31,True,2
"[615742, 615730, 616140, 615766]",4,False,True,28.12,True,2
"[614536, 614557]",2,False,True,0.78,True,2
"[615962, 609420, 615957, 609431]",4,False,True,651.59,True,2
"[609359, 609522, 609362, 609462, 609464, 609465, 609466, 609467]",8,False,True,7.52,True,7
"[608444, 610061]",2,False,True,125.72,True,2
"[565824, 565825, 565826, 565829, 565832, 565833, 565834, 565835, 565805, 565934, 565937, 565810, 565844, 565817, 565819]",15,False,True,10.43,True,4
"[610600, 613451, 610596, 609934]",4,False,True,328.16,True,2
"[608073, 608074, 608075]",3,False,True,0.01,True,2
"[604360, 604358]",2,False,True,0.03,True,2
"[609984, 610753, 608674]",3,False,True,177.68,True,2
"[609952, 609954, 609956, 609957, 609958, 609530, 609949, 609950, 609951]",9,False,True,36.26,True,7
"[604384, 604444, 604447]",3,False,True,2.86,True,2
"[609922, 609923, 605032, 605033, 609932, 609935, 609939, 609946]",8,False,True,405.56,True,2
"[605508, 610695]",2,False,True,455.56,True,2
"[478816, 497798, 602698, 478572, 498349, 478943]",6,False,True,10632.5,True,2
"[580146, 580148]",2,False,True,0.03,True,2
"[608760, 608835]",2,False,True,7.8,True,2
"[591904, 602800, 602801, 602453, 602454, 591899]",6,False,True,739.67,True,2
"[540070, 594925, 509554, 603830, 581432]",5,False,True,8398.29,True,2
"[599720, 604370]",2,False,True,404.31,True,2
"[595523, 605763, 606791, 594247, 612331, 582959, 594320, 582621, 582622, 582623]",10,False,True,2419.67,True,2
"[595480, 595362]",2,False,True,7.82,True,2
"[601314, 603796]",2,False,True,212.71,True,2
"[571563, 572158]",2,False,True,92.03,True,2
"[601313, 601316, 543048, 601354, 601355, 601356, 601358, 601937, 601939, 601941, 601942, 601304, 601305]",13,False,True,5144.95,True,2
"[604005, 604014, 601487, 601488, 603992, 602938, 600123, 603288]",8,False,True,351.1,True,3
"[598433, 598228, 593498, 598229, 593114, 598431]",6,False,True,325.11,True,2
"[583875, 580709, 584030]",3,False,True,313.08,True,2
"[602051, 602220, 600014, 602039, 599480, 602041, 602042, 599580, 599423]",9,False,True,228.16,True,2
"[583707, 583367]",2,False,True,22.47,True,2
"[545210, 544090, 545142, 540047]",4,False,True,348.48,True,2
"[585374, 585398]",2,False,True,0.65,True,2
"[595569, 578310]",2,False,True,1369.67,True,2
"[596425, 596530, 586564]",3,False,True,693.7,True,2
"[595269, 596549]",2,False,True,71.81,True,2
"[597160, 597161, 597162, 597163, 597164, 597427, 597179]",7,False,True,17.24,True,2
"[590425, 586617, 579466]",3,False,True,921.78,True,2
"[615321, 581898, 581900, 581901]",4,False,True,2735.02,True,2
"[591515, 590103]",2,False,True,111.18,True,2
"[573163, 573164, 573135, 573168, 573167, 573169, 573174]",7,False,True,1.74,True,6
"[582881, 589414, 591272, 591273, 580153, 589434]",6,False,True,953.68,True,2
"[569112, 579136, 579135, 568271]",4,False,True,1104.5,True,2
"[565642, 565482, 589520, 565657, 589849]",5,False,True,2376.05,True,2
"[588720, 591498]",2,False,True,236.69,True,2
"[554369, 584066, 584068, 584070, 584071, 584072, 583689, 583690, 583687, 583692, 583693, 583694, 583688, 567056, 583697, 584594, 583696, 583441, 584076, 575767, 567067, 567071, 567072, 583843, 583844, 583845, 583846, 575267, 583848, 583851, 558894, 584112, 583990, 566970, 574907, 574908, 575550, 584000, 764356, 582341, 584029, 576224, 575467, 575856, 589559, 567033, 591483]",47,False,True,23585.32,True,5
"[211360, 583842, 637029, 637030, 604134, 583849, 604138, 637033, 651660, 583853, 567697, 651865, 583802, 650300, 584190]",15,False,True,32152.62,True,3
"[588386, 588369, 590769, 590420, 588374, 588375, 588378]",7,False,True,185.56,True,2
"[587680, 580114, 587678, 583306]",4,False,True,666.23,True,2
"[589081, 588985, 589750]",3,False,True,62.91,True,2
"[527889, 570466, 570467, 527910]",4,False,True,3878.44,True,2
"[585016, 584881]",2,False,True,6.43,True,2
"[587821, 587525]",2,False,True,20.43,True,2
"[551371, 558990]",2,False,True,631.1,True,2
"[582912, 582945]",2,False,True,2.72,True,2
"[555779, 554662, 555783, 555773, 555796, 555797, 555798, 555799, 555770, 555802, 555805]",11,False,True,67.56,True,3
"[575793, 578362]",2,False,True,282.78,True,2
"[506182, 561160, 557930, 497456, 497457, 413555, 586965, 415190, 562806, 559032, 559034, 510013]",12,False,True,14061.08,True,2
"[574475, 574391]",2,False,True,2.66,True,2
"[529505, 456140, 529199, 536241, 636726, 535671, 468632, 532793]",8,False,True,16137.33,True,2
"[582977, 582973]",2,False,True,0.07,True,2
"[414251, 523604, 572212]",3,False,True,12699.33,True,2
"[528704, 528699, 452308, 416487]",4,False,True,8355.72,True,2
"[505503, 507798, 507823]",3,False,True,172.86,True,2
"[575448, 577147, 577404]",3,False,True,189.69,True,2
"[465787, 578612, 465783]",3,False,True,9741.92,True,2
"[576393, 576428, 576467, 576436, 576311]",5,False,True,7.16,True,2
"[579288, 578983]",2,False,True,25.63,True,2
"[562818, 562764, 567831, 579544, 567548, 567551]",6,False,True,1771.54,True,2
"[572071, 574989, 582607, 579504, 574991, 572242, 576817, 578287, 590421, 558644, 566295, 575064, 558621, 578302]",14,False,True,3068.28,True,3
"[527750, 527947, 527755, 527439, 527989, 527228, 527230]",7,False,True,67.54,True,3
"[408163, 515333, 408554, 518832, 408471]",5,False,True,8101.94,True,2
"[576227, 575907, 577615, 575517, 578558]",5,False,True,315.07,True,2
"[442016, 428260, 441221, 445452, 445302]",5,False,True,954.93,True,3
"[512209, 545724]",2,False,True,3014.38,True,2
"[574504, 575114, 573488, 572720, 579480, 574873]",6,False,True,621.69,True,2
"[528213, 559783]",2,False,True,2766.83,True,2
"[605375, 557359, 575911]",3,False,True,4362.4,True,2
"[523972, 567206, 523974, 550920, 527445, 551197]",6,False,True,3856.57,True,3
"[576000, 564358, 561710, 533327, 533809]",5,False,True,3741.32,True,2
"[573306, 572807]",2,False,True,24.82,True,2
"[575394, 575396, 575624, 575450, 575484]",5,False,True,19.81,True,2
"[558530, 574804]",2,False,True,1682.04,True,2
"[575438, 575462]",2,False,True,1.16,True,2
"[486475, 564413]",2,False,True,6628.17,True,2
"[572243, 574149, 574150]",3,False,True,149.06,True,2
"[575132, 575612, 574997]",3,False,True,46.25,True,2
"[575568, 575569]",2,False,True,0.01,True,2
"[568640, 557938, 557935]",3,False,True,1106.32,True,2
"[527046, 527079, 551016, 550985, 565288, 551019, 551372, 551375, 551285, 551290, 551291]",11,False,True,3369.45,True,3
"[480018, 487731, 566493]",3,False,True,7366.24,True,3
"[566384, 555648, 538147, 562531]",4,False,True,2365.74,True,2
"[571061, 567830]",2,False,True,446.92,True,2
"[561457, 561458]",2,False,True,0.08,True,2
"[572390, 572391, 544296, 572103, 566481, 558197, 572124, 572095]",8,False,True,2664.73,True,6
"[573450, 569923, 571556, 572999]",4,False,True,401.32,True,2
"[524416, 524415]",2,False,True,0.0,True,2
"[571105, 571266, 570817, 571044, 573221, 571269, 571271, 571259, 573623, 570811, 571260]",11,False,True,255.4,True,2
"[801413, 698887, 699275, 549516, 859027, 537881, 571675, 571676, 571677, 553499, 537756, 553501, 571681, 571682, 604718, 661694, 696387, 550987, 549837, 801229, 800975, 549852, 698724]",23,False,True,40850.11,True,2
"[523909, 556677, 523944, 523922, 525203, 553689]",6,False,True,2815.27,True,2
"[569650, 569651, 569655, 541660, 564127]",5,False,True,2455.28,True,2
"[458820, 571167]",2,False,True,9693.91,True,2
"[520641, 548102, 518825, 521225, 521227, 564366, 515962]",7,False,True,4320.13,True,2
"[531265, 531011, 459623]",3,False,True,6109.43,True,2
"[567779, 565221, 568174, 568207, 576911, 568209, 567987, 562654]",8,False,True,1489.71,True,2
"[564507, 564279, 564247]",3,False,True,22.51,True,2
"[568550, 568366, 567662, 567694, 567667, 567833]",6,False,True,112.87,True,2
"[561386, 561387]",2,False,True,0.04,True,2
"[561401, 561402]",2,False,True,0.06,True,2
"[567971, 567974]",2,False,True,0.77,True,2
"[359266, 559116, 359061]",3,False,True,14166.76,True,2
"[565479, 564299, 564494, 567602, 590069]",5,False,True,2528.53,True,2
"[567617, 567619, 565608, 555945, 565611, 565613, 567612]",7,False,True,1145.57,True,2
"[567616, 567434, 569421, 567599, 563314, 564275, 564276, 564278]",8,False,True,665.08,True,2
"[543200, 538146, 562532, 566550]",4,False,True,2430.57,True,2
"[563512, 559008]",2,False,True,433.19,True,2
"[560120, 560121]",2,False,True,0.02,True,2
"[565512, 508886, 565511]",3,False,True,5064.3,True,2
"[626752, 563442, 563474]",3,False,True,5827.39,True,2
"[563780, 563786, 564043, 591409, 563736]",5,False,True,2683.84,True,2
"[552145, 557932, 557927]",3,False,True,424.02,True,2
"[531896, 531890]",2,False,True,0.01,True,2
"[539591, 563212, 544598, 539615]",4,False,True,1897.72,True,2
"[556824, 562151]",2,False,True,525.46,True,2
"[559943, 559967]",2,False,True,1.42,True,2
"[561825, 555891]",2,False,True,590.1,True,2
"[561604, 537997, 543569, 560625, 539893]",5,False,True,1937.84,True,2
"[580289, 561546, 561548, 561549, 529272, 526332]",6,False,True,5035.57,True,2
"[558430, 558463]",2,False,True,0.68,True,2
"[500554, 489451, 478437]",3,False,True,1637.3,True,2
"[559267, 559268, 561637, 559462, 560359, 561636, 689548, 558412, 559631, 557424, 557073, 691007, 561498, 560991]",14,False,True,13817.65,True,2
"[556888, 559165, 558477, 557981]",4,False,True,221.07,True,2
"[491346, 491349]",2,False,True,0.19,True,2
"[532940, 445295, 441648, 532948, 532950, 532951]",6,False,True,7501.62,True,2
"[513089, 513082, 524103, 514728, 513323, 513402, 515326]",7,False,True,1025.3,True,2
"[550112, 556638, 556636, 556637, 550110, 550111]",6,False,True,484.89,True,2
"[554659, 554660, 554633, 554637, 536910, 536628, 541399, 541400, 541402]",9,False,True,1362.68,True,2
"[553763, 553924, 553925, 550797, 548655, 553756]",6,False,True,392.39,True,2
"[447505, 447502, 524438, 470775]",4,False,True,6131.88,True,2
"[548200, 550505, 550507]",3,False,True,197.85,True,2
"[555362, 554889, 555308, 554990, 551959, 551966]",6,False,True,245.3,True,2
"[550732, 551309, 550759]",3,False,True,31.6,True,3
"[549842, 549774]",2,False,True,4.36,True,2
"[550265, 555332]",2,False,True,377.64,True,2
"[556656, 549780, 549781, 549783, 553401, 549785, 549786]",7,False,True,510.7,True,2
"[204199, 181192, 204681, 204426, 204309]",5,False,True,1816.58,True,2
"[552865, 550387]",2,False,True,169.9,True,2
"[551792, 544281]",2,False,True,605.14,True,2
"[552816, 470165, 551866, 470172, 469503]",5,False,True,6881.27,True,2
"[515730, 512699, 545436]",3,False,True,2930.5,True,3
"[550758, 550475, 550830, 550831]",4,False,True,23.54,True,3
"[547516, 547606]",2,False,True,1.29,True,2
"[521311, 526983, 515233, 519841, 519842, 515236, 515237, 515238, 515235, 515234, 515239, 515240, 515241, 515242, 515243, 519854, 519855, 515244, 515245, 515246, 515251, 515247, 519856, 519857, 519858, 519859, 519860, 519861, 519862, 519863, 519864, 519865, 519866, 519867, 519868, 519869, 519870, 519871, 519872, 519873, 519874, 519875, 519876, 519877, 519879, 519880, 519881, 519882, 519883, 519884, 519885, 519886, 519887, 519888, 519889, 519890, 519891, 519892, 519893, 519894, 519853, 519895, 519897, 519898, 519899, 519900, 519901, 519902, 519903, 519904, 530657, 530658, 519905, 530660, 519906, 519908, 519907, 519912, 519913, 519914, 519915, 519916, 519917, 519918, 519919, 519920, 519921, 519922, 519923, 519924, 519925, 519926, 519927, 519928, 519929, 519930, 519931, 519937, 519843, 519844, 514912, 519845, 514961, 514968, 514969, 514970, 514971, 514972, 514973, 514974, 514976, 516518, 516519, 516520, 514983, 514985, 514987, 514984, 514989, 514990, 514982, 514992, 514994, 514995, 514998, 514999, 515000, 515001, 514496, 519909, 519910, 519911]",132,False,True,1674.27,True,2
"[507532, 468252]",2,False,True,2963.3,True,2
"[512674, 512396, 511774, 384807]",4,False,True,8916.27,True,2
"[500096, 494305, 504130, 504134, 500107, 499789, 511566, 499792, 524752, 524754, 499794, 511569]",12,False,True,2571.32,True,2
"[535698, 536404, 550093, 536469]",4,False,True,1108.49,True,2
"[528620, 528610, 528628, 528618]",4,False,True,1.91,True,3
"[515649, 508129, 516195, 518340, 516197, 512901, 512487, 518348, 522222, 516207, 516208, 522223, 518354, 518355, 508122, 513275, 513278, 518015]",18,False,True,1320.37,True,4
"[506472, 500881, 500852, 501941, 500889]",5,False,True,396.07,True,5
"[185858, 118914, 465680, 465681, 545947, 545948, 545949, 545950, 124703, 112800, 533802, 468142, 502071, 545978, 133957, 504135, 132558, 501331, 546267, 465629, 465635, 465636, 545383, 468072, 531197]",25,False,True,31017.87,True,5
"[543624, 544006]",2,False,True,19.51,True,2
"[485600, 490840, 492294, 478951, 485644, 490894, 492057, 492212, 492213, 481656, 481657, 492058, 481659]",13,False,True,990.49,True,2
"[509610, 542483, 543379, 539347, 509947, 509596]",6,False,True,3133.4,True,2
"[541851, 542908, 541846]",3,False,True,44.55,True,2
"[540448, 539174, 540328, 540329, 540331, 540437, 539583]",7,False,True,78.65,True,2
"[533606, 543240, 543241, 533770, 533769, 533768, 533775, 533776, 541302, 541304, 541305, 541308, 541309]",13,False,True,654.32,True,4
"[542232, 522161, 522149, 542831]",4,False,True,1902.4,True,2
"[543916, 544607, 543447]",3,False,True,54.45,True,2
"[536576, 536577, 536578, 536579, 536580, 536581, 536582, 536583, 536584, 536585, 536586, 536587, 537612, 536461, 536588, 536591, 537611, 526481, 536466, 537875, 536468, 537878, 536472, 537372, 536481, 536489, 537261, 537262, 537263, 536499, 536501, 536503, 536506, 536507, 536509, 536511, 537409, 536514, 536513, 536534, 544358, 544359, 536560, 536561, 536562, 536563, 536564, 536565, 536566, 536567, 536568, 536569, 536570, 536571, 536572, 536573, 536574, 536575]",58,False,True,1651.67,True,2
"[536983, 540146, 540164, 540127]",4,False,True,216.42,True,3
"[525321, 525323]",2,False,True,0.07,True,2
"[417121, 412486, 417192, 416947, 416084, 401397]",6,False,True,1033.93,True,2
"[540805, 540785, 540882, 542202, 542238]",5,False,True,77.27,True,3
"[540968, 539579, 539575]",3,False,True,123.25,True,2
"[536944, 536942]",2,False,True,0.08,True,2
"[540048, 540051, 540495]",3,False,True,25.79,True,2
"[525505, 532324, 525284, 521683, 525308]",5,False,True,1197.86,True,4
"[533285, 537957, 271047, 266633, 266605, 532689, 530996, 532214, 532695, 531386, 535863]",11,False,True,17849.61,True,3
"[534706, 540711]",2,False,True,450.55,True,2
"[541216, 539010, 524709, 530117, 536040, 530409, 537353, 537354, 539404, 533707, 521838, 456235, 539405, 531637, 536792, 864121, 534459, 532349]",18,False,True,48888.01,True,2
"[535700, 538549, 536182, 538263, 535608]",5,False,True,214.63,True,5
"[532288, 538066, 536980]",3,False,True,388.29,True,3
"[471969, 539939, 437544, 530895, 526480, 473817, 413278]",7,False,True,9780.94,True,2
"[536965, 536967, 536968, 536971, 536977, 527508, 527509, 536988]",8,False,True,1009.99,True,2
"[538424, 538425]",2,False,True,0.05,True,2
"[539088, 539397]",2,False,True,21.51,True,2
"[532584, 538170, 532580]",3,False,True,373.97,True,2
"[537307, 537251, 538093, 537453]",4,False,True,44.1,True,2
"[513455, 513463]",2,False,True,0.78,True,2
"[536097, 536098, 536099, 536100, 536094, 536527, 536091, 536092, 537790, 537791]",10,False,True,94.15,True,3
"[400384, 512896, 527490, 527491, 527493, 527494, 531407, 521809, 522263, 531422]",10,False,True,9837.08,True,2
"[516385, 515702]",2,False,True,75.72,True,2
"[447496, 460528, 460524]",3,False,True,911.08,True,2
"[526891, 526894]",2,False,True,0.71,True,2
"[535335, 535338, 535789, 535342, 535376, 535377, 535380, 535381, 529561]",9,False,True,698.92,True,2
"[512987, 513671]",2,False,True,47.36,True,2
"[511875, 520166, 511878, 511054, 511060, 511863, 519480, 519481]",8,False,True,860.57,True,2
"[522800, 522806]",2,False,True,0.27,True,2
"[517450, 515371, 514934, 514663]",4,False,True,225.56,True,4
"[530809, 531026, 531003, 530967]",4,False,True,23.82,True,2
"[474177, 475338, 474802, 472755, 474803]",5,False,True,234.55,True,2
"[524656, 524676, 524670]",3,False,True,0.8,True,2
"[510593, 507395, 510631, 507436, 507630, 509487]",6,False,True,320.85,True,2
"[533216, 533217, 533218, 533219, 533220, 533222, 533223, 533225, 533215]",9,False,True,0.23,True,4
"[532456, 531289, 532284, 532457]",4,False,True,124.26,True,2
"[527289, 529857, 511358]",3,False,True,1720.83,True,2
"[531082, 531108, 531143]",3,False,True,6.14,True,2
"[526297, 526258, 526260]",3,False,True,4.23,True,2
"[529562, 529564]",2,False,True,0.09,True,2
"[522950, 520233, 520237, 519198, 529822]",5,False,True,951.01,True,2
"[525710, 529599]",2,False,True,381.1,True,2
"[338818, 339374, 337747, 330967, 344184]",5,False,True,770.56,True,2
"[528250, 528252]",2,False,True,0.05,True,2
"[502440, 507401, 501760]",3,False,True,449.49,True,2
"[429826, 406915, 327046, 421261, 332177, 362130, 388756, 366747, 450855, 388660, 393660, 418894, 206163, 335964, 361053, 413028, 357222, 393834, 425199, 364413]",20,False,True,14637.92,True,2
"[368097, 464483, 385513, 463405, 368174, 468401, 468402, 467447]",8,False,True,6212.58,True,2
"[527449, 527503]",2,False,True,3.23,True,2
"[527441, 527501]",2,False,True,3.37,True,2
"[482113, 527610, 527578]",3,False,True,3739.22,True,3
"[515426, 508163, 481346, 340517, 481290, 487884, 330285, 501805, 352049, 512626, 463987, 484469, 484860, 490079]",14,False,True,11942.02,True,2
"[526226, 526404]",2,False,True,13.89,True,2
"[525856, 526060, 526062]",3,False,True,10.57,True,2
"[522801, 523082, 523084, 522807]",4,False,True,70.42,True,2
"[519640, 520310]",2,False,True,41.93,True,2
"[523896, 524993, 527277, 524879]",4,False,True,297.2,True,2
"[522152, 523042, 522683, 523037]",4,False,True,120.07,True,3
"[494628, 522639, 518960, 522643, 522644, 522645]",6,False,True,2355.2,True,2
"[521068, 521063]",2,False,True,0.86,True,2
"[521948, 521862, 521868, 509199, 521943, 518010, 509180, 521082]",8,False,True,1179.35,True,2
"[310816, 320802, 320803, 522573, 523085, 415024, 318609, 318610, 525529, 510522, 310042]",11,False,True,14127.89,True,3
"[503088, 501761]",2,False,True,123.12,True,2
"[485344, 494339, 511620, 486757, 484483, 484456, 495978, 470317, 499726, 499727, 499728, 514386, 508511]",13,False,True,3433.79,True,2
"[523089, 522873]",2,False,True,66.26,True,2
"[499139, 518344, 518345, 485327, 518352, 489393, 489624]",7,False,True,2660.19,True,2
"[516232, 516228]",2,False,True,0.13,True,2
"[502049, 462916, 494249, 475404, 494254, 465523]",6,False,True,3025.04,True,2
"[519536, 519450, 519253]",3,False,True,20.64,True,2
"[505835, 505804, 511412, 511413, 511414]",5,False,True,515.3,True,2
"[519042, 519075, 519044, 519045, 519046, 519047]",6,False,True,14.36,True,2
"[567623, 567625, 516395, 516396, 517388, 567630, 517390, 566367]",8,False,True,4607.36,True,2
"[513760, 515073, 513762, 513767, 514383, 515058]",6,False,True,119.09,True,2
"[515017, 515038]",2,False,True,1.75,True,2
"[467074, 466268]",2,False,True,92.01,True,2
"[515977, 515978, 515691, 515979, 515481]",5,False,True,31.01,True,2
"[512035, 517447, 513007, 510288, 511350, 515967]",6,False,True,634.56,True,2
"[516521, 516564]",2,False,True,3.31,True,2
"[510796, 510775, 504455]",3,False,True,592.33,True,2
"[513052, 513077, 513151]",3,False,True,3.22,True,2
"[516490, 512906, 513065, 513066, 512819, 512820, 512821, 512822, 512823, 512824, 512825, 512826, 512827, 515132, 512829, 512830, 512831, 512832, 512833, 512834, 512835, 512836, 512837, 512838, 512839, 512840, 512841, 512842, 512843, 512844, 512845, 512846, 512847, 512848, 512849, 512850, 512828, 512866]",38,False,True,317.77,True,2
"[509760, 434848, 509762, 403142, 521004, 390064, 438036, 402396]",8,False,True,9358.91,True,2
"[515534, 514452, 514852, 515110]",4,False,True,73.34,True,2
"[516128, 516130, 516775, 513069, 515455]",5,False,True,316.61,True,3
"[515272, 515273]",2,False,True,0.11,True,2
"[509157, 509151]",2,False,True,0.63,True,2
"[510411, 510404]",2,False,True,1.54,True,2
"[508517, 508830]",2,False,True,67.0,True,2
"[443077, 443093, 443095]",3,False,True,0.46,True,2
"[511139, 510919, 504443, 511262, 511263]",5,False,True,623.08,True,2
"[499937, 499105, 498663, 498664, 499111, 497482, 497481, 508117]",8,False,True,834.94,True,2
"[510536, 510539, 509644, 509647, 510543, 509651, 499386, 499387]",8,False,True,948.64,True,2
"[377304, 503060, 487749, 404598]",4,False,True,8408.38,True,2
"[510144, 509930, 510140]",3,False,True,16.02,True,2
"[467072, 482528, 502501, 507494, 487038, 492045, 507506, 467219, 507518]",9,False,True,3027.96,True,2
"[425123, 486148, 421636, 421638, 419975, 424723, 472792, 425112]",8,False,True,4535.8,True,2
"[508114, 508118]",2,False,True,0.12,True,2
"[508034, 505788, 505781, 506783]",4,False,True,175.75,True,2
"[482640, 482642, 482562, 505556]",4,False,True,1699.7,True,2
"[489741, 489749, 489663]",3,False,True,4.27,True,2
"[474914, 474248, 474892, 474581, 474588]",5,False,True,41.83,True,2
"[476144, 503755, 490494]",3,False,True,2019.49,True,2
"[501410, 500428, 501647, 501424, 517333, 503062, 501593]",7,False,True,1427.16,True,2
"[504897, 504922]",2,False,True,2.32,True,2
"[496302, 495987, 495988, 496730, 496029]",5,False,True,40.98,True,2
"[493323, 500011, 493262, 493263]",4,False,True,493.11,True,2
"[437290, 437034, 437774, 437775, 437777, 437778, 437779, 445297, 438075]",9,False,True,468.35,True,2
"[355664, 347867, 352471]",3,False,True,463.98,True,2
"[461040, 490985]",2,False,True,2355.15,True,2
"[469608, 469196, 473933, 493550, 498358, 502364, 499070]",7,False,True,2477.36,True,2
"[500770, 501157, 500968, 501385, 501400]",5,False,True,33.24,True,2
"[459321, 353002, 501828, 386967]",4,False,True,9457.33,True,2
"[488441, 491075]",2,False,True,173.02,True,2
"[431778, 470348, 470349, 349011, 349014, 348955, 448188, 448189]",8,False,True,7391.46,True,2
"[499973, 500503]",2,False,True,71.01,True,2
"[497825, 497917]",2,False,True,1.25,True,2
"[499827, 499011, 499839]",3,False,True,44.05,True,2
"[496848, 496851, 497957, 499398]",4,False,True,173.38,True,2
"[427782, 427534, 427536, 427544, 428538]",5,False,True,46.96,True,3
"[493304, 490748, 490749, 492023]",4,False,True,200.08,True,2
"[477574, 477575]",2,False,True,0.08,True,2
"[498187, 498188, 476684, 498190, 498191, 498192, 476689, 469515, 493592, 477223, 477232, 478771, 495169, 495176, 491092, 493663, 482410, 480372, 493687, 493689, 474747, 474761, 479375, 474775, 477847, 474782, 474791, 479912, 474795, 495287, 483517, 482504, 472275, 482519, 491737, 478947, 477441, 479490, 475395, 477444, 475408, 493331, 495381, 475434, 475435, 476976, 476979, 477509, 477512, 478546, 498005, 484182, 498006, 498007, 498008, 478553, 498009, 498010, 498011, 484184, 487257, 483168, 481119, 477026, 477028, 481642, 473963, 473964, 475518, 473983, 475519, 480643, 473990, 477576, 477583, 491428, 491434, 491436, 475572, 483254, 491448, 475066, 491453, 473553, 473559, 476638, 476640, 477669, 476657, 476660, 476667, 476670]",92,False,True,2086.07,True,13
"[477313, 410946, 477738, 478220, 477455, 477551, 487091, 477556, 445142, 467383, 481593, 473565]",12,False,True,5345.71,True,2
"[465091, 465102]",2,False,True,0.58,True,2
"[491592, 491596, 491597, 491598, 491632, 496467]",6,False,True,366.68,True,4
"[448586, 448587]",2,False,True,0.01,True,2
"[494850, 492964, 476968, 494216, 492957]",5,False,True,1332.56,True,2
"[489710, 490129, 479288, 495161, 490460]",5,False,True,1173.99,True,2
"[494648, 494657, 494658]",3,False,True,0.6,True,2
"[480924, 493325, 462140, 491860]",4,False,True,2429.84,True,2
"[491498, 490026, 490028, 428053, 448030]",5,False,True,4468.19,True,2
"[486803, 456823]",2,False,True,2445.43,True,2
"[490012, 490044]",2,False,True,1.75,True,2
"[490016, 490018, 489173, 490007, 490745]",5,False,True,90.06,True,3
"[489425, 490652]",2,False,True,70.75,True,2
"[477461, 477447]",2,False,True,0.56,True,2
"[490340, 487821]",2,False,True,162.09,True,2
"[481947, 481151]",2,False,True,70.33,True,2
"[488546, 488547, 488508, 489372, 489373]",5,False,True,76.05,True,2
"[479816, 480289, 487229]",3,False,True,536.57,True,2
"[355586, 408195, 407689, 407693, 427426, 407715, 411443, 411446, 407502, 412622, 406095, 397775, 405584, 400850, 404436, 408405, 408404, 406999, 406368, 408417, 406376, 413161]",22,False,True,4058.34,True,2
"[395129, 395123, 427421, 395102]",4,False,True,2018.3,True,2
"[489248, 488425]",2,False,True,72.99,True,2
"[475416, 483457, 471772, 526052]",4,False,True,4367.28,True,2
"[485100, 485094]",2,False,True,0.2,True,2
"[486144, 484421]",2,False,True,93.14,True,2
"[484129, 484166]",2,False,True,3.82,True,2
"[485322, 484501, 273717, 484502, 484504]",5,False,True,12911.36,True,2
"[427938, 432837, 429511, 427944, 427945, 483499, 433228, 427666, 382682, 427707, 427708, 486238]",12,False,True,6935.12,True,2
"[483530, 485757]",2,False,True,166.16,True,2
"[485370, 485643, 485372, 436037]",4,False,True,3599.05,True,2
"[467510, 467511]",2,False,True,0.07,True,2
"[475765, 475762, 481085, 475758]",4,False,True,385.48,True,2
"[275616, 467011, 484951, 466068, 482839, 482840]",6,False,True,12754.43,True,3
"[485220, 485221, 484277]",3,False,True,54.35,True,2
"[475938, 475939, 475941, 475526, 475895, 475893, 475863, 475962, 475935]",9,False,True,27.86,True,6
"[467733, 467734]",2,False,True,0.0,True,2
"[465728, 400370, 418019, 475530]",4,False,True,5042.31,True,2
"[432611, 420038]",2,False,True,697.83,True,2
"[472786, 456971]",2,False,True,1341.06,True,2
"[489840, 477833, 425057]",3,False,True,4530.64,True,2
"[454322, 480746, 480778, 454287]",4,False,True,2165.93,True,3
"[468262, 483087]",2,False,True,1144.49,True,2
"[458474, 480755, 477047, 481083, 481084]",5,False,True,1849.69,True,2
"[464577, 483586, 483590, 463240, 473231, 457876, 473245, 459646]",8,False,True,2056.4,True,2
"[476148, 477535]",2,False,True,119.63,True,2
"[477664, 479841, 477636, 477673, 477069, 476686, 476977, 480184, 477596, 477660]",10,False,True,280.89,True,5
"[333781, 473655]",2,False,True,8491.48,True,2
"[478763, 367982]",2,False,True,7026.35,True,2
"[473796, 461038]",2,False,True,1101.73,True,2
"[428304, 430363, 432260]",3,False,True,185.42,True,2
"[476000, 476005]",2,False,True,0.41,True,2
"[467712, 466914, 470370, 469640, 466920, 470296]",6,False,True,259.51,True,2
"[476697, 480625, 476622, 476519]",4,False,True,313.11,True,2
"[472224, 472201]",2,False,True,0.97,True,2
"[476001, 476413]",2,False,True,27.82,True,2
"[478756, 476997, 476998, 476999, 477001, 477002, 477004]",7,False,True,131.96,True,4
"[478706, 478707]",2,False,True,0.07,True,2
"[491843, 491844, 471494, 472365, 473650, 472371, 472377]",7,False,True,1506.39,True,2
"[435521, 431145]",2,False,True,212.34,True,2
"[478627, 478629, 478511]",3,False,True,7.39,True,2
"[463297, 458058, 441137, 420664, 463324]",5,False,True,2689.57,True,2
"[465153, 478617, 474135]",3,False,True,1032.59,True,2
"[450896, 477667]",2,False,True,2163.11,True,2
"[419648, 432165, 434346, 453197, 451231]",5,False,True,1961.42,True,2
"[459440, 459398, 458975]",3,False,True,71.03,True,2
"[470251, 474438]",2,False,True,304.46,True,2
