antecedent,consequent,supp,conf
openstack/openstack-ansible-os_nova,openstack/openstack-ansible-os_horizon,5.021870244916612e-05,0.027472527472527472
openstack/openstack-ansible-os_nova,openstack/openstack-ansible-os_aodh,5.021870244916612e-05,0.027472527472527472
openstack/tripleo-docs,openstack/tripleo-common,5.021870244916612e-05,0.027124773960216998
openstack/tripleo-ci,openstack/python-tripleoclient,0.00019083106930683125,0.02700781805259417
openstack/python-novaclient,openstack/nova,0.00011215510213647099,0.02698348771647201
openstack/puppet-cinder,openstack/tripleo-heat-templates,5.524057269408273e-05,0.02696078431372549
openstack/puppet-cinder,openstack/puppet-openstack-integration,5.524057269408273e-05,0.02696078431372549
openstack/puppet-keystone,openstack/puppet-neutron,5.8588486190693806e-05,0.025528811086797956
openstack/puppet-cinder,openstack/puppet-neutron,5.189265919747166e-05,0.025326797385620915
openstack/openstacksdk,openstack/python-openstackclient,0.00013224258311613743,0.02530429212043562
openstack/puppet-keystone,openstack/puppet-openstacklib,5.691452944238827e-05,0.024799416484318017
openstack/puppet-keystone,openstack/puppet-cinder,5.691452944238827e-05,0.024799416484318017
openstack/puppet-keystone,openstack/puppet-heat,5.691452944238827e-05,0.024799416484318017
openstack/devstack-gate,openstack/nova,7.030618342883256e-05,0.024764150943396228
openstack/puppet-openstack-integration,openstack/puppet-keystone,9.87634481500267e-05,0.024748322147651006
openstack/tripleo-common,openstack/tripleo-quickstart,0.00014228632360597067,0.024531024531024532
openstack/puppet-cinder,openstack/puppet-heat,5.021870244916612e-05,0.024509803921568627
openstack/puppet-keystone,openstack/puppet-glance,5.524057269408273e-05,0.024070021881838075
openstack/project-config,openstack/openstack-zuul-jobs,0.0007030618342883256,0.02406325197662427
openstack/python-neutronclient,openstack/neutron,6.361035643561042e-05,0.023824451410658306
openstack/tripleo-common,openstack/puppet-tripleo,0.00013726445336105405,0.023665223665223667
openstack/devstack,openstack/tempest,0.00030800804168821887,0.023156305059149257
openstack/openstack-ansible,openstack/releases,0.00024607164200091396,0.023091423185673893
openstack/puppet-neutron,openstack/puppet-nova,6.695826993222149e-05,0.023028209556706966
openstack/oslo-incubator,openstack/nova,8.871970766019348e-05,0.02296360485268631
openstack/tripleo-heat-templates,openstack/tripleo-quickstart,0.000426858970817912,0.02260037224142515
openstack/octavia,openstack/octavia-tempest-plugin,0.00011885092912969315,0.022468354430379745
openstack/networking-odl,openstack/neutron,6.193639968730488e-05,0.02205005959475566
openstack/puppet-keystone,openstack/tripleo-heat-templates,5.021870244916612e-05,0.02188183807439825
openstack/devstack-gate,openstack/grenade,6.193639968730488e-05,0.021816037735849055
openstack/tripleo-heat-templates,openstack/tripleo-quickstart-extras,0.00040677148983824554,0.02153682531241691
openstack/tripleo-heat-templates,openstack/python-tripleoclient,0.00040509753308994,0.021448196401666224
openstack/puppet-openstack-integration,openstack/puppet-neutron,8.53717941635824e-05,0.02139261744966443
openstack/python-tripleoclient,openstack/tripleo-quickstart,9.87634481500267e-05,0.021078956770275097
openstack/tempest,openstack/nova,0.00037831422511705145,0.021029124406811203
openstack/tripleo-ansible,openstack/tripleo-quickstart-extras,7.365409692544365e-05,0.02082347373402745
openstack/devstack-gate,openstack/ironic,5.8588486190693806e-05,0.020636792452830188
openstack/puppet-nova,openstack/puppet-neutron,6.695826993222149e-05,0.02027369488089204
openstack/puppet-neutron,openstack/puppet-keystone,5.8588486190693806e-05,0.020149683362118594
openstack/python-openstackclient,openstack/openstacksdk,0.00013224258311613743,0.019789579158316632
openstack/openstack-zuul-jobs,openstack/nova,5.021870244916612e-05,0.019762845849802372
openstack/tripleo-quickstart,openstack/python-tripleoclient,9.87634481500267e-05,0.0197060788243153
openstack/zun,openstack/python-zunclient,6.695826993222149e-05,0.01937046004842615
openstack/puppet-nova,openstack/puppet-keystone,6.361035643561042e-05,0.01926001013684744
openstack/python-keystoneclient,openstack/keystone,6.695826993222149e-05,0.01874414245548266
openstack/manila,openstack/manila-tempest-plugin,0.00013559049661274853,0.018629254829806808
openstack/puppet-neutron,openstack/puppet-heat,5.356661594577719e-05,0.018422567645365574
openstack/puppet-neutron,openstack/puppet-glance,5.356661594577719e-05,0.018422567645365574
openstack/puppet-nova,openstack/puppet-cinder,6.026244293899934e-05,0.01824632539280284
openstack/tripleo-ci,openstack/puppet-tripleo,0.00012889466961952636,0.01824212271973466
openstack/devstack,openstack/neutron,0.00024104977175599737,0.018122325698464635
openstack/python-tripleoclient,openstack/tripleo-docs,8.369783741527686e-05,0.01786352268667381
openstack/puppet-neutron,openstack/puppet-cinder,5.189265919747166e-05,0.017846862406447898
openstack/puppet-neutron,openstack/puppet-ceilometer,5.189265919747166e-05,0.017846862406447898
openstack/puppet-neutron,openstack/puppet-ironic,5.189265919747166e-05,0.017846862406447898
openstack/puppet-nova,openstack/puppet-glance,5.8588486190693806e-05,0.017739483020780537
openstack/murano-dashboard,openstack/murano,5.691452944238827e-05,0.017644006227296314
openstack/puppet-tripleo,openstack/instack-undercloud,8.034992391866579e-05,0.017130620985010708
openstack/tempest,openstack/devstack,0.00030800804168821887,0.017121057039173722
openstack/puppet-nova,openstack/puppet-heat,5.524057269408273e-05,0.016725798276735936
openstack/puppet-nova,openstack/puppet-ceilometer,5.524057269408273e-05,0.016725798276735936
openstack/tripleo-ansible,openstack/puppet-tripleo,5.8588486190693806e-05,0.01656412683388547
openstack/tripleo-ansible,openstack/tripleo-ci,5.8588486190693806e-05,0.01656412683388547
openstack/puppet-openstack-integration,openstack/puppet-tempest,6.528431318391596e-05,0.016359060402684564
openstack/openstacksdk,openstack/shade,8.53717941635824e-05,0.016335682254964765
openstack/rpm-packaging,openstack/requirements,0.00011885092912969315,0.016140031825414868
openstack/tripleo-ansible,openstack/tripleo-quickstart,5.691452944238827e-05,0.01609086606720303
openstack/zun,openstack/zun-tempest-plugin,5.524057269408273e-05,0.015980629539951573
openstack/networking-ovn,openstack/ovn-octavia-provider,5.8588486190693806e-05,0.015625
openstack/diskimage-builder,openstack/project-config,8.369783741527686e-05,0.015248551387618176
openstack/tripleo-quickstart-extras,openstack/tripleo-ansible,7.365409692544365e-05,0.014965986394557823
openstack/requirements,openstack/releases,0.0002611372527356638,0.014636892475136049
openstack/fuel-main,openstack/fuel-web,5.8588486190693806e-05,0.014344262295081968
openstack/python-tripleoclient,openstack/puppet-tripleo,6.528431318391596e-05,0.013933547695605574
openstack/puppet-tripleo,openstack/python-tripleoclient,6.528431318391596e-05,0.013918629550321198
openstack/puppet-openstack-integration,openstack/puppet-cinder,5.524057269408273e-05,0.013842281879194632
openstack/openstack-ansible,openstack/openstack-ansible-os_neutron,0.00014563423710258174,0.013666352497643733
openstack/devstack,openstack/devstack-gate,0.00017911337206869248,0.01346589478983136
openstack/oslo-incubator,openstack/neutron,5.189265919747166e-05,0.013431542461005199
openstack/oslo-incubator,openstack/cinder,5.189265919747166e-05,0.013431542461005199
openstack/puppet-openstack-integration,openstack/puppet-ceph,5.356661594577719e-05,0.013422818791946308
openstack/glance,openstack/nova,0.00012387279937460977,0.013398515299655984
openstack/requirements,openstack/nova,0.0002377018582593863,0.013323325201726403
openstack/openstack-ansible,openstack/openstack-ansible-os_nova,0.00013726445336105405,0.012880929940307886
openstack/openstack-ansible,openstack/openstack-ansible-tests,0.00013559049661274853,0.012723845428840716
openstack/manila,openstack/python-manilaclient,9.206762115680455e-05,0.012649494020239191
openstack/ironic,openstack/ironic-tempest-plugin,0.00018246128556530355,0.012609902822767237
openstack/puppet-openstack-integration,openstack/puppet-glance,5.021870244916612e-05,0.012583892617449664
openstack/puppet-tripleo,openstack/tripleo-ansible,5.8588486190693806e-05,0.012491077801570306
openstack/puppet-tripleo,openstack/tripleo-quickstart-extras,5.8588486190693806e-05,0.012491077801570306
openstack/cinder,openstack/nova,0.00030298617144330225,0.012450987136272958
openstack/releases,openstack/requirements,0.0002611372527356638,0.012345679012345678
openstack/murano,openstack/murano-dashboard,5.691452944238827e-05,0.012278801011195377
openstack/requirements,openstack/project-config,0.00021761437727971984,0.012197410395946707
openstack/tripleo-quickstart-extras,openstack/puppet-tripleo,5.8588486190693806e-05,0.011904761904761904
openstack/releases,openstack/openstack-ansible,0.00024607164200091396,0.011633428300094967
openstack/tripleo-quickstart,openstack/tripleo-ansible,5.691452944238827e-05,0.011356045424181697
openstack/mistral,openstack/python-mistralclient,5.691452944238827e-05,0.011232243145028081
openstack/glance,openstack/cinder,0.00010043740489833224,0.010863661053775122
openstack/puppet-tripleo,openstack/puppet-pacemaker,5.021870244916612e-05,0.010706638115631691
openstack/devstack,openstack/ironic,0.00014061236685766512,0.010571356657437704
openstack/devstack,openstack/project-config,0.0001389384101093596,0.010445507173420588
openstack/openstack-ansible,openstack/openstack-ansible-os_tempest,0.00011048114538816546,0.010367577756833177
openstack/trove,openstack/python-troveclient,6.193639968730488e-05,0.010195646183521631
openstack/trove,openstack/trove-integration,6.193639968730488e-05,0.010195646183521631
openstack/ironic,openstack/nova,0.0001473081938508873,0.01018047200370199
openstack/python-openstackclient,openstack/neutron,6.695826993222149e-05,0.01002004008016032
openstack/openstack-ansible,openstack/openstack-ansible-os_cinder,0.00010545927514324885,0.009896324222431668
openstack/designate,openstack/designate-tempest-plugin,5.691452944238827e-05,0.009843659525188187
openstack/tripleo-common,openstack/instack-undercloud,5.691452944238827e-05,0.009812409812409812
openstack/magnum,openstack/python-magnumclient,6.863222668052703e-05,0.009785202863961813
openstack/ironic,openstack/devstack,0.00014061236685766512,0.00971772327626099
openstack/openstacksdk,openstack/neutron,5.021870244916612e-05,0.009609224855861628
openstack/openstack-ansible,openstack/openstack-ansible-os_keystone,0.00010211136164663778,0.00958215519949733
openstack/tripleo-ci,openstack/instack-undercloud,6.695826993222149e-05,0.009476427386875147
openstack/fuel-web,openstack/fuel-library,8.369783741527686e-05,0.009439305267132339
openstack/fuel-library,openstack/fuel-web,8.369783741527686e-05,0.009279881217520415
openstack/openstack-ansible,openstack/openstack-ansible-os_glance,9.541553465341562e-05,0.008953817153628653
openstack/neutron,openstack/nova,0.00028122473371533025,0.008934744455671967
openstack/ironic,openstack/ironic-python-agent,0.00012889466961952636,0.00890791300323924
openstack/glance,openstack/neutron,8.202388066697132e-05,0.008871989860583017
openstack/glance,openstack/keystone,8.202388066697132e-05,0.008871989860583017
openstack/neutron,openstack/networking-ovn,0.00027620286347041363,0.008775195447534969
openstack/tripleo-common,openstack/kolla,5.021870244916612e-05,0.008658008658008658
openstack/tripleo-common,openstack/tripleo-docs,5.021870244916612e-05,0.008658008658008658
openstack/tempest,openstack/neutron,0.00015567797759241496,0.008653577742625849
openstack/devstack,openstack/grenade,0.00011215510213647099,0.00843191542914674
openstack/tripleo-ci,openstack/tripleo-ansible,5.8588486190693806e-05,0.008291873963515755
openstack/ceilometer,openstack/heat,7.19801401771381e-05,0.008195159138555366
openstack/neutron,openstack/neutron-lib,0.0002561153824907472,0.00813699941498697
openstack/tripleo-heat-templates,openstack/puppet-nova,0.0001523300640958039,0.008065230878312506
openstack/openstack-ansible,openstack/openstack-ansible-os_horizon,8.53717941635824e-05,0.008011310084825637
openstack/ceilometer,openstack/nova,7.030618342883256e-05,0.008004574042309892
openstack/kolla-ansible,openstack/kayobe,7.19801401771381e-05,0.007855316039459262
openstack/openstack-ansible,openstack/openstack-ansible-lxc_hosts,8.202388066697132e-05,0.007697141061891298
openstack/openstack-ansible,openstack/openstack-ansible-galera_server,8.202388066697132e-05,0.007697141061891298
openstack/neutron,openstack/devstack,0.00024104977175599737,0.007658352390575972
openstack/ceilometer,openstack/neutron,6.695826993222149e-05,0.007623403849818944
openstack/neutron,openstack/neutron-tempest-plugin,0.00023602790151108075,0.007498803382438973
openstack/project-config,openstack/requirements,0.00021761437727971984,0.0074481494213360835
openstack/requirements,openstack/neutron,0.00013224258311613743,0.007412272471382999
openstack/glance,openstack/requirements,6.695826993222149e-05,0.007242440702516748
openstack/releases,openstack/project-config,0.00015065610734749836,0.007122507122507123
openstack/sahara,openstack/sahara-tests,5.189265919747166e-05,0.007048658481127785
openstack/openstack-ansible,openstack/openstack-ansible-openstack_hosts,7.365409692544365e-05,0.006911718504555451
openstack/keystone,openstack/nova,0.00011215510213647099,0.006747910162151274
openstack/ceilometer,openstack/aodh,5.8588486190693806e-05,0.006670478368591576
openstack/requirements,openstack/rpm-packaging,0.00011885092912969315,0.006661662600863202
openstack/fuel-web,openstack/fuel-main,5.8588486190693806e-05,0.006607513686992637
openstack/nova,openstack/devstack,0.00039337983585180125,0.0066061338655722035
openstack/glance,openstack/devstack,6.026244293899934e-05,0.006518196632265073
openstack/ceilometer,openstack/cinder,5.691452944238827e-05,0.006479893272346103
openstack/nova,openstack/tempest,0.00037831422511705145,0.006353132994124757
openstack/keystone,openstack/neutron,0.00010545927514324885,0.006345049853963138
openstack/openstack-ansible,openstack/openstack-ansible-plugins,6.695826993222149e-05,0.006283380458686773
openstack/glance,openstack/glance_store,5.691452944238827e-05,0.006156074597139236
openstack/glance,openstack/horizon,5.691452944238827e-05,0.006156074597139236
openstack/ironic,openstack/python-ironicclient,8.871970766019348e-05,0.006131420638593244
openstack/openstack-ansible,openstack/openstack-ansible-os_octavia,6.528431318391596e-05,0.006126295947219604
openstack/openstack-ansible,openstack/openstack-ansible-os_ironic,6.528431318391596e-05,0.006126295947219604
openstack/devstack,openstack/cinder,8.034992391866579e-05,0.006040775232821546
openstack/keystone,openstack/cinder,9.87634481500267e-05,0.005942189545775003
openstack/cinder,openstack/neutron,0.00014228632360597067,0.00584714865515581
openstack/tempest,openstack/cinder,0.00010378531839494331,0.005769051828417233
openstack/tripleo-heat-templates,openstack/tripleo-docs,0.00010880718863985992,0.0057608791987946465
openstack/ironic,openstack/ironic-inspector,8.202388066697132e-05,0.005668671911152244
openstack/openstack-ansible,openstack/openstack-ansible-os_swift,6.026244293899934e-05,0.005655042412818096
openstack/glance,openstack/tempest,5.189265919747166e-05,0.0056128915444504796
openstack/heat,openstack/neutron,9.87634481500267e-05,0.005596130133738025
openstack/openstack-ansible,openstack/openstack-ansible-os_aodh,5.8588486190693806e-05,0.0054979579013509266
openstack/tripleo-heat-templates,openstack/puppet-neutron,0.00010211136164663778,0.0054063635557918995
openstack/openstack-ansible,openstack/openstack-ansible-repo_server,5.524057269408273e-05,0.0051837888784165885
openstack/openstack-ansible,openstack/openstack-ansible-os_heat,5.524057269408273e-05,0.0051837888784165885
openstack/openstack-ansible,openstack/openstack-ansible-os_magnum,5.524057269408273e-05,0.0051837888784165885
openstack/openstack-ansible,openstack/openstack-ansible-os_designate,5.524057269408273e-05,0.0051837888784165885
openstack/project-config,openstack/releases,0.00015065610734749836,0.005156411137848058
openstack/tripleo-heat-templates,openstack/instack-undercloud,9.708949140172116e-05,0.0051404768235398385
openstack/nova,openstack/cinder,0.00030298617144330225,0.005088128636887527
openstack/openstack-ansible,openstack/openstack-ansible-os_ceilometer,5.356661594577719e-05,0.005026704366949419
openstack/neutron,openstack/tempest,0.00015567797759241496,0.004946019252246982
openstack/keystone,openstack/glance,8.202388066697132e-05,0.0049350387753046634
openstack/requirements,openstack/cinder,8.704575091188795e-05,0.004878964158378683
openstack/openstack-ansible,openstack/openstack-ansible-rabbitmq_server,5.189265919747166e-05,0.00486961985548225
openstack/openstack-ansible,openstack/openstack-ansible-os_gnocchi,5.189265919747166e-05,0.00486961985548225
openstack/heat,openstack/nova,8.53717941635824e-05,0.004837332827468462
openstack/project-config,openstack/devstack,0.0001389384101093596,0.004755356938237653
openstack/nova,openstack/neutron,0.00028122473371533025,0.004722682933685661
openstack/openstack-ansible,openstack/openstack-ansible-lxc_container_create,5.021870244916612e-05,0.00471253534401508
openstack/ironic,openstack/neutron,6.695826993222149e-05,0.004627487274409995
openstack/keystone,openstack/requirements,7.532805367374918e-05,0.004532178467116527
openstack/devstack,openstack/requirements,6.026244293899934e-05,0.004530581424616159
openstack/devstack,openstack/glance,6.026244293899934e-05,0.004530581424616159
openstack/neutron,openstack/cinder,0.00014228632360597067,0.0045205552305483164
openstack/project-config,openstack/devstack-gate,0.00012722071287122084,0.004354302738627249
openstack/devstack,openstack/keystone,5.691452944238827e-05,0.004278882456581928
openstack/cinder,openstack/tempest,0.00010378531839494331,0.004264979019054826
openstack/requirements,openstack/horizon,7.532805367374918e-05,0.00422218052167386
openstack/requirements,openstack/keystone,7.532805367374918e-05,0.00422218052167386
openstack/neutron,openstack/requirements,0.00013224258311613743,0.0042014572142743175
openstack/neutron,openstack/neutron-fwaas,0.00013224258311613743,0.0042014572142743175
openstack/heat,openstack/cinder,7.365409692544365e-05,0.004173385184482595
openstack/cinder,openstack/glance,0.00010043740489833224,0.0041273990506982185
openstack/heat,openstack/ceilometer,7.19801401771381e-05,0.0040785355211988995
openstack/cinder,openstack/keystone,9.87634481500267e-05,0.004058609066519915
openstack/ironic,openstack/devstack-gate,5.8588486190693806e-05,0.004049051365108746
openstack/neutron,openstack/neutron-lbaas,0.00012722071287122084,0.0040419082061373185
openstack/keystone,openstack/python-keystoneclient,6.695826993222149e-05,0.004028603081881358
openstack/tempest,openstack/project-config,7.19801401771381e-05,0.004001116590676468
openstack/nova,openstack/requirements,0.0002377018582593863,0.003991791527281927
openstack/kolla,openstack/tripleo-common,5.021870244916612e-05,0.003940110323089046
openstack/ironic,openstack/project-config,5.691452944238827e-05,0.003933364183248496
openstack/neutron,openstack/neutron-vpnaas,0.00012219884262630422,0.003882359198000319
openstack/horizon,openstack/requirements,7.532805367374918e-05,0.003870967741935484
openstack/keystone,openstack/heat,6.361035643561042e-05,0.00382717292778729
openstack/ironic,openstack/requirements,5.524057269408273e-05,0.003817677001388246
openstack/requirements,openstack/glance,6.695826993222149e-05,0.0037530493525989865
openstack/heat,openstack/keystone,6.361035643561042e-05,0.003604287204780423
openstack/cinder,openstack/requirements,8.704575091188795e-05,0.003577079177271789
openstack/heat,openstack/tripleo-heat-templates,6.193639968730488e-05,0.003509437541496728
openstack/heat,openstack/heat-tempest-plugin,6.193639968730488e-05,0.003509437541496728
openstack/keystone,openstack/tempest,5.691452944238827e-05,0.003424312619599154
openstack/keystone,openstack/devstack,5.691452944238827e-05,0.003424312619599154
openstack/requirements,openstack/devstack,6.026244293899934e-05,0.003377744417339088
openstack/neutron,openstack/keystone,0.00010545927514324885,0.0033505291708769876
openstack/openstack-manuals,openstack/project-config,7.867596717036025e-05,0.0033397285582320757
openstack/cinder,openstack/devstack,8.034992391866579e-05,0.0033019192405585747
openstack/tripleo-heat-templates,openstack/heat,6.193639968730488e-05,0.0032792696977754143
openstack/tripleo-heat-templates,openstack/tripleo-puppet-elements,6.193639968730488e-05,0.0032792696977754143
openstack/horizon,openstack/neutron,6.361035643561042e-05,0.0032688172043010754
openstack/horizon,openstack/nova,6.361035643561042e-05,0.0032688172043010754
openstack/project-config,openstack/nova,9.541553465341562e-05,0.0032657270539704366
openstack/project-config,openstack/neutron,9.374157790511009e-05,0.003208433596883236
openstack/tempest,openstack/keystone,5.691452944238827e-05,0.0031636735833255793
openstack/neutron,openstack/heat,9.87634481500267e-05,0.003137797160027655
openstack/keystone,openstack/horizon,5.189265919747166e-05,0.003122167388458052
openstack/tripleo-heat-templates,openstack/tripleo-upgrade,5.8588486190693806e-05,0.0031020118762740407
openstack/requirements,openstack/ironic,5.524057269408273e-05,0.003096265715894164
openstack/cinder,openstack/heat,7.365409692544365e-05,0.0030267593038453603
openstack/cinder,openstack/python-cinderclient,7.365409692544365e-05,0.0030267593038453603
openstack/horizon,openstack/cinder,5.8588486190693806e-05,0.003010752688172043
openstack/neutron,openstack/project-config,9.374157790511009e-05,0.0029782481518906556
openstack/tripleo-heat-templates,openstack/puppet-cinder,5.524057269408273e-05,0.0029247540547726668
openstack/horizon,openstack/glance,5.691452944238827e-05,0.002924731182795699
openstack/tempest,openstack/glance,5.189265919747166e-05,0.0028845259142086166
openstack/project-config,openstack/diskimage-builder,8.369783741527686e-05,0.002864672854360032
openstack/project-config,openstack/openstack-manuals,7.867596717036025e-05,0.00269279248309843
openstack/horizon,openstack/keystone,5.189265919747166e-05,0.0026666666666666666
openstack/tripleo-heat-templates,openstack/puppet-keystone,5.021870244916612e-05,0.0026588673225206062
openstack/neutron,openstack/glance,8.202388066697132e-05,0.0026059671329043237
openstack/horizon,openstack/sahara-dashboard,5.021870244916612e-05,0.0025806451612903226
openstack/cinder,openstack/os-brick,6.193639968730488e-05,0.0025452294145972346
openstack/nova,openstack/ironic,0.0001473081938508873,0.0024737862985972506
openstack/project-config,openstack/tempest,7.19801401771381e-05,0.0024636186547496277
openstack/cinder,openstack/horizon,5.8588486190693806e-05,0.0024076494462406273
openstack/cinder,openstack/ceilometer,5.691452944238827e-05,0.0023388594620623237
openstack/cinder,openstack/cinder-tempest-plugin,5.524057269408273e-05,0.00227006947788402
openstack/neutron,openstack/networking-midonet,7.030618342883256e-05,0.0022336861139179917
openstack/cinder,openstack/oslo-incubator,5.189265919747166e-05,0.002132489509527413
openstack/neutron,openstack/ceilometer,6.695826993222149e-05,0.0021273201084933257
openstack/neutron,openstack/python-openstackclient,6.695826993222149e-05,0.0021273201084933257
openstack/neutron,openstack/ironic,6.695826993222149e-05,0.0021273201084933257
openstack/nova,openstack/glance,0.00012387279937460977,0.002080229387456779
openstack/neutron,openstack/python-neutronclient,6.361035643561042e-05,0.0020209541030686592
openstack/neutron,openstack/horizon,6.361035643561042e-05,0.0020209541030686592
openstack/neutron,openstack/networking-odl,6.193639968730488e-05,0.0019677711003563262
openstack/project-config,openstack/ironic,5.691452944238827e-05,0.0019479775409648218
openstack/nova,openstack/keystone,0.00011215510213647099,0.0018834509318865432
openstack/nova,openstack/python-novaclient,0.00011215510213647099,0.0018834509318865432
openstack/neutron,openstack/networking-bgpvpn,5.691452944238827e-05,0.0018082220922193267
openstack/nova,openstack/compute-hyperv,0.00010713323189155439,0.0017991173080707278
openstack/neutron,openstack/oslo-incubator,5.189265919747166e-05,0.0016486730840823273
openstack/nova,openstack/project-config,9.541553465341562e-05,0.0016023388525004919
openstack/neutron,openstack/openstacksdk,5.021870244916612e-05,0.001595490081369994
openstack/nova,openstack/oslo-incubator,8.871970766019348e-05,0.0014898940207460714
openstack/nova,openstack/heat,8.53717941635824e-05,0.0014336716048688612
openstack/nova,openstack/devstack-gate,7.030618342883256e-05,0.0011806707334214152
openstack/nova,openstack/ceilometer,7.030618342883256e-05,0.0011806707334214152
openstack/nova,openstack/horizon,6.361035643561042e-05,0.0010682259016669947
openstack/nova,openstack/placement,5.691452944238827e-05,0.0009557810699125742
openstack/nova,openstack/grenade,5.356661594577719e-05,0.0008995586540353639
openstack/nova,openstack/openstack-zuul-jobs,5.021870244916612e-05,0.0008433362381581537
