dev
31336
30469
29885
30709
31314
31246
31282
31300
31293
31221
31053
31071
29598
29014
30235
30537
29804
29820
24938
30957
30363
30970
30975
30891
29415
29845
13348
30881
30658
30524
30587
30845
30666
30000
30689
27066
30204
30451
30199
30698
30038
29554
30691
29662
30593
29299
30459
30656
6812
30484
27319
26981
27928
25231
30288
30044
29530
30302
30464
30492
28185
30529
30296
29888
27567
30397
28363
29709
30223
30383
30354
28245
30365
30274
30250
18445
29799
29431
28850
30197
8058
30109
29879
28434
30144
29839
30021
28507
23381
30031
30087
13945
28883
29910
27092
29362
30015
28164
8725
29921
29677
28885
29823
27487
26898
13493
29809
29609
29853
29808
29795
29817
29790
29786
29402
28203
29186
29365
29717
28627
22936
29366
29465
20280
29378
21050
29035
28099
29542
20717
11481
27299
29655
29470
28235
28226
29495
29601
20088
10905
28534
29507
28581
29438
27094
29390
17246
26240
29434
29354
29373
29412
26553
29309
29263
29039
29352
29215
24833
27027
29043
29267
18483
28304
28746
29261
29138
28802
19705
27369
29188
29208
27950
22786
26771
22194
28782
29080
27096
28887
28704
28780
29029
22540
29050
28487
28742
28958
20121
28474
28158
24157
27741
28846
28915
28453
28891
28290
28493
28708
27482
27882
28815
28811
28445
28414
28212
28443
28457
28157
28694
25634
6090
28693
22931
21014
28584
28400
28617
23944
28419
28650
28632
28460
28562
28603
23367
28055
28456
8700
26791
23954
28559
28261
28409
28492
28320
28406
28387
28352
28338
28279
28251
27311
28225
28192
28041
27671
28147
26897
28143
26782
27636
28148
23981
25452
14085
23219
9609
27939
27659
28046
19727
25172
27530
27644
19654
28023
27249
28005
27673
27746
27540
27974
26805
27914
27908
27734
27401
27893
27836
26975
22079
26567
27220
27855
27640
23634
23423
22611
26289
27326
27605
23671
26951
27433
19982
27397
27721
27467
27584
27572
27739
25132
27392
26492
27703
27587
27408
24941
27660
24759
14566
23873
27415
27616
27618
27595
13732
27515
27342
26896
27517
12270
10831
13585
15153
12689
18069
12965
19175
19007
20728
20857
14541
17625
20689
12532
23457
23328
20979
16255
22094
21246
23839
24871
19087
21021
22403
11281
26137
26831
27015
26136
11717
8956
24015
26388
27119
26474
23745
24055
26508
23831
27301
27293
27039
24184
25793
27002
27137
25843
27088
22550
25262
18618
27067
26534
27048
26989
27003
26773
26273
12342
26952
450
19075
24783
26444
26342
23903
26780
26737
26074
25541
26769
22015
26625
26453
18701
20988
22501
25421
26110
26379
26664
23440
26277
26037
26364
26559
24520
25898
26391
26532
26048
26147
16323
26256
20281
26487
26416
26210
25755
26020
24219
25945
26008
26361
20829
20310
25436
25760
23672
22583
21114
25980
23459
26279
23535
16304
26011
26140
24025
25363
22069
25709
12832
13739
15880
25207
19663
18088
25019
25370
23377
25985
25814
25975
20185
22970
25190
25844
15154
25341
25641
24901
25799
23791
24867
25742
25614
25484
25777
25768
23588
25517
25081
20096
25468
25353
25070
21585
17849
23442
8858
25233
24460
24984
24843
22262
10682
24229
22356
24087
20367
24896
25411
23213
25385
23869
25210
21744
24651
17023
24552
17820
24579
14545
25114
25099
22833
25176
24418
24795
10895
17666
12240
25096
24991
24473
9217
22257
20157
20587
7261
22379
24956
23600
24644
24958
19710
15059
24963
24977
22622
24309
24144
22172
24325
19268
19308
14961
24267
24844
24774
24803
24887
23624
9561
24758
19456
24840
23273
18062
24359
22740
24738
21615
23788
21645
24674
20424
23412
20909
21621
22382
24257
19804
24213
24364
23300
24541
23068
23946
22930
24021
24510
14520
12469
23796
22433
24422
23652
24362
23248
24108
22584
23725
24388
24363
24228
24227
23597
24266
23863
20856
24199
21743
23605
24119
8589
18725
24111
24125
22478
23886
15949
11608
19242
23633
23861
23166
24018
19135
23884
22017
23859
23334
23051
23489
22456
20953
19491
17463
23704
20599
23576
18799
23107
23615
21704
11578
23589
22791
14178
23544
23394
19545
23362
21338
21049
23505
23090
13393
23285
23329
23028
23217
22676
23105
23403
11206
22827
23238
20945
20503
23320
22009
19583
19899
21900
20293
20760
22480
23045
21543
23198
11765
20834
15661
23141
22840
23230
23227
22572
20585
20588
17461
23179
17568
12366
12630
22896
23008
23220
20448
22398
23029
23176
23098
14022
22719
22646
20501
22033
8916
21928
23137
12801
7321
16079
13181
20742
22517
17458
23064
22940
7862
21920
21795
22404
19949
16443
17460
22938
21104
21993
16499
22602
21774
22502
22547
18832
12796
18737
21011
20421
6492
11097
22657
22481
20419
16630
22422
22640
22369
22397
22610
22581
22609
21206
21383
22526
12890
22539
22376
22198
22508
22504
22417
22469
22464
21823
21388
15510
22431
22426
22289
22293
22267
22339
21034
21953
15837
22367
20647
22151
22029
22024
10159
18695
20398
20947
22046
11067
17219
22007
17140
22028
19815
22130
22131
21946
21466
22062
21816
17504
21054
6789
21426
16321
19289
21995
8902
20758
21082
15476
13960
20561
21793
20344
17759
18527
14737
10577
21646
21365
20591
17344
21235
21579
8256
19730
18901
12273
20454
13881
18920
21432
21207
9422
21333
14724
21215
20452
21197
16366
21194
20794
21321
21209
21142
18542
21218
19670
16629
20640
19728
12541
21101
19678
13779
19887
21002
20927
11241
20027
20409
19971
20956
19474
21043
20948
20306
13847
20495
19208
20848
19682
20165
20843
20747
20929
20882
17017
20459
20727
14261
4569
20636
18187
18110
12383
20193
20808
19752
20597
19483
20684
6713
19936
19675
16775
19981
15734
11697
18342
8357
20138
20127
20431
15643
18333
16920
20582
19984
19857
20275
20575
20576
20394
14644
15705
16706
18796
19775
19672
19683
20389
14688
20324
20385
8348
19813
19551
20334
20335
17278
19819
7005
14157
19994
10858
19883
20201
19754
17485
7773
19533
19859
20059
19467
19271
20074
10596
14444
8335
11593
18818
9168
19733
19998
19192
19446
17547
18820
19171
19540
17350
17134
18622
19788
14670
10464
19060
16872
19355
19106
12980
17040
13618
19704
18565
15158
19702
17939
18599
18029
19325
18125
19144
11680
16435
18630
19504
16813
17766
17770
18749
14519
10631
19400
19296
19321
19094
19320
16970
11931
15865
19082
10333
7938
19217
17915
19211
17600
9034
17411
18859
15086
18685
18989
19097
17531
7151
6829
17096
18461
18986
18835
18995
18469
18731
18470
12809
14822
18459
8603
18570
11954
18678
18691
16044
18432
18518
17750
18561
17703
18612
17242
11856
15521
18359
15858
16850
17113
15681
13589
17942
8714
15645
18237
12074
18411
17328
17106
18139
14542
18022
17680
9741
7918
13476
17798
11460
17343
15463
18107
17773
18080
18081
18083
17629
16148
17201
18007
17932
17779
13548
17141
17012
720
17240
16361
16750
10922
16017
16427
17382
17468
17185
17145
17672
17512
17452
14646
17679
17726
15240
17471
17576
17596
17426
10591
17364
17301
17299
17336
17339
16808
17348
17204
17296
11924
17439
17482
17578
17574
17575
17196
16674
17237
17307
17309
11617
17524
16751
17306
17320
17294
17325
16921
17198
17326
17092
16266
14221
17290
17205
13846
17048
15970
13249
17441
17300
16458
14721
16388
16959
16202
17379
17231
15968
17191
16647
17197
17152
17062
16516
17213
17193
12599
17003
16782
17025
15385
16041
17000
16398
10978
10868
17015
15397
16644
16830
16932
14916
16395
16537
15985
12302
12332
12607
14847
16498
14294
16807
16894
9292
15930
10681
16681
16680
16536
15893
14298
16521
14438
10168
16133
14835
10021
15987
16648
14098
13407
16562
15696
14572
16331
16626
11623
10779
16343
16578
16517
11635
16370
16217
16397
15899
16483
16459
16447
14953
14081
16420
16332
16287
15980
14188
9744
15398
15438
15777
16048
7899
11143
1980
10382
15866
11370
15770
13538
15765
9179
4961
10785
12560
15767
7652
14745
15380
13067
12116
15657
14793
15665
15666
12219
7512
15110
15387
9729
15493
8499
13357
14198
14714
14009
7487
15246
10344
14832
12213
14645
1332
14850
15164
14147
12564
12571
13437
15183
12508
15262
10065
15250
15052
14223
13791
13780
12714
12467
11849
14874
10614
13448
13041
14915
13880
14778
15080
15066
12889
14814
11298
14909
14989
13506
13101
8915
14662
8460
14133
13219
14935
13319
14678
11978
12761
8772
10745
47
14796
12117
14729
13813
14756
13419
11833
14564
13423
13999
14502
12608
11780
12745
14690
13313
12836
8475
12118
14404
14531
13783
14282
13566
11554
11080
11126
5115
14219
13398
1845
12145
6064
13639
14093
9980
9018
13593
13442
11386
13450
10128
12728
14092
11190
13568
12791
11351
12527
11232
7305
12741
11694
12948
12805
13339
12949
11226
13811
13035
13314
13695
13848
13556
13631
11165
13503
13369
13666
9305
11118
13647
13122
13638
8123
13620
13549
12846
13331
7434
13592
13189
11423
11274
1105
13007
13211
12893
10824
10441
8237
11435
11008
12460
13272
10146
13126
12993
6844
11071
12722
12086
13117
9868
415
11837
11054
11246
11808
12530
10761
6502
12916
8338
12871
7736
12789
12933
12969
12986
12097
12788
12821
8164
11422
12870
10147
12837
12573
10048
12835
12237
12827
2202
10361
12244
12700
12602
12267
10612
12065
11829
6499
12585
10500
8551
11584
12380
10901
12187
12520
12565
12191
12572
12044
10001
10182
10041
9586
12470
12429
9972
8982
11986
12317
9735
12209
12314
7354
11868
9333
12122
11996
11796
12059
10209
9832
12148
11990
11994
12143
11989
11962
11266
12067
11958
11983
11959
11980
10739
11381
11414
11998
8075
11995
11961
11960
11992
11981
11993
11964
11894
8019
9411
11754
9544
10427
10571
9761
6061
9956
11413
9992
11639
10976
11666
11396
11568
11117
6377
10069
11007
11327
10138
11408
11377
11383
11280
11321
10461
10790
9768
9743
11256
9908
10005
10807
10524
10802
7190
8962
9376
7506
10909
9220
10466
8263
9839
9899
8136
7688
10722
10646
7529
8746
10569
10545
8790
10784
10444
9328
10504
10865
9360
8340
9202
7113
7815
9731
9391
10362
10253
10434
10006
10480
10592
6616
10544
10575
10104
10541
9344
8754
7283
625
10272
10478
7572
10010
10412
9991
10113
9277
10251
9583
901
9692
9473
9036
10015
9808
9777
9386
9339
9949
6966
9950
9694
6483
9840
8928
8312
7163
9489
9206
9628
9861
8955
9324
9685
9765
9742
9783
9083
9164
8692
9620
8231
8240
7799
9528
8649
9283
9707
9663
5682
9653
9388
9310
9308
9065
7064
9183
9259
8893
7503
9167
8810
8979
9271
9049
9233
9128
9224
7502
9071
6736
9127
7516
8983
8939
8618
8138
8926
8634
8368
8101
6170
8452
7238
7741
5902
8869
7917
2388
8783
7758
8758
8638
8730
8729
7831
8585
7576
8570
936
7507
7088
7176
8291
6945
8142
2349
6641
8230
7981
8568
8501
8481
8375
8536
8528
8403
7511
6872
8469
8386
8110
8442
8407
8162
8397
8396
8395
4175
1150
8009
7547
8100
8277
8081
8341
7490
8095
8275
7025
7551
8118
7707
7090
8191
8034
6997
8088
8079
7712
7748
7598
7943
7243
6602
8020
7994
2400
7991
7954
7881
7919
7869
1085
7819
7284
7628
6470
7724
7657
7739
7690
2998
7667
7578
6640
7436
7348
7228
7540
7408
7452
7327
6972
6715
7375
7421
7255
7281
7314
6810
7266
7115
7067
7169
7123
1857
7054
6832
6682
6791
6656
6888
6887
5177
6871
6749
1835
6756
6751
6750
6592
6747
6745
5201
6636
6679
6630
6625
5983
6374
6594
6496
3093
5969
6457
5622
5061
6289
5676
2470
6144
5713
1512
5960
4940
602
4116
1003
427
5383
1770
5436
5472
5456
5434
553
2095
1731
2974
4129
4983
5123
531
557
2575
2585
2201
4112
4482
4353
3076
4193
3124
2624
3016
3102
579
2662
2646
2081
1108
70
1972
2640
2660
2384
1427
2487
1850
2093
2405
711
1172
2315
2282
2240
1362
751
2005
1657
