Source,Target,Source_repo,Target_repo,when_identified,is_cross,is_cross_service,is_source_bot,is_target_bot,Source_service,Target_service,same_dev,worked_revisions
450026,409920,openstack/python-tripleoclient,openstack/tripleo-heat-templates,2492.84,True,False,0,0,tripleo,tripleo,False,17
450026,442170,openstack/python-tripleoclient,openstack/tripleo-heat-templates,476.3,True,False,0,0,tripleo,tripleo,True,3
450026,450734,openstack/python-tripleoclient,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,True,1
450048,448455,openstack/devstack-gate,openstack/pbr,110.8,True,False,0,0,,oslo,False,2
450092,462844,openstack/kolla-ansible,openstack/kolla-ansible,0.0,False,False,0,0,kolla,kolla,False,1
450290,450605,openstack/puppet-nova,openstack/instack-undercloud,0.32,True,True,0,0,puppetopenstack,tripleo,True,2
450295,450784,openstack/tripleo-quickstart,openstack/tripleo-ci,715.88,True,False,0,0,tripleo,tripleo,True,22
450335,351232,openstack/requirements,openstack/nova,5641.85,True,True,0,0,requirements,nova,True,16
450336,450331,openstack/puppet-openstack-integration,openstack/puppet-ceph,0.31,True,False,0,0,puppetopenstack,puppetopenstack,True,2
450382,449468,openstack/project-config,openstack/requirements,81.96,True,False,0,0,,requirements,False,2
450454,445942,openstack/cinder,openstack/os-brick,295.97,True,False,0,0,cinder,cinder,False,2
450651,397075,openstack/python-tripleoclient,openstack/tripleo-docs,3215.59,True,False,0,0,tripleo,tripleo,True,5
450685,450762,openstack/project-config,openstack/governance,0.0,True,False,0,0,,technicalcommittee,True,1
450723,450726,openstack/puppet-tripleo,openstack/tripleo-heat-templates,525.92,True,False,0,0,tripleo,tripleo,True,15
450733,450737,openstack/ironic,openstack/ironic-inspector,1.56,True,False,0,0,ironic,ironic,True,2
450733,450940,openstack/ironic,openstack/ironic,0.0,False,False,0,0,ironic,ironic,True,1
450769,437546,openstack/instack-undercloud,openstack/tripleo-quickstart-extras,786.97,True,False,0,0,tripleo,tripleo,False,4
450786,450331,openstack/puppet-openstack-integration,openstack/puppet-ceph,21.12,True,False,0,0,puppetopenstack,puppetopenstack,True,2
450789,450331,openstack/puppet-openstack-integration,openstack/puppet-ceph,21.17,True,False,0,0,puppetopenstack,puppetopenstack,True,2
450817,416493,openstack/releases,openstack/rpm-packaging,1997.24,True,False,0,0,releasemanagement,,False,110
450817,454160,openstack/releases,openstack/rpm-packaging,23.41,True,False,0,0,releasemanagement,,False,2
450818,449675,openstack/devstack,openstack/keystone,95.33,True,True,0,0,qualityassurance,keystone,False,12
450826,450842,openstack/puppet-tripleo,openstack/tripleo-heat-templates,432.61,True,False,0,0,tripleo,tripleo,True,7
450826,458673,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,False,1
450826,471478,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,True,1
450851,450742,openstack/cinder,openstack/requirements,3.38,True,True,0,0,cinder,requirements,True,4
450888,450857,openstack/project-config,openstack/magnum,1.42,True,False,0,0,,magnum,True,3
450896,477667,openstack/cinder,openstack/patrole,23.22,True,True,0,0,cinder,qualityassurance,False,4
450908,450914,openstack/manila,openstack/manila,0.0,False,False,0,0,manila,manila,True,1
450923,450463,openstack/neutron,openstack/networking-sfc,21.24,True,False,0,0,neutron,neutron,False,12
450923,450924,openstack/neutron,openstack/networking-bgpvpn,1.06,True,False,0,0,neutron,neutron,True,2
450955,450966,openstack/networking-bagpipe,openstack/networking-bgpvpn,0.24,True,False,0,0,neutron,neutron,True,2
450977,450981,openstack/project-config,openstack/shade,0.0,True,False,0,0,,openstacksdk,True,1
451128,451219,openstack/devstack,openstack/devstack-gate,3.57,True,False,0,0,qualityassurance,,True,3
451173,451175,openstack/puppet-tripleo,openstack/tripleo-heat-templates,1203.87,True,False,0,0,tripleo,tripleo,True,9
451229,453204,openstack/neutron-lib,openstack/python-neutronclient,2712.99,True,False,0,0,neutron,neutron,False,19
451246,443711,openstack/cookbook-openstack-block-storage,openstack/openstack-chef-repo,472.7,True,False,0,0,openstackchef,openstackchef,True,12
451268,434810,openstack/kolla,openstack/kolla,982.33,False,False,0,0,kolla,kolla,True,26
451268,444832,openstack/kolla,openstack/kolla,381.8,False,False,0,0,kolla,kolla,True,22
451268,445638,openstack/kolla,openstack/kolla,349.33,False,False,0,0,kolla,kolla,True,12
451268,449965,openstack/kolla,openstack/kolla,85.29,False,False,0,0,kolla,kolla,True,8
451301,450979,openstack/project-config,openstack/requirements,12.83,True,False,0,0,,requirements,True,3
451308,451301,openstack/requirements,openstack/project-config,0.16,True,False,0,0,requirements,,True,4
451453,442222,openstack/instack-undercloud,openstack/tripleo-docs,541.72,True,False,0,0,tripleo,tripleo,True,9
451523,453223,openstack/tripleo-quickstart,openstack/tripleo-quickstart,1150.19,False,False,0,0,tripleo,tripleo,True,22
451527,451534,openstack/neutron,openstack/networking-sfc,854.52,True,False,0,0,neutron,neutron,True,8
451527,451953,openstack/neutron,openstack/networking-bagpipe,1116.44,True,False,0,0,neutron,neutron,True,4
451532,451533,openstack/tripleo-heat-templates,openstack/puppet-tripleo,25.85,True,False,0,0,tripleo,tripleo,True,5
451532,452541,openstack/tripleo-heat-templates,openstack/puppet-tripleo,45.79,True,False,0,0,tripleo,tripleo,True,2
451601,451644,openstack/neutron,openstack/networking-sfc,3795.39,True,False,0,0,neutron,neutron,True,14
451668,451669,openstack/project-config,openstack/requirements,0.0,True,False,0,0,,requirements,True,1
451829,451830,openstack/puppet-tripleo,openstack/tripleo-heat-templates,161.21,True,False,0,0,tripleo,tripleo,True,13
451829,454573,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,False,1
451830,453989,openstack/tripleo-heat-templates,openstack/tripleo-docs,130.99,True,False,0,0,tripleo,tripleo,False,12
451936,452755,openstack/tripleo-quickstart-extras,openstack/tripleo-ci,44.78,True,False,0,0,tripleo,tripleo,True,4
451938,433931,openstack/tripleo-quickstart,openstack/tripleo-heat-templates,1052.95,True,False,0,0,tripleo,tripleo,False,6
451962,410210,openstack/puppet-tripleo,openstack/tripleo-heat-templates,2574.84,True,False,0,0,tripleo,tripleo,True,19
451962,433931,openstack/puppet-tripleo,openstack/tripleo-heat-templates,1054.56,True,False,0,0,tripleo,tripleo,True,6
451968,450826,openstack/puppet-nova,openstack/puppet-tripleo,53.34,True,True,0,0,puppetopenstack,tripleo,True,7
451968,450842,openstack/puppet-nova,openstack/tripleo-heat-templates,53.11,True,True,0,0,puppetopenstack,tripleo,True,7
451968,458673,openstack/puppet-nova,openstack/tripleo-heat-templates,0.0,True,True,0,0,puppetopenstack,tripleo,False,1
451968,458674,openstack/puppet-nova,openstack/puppet-tripleo,2.62,True,True,0,0,puppetopenstack,tripleo,False,2
451968,469413,openstack/puppet-nova,openstack/puppet-tripleo,6.27,True,True,0,0,puppetopenstack,tripleo,True,2
451968,471478,openstack/puppet-nova,openstack/tripleo-heat-templates,0.0,True,True,0,0,puppetopenstack,tripleo,True,1
452019,452020,openstack/kolla,openstack/kolla-ansible,2166.15,True,False,0,0,kolla,kolla,True,4
452041,452325,openstack/tempest,openstack/patrole,115.44,True,True,0,0,tempest,qualityassurance,True,5
452067,452529,openstack/kolla-ansible,openstack/kolla,2141.52,True,False,0,0,kolla,kolla,False,5
452072,450726,openstack/puppet-nova,openstack/tripleo-heat-templates,67.89,True,True,0,0,puppetopenstack,tripleo,True,15
452089,452108,openstack/cinder,openstack/cinder,142.41,False,False,0,0,cinder,cinder,True,3
452102,454812,openstack/magnum,openstack/magnum,1456.07,False,False,0,0,magnum,magnum,False,3
452135,452143,openstack/releases,openstack/openstack-ansible,75.36,True,True,0,0,releasemanagement,openstackansible,True,4
452142,452196,openstack/openstack-ansible-lxc_hosts,openstack/openstack-ansible-os_keystone,73.14,True,False,0,0,openstackansible,openstackansible,True,2
452142,453089,openstack/openstack-ansible-lxc_hosts,openstack/openstack-ansible-os_keystone,0.0,True,False,0,0,openstackansible,openstackansible,True,1
452146,452152,openstack/releases,openstack/openstack-ansible,0.0,True,True,0,0,releasemanagement,openstackansible,True,1
452154,452184,openstack/releases,openstack/openstack-ansible,0.0,True,True,0,0,releasemanagement,openstackansible,True,1
452183,452098,openstack/puppet-keystone,openstack/instack-undercloud,3.9,True,True,0,0,puppetopenstack,tripleo,False,3
452220,452226,openstack/networking-powervm,openstack/requirements,0.0,True,False,0,0,,requirements,True,1
452222,452226,openstack/ceilometer-powervm,openstack/requirements,0.0,True,True,0,0,telemetry,requirements,True,1
452224,452226,openstack/project-config,openstack/requirements,0.0,True,False,0,0,,requirements,True,1
452272,452042,openstack/project-config,openstack/openstack-manuals,12.63,True,False,0,0,,,False,4
452275,455221,openstack/tripleo-quickstart-extras,openstack/tripleo-ci,25.83,True,False,0,0,tripleo,tripleo,False,3
452291,473731,openstack/tripleo-common,openstack/instack-undercloud,5.77,True,False,0,0,tripleo,tripleo,False,2
452291,473804,openstack/tripleo-common,openstack/python-tripleoclient,2.16,True,False,0,0,tripleo,tripleo,True,3
452302,452196,openstack/openstack-ansible-lxc_hosts,openstack/openstack-ansible-os_keystone,6.92,True,False,0,0,openstackansible,openstackansible,False,2
452302,453089,openstack/openstack-ansible-lxc_hosts,openstack/openstack-ansible-os_keystone,0.0,True,False,0,0,openstackansible,openstackansible,False,1
452303,452196,openstack/openstack-ansible-lxc_hosts,openstack/openstack-ansible-os_keystone,6.93,True,False,0,0,openstackansible,openstackansible,False,2
452303,453089,openstack/openstack-ansible-lxc_hosts,openstack/openstack-ansible-os_keystone,0.0,True,False,0,0,openstackansible,openstackansible,False,1
452314,452223,openstack/tripleo-common,openstack/python-tripleoclient,5.82,True,False,0,0,tripleo,tripleo,True,7
452314,462724,openstack/tripleo-common,openstack/python-tripleoclient,0.83,True,False,0,0,tripleo,tripleo,True,2
452314,489812,openstack/tripleo-common,openstack/python-tripleoclient,59.65,True,False,0,0,tripleo,tripleo,True,5
452505,445234,openstack/zun,openstack/python-zunclient,458.82,True,False,0,0,zun,zun,True,16
452540,451533,openstack/tripleo-heat-templates,openstack/puppet-tripleo,90.95,True,False,0,0,tripleo,tripleo,True,5
452540,452541,openstack/tripleo-heat-templates,openstack/puppet-tripleo,45.79,True,False,0,0,tripleo,tripleo,True,2
452556,452548,openstack/project-config,openstack/governance,0.27,True,False,0,0,,technicalcommittee,True,3
452605,452507,openstack/project-config,openstack/dragonflow,26.11,True,False,0,0,,,True,9
452831,452837,openstack/puppet-tripleo,openstack/tripleo-heat-templates,4.14,True,False,0,0,tripleo,tripleo,True,2
452846,452848,openstack/project-config,openstack/loci,0.0,True,False,0,0,,loci,True,1
452906,452245,openstack/project-config,openstack/requirements,76.16,True,False,0,0,,requirements,True,2
452949,457328,openstack/tempest,openstack/patrole,672.14,True,True,0,0,tempest,qualityassurance,True,15
452960,452962,openstack/requirements,openstack/networking-odl,49.15,True,True,0,0,requirements,neutron,True,4
453013,452679,openstack/project-config,openstack/barbican,17.77,True,False,0,0,,barbican,True,4
453016,453015,openstack/neutron-vpnaas,openstack/project-config,0.28,True,False,0,0,neutron,,True,4
453017,453015,openstack/neutron-vpnaas,openstack/project-config,0.28,True,False,0,0,neutron,,True,4
453028,453034,openstack/puppet-tripleo,openstack/tripleo-heat-templates,23.24,True,False,0,0,tripleo,tripleo,True,4
453034,453038,openstack/tripleo-heat-templates,openstack/puppet-tripleo,5.2,True,False,0,0,tripleo,tripleo,True,5
453128,458616,openstack/openstack-ansible-tests,openstack/openstack-ansible-tests,17.63,False,False,0,0,,,True,5
453128,458797,openstack/openstack-ansible-tests,openstack/openstack-ansible-tests,118.44,False,False,0,0,,,True,3
453162,451096,openstack/project-config,openstack/governance,158.82,True,False,0,0,,technicalcommittee,True,2
453197,419648,openstack/puppet-vswitch,openstack/tripleo-heat-templates,1961.42,True,True,0,0,puppetopenstack,tripleo,False,23
453197,434346,openstack/puppet-vswitch,openstack/tripleo-heat-templates,1150.97,True,True,0,0,puppetopenstack,tripleo,False,27
453197,451231,openstack/puppet-vswitch,openstack/tripleo-heat-templates,150.8,True,True,0,0,puppetopenstack,tripleo,True,4
453247,453572,openstack/tripleo-puppet-elements,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,True,1
453251,454288,openstack/project-config,openstack/governance,0.0,True,False,0,0,,technicalcommittee,True,1
453252,454288,openstack/project-config,openstack/governance,0.0,True,False,0,0,,technicalcommittee,True,1
453272,453286,openstack/nova-specs,openstack/cinder-specs,381.01,True,True,0,0,nova,cinder,True,6
453301,453233,openstack/requirements,openstack/nova-powervm,3.55,True,True,0,0,requirements,nova,True,4
453343,471392,openstack/cinder,openstack/cinder,166.86,False,False,0,0,cinder,cinder,True,2
453431,453221,openstack/puppet-aodh,openstack/puppet-tripleo,10.56,True,True,0,0,puppetopenstack,tripleo,True,2
453504,455756,openstack/tripleo-common,openstack/tripleo-heat-templates,1487.62,True,False,0,0,tripleo,tripleo,False,9
453630,453692,openstack/releases,openstack/rpm-packaging,0.03,True,False,0,0,releasemanagement,,True,2
453690,453867,openstack/project-config,openstack/governance,0.03,True,False,0,0,,technicalcommittee,True,2
453693,453698,openstack/tripleo-quickstart-extras,openstack/tripleo-ci,1.27,True,False,0,0,tripleo,tripleo,True,2
453735,453738,openstack/kolla,openstack/kolla-ansible,1698.83,True,False,0,0,kolla,kolla,True,26
453800,453819,openstack/python-novaclient,openstack/releases,0.16,True,True,0,0,nova,releasemanagement,True,2
453818,404715,openstack/releases,openstack/neutron,3031.86,True,True,0,0,releasemanagement,neutron,False,52
453841,452291,openstack/python-tripleoclient,openstack/tripleo-common,120.49,True,False,0,0,tripleo,tripleo,True,15
453979,416041,openstack/rpm-packaging,openstack/rpm-packaging,2249.16,False,False,0,0,,,False,36
454126,454134,openstack/tripleo-quickstart,openstack/tripleo-ci,189.54,True,False,0,0,tripleo,tripleo,True,8
454138,454566,openstack/puppet-keystone,openstack/puppet-tripleo,0.0,True,True,0,0,puppetopenstack,tripleo,True,1
454138,454952,openstack/puppet-keystone,openstack/puppet-tripleo,0.0,True,True,0,0,puppetopenstack,tripleo,True,1
454207,453924,openstack/tripleo-quickstart-extras,openstack/tripleo-quickstart,14.62,True,False,0,0,tripleo,tripleo,True,2
454230,454560,openstack/rpm-packaging,openstack/rpm-packaging,0.0,False,False,0,0,,,False,1
454273,454272,openstack/requirements,openstack/oslo.log,0.0,True,True,0,0,requirements,oslo,True,4
454283,451504,openstack/charm-layer-ceph-base,openstack/charm-layer-ceph-base,192.29,False,False,0,0,openstackcharms,openstackcharms,False,3
454287,480746,openstack/cinder,openstack/tempest,162.97,True,True,0,0,cinder,tempest,False,7
454322,454287,openstack/nova,openstack/cinder,1.27,True,True,0,0,nova,cinder,True,23
454356,454358,openstack/heat-templates,openstack/tripleo-heat-templates,600.63,True,True,0,0,heat,tripleo,True,3
454374,446704,openstack/heat,openstack/tripleo-heat-templates,507.16,True,True,0,0,heat,tripleo,True,6
454391,454400,openstack/project-config,openstack/releases,1.79,True,False,0,0,,releasemanagement,True,3
454391,454409,openstack/project-config,openstack/governance,0.82,True,False,0,0,,technicalcommittee,True,2
454400,453517,openstack/releases,openstack/mistral,38.76,True,True,0,0,releasemanagement,mistral,False,10
454400,454402,openstack/releases,openstack/requirements,158.17,True,True,0,0,releasemanagement,requirements,True,3
454409,454400,openstack/governance,openstack/releases,1.77,True,True,0,0,technicalcommittee,releasemanagement,True,3
454410,484950,openstack/openstacksdk,openstack/project-config,0.0,True,False,0,0,openstacksdk,,False,1
454572,451830,openstack/puppet-tripleo,openstack/tripleo-heat-templates,185.42,True,False,0,0,tripleo,tripleo,False,13
454572,454573,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,True,1
454573,453989,openstack/tripleo-heat-templates,openstack/tripleo-docs,25.2,True,False,0,0,tripleo,tripleo,True,12
454586,454592,openstack/releases,openstack/rpm-packaging,0.0,True,False,0,0,releasemanagement,,True,1
454613,438141,openstack/cliff,openstack/python-openstackclient,989.1,True,False,0,0,openstacksdk,openstacksdk,True,13
454670,454754,openstack/tripleo-puppet-elements,openstack/tripleo-heat-templates,3522.67,True,False,0,0,tripleo,tripleo,True,7
454672,453440,openstack/zaqar,openstack/zaqar,56.06,False,False,0,0,zaqar,zaqar,True,16
454679,415104,openstack/neutron-lbaas,openstack/networking-midonet,2429.29,True,False,0,0,,neutron,False,2
454690,467608,openstack/kolla-ansible,openstack/kolla-ansible,1129.19,False,False,0,0,kolla,kolla,True,6
454710,455425,openstack/mistral,openstack/puppet-mistral,77.1,True,True,0,0,mistral,puppetopenstack,True,5
454710,457106,openstack/mistral,openstack/project-config,13.23,True,False,0,0,mistral,,True,7
454773,454775,openstack/requirements,openstack/project-config,29.67,True,False,0,0,requirements,,True,2
454800,454751,openstack/patrole,openstack/patrole,1.92,False,False,0,0,qualityassurance,qualityassurance,True,2
454818,454859,openstack/project-config,openstack/governance,0.02,True,False,0,0,,technicalcommittee,True,4
454880,454888,openstack/puppet-tripleo,openstack/instack-undercloud,0.0,True,False,0,0,tripleo,tripleo,True,1
454881,454879,openstack/instack-undercloud,openstack/puppet-tripleo,0.07,True,False,0,0,tripleo,tripleo,True,2
454887,461448,openstack/nova,openstack/nova,73.34,False,False,0,0,nova,nova,True,4
454888,452275,openstack/instack-undercloud,openstack/tripleo-quickstart-extras,170.89,True,False,0,0,tripleo,tripleo,True,2
454888,454893,openstack/instack-undercloud,openstack/tripleo-ci,259.13,True,False,0,0,tripleo,tripleo,True,3
454903,442521,openstack/cookbook-openstack-block-storage,openstack/openstack-chef-repo,751.69,True,False,0,0,openstackchef,openstackchef,True,4
454906,442521,openstack/cookbook-openstack-common,openstack/openstack-chef-repo,751.83,True,False,0,0,openstackchef,openstackchef,True,4
454907,442521,openstack/cookbook-openstack-compute,openstack/openstack-chef-repo,751.86,True,False,0,0,openstackchef,openstackchef,True,4
454951,454566,openstack/puppet-keystone,openstack/puppet-tripleo,22.0,True,True,0,0,puppetopenstack,tripleo,True,1
454951,454952,openstack/puppet-keystone,openstack/puppet-tripleo,0.0,True,True,0,0,puppetopenstack,tripleo,True,1
455009,456767,openstack/patrole,openstack/patrole,92.14,False,False,0,0,qualityassurance,qualityassurance,True,9
455029,455010,openstack/patrole,openstack/patrole,6.75,False,False,0,0,qualityassurance,qualityassurance,True,5
455074,455669,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.02,True,False,0,0,tripleo,tripleo,True,2
455189,452889,openstack/puppet-tripleo,openstack/tripleo-heat-templates,159.53,True,False,0,0,tripleo,tripleo,False,19
455253,455255,openstack/releases,openstack/sushy,26.25,True,True,0,0,releasemanagement,ironic,True,3
455312,455149,openstack/heat-agents,openstack/tripleo-common,4.87,True,True,0,0,heat,tripleo,True,2
455345,455348,openstack/puppet-tripleo,openstack/tripleo-heat-templates,1061.07,True,False,0,0,tripleo,tripleo,True,10
455372,455384,openstack/puppet-cinder,openstack/puppet-tripleo,50.42,True,True,0,0,puppetopenstack,tripleo,True,2
455372,461076,openstack/puppet-cinder,openstack/puppet-tripleo,788.81,True,True,0,0,puppetopenstack,tripleo,True,2
455376,455386,openstack/puppet-cinder,openstack/puppet-tripleo,220.42,True,True,0,0,puppetopenstack,tripleo,True,5
455376,455418,openstack/puppet-cinder,openstack/tripleo-heat-templates,337.22,True,True,0,0,puppetopenstack,tripleo,True,3
455376,466812,openstack/puppet-cinder,openstack/tripleo-heat-templates,0.0,True,True,0,0,puppetopenstack,tripleo,True,1
455376,474612,openstack/puppet-cinder,openstack/puppet-tripleo,0.0,True,True,0,0,puppetopenstack,tripleo,True,1
455384,455413,openstack/puppet-tripleo,openstack/tripleo-heat-templates,1393.98,True,False,0,0,tripleo,tripleo,True,4
455384,474613,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,True,1
455425,458179,openstack/puppet-mistral,openstack/puppet-openstack-integration,0.0,True,False,0,0,puppetopenstack,puppetopenstack,False,1
455425,458503,openstack/puppet-mistral,openstack/puppet-tripleo,389.64,True,True,0,0,puppetopenstack,tripleo,True,6
455636,455656,openstack/tripleo-ui,openstack/puppet-tripleo,0.0,True,False,0,0,tripleo,tripleo,True,1
455650,449925,openstack/governance,openstack/governance,406.75,False,False,0,0,technicalcommittee,technicalcommittee,False,9
455671,455673,openstack/heat,openstack/heat-templates,2081.59,True,False,0,0,heat,heat,True,6
455710,459201,openstack/nova,openstack/openstack-ansible-os_nova,0.0,True,True,0,0,nova,openstackansible,True,1
455719,455730,openstack/tripleo-quickstart-extras,openstack/tripleo-ci,1194.15,True,False,0,0,tripleo,tripleo,True,6
455768,443692,openstack/trove,openstack/trove,792.67,False,False,0,0,trove,trove,False,3
455773,456682,openstack/murano,openstack/murano-dashboard,960.24,True,False,0,0,murano,murano,True,5
455816,455843,openstack/diskimage-builder,openstack/project-config,0.0,True,False,0,0,,,False,1
456150,456153,openstack/puppet-neutron,openstack/puppet-tripleo,0.0,True,True,0,0,puppetopenstack,tripleo,True,1
456174,455189,openstack/tripleo-common,openstack/puppet-tripleo,49.66,True,False,0,0,tripleo,tripleo,True,17
456174,455345,openstack/tripleo-common,openstack/puppet-tripleo,44.75,True,False,0,0,tripleo,tripleo,True,11
456174,458832,openstack/tripleo-common,openstack/puppet-tripleo,815.46,True,False,0,0,tripleo,tripleo,True,15
456174,464951,openstack/tripleo-common,openstack/puppet-tripleo,221.29,True,False,0,0,tripleo,tripleo,True,10
456244,456245,openstack/project-config,openstack/governance,0.0,True,False,0,0,,technicalcommittee,True,1
456277,456279,openstack/releases,openstack/openstack-ansible,0.06,True,True,0,0,releasemanagement,openstackansible,True,2
456286,456288,openstack/tripleo-quickstart,openstack/tripleo-quickstart-extras,880.39,True,False,0,0,tripleo,tripleo,True,5
456290,456291,openstack/instack-undercloud,openstack/puppet-tripleo,2.36,True,False,0,0,tripleo,tripleo,True,2
456300,456371,openstack/project-config,openstack/patrole,0.01,True,False,0,0,,qualityassurance,True,2
456338,437546,openstack/instack-undercloud,openstack/tripleo-quickstart-extras,1152.23,True,False,0,0,tripleo,tripleo,False,4
456388,456408,openstack/devstack,openstack/nova,0.0,True,True,0,0,qualityassurance,nova,True,1
456388,458843,openstack/devstack,openstack/nova,0.0,True,True,0,0,qualityassurance,nova,False,1
456408,456204,openstack/nova,openstack/nova,10.01,False,False,0,0,nova,nova,False,4
456456,456457,openstack/magnum-ui,openstack/project-config,0.38,True,False,0,0,magnum,,True,2
456462,456489,openstack/zun-ui,openstack/project-config,0.0,True,False,0,0,zun,,True,1
456464,456490,openstack/zaqar-ui,openstack/project-config,0.0,True,False,0,0,zaqar,,True,1
456511,455772,openstack/neutron-fwaas,openstack/neutron-fwaas,40.64,False,False,0,0,neutron,neutron,True,7
456640,456657,openstack/releases,openstack/openstack-ansible,0.0,True,True,0,0,releasemanagement,openstackansible,True,1
456646,473542,openstack/tripleo-ui,openstack/puppet-tripleo,1081.44,True,False,0,0,tripleo,tripleo,True,3
456658,456698,openstack/releases,openstack/openstack-ansible,0.0,True,True,0,0,releasemanagement,openstackansible,True,1
456683,456687,openstack/pbr,openstack/reno,0.01,True,True,0,0,oslo,releasemanagement,True,2
456701,456708,openstack/releases,openstack/openstack-ansible,0.0,True,True,0,0,releasemanagement,openstackansible,True,1
456712,457688,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,True,1
456712,460555,openstack/puppet-tripleo,openstack/tripleo-heat-templates,25.27,True,False,0,0,tripleo,tripleo,True,2
456818,456976,openstack/python-zunclient,openstack/zun-ui,0.0,True,False,0,0,zun,zun,False,1
456823,486803,openstack/mistral,openstack/tempest,0.0,True,True,0,0,mistral,tempest,True,1
456864,456871,openstack/puppet-tripleo,openstack/tripleo-heat-templates,93.84,True,False,0,0,tripleo,tripleo,True,4
456871,456893,openstack/tripleo-heat-templates,openstack/tripleo-docs,91.5,True,False,0,0,tripleo,tripleo,True,5
457072,457074,openstack/project-config,openstack/devstack-gate,1149.01,True,False,0,0,,,True,10
457214,437329,openstack/kolla,openstack/kolla,1272.36,False,False,0,0,kolla,kolla,False,6
457267,457350,openstack/neutron,openstack/neutron,5.25,False,False,0,0,neutron,neutron,True,3
457270,457341,openstack/project-config,openstack/project-config,19.57,False,False,0,0,,,True,2
457275,457277,openstack/project-config,openstack/governance,3.61,True,False,0,0,,technicalcommittee,True,2
457341,457342,openstack/project-config,openstack/governance,0.0,True,False,0,0,,technicalcommittee,True,1
457343,459394,openstack/patrole,openstack/patrole,9.19,False,False,0,0,qualityassurance,qualityassurance,False,5
457345,450826,openstack/puppet-nova,openstack/puppet-tripleo,484.6,True,True,0,0,puppetopenstack,tripleo,False,7
457345,450842,openstack/puppet-nova,openstack/tripleo-heat-templates,484.37,True,True,0,0,puppetopenstack,tripleo,False,7
457345,458673,openstack/puppet-nova,openstack/tripleo-heat-templates,0.0,True,True,0,0,puppetopenstack,tripleo,False,1
457345,458674,openstack/puppet-nova,openstack/puppet-tripleo,2.62,True,True,0,0,puppetopenstack,tripleo,False,2
457345,469413,openstack/puppet-nova,openstack/puppet-tripleo,6.27,True,True,0,0,puppetopenstack,tripleo,False,2
457345,471478,openstack/puppet-nova,openstack/tripleo-heat-templates,0.0,True,True,0,0,puppetopenstack,tripleo,False,1
457346,457264,openstack/tripleo-quickstart,openstack/puppet-tripleo,4.38,True,False,0,0,tripleo,tripleo,True,2
457347,450826,openstack/puppet-nova,openstack/puppet-tripleo,484.9,True,True,0,0,puppetopenstack,tripleo,False,7
457347,450842,openstack/puppet-nova,openstack/tripleo-heat-templates,484.68,True,True,0,0,puppetopenstack,tripleo,False,7
457347,458673,openstack/puppet-nova,openstack/tripleo-heat-templates,0.0,True,True,0,0,puppetopenstack,tripleo,False,1
457347,458674,openstack/puppet-nova,openstack/puppet-tripleo,2.62,True,True,0,0,puppetopenstack,tripleo,False,2
457347,469413,openstack/puppet-nova,openstack/puppet-tripleo,6.27,True,True,0,0,puppetopenstack,tripleo,False,2
457347,471478,openstack/puppet-nova,openstack/tripleo-heat-templates,0.0,True,True,0,0,puppetopenstack,tripleo,False,1
457527,459604,openstack/neutron-vpnaas,openstack/networking-midonet,1877.55,True,False,0,0,neutron,neutron,False,6
457585,444622,openstack/puppet-tripleo,openstack/tripleo-heat-templates,896.56,True,False,0,0,tripleo,tripleo,False,10
457585,458836,openstack/puppet-tripleo,openstack/tripleo-heat-templates,0.0,True,False,0,0,tripleo,tripleo,True,1
457585,494263,openstack/puppet-tripleo,openstack/tripleo-heat-templates,35.92,True,False,0,0,tripleo,tripleo,True,3
457636,452122,openstack/devstack,openstack/osc-placement,435.47,True,True,0,0,qualityassurance,nova,True,6
457772,459505,openstack/tempest,openstack/patrole,8109.59,True,True,0,0,tempest,qualityassurance,True,14
457781,457813,openstack/neutron-lbaas,openstack/octavia,21.39,True,False,0,0,,octavia,False,3
457822,476130,openstack/tripleo-heat-templates,openstack/tripleo-ci,3477.59,True,False,0,0,tripleo,tripleo,False,6
457876,459646,openstack/tempest,openstack/patrole,1651.09,True,True,0,0,tempest,qualityassurance,False,17
457876,473245,openstack/tempest,openstack/keystone-tempest-plugin,191.27,True,True,0,0,tempest,keystone,True,3
457886,662327,openstack/nova,openstack/devstack-plugin-ceph,677.21,True,True,0,0,nova,qualityassurance,False,4
457934,457938,openstack/tripleo-puppet-elements,openstack/tripleo-heat-templates,867.53,True,False,0,0,tripleo,tripleo,True,5
457936,457938,openstack/puppet-tripleo,openstack/tripleo-heat-templates,867.53,True,False,0,0,tripleo,tripleo,True,5
457961,457852,openstack/mistral,openstack/tacker,5.74,True,True,0,0,mistral,tacker,True,5
