Path,length,all_abandoned,is_cross,lag,is_cross_service,Path_merged,length_merged
"[488563, 490701]",2,False,Same,151.61,Same,"[490701, 488563]",2
"[404228, 430943]",2,False,Same,1704.24,Same,"[430943, 404228]",2
"[387969, 386117]",2,False,Same,113.76,Same,"[387969, 386117]",2
"[359424, 404658]",2,False,Same,2364.1,Same,"[404658, 359424]",2
"[308565, 314551]",2,False,Same,472.7,Same,"[314551, 308565]",2
"[319437, 319436, 317909]",3,False,Same,59.38,Same,"[319437, 319436, 317909]",3
"[617165, 618630, 618631]",3,False,Same,147.8,Same,"[618630, 618631, 617165]",3
"[561868, 561892, 560391]",3,False,Same,142.47,Same,"[561868, 561892, 560391]",3
"[491659, 337061]",2,False,Same,9594.83,Same,"[491659, 337061]",2
"[825280, 825282, 825284, 825287, 822295]",5,False,Same,720.8,Same,"[825284, 825282, 825280, 825287, 822295]",5
"[152516, 157311]",2,False,Same,380.08,Same,"[157311, 152516]",2
"[706753, 705174]",2,False,Same,239.61,Same,"[706753, 705174]",2
"[814577, 812795, 814573]",3,False,Same,295.76,Same,"[814577, 814573, 812795]",3
"[448232, 449042]",2,False,Same,39.37,Same,"[449042, 448232]",2
"[806697, 802966, 802967]",3,False,Same,782.08,Same,"[806697, 802967, 802966]",3
"[709775, 705551]",2,False,Same,523.7,Same,"[709775, 705551]",2
"[636321, 635451]",2,False,Same,123.83,Same,"[636321, 635451]",2
"[419330, 417883]",2,False,Cross,67.31,Same,"[419330, 417883]",2
"[312072, 311951]",2,False,Same,6.05,Same,"[312072, 311951]",2
"[683072, 683071, 683070, 670735]",4,False,Same,1600.98,Same,"[683070, 683071, 683072, 670735]",4
"[726531, 764886]",2,False,Same,4943.31,Same,"[764886, 726531]",2
"[53923, 54589]",2,False,Same,119.41,Same,"[54589, 53923]",2
"[16584, 18652]",2,False,Same,724.77,Same,"[18652, 16584]",2
"[783888, 785377]",2,False,Same,213.45,Same,"[785377, 783888]",2
"[683730, 762899, 756404, 762903, 752279]",5,False,Same,9168.68,Same,"[756404, 752279, 683730]",3
"[784021, 786110, 786109]",3,False,Same,336.95,Same,"[786110, 786109, 784021]",3
"[700513, 704650, 704652, 704653, 704664]",5,False,Same,845.01,Same,"[704650, 704652, 700513]",3
"[707264, 707693]",2,False,Same,42.42,Same,"[707693, 707264]",2
"[146114, 139243]",2,False,Same,856.54,Same,"[146114, 139243]",2
"[460014, 464039]",2,False,Same,367.18,Same,"[464039, 460014]",2
"[712412, 703052]",2,False,Same,1299.04,Same,"[712412, 703052]",2
"[737249, 738756, 737486]",3,False,Same,214.14,Same,"[737486, 737249, 738756]",3
"[556072, 556073, 556052, 556046]",4,False,Same,4.26,Same,"[556052, 556046]",2
"[515106, 519203, 562371, 524458, 563231]",5,False,Same,4251.4,Same,"[563231, 562371, 524458, 519203, 515106]",5
"[667556, 666869]",2,False,Same,113.45,Same,"[667556, 666869]",2
"[248114, 248660]",2,False,Same,69.9,Same,"[248660, 248114]",2
"[568548, 587718, 566508]",3,False,Same,2066.77,Same,"[587718, 566508, 568548]",3
"[410272, 398975]",2,False,Same,627.04,Same,"[410272, 398975]",2
"[828753, 828754, 828755, 828756, 828703]",5,False,Same,4.99,Same,"[828756, 828755, 828754, 828753, 828703]",5
"[366978, 366971]",2,False,Same,0.2,Same,"[366971, 366978]",2
"[605004, 589086]",2,False,Same,1199.31,Same,"[605004, 589086]",2
"[384325, 384133]",2,False,Same,33.47,Same,"[384325, 384133]",2
"[178724, 179534]",2,False,Same,55.37,Same,"[179534, 178724]",2
"[666128, 666129, 666130, 663321]",4,False,Same,317.23,Same,"[666128, 666129, 666130, 663321]",4
"[181696, 181797]",2,False,Same,29.05,Same,"[181797, 181696]",2
"[386800, 387486]",2,False,Same,64.79,Same,"[387486, 386800]",2
"[400144, 400110, 398310]",3,False,Same,117.67,Same,"[400110, 400144, 398310]",3
"[52842, 56070]",2,False,Same,547.26,Same,"[56070, 52842]",2
"[322057, 317402]",2,False,Same,239.18,Same,"[322057, 317402]",2
"[312091, 311975]",2,False,Same,6.11,Same,"[312091, 311975]",2
"[735184, 735179, 735180]",3,False,Same,0.36,Same,"[735179, 735180, 735184]",3
"[415475, 415476, 415407]",3,False,Same,5.92,Same,"[415476, 415475, 415407]",3
"[334920, 337626]",2,False,Same,168.47,Same,"[337626, 334920]",2
"[50664, 144700, 50524]",3,False,Cross,10798.25,Cross,"[144700, 50664, 50524]",3
"[374880, 427778, 427779]",3,False,Same,3169.02,Same,"[427778, 427779, 374880]",3
"[721281, 722236]",2,False,Same,66.53,Same,"[722236, 721281]",2
"[115518, 112791]",2,False,Same,286.72,Same,"[115518, 112791]",2
"[713928, 713407]",2,False,Same,53.06,Same,"[713928, 713407]",2
"[493880, 495382]",2,False,Same,75.12,Same,"[495382, 493880]",2
"[489192, 489193, 435062]",3,False,Same,3953.32,Same,"[489193, 489192, 435062]",3
"[462025, 461862, 460783]",3,False,Same,128.02,Same,"[462025, 461862, 460783]",3
"[559850, 568299]",2,False,Same,832.54,Same,"[568299, 559850]",2
"[398475, 397819]",2,False,Same,23.99,Same,"[398475, 397819]",2
"[377984, 369801]",2,False,Same,327.86,Same,"[377984, 369801]",2
"[340306, 335942]",2,False,Same,264.15,Same,"[340306, 335942]",2
"[855323, 855324, 854221, 855334]",4,False,Same,186.4,Same,"[855324, 855323, 855334, 854221]",4
"[793100, 796653]",2,False,Same,510.47,Same,"[796653, 793100]",2
"[585818, 587806]",2,False,Same,164.03,Same,"[587806, 585818]",2
"[699250, 659066]",2,False,Same,5187.58,Same,"[699250, 659066]",2
"[854379, 854844, 854244]",3,False,Same,75.58,Same,"[854844, 854379, 854244]",3
"[557017, 556682, 556854]",3,False,Same,19.36,Same,"[557017, 556854, 556682]",3
"[677594, 726287]",2,False,Same,6268.52,Same,"[726287, 677594]",2
"[539008, 538961, 539003]",3,False,Same,3.44,Same,"[539008, 539003, 538961]",3
"[706591, 706055]",2,False,Same,48.21,Same,"[706591, 706055]",2
"[335617, 343820]",2,False,Same,454.61,Same,"[343820, 335617]",2
"[140092, 150438, 150431]",3,False,Same,1197.2,Same,"[150431, 150438, 140092]",3
"[335080, 333585]",2,False,Same,114.03,Same,"[335080, 333585]",2
"[313007, 312092, 311983]",3,False,Same,54.87,Same,"[313007, 311983, 312092]",3
"[11505, 11393]",2,False,Same,35.59,Same,"[11505, 11393]",2
"[748369, 699291]",2,False,Same,6106.84,Same,"[748369, 699291]",2
"[834212, 835023]",2,False,Same,159.51,Same,"[834212, 835023]",2
"[515011, 513372]",2,False,Same,141.25,Same,"[515011, 513372]",2
"[522113, 516050, 516429]",3,False,Same,575.93,Same,"[516429, 522113, 516050]",3
"[299306, 302323]",2,False,Same,172.2,Same,"[302323, 299306]",2
"[180136, 180454]",2,False,Same,20.26,Same,"[180136, 180454]",2
"[362617, 362613]",2,False,Same,0.41,Same,"[362617, 362613]",2
"[772801, 767002]",2,False,Same,1067.03,Same,"[772801, 767002]",2
"[61678, 62470]",2,False,Same,107.95,Same,"[62470, 61678]",2
"[820341, 820342, 820343, 820344, 819416]",5,False,Same,224.76,Same,"[820344, 820343, 820342, 820341, 819416]",5
"[616899, 616900, 616382]",3,False,Same,36.09,Same,"[616900, 616899, 616382]",3
"[113208, 93860]",2,False,Same,2092.04,Same,"[113208, 93860]",2
"[96576, 97475]",2,False,Same,111.55,Same,"[97475, 96576]",2
"[624522, 601493]",2,False,Same,2202.25,Same,"[624522, 601493]",2
"[613734, 613735]",2,False,Same,0.0,Same,"[613735, 613734]",2
"[400192, 400233, 418644]",3,False,Same,1214.96,Same,"[400192, 418644, 400233]",3
"[506024, 517369]",2,False,Same,1017.16,Same,"[517369, 506024]",2
"[212536, 139797]",2,False,Cross,6000.53,Cross,"[212536, 139797]",2
"[783337, 783316]",2,False,Same,0.73,Same,"[783337, 783316]",2
"[363721, 363723, 363718]",3,False,Same,0.04,Same,"[363723, 363721, 363718]",3
"[675466, 674410]",2,False,Same,145.85,Same,"[675466, 674410]",2
"[682776, 679857, 679643, 656835]",4,False,Same,3321.08,Same,"[682776, 679857, 656835]",3
"[751363, 714228]",2,False,Same,4196.31,Same,"[751363, 714228]",2
"[667280, 667281, 667283, 667284, 660316]",5,False,Same,838.52,Same,"[667281, 667280, 660316]",3
"[102865, 102653]",2,False,Same,17.88,Same,"[102865, 102653]",2
"[223696, 223676]",2,False,Same,0.59,Same,"[223696, 223676]",2
"[739277, 742581]",2,False,Same,464.79,Same,"[742581, 739277]",2
"[842314, 842276]",2,False,Same,3.56,Same,"[842314, 842276]",2
"[286920, 321633]",2,False,Same,2055.57,Same,"[321633, 286920]",2
"[232669, 231919]",2,False,Same,30.81,Same,"[232669, 231919]",2
"[349913, 350077]",2,False,Same,4.92,Same,"[350077, 349913]",2
"[441333, 451997]",2,False,Same,651.2,Same,"[451997, 441333]",2
"[518546, 513867]",2,False,Same,448.13,Same,"[518546, 513867]",2
"[682293, 679414, 682295]",3,False,Same,406.49,Same,"[682295, 682293, 679414]",3
"[803448, 795698, 803447]",3,False,Same,1341.98,Same,"[803448, 803447, 795698]",3
"[566715, 566716]",2,False,Same,0.02,Same,"[566716, 566715]",2
"[145987, 146502]",2,False,Same,86.86,Same,"[145987, 146502]",2
"[344601, 344595, 344596, 330439]",4,False,Same,813.24,Same,"[344596, 344595, 344601, 330439]",4
"[756556, 756389]",2,False,Same,20.59,Same,"[756556, 756389]",2
"[248035, 304446]",2,False,Same,3452.83,Same,"[304446, 248035]",2
"[7729, 6859]",2,False,Same,638.13,Same,"[7729, 6859]",2
"[10357, 10334]",2,False,Cross,6.55,Cross,"[10357, 10334]",2
"[695854, 634937, 612406]",3,False,Same,9570.53,Same,"[695854, 634937, 612406]",3
"[365297, 380158]",2,False,Same,633.52,Same,"[380158, 365297]",2
"[474730, 475413, 475414]",3,False,Same,91.59,Same,"[475414, 475413, 474730]",3
"[153505, 147692]",2,False,Same,514.95,Same,"[153505, 147692]",2
"[605152, 605153, 601065, 605151]",4,False,Same,390.21,Same,"[605151, 605153, 605152, 601065]",4
"[720608, 721589]",2,False,Same,109.75,Same,"[721589, 720608]",2
"[581352, 587773]",2,False,Same,526.37,Same,"[587773, 581352]",2
"[567104, 568845]",2,False,Same,178.69,Same,"[568845, 567104]",2
"[281000, 281051]",2,False,Same,3.08,Same,"[281051, 281000]",2
"[836776, 833926]",2,False,Same,518.93,Same,"[836776, 833926]",2
"[517257, 522646]",2,False,Same,512.79,Same,"[522646, 517257]",2
"[3083, 2981]",2,False,Same,121.67,Same,"[3083, 2981]",2
"[1089, 1351]",2,False,Same,243.73,Same,"[1351, 1089]",2
"[726928, 726925]",2,False,Same,0.24,Same,"[726928, 726925]",2
"[308891, 298341]",2,False,Same,569.22,Same,"[308891, 298341]",2
"[265825, 265826, 263091]",3,False,Same,179.04,Same,"[265825, 265826, 263091]",3
"[52122, 50562]",2,False,Same,173.44,Same,"[52122, 50562]",2
"[662544, 649193]",2,False,Same,1437.6,Same,"[662544, 649193]",2
"[466850, 466851, 466727]",3,False,Same,4.48,Same,"[466851, 466850, 466727]",3
"[335729, 335750]",2,False,Same,0.95,Same,"[335750, 335729]",2
"[340766, 336783]",2,False,Same,237.64,Same,"[340766, 336783]",2
"[127116, 126637]",2,False,Same,32.86,Same,"[126637, 127116]",2
"[531532, 520006]",2,False,Same,1249.33,Same,"[531532, 520006]",2
"[187667, 187260]",2,False,Same,23.36,Same,"[187667, 187260]",2
"[2957, 2974]",2,False,Same,13.52,Same,"[2974, 2957]",2
"[659048, 660220, 715165]",3,False,Same,7607.06,Same,"[715165, 660220, 659048]",3
"[333970, 333971, 326572]",3,False,Same,408.35,Same,"[333970, 333971, 326572]",3
"[840343, 811143]",2,False,Same,5243.62,Same,"[840343, 811143]",2
"[288361, 256491, 288365]",3,False,Same,2011.02,Same,"[288361, 288365, 256491]",3
"[85266, 90142]",2,False,Same,488.01,Same,"[90142, 85266]",2
"[605754, 608611, 608573]",3,False,Same,258.47,Same,"[608611, 608573, 605754]",3
"[665211, 665180]",2,False,Same,2.02,Same,"[665211, 665180]",2
"[794880, 799906]",2,False,Same,792.46,Same,"[799906, 794880]",2
"[16044, 16615]",2,False,Same,43.9,Same,"[16615, 16044]",2
"[194056, 193481]",2,False,Same,71.26,Same,"[194056, 193481]",2
"[566129, 572155]",2,False,Same,765.98,Same,"[572155, 566129]",2
"[821629, 822415]",2,False,Same,178.18,Same,"[822415, 821629]",2
"[131578, 131580, 119954]",3,False,Same,1198.26,Same,"[131578, 131580, 119954]",3
"[596387, 593645, 682014]",3,False,Same,9331.75,Same,"[682014, 596387, 593645]",3
"[557675, 533764]",2,False,Same,1743.83,Same,"[533764, 557675]",2
"[806889, 807253]",2,False,Same,44.22,Same,"[807253, 806889]",2
"[589443, 594581]",2,False,Same,348.55,Same,"[594581, 589443]",2
"[275802, 238943]",2,False,Same,2474.0,Same,"[275802, 238943]",2
"[431552, 431561]",2,False,Same,0.14,Same,"[431561, 431552]",2
"[542352, 543511]",2,False,Same,93.84,Same,"[543511, 542352]",2
"[24339, 24324]",2,False,Same,1.18,Same,"[24339, 24324]",2
"[563961, 561169]",2,False,Same,268.57,Same,"[563961, 561169]",2
"[339705, 339707]",2,False,Same,0.01,Same,"[339707, 339705]",2
"[588128, 587509]",2,False,Same,35.23,Same,"[588128, 587509]",2
"[456093, 454174, 456095]",3,False,Same,138.33,Same,"[456095, 456093, 454174]",3
"[564836, 565597]",2,False,Same,100.95,Same,"[565597, 564836]",2
"[665866, 665100]",2,False,Same,115.97,Same,"[665866, 665100]",2
"[253480, 254099]",2,False,Same,68.51,Same,"[254099, 253480]",2
"[770465, 770469, 770470]",3,False,Same,0.49,Same,"[770470, 770469, 770465]",3
"[14960, 15019]",2,False,Same,59.54,Same,"[15019, 14960]",2
"[735512, 729518, 735511]",3,False,Same,624.39,Same,"[735512, 735511, 729518]",3
"[198659, 202972]",2,False,Same,264.56,Same,"[202972, 198659]",2
"[484828, 490110]",2,False,Same,362.97,Same,"[484828, 490110]",2
"[704672, 702899, 702901, 704668, 704669]",5,False,Same,291.99,Same,"[704669, 704672, 704668, 702901, 702899]",5
"[575170, 564244]",2,False,Same,1177.75,Same,"[575170, 564244]",2
"[673827, 582408, 673833, 673814, 673821]",5,False,Same,9207.98,Same,"[673827, 673821, 673814, 582408]",4
"[485144, 485354, 485355]",3,False,Same,10.54,Same,"[485355, 485354, 485144]",3
"[558898, 559254, 559255]",3,False,Same,31.67,Same,"[559254, 559255, 558898]",3
"[3928, 3490]",2,False,Same,310.32,Same,"[3928, 3490]",2
"[560563, 560637, 560055]",3,False,Same,29.47,Same,"[560637, 560563, 560055]",3
"[121001, 121010, 121012]",3,False,Same,0.35,Same,"[121010, 121012, 121001]",3
"[748208, 726613]",2,False,Same,2591.57,Same,"[748208, 726613]",2
"[567273, 564964, 567271]",3,False,Same,277.2,Same,"[567271, 567273, 564964]",3
"[752010, 752012]",2,False,Same,0.13,Same,"[752012, 752010]",2
"[250187, 245772]",2,False,Same,232.92,Same,"[250187, 245772]",2
"[755208, 755209, 753706]",3,False,Same,161.22,Same,"[755208, 755209, 753706]",3
"[686345, 686346, 686347, 616609]",4,False,Same,7887.73,Same,"[686347, 686346, 686345, 616609]",4
"[309354, 290332]",2,False,Same,1058.03,Same,"[309354, 290332]",2
"[100651, 100967]",2,False,Same,22.74,Same,"[100967, 100651]",2
"[16660, 14157]",2,False,Same,1062.77,Same,"[16660, 14157]",2
"[144558, 142062]",2,False,Same,350.78,Same,"[144558, 142062]",2
"[755853, 751286]",2,False,Same,507.69,Same,"[755853, 751286]",2
"[659049, 692997]",2,False,Same,4200.54,Same,"[692997, 659049]",2
"[776449, 775532]",2,False,Same,98.73,Same,"[776449, 775532]",2
"[28152, 27555]",2,False,Same,167.71,Same,"[28152, 27555]",2
"[563587, 563647]",2,False,Cross,2.72,Same,"[563647, 563587]",2
"[229827, 229829]",2,False,Same,0.13,Same,"[229827, 229829]",2
"[69446, 69959]",2,False,Same,48.45,Same,"[69959, 69446]",2
"[96866, 80379]",2,False,Same,1869.34,Same,"[96866, 80379]",2
"[858336, 858337, 858338, 842689]",4,False,Same,2933.49,Same,"[858337, 858338, 858336, 842689]",4
"[309541, 310783]",2,False,Same,139.95,Same,"[310783, 309541]",2
"[562177, 562674]",2,False,Same,29.66,Same,"[562674, 562177]",2
"[861863, 861864, 861865, 861866, 861695]",5,False,Same,30.4,Same,"[861866, 861865, 861864, 861863, 861695]",5
"[267493, 267047, 262415]",3,False,Same,362.95,Same,"[267493, 267047, 262415]",3
"[434265, 427578]",2,False,Same,341.3,Same,"[434265, 427578]",2
"[800344, 800382]",2,False,Same,22.02,Same,"[800382, 800344]",2
"[557674, 548524, 553735]",3,False,Same,696.99,Same,"[557674, 548524, 553735]",3
"[96660, 94556]",2,False,Same,210.95,Same,"[96660, 94556]",2
"[661777, 660694]",2,False,Same,146.87,Same,"[661777, 660694]",2
"[738528, 738561, 738203]",3,False,Same,91.03,Same,"[738561, 738528, 738203]",3
"[779122, 778469]",2,False,Same,108.81,Same,"[779122, 778469]",2
"[716266, 717677]",2,False,Same,139.71,Same,"[717677, 716266]",2
"[289700, 284710]",2,False,Same,279.42,Same,"[289700, 284710]",2
"[764266, 764267, 764268]",3,False,Same,0.15,Same,"[764267, 764268, 764266]",3
"[654457, 656523, 655693, 655429]",4,False,Same,193.07,Same,"[656523, 655693, 655429, 654457]",4
"[560298, 562118]",2,False,Same,166.64,Same,"[562118, 560298]",2
"[527402, 585909]",2,False,Same,5409.4,Same,"[585909, 527402]",2
"[525273, 525243]",2,False,Same,2.8,Same,"[525273, 525243]",2
"[322814, 325134]",2,False,Same,91.68,Same,"[325134, 322814]",2
"[228753, 227183]",2,False,Same,118.32,Same,"[227183, 228753]",2
"[521496, 521934]",2,False,Same,29.23,Same,"[521934, 521496]",2
"[455172, 442396, 455175]",3,False,Same,813.86,Same,"[455175, 455172, 442396]",3
"[387249, 335629, 387214]",3,False,Same,2629.29,Same,"[387214, 387249, 335629]",3
"[33080, 35207]",2,False,Same,414.04,Same,"[35207, 33080]",2
"[741145, 738212, 741206]",3,False,Cross,455.61,Same,"[741145, 741206, 738212]",3
"[529385, 529185]",2,False,Same,18.2,Same,"[529385, 529185]",2
"[806354, 778660]",2,False,Same,4221.76,Same,"[806354, 778660]",2
"[434410, 451813, 451814]",3,False,Same,1027.86,Same,"[451814, 434410]",2
"[658301, 657391]",2,False,Same,90.3,Same,"[658301, 657391]",2
"[586210, 586211, 619516]",3,False,Same,2853.8,Same,"[619516, 586211, 586210]",3
"[825937, 825938, 825939, 825020]",4,False,Same,144.26,Same,"[825938, 825939, 825937, 825020]",4
"[422001, 396770, 397869]",3,False,Same,1626.38,Same,"[422001, 397869, 396770]",3
"[755604, 681157]",2,False,Same,9299.8,Same,"[755604, 681157]",2
"[859461, 793013]",2,False,Same,11760.17,Same,"[859461, 793013]",2
"[737713, 738757]",2,False,Same,167.32,Same,"[738757, 737713]",2
"[95168, 97187, 95167]",3,False,Same,236.28,Same,"[97187, 95168, 95167]",3
"[49450, 50279]",2,False,Same,132.2,Same,"[50279, 49450]",2
"[326424, 326753]",2,False,Same,10.22,Same,"[326753, 326424]",2
"[184904, 184355, 184853]",3,False,Same,47.71,Same,"[184853, 184904, 184355]",3
"[840731, 840519]",2,False,Same,33.29,Same,"[840731, 840519]",2
"[6818, 6822]",2,False,Same,2.69,Same,"[6822, 6818]",2
"[772721, 752707, 752211, 752702]",4,False,Same,52.29,Same,"[752707, 752702, 752211]",3
"[562457, 561666]",2,False,Same,59.37,Same,"[562457, 561666]",2
"[132704, 155306]",2,False,Same,2396.3,Same,"[155306, 132704]",2
"[649057, 631815]",2,False,Same,1750.97,Same,"[649057, 631815]",2
"[598361, 639749]",2,False,Same,4339.75,Same,"[639749, 598361]",2
"[528152, 528317]",2,False,Same,12.18,Same,"[528317, 528152]",2
"[851872, 853089, 853130, 853131, 850038, 823903]",6,False,Same,5229.46,Same,"[853131, 853089, 853130, 851872, 850038, 823903]",6
"[8874, 8876]",2,False,Same,0.7,Same,"[8876, 8874]",2
"[706858, 712989]",2,False,Same,769.09,Same,"[712989, 706858]",2
"[123376, 119887]",2,False,Same,347.62,Same,"[123376, 119887]",2
"[265664, 457670, 457390]",3,False,Same,11126.83,Same,"[457670, 457390, 265664]",3
"[228696, 230338]",2,False,Same,78.85,Same,"[230338, 228696]",2
"[408465, 353261]",2,False,Cross,2881.97,Same,"[408465, 353261]",2
"[248664, 248069]",2,False,Same,71.17,Same,"[248664, 248069]",2
"[660242, 660243, 659027]",3,False,Same,160.12,Same,"[660242, 660243, 659027]",3
"[733921, 734843, 734651]",3,False,Same,112.55,Same,"[734843, 734651, 733921]",3
"[354106, 359682]",2,False,Same,306.1,Same,"[354106, 359682]",2
"[633144, 633145, 628691, 633143]",4,False,Same,487.9,Same,"[633145, 633144, 633143, 628691]",4
"[809447, 809448, 809449, 751579, 809439]",5,False,Same,8858.68,Same,"[809447, 809439, 751579]",3
"[239264, 245413]",2,False,Same,478.33,Same,"[245413, 239264]",2
"[468010, 472524, 462426]",3,False,Same,861.17,Same,"[472524, 468010, 462426]",3
"[843456, 843396, 843237, 843453]",4,False,Same,30.17,Same,"[843456, 843453, 843396, 843237]",4
"[387498, 386827]",2,False,Same,64.8,Same,"[387498, 386827]",2
"[717890, 718591]",2,False,Same,48.24,Same,"[718591, 717890]",2
"[334498, 335855]",2,False,Same,66.57,Same,"[335855, 334498]",2
"[797696, 788497, 797592, 797693, 797695]",5,False,Same,1345.74,Same,"[797696, 797695, 797592, 797693, 788497]",5
"[810000, 810738]",2,False,Same,78.99,Same,"[810738, 810000]",2
"[682374, 682395, 682396, 682397, 682399]",5,False,Same,1.6,Same,"[682397, 682396, 682395, 682399, 682374]",5
"[347373, 347903]",2,False,Same,26.14,Same,"[347903, 347373]",2
"[426200, 370836, 426199]",3,False,Same,3214.47,Same,"[426199, 370836]",2
"[624971, 618999]",2,False,Same,551.09,Same,"[624971, 618999]",2
"[577659, 577663]",2,False,Cross,1.23,Same,"[577663, 577659]",2
"[699400, 699201]",2,False,Same,23.59,Same,"[699400, 699201]",2
"[716961, 717213, 717214]",3,False,Same,20.38,Same,"[717213, 717214, 716961]",3
"[386874, 386924]",2,False,Same,8.97,Same,"[386924, 386874]",2
"[529284, 383524]",2,False,Same,10544.03,Same,"[529284, 383524]",2
"[257331, 261532]",2,False,Same,265.68,Same,"[261532, 257331]",2
"[344928, 322316]",2,False,Same,1292.82,Same,"[344928, 322316]",2
"[626113, 626580]",2,False,Same,29.37,Same,"[626580, 626113]",2
"[438817, 438237]",2,False,Same,45.72,Same,"[438817, 438237]",2
"[658296, 654732]",2,False,Same,411.03,Same,"[658296, 654732]",2
"[838209, 838884, 838213, 838214, 838212, 838215]",6,False,Same,157.39,Same,"[838884, 838215, 838213, 838212, 838214, 838209]",6
"[837570, 838211, 838210]",3,False,Same,95.8,Same,"[838211, 838210, 837570]",3
"[49365, 48926]",2,False,Same,48.34,Same,"[49365, 48926]",2
"[600571, 600126]",2,False,Same,29.48,Same,"[600571, 600126]",2
"[444561, 448911]",2,False,Same,286.42,Same,"[448911, 444561]",2
"[254834, 249715]",2,False,Same,316.34,Same,"[254834, 249715]",2
"[548650, 593675]",2,False,Same,4151.44,Same,"[593675, 548650]",2
"[834184, 856195]",2,False,Same,4163.58,Same,"[856195, 834184]",2
"[179392, 171570]",2,False,Same,555.08,Same,"[179392, 171570]",2
"[749145, 749141, 749143]",3,False,Same,0.02,Same,"[749143, 749141, 749145]",3
"[401232, 401219]",2,False,Cross,0.38,Cross,"[401232, 401219]",2
"[360881, 360375]",2,False,Same,18.61,Same,"[360881, 360375]",2
"[60009, 65293]",2,False,Same,815.68,Same,"[65293, 60009]",2
"[27353, 27355, 27357]",3,False,Cross,0.37,Same,"[27355, 27353, 27357]",3
"[702332, 703317]",2,False,Same,141.81,Same,"[703317, 702332]",2
"[729384, 694111]",2,False,Same,4516.12,Same,"[729384, 694111]",2
"[535618, 587308]",2,False,Same,4633.2,Same,"[587308, 535618]",2
"[224729, 212017]",2,False,Same,864.43,Same,"[224729, 212017]",2
"[151684, 152231]",2,False,Same,74.92,Same,"[152231, 151684]",2
"[130300, 140797, 140798]",3,False,Cross,1175.99,Same,"[140798, 140797, 130300]",3
"[473592, 473591, 473311]",3,False,Same,12.66,Same,"[473592, 473591, 473311]",3
"[793689, 793775]",2,False,Same,1.1,Same,"[793689, 793775]",2
"[775704, 766950]",2,False,Same,1519.27,Same,"[775704, 766950]",2
"[288731, 291237]",2,False,Same,138.5,Same,"[291237, 288731]",2
"[594578, 590654]",2,False,Same,282.12,Same,"[594578, 590654]",2
"[631684, 633806, 633807]",3,False,Same,282.39,Same,"[631684, 633807, 633806]",3
"[239576, 240014]",2,False,Same,38.99,Same,"[240014, 239576]",2
"[112026, 45389]",2,False,Same,7998.01,Same,"[112026, 45389]",2
"[577376, 571688]",2,False,Same,502.99,Same,"[577376, 571688]",2
"[454593, 392643]",2,False,Same,3739.17,Same,"[454593, 392643]",2
"[495780, 505246]",2,False,Same,700.2,Same,"[505246, 495780]",2
"[499131, 496243]",2,False,Same,190.5,Same,"[499131, 496243]",2
"[679248, 679249, 679252, 679253, 679254, 679255]",6,False,Cross,0.38,Same,"[679252, 679249, 679248, 679254, 679253, 679255]",6
"[473197, 481551]",2,False,Same,606.09,Same,"[481551, 473197]",2
"[833857, 833177, 833859, 833855]",4,False,Same,133.06,Same,"[833859, 833857, 833855, 833177]",4
"[250472, 263945]",2,False,Same,967.1,Same,"[263945, 250472]",2
"[480649, 480598]",2,False,Same,1.51,Same,"[480649, 480598]",2
"[852496, 848761]",2,False,Same,836.63,Same,"[852496, 848761]",2
"[633739, 571101]",2,False,Same,5863.53,Same,"[633739, 571101]",2
"[14289, 14877]",2,False,Same,379.42,Same,"[14877, 14289]",2
"[170468, 167766, 160479]",3,False,Cross,760.07,Cross,"[167766, 170468, 160479]",3
"[228048, 227885]",2,False,Same,6.32,Same,"[228048, 227885]",2
"[693488, 693487, 693359]",3,False,Same,16.74,Same,"[693487, 693488, 693359]",3
"[567443, 572284]",2,False,Same,632.65,Same,"[572284, 567443]",2
"[349865, 414804]",2,False,Same,3499.2,Same,"[414804, 349865]",2
"[181492, 180613]",2,False,Same,49.95,Same,"[180613, 181492]",2
"[660600, 660875]",2,False,Same,20.04,Same,"[660875, 660600]",2
"[546232, 544987]",2,False,Same,122.27,Same,"[546232, 544987]",2
"[661570, 655902]",2,False,Same,739.39,Same,"[661570, 655902]",2
"[360340, 360341]",2,False,Same,0.01,Same,"[360341, 360340]",2
"[664224, 681878]",2,False,Same,2266.44,Same,"[681878, 664224]",2
"[569609, 579357]",2,False,Same,1008.41,Same,"[579357, 569609]",2
"[371426, 371427, 371428, 371423]",4,False,Same,0.09,Same,"[371428, 371427, 371423, 371426]",4
"[387786, 387740]",2,False,Same,3.2,Same,"[387786, 387740]",2
"[25685, 25407]",2,False,Same,58.99,Same,"[25685, 25407]",2
"[396620, 393229]",2,False,Same,194.64,Same,"[396620, 393229]",2
"[810977, 810978, 810979, 810981, 810389]",5,False,Same,113.78,Same,"[810981, 810979, 810978, 810977, 810389]",5
"[683081, 683418]",2,False,Same,29.28,Same,"[683418, 683081]",2
"[467579, 467959]",2,False,Same,23.02,Same,"[467959, 467579]",2
"[323420, 321877]",2,False,Same,112.36,Same,"[323420, 321877]",2
"[575278, 565061, 573750]",3,False,Same,1093.55,Same,"[565061, 575278, 573750]",3
"[620168, 620172]",2,False,Same,0.11,Same,"[620168, 620172]",2
"[386515, 387279]",2,False,Same,70.98,Same,"[387279, 386515]",2
