Path,length,all_abandoned,is_cross,lag,is_cross_service,Path_merged,length_merged
"[366128, 364916, 364917]",3,False,Cross,95.77,Same,"[366128, 364917, 364916]",3
"[170243, 584931, 212324, 199175, 270482, 355091, 204947, 203766, 355096, 583739]",10,False,Cross,28988.11,Cross,"[584931, 583739, 270482, 212324, 199175, 170243, 204947]",7
"[338998, 341934]",2,False,Cross,158.41,Cross,"[338998, 341934]",2
"[360129, 360130]",2,False,Cross,0.02,Cross,"[360130, 360129]",2
"[365840, 365636]",2,False,Cross,14.61,Cross,"[365636, 365840]",2
"[362800, 362798]",2,False,Cross,0.07,Same,"[362800, 362798]",2
"[364888, 364874]",2,False,Cross,0.43,Cross,"[364888, 364874]",2
"[365772, 365103]",2,False,Cross,71.49,Same,"[365772, 365103]",2
"[365027, 365110]",2,False,Cross,4.35,Same,"[365110, 365027]",2
"[363040, 363823]",2,False,Same,24.2,Same,"[363823, 363040]",2
"[363409, 363411, 362974]",3,False,Cross,14.11,Cross,"[363411, 363409, 362974]",3
"[365074, 364891]",2,False,Cross,4.55,Cross,"[365074, 364891]",2
"[361424, 293642, 352476, 356599]",4,False,Cross,3912.45,Same,"[361424, 293642, 352476]",3
"[362148, 354125, 361109]",3,False,Cross,431.56,Cross,"[362148, 361109, 354125]",3
"[353304, 353278]",2,False,Cross,0.99,Cross,"[353278, 353304]",2
"[364747, 364367]",2,False,Cross,17.47,Same,"[364747, 364367]",2
"[363937, 363971, 356138, 355659, 356463, 355602, 355603, 363956, 361436]",9,False,Cross,386.73,Cross,"[363956, 356138, 363937, 355602, 361436, 355659]",6
"[361730, 361731, 392994]",3,False,Cross,0.04,Same,"[361731, 361730]",2
"[326906, 363295]",2,False,Cross,2005.81,Cross,"[326906, 363295]",2
"[296553, 240770, 278796, 279279]",4,False,Same,3416.72,Same,"[296553, 278796, 240770, 279279]",4
"[358510, 358511]",2,False,Cross,0.01,Same,"[358511, 358510]",2
"[364576, 364454, 364255]",3,False,Cross,10.71,Cross,"[364576, 364454, 364255]",3
"[300443, 328399]",2,False,Cross,1685.02,Same,"[328399, 300443]",2
"[364470, 364471]",2,False,Cross,0.04,Cross,"[364470, 364471]",2
"[361536, 354497, 355618, 362122, 362450]",5,False,Cross,425.86,Cross,"[355618, 361536, 362450, 354497, 362122]",5
"[363961, 363882]",2,False,Cross,3.39,Same,"[363882, 363961]",2
"[361066, 361291]",2,False,Cross,4.69,Cross,"[361291, 361066]",2
"[355576, 357503]",2,False,Cross,76.02,Same,"[357503, 355576]",2
"[362880, 364325]",2,False,Same,48.02,Same,"[362880, 364325]",2
"[363653, 363662]",2,False,Cross,0.12,Cross,"[363662, 363653]",2
"[325208, 344145, 364123]",3,False,Cross,2157.49,Same,"[344145, 364123, 325208]",3
"[360208, 360244]",2,False,Cross,1.44,Same,"[360244, 360208]",2
"[345125, 345142]",2,False,Cross,1.32,Same,"[345142, 345125]",2
"[309283, 299052, 316862, 336767]",4,False,Same,557.48,Same,"[299052, 309283]",2
"[358281, 363845, 362342, 363847]",4,False,Cross,259.67,Same,"[358281, 362342, 363847]",3
"[363516, 364029]",2,False,Cross,17.18,Cross,"[363516, 364029]",2
"[362768, 362772]",2,False,Cross,0.06,Same,"[362772, 362768]",2
"[361013, 357733]",2,False,Same,167.05,Same,"[361013, 357733]",2
"[363640, 363058, 362439]",3,False,Cross,40.28,Cross,"[363640, 363058, 362439]",3
"[363064, 363309, 363031]",3,False,Cross,6.45,Same,"[363031, 363309]",2
"[352597, 352391]",2,False,Cross,8.08,Cross,"[352391, 352597]",2
"[361953, 362898, 364426]",3,False,Cross,79.15,Same,"[364426, 361953, 362898]",3
"[328437, 328431]",2,False,Cross,0.36,Same,"[328431, 328437]",2
"[362945, 362877]",2,False,Cross,1.4,Same,"[362945, 362877]",2
"[363333, 363335]",2,False,Cross,0.12,Cross,"[363333, 363335]",2
"[358333, 358334]",2,False,Cross,0.0,Cross,"[358334, 358333]",2
"[223535, 223605, 223527]",3,False,Cross,2.88,Same,"[223535, 223527, 223605]",3
"[360312, 359650]",2,False,Cross,24.4,Cross,"[360312, 359650]",2
"[362792, 362203]",2,False,Cross,20.15,Cross,"[362792, 362203]",2
"[359081, 358819]",2,False,Cross,14.93,Cross,"[359081, 358819]",2
"[360476, 362214]",2,False,Cross,99.89,Cross,"[362214, 360476]",2
"[362994, 362996]",2,False,Cross,0.06,Cross,"[362996, 362994]",2
"[361412, 362487]",2,False,Cross,76.58,Cross,"[361412, 362487]",2
"[355067, 361108]",2,False,Cross,327.23,Same,"[355067, 361108]",2
"[344081, 344015, 344012, 292111]",4,False,Same,3.04,Same,"[344081, 344012]",2
"[357425, 357454]",2,False,Same,0.99,Same,"[357454, 357425]",2
"[362441, 342362, 362883, 363173]",4,False,Cross,1128.67,Cross,"[342362, 363173]",2
"[362793, 362788]",2,False,Cross,0.17,Same,"[362793, 362788]",2
"[294088, 294001, 294075, 293628]",4,False,Same,18.73,Same,"[294001, 293628]",2
"[361786, 323971, 362324, 361774]",4,False,Cross,2140.08,Same,"[323971, 362324, 361774]",3
"[333505, 333892, 447855]",3,False,Same,6492.82,Same,"[447855, 333505]",2
"[357586, 357602]",2,False,Cross,1.37,Cross,"[357602, 357586]",2
"[361145, 359138, 361165]",3,False,Cross,0.53,Cross,"[361165, 361145]",2
"[348305, 353899]",2,False,Cross,331.3,Same,"[353899, 348305]",2
"[353153, 356326]",2,False,Same,178.11,Same,"[353153, 356326]",2
"[360737, 360757]",2,False,Same,0.73,Same,"[360757, 360737]",2
"[358104, 358105]",2,False,Cross,0.0,Same,"[358105, 358104]",2
"[356681, 333562, 330771]",3,False,Cross,1487.62,Same,"[356681, 330771]",2
"[360693, 360694]",2,False,Cross,0.04,Cross,"[360694, 360693]",2
"[334570, 280492, 309614]",3,False,Cross,3179.86,Cross,"[280492, 334570, 309614]",3
"[295314, 295426, 293311]",3,False,Cross,129.19,Same,"[293311, 295314, 295426]",3
"[359680, 353307, 353316, 361029]",4,False,Cross,384.97,Same,"[353307, 359680, 361029, 353316]",4
"[355947, 344875, 348875, 339727, 358012, 354174]",6,False,Cross,1007.48,Same,"[355947, 358012, 344875, 354174, 339727, 348875]",6
"[361355, 329415]",2,False,Cross,1756.22,Cross,"[329415, 361355]",2
"[351521, 361908, 351529]",3,False,Cross,576.66,Same,"[361908, 351529, 351521]",3
"[361616, 361475]",2,False,Cross,17.55,Cross,"[361616, 361475]",2
"[361411, 361413]",2,False,Same,0.06,Same,"[361413, 361411]",2
"[351193, 327500]",2,False,Cross,1349.85,Same,"[327500, 351193]",2
"[360691, 360687]",2,False,Cross,0.1,Cross,"[360691, 360687]",2
"[355147, 335173]",2,False,Cross,1087.33,Same,"[355147, 335173]",2
"[361420, 361310]",2,False,Same,3.29,Same,"[361420, 361310]",2
"[299937, 350617]",2,False,Cross,3000.89,Same,"[350617, 299937]",2
"[353021, 353037, 357791]",3,False,Cross,234.34,Same,"[357791, 353037, 353021]",3
"[359610, 338694, 349183]",3,False,Same,1153.07,Same,"[359610, 349183, 338694]",3
"[357443, 357444, 357582]",3,False,Cross,0.06,Same,"[357444, 357443]",2
"[353900, 353861]",2,False,Cross,1.52,Cross,"[353900, 353861]",2
"[353690, 353662]",2,False,Cross,1.38,Cross,"[353690, 353662]",2
"[345352, 344918]",2,False,Cross,18.98,Cross,"[345352, 344918]",2
"[332190, 332191]",2,False,Cross,0.04,Same,"[332190, 332191]",2
"[360632, 360608]",2,False,Cross,0.63,Same,"[360608, 360632]",2
"[325213, 357734]",2,False,Cross,1847.49,Same,"[357734, 325213]",2
"[341596, 344084]",2,False,Cross,137.12,Cross,"[344084, 341596]",2
"[358330, 360406, 352695]",3,False,Cross,390.1,Same,"[360406, 358330, 352695]",3
"[360640, 360590]",2,False,Cross,1.02,Cross,"[360590, 360640]",2
"[358255, 358243, 358259, 286381]",4,False,Cross,4139.59,Cross,"[358255, 286381, 358259]",3
"[359859, 359860]",2,False,Cross,0.0,Same,"[359860, 359859]",2
"[353396, 349887]",2,False,Cross,194.55,Cross,"[353396, 349887]",2
"[343306, 344948]",2,False,Cross,74.89,Same,"[343306, 344948]",2
"[349024, 349028, 349032, 349034, 349040, 349010, 349043, 344884]",8,False,Cross,220.03,Same,"[344884, 349024, 349034, 349040, 349010, 349032, 349043, 349028]",8
"[358769, 358774]",2,False,Cross,0.11,Same,"[358774, 358769]",2
"[353529, 330495]",2,False,Same,1322.37,Same,"[353529, 330495]",2
"[350840, 350841, 350822, 350790]",4,False,Cross,3.15,Cross,"[350841, 350840, 350822, 350790]",4
"[359233, 357495]",2,False,Cross,113.55,Same,"[357495, 359233]",2
"[340175, 340174, 355223]",3,False,Cross,825.8,Same,"[340175, 340174, 355223]",3
"[349074, 347044]",2,False,Cross,95.1,Cross,"[349074, 347044]",2
"[357144, 357008]",2,False,Cross,3.44,Cross,"[357008, 357144]",2
"[335648, 336577, 325510]",3,False,Cross,660.76,Cross,"[325510, 336577, 335648]",3
"[350498, 300221]",2,False,Cross,2988.61,Same,"[350498, 300221]",2
"[358411, 358407]",2,False,Cross,0.19,Cross,"[358407, 358411]",2
"[358262, 358263]",2,False,Cross,0.08,Cross,"[358263, 358262]",2
"[359490, 359996, 359974, 359975]",4,False,Same,15.64,Same,"[359975, 359974, 359490]",3
"[359968, 359994]",2,False,Cross,0.44,Same,"[359994, 359968]",2
"[350675, 350686]",2,False,Cross,0.5,Same,"[350686, 350675]",2
"[359916, 359917]",2,False,Cross,0.01,Cross,"[359917, 359916]",2
"[358738, 358446]",2,False,Cross,8.69,Cross,"[358738, 358446]",2
"[351953, 356491]",2,False,Cross,278.59,Same,"[351953, 356491]",2
"[330678, 325895]",2,False,Cross,243.32,Cross,"[330678, 325895]",2
"[347105, 350369, 355592, 337389, 345744, 346544, 345141, 355221, 347417, 351834, 345789]",11,False,Cross,1001.7,Same,"[345789, 337389, 345744, 355592, 347105, 355221, 347417, 351834, 350369, 346544, 345141]",11
"[351576, 351052]",2,False,Cross,24.55,Same,"[351576, 351052]",2
"[327846, 332703]",2,False,Cross,302.8,Cross,"[332703, 327846]",2
"[357808, 358492]",2,False,Cross,68.79,Cross,"[357808, 358492]",2
"[345441, 329508]",2,False,Cross,886.64,Cross,"[345441, 329508]",2
"[352664, 352676]",2,False,Cross,0.87,Cross,"[352676, 352664]",2
"[358340, 358341]",2,False,Cross,0.19,Same,"[358341, 358340]",2
"[332641, 359787, 342669, 345539]",4,False,Same,1516.78,Same,"[359787, 332641]",2
"[357086, 357079]",2,False,Cross,0.11,Cross,"[357086, 357079]",2
"[341585, 351202, 349870, 344311]",4,False,Cross,527.56,Same,"[351202, 344311, 349870, 341585]",4
"[357763, 357795]",2,False,Cross,0.85,Same,"[357795, 357763]",2
"[348769, 348781]",2,False,Same,0.97,Same,"[348769, 348781]",2
"[357489, 357490]",2,False,Cross,0.01,Cross,"[357490, 357489]",2
"[352897, 352550, 352551]",3,False,Cross,18.86,Same,"[352550, 352897, 352551]",3
"[264489, 311159]",2,False,Same,2727.2,Same,"[311159, 264489]",2
"[355148, 355215]",2,False,Cross,24.07,Cross,"[355148, 355215]",2
"[352045, 355205]",2,False,Cross,167.67,Same,"[355205, 352045]",2
"[345986, 346863]",2,False,Cross,74.96,Same,"[345986, 346863]",2
"[348507, 347620, 352510]",3,False,Cross,299.85,Cross,"[348507, 352510, 347620]",3
"[356631, 356407]",2,False,Cross,5.63,Cross,"[356407, 356631]",2
"[354648, 352070]",2,False,Cross,121.8,Cross,"[354648, 352070]",2
"[204838, 348855]",2,False,Cross,8936.44,Cross,"[348855, 204838]",2
"[348077, 347047]",2,False,Cross,48.81,Cross,"[348077, 347047]",2
"[354155, 351758]",2,False,Cross,145.39,Same,"[354155, 351758]",2
"[356536, 355986]",2,False,Cross,24.45,Cross,"[355986, 356536]",2
"[289425, 286316, 286317]",3,False,Cross,160.82,Cross,"[286317, 289425, 286316]",3
"[344690, 344346, 344350, 344698]",4,False,Cross,17.92,Cross,"[344350, 344698, 344690, 344346]",4
"[288568, 286604, 296468, 286606]",4,False,Cross,528.42,Same,"[286604, 286606, 288568, 296468]",4
"[288744, 288728, 296477, 293983]",4,False,Cross,449.59,Same,"[288744, 288728, 293983, 296477]",4
"[292938, 292955, 296478, 295391]",4,False,Cross,191.3,Same,"[292938, 292955, 295391, 296478]",4
"[353443, 346275, 329221, 346278, 355526, 299591, 346217, 355213]",8,False,Cross,3307.84,Cross,"[346278, 355526, 353443, 355213, 299591, 346275, 346217, 329221]",8
"[354165, 354166]",2,False,Cross,0.02,Same,"[354166, 354165]",2
"[355513, 355514]",2,False,Cross,0.07,Cross,"[355514, 355513]",2
"[356456, 356834, 356204]",3,False,Cross,23.03,Same,"[356456, 356834, 356204]",3
"[352920, 355892]",2,False,Cross,166.32,Same,"[352920, 355892]",2
"[356129, 351081, 352370, 352374, 353247]",5,False,Cross,98.41,Cross,"[352374, 352370, 351081]",3
"[340324, 340260]",2,False,Cross,2.55,Cross,"[340324, 340260]",2
"[355051, 356372, 355615]",3,False,Cross,71.55,Same,"[355051, 355615]",2
"[317152, 352173]",2,False,Cross,1991.97,Cross,"[317152, 352173]",2
"[353070, 353079]",2,False,Cross,0.49,Same,"[353079, 353070]",2
"[311218, 304563]",2,False,Cross,413.83,Same,"[304563, 311218]",2
"[356029, 356022]",2,False,Cross,0.13,Cross,"[356029, 356022]",2
"[355064, 353637, 353582]",3,False,Cross,52.9,Same,"[355064, 353582, 353637]",3
"[233240, 233241, 310795]",3,False,Cross,4842.88,Same,"[310795, 233241]",2
"[355491, 352964]",2,False,Cross,143.21,Cross,"[355491, 352964]",2
"[346898, 355555, 349461, 355835]",4,False,Cross,522.68,Same,"[355835, 346898, 355555, 349461]",4
"[354265, 354261, 354734, 322311]",4,False,Cross,1842.31,Cross,"[354265, 322311, 354261, 354734]",4
"[355512, 355509]",2,False,Cross,0.1,Cross,"[355512, 355509]",2
"[354533, 354534]",2,False,Cross,0.01,Same,"[354534, 354533]",2
"[355185, 355403, 379809]",3,False,Cross,1132.81,Cross,"[379809, 355185, 355403]",3
"[335234, 335235, 342467]",3,False,Cross,386.06,Cross,"[335235, 335234, 342467]",3
"[354800, 354331]",2,False,Cross,21.22,Same,"[354800, 354331]",2
"[354795, 354717]",2,False,Cross,2.23,Cross,"[354795, 354717]",2
"[337736, 333121, 355432, 355433]",4,False,Cross,297.29,Cross,"[333121, 337736]",2
"[332774, 349412, 349606]",3,False,Cross,956.73,Same,"[332774, 349412]",2
"[337705, 337946]",2,False,Cross,10.58,Cross,"[337705, 337946]",2
"[294076, 285469]",2,False,Same,476.88,Same,"[294076, 285469]",2
"[353058, 344503]",2,False,Same,499.21,Same,"[353058, 344503]",2
"[353236, 275110]",2,False,Cross,4553.05,Same,"[275110, 353236]",2
"[354160, 354082, 354628, 353389]",4,False,Same,46.66,Same,"[354628, 354082, 354160, 353389]",4
"[350504, 350503]",2,False,Cross,0.0,Cross,"[350504, 350503]",2
"[348998, 349046]",2,False,Cross,1.43,Cross,"[349046, 348998]",2
"[353080, 352871]",2,False,Cross,7.37,Cross,"[353080, 352871]",2
"[297275, 297423]",2,False,Cross,5.14,Cross,"[297423, 297275]",2
"[336953, 336955]",2,False,Cross,0.11,Cross,"[336955, 336953]",2
"[263609, 272940]",2,False,Same,528.74,Same,"[263609, 272940]",2
"[354097, 354211]",2,False,Cross,2.41,Same,"[354211, 354097]",2
"[346978, 346983]",2,False,Same,0.38,Same,"[346983, 346978]",2
"[353076, 353045]",2,False,Same,1.18,Same,"[353076, 353045]",2
"[353656, 353653]",2,False,Cross,0.1,Cross,"[353653, 353656]",2
"[342313, 279446]",2,False,Same,3680.04,Same,"[342313, 279446]",2
"[305473, 318145, 318445]",3,False,Cross,14.36,Cross,"[318445, 318145]",2
"[342321, 342194]",2,False,Same,3.82,Same,"[342321, 342194]",2
"[352457, 352454, 352463]",3,False,Cross,0.18,Cross,"[352463, 352454]",2
"[344706, 351757]",2,False,Cross,387.7,Cross,"[351757, 344706]",2
"[352576, 352925]",2,False,Cross,18.6,Same,"[352576, 352925]",2
"[347160, 347654]",2,False,Cross,23.6,Cross,"[347654, 347160]",2
"[350362, 349391]",2,False,Cross,43.45,Cross,"[350362, 349391]",2
"[319489, 346179, 318116, 346149, 319494, 343875, 311652, 319497, 315050, 346148, 320209]",11,False,Cross,529.41,Cross,"[318116, 320209, 311652, 315050]",4
"[334537, 327619, 334539]",3,False,Cross,435.77,Same,"[327619, 334537]",2
"[339177, 338596]",2,False,Cross,19.46,Same,"[339177, 338596]",2
"[350545, 350753]",2,False,Cross,7.18,Same,"[350545, 350753]",2
"[351937, 351914]",2,False,Cross,1.44,Cross,"[351937, 351914]",2
"[351075, 352724, 352407]",3,False,Cross,116.84,Cross,"[351075, 352407, 352724]",3
"[349181, 349182]",2,False,Cross,0.04,Cross,"[349182, 349181]",2
"[333360, 340964, 336318]",3,False,Cross,456.52,Same,"[333360, 336318, 340964]",3
"[349560, 349558]",2,False,Cross,0.06,Cross,"[349560, 349558]",2
"[346794, 346796]",2,False,Cross,0.05,Same,"[346794, 346796]",2
"[342210, 349254, 342152, 341517, 349266]",5,False,Cross,432.55,Same,"[342152, 349266, 349254, 341517, 342210]",5
"[350605, 350576, 350352, 350612, 352093, 350654, 352095]",7,False,Cross,109.81,Same,"[350605, 352095, 350576, 352093, 350612, 350654, 350352]",7
"[324075, 325095, 323303]",3,False,Cross,67.93,Same,"[324075, 323303, 325095]",3
"[327721, 327722, 336119]",3,False,Cross,506.25,Same,"[336119, 327721]",2
"[351682, 348412]",2,False,Cross,189.23,Same,"[348412, 351682]",2
"[349084, 349087]",2,False,Cross,0.09,Cross,"[349087, 349084]",2
"[330018, 334523, 336547]",3,False,Cross,381.48,Same,"[336547, 334523, 330018]",3
"[327641, 351029, 328268, 351221]",4,False,Cross,1345.67,Cross,"[351221, 351029, 327641, 328268]",4
"[334651, 331950]",2,False,Cross,158.88,Same,"[334651, 331950]",2
"[350554, 350556]",2,False,Cross,0.05,Same,"[350556, 350554]",2
"[333556, 332854]",2,False,Cross,29.12,Same,"[333556, 332854]",2
"[349105, 350214]",2,False,Cross,91.6,Cross,"[349105, 350214]",2
"[315832, 315834]",2,False,Cross,0.15,Same,"[315834, 315832]",2
"[351249, 276116, 275302, 275742]",4,False,Cross,41.35,Same,"[275302, 276116, 275742]",3
"[348013, 346095]",2,False,Cross,124.18,Cross,"[348013, 346095]",2
"[347946, 307742]",2,False,Cross,2380.73,Cross,"[347946, 307742]",2
"[351605, 339806]",2,False,Cross,661.0,Same,"[339806, 351605]",2
"[346810, 346674]",2,False,Cross,3.87,Cross,"[346810, 346674]",2
"[284122, 350397]",2,False,Cross,3857.75,Cross,"[350397, 284122]",2
"[350112, 350113]",2,False,Cross,0.02,Cross,"[350113, 350112]",2
"[349297, 349299, 349300]",3,False,Cross,0.08,Cross,"[349299, 349297]",2
"[347464, 348222]",2,False,Cross,42.61,Same,"[347464, 348222]",2
"[306272, 328992, 329474, 328259, 301634, 329350, 329351, 329481, 330058, 328273, 330482, 320980, 404731, 329340]",14,False,Cross,5500.04,Same,"[404731, 330482, 330058, 329481, 329474, 328992, 329351, 328273, 328259, 329350, 329340, 320980, 306272]",13
"[314208, 342650, 348811]",3,False,Cross,1598.79,Same,"[314208, 342650]",2
"[327689, 327692]",2,False,Cross,0.02,Same,"[327689, 327692]",2
"[333616, 348946, 332503]",3,False,Same,48.1,Same,"[332503, 333616]",2
"[351110, 351171, 354694, 350647]",4,False,Same,212.92,Same,"[354694, 350647, 351110]",3
"[341514, 341763]",2,False,Cross,6.42,Cross,"[341514, 341763]",2
"[330165, 332982]",2,False,Cross,168.32,Same,"[332982, 330165]",2
"[349528, 297895, 347004, 350039]",4,False,Cross,3109.9,Cross,"[349528, 297895, 350039]",3
"[348933, 348559]",2,False,Cross,18.42,Same,"[348559, 348933]",2
"[344912, 350975, 350948, 350952, 345448, 350956, 350957, 350958, 350959, 350960, 350962, 350963, 350964, 350965, 350966, 350968, 350969, 350971, 350972, 350973, 350974, 358271]",22,False,Cross,747.8,Cross,"[358271, 350957, 350964, 350973, 350959, 350972, 350965, 350956, 350948, 350975, 350960, 350963, 350952, 350958, 350971, 350969, 350962, 350974, 350966, 350968, 344912, 345448]",22
"[350264, 350254]",2,False,Cross,0.6,Same,"[350264, 350254]",2
"[350118, 349765, 349766]",3,False,Cross,12.43,Same,"[349766, 349765, 350118]",3
"[343794, 350460, 348900, 348415]",4,False,Cross,376.0,Same,"[348900, 350460, 348415, 343794]",4
"[342456, 342457]",2,False,Cross,0.01,Same,"[342457, 342456]",2
"[349065, 349033, 343439, 343446, 349724, 349726]",6,False,Cross,353.07,Same,"[349065, 349724, 349033, 343446, 343439]",5
"[350360, 282908, 350206]",3,False,Cross,3915.31,Cross,"[282908, 350360, 350206]",3
"[188137, 315658, 339437, 313527, 350046]",5,False,Cross,10219.65,Same,"[188137, 350046, 339437, 313527]",4
"[332481, 330828]",2,False,Same,117.16,Same,"[332481, 330828]",2
"[327961, 327987, 327925]",3,False,Same,1.81,Same,"[327987, 327925]",2
"[348982, 349447]",2,False,Cross,64.67,Cross,"[348982, 349447]",2
"[347848, 347854, 348208, 348152, 347994, 348319]",6,False,Cross,23.64,Cross,"[348319, 347854, 347994, 348152]",4
"[330385, 330382]",2,False,Cross,0.11,Same,"[330385, 330382]",2
"[348330, 347564]",2,False,Same,39.8,Same,"[348330, 347564]",2
"[340504, 343667]",2,False,Cross,164.32,Same,"[343667, 340504]",2
"[332610, 344450, 331973, 331909, 344485, 348250, 329769, 331885, 344984, 344506, 334171, 349533, 344479]",13,False,Cross,1136.54,Cross,"[349533, 344450, 348250, 329769, 331973, 344984]",6
"[314769, 315227, 348964, 331343]",4,False,Cross,1916.06,Same,"[348964, 314769, 331343, 315227]",4
"[331304, 332097, 344512]",3,False,Same,773.58,Same,"[344512, 331304]",2
"[346154, 346907]",2,False,Cross,70.04,Same,"[346154, 346907]",2
"[340945, 342381]",2,False,Cross,54.27,Cross,"[342381, 340945]",2
"[348292, 347101]",2,False,Cross,57.68,Cross,"[348292, 347101]",2
"[349524, 349535]",2,False,Cross,0.29,Cross,"[349535, 349524]",2
"[315268, 313035, 315501, 311864, 311865]",5,False,Cross,164.1,Cross,"[313035, 315501]",2
"[314662, 293020, 297878]",3,False,Same,1344.16,Same,"[314662, 293020]",2
"[341363, 341367]",2,False,Cross,0.11,Cross,"[341367, 341363]",2
"[341354, 341340]",2,False,Cross,0.62,Cross,"[341354, 341340]",2
"[349420, 349132, 349399]",3,False,Same,55.41,Same,"[349420, 349399, 349132]",3
"[336353, 340458, 340446]",3,False,Cross,251.89,Cross,"[340458, 336353]",2
"[301771, 349468, 344150]",3,False,Cross,2828.24,Cross,"[349468, 344150, 301771]",3
"[348248, 348255]",2,False,Cross,0.12,Cross,"[348255, 348248]",2
"[348816, 346147, 348815]",3,False,Cross,160.53,Same,"[346147, 348816, 348815]",3
"[343072, 342952, 342954, 342957, 342958, 438669, 276411, 342975]",8,False,Cross,9335.14,Cross,"[438669, 342958, 342957, 343072, 342975, 342954, 342952, 276411]",8
"[347449, 347455]",2,False,Cross,0.1,Cross,"[347455, 347449]",2
"[344386, 344493, 345061, 344495]",4,False,Cross,27.97,Cross,"[345061, 344495, 344386, 344493]",4
"[341443, 343510]",2,False,Cross,117.53,Cross,"[343510, 341443]",2
"[347309, 347310]",2,False,Cross,0.0,Same,"[347310, 347309]",2
"[348402, 348413]",2,False,Same,0.16,Same,"[348413, 348402]",2
"[336264, 336674, 336304]",3,False,Cross,21.75,Cross,"[336674, 336264]",2
"[348380, 346453]",2,False,Cross,115.32,Same,"[346453, 348380]",2
"[345080, 345055]",2,False,Cross,1.13,Same,"[345055, 345080]",2
"[346272, 346083, 346091]",3,False,Cross,7.85,Cross,"[346272, 346091, 346083]",3
"[348423, 348331, 334802, 353876, 339387]",5,False,Cross,1056.46,Same,"[353876, 348423, 348331, 334802, 339387]",5
"[347472, 347314]",2,False,Cross,3.81,Same,"[347314, 347472]",2
"[343665, 345241, 345243]",3,False,Cross,65.94,Cross,"[345243, 345241, 343665]",3
"[340604, 285493, 285494, 340149]",4,False,Cross,3267.83,Cross,"[340149, 340604, 285494, 285493]",4
"[325569, 325322, 321551]",3,False,Cross,214.98,Cross,"[321551, 325569]",2
"[345505, 345514]",2,False,Cross,0.35,Same,"[345514, 345505]",2
"[337229, 337670]",2,False,Same,24.22,Same,"[337229, 337670]",2
"[337372, 336532]",2,False,Cross,80.69,Cross,"[336532, 337372]",2
"[335385, 321146, 214358, 341279]",4,False,Cross,7902.41,Cross,"[335385, 341279, 214358, 321146]",4
"[342307, 342309, 342984, 346319, 346386, 346388, 343771, 343774]",8,False,Cross,211.8,Cross,"[342309, 346388, 346386, 346319, 342307, 343774, 343771, 342984]",8
"[313874, 313875]",2,False,Cross,0.0,Cross,"[313875, 313874]",2
"[335496, 337321, 335100, 347357]",4,False,Cross,144.99,Same,"[335496, 335100, 337321]",3
"[334628, 345077, 336110, 345063]",4,False,Same,554.94,Same,"[345077, 345063, 334628, 336110]",4
"[337803, 338551]",2,False,Cross,27.44,Same,"[338551, 337803]",2
"[346124, 346118]",2,False,Cross,0.17,Same,"[346124, 346118]",2
"[344440, 344985, 344874, 344860]",4,False,Cross,22.53,Same,"[344985, 344860, 344440]",3
"[343496, 343497, 343499, 344813, 344658, 425084]",6,False,Cross,52.34,Cross,"[344658, 344813, 343496, 343499]",4
"[344329, 344262]",2,False,Cross,1.45,Same,"[344329, 344262]",2
"[343094, 343095]",2,False,Cross,0.02,Cross,"[343094, 343095]",2
"[340844, 340853]",2,False,Cross,0.25,Cross,"[340853, 340844]",2
"[327044, 340932, 327205]",3,False,Cross,817.14,Same,"[340932, 327205, 327044]",3
"[343234, 343231]",2,False,Cross,1.3,Same,"[343234, 343231]",2
"[326884, 333751]",2,False,Cross,382.38,Same,"[326884, 333751]",2
"[282516, 282517]",2,False,Cross,0.02,Same,"[282517, 282516]",2
"[342310, 342311]",2,False,Cross,0.07,Cross,"[342311, 342310]",2
"[339246, 337699, 341374]",3,False,Cross,54.99,Same,"[339246, 337699]",2
"[345002, 345442]",2,False,Cross,18.38,Same,"[345002, 345442]",2
"[345285, 336573]",2,False,Cross,475.76,Same,"[336573, 345285]",2
"[340960, 345979]",2,False,Cross,237.04,Same,"[340960, 345979]",2
"[341435, 341372]",2,False,Cross,2.16,Cross,"[341435, 341372]",2
"[339485, 341421]",2,False,Cross,119.06,Cross,"[341421, 339485]",2
"[341192, 341193]",2,False,Cross,0.02,Cross,"[341193, 341192]",2
"[341176, 341174]",2,False,Cross,0.0,Cross,"[341174, 341176]",2
"[297336, 292550]",2,False,Same,241.07,Same,"[292550, 297336]",2
"[261552, 261558, 261549, 262246]",4,False,Same,95.51,Same,"[261558, 262246, 261549]",3
"[329066, 329029, 329045]",3,False,Cross,1.15,Same,"[329066, 329045, 329029]",3
"[345025, 345031]",2,False,Cross,0.15,Same,"[345031, 345025]",2
"[343660, 343661]",2,False,Cross,0.03,Same,"[343661, 343660]",2
"[345017, 345013]",2,False,Cross,0.13,Same,"[345017, 345013]",2
"[325921, 330958, 325894]",3,False,Cross,259.86,Same,"[325921, 330958, 325894]",3
"[427409, 342122, 269157]",3,False,Cross,4267.75,Cross,"[342122, 269157]",2
"[344792, 344796]",2,False,Cross,0.04,Same,"[344796, 344792]",2
"[319522, 319518]",2,False,Cross,1.98,Same,"[319522, 319518]",2
"[343805, 343855]",2,False,Cross,1.7,Cross,"[343805, 343855]",2
"[344781, 343445]",2,False,Cross,53.59,Cross,"[344781, 343445]",2
"[338264, 338245]",2,False,Cross,0.43,Same,"[338264, 338245]",2
