owner_account_id,service,dev_status
9683,2,Non core
9684,3,Non core
9689,1,Non core
9698,1,Non core
9701,7,Non core
9705,1,Non core
9708,13,Core
9712,18,Non core
9717,26,Core
9718,2,Non core
9719,1,Non core
9722,2,Non core
9725,8,Non core
9730,1,Non core
9740,2,Non core
9746,1,Non core
9749,3,Non core
9750,3,Non core
9755,2,Non core
9770,1,Non core
9775,4,Non core
9782,3,Non core
9788,1,Core
9796,28,Core
9811,1,Non core
9816,47,Core
9820,7,Core
9847,1,Non core
9853,1,Non core
9854,2,Non core
9856,1,Non core
9878,1,Non core
9894,2,Non core
9895,2,Non core
9907,2,Non core
9910,1,Non core
9911,2,Non core
9914,17,Core
9918,2,Non core
9922,1,Non core
9924,2,Non core
9927,3,Non core
9932,2,Non core
9933,1,Non core
9940,1,Non core
9945,1,Non core
9946,1,Non core
9952,2,Non core
9954,2,Non core
9961,2,Non core
9963,8,Non core
9970,2,Non core
9975,1,Non core
9976,5,Core
9978,4,Non core
9979,1,Non core
9981,6,Non core
9983,3,Non core
9987,1,Non core
9988,2,Non core
9995,4,Non core
10000,1,Non core
10007,2,Non core
10008,4,Non core
10016,2,Non core
10018,2,Non core
10020,3,Non core
10022,2,Core
10034,2,Non core
10035,16,Core
10046,7,Non core
10058,9,Non core
10061,7,Non core
10063,8,Core
10070,1,Non core
10073,1,Non core
10086,10,Non core
10090,2,Non core
10094,1,Non core
10105,2,Non core
10106,2,Non core
10108,1,Non core
10110,1,Non core
10112,3,Non core
10114,1,Non core
10115,5,Non core
10126,1,Non core
10127,2,Non core
10134,2,Core
10135,20,Core
10139,1,Non core
10145,2,Non core
10151,1,Non core
10155,1,Non core
10156,1,Non core
10163,1,Non core
10165,2,Non core
10179,2,Non core
10181,1,Non core
10185,1,Non core
10200,2,Non core
10206,9,Core
10207,1,Non core
10210,3,Non core
10213,2,Non core
10215,5,Non core
10217,1,Non core
10221,3,Non core
10224,5,Core
10234,15,Core
10237,6,Core
10239,19,Core
10241,2,Non core
10245,2,Non core
10247,4,Non core
10250,3,Core
10256,2,Non core
10257,8,Non core
10263,5,Non core
10266,2,Non core
10267,8,Non core
10269,1,Non core
10271,1,Non core
10273,14,Core
10277,1,Non core
10279,1,Non core
10281,3,Non core
10283,1,Non core
10288,3,Non core
10290,1,Non core
10295,4,Non core
10298,3,Core
10300,5,Non core
10303,1,Non core
10304,1,Non core
10310,1,Non core
10311,4,Core
10327,5,Non core
10335,3,Non core
10338,4,Non core
10342,7,Core
10343,14,Non core
10345,3,Non core
10347,2,Non core
10348,2,Core
10351,1,Non core
10352,1,Non core
10353,4,Non core
10356,1,Non core
10358,1,Non core
10359,1,Non core
10366,13,Non core
10369,7,Non core
10370,2,Non core
10371,4,Non core
10373,1,Non core
10374,3,Non core
10375,2,Non core
10378,2,Non core
10379,6,Non core
10380,5,Non core
10383,2,Non core
10384,9,Core
10388,2,Non core
10391,2,Core
10392,1,Non core
10393,1,Non core
10395,1,Non core
10413,3,Non core
10419,6,Core
10420,8,Core
10421,1,Non core
10424,2,Non core
10425,1,Non core
10428,2,Non core
10433,1,Non core
10438,3,Non core
10439,9,Non core
10440,1,Non core
10442,2,Non core
10453,7,Non core
10459,30,Core
10475,8,Core
10476,1,Non core
10477,2,Non core
10479,1,Non core
10483,1,Non core
10485,10,Non core
10486,2,Non core
10487,5,Non core
10488,4,Non core
10489,1,Non core
10497,21,Non core
10507,2,Non core
10511,1,Non core
10513,6,Non core
10515,9,Non core
10517,1,Non core
10518,2,Non core
10521,2,Non core
10526,2,Non core
10536,1,Non core
10540,7,Non core
10547,2,Non core
10556,5,Non core
10558,2,Non core
10559,2,Non core
10570,1,Non core
10574,3,Non core
10583,6,Non core
10584,4,Core
10586,2,Non core
10594,2,Non core
10605,3,Non core
10607,19,Core
10608,14,Core
10618,3,Non core
10619,1,Non core
10626,1,Non core
10628,4,Non core
10634,2,Non core
10635,4,Non core
10644,4,Core
10652,2,Non core
10655,1,Non core
10657,3,Non core
10662,1,Non core
10663,2,Non core
10669,2,Non core
10670,6,Core
10672,2,Non core
10674,3,Non core
10675,1,Non core
10677,1,Non core
10683,3,Non core
10697,7,Non core
10705,5,Non core
10725,5,Non core
10732,1,Non core
10735,2,Non core
10744,1,Non core
10750,2,Non core
10753,1,Non core
10760,1,Non core
10765,2,Non core
10770,1,Non core
10777,1,Non core
10780,1,Non core
10781,5,Non core
10786,2,Non core
10787,8,Non core
10789,2,Non core
10791,2,Non core
10795,6,Non core
10796,4,Non core
10797,1,Non core
10806,2,Non core
10812,1,Non core
10814,2,Non core
10816,3,Non core
10818,1,Non core
10827,1,Non core
10839,1,Non core
10850,3,Core
10851,1,Non core
10856,1,Core
10857,3,Non core
10864,1,Non core
10870,1,Non core
10873,24,Non core
10880,1,Non core
10881,2,Core
10896,1,Non core
10897,3,Non core
10910,8,Core
10917,2,Non core
10928,1,Non core
10945,1,Non core
10956,1,Non core
10962,2,Non core
10966,1,Non core
10969,11,Core
10971,2,Non core
10973,2,Non core
10980,11,Core
10984,18,Non core
10987,4,Non core
10992,5,Non core
11011,4,Non core
11022,6,Non core
11024,1,Core
11034,11,Core
11036,1,Non core
11042,1,Non core
11045,2,Non core
11047,4,Non core
11057,1,Non core
11059,1,Non core
11061,2,Non core
11069,8,Non core
11075,5,Non core
11076,1,Core
11079,3,Non core
11082,5,Non core
11084,1,Non core
11085,3,Non core
11090,6,Core
11094,3,Non core
11096,2,Non core
11098,2,Non core
11105,40,Core
11109,8,Core
11114,5,Non core
11133,1,Non core
11138,1,Non core
11151,4,Core
11155,5,Core
11159,5,Non core
11166,7,Non core
11171,2,Non core
11176,2,Non core
11186,1,Non core
11189,5,Non core
11193,2,Non core
11194,2,Non core
11203,1,Non core
11207,1,Non core
11208,4,Non core
11215,2,Non core
11221,1,Non core
11224,5,Non core
11227,4,Non core
11235,7,Non core
11237,3,Non core
11238,1,Non core
11239,1,Non core
11240,2,Core
11253,1,Non core
11254,1,Non core
11255,1,Non core
11264,3,Non core
11268,3,Non core
11269,5,Non core
11278,8,Core
11279,13,Non core
11290,7,Non core
11292,6,Core
11297,2,Non core
11302,4,Non core
11303,12,Non core
11307,10,Non core
11312,1,Non core
11313,3,Non core
11317,4,Core
11324,2,Non core
11328,1,Non core
11333,3,Non core
11343,6,Core
11347,4,Non core
11349,2,Non core
11355,1,Non core
11356,10,Core
11361,2,Non core
11364,1,Non core
11373,1,Non core
11387,5,Non core
11391,15,Non core
11397,2,Core
11399,1,Non core
11418,1,Non core
11420,1,Non core
11424,8,Non core
11425,1,Non core
11426,1,Non core
11427,1,Non core
11428,6,Non core
11433,2,Non core
11434,2,Non core
11444,11,Non core
11447,2,Non core
11457,1,Non core
11473,1,Non core
11479,2,Core
11482,1,Non core
11486,1,Non core
11489,1,Non core
11491,5,Non core
11495,1,Non core
11500,2,Non core
11503,4,Non core
11505,1,Non core
11509,1,Non core
11517,1,Non core
11521,2,Non core
11526,2,Non core
11530,4,Non core
11531,1,Non core
11533,2,Non core
11536,24,Core
11538,4,Core
11539,2,Non core
11546,2,Non core
11549,2,Non core
11555,1,Non core
11561,10,Core
11564,15,Core
11580,2,Core
11582,1,Non core
11583,8,Core
11589,4,Non core
11592,2,Non core
11599,2,Non core
11600,17,Core
11602,2,Non core
11603,2,Non core
11604,15,Core
11606,1,Non core
11610,3,Non core
11614,4,Non core
11616,2,Non core
11622,2,Non core
11626,1,Non core
11628,18,Core
11636,1,Non core
11637,1,Non core
11638,7,Non core
11642,3,Non core
11647,2,Non core
11650,7,Non core
11651,1,Non core
11655,14,Core
11660,1,Non core
11661,1,Non core
11662,4,Non core
11667,1,Non core
11670,2,Non core
11671,3,Non core
11672,18,Non core
11673,2,Non core
11674,1,Core
11676,2,Non core
11682,2,Core
11683,3,Non core
11685,3,Non core
11689,4,Non core
11692,8,Non core
11698,1,Non core
11701,1,Non core
11702,1,Non core
11704,5,Non core
11708,4,Non core
11711,2,Non core
11714,1,Non core
11716,5,Core
11730,2,Non core
11737,1,Non core
11739,1,Non core
11744,1,Non core
11748,6,Core
11750,3,Non core
11751,2,Non core
11752,2,Non core
11753,1,Non core
11757,2,Non core
11758,4,Non core
11759,3,Non core
11762,2,Non core
11774,2,Non core
11778,5,Core
11782,6,Non core
11783,1,Non core
11784,1,Non core
11787,2,Non core
11793,2,Non core
11794,1,Non core
11798,1,Non core
11803,7,Non core
11805,49,Non core
11809,2,Non core
11810,2,Non core
11813,1,Non core
11816,13,Non core
11819,4,Core
11820,2,Non core
11822,2,Non core
11825,1,Non core
11827,2,Core
11831,1,Non core
11832,3,Non core
11861,5,Core
11862,1,Non core
11864,2,Non core
11865,3,Non core
11869,3,Non core
11877,1,Non core
11878,7,Non core
11880,4,Non core
11881,2,Non core
11884,1,Non core
11885,3,Non core
11892,1,Non core
11893,1,Non core
11897,2,Non core
11898,1,Non core
11902,2,Non core
11903,3,Non core
11904,52,Core
11907,2,Non core
11913,1,Non core
11915,5,Core
11922,2,Non core
11923,1,Non core
11928,3,Non core
11929,5,Core
11934,1,Non core
11941,3,Non core
11947,1,Non core
11952,5,Core
11956,2,Non core
11968,2,Non core
11970,1,Non core
11975,20,Core
11982,1,Non core
11997,1,Non core
12000,15,Non core
12004,1,Non core
12015,2,Non core
12021,7,Core
12022,2,Non core
12024,5,Non core
12028,2,Non core
12030,3,Non core
12035,1,Non core
12036,2,Non core
12038,10,Non core
12039,2,Non core
12045,1,Non core
12050,1,Non core
12053,3,Non core
12056,1,Non core
12060,1,Non core
12064,1,Non core
12069,1,Non core
12071,5,Non core
12076,6,Core
12080,4,Non core
12084,3,Non core
12087,1,Non core
12088,2,Non core
12092,3,Non core
12100,4,Non core
12103,1,Non core
12108,1,Non core
12112,1,Non core
12114,5,Non core
12119,4,Non core
12124,2,Non core
12133,1,Non core
12134,4,Non core
12135,1,Non core
12139,1,Non core
12140,3,Non core
12149,2,Non core
12150,1,Non core
12156,1,Non core
12160,2,Non core
12171,9,Core
12175,10,Non core
12178,1,Non core
12182,1,Non core
12184,8,Non core
12188,1,Non core
12193,3,Core
12196,2,Non core
12199,1,Non core
12208,2,Non core
12211,2,Non core
12214,3,Non core
12215,1,Non core
12223,1,Non core
12231,2,Non core
12232,2,Core
12255,2,Non core
12256,1,Non core
12259,5,Non core
12261,1,Non core
12271,2,Non core
12279,1,Non core
12281,5,Non core
12283,1,Non core
12285,2,Non core
12297,3,Non core
12299,3,Non core
12307,1,Non core
12315,1,Non core
12320,3,Non core
12321,4,Core
12323,5,Non core
12335,2,Non core
12337,1,Non core
12351,1,Non core
12355,2,Non core
12356,13,Core
12362,2,Non core
12363,10,Non core
12378,2,Non core
12382,5,Non core
12385,12,Non core
12388,5,Non core
12393,38,Core
12394,2,Core
12395,5,Core
12398,2,Non core
12400,3,Non core
12402,1,Non core
12403,5,Non core
12404,41,Core
12407,1,Non core
12408,5,Non core
12410,2,Non core
12412,2,Non core
12417,4,Non core
12428,1,Non core
12443,1,Non core
12444,6,Non core
12454,1,Non core
12455,6,Core
12459,2,Core
12464,1,Non core
12473,2,Non core
12484,5,Non core
12485,3,Non core
12487,2,Non core
12511,1,Non core
12512,3,Non core
12513,1,Non core
12514,1,Non core
12516,2,Non core
12519,2,Non core
12524,2,Non core
12525,4,Non core
12536,1,Non core
12542,8,Non core
12545,2,Non core
12547,1,Non core
12548,1,Non core
12549,19,Non core
12555,1,Non core
12561,7,Non core
12566,2,Non core
12578,2,Non core
12582,3,Non core
12583,2,Non core
12588,1,Non core
12597,14,Non core
12604,6,Core
12605,1,Non core
12606,6,Non core
12609,9,Non core
12612,8,Non core
12621,1,Non core
12626,1,Non core
12631,2,Non core
12632,4,Non core
12634,1,Non core
12637,4,Non core
12640,6,Non core
12651,2,Core
12659,1,Non core
12661,3,Non core
12670,2,Non core
12673,2,Non core
12686,9,Non core
12693,2,Non core
12699,1,Non core
12707,1,Non core
12708,1,Non core
12712,7,Non core
12715,8,Non core
12716,1,Non core
12721,1,Non core
12732,16,Non core
12736,15,Non core
12737,1,Non core
12742,1,Non core
12743,2,Non core
12749,3,Non core
12758,9,Non core
12767,2,Non core
12784,2,Non core
12800,2,Non core
12802,2,Non core
12807,6,Non core
12813,2,Non core
12814,4,Non core
12825,6,Non core
12826,12,Non core
12838,1,Non core
12841,5,Non core
12847,1,Non core
12849,3,Non core
12850,8,Non core
12857,2,Non core
12860,6,Core
12861,3,Non core
12864,1,Non core
12869,1,Non core
12882,1,Non core
12892,1,Non core
12898,46,Core
12905,1,Non core
12906,2,Non core
12907,9,Non core
12912,4,Non core
12920,1,Non core
12924,5,Non core
12927,8,Non core
12929,8,Non core
12930,3,Non core
12932,6,Non core
12936,1,Non core
12946,1,Non core
12947,2,Non core
12950,3,Non core
12952,11,Non core
12953,1,Non core
12954,1,Non core
12955,3,Non core
12959,1,Non core
12962,1,Non core
12963,2,Non core
12970,1,Non core
12972,3,Non core
12974,2,Non core
12988,5,Non core
12994,2,Non core
12999,2,Non core
13001,3,Non core
13002,2,Non core
13009,4,Non core
13013,1,Non core
13024,1,Non core
13039,7,Non core
13046,1,Non core
13047,2,Non core
13055,2,Non core
13059,1,Non core
13063,5,Non core
13070,1,Core
13075,2,Non core
13084,3,Non core
13086,2,Non core
13089,2,Non core
13095,7,Core
13103,1,Non core
13104,1,Non core
13105,2,Non core
13107,6,Non core
13111,8,Non core
13114,1,Non core
13124,1,Non core
13134,5,Non core
13140,2,Non core
13149,1,Core
13152,2,Non core
13157,3,Non core
13158,4,Non core
13161,11,Non core
13167,2,Non core
13169,3,Non core
13176,3,Non core
13177,9,Non core
13178,11,Non core
13194,1,Non core
13201,1,Non core
13203,2,Non core
13206,2,Non core
13207,1,Non core
13210,1,Non core
13215,1,Non core
13227,2,Non core
13229,2,Non core
13248,8,Non core
13252,27,Core
13258,1,Non core
13273,3,Non core
13278,2,Non core
13289,3,Non core
13290,2,Non core
13291,2,Non core
13294,27,Core
13295,2,Non core
13297,1,Non core
13300,11,Non core
13318,3,Non core
13323,6,Non core
13325,1,Non core
13340,1,Non core
13341,1,Non core
13342,2,Non core
13344,1,Non core
13354,1,Non core
13355,1,Non core
13362,6,Core
13367,1,Non core
13370,2,Non core
13372,3,Non core
13380,5,Core
13386,2,Non core
13390,1,Non core
13404,9,Non core
13409,4,Non core
13413,1,Non core
13420,2,Non core
13425,8,Core
13426,4,Non core
13431,6,Non core
13438,9,Non core
13447,2,Non core
13454,2,Non core
13458,2,Non core
13461,1,Non core
13463,1,Non core
13467,1,Non core
13470,1,Non core
13474,1,Non core
13478,9,Non core
13481,1,Non core
13484,1,Non core
13485,4,Non core
13510,1,Non core
13511,1,Non core
13518,2,Non core
13520,2,Non core
13524,2,Non core
13525,4,Non core
13527,1,Non core
13530,1,Non core
13537,2,Non core
13539,2,Non core
13540,1,Non core
13546,2,Non core
13551,1,Non core
13555,1,Non core
13557,2,Non core
13560,6,Non core
13562,5,Non core
13564,2,Non core
13575,1,Non core
13587,1,Non core
13595,3,Non core
13606,1,Non core
13608,1,Non core
13609,2,Non core
13617,3,Non core
13629,4,Core
13630,4,Non core
13634,1,Non core
13636,6,Non core
13637,5,Core
13642,2,Non core
13655,1,Non core
13660,2,Non core
13662,3,Non core
13663,1,Non core
13664,4,Non core
13665,2,Non core
13667,2,Non core
13671,6,Non core
13686,20,Non core
13689,17,Non core
13692,7,Core
13693,1,Non core
13697,3,Non core
13702,17,Core
13717,3,Non core
13719,4,Non core
13720,2,Non core
13734,6,Core
13744,2,Non core
13747,4,Non core
13752,2,Non core
13762,2,Non core
13768,1,Non core
13770,4,Core
13771,3,Non core
13777,3,Non core
13781,1,Core
13785,1,Non core
13786,1,Non core
13790,6,Non core
13801,3,Non core
13805,2,Non core
13807,2,Non core
13809,1,Non core
13817,2,Non core
13819,2,Non core
13852,2,Non core
13861,36,Core
13868,2,Non core
13869,1,Non core
13873,1,Non core
13883,6,Non core
13895,1,Non core
13900,4,Non core
13908,1,Non core
13909,1,Non core
13912,20,Non core
13915,3,Non core
13919,4,Non core
13923,1,Non core
13925,1,Non core
13931,1,Non core
13933,1,Non core
13938,2,Non core
13940,5,Core
13948,1,Non core
13953,5,Non core
13962,6,Core
13968,1,Non core
13979,4,Non core
13988,5,Non core
13995,12,Core
13997,14,Non core
13998,13,Non core
14000,2,Non core
14005,2,Non core
14007,2,Non core
14021,2,Non core
14024,1,Non core
14025,1,Non core
14027,9,Non core
14028,1,Non core
14029,2,Non core
14030,1,Non core
14033,1,Non core
14036,1,Non core
14037,1,Non core
14039,5,Non core
14049,1,Non core
14059,1,Non core
14060,1,Non core
14063,1,Non core
14064,6,Non core
14070,21,Core
14071,2,Non core
14078,1,Non core
14084,8,Non core
14090,1,Non core
14091,1,Core
14095,1,Non core
14101,12,Core
14102,2,Non core
14103,3,Non core
14107,27,Core
14116,1,Non core
14118,1,Non core
14119,8,Core
14123,3,Non core
14124,4,Core
14131,7,Core
14138,1,Non core
14151,21,Non core
14154,2,Non core
14159,1,Non core
14162,6,Non core
14165,1,Non core
14168,1,Non core
14173,4,Non core
14176,1,Non core
14186,1,Non core
14195,1,Non core
14200,8,Core
14202,1,Non core
14203,1,Core
14211,1,Non core
14228,2,Non core
14230,1,Non core
14232,5,Non core
14237,3,Non core
14248,1,Non core
14250,14,Core
14252,1,Non core
14257,3,Non core
14265,1,Non core
14266,1,Non core
14269,1,Non core
14270,2,Non core
14271,1,Non core
14272,1,Non core
14273,1,Non core
14274,3,Non core
14287,7,Non core
14288,18,Core
14305,4,Non core
14307,3,Non core
14314,1,Non core
14316,2,Non core
14320,6,Non core
14339,3,Non core
14340,1,Core
14345,3,Non core
14347,2,Non core
14352,12,Core
14355,2,Non core
14356,2,Non core
14358,6,Non core
14363,3,Non core
14365,1,Non core
14369,4,Non core
14374,2,Non core
14375,1,Non core
14377,1,Non core
14379,2,Non core
14387,1,Non core
14394,6,Core
14396,1,Non core
14413,2,Non core
14421,1,Non core
14428,2,Non core
14439,3,Non core
14445,3,Non core
14447,6,Non core
14457,1,Non core
14473,4,Non core
14474,2,Non core
14475,1,Non core
14482,9,Core
14484,1,Non core
14485,1,Non core
14496,2,Non core
14508,2,Non core
14509,5,Core
14510,5,Non core
14511,4,Non core
14517,1,Non core
14522,1,Non core
14525,16,Core
14532,1,Non core
14535,2,Non core
14536,2,Non core
14538,2,Non core
14540,2,Non core
14543,1,Non core
14548,2,Non core
14551,2,Non core
14552,4,Non core
14556,2,Non core
14562,3,Non core
14565,1,Non core
14567,8,Non core
14570,7,Non core
14575,1,Non core
14576,2,Non core
14577,1,Non core
14578,2,Non core
14581,2,Core
14589,1,Non core
14591,4,Non core
14594,2,Non core
14598,3,Non core
14605,3,Core
14606,1,Non core
14610,2,Non core
14611,8,Non core
14614,6,Non core
14615,4,Non core
14620,1,Non core
14624,6,Non core
14643,1,Non core
14648,2,Non core
14649,2,Non core
14652,1,Non core
14653,1,Non core
14655,1,Non core
14668,2,Non core
14675,4,Non core
14676,7,Non core
14680,1,Non core
14691,1,Non core
14700,1,Non core
14702,1,Non core
14711,1,Non core
14726,2,Non core
14732,1,Non core
14743,1,Non core
14744,1,Non core
14749,2,Non core
14753,1,Non core
14757,4,Non core
14758,6,Non core
14760,9,Non core
14762,4,Non core
14764,5,Non core
14766,2,Non core
14768,4,Non core
14777,1,Non core
14779,2,Non core
14786,1,Non core
14790,3,Core
14802,1,Non core
14805,9,Non core
14806,4,Core
14807,6,Non core
14810,2,Non core
14815,1,Non core
14819,3,Non core
14823,1,Non core
14824,2,Non core
14826,19,Core
14829,2,Non core
14831,2,Non core
14838,2,Non core
14844,1,Non core
14852,3,Non core
14863,1,Non core
14865,1,Non core
14867,26,Non core
14884,1,Non core
14885,13,Core
14887,1,Non core
14888,2,Non core
14890,1,Non core
14891,1,Non core
14892,10,Non core
14907,2,Non core
14917,1,Non core
14920,1,Non core
14923,1,Non core
14924,2,Non core
14926,4,Non core
14927,2,Non core
14937,14,Non core
14943,2,Non core
14946,1,Non core
14947,2,Non core
14955,2,Non core
14957,4,Non core
14962,3,Non core
14963,1,Non core
14965,1,Non core
14966,1,Non core
14967,1,Non core
14971,1,Non core
14972,2,Non core
14973,2,Non core
14976,2,Non core
14981,1,Non core
14985,14,Core
14991,1,Non core
15000,1,Non core
15002,1,Non core
15007,1,Core
15027,1,Non core
15028,1,Non core
15029,1,Non core
15041,1,Non core
15054,17,Core
15062,2,Non core
15064,1,Non core
15068,1,Non core
15070,2,Non core
15074,1,Non core
15077,1,Non core
15085,1,Non core
15095,3,Non core
15100,3,Non core
15101,2,Non core
15122,7,Non core
15123,4,Non core
15125,1,Non core
15129,2,Non core
15130,3,Non core
15140,1,Non core
15149,1,Non core
15168,9,Core
15171,3,Non core
15178,1,Non core
15192,2,Non core
15197,25,Core
15206,4,Non core
15209,5,Non core
15222,1,Non core
15225,4,Non core
15226,2,Non core
15232,1,Core
15233,1,Non core
15237,3,Non core
15241,2,Non core
15248,1,Non core
15254,1,Non core
15259,1,Core
15274,2,Non core
15279,5,Non core
15280,2,Non core
15285,1,Non core
15287,2,Non core
15293,2,Core
15299,3,Non core
15307,2,Non core
15309,7,Non core
15311,3,Non core
15313,1,Non core
15321,2,Non core
15326,2,Non core
15333,4,Non core
15334,33,Core
15335,1,Non core
15339,1,Non core
15342,2,Non core
15343,15,Core
15346,1,Core
15353,3,Non core
15356,1,Non core
15358,1,Non core
15359,4,Non core
15361,2,Non core
15362,2,Non core
15371,6,Non core
15372,1,Non core
15373,1,Non core
15382,4,Non core
15383,1,Non core
15388,2,Non core
15409,1,Non core
15424,8,Non core
15426,2,Non core
15427,5,Non core
15429,4,Non core
15439,2,Non core
15447,5,Non core
15452,1,Non core
15465,2,Non core
15470,3,Non core
15471,14,Non core
15482,2,Non core
15488,1,Non core
15492,8,Non core
15501,1,Non core
15502,1,Non core
15513,1,Non core
15514,1,Non core
15515,2,Core
15518,2,Non core
15519,10,Core
15524,5,Non core
15526,1,Non core
15527,1,Non core
15550,1,Non core
15554,13,Non core
15637,4,Non core
15640,7,Non core
15642,2,Non core
15644,2,Non core
15648,3,Non core
15653,1,Non core
15672,14,Non core
15675,1,Non core
15685,13,Non core
15692,1,Non core
15695,1,Non core
15697,2,Non core
15699,19,Non core
15701,4,Non core
15729,1,Non core
15736,3,Non core
15739,2,Non core
15742,7,Non core
15750,6,Non core
15755,3,Non core
15760,1,Non core
15763,1,Non core
15778,1,Non core
15799,1,Non core
15808,1,Non core
15820,1,Non core
15822,1,Non core
15823,1,Non core
15825,2,Non core
15830,3,Non core
15832,1,Non core
15834,1,Non core
15847,4,Non core
15851,2,Non core
15852,1,Non core
15854,1,Non core
15857,4,Core
15862,1,Non core
15867,1,Non core
15881,4,Non core
15882,2,Non core
15888,14,Non core
15895,5,Core
15902,1,Non core
15903,3,Non core
15904,2,Non core
15905,42,Core
15907,1,Non core
15910,2,Non core
15914,1,Non core
15917,6,Non core
15921,1,Non core
15922,2,Non core
15932,2,Non core
15934,3,Non core
15935,3,Non core
15944,2,Non core
15950,5,Non core
15961,2,Non core
15967,2,Non core
15993,9,Core
16006,6,Non core
16011,5,Core
16012,2,Non core
16024,1,Non core
16027,2,Non core
16034,1,Non core
16036,3,Non core
16039,2,Non core
16046,3,Non core
16047,3,Non core
16049,2,Non core
16051,23,Non core
16053,2,Non core
16054,2,Non core
16059,1,Non core
16064,1,Non core
16066,11,Non core
16068,1,Non core
16069,2,Core
16100,1,Non core
16110,1,Non core
16115,1,Non core
16116,1,Non core
16121,1,Non core
16124,1,Non core
16129,1,Non core
16132,1,Non core
16137,15,Core
16150,6,Non core
16157,3,Non core
16164,1,Non core
16165,2,Non core
16168,7,Non core
16170,1,Non core
16171,1,Non core
16172,1,Non core
16173,1,Non core
16183,1,Non core
16186,1,Non core
16190,2,Non core
16197,3,Non core
16198,6,Non core
16203,3,Non core
16207,3,Non core
16208,1,Non core
16211,1,Non core
16212,2,Non core
16222,9,Core
16226,3,Non core
16233,1,Non core
16234,2,Non core
16237,41,Non core
16244,1,Non core
16246,2,Non core
16249,1,Non core
16252,1,Non core
16253,1,Non core
16258,2,Non core
16264,1,Non core
16268,1,Non core
16270,1,Non core
16272,2,Non core
16274,5,Core
16277,8,Core
16278,2,Non core
16282,13,Non core
16284,1,Non core
16289,3,Non core
16292,4,Non core
16297,6,Non core
16305,4,Non core
16308,4,Non core
16310,3,Core
16312,31,Core
16318,2,Non core
16322,1,Non core
16339,2,Non core
16347,3,Non core
16352,27,Core
16353,3,Non core
16356,2,Non core
16358,3,Non core
16363,1,Non core
16365,2,Non core
16367,11,Non core
16373,1,Non core
16385,1,Non core
16392,2,Non core
16412,2,Non core
16421,4,Non core
16425,2,Non core
16426,2,Non core
16428,1,Non core
16433,1,Non core
16437,2,Non core
16448,8,Non core
16465,9,Core
16476,1,Non core
16479,1,Non core
16482,1,Non core
16493,1,Non core
16495,1,Non core
16511,7,Core
16513,1,Non core
16515,6,Non core
16518,1,Non core
16520,2,Core
16522,5,Non core
16523,37,Non core
16540,1,Non core
16550,2,Non core
16551,1,Core
16553,3,Non core
16557,1,Non core
16558,1,Non core
16561,1,Non core
16574,2,Non core
16575,1,Non core
16586,2,Non core
16590,2,Non core
16615,5,Non core
16618,2,Non core
16620,1,Non core
16625,4,Non core
16627,2,Non core
16628,7,Core
16631,2,Non core
16635,1,Non core
16643,15,Core
16646,2,Non core
16652,2,Non core
16658,1,Non core
16666,1,Non core
16668,1,Non core
16673,1,Non core
16679,2,Non core
16683,6,Non core
16686,2,Non core
16687,3,Non core
16688,17,Core
16690,6,Non core
16701,4,Non core
16703,1,Non core
16704,2,Non core
16707,3,Non core
16708,8,Core
16710,8,Non core
16721,1,Non core
16754,2,Non core
16759,2,Non core
16768,6,Core
16769,2,Non core
16771,3,Non core
16774,3,Non core
16781,3,Non core
16788,1,Core
16793,1,Non core
16794,2,Non core
16797,2,Non core
16800,3,Non core
16801,2,Non core
16803,3,Non core
16814,1,Non core
16821,1,Non core
16839,2,Non core
16840,2,Non core
16845,4,Non core
16871,4,Non core
16881,2,Non core
16883,2,Non core
16896,40,Non core
16901,1,Non core
16907,5,Non core
16910,2,Non core
16917,2,Non core
16927,1,Non core
16929,3,Non core
16934,2,Non core
16935,1,Non core
16939,1,Non core
16953,2,Non core
16957,1,Non core
16958,2,Non core
16962,2,Non core
16963,2,Non core
16964,1,Non core
16965,1,Non core
16973,2,Non core
16982,3,Non core
16984,3,Core
16986,20,Non core
16987,1,Non core
16991,1,Non core
16993,2,Non core
16994,1,Non core
16999,1,Non core
17001,4,Core
17002,1,Non core
17004,1,Non core
17005,1,Non core
17013,1,Non core
17019,6,Non core
17026,3,Non core
17031,3,Non core
17041,1,Non core
17042,1,Non core
17043,4,Non core
17045,1,Non core
17063,1,Non core
17068,15,Core
17070,1,Non core
17073,1,Non core
17081,24,Non core
17089,1,Non core
17090,1,Non core
17097,9,Non core
17098,1,Non core
17101,1,Non core
17104,8,Non core
17108,1,Non core
17109,6,Non core
17116,5,Non core
17119,1,Non core
17120,5,Core
17123,12,Non core
17126,1,Non core
17130,55,Non core
17133,1,Non core
17139,3,Non core
17144,1,Non core
17147,1,Non core
17151,4,Core
17156,2,Core
17169,2,Non core
17172,6,Non core
17179,1,Non core
17181,2,Non core
17190,2,Non core
17192,3,Non core
17202,1,Non core
17207,21,Non core
17208,1,Non core
17211,5,Non core
17216,6,Non core
17218,1,Non core
17224,2,Non core
17243,1,Non core
17244,1,Non core
17245,1,Non core
17248,1,Non core
17254,3,Non core
17255,4,Core
17256,2,Non core
17257,2,Non core
17264,3,Non core
17265,1,Non core
17270,3,Non core
17272,1,Non core
17275,6,Non core
17276,1,Non core
17277,3,Non core
17280,8,Non core
17281,1,Non core
