developer,intersect_dev
Core,4.397394136807818
Non core,8.306188925081432
Core,4.953560371517028
Non core,8.6687306501548
Core,2.589641434262948
Non core,1.593625498007968
Core,6.143667296786389
Non core,9.735349716446123
Core,5.125815470643056
Non core,8.014911463187326
Core,2.2408963585434174
Non core,3.92156862745098
Core,2.9982363315696645
Non core,1.4109347442680775
Core,4.738760631834751
Non core,6.439854191980558
Core,2.090032154340836
Non core,8.19935691318328
Core,1.4539579967689822
Non core,2.423263327948304
Core,1.5717092337917484
Non core,0.7858546168958742
Core,4.508196721311475
Non core,5.942622950819672
Core,1.026694045174538
Non core,1.642710472279261
Core,4.757185332011893
Non core,7.234886025768088
Core,5.716723549488054
Non core,11.092150170648464
Core,5.624036979969183
Non core,7.550077041602465
Core,8.543922984356197
Non core,4.21179302045728
Core,6.50485436893204
Non core,5.048543689320388
Core,6.917475728155339
Non core,5.339805825242718
Core,5.89101620029455
Non core,9.425625920471282
Core,1.0040160642570282
Non core,1.4056224899598393
Core,4.562737642585551
Non core,6.4638783269961975
Core,4.271844660194175
Non core,11.326860841423947
Core,4.467134652201659
Non core,10.146777281429484
Core,7.116303770578863
Non core,15.24163568773234
Core,1.3058419243986257
Non core,1.6494845360824744
Core,6.809445359692477
Non core,13.069741900054916
Core,4.129606099110546
Non core,8.767471410419315
Core,6.995661605206075
Non core,13.503253796095445
Core,3.2959789057350037
Non core,5.998681608437706
Core,4.2164883574575205
Non core,6.041535556954059
Core,3.961038961038961
Non core,6.233766233766234
Core,2.1031207598371777
Non core,4.274084124830393
Core,2.6899798251513114
Non core,4.909213180901143
Core,4.019488428745433
Non core,6.577344701583435
Core,4.174454828660436
Non core,7.102803738317758
Core,4.369230769230769
Non core,6.953846153846153
Core,2.0338983050847457
Non core,4.0
Core,3.1578947368421053
Non core,7.120743034055728
Core,2.4242424242424243
Non core,3.636363636363636
Core,2.71343481138319
Non core,4.56651224354732
Core,1.9283746556473829
Non core,2.4104683195592287
Core,6.0278207109737245
Non core,11.282843894899536
Core,0.0689179875947622
Non core,0.2756719503790489
Core,5.166270783847981
Non core,9.560570071258908
Core,2.6674937965260543
Non core,5.459057071960298
Core,3.0759162303664924
Non core,6.217277486910995
Core,2.1926910299003324
Non core,4.053156146179402
Core,0.4830917874396135
Non core,0.8971704623878536
Core,2.5503355704697985
Non core,5.167785234899329
Core,3.930911256700417
Non core,7.266229898749256
Core,8.240297713981924
Non core,12.493354598617756
Core,1.03021978021978
Non core,1.6483516483516485
Core,3.255813953488372
Non core,6.179401993355482
Core,3.088803088803089
Non core,5.598455598455598
Core,1.3121546961325967
Non core,0.7596685082872928
Core,8.29646017699115
Non core,12.334070796460177
Core,6.142241379310344
Non core,10.721982758620689
Core,1.5309246785058177
Non core,3.368034292712798
Core,2.275769745649264
Non core,1.2717536813922357
Core,3.94349617422013
Non core,6.121247792819305
Core,0.8458035133376708
Non core,5.920624593363696
Core,1.1111111111111112
Non core,3.333333333333333
Core,0.616860863605209
Non core,0.5483207676490748
Core,4.941699056079956
Non core,7.940033314825097
Core,0.3477051460361613
Non core,0.8344923504867872
Core,5.163043478260869
Non core,8.152173913043478
Core,8.8841882601798
Non core,14.013749338974089
Core,9.42915392456677
Non core,14.118246687054024
Core,9.32050511124474
Non core,4.449789536981359
Core,9.544950055493896
Non core,7.214206437291898
Core,8.782556026650514
Non core,5.087825560266506
Core,3.799873337555415
Non core,6.269791006966434
Core,0.4140786749482402
Non core,0.6901311249137336
Core,1.983584131326949
Non core,3.283173734610123
Core,6.666666666666667
Non core,14.358974358974358
Core,4.392523364485982
Non core,9.25233644859813
Core,3.430079155672823
Non core,4.749340369393139
Core,4.737384140061792
Non core,8.032955715756952
Core,6.8181818181818175
Non core,13.636363636363637
Core,4.747474747474747
Non core,9.7979797979798
Core,6.625258799171843
Non core,11.387163561076605
Core,5.769230769230769
Non core,10.314685314685317
Core,6.60377358490566
Non core,8.30188679245283
Core,4.952830188679245
Non core,8.254716981132075
Core,5.429864253393665
Non core,10.407239819004523
Core,5.993690851735016
Non core,8.832807570977918
Core,5.427631578947369
Non core,9.375
Core,5.910543130990416
Non core,9.26517571884984
Core,4.5893719806763285
Non core,10.38647342995169
Core,5.289256198347108
Non core,9.256198347107436
Core,5.0691244239631335
Non core,7.142857142857142
Core,6.0606060606060606
Non core,9.307359307359308
Core,4.909560723514212
Non core,5.426356589147287
Core,3.8497652582159625
Non core,7.793427230046948
Core,0.0
Non core,0.546448087431694
Core,4.774535809018567
Non core,7.161803713527852
Core,4.655172413793104
Non core,8.275862068965518
Core,6.504065040650407
Non core,11.788617886178862
Core,4.943820224719101
Non core,9.887640449438202
Core,1.643835616438356
Non core,2.73972602739726
Core,5.1454138702460845
Non core,10.51454138702461
Core,4.447632711621234
Non core,7.317073170731707
Core,5.763688760806916
Non core,7.877041306436119
Core,2.8871391076115485
Non core,3.937007874015748
Core,6.211180124223603
Non core,9.523809523809524
Core,4.905660377358491
Non core,8.49056603773585
Core,4.076086956521739
Non core,1.9021739130434785
Core,6.223628691983123
Non core,9.071729957805909
Core,4.771784232365145
Non core,7.365145228215768
Core,2.2260273972602738
Non core,4.794520547945205
Core,3.9170506912442393
Non core,1.8433179723502304
Core,4.721030042918455
Non core,7.1530758226037205
Core,2.2222222222222223
Non core,9.494949494949497
Core,2.061855670103093
Non core,3.0927835051546397
Core,0.7894736842105263
Non core,1.3157894736842104
Core,3.8194444444444446
Non core,5.555555555555555
Core,1.4204545454545454
Non core,2.840909090909091
Core,4.274465691788527
Non core,7.874015748031496
Core,5.447830101569714
Non core,8.679593721144968
Core,5.07910074937552
Non core,6.161532056619484
Core,8.392603129445234
Non core,5.974395448079658
Core,6.455142231947483
Non core,4.704595185995624
Core,7.4074074074074066
Non core,5.413105413105413
Core,5.536332179930796
Non core,6.920415224913495
Core,0.8108108108108109
Non core,1.0810810810810811
Core,5.236907730673317
Non core,7.231920199501247
Core,5.871029836381136
Non core,12.127045235803656
Core,3.6269430051813463
Non core,5.181347150259067
Core,6.150583244962885
Non core,11.028632025450689
Core,8.60215053763441
Non core,16.666666666666664
Core,6.160164271047227
Non core,11.293634496919918
Core,7.186858316221765
Non core,11.90965092402464
Core,6.678383128295256
Non core,11.775043936731109
Core,8.25147347740668
Non core,13.359528487229865
Core,5.373831775700935
Non core,9.11214953271028
Core,5.922551252847381
Non core,12.984054669703871
Core,6.41025641025641
Non core,11.858974358974358
Core,7.4074074074074066
Non core,11.784511784511784
Core,7.528641571194762
Non core,12.111292962356792
Core,5.727923627684964
Non core,10.26252983293556
Core,5.952380952380952
Non core,13.60544217687075
Core,6.960556844547564
Non core,8.352668213457076
Core,6.29067245119306
Non core,11.496746203904555
Core,5.357142857142857
Non core,6.122448979591836
Core,5.014191106906338
Non core,8.420056764427624
Core,0.2666666666666666
Non core,0.5333333333333333
Core,5.842391304347826
Non core,10.190217391304348
Core,5.335628227194492
Non core,9.122203098106713
Core,7.707910750507099
Non core,12.373225152129818
Core,5.321507760532151
Non core,10.199556541019955
Core,1.5957446808510638
Non core,2.393617021276596
Core,6.04026845637584
Non core,11.85682326621924
Core,4.261363636363636
Non core,7.8125
Core,5.047619047619048
Non core,8.571428571428571
Core,3.636363636363636
Non core,4.675324675324675
Core,4.382470119521913
Non core,8.964143426294822
Core,5.283018867924529
Non core,10.0
Core,3.978779840848806
Non core,2.122015915119363
Core,6.217070600632244
Non core,10.01053740779768
Core,5.072463768115942
Non core,7.867494824016563
Core,2.0
Non core,3.833333333333333
Core,3.6281179138322
Non core,2.7210884353741496
Core,5.270655270655271
Non core,7.54985754985755
Core,2.6052104208416837
Non core,10.220440881763528
Core,2.0202020202020203
Non core,3.0303030303030303
Core,1.020408163265306
Non core,0.5102040816326531
Core,4.723502304147465
Non core,5.299539170506913
Core,1.3774104683195594
Non core,2.479338842975207
Core,4.910714285714286
Non core,7.477678571428571
Core,5.679702048417132
Non core,10.335195530726256
Core,4.8053024026512015
Non core,6.710853355426679
Core,8.67132867132867
Non core,5.174825174825175
Core,6.666666666666667
Non core,5.46448087431694
Core,8.477011494252872
Non core,6.752873563218391
Core,5.830388692579505
Non core,10.7773851590106
Core,1.058201058201058
Non core,1.3227513227513228
Core,4.866180048661801
Non core,7.2992700729927
Core,2.3728813559322037
Non core,2.485875706214689
Core,9.7799511002445
Non core,21.67889160554197
Core,6.838453914767097
Non core,12.784935579781962
Core,8.577878103837472
Non core,15.726109857035365
Core,4.703476482617587
Non core,6.5439672801636
Core,5.517909002904163
Non core,8.906098741529526
Core,5.930470347648262
Non core,9.304703476482617
Core,3.1659388646288207
Non core,5.786026200873363
Core,3.9742212674543502
Non core,6.659505907626208
Core,4.72297910990009
Non core,8.446866485013624
Core,5.909943714821764
Non core,8.161350844277674
Core,6.261682242990655
Non core,9.532710280373832
Core,2.5
Non core,5.543478260869565
Core,4.2293233082706765
Non core,9.586466165413531
Core,3.7796976241900646
Non core,4.751619870410368
Core,3.890641430073607
Non core,6.624605678233439
Core,3.167420814479638
Non core,3.733031674208145
Core,6.197183098591549
Non core,14.014084507042254
Core,0.1136363636363636
Non core,0.5681818181818182
Core,6.381118881118882
Non core,12.674825174825177
Core,3.882575757575758
Non core,7.196969696969697
Core,4.094165813715456
Non core,8.49539406345957
Core,3.052631578947368
Non core,5.263157894736842
Core,0.7936507936507936
Non core,1.1337868480725624
Core,3.5031847133757963
Non core,6.369426751592357
Core,4.604691572545613
Non core,8.079930495221546
Core,8.481824661439772
Non core,12.758374910905204
Core,1.799775028121485
Non core,2.249718785151856
Core,3.5211267605633805
Non core,4.82897384305835
Core,3.819784524975514
Non core,5.778648383937316
Core,2.1566401816118046
Non core,0.9080590238365494
Core,9.432515337423313
Non core,14.11042944785276
Core,6.565656565656567
Non core,8.802308802308803
Core,1.9283746556473829
Non core,3.0303030303030303
Core,2.320675105485232
Non core,0.7383966244725738
Core,4.4991511035653655
Non core,5.857385398981324
Core,1.4256619144602851
Non core,7.637474541751528
Core,1.6359918200409
Non core,3.476482617586912
Core,0.7829977628635347
Non core,0.5592841163310962
Core,5.66615620214395
Non core,6.355283307810107
Core,0.5753739930955121
Non core,1.2658227848101269
Core,5.333333333333334
Non core,6.888888888888889
Core,9.466192170818506
Non core,15.373665480427048
Core,9.59894806048652
