developer,intersect_dev
Non core,12.294543063773832
Core,11.25886524822695
Non core,5.939716312056738
Core,10.374414976599065
Non core,9.282371294851794
Core,10.615521855486174
Non core,6.244424620874219
Core,6.003937007874016
Non core,8.956692913385826
Core,0.4530011325028313
Non core,0.9060022650056626
Core,2.9768467475192946
Non core,3.858875413450937
Core,3.014416775884666
Non core,2.752293577981652
Core,4.324324324324325
Non core,4.054054054054054
Core,2.2222222222222223
Non core,2.2222222222222223
Core,4.980842911877394
Non core,3.065134099616858
Core,4.261363636363636
Non core,2.556818181818182
Core,3.642384105960265
Non core,2.6490066225165565
Core,6.9364161849710975
Non core,4.046242774566474
Core,5.583756345177665
Non core,8.121827411167512
Core,3.140096618357488
Non core,3.140096618357488
Core,3.608247422680412
Non core,2.061855670103093
Core,3.9312039312039313
Non core,2.457002457002457
Core,6.790123456790123
Non core,9.25925925925926
Core,2.5974025974025974
Non core,2.5974025974025974
Core,3.723404255319149
Non core,2.127659574468085
Core,4.405286343612335
Non core,3.524229074889868
Core,8.0
Non core,3.2
Core,1.7241379310344829
Non core,1.839080459770115
Core,0.0
Non core,0.0
Core,3.041825095057034
Non core,2.6615969581749046
Core,2.549575070821529
Non core,1.41643059490085
Core,5.992509363295881
Non core,4.119850187265917
Core,4.411764705882353
Non core,4.901960784313726
Core,4.651162790697675
Non core,3.488372093023256
Core,4.186046511627907
Non core,2.3255813953488373
Core,2.3157894736842106
Non core,1.0526315789473684
Core,2.9308323563892147
Non core,1.992966002344666
Core,6.422018348623854
Non core,2.752293577981652
Core,4.761904761904762
Non core,2.7777777777777777
Core,3.389830508474576
Non core,2.711864406779661
Core,8.51063829787234
Non core,0.0
Core,2.864583333333333
Non core,1.953125
Core,2.2222222222222223
Non core,1.437908496732026
Core,1.5527950310559009
Non core,3.1055900621118013
Core,2.4539877300613497
Non core,2.4539877300613497
Core,2.330508474576271
Non core,2.330508474576271
Core,2.479338842975207
Non core,7.024793388429752
Core,2.8301886792452837
Non core,1.8867924528301887
Core,1.0101010101010102
Non core,0.0
Core,2.3771790808240887
Non core,1.7432646592709984
Core,4.225352112676056
Non core,7.042253521126761
Core,2.049780380673499
Non core,1.7569546120058566
Core,2.4229074889867843
Non core,1.9823788546255507
Core,2.4703557312252964
Non core,1.0869565217391304
Core,5.1652892561983474
Non core,1.4462809917355373
Core,3.0
Non core,1.0
Core,4.914529914529915
Non core,2.7777777777777777
Core,3.7900874635568513
Non core,1.749271137026239
Core,4.761904761904762
Non core,1.1904761904761905
Core,6.081081081081082
Non core,4.054054054054054
Core,6.587473002159827
Non core,10.691144708423328
Core,7.907348242811501
Non core,14.376996805111824
Core,4.925544100801833
Non core,5.841924398625429
Core,5.662393162393163
Non core,7.6923076923076925
Core,6.42939150401837
Non core,9.07003444316877
Core,3.860523038605231
Non core,5.354919053549191
Core,4.034229828850855
Non core,7.090464547677261
Core,5.236656596173213
Non core,8.056394763343404
Core,6.243386243386243
Non core,9.62962962962963
Core,6.962025316455696
Non core,10.970464135021098
Core,3.117206982543641
Non core,5.7356608478803
Core,5.345911949685535
Non core,8.90985324947589
Core,4.590570719602978
Non core,5.086848635235732
Core,4.260355029585798
Non core,5.798816568047338
Core,3.229974160206718
Non core,3.229974160206718
Core,6.562266964951529
Non core,11.707680835197614
Core,0.1310615989515072
Non core,0.1310615989515072
Core,6.609195402298851
Non core,12.260536398467432
Core,3.192584963954686
Non core,5.149330587023687
Core,5.184331797235023
Non core,7.603686635944701
Core,3.2181168057210967
Non core,5.005959475566151
Core,0.7853403141361256
Non core,1.0471204188481675
Core,4.101326899879373
Non core,6.15199034981906
Core,5.076628352490421
Non core,7.567049808429119
Core,8.422664624808576
Non core,12.557427258805513
Core,2.075226977950713
Non core,2.204928664072633
Core,3.167420814479638
Non core,4.97737556561086
Core,3.938730853391685
Non core,5.25164113785558
Core,2.4967148488830486
Non core,0.9198423127463864
Core,8.70265914585012
Non core,11.36180499597099
Core,5.751533742331288
Non core,7.592024539877301
Core,2.358974358974359
Non core,2.4615384615384617
Core,2.3030303030303028
Non core,1.4545454545454546
Core,4.283054003724395
Non core,5.493482309124767
Core,1.4840182648401825
Non core,6.963470319634703
Core,1.6147635524798154
Non core,2.9988465974625145
Core,1.0362694300518136
Non core,0.6476683937823834
Core,5.267489711934156
Non core,5.185185185185185
Core,0.7989347536617843
Non core,0.9320905459387484
Core,5.4892601431980905
Non core,5.409705648369132
Core,9.97697620874904
Non core,15.349194167306216
Core,9.078212290502794
Non core,11.941340782122904
Core,10.325047801147228
Non core,4.493307839388145
Core,10.15952980688497
Non core,8.480268681780016
Core,9.67117988394584
Non core,5.319148936170213
Core,6.153846153846154
Non core,8.901098901098901
Core,0.7894736842105263
Non core,1.0526315789473684
Core,3.0264817150063053
Non core,3.909205548549811
Core,6.786850477200425
Non core,12.513255567338282
Core,6.4449064449064455
Non core,10.187110187110187
Core,6.715063520871143
Non core,12.159709618874771
Core,7.199999999999999
Non core,12.8
Core,5.783132530120482
Non core,7.710843373493977
Core,6.11764705882353
Non core,12.23529411764706
Core,7.43801652892562
Non core,11.40495867768595
Core,7.7854671280276815
Non core,11.418685121107266
Core,8.080808080808081
Non core,11.784511784511784
Core,4.634146341463414
Non core,9.268292682926829
Core,6.423611111111111
Non core,12.32638888888889
Core,6.506024096385541
Non core,8.674698795180722
Core,6.531531531531531
Non core,11.486486486486488
Core,5.585106382978723
Non core,5.585106382978723
Core,5.038022813688213
Non core,7.129277566539924
Core,0.2801120448179272
Non core,0.2801120448179272
Core,6.49171270718232
Non core,8.83977900552486
Core,6.104129263913824
Non core,9.874326750448834
Core,6.05427974947808
Non core,13.569937369519833
Core,5.542725173210162
Non core,10.392609699769054
Core,1.971830985915493
Non core,2.8169014084507045
Core,6.775700934579438
Non core,11.91588785046729
Core,4.617604617604617
Non core,6.493506493506493
Core,6.0370009737098345
Non core,8.27653359298929
Core,4.10958904109589
Non core,4.931506849315069
Core,5.112474437627812
Non core,7.361963190184049
Core,5.363984674329502
Non core,8.045977011494253
Core,5.042016806722689
Non core,1.680672268907563
Core,7.70065075921909
Non core,9.869848156182211
Core,5.826271186440677
Non core,7.733050847457627
Core,2.2413793103448274
Non core,3.9655172413793114
Core,4.265402843601896
Non core,2.3696682464454977
Core,5.377906976744186
Non core,6.976744186046512
Core,2.459016393442623
Non core,9.01639344262295
Core,2.083333333333333
Non core,2.2916666666666665
Core,0.8064516129032258
Non core,1.0752688172043012
Core,5.170387779083431
Non core,4.81786133960047
Core,1.4492753623188406
Non core,2.318840579710145
Core,4.96054114994363
Non core,6.426155580608793
Core,7.471264367816093
Non core,10.057471264367816
Core,6.032285471537808
Non core,6.711979609175871
Core,10.0
Non core,5.217391304347826
Core,8.01354401805869
Non core,5.643340857787811
Core,9.544787077826726
Non core,5.4331864904552125
Core,6.8014705882352935
Non core,11.029411764705882
Core,1.1111111111111112
Non core,1.1111111111111112
Core,5.912596401028278
Non core,7.712082262210797
Core,6.143344709897611
Non core,8.304891922639362
Core,7.931404072883172
Non core,9.967845659163988
Core,6.866002214839424
Non core,8.859357696566999
Core,3.571428571428571
Non core,5.476190476190476
Core,5.100830367734282
Non core,7.354685646500593
Core,6.896551724137931
Non core,11.156186612576064
Core,7.210031347962382
Non core,11.285266457680253
Core,7.033639143730887
Non core,10.9072375127421
Core,2.9797377830750893
Non core,5.721096543504172
Core,5.77319587628866
Non core,10.618556701030927
Core,4.796163069544365
Non core,5.875299760191846
Core,4.6082949308755765
Non core,7.027649769585254
Core,3.094059405940594
Non core,3.7128712871287126
Core,6.774668630338733
Non core,12.886597938144329
Core,0.1248439450686641
Non core,0.2496878901373283
Core,8.123249299719888
Non core,11.39122315592904
Core,4.476093591047812
Non core,6.510681586978636
Core,5.022321428571429
Non core,8.59375
Core,3.815028901734104
Non core,5.664739884393064
Core,0.7509386733416771
Non core,1.5018773466833542
Core,3.7296037296037294
Non core,7.3426573426573425
Core,4.921077065923862
Non core,7.892293407613741
Core,7.867647058823529
Non core,11.176470588235295
Core,1.982651796778191
Non core,2.478314745972739
Core,3.384279475982533
Non core,5.240174672489083
Core,5.314533622559653
Non core,7.158351409978309
Core,2.1223470661672907
Non core,0.9987515605493134
Core,8.798114689709347
Non core,11.31186174391202
Core,7.476635514018691
Non core,10.669781931464174
Core,1.5794669299111548
Non core,3.1589338598223096
Core,3.0444964871194378
Non core,1.756440281030445
Core,4.909090909090909
Non core,5.818181818181818
Core,1.4038876889848813
Non core,5.399568034557236
Core,1.3172338090010975
Non core,2.52469813391877
Core,1.112484548825711
Non core,0.7416563658838072
Core,6.152584085315833
Non core,7.136997538966367
Core,0.7633587786259541
Non core,1.3994910941475829
Core,6.335204490777866
Non core,8.580593424218124
Core,8.683068017366136
Non core,12.301013024602025
Core,8.355795148247978
Non core,11.05121293800539
Core,11.68091168091168
Non core,6.077872744539412
Core,10.565110565110563
Non core,8.353808353808354
Core,10.227272727272728
Non core,6.0606060606060606
Core,7.127429805615551
Non core,10.151187904967603
Core,0.7490636704119851
Non core,0.7490636704119851
Core,3.0120481927710845
Non core,3.855421686746989
Core,9.90783410138249
Non core,13.594470046082948
Core,11.082474226804123
Non core,12.886597938144329
Core,6.7340067340067336
Non core,11.784511784511784
Core,7.716049382716049
Non core,10.802469135802468
Core,7.370517928286853
Non core,12.151394422310757
Core,8.565310492505352
Non core,13.49036402569593
Core,7.584830339321358
Non core,10.778443113772456
Core,6.25
Non core,8.223684210526317
Core,7.627118644067797
Non core,12.076271186440678
Core,8.19672131147541
Non core,9.508196721311474
Core,10.21671826625387
Non core,15.1702786377709
Core,6.896551724137931
Non core,7.662835249042145
Core,4.231166150670795
Non core,5.263157894736842
Core,0.4184100418410041
Non core,0.0
Core,6.084243369734789
Non core,5.61622464898596
Core,5.921052631578947
Non core,9.649122807017545
Core,10.05586592178771
Non core,16.75977653631285
Core,7.348242811501597
Non core,15.015974440894569
Core,2.941176470588235
Non core,3.361344537815126
Core,7.430340557275541
Non core,13.0030959752322
Core,4.081632653061225
Non core,6.63265306122449
Core,4.66321243523316
Non core,4.66321243523316
Core,4.365079365079365
Non core,6.349206349206349
Core,6.811989100817439
Non core,10.626702997275205
Core,7.556675062972292
Non core,11.586901763224182
Core,5.394190871369295
Non core,3.319502074688797
Core,6.690561529271206
Non core,8.60215053763441
Core,4.29732868757259
Non core,6.387921022067364
Core,1.7278617710583155
Non core,5.615550755939525
Core,4.193548387096775
Non core,2.5806451612903225
Core,5.172413793103448
Non core,7.586206896551724
Core,2.7848101265822782
Non core,4.810126582278481
Core,2.5
Non core,3.611111111111111
Core,1.1764705882352942
Non core,0.7843137254901961
Core,3.4712950600801067
Non core,5.607476635514018
Core,2.690582959641256
Non core,4.484304932735426
Core,4.761904761904762
Non core,7.078507078507079
Core,4.964539007092199
Non core,7.29483282674772
Core,4.5822102425876015
Non core,3.953279424977538
Core,8.877721943048575
Non core,4.355108877721943
Core,5.276073619631902
Non core,3.6809815950920246
Core,7.705192629815745
Non core,3.5175879396984926
Core,7.126948775055679
Non core,9.131403118040089
Core,1.2448132780082988
Non core,2.0746887966804977
Core,6.049822064056939
Non core,8.896797153024911
Core,10.23454157782516
Non core,12.366737739872068
Core,5.641025641025641
Non core,8.717948717948717
Core,7.673267326732673
Non core,10.643564356435643
Core,6.768189509306261
Non core,10.65989847715736
Core,8.51449275362319
Non core,11.77536231884058
Core,7.401032702237521
Non core,10.843373493975903
Core,4.822335025380711
Non core,7.3604060913705585
Core,7.734806629834254
Non core,13.627992633517495
Core,7.41687979539642
Non core,8.439897698209718
Core,7.246376811594203
Non core,13.285024154589372
Core,5.965909090909091
Non core,5.681818181818182
Core,4.567078972407232
Non core,5.32825880114177
Core,0.3012048192771084
Non core,0.3012048192771084
Core,7.1328671328671325
Non core,6.153846153846154
Core,6.122448979591836
Non core,9.090909090909092
Core,8.240534521158128
Non core,13.808463251670378
Core,8.0
Non core,11.25
Core,1.82370820668693
Non core,3.64741641337386
Core,6.896551724137931
Non core,12.06896551724138
Core,4.776119402985075
Non core,6.4179104477611935
Core,5.76171875
Non core,6.4453125
Core,4.142011834319527
Non core,6.21301775147929
Core,5.869565217391305
Non core,8.26086956521739
Core,7.900207900207901
Non core,9.97920997920998
Core,4.2042042042042045
Non core,2.702702702702702
Core,6.731813246471227
Non core,8.251900108577633
Core,6.455142231947483
Non core,8.096280087527353
Core,1.8083182640144664
Non core,5.063291139240507
Core,4.761904761904762
Non core,1.7543859649122806
Core,4.437869822485207
Non core,6.21301775147929
Core,2.2587268993839835
Non core,4.312114989733059
Core,2.2123893805309733
Non core,3.0973451327433628
Core,0.8645533141210375
Non core,1.1527377521613833
Core,5.597014925373134
Non core,7.711442786069651
Core,1.892744479495268
Non core,3.154574132492113
Core,4.988399071925754
Non core,6.728538283062645
Core,6.43611911623439
Non core,9.029779058597502
Core,5.5272108843537415
Non core,5.187074829931973
Core,10.075187969924812
Non core,5.714285714285714
Core,7.612456747404845
Non core,5.651672433679354
Core,8.669656203288492
Non core,4.633781763826607
Core,8.333333333333332
Non core,11.046511627906977
Core,1.8072289156626504
Non core,1.5060240963855422
Core,5.121293800539084
Non core,7.277628032345014
Core,6.990881458966565
Non core,11.854103343465043
Core,7.397260273972603
Non core,8.493150684931507
Core,6.340579710144928
Non core,9.420289855072465
Core,8.450704225352112
Non core,14.084507042253522
Core,9.038461538461538
Non core,12.5
Core,4.651162790697675
Non core,7.848837209302325
Core,7.157057654075547
Non core,12.922465208747516
Core,8.982035928143713
Non core,10.179640718562874
Core,7.795698924731183
Non core,11.559139784946236
Core,7.167235494880546
Non core,8.19112627986348
Core,4.632426988922457
Non core,6.143001007049345
Core,0.3597122302158274
Non core,0.0
Core,7.680491551459294
Non core,8.294930875576037
Core,6.262626262626263
Non core,8.080808080808081
Core,8.6848635235732
Non core,13.647642679900745
Core,7.02247191011236
Non core,11.51685393258427
Core,2.158273381294964
Non core,2.877697841726619
Core,6.318681318681318
Non core,11.263736263736265
Core,5.081967213114754
Non core,8.032786885245901
Core,6.095041322314049
Non core,6.921487603305786
Core,4.513888888888888
Non core,5.902777777777778
Core,5.023923444976076
Non core,7.4162679425837315
Core,7.87037037037037
Non core,10.648148148148149
Core,5.0
Non core,2.5
Core,7.184241019698725
Non core,9.154113557358054
Core,5.942857142857143
Non core,7.428571428571429
Core,1.5625
Non core,3.125
Core,3.68271954674221
Non core,1.13314447592068
Core,4.983922829581994
Non core,6.430868167202572
Core,2.771362586605081
Non core,4.387990762124711
Core,2.75
Non core,2.5
Core,0.6734006734006733
Non core,0.0
Core,5.038759689922481
Non core,5.555555555555555
Core,1.893939393939394
Non core,3.4090909090909087
Core,5.018359853121175
Non core,6.119951040391677
Core,6.559031281533804
Non core,9.182643794147326
Core,5.935251798561151
Non core,6.205035971223022
Core,10.207336523125996
Non core,3.827751196172249
Core,7.384987893462469
Non core,4.842615012106537
Core,8.653846153846153
Non core,4.006410256410256
Core,8.974358974358974
Non core,10.897435897435898
Core,1.4184397163120568
Non core,0.7092198581560284
Core,6.289308176100629
Non core,7.547169811320755
Core,6.614785992217899
Non core,7.782101167315175
Core,4.595185995623632
Non core,7.00218818380744
Core,6.220095693779904
Non core,8.61244019138756
Core,6.320541760722348
Non core,7.223476297968396
Core,6.976744186046512
Non core,13.023255813953488
Core,5.569007263922518
Non core,9.443099273607748
Core,7.964601769911504
Non core,11.061946902654867
Core,6.844106463878327
Non core,12.927756653992397
Core,6.857142857142858
Non core,12.571428571428571
Core,2.516411378555799
Non core,3.719912472647703
Core,0.0
Non core,0.0
Core,4.203152364273205
Non core,5.42907180385289
Core,5.181347150259067
Non core,8.031088082901555
Core,7.308970099667775
Non core,13.621262458471762
Core,5.714285714285714
Non core,13.877551020408164
Core,4.026845637583892
Non core,5.369127516778524
Core,8.130081300813007
Non core,13.414634146341465
Core,3.543307086614173
Non core,6.889763779527559
Core,3.114571746384872
Non core,4.226918798665183
Core,6.024096385542169
Non core,7.83132530120482
Core,4.682274247491638
Non core,9.364548494983277
Core,6.363636363636363
Non core,9.696969696969695
Core,8.49673202614379
Non core,3.92156862745098
Core,3.4739454094292808
Non core,5.086848635235732
Core,2.638190954773869
Non core,5.778894472361809
Core,1.827676240208877
Non core,4.43864229765013
Core,5.381165919282512
Non core,2.690582959641256
Core,3.1067961165048543
Non core,6.407766990291262
Core,2.258064516129032
Non core,5.806451612903226
Core,2.5454545454545454
Non core,3.636363636363636
Core,0.5952380952380952
Non core,0.5952380952380952
Core,2.9629629629629632
Non core,4.7407407407407405
Core,2.9629629629629632
Non core,7.4074074074074066
Core,3.0470914127423825
Non core,4.847645429362881
Core,3.540772532188841
Non core,5.686695278969957
Core,3.2442748091603053
Non core,3.435114503816794
Core,5.805243445692884
Non core,3.932584269662921
Core,3.4528552456839305
Non core,2.523240371845949
Core,5.471698113207547
Non core,2.8301886792452837
Core,5.88235294117647
Non core,9.62566844919786
Core,2.666666666666667
Non core,3.333333333333333
Core,6.63265306122449
Non core,12.244897959183673
Core,5.625
Non core,7.291666666666667
Core,6.25
Non core,8.035714285714286
Core,5.957446808510639
Non core,7.872340425531915
Core,5.622489959839357
Non core,10.843373493975903
Core,5.88235294117647
Non core,8.823529411764707
Core,6.870229007633588
Non core,8.015267175572518
Core,6.7340067340067336
Non core,10.1010101010101
Core,7.075471698113208
Non core,6.60377358490566
Core,3.22234156820623
Non core,4.511278195488721
Core,0.0
Non core,0.0
Core,7.835820895522389
Non core,14.925373134328357
Core,5.378973105134474
Non core,9.290953545232274
Core,7.121661721068249
Non core,10.385756676557865
Core,7.9422382671480145
Non core,9.386281588447654
Core,2.702702702702702
Non core,2.702702702702702
Core,6.405693950177936
Non core,11.387900355871883
Core,4.212454212454213
Non core,4.395604395604396
Core,4.29042904290429
Non core,5.39053905390539
Core,6.030150753768844
Non core,5.025125628140704
Core,5.13595166163142
Non core,7.552870090634441
Core,5.434782608695652
Non core,7.336956521739131
Core,5.291005291005291
Non core,2.6455026455026456
Core,4.744525547445255
Non core,5.59610705596107
Core,4.019488428745433
Non core,4.993909866017052
Core,1.4251781472684086
Non core,2.8503562945368173
Core,3.875968992248062
Non core,1.937984496124031
Core,4.014598540145985
Non core,4.744525547445255
Core,2.469135802469136
Non core,10.802469135802468
Core,1.948051948051948
Non core,3.2467532467532463
Core,1.5151515151515151
Non core,0.5050505050505051
Core,4.291845493562231
Non core,4.291845493562231
Core,3.571428571428571
Non core,4.166666666666666
Core,3.882195448460509
Non core,4.685408299866131
Core,4.214963119072708
Non core,6.42781875658588
Core,3.551401869158879
Non core,3.925233644859813
Core,8.19672131147541
Non core,4.371584699453552
Core,5.387647831800263
Non core,3.679369250985545
Core,6.445672191528545
Non core,5.156537753222836
Core,10.354223433242508
Non core,16.076294277929154
Core,1.5957446808510638
Non core,0.0
Core,6.896551724137931
Non core,7.327586206896551
Core,7.754442649434572
Non core,9.8546042003231
Core,7.064364207221351
Non core,10.832025117739404
Core,4.67706013363029
Non core,8.017817371937639
Core,6.578947368421052
Non core,12.335526315789473
Core,7.191011235955057
Non core,8.98876404494382
Core,6.185567010309279
Non core,9.896907216494846
Core,5.121951219512195
Non core,6.341463414634147
Core,4.636363636363637
Non core,6.181818181818182
Core,0.0
Non core,0.2518891687657431
Core,5.626598465473146
Non core,6.138107416879795
Core,6.0
Non core,8.166666666666666
Core,6.601941747572816
Non core,12.233009708737864
Core,5.230125523012552
Non core,7.949790794979079
Core,1.7632241813602016
Non core,1.7632241813602016
Core,5.69620253164557
Non core,9.70464135021097
Core,5.0
Non core,7.361111111111112
Core,4.918032786885246
Non core,5.555555555555555
Core,3.1707317073170733
Non core,3.414634146341464
Core,4.942965779467681
Non core,7.0342205323193925
Core,5.2727272727272725
Non core,9.454545454545457
Core,3.258145363408521
Non core,2.0050125313283207
Core,6.281661600810537
Non core,7.497467071935157
Core,4.083665338645418
Non core,6.573705179282868
Core,2.113821138211382
Non core,4.390243902439024
Core,4.139433551198257
Non core,2.396514161220044
Core,4.651162790697675
Non core,6.429548563611491
Core,1.8115942028985508
Non core,3.804347826086957
Core,1.5444015444015444
Non core,2.702702702702702
Core,1.2195121951219512
Non core,0.7317073170731708
Core,3.910614525139665
Non core,5.027932960893855
Core,1.3020833333333337
Non core,2.083333333333333
Core,4.988913525498892
Non core,8.869179600886918
Core,5.675675675675676
Non core,8.378378378378379
Core,5.2502050861361775
Non core,6.808859721082855
Core,8.49056603773585
Non core,3.908355795148248
Core,7.516339869281046
Non core,6.427015250544662
Core,8.049113233287859
Non core,4.092769440654844
Core,5.48172757475083
Non core,7.475083056478406
Core,1.25
Non core,0.5
Core,4.597701149425287
Non core,5.977011494252873
Core,9.137055837563452
Non core,12.859560067681894
Core,4.398148148148148
Non core,5.787037037037037
Core,7.908611599297012
Non core,13.884007029876976
Core,7.398568019093078
Non core,8.83054892601432
Core,7.505518763796909
Non core,10.154525386313466
Core,5.774278215223097
Non core,6.299212598425196
Core,5.137963843958135
Non core,7.992388201712655
Core,0.2724795640326975
Non core,0.0
Core,7.123287671232877
Non core,8.493150684931507
Core,5.749128919860628
Non core,8.362369337979095
Core,8.1799591002045
Non core,10.83844580777096
Core,5.842696629213483
Non core,8.98876404494382
Core,1.6304347826086956
Non core,1.9021739130434785
Core,7.289293849658314
Non core,10.478359908883828
Core,5.232558139534884
Non core,7.994186046511628
Core,6.153846153846154
Non core,7.596153846153846
Core,4.244031830238726
Non core,3.7135278514588856
Core,4.365079365079365
Non core,6.547619047619048
Core,6.525911708253358
Non core,8.829174664107486
Core,3.523035230352303
Non core,2.168021680216802
Core,6.42781875658588
Non core,8.74604847207587
Core,5.08298755186722
Non core,7.053941908713693
Core,1.854974704890388
Non core,3.541315345699832
Core,4.398148148148148
Non core,1.851851851851852
Core,5.316091954022988
Non core,7.040229885057471
Core,1.9047619047619049
Non core,3.428571428571429
Core,1.6528925619834711
Non core,3.71900826446281
Core,0.7853403141361256
Non core,0.7853403141361256
Core,4.62962962962963
Non core,4.74537037037037
Core,1.1267605633802815
Non core,2.2535211267605635
Core,4.927211646136618
Non core,6.718924972004479
Core,5.9869036482694105
Non core,9.635173058933583
Core,5.8474576271186445
Non core,7.372881355932204
Core,8.948863636363637
Non core,5.255681818181818
Core,6.813186813186813
Non core,4.835164835164836
Core,8.664772727272728
Non core,3.835227272727273
Core,7.454545454545454
Non core,10.727272727272728
Core,1.3623978201634876
Non core,1.3623978201634876
Core,4.668304668304668
Non core,6.142506142506143
Core,4.6875
Non core,6.696428571428571
Core,6.425041186161449
Non core,11.532125205930807
Core,7.568807339449542
Non core,9.403669724770642
Core,7.872340425531915
Non core,10.425531914893616
Core,4.950495049504951
Non core,6.435643564356436
Core,5.199628597957289
Non core,7.3351903435468895
Core,0.2570694087403599
Non core,0.2570694087403599
Core,6.57030223390276
Non core,7.35873850197109
Core,5.574324324324325
Non core,8.952702702702704
Core,7.436399217221135
Non core,10.95890410958904
Core,5.543710021321962
Non core,8.315565031982942
Core,1.7994858611825193
Non core,2.056555269922879
Core,5.970149253731343
Non core,9.168443496801707
Core,5.46984572230014
Non core,7.012622720897616
Core,6.314797360980208
Non core,7.351555136663525
Core,3.731343283582089
Non core,3.233830845771144
Core,3.977272727272727
Non core,6.25
Core,6.088560885608856
Non core,9.04059040590406
Core,4.358974358974359
Non core,1.5384615384615383
Core,6.839378238341968
Non core,8.808290155440414
Core,4.531722054380665
Non core,6.646525679758309
Core,1.7857142857142856
Non core,3.4090909090909087
Core,3.2537960954446854
Non core,1.3015184381778742
Core,4.657534246575342
Non core,5.616438356164384
Core,2.0257826887661143
Non core,4.051565377532229
Core,1.7751479289940828
Non core,3.353057199211045
Core,0.7444168734491315
Non core,1.240694789081886
Core,4.436860068259386
Non core,5.688282138794084
Core,1.0554089709762533
Non core,1.8469656992084436
Core,4.6943231441048034
Non core,6.6593886462882095
Core,6.330275229357799
Non core,9.174311926605505
Core,6.187290969899665
Non core,7.441471571906355
Core,8.916323731138547
Non core,4.526748971193416
Core,7.12719298245614
Non core,6.798245614035088
Core,8.484005563282336
Non core,4.867872044506258
Core,7.465277777777778
Non core,9.375
Core,0.7575757575757576
Non core,0.2525252525252525
Core,5.386416861826698
Non core,5.620608899297424
Core,4.018912529550828
Non core,7.328605200945626
Core,5.603448275862069
Non core,8.620689655172415
Core,5.947955390334572
Non core,9.66542750929368
Core,4.972375690607735
Non core,8.287292817679557
Core,2.067464635473341
Non core,3.1556039173014145
Core,0.0
Non core,1.3888888888888888
Core,3.1413612565445024
Non core,5.4101221640488655
Core,4.071246819338422
Non core,6.106870229007633
Core,6.514657980456026
Non core,10.749185667752444
Core,5.220883534136546
Non core,10.843373493975903
Core,4.10958904109589
Non core,4.794520547945205
Core,6.299212598425196
Non core,9.84251968503937
Core,2.294455066921606
Non core,4.2065009560229445
Core,2.759381898454746
Non core,3.3112582781456954
Core,4.117647058823529
Non core,4.705882352941177
Core,3.96039603960396
Non core,7.260726072607261
Core,5.438066465256798
Non core,9.06344410876133
Core,6.578947368421052
Non core,3.947368421052632
Core,3.341584158415842
Non core,4.455445544554455
Core,1.98019801980198
Non core,4.331683168316832
Core,2.380952380952381
Non core,4.232804232804233
Core,4.017857142857143
Non core,1.7857142857142856
Core,2.687140115163148
Non core,4.798464491362764
Core,2.341137123745819
Non core,8.361204013377927
Core,1.818181818181818
Non core,2.909090909090909
Core,1.851851851851852
Non core,0.6172839506172839
Core,2.0408163265306123
Non core,3.3527696793002915
Core,3.816793893129771
Non core,6.870229007633588
Core,2.7586206896551726
Non core,4.137931034482759
Core,2.869287991498406
Non core,4.888416578108395
Core,2.549575070821529
Non core,2.644003777148253
Core,4.805914972273567
Non core,2.7726432532347505
Core,3.475935828877005
Non core,2.6737967914438503
Core,4.798464491362764
Non core,4.606525911708253
Core,3.5989717223650386
Non core,6.426735218508997
Core,2.7210884353741496
Non core,2.7210884353741496
Core,5.0
Non core,9.5
Core,7.881773399014778
Non core,10.83743842364532
Core,6.25
Non core,11.607142857142858
Core,5.026455026455026
Non core,6.613756613756613
Core,3.842549203373945
Non core,7.1227741330834125
Core,0.2770083102493075
Non core,0.2770083102493075
Core,5.039787798408488
Non core,6.23342175066313
Core,5.663716814159292
Non core,9.380530973451329
Core,7.09812108559499
Non core,13.361169102296447
Core,5.73394495412844
Non core,10.321100917431194
Core,1.6528925619834711
Non core,1.9283746556473829
Core,7.142857142857142
Non core,10.829493087557603
Core,5.154639175257731
Non core,8.836524300441827
Core,4.528301886792453
Non core,6.60377358490566
Core,3.5135135135135136
Non core,5.135135135135135
Core,4.67479674796748
Non core,7.926829268292683
Core,5.405405405405405
Non core,9.652509652509652
Core,3.8356164383561646
Non core,1.643835616438356
Core,4.550155118924509
Non core,7.96277145811789
Core,3.7871033776867966
Non core,6.345957011258956
Core,1.7123287671232876
Non core,4.452054794520548
Core,3.248259860788863
Non core,2.088167053364269
Core,3.8461538461538463
Non core,6.837606837606838
Core,1.9342359767891684
Non core,4.061895551257253
Core,1.6528925619834711
Non core,2.6859504132231407
Core,0.5305039787798408
Non core,1.0610079575596816
Core,3.3642691415313224
Non core,5.68445475638051
Core,1.7241379310344829
Non core,2.2988505747126435
Core,4.044943820224719
Non core,7.415730337078652
Core,4.7926267281106
Non core,8.663594470046084
Core,4.761904761904762
Non core,6.432748538011696
Core,6.954102920723226
Non core,4.172461752433936
Core,5.953693495038589
Non core,5.512679162072767
Core,6.619718309859154
Non core,4.225352112676056
Core,6.909090909090909
Non core,10.363636363636363
Core,0.8130081300813009
Non core,0.0
Core,5.276381909547738
Non core,6.78391959798995
Core,8.239700374531834
Non core,12.359550561797752
Core,7.608695652173914
Non core,9.782608695652174
Core,3.159041394335512
Non core,3.376906318082789
Core,0.641025641025641
Non core,0.0
Core,5.344827586206897
