intersect_dev,intersect_rev
9.89010989010989,10.964912280701753
21.951219512195117,12.5
1.949025487256372,2.200956937799043
5.970149253731344,8.219178082191782
6.607929515418503,4.884318766066838
0.0,4.132231404958678
3.3333333333333335,3.908355795148248
5.357142857142858,6.989247311827958
3.763440860215054,5.327868852459016
8.955223880597014,14.606741573033709
3.3557046979865772,2.9702970297029707
2.37467018469657,2.9523809523809526
2.111111111111111,2.350265352539803
2.113821138211382,2.376425855513308
1.5952143569292123,1.9314641744548287
2.2123893805309733,2.966841186736475
3.3970276008492566,3.678929765886288
1.8950437317784257,2.4154589371980677
13.924050632911392,10.416666666666668
5.185185185185185,6.601466992665037
3.0368763557483733,2.843601895734597
4.38871473354232,4.9281314168377826
1.7626321974148063,2.0083102493074794
2.2757697456492636,2.0265003897116136
7.142857142857142,6.666666666666666
9.83606557377049,14.166666666666668
5.405405405405404,8.016877637130802
22.761194029850746,18.3411214953271
17.79359430604982,16.893732970027248
7.738095238095237,4.366812227074235
13.679245283018869,10.902255639097744
16.835016835016834,13.559322033898304
7.733619763694952,8.333333333333332
8.56760374832664,9.796999117387468
5.813953488372093,6.7092651757188495
12.688821752265861,11.450381679389313
2.0202020202020203,3.071672354948805
12.916666666666668,13.865546218487395
16.46586345381526,16.41791044776119
14.669926650366747,11.532125205930805
14.705882352941178,12.419354838709676
8.759124087591239,9.988385598141697
13.271604938271604,13.981762917933128
5.194805194805195,6.91358024691358
7.936507936507937,7.3359073359073355
4.275534441805226,4.8192771084337345
10.340632603406325,10.846560846560847
10.642781875658589,10.021629416005766
8.583690987124463,8.956521739130434
7.476635514018692,7.792980368828079
8.60805860805861,8.498583569405099
12.56830601092896,11.717171717171718
9.067017082785808,9.863429438543246
14.285714285714286,13.651315789473685
0.0,0.7936507936507936
14.885496183206106,11.68091168091168
11.055276381909547,9.302325581395348
12.771739130434783,11.882998171846435
11.602209944751381,10.42031523642732
26.43051771117166,22.02486678507993
9.68096809680968,9.205298013245033
9.013398294762485,8.791208791208792
13.829787234042554,12.482662968099861
1.5957446808510638,1.694915254237288
17.32851985559567,12.919896640826874
17.507418397626115,17.579908675799086
14.22413793103448,10.99290780141844
4.788732394366198,4.970178926441352
18.35294117647059,17.922948073701846
13.493975903614459,14.871794871794872
15.33149171270718,18.98148148148148
18.691588785046726,15.485996705107084
3.7681159420289854,3.6511156186612572
11.170212765957446,9.45945945945946
18.01801801801802,17.061611374407583
19.30010604453871,19.88873435326843
12.167300380228138,15.101070154577883
11.386696730552423,15.460776846915461
6.6350710900473935,8.602150537634408
12.474437627811861,16.304347826086957
1.881720430107527,5.128205128205129
18.84297520661157,22.876557191392976
13.902439024390244,15.130434782608695
18.874773139745916,19.342105263157897
15.978456014362656,16.728167281672818
18.75,17.597087378640776
12.354651162790699,17.4373795761079
11.475409836065573,9.847198641765704
4.375,7.79816513761468
6.722689075630252,7.212475633528265
6.206896551724139,9.131905298759865
17.570498915401302,20.29897718332022
17.52873563218391,21.322537112010792
9.988249118683902,16.412213740458014
12.744265080713678,15.906562847608454
11.11111111111111,13.195201744820064
15.217391304347826,20.034843205574916
13.656884875846501,18.13186813186813
19.20415224913495,22.053231939163496
16.632016632016633,19.968553459119498
0.5602240896358543,1.153846153846154
15.180722891566264,16.695957820738137
9.041095890410958,7.364341085271318
13.409961685823756,15.555555555555554
14.97797356828194,18.837209302325583
17.830882352941174,20.02503128911139
14.313534566699126,17.062766605728214
13.559322033898304,17.289719626168225
19.865319865319865,21.140939597315437
2.2222222222222223,1.99203187250996
15.935334872979215,15.097402597402597
19.62421711899791,19.06202723146747
13.624678663239074,9.75609756097561
20.0,22.014388489208628
9.395973154362416,11.442786069651742
14.396887159533074,15.60693641618497
9.632224168126093,9.731543624161073
21.544715447154474,18.862275449101794
10.37037037037037,6.153846153846153
19.42857142857143,14.847161572052403
19.771863117870723,20.054945054945055
6.236323851203502,6.806282722513089
7.894736842105264,9.683257918552037
8.071748878923767,7.473309608540926
14.046822742474916,15.723270440251575
1.1904761904761905,4.247104247104247
11.597374179431071,13.18840579710145
20.0,21.768707482993197
13.212435233160623,15.178571428571427
15.012106537530265,12.33108108108108
9.514563106796116,11.313868613138684
8.064516129032258,11.003236245954692
6.181818181818182,9.264305177111716
12.41830065359477,8.849557522123895
6.266318537859007,8.319738988580749
8.560794044665013,9.668755595344672
9.227467811158798,8.654545454545454
7.703703703703704,8.629893238434164
6.679389312977099,6.8427370948379345
10.433070866141733,8.259587020648969
9.737827715355806,10.040983606557377
5.97609561752988,8.174178762414057
14.832535885167463,15.20979020979021
0.0,2.7777777777777777
19.02654867256637,16.129032258064516
13.85542168674699,14.15525114155251
16.06060606060606,16.23246492985972
8.30188679245283,8.37742504409171
15.508021390374331,14.111498257839724
7.341490545050055,7.728181212524984
8.417085427135678,8.676140613313388
13.544018058690744,13.062409288824384
6.0,4.522613065326633
19.591836734693878,17.391304347826086
20.930232558139537,19.851116625310176
18.877551020408163,18.067226890756302
1.541425818882466,2.952029520295203
10.869565217391305,11.3561190738699
1.7857142857142856,1.8633540372670807
10.434782608695652,15.65272496831432
3.595890410958904,4.571428571428571
7.142857142857142,10.846812559467175
1.3282732447817835,2.1990740740740735
11.095700416088766,13.640469738030713
9.433962264150942,13.605947955390336
8.372093023255815,6.458797327394209
4.292527821939586,8.333333333333334
3.875968992248062,4.24757281553398
3.2128514056224895,6.328059950041632
14.193548387096774,18.351577591757888
18.423307626392457,22.5
8.773678963110669,15.563957151858855
14.794732765298217,19.35162094763092
10.51373954599761,13.863060016906172
14.182692307692307,19.81534090909091
15.968063872255488,21.788715486194477
4.734848484848484,3.7259615384615383
9.210526315789473,10.87360594795539
14.250913520097441,20.470896010464358
27.36,32.91404612159329
15.867480383609415,20.54054054054054
11.646951774340309,16.328828828828826
1.356589147286822,1.608910891089109
8.237232289950576,9.2274678111588
12.345679012345677,13.929313929313931
7.956600361663654,5.924170616113743
1.2648221343873518,1.4347202295552368
7.539984767707541,6.737918215613383
14.398848092152628,14.177777777777777
6.317411402157164,5.989705194197473
15.115511551155114,18.63149216817807
6.943396226415095,6.40074211502783
